"Student Counts by School and Race"
"All Districts, All Schools"
"2013-14"

"",,,,"Race",,,,,,,
"District","District Code","School","School Code","American Indian or Alaska Native","Asian","Black or African American","Hispanic/Latino of any race","Native Hawaiian or Other Pacific Islander","Two or More Races","White","Total"
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""","*","*",53,615,0,"*",104,779
"New Britain School District","""0890011""","Gaffney School","""0890511""",0,26,60,328,0,12,167,593
"New Britain School District","""0890011""","Holmes School","""0890611""","*",53,47,185,"*",14,187,489
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""",0,9,19,55,0,6,78,167
"New Britain School District","""0890011""","Jefferson School","""0890711""",0,23,38,229,0,6,128,424
"New Britain School District","""0890011""","Lincoln School","""0890811""","*","*",74,417,0,27,172,708
"New Britain School District","""0890011""","New Britain High School","""0896111""","*",49,409,1423,"*",41,552,2481
"New Britain School District","""0890011""","New Britain Transition Center","""0899011""",0,0,"*",26,0,"*",9,40
"New Britain School District","""0890011""","Northend School","""0890911""",0,"*",43,186,0,"*",44,288
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""","*",25,94,392,0,"*",108,633
"New Britain School District","""0890011""","Roosevelt Middle School","""0895111""",0,6,80,259,0,8,41,394
"New Britain School District","""0890011""","Slade Middle School","""0895211""",0,10,102,399,0,12,95,618
"New Britain School District","""0890011""","Smalley Academy","""0891211""",0,7,74,479,0,19,75,654
"New Britain School District","""0890011""","Smith School","""0891311""","*",9,89,410,"*",22,139,671
"New Britain School District","""0890011""","Vance School","""0891511""",0,"*",73,331,0,"*",112,537
"New Canaan School District","""0900011""","East School","""0900411""","*",50,"*",26,0,6,441,530
"New Canaan School District","""0900011""","New Canaan High School","""0906111""","*",37,20,35,"*",12,1155,1264
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""","*",60,"*",52,0,30,1153,1314
"New Canaan School District","""0900011""","South School","""0900211""",0,38,6,22,0,14,455,535
"New Canaan School District","""0900011""","West School","""0900311""","*",19,"*",19,0,9,487,537
"New Fairfield School District","""0910011""","Consolidated School","""0910111""","*",11,"*",51,0,8,469,549
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""","*",15,11,48,0,"*",478,560
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""",0,13,13,59,0,13,892,990
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""","*",12,"*",33,0,16,561,626
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""",0,"*","*",12,0,8,300,323
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",0,"*",0,"*",0,"*",110,117
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""",0,"*",0,"*",0,0,93,104
"New Haven School District","""0930011""","Edgewood School","""0931211""","*","*",240,66,0,"*",132,448
"New Haven School District","""0930011""","Nathan Hale School","""0931411""","*",13,55,179,0,"*",302,554
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",0,0,301,166,0,"*","*",487
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""",0,"*",329,144,0,"*",102,582
"New Haven School District","""0930011""","Beecher School","""0930311""",0,"*",305,85,0,"*",85,485
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""","*","*",150,227,"*","*",148,532
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""",0,"*",194,131,0,"*",134,470
"New Haven School District","""0930011""","Bishop Woods Architecture and Design Magnet School","""0934311""",0,18,201,219,"*","*",65,505
"New Haven School District","""0930011""","Brennan Rogers School","""0932111""",0,"*",323,124,0,"*",29,482
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""",0,"*",240,108,0,"*",33,394
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",0,"*",100,413,0,"*",39,557
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",0,"*",23,411,0,"*",12,448
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""","*","*",299,282,0,"*",50,638
"New Haven School District","""0930011""","Cooperative High School","""0936411""","*","*",318,157,0,0,142,635
"New Haven School District","""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","""0936811""",0,"*",145,38,0,0,"*",208
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""","*",10,309,71,0,"*",119,516
"New Haven School District","""0930011""","Domus Academy","""0935611""",0,0,30,"*",0,0,"*",42
"New Haven School District","""0930011""","Dwight Early Childhood Program","""0938211""",0,"*",22,6,0,0,"*",30
"New Haven School District","""0930011""","Early Learning Center","""0938111""",0,0,90,"*",0,0,"*",119
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""",0,"*",202,207,0,"*",58,487
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""","*",33,214,83,0,"*",153,489
"New Haven School District","""0930011""","Fair Haven School","""0931611""",0,"*",94,593,0,"*",58,759
"New Haven School District","""0930011""","Headstart","""0938011""",0,"*",117,211,"*","*",23,357
"New Haven School District","""0930011""","Helene Grant HeadStart","""0938311""","*","*",173,80,0,"*",9,268
"New Haven School District","""0930011""","High School In The Community","""0936611""",0,"*",120,104,0,"*",32,262
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",0,"*",120,309,0,"*",18,450
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""","*",37,321,223,0,"*",99,683
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""","*",7,728,216,0,"*",22,981
"New Haven School District","""0930011""","John C. Daniels","""0931311""",0,"*",94,310,0,"*",94,513
"New Haven School District","""0930011""","John S. Martinez Sea and Sky STEM School","""0930811""","*","*",67,427,0,0,18,514
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""","*",16,454,66,"*","*",72,612
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""",0,"*",271,58,0,0,"*",343
"New Haven School District","""0930011""","Mauro-Sheridan Magnet School","""0931911""","*",9,237,174,"*","*",123,548
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",0,12,154,135,0,0,88,389
"New Haven School District","""0930011""","New Haven Academy","""0937011""",0,"*",161,71,0,"*",38,277
"New Haven School District","""0930011""","Polly T. McCabe Center","""0939211""",0,0,"*",6,0,0,"*",14
"New Haven School District","""0930011""","Quinnipiac Real World Math STEM School","""0933511""",0,"*",114,177,0,"*",36,329
"New Haven School District","""0930011""","Riverside Education Academy","""0939111""",0,0,70,"*",0,0,"*",104
"New Haven School District","""0930011""","Roberto Clemente Leadership Academy for Global Awareness","""0934211""",0,"*",209,261,0,"*",18,491
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""","*",22,217,268,0,"*",140,651
"New Haven School District","""0930011""","Sound School","""0936711""",0,"*",36,81,"*","*",209,334
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""",0,"*",204,201,0,"*",35,450
"New Haven School District","""0930011""","Truman School","""0932911""","*","*",68,383,"*","*",6,462
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""","*","*",138,53,0,"*",25,222
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",0,"*",324,54,0,"*",19,400
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""",0,25,509,717,"*","*",160,1421
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""","*",106,53,28,0,"*",219,414
"New London School District","""0950011""","Jennings School","""0950311""","*",0,69,452,0,"*",34,588
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""","*","*",155,289,"*",29,70,553
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""","*","*",138,236,0,45,97,530
"New London School District","""0950011""","New London High School","""0956111""","*",13,240,382,"*",44,193,881
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""",0,"*",131,180,"*",67,125,517
"New Milford School District","""0960011""","Hill And Plain School","""0960511""","*",25,"*",98,0,17,323,473
"New Milford School District","""0960011""","John Pettibone School","""0960711""",0,"*","*",49,0,21,304,386
"New Milford School District","""0960011""","Litchfield Hills Transition Center","""0969011""",0,0,"*",0,0,0,"*",11
"New Milford School District","""0960011""","New Milford High School","""0966111""",0,55,32,126,0,14,1199,1426
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",0,12,6,36,0,16,390,460
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""",0,38,23,106,0,26,860,1053
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""","*",23,16,66,0,"*",557,675
"Newington School District","""0940011""","Anna Reynolds School","""0940611""","*",60,"*",85,0,16,295,472
"Newington School District","""0940011""","Elizabeth Green School","""0940211""",0,25,24,67,0,20,166,302
"Newington School District","""0940011""","John Paterson School","""0940811""",0,36,30,62,0,16,283,427
"Newington School District","""0940011""","John Wallace Middle School","""0945311""","*",69,42,100,0,"*",454,700
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""","*",50,27,102,"*",32,379,594
"Newington School District","""0940011""","Newington High School","""0946111""","*",108,66,228,0,"*",913,1361
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""",0,37,27,60,0,15,225,364
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",0,9,0,20,0,6,314,349
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""",0,7,"*",16,0,"*",274,303
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""",0,"*","*",21,0,16,362,418
"Newtown School District","""0970011""","Newtown High School","""0976111""","*",52,"*",89,0,26,1528,1713
"Newtown School District","""0970011""","Newtown Middle School","""0975111""",0,27,14,34,0,8,772,855
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",0,"*",0,"*",0,"*",65,70
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""",0,39,7,36,0,10,695,787
"Newtown School District","""0970011""","STARR","""0979011""",0,0,0,0,0,0,"*","*"
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""",0,34,"*",18,0,"*",325,395
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",0,0,0,"*",0,0,"*",112
"Norfolk School District","""0980011""","Bridges II","""0989211""",0,0,0,0,0,0,"*","*"
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""","*",11,12,14,0,"*",371,415
"North Branford School District","""0990011""","North Branford High School","""0996111""","*",17,"*",32,0,0,548,610
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""","*",10,"*",14,0,0,472,508
"North Branford School District","""0990011""","School to Work Program","""0999011""",0,0,"*",0,0,0,"*","*"
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""","*",9,15,24,0,"*",421,471
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",0,"*","*",34,0,10,246,295
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""",0,21,"*",23,0,"*",285,340
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""","*",35,13,27,0,"*",291,379
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""",0,22,"*",24,0,"*",279,337
"North Haven School District","""1010011""","North Haven High School","""1016111""","*",76,69,66,"*",26,882,1123
"North Haven School District","""1010011""","North Haven Middle School","""1015211""","*",56,"*",44,0,25,637,783
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",0,27,11,23,0,14,329,404
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""","*",10,8,14,0,"*",335,378
"North Stonington School District","""1020011""","Wheeler High School","""1026111""","*","*",9,"*",0,"*",200,218
"North Stonington School District","""1020011""","Wheeler Middle School","""1025111""","*","*","*","*","*","*",137,154
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""","*",85,424,630,"*",21,516,1679
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""",0,32,83,281,0,6,126,528
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",0,24,79,68,"*","*",139,323
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",0,"*",64,131,0,"*",272,494
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",0,19,79,126,0,13,207,444
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""",0,69,91,330,0,14,77,581
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""",0,23,119,325,"*","*",92,572
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""",0,16,77,202,"*","*",186,494
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""","*",26,53,169,"*",7,198,455
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""",0,"*",110,179,0,"*",259,579
"Norwalk School District","""1030011""","Norwalk High School","""1036111""","*",60,310,470,"*",10,685,1539
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",0,0,20,37,0,0,9,66
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""","*",31,166,285,0,"*",145,632
"Norwalk School District","""1030011""","Roton Middle School","""1035511""",0,"*",81,182,0,"*",151,429
"Norwalk School District","""1030011""","Rowayton School","""1031311""",0,11,55,90,0,9,286,451
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""",0,13,61,300,"*","*",90,478
"Norwalk School District","""1030011""","Tracey School","""1031411""",0,20,77,198,0,16,74,385
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""",0,"*",147,252,0,"*",220,654
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",0,13,55,96,0,8,136,308
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",42,180,336,314,"*","*",1428,2324
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",0,"*",28,66,"*",24,77,218
"Norwich School District","""1040011""","Deborah-Tennant Zinewicz  School","""1049111""","*",0,"*",8,0,0,14,32
"Norwich School District","""1040011""","Hickory Street School","""1049011""",0,0,"*","*",0,7,"*",19
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""","*",43,73,122,"*",39,117,398
"Norwich School District","""1040011""","Kelly Middle School","""1045111""","*",23,118,173,"*",50,288,658
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""","*","*",67,140,0,41,143,414
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""","*","*",50,85,0,43,218,417
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""","*",45,107,144,"*",39,126,468
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""","*",46,51,60,"*",32,84,275
"Norwich School District","""1040011""","Uncas Network School","""1041911""","*",18,64,95,"*",31,67,280
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""","*","*",44,91,0,42,89,297
"Norwich School District","""1040011""","Virtual Learning Academy","""1049211""",0,"*","*","*",0,0,"*",9
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""","*","*",54,61,"*",35,98,255
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""",0,33,73,51,0,10,158,325
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""",0,16,"*",39,0,"*",323,391
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""",0,23,15,31,"*","*",479,560
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""",0,33,6,22,0,10,415,486
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""",0,13,"*","*",0,9,106,134
"Orange School District","""1070011""","Peck Place School","""1070511""",0,40,"*",18,0,"*",302,374
"Orange School District","""1070011""","Race Brook School","""1070311""",0,44,"*",17,0,"*",299,374
"Orange School District","""1070011""","Turkey Hill School","""1070411""","*",42,"*",19,0,"*",238,309
"Oxford School District","""1080011""","Great Oak School","""1085111""","*","*",6,22,0,10,470,514
"Oxford School District","""1080011""","Oxford Center School","""1080111""",0,14,"*",29,0,"*",445,503
"Oxford School District","""1080011""","Oxford High School","""1086011""",0,14,"*",35,"*",11,529,600
"Oxford School District","""1080011""","Quaker Farms School","""1080311""","*",10,"*",27,"*",8,376,428
"Park City Prep Charter School District","""2830013""","Park City Prep Charter School","""2835113""",0,"*",138,103,0,"*",13,260
"Plainfield School District","""1090011""","Early Childhood Center","""1098011""",0,"*",0,0,0,0,"*",18
"Plainfield School District","""1090011""","Moosup Elementary School","""1090111""","*",9,14,"*","*",0,311,339
"Plainfield School District","""1090011""","Plainfield Central School","""1095111""",9,19,27,"*",0,"*",531,593
"Plainfield School District","""1090011""","Plainfield High School","""1096111""","*",21,29,"*",0,0,635,700
"Plainfield School District","""1090011""","Plainfield Memorial School","""1090311""","*",8,15,"*","*",0,343,372
"Plainfield School District","""1090011""","Shepard Hill Elementary School","""1090411""","*",8,27,"*","*",0,383,429
"Plainville School District","""1100011""","Frank T. Wheeler School","""1100411""",0,9,20,52,0,12,183,276
"Plainville School District","""1100011""","Linden Street School","""1100211""",0,12,14,75,0,18,280,399
"Plainville School District","""1100011""","Louis Toffolon School","""1100511""","*",10,12,39,"*",14,276,354
"Plainville School District","""1100011""","Middle School of Plainville","""1105211""","*","*",24,77,0,17,402,531
"Plainville School District","""1100011""","Plainville High School","""1106111""","*","*",40,79,0,27,562,723
"Plainville School District","""1100011""","Prekindergarten Program","""1108011""",0,"*","*","*",0,"*",28,36
"Plymouth School District","""1110011""","Eli Terry Jr. Middle School","""1115111""","*","*",7,26,0,"*",339,380
"Plymouth School District","""1110011""","Harry S. Fisher Elementary School","""1110411""","*",8,"*",11,0,0,319,346
"Plymouth School District","""1110011""","Plymouth Alternative High School","""1117111""",0,0,0,0,0,0,16,16
"Plymouth School District","""1110011""","Plymouth Center School","""1110211""","*","*","*",16,0,0,328,352
"Plymouth School District","""1110011""","Terryville High School","""1116111""","*",6,9,15,0,"*",435,470
"Pomfret School District","""1120011""","Pomfret Community School","""1120111""","*",13,7,11,0,"*",387,424
"Portland School District","""1130011""","Brownstone Intermediate School","""1130511""","*","*",10,14,0,7,188,225
"Portland School District","""1130011""","Gildersleeve School","""1130411""",0,"*","*",16,0,7,173,203
"Portland School District","""1130011""","Portland High School","""1136111""",0,"*","*",21,0,12,336,384
"Portland School District","""1130011""","Portland Middle School","""1135111""",0,"*",8,23,"*",6,208,250
"Portland School District","""1130011""","Valley View School","""1130211""",0,"*","*",38,0,14,248,316
"Preston School District","""1140011""","Preston Plains School","""1145111""","*","*","*","*","*","*",137,155
"Preston School District","""1140011""","Preston Veterans' Memorial School","""1140411""","*",6,"*","*","*",11,235,268
"Putnam School District","""1160011""","Helping Hands","""1169011""","*",0,0,"*",0,0,"*","*"
"Putnam School District","""1160011""","Putnam Elementary School","""1160311""",0,9,"*",45,"*",26,591,677
"Putnam School District","""1160011""","Putnam High School","""1166111""","*","*",7,21,0,18,227,277
"Putnam School District","""1160011""","Putnam Middle School","""1165111""","*","*","*",16,0,13,254,289
"Redding School District","""1170011""","John Read Middle School","""1175111""","*",16,"*",28,"*",37,435,520
"Redding School District","""1170011""","Redding Elementary School","""1170111""","*",15,"*",21,0,30,468,540
"Regional School District 01","""2010012""","Housatonic Valley Regional High School","""2016112""","*",7,8,21,0,"*",390,428
"Regional School District 04","""2040012""","John Winthrop Middle School","""2045112""",0,8,"*",18,0,"*",321,357
"Regional School District 04","""2040012""","Valley Regional High School","""2046112""","*","*",11,39,0,8,555,621
"Regional School District 05","""2050012""","Amity Middle School: Bethany","""2055112""","*",55,12,14,"*",9,296,389
"Regional School District 05","""2050012""","Amity Middle School: Orange","""2055212""","*",42,14,12,"*",6,309,385
"Regional School District 05","""2050012""","Amity Regional High School","""2056112""","*",169,44,67,0,"*",1280,1577
"Regional School District 06","""2060012""","Early Childhood Learning Center","""2068112""",0,0,"*","*",0,"*",47,51
"Regional School District 06","""2060012""","Goshen Center School","""2060112""","*","*","*","*","*","*",159,174
"Regional School District 06","""2060012""","James Morris School","""2060212""",0,"*","*","*",0,"*",128,138
"Regional School District 06","""2060012""","Wamogo Regional High School","""2066112""","*","*","*",15,"*",7,518,552
"Regional School District 06","""2060012""","Warren Elementary School","""2060312""",0,0,0,"*",0,"*",74,80
"Regional School District 07","""2070012""","AIM","""2079112""",0,0,"*",0,0,0,"*",10
"Regional School District 07","""2070012""","FLEX","""2079012""",0,0,0,0,0,0,7,7
"Regional School District 07","""2070012""","Intensive Learning Program","""2079412""",0,0,"*","*",0,0,"*","*"
"Regional School District 07","""2070012""","Links","""2079212""",0,"*",0,"*",0,0,12,14
"Regional School District 07","""2070012""","Northwestern Regional High School","""2076112""","*",8,"*",16,0,"*",686,716
"Regional School District 07","""2070012""","Northwestern Regional Middle School","""2075112""","*","*","*","*",0,0,352,360
"Regional School District 07","""2070012""","STEP","""2079312""",0,0,0,0,0,0,12,12
"Regional School District 08","""2080012""","RHAM High School","""2086112""",0,13,"*",25,0,"*",1069,1118
"Regional School District 08","""2080012""","RHAM Middle School","""2085112""",0,16,"*",16,0,"*",569,608
"Regional School District 08","""2080012""","Region Alternative High School","""2086212""",0,0,0,"*",0,0,"*",10
"Regional School District 09","""2090012""","Joel Barlow High School","""2096112""",6,32,9,47,0,18,952,1064
"Regional School District 10","""2100012""","Har-Bur Middle School","""2105112""",0,10,"*",25,"*","*",788,831
"Regional School District 10","""2100012""","Harwinton Consolidated School","""2100312""","*",13,"*",10,0,"*",416,444
"Regional School District 10","""2100012""","Lake Garda Elementary School","""2100212""",0,19,"*",7,"*","*",462,494
"Regional School District 10","""2100012""","Lewis S. Mills High School","""2106112""",0,17,"*",31,0,"*",739,796
"Regional School District 11","""2110012""","Parish Hill High School","""2116112""","*","*",8,24,"*","*",245,287
"Regional School District 12","""2120012""","Booth Free School","""2120212""",0,0,0,"*",0,0,"*",85
"Regional School District 12","""2120012""","Shepaug Valley School","""2120312""",0,8,9,20,6,0,449,492
"Regional School District 12","""2120012""","The Burnham School","""2120112""",0,0,0,0,0,"*","*",64
"Regional School District 12","""2120012""","Washington Primary School","""2120412""",0,"*","*",8,"*","*",140,155
"Regional School District 13","""2130012""","Coginchaug Regional High School","""2136112""","*",7,"*",26,0,18,521,576
"Regional School District 13","""2130012""","Francis E. Korn School","""2130212""",0,"*",0,7,0,"*",132,146
"Regional School District 13","""2130012""","Frank Ward Strong School","""2135112""",0,"*",0,10,0,"*",311,334
"Regional School District 13","""2130012""","Frederick Brewster School","""2130112""",0,"*","*","*",0,14,203,224
"Regional School District 13","""2130012""","John Lyman School","""2130512""",0,"*","*",13,0,7,227,254
"Regional School District 13","""2130012""","Middlefield Memorial School","""2130412""",0,"*","*",16,0,12,293,330
"Regional School District 14","""2140012""","Bethlehem Elementary School","""2140112""","*","*","*",8,0,0,270,283
"Regional School District 14","""2140012""","Integrated Star Preschool Program","""2148012""",0,"*",0,"*",0,0,45,51
"Regional School District 14","""2140012""","Mitchell Elementary School","""2140212""",0,"*",0,19,0,"*",346,379
"Regional School District 14","""2140012""","Nonnewaug High School","""2146112""","*",12,6,13,0,"*",767,801
"Regional School District 14","""2140012""","Woodbury Middle School","""2145112""",0,9,"*",7,0,"*",348,371
"Regional School District 15","""2150012""","Gainfield Elementary School","""2150412""","*",31,10,13,"*","*",312,373
"Regional School District 15","""2150012""","Long Meadow Elementary School","""2150712""",0,32,9,25,0,12,475,553
"Regional School District 15","""2150012""","Memorial Middle School","""2155212""",0,24,"*",26,0,"*",409,471
"Regional School District 15","""2150012""","Middlebury Elementary School","""2150612""",0,9,"*",13,"*","*",335,367
"Regional School District 15","""2150012""","Pomperaug Regional High School","""2156212""","*",63,12,66,0,"*",1106,1254
"Regional School District 15","""2150012""","Pomperaug School","""2150512""","*",18,"*",16,"*",6,383,430
"Regional School District 15","""2150012""","Rochambeau Middle School","""2155112""","*",27,7,17,0,"*",475,530
"Regional School District 16","""2160012""","Algonquin School","""2160312""",0,9,"*",19,0,"*",390,426
"Regional School District 16","""2160012""","Community School","""2160212""",0,"*","*",8,0,0,201,216
"Regional School District 16","""2160012""","Laurel Ledge School","""2160112""","*",11,9,34,0,"*",364,422
"Regional School District 16","""2160012""","Long River Middle School","""2165112""",0,"*",17,26,0,"*",505,560
"Regional School District 16","""2160012""","Woodland Regional High School","""2166012""",0,"*","*",22,0,0,675,715
"Regional School District 17","""2170012""","Burr District Elementary School","""2170212""",0,8,6,8,0,9,276,307
"Regional School District 17","""2170012""","Haddam Elementary School","""2170112""",0,8,"*","*",0,"*",235,251
"Regional School District 17","""2170012""","Haddam-Killingworth High School","""2176112""","*",16,9,"*",0,"*",584,619
"Regional School District 17","""2170012""","Haddam-Killingworth Middle School","""2175112""","*",18,16,"*",0,"*",759,800
"Regional School District 17","""2170012""","Killingworth Elementary School","""2170312""",0,"*","*","*",0,19,262,292
"Regional School District 18","""2180012""","Center School","""2180312""",0,10,"*","*",0,"*",142,159
"Regional School District 18","""2180012""","Lyme Consolidated School","""2180112""",0,"*","*",11,0,6,183,207
"Regional School District 18","""2180012""","Lyme-Old Lyme High School","""2186112""",0,18,"*",10,0,"*",396,428
"Regional School District 18","""2180012""","Lyme-Old Lyme Middle School","""2185112""","*",7,"*",12,0,9,335,365
"Regional School District 18","""2180012""","Mile Creek School","""2180212""",0,9,"*",13,0,"*",214,246
"Regional School District 19","""2190012""","E. O. Smith High School","""2196112""","*",60,23,77,"*",7,1025,1196
"Ridgefield School District","""1180011""","Barlow Mountain Elementary School","""1180811""",0,37,0,24,0,12,307,380
"Ridgefield School District","""1180011""","Branchville Elementary School","""1180611""","*",20,"*",27,0,7,340,399
"Ridgefield School District","""1180011""","East Ridge Middle School","""1185111""",0,46,"*",44,0,"*",659,769
"Ridgefield School District","""1180011""","Farmingville Elementary School","""1180411""",0,23,0,"*",0,"*",317,364
"Ridgefield School District","""1180011""","Ridgebury Elementary School","""1180311""","*",31,"*",20,0,12,301,368
"Ridgefield School District","""1180011""","Ridgefield 18-21 Transition Program","""1189011""",0,0,0,0,0,0,"*","*"
"Ridgefield School District","""1180011""","Ridgefield High School","""1186111""",0,89,15,73,"*","*",1595,1784
"Ridgefield School District","""1180011""","Scotland Elementary School","""1180511""","*","*",0,31,0,15,321,380
"Ridgefield School District","""1180011""","Scotts Ridge Middle School","""1185211""",0,21,"*",31,0,"*",428,489
"Ridgefield School District","""1180011""","Veterans Park Elementary School","""1180211""",0,19,"*",12,"*",10,288,333
"Rocky Hill School District","""1190011""","Albert D. Griswold Middle School","""1195111""",0,81,12,38,0,7,452,590
"Rocky Hill School District","""1190011""","Myrtle H. Stevens School","""1190411""","*",56,15,52,0,"*",357,492
"Rocky Hill School District","""1190011""","Rocky Hill High School","""1196111""","*",46,27,74,0,"*",570,727
"Rocky Hill School District","""1190011""","West Hill School","""1190511""","*",243,12,31,0,"*",312,610
"Salem School District","""1210011""","Salem Elementary School","""1210111""","*",19,13,15,"*",10,369,430
"Salisbury School District","""1220011""","Salisbury Central School","""1220111""",0,"*","*",19,0,27,221,279
"Scotland School District","""1230011""","Scotland Elementary School","""1230111""",0,0,"*","*",0,"*",125,133
"Seymour School District","""1240011""","Bungay School","""1240111""","*",23,12,36,0,"*",426,504
"Seymour School District","""1240011""","Chatfield-LoPresti School","""1240211""","*",21,31,90,0,"*",425,585
"Seymour School District","""1240011""","Seymour High School","""1246111""",0,18,33,60,0,0,514,625
"Seymour School District","""1240011""","Seymour Middle School","""1245111""","*",22,20,50,0,"*",486,582
"Sharon School District","""1250011""","Sharon Center School","""1250111""",0,"*","*","*",0,"*",167,177
"Shelton School District","""1260011""","Mohegan School","""1260911""",0,20,6,16,0,7,263,312
"Shelton School District","""1260011""","Booth Hill School","""1261011""",0,19,"*",15,0,"*",255,296
"Shelton School District","""1260011""","Elizabeth Shelton School","""1260511""","*",35,16,44,0,"*",335,440
"Shelton School District","""1260011""","Intermediate School","""1265111""","*",49,20,84,0,"*",683,840
"Shelton School District","""1260011""","Long Hill School","""1260811""",0,32,18,75,"*","*",297,435
"Shelton School District","""1260011""","Perry Hill Elementary School","""1261111""","*",64,44,86,0,"*",642,841
