"Student Counts by School and Gender"
"All Districts, All Schools"
"2016-17"

"",,,,"Gender",,
"New Haven School District","""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","""0936811""",80,142,222
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""",264,247,511
"New Haven School District","""0930011""","Domus Academy","""0935611""",8,21,29
"New Haven School District","""0930011""","Dr. Reginald Mayo Early Learning Center","""0932711""",235,223,458
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""",245,245,490
"New Haven School District","""0930011""","East Rock Self Contained MD","""0937511""",10,19,29
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""",190,411,601
"New Haven School District","""0930011""","Fair Haven School","""0931611""",421,453,874
"New Haven School District","""0930011""","Fair Haven Self Contained ID","""0938711""","*","*","*"
"New Haven School District","""0930011""","Headstart","""0938011""",99,121,220
"New Haven School District","""0930011""","Helene Grant HeadStart","""0938311""",18,18,36
"New Haven School District","""0930011""","High School In The Community","""0936611""",135,116,251
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",236,251,487
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""",385,263,648
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""",398,515,913
"New Haven School District","""0930011""","John C. Daniels","""0931311""",249,276,525
"New Haven School District","""0930011""","John S. Martinez Sea and Sky STEM School","""0930811""",258,279,537
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""",264,272,536
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""",180,202,382
"New Haven School District","""0930011""","Mauro-Sheridan Magnet School","""0931911""",248,289,537
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",199,208,407
"New Haven School District","""0930011""","Nathan Hale Self Contained ID","""0937711""","*","*",10
"New Haven School District","""0930011""","New Haven Academy","""0937011""",145,143,288
"New Haven School District","""0930011""","New Horizons High School","""0932211""",39,54,93
"New Haven School District","""0930011""","New Light High School","""0932611""",17,47,64
"New Haven School District","""0930011""","Off-Campus Classroom Program (OCC)","""0937311""",17,28,45
"New Haven School District","""0930011""","Quinnipiac Real World Math STEM School","""0933511""",169,161,330
"New Haven School District","""0930011""","Riverside Education Academy","""0939111""",42,44,86
"New Haven School District","""0930011""","Roberto Clemente Leadership Academy for Global Awareness","""0934211""",240,240,480
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""",354,335,689
"New Haven School District","""0930011""","Sound School","""0936711""",160,173,333
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""",175,169,344
"New Haven School District","""0930011""","Strong Self Contained Autism","""0937611""","*","*",21
"New Haven School District","""0930011""","Truman School","""0932911""",256,277,533
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""",99,110,209
"New Haven School District","""0930011""","West Rock Self Contained Autism","""0938411""","*","*",11
"New Haven School District","""0930011""","Wexler Grant Self Contained","""0938611""",0,"*","*"
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",205,230,435
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""",732,756,1488
"New Haven School District","""0930011""","Wilbur Cross Self Contained MD","""0938511""",10,11,21
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""",225,219,444
"New London School District","""0950011""","Jennings School","""0950311""",283,251,534
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""",194,222,416
"New London School District","""0950011""","Harbor","""0950611""",113,111,224
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""",295,228,523
"New London School District","""0950011""","New London High School","""0956111""",265,320,585
"New London School District","""0950011""","New London Visual and Performing Arts Magnet School","""0951411""",53,52,105
"New London School District","""0950011""","Pre-Kindergarten at Winthrop","""0950711""","*","*","*"
"New London School District","""0950011""","Science and Technology Magnet School of Southeastern Connecticut","""0951311""",254,305,559
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""",244,316,560
"New Milford School District","""0960011""","Hill And Plain School","""0960511""",211,234,445
"New Milford School District","""0960011""","Litchfield Hills Transition Center","""0969011""","*","*",19
"New Milford School District","""0960011""","New Milford High School","""0966111""",652,714,1366
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",219,228,447
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""",433,470,903
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""",478,547,1025
"Newington School District","""3480015""","SAGE","""3480415""",0,"*","*"
"Newington School District","""0940011""","Anna Reynolds School","""0940611""",239,241,480
"Newington School District","""0940011""","Elizabeth Green School","""0940211""",148,148,296
"Newington School District","""0940011""","John Paterson School","""0940811""",187,184,371
"Newington School District","""0940011""","John Wallace Middle School","""0945311""",302,386,688
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""",303,296,599
"Newington School District","""0940011""","Newington High School","""0946111""",625,644,1269
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""",182,165,347
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",155,145,300
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""",132,141,273
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""",181,184,365
"Newtown School District","""0970011""","Newtown High School","""0976111""",810,874,1684
"Newtown School District","""0970011""","Newtown Middle School","""0975111""",353,397,750
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",16,44,60
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""",332,327,659
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""",183,173,356
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",46,56,102
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""",190,211,401
"North Branford School District","""0990011""","North Branford High School","""0996111""",309,268,577
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""",239,223,462
"North Branford School District","""0990011""","School to Work Program","""0999011""","*","*","*"
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""",168,223,391
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",142,136,278
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""",154,164,318
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""",180,189,369
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""",138,138,276
"North Haven School District","""1010011""","North Haven High School","""1016111""",492,523,1015
"North Haven School District","""1010011""","North Haven Middle School","""1015211""",365,381,746
"North Haven School District","""1010011""","North Haven Transition Partnership","""1010111""","*","*",6
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",211,194,405
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""",177,194,371
"North Stonington School District","""1020011""","Wheeler High School","""1026111""",164,195,359
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""",707,774,1481
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""",212,244,456
"Norwalk School District","""1030011""","Center for Global Studies","""1030511""",193,97,290
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",181,161,342
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",218,230,448
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",195,251,446
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""",271,323,594
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""",270,267,537
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""",213,234,447
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""",203,203,406
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""",313,344,657
"Norwalk School District","""1030011""","Norwalk Early Childhood Center","""1030111""",64,107,171
"Norwalk School District","""1030011""","Norwalk High School","""1036111""",751,865,1616
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",20,29,49
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""",336,356,692
"Norwalk School District","""1030011""","Roton Middle School","""1035511""",245,240,485
"Norwalk School District","""1030011""","Rowayton School","""1031311""",217,208,425
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""",217,255,472
"Norwalk School District","""1030011""","Tracey School","""1031411""",165,222,387
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""",347,341,688
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",144,179,323
"Norwich Free Academy District","""9010022""","Alternative Pathways to Success","""9010322""","*","*",7
"Norwich Free Academy District","""9010022""","Night School","""9010222""","*","*",8
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",1191,1132,2323
"Norwich School District","""1040011""","Transition Academy","""1041011""","*","*",18
"Norwich School District","""1040011""","Virtual Learning Academy","""1049211""","*","*",9
"Norwich School District","""1040011""","ABA Autism Program","""1040411""","*","*",20
"Norwich School District","""1040011""","ABA Program @ Kelly","""1041111""","*","*",6
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",85,119,204
"Norwich School District","""1040011""","Case Street Early Learning Center at DTZ","""1040211""",25,35,60
"Norwich School District","""1040011""","IRS Program at Moriarty","""1040911""","*","*","*"
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""",164,167,331
"Norwich School District","""1040011""","Kelly Middle School","""1045111""",347,353,700
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""",204,202,406
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""",179,176,355
"Norwich School District","""1040011""","Special Needs Program","""1040511""","*","*",13
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""",168,163,331
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""",132,141,273
"Norwich School District","""1040011""","Uncas Network School","""1041911""",112,130,242
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""",158,157,315
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""",116,143,259
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""",162,166,328
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""",178,185,363
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""",246,251,497
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""",235,216,451
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""",97,97,194
"Orange School District","""1070011""","Peck Place School","""1070511""",171,174,345
"Orange School District","""1070011""","Race Brook School","""1070311""",155,188,343
"Orange School District","""1070011""","Turkey Hill School","""1070411""",130,153,283
"Oxford School District","""1080011""","Alternative Education","""1080411""","*","*",14
"Oxford School District","""1080011""","Great Oak School","""1085111""",261,235,496
"Oxford School District","""1080011""","Oxford Center School","""1080111""",221,215,436
"Oxford School District","""1080011""","Oxford High School","""1086011""",298,301,599
"Oxford School District","""1080011""","Quaker Farms School","""1080311""",189,204,393
"Park City Prep Charter School District","""2830013""","Park City Prep Charter School","""2835113""",168,192,360
"Path Academy District","""2930013""","Path Academy","""2930113""",67,90,157
"Plainfield School District","""1090011""","Early Childhood Center","""1098011""",12,8,20
"Plainfield School District","""1090011""","Moosup Elementary School","""1090111""",168,141,309
"Plainfield School District","""1090011""","Plainfield Central School","""1095111""",255,251,506
"Plainfield School District","""1090011""","Plainfield High School","""1096111""",332,337,669
"Plainfield School District","""1090011""","Plainfield Memorial School","""1090311""",170,174,344
"Plainfield School District","""1090011""","Shepard Hill Elementary School","""1090411""",194,231,425
"Plainville School District","""1100011""","Frank T. Wheeler School","""1100411""",145,154,299
"Plainville School District","""1100011""","Linden Street School","""1100211""",214,200,414
"Plainville School District","""1100011""","Louis Toffolon School","""1100511""",181,205,386
"Plainville School District","""1100011""","Middle School of Plainville","""1105211""",254,294,548
"Plainville School District","""1100011""","Plainville High School","""1106111""",340,360,700
"Plymouth School District","""1110011""","Eli Terry Jr. Middle School","""1115111""",170,168,338
"Plymouth School District","""1110011""","Harry S. Fisher Elementary School","""1110411""",157,184,341
"Plymouth School District","""1110011""","Plymouth Center School","""1110211""",144,169,313
"Plymouth School District","""1110011""","Terryville High School","""1116111""",221,272,493
"Pomfret School District","""1120011""","Pomfret Community School","""1120111""",176,199,375
"Portland School District","""1130011""","Brownstone Intermediate School","""1130511""",98,111,209
"Portland School District","""1130011""","Gildersleeve School","""1130411""",138,157,295
"Portland School District","""1130011""","Portland High School","""1136111""",192,184,376
"Portland School District","""1130011""","Portland Middle School","""1135111""",103,113,216
"Portland School District","""1130011""","Valley View School","""1130211""",111,123,234
"Preston School District","""1140011""","Preston Plains School","""1145111""",76,62,138
"Preston School District","""1140011""","Preston Veterans' Memorial School","""1140411""",147,140,287
"Putnam School District","""1160011""","Helping Hands","""1169011""",0,"*","*"
"Putnam School District","""1160011""","PALS - Putnam Alternative Learning System","""1160111""","*","*","*"
"Putnam School District","""1160011""","Putnam Elementary School","""1160311""",308,311,619
"Putnam School District","""1160011""","Putnam High School","""1166111""",153,127,280
"Putnam School District","""1160011""","Putnam Middle School","""1165111""",139,129,268
"Redding School District","""1170011""","John Read Middle School","""1175111""",213,223,436
"Redding School District","""1170011""","Redding Elementary School","""1170111""",237,263,500
"Regional School District 01","""2010012""","ALPSS","""2010512""",0,"*","*"
"Regional School District 01","""2010012""","Housatonic Valley Regional High School","""2016112""",207,205,412
"Regional School District 01","""2010012""","LEAPSS","""2010412""","*","*","*"
"Regional School District 01","""2010012""","SELC","""2010312""","*","*","*"
"Regional School District 01","""2010012""","TOTAL","""2010212""",0,"*","*"
"Regional School District 04","""2040012""","John Winthrop Middle School","""2045112""",176,157,333
"Regional School District 04","""2040012""","Region 4 Transition Academy","""2040112""","*","*",6
"Regional School District 04","""2040012""","Valley Regional High School","""2046112""",304,302,606
"Regional School District 05","""2050012""","Amity Middle School: Bethany","""2055112""",183,187,370
"Regional School District 05","""2050012""","Amity Middle School: Orange","""2055212""",210,190,400
"Regional School District 05","""2050012""","Amity Regional High School","""2056112""",726,726,1452
"Regional School District 06","""2060012""","Goshen Center School","""2060112""",110,84,194
"Regional School District 06","""2060012""","James Morris School","""2060212""",72,76,148
"Regional School District 06","""2060012""","Wamogo Regional High School","""2066112""",289,259,548
"Regional School District 06","""2060012""","Warren Elementary School","""2060312""",42,40,82
"Regional School District 07","""2070012""","AIM","""2079112""","*","*",7
"Regional School District 07","""2070012""","FLEX","""2079012""","*","*",8
"Regional School District 07","""2070012""","Highlander Transition Academy","""2070112""",10,9,19
"Regional School District 07","""2070012""","Links","""2079212""","*","*",16
"Regional School District 07","""2070012""","Northwestern Regional High School","""2076112""",379,326,705
"Regional School District 07","""2070012""","Northwestern Regional Middle School","""2075112""",167,159,326
"Regional School District 07","""2070012""","STEP","""2079312""","*","*",12
"Regional School District 08","""2080012""","RHAM High School","""2086112""",498,527,1025
"Regional School District 08","""2080012""","RHAM Middle School","""2085112""",255,259,514
"Regional School District 09","""2090012""","Joel Barlow High School","""2096112""",442,510,952
"Regional School District 10","""2100012""","Har-Bur Middle School","""2105112""",359,418,777
"Regional School District 10","""2100012""","Harwinton Consolidated School","""2100312""",188,184,372
"Regional School District 10","""2100012""","Lake Garda Elementary School","""2100212""",210,233,443
"Regional School District 10","""2100012""","Lewis S. Mills High School","""2106112""",373,387,760
"Regional School District 11","""2110012""","Parish Hill High School","""2116112""",114,132,246
"Regional School District 12","""2120012""","Booth Free School","""2120212""",45,41,86
"Regional School District 12","""2120012""","Shepaug Valley School","""2120312""",202,207,409
"Regional School District 12","""2120012""","The Burnham School","""2120112""",23,24,47
"Regional School District 12","""2120012""","Washington Primary School","""2120412""",89,76,165
"Regional School District 13","""2130012""","Coginchaug Regional High School","""2136112""",264,283,547
"Regional School District 13","""2130012""","Frank Ward Strong School","""2135112""",130,167,297
"Regional School District 13","""2130012""","Frederick Brewster School","""2130112""",119,141,260
"Regional School District 13","""2130012""","John Lyman School","""2130512""",149,112,261
"Regional School District 13","""2130012""","Middlefield Memorial School","""2130412""",181,168,349
"Regional School District 13","""2130012""","Middlesex Transition Academy","""2130312""",10,15,25
"Regional School District 14","""2140012""","Bethlehem Elementary School","""2140112""",128,126,254
"Regional School District 14","""2140012""","Integrated Star Preschool Program","""2148012""",17,21,38
"Regional School District 14","""2140012""","Mitchell Elementary School","""2140212""",178,196,374
"Regional School District 14","""2140012""","Nonnewaug High School","""2146112""",415,307,722
"Regional School District 14","""2140012""","Region 14 Transition Academy","""2140412""",0,"*","*"
"Regional School District 14","""2140012""","Woodbury Middle School","""2145112""",187,181,368
"Regional School District 15","""2150012""","Gainfield Elementary School","""2150412""",169,194,363
"Regional School District 15","""2150012""","Long Meadow Elementary School","""2150712""",226,287,513
"Regional School District 15","""2150012""","MIJ Program","""2150112""",7,9,16
"Regional School District 15","""2150012""","Memorial Middle School","""2155212""",211,237,448
"Regional School District 15","""2150012""","Middlebury Elementary School","""2150612""",148,155,303
"Regional School District 15","""2150012""","Pomperaug Regional High School","""2156212""",562,657,1219
"Regional School District 15","""2150012""","Pomperaug School","""2150512""",166,182,348
"Regional School District 15","""2150012""","Rochambeau Middle School","""2155112""",244,250,494
"Regional School District 16","""2160012""","Laurel Ledge School","""2160112""",162,196,358
"Regional School District 16","""2160012""","Long River Middle School","""2165112""",277,271,548
"Regional School District 16","""2160012""","Prospect Elementary School","""2160512""",303,300,603
"Regional School District 16","""2160012""","WRHS Alternative Education Program","""2160412""","*","*",12
"Regional School District 16","""2160012""","Woodland Regional High School","""2166012""",345,335,680
"Regional School District 17","""2170012""","Burr District Elementary School","""2170212""",127,150,277
"Regional School District 17","""2170012""","Haddam Elementary School","""2170112""",79,110,189
"Regional School District 17","""2170012""","Haddam-Killingworth High School","""2176112""",335,308,643
"Regional School District 17","""2170012""","Haddam-Killingworth Middle School","""2175112""",337,390,727
"Regional School District 17","""2170012""","Killingworth Elementary School","""2170312""",119,144,263
"Regional School District 17","""2170012""","RSD17 Transition Program","""2170412""","*","*","*"
"Regional School District 18","""2180012""","Center School","""2180312""",23,22,45
"Regional School District 18","""2180012""","Alternative Program","""2180412""","*","*","*"
"Regional School District 18","""2180012""","Lyme Consolidated School","""2180112""",96,105,201
"Regional School District 18","""2180012""","Lyme-Old Lyme High School","""2186112""",249,238,487
"Regional School District 18","""2180012""","Lyme-Old Lyme Middle School","""2185112""",158,163,321
"Regional School District 18","""2180012""","Mile Creek School","""2180212""",129,118,247
"Regional School District 19","""2190012""","E. O. Smith High School","""2196112""",599,538,1137
"Regional School District 19","""2190012""","E.O. Smith High School at the Depot Campus","""2190112""",6,10,16
"Regional School District 19","""2190012""","PM Panthers","""2190212""",8,12,20
"Regional School District 19","""2190012""","STAAR Program","""2190312""",8,11,19
"Ridgefield School District","""1180011""","Alternative High School","""1188011""",6,9,15
"Ridgefield School District","""1180011""","Barlow Mountain Elementary School","""1180811""",151,170,321
"Ridgefield School District","""1180011""","Branchville Elementary School","""1180611""",171,180,351
"Ridgefield School District","""1180011""","District Program ERMS","""1181011""",0,"*","*"
"Ridgefield School District","""1180011""","District Program RES","""1180711""","*","*",8
"Ridgefield School District","""1180011""","District Program SES","""1180911""","*","*","*"
"Ridgefield School District","""1180011""","District Program SRMS","""1181111""",0,"*","*"
"Ridgefield School District","""1180011""","East Ridge Middle School","""1185111""",398,386,784
"Ridgefield School District","""1180011""","Farmingville Elementary School","""1180411""",156,172,328
"Ridgefield School District","""1180011""","Ridgebury Elementary School","""1180311""",166,174,340
"Ridgefield School District","""1180011""","Ridgefield 18-21 Transition Program","""1189011""",0,6,6
"Ridgefield School District","""1180011""","Ridgefield High School","""1186111""",843,823,1666
"Ridgefield School District","""1180011""","Scotland Elementary School","""1180511""",191,181,372
"Ridgefield School District","""1180011""","Scotts Ridge Middle School","""1185211""",228,251,479
"Ridgefield School District","""1180011""","Veterans Park Elementary School","""1180211""",145,147,292
"Rocky Hill School District","""1190011""","Albert D. Griswold Middle School","""1195111""",296,304,600
"Rocky Hill School District","""1190011""","Alternative Learning Program","""1190111""","*","*","*"
"Rocky Hill School District","""1190011""","Myrtle H. Stevens School","""1190411""",290,265,555
"Rocky Hill School District","""1190011""","Pathways","""1190311""","*","*","*"
"Rocky Hill School District","""1190011""","Rocky Hill High School","""1196111""",352,374,726
"Rocky Hill School District","""1190011""","West Hill School","""1190511""",365,359,724
"Salem School District","""1210011""","Salem Elementary School","""1210111""",206,196,402
"Salisbury School District","""1220011""","Salisbury Central School","""1220111""",143,137,280
"Scotland School District","""1230011""","Scotland Elementary School","""1230111""",68,48,116
"Seymour School District","""1240011""","Bungay School","""1240111""",218,225,443
"Seymour School District","""1240011""","Chatfield-LoPresti School","""1240211""",243,258,501
"Seymour School District","""1240011""","Seymour High School","""1246111""",317,337,654
"Seymour School District","""1240011""","Seymour Middle School","""1245111""",279,272,551
"Sharon School District","""1250011""","Sharon Center School","""1250111""",79,71,150
"Shelton School District","""1260011""","Mohegan School","""1260911""",120,149,269
"Shelton School District","""1260011""","Alternative Learning Center 1","""1260211""",0,6,6
"Shelton School District","""1260011""","Alternative Learning Center 2","""1261311""","*","*","*"
"Shelton School District","""1260011""","Booth Hill School","""1261011""",160,183,343
"Shelton School District","""1260011""","Elizabeth Shelton School","""1260511""",225,227,452
"Shelton School District","""1260011""","Intermediate School","""1265111""",381,402,783
"Shelton School District","""1260011""","Life Skills","""1260311""","*","*","*"
"Shelton School District","""1260011""","Long Hill School","""1260811""",178,230,408
"Shelton School District","""1260011""","Perry Hill Elementary School","""1261111""",362,380,742
"Shelton School District","""1260011""","Pre-Kindergarten","""1260111""",17,37,54
"Shelton School District","""1260011""","Shelton High School","""1266111""",736,745,1481
"Shelton School District","""1260011""","Sunnyside School","""1260611""",110,109,219
"Shelton School District","""1260011""","Therapeutic Learning Center","""1261211""",0,"*","*"
"Shelton School District","""1260011""","Transition Program","""1260711""","*","*",14
"Sherman School District","""1270011""","Sherman School","""1270111""",152,161,313
"Side By Side Charter School District","""2700013""","Side By Side Charter School","""2700113""",126,110,236
"Simsbury School District","""3480015""","SAGE","""3480415""",0,"*","*"
"Simsbury School District","""1280011""","Central School","""1280111""",162,196,358
"Simsbury School District","""1280011""","Farmington Valley Transition Academy","""1280211""",14,17,31
"Simsbury School District","""1280011""","Henry James Memorial School","""1285111""",323,366,689
"Simsbury School District","""1280011""","Latimer Lane School","""1280611""",210,178,388
"Simsbury School District","""1280011""","Simsbury High School","""1286111""",668,744,1412
"Simsbury School District","""1280011""","Squadron Line School","""1280711""",316,343,659
"Simsbury School District","""1280011""","Tariffville School","""1280311""",132,124,256
"Simsbury School District","""1280011""","Tootin' Hills School","""1280411""",173,176,349
"Somers School District","""1290011""","Aspire","""1290511""","*","*",8
"Somers School District","""1290011""","Mabelle B. Avery Middle School","""1295111""",171,187,358
"Somers School District","""1290011""","Somers Elementary School","""1290411""",290,300,590
"Somers School District","""1290011""","Somers High School","""1296111""",230,237,467
"South Windsor School District","""1320011""","Pleasant Valley School","""1320211""",172,188,360
"South Windsor School District","""1320011""","Eli Terry School","""1320711""",217,222,439
"South Windsor School District","""1320011""","Orchard Hill School","""1320611""",213,209,422
"South Windsor School District","""1320011""","Philip R. Smith School","""1320111""",146,166,312
"South Windsor School District","""1320011""","Project Worth Young Adult Academy","""1329011""","*","*",8
"South Windsor School District","""1320011""","South Windsor High School","""1326211""",644,682,1326
"South Windsor School District","""1320011""","Timothy Edwards School","""1325111""",472,492,964
"South Windsor School District","""1320011""","Wapping Elementary School","""1320411""",164,164,328
"Southington School District","""3480015""","Hartford Detention Center","""3480315""","*","*",9
"Southington School District","""1310011""","John F. Kennedy Middle School","""1315311""",423,378,801
"Southington School District","""1310011""","Achieve","""1311711""","*","*",7
"Southington School District","""1310011""","Alta","""1310111""",14,29,43
"Southington School District","""1310011""","Derynoski Elementary School","""1311511""",267,295,562
"Southington School District","""1310011""","EASE","""1310511""","*","*",12
"Southington School District","""1310011""","Flanders Elementary School","""1311311""",129,142,271
"Southington School District","""1310011""","Hatton Elementary School","""1310211""",161,187,348
"Southington School District","""1310011""","Joseph A. Depaolo Middle School","""1315111""",386,411,797
"Southington School District","""1310011""","Language Based Classroom II","""1312311""",0,9,9
"Southington School District","""1310011""","Language Based Classroom at Hatton School","""1310411""",0,7,7
"Southington School District","""1310011""","Language Based Classroom, Multihandicapped","""1311811""","*","*",8
"Southington School District","""1310011""","Plantsville Elementary School","""1310611""",146,133,279
"Southington School District","""1310011""","STELLAR","""1312211""","*","*",8
"Southington School District","""1310011""","South End Elementary School","""1310711""",116,113,229
"Southington School District","""1310011""","Southington High School","""1316211""",1030,973,2003
"Southington School District","""1310011""","Southington Public Schools Preschool Program","""1312111""",7,19,26
"Southington School District","""1310011""","Southington Public Schools Preschool Program at Hatton School","""1312011""",30,51,81
"Southington School District","""1310011""","Strong Elementary School","""1310811""",135,141,276
"Southington School District","""1310011""","Thalberg Elementary School","""1310911""",221,215,436
"Southington School District","""1310011""","Therapeutic Educational Alternative Model (TEAM)","""1311611""",0,10,10
"Southington School District","""1310011""","Therapeutic Educational Setting (TEP)","""1311211""","*","*",9
"Southington School District","""1310011""","Urbin T. Kelley School","""1311411""",148,167,315
"Sprague School District","""1330011""","Sayles School","""1330111""",149,187,336
"Stafford School District","""1340011""","Stafford Elementary School","""1340611""",242,238,480
"Stafford School District","""1340011""","Stafford High School","""1346111""",203,196,399
"Stafford School District","""1340011""","Stafford Middle School","""1345211""",153,175,328
"Stafford School District","""1340011""","Stafford Tutoring Program","""1340211""","*","*",9
"Stafford School District","""1340011""","Staffordville School","""1340311""",85,76,161
"Stafford School District","""1340011""","West Stafford School","""1340411""",58,81,139
"Stamford Academy District","""2820013""","Stamford Academy","""2826013""",64,84,148
"Stamford Charter School for Excellence District","""2960013""","Stamford Charter School for Excellence","""2960113""",110,107,217
"Stamford School District","""1350011""","Alternate Routes To Success","""1350411""",31,37,68
"Stamford School District","""1350011""","Apples PreK","""1350111""",49,113,162
"Stamford School District","""1350011""","Cloonan School","""1355611""",254,282,536
"Stamford School District","""1350011""","Davenport Ridge School","""1352011""",324,327,651
"Stamford School District","""1350011""","Dolan School","""1355311""",219,259,478
"Stamford School District","""1350011""","Hart School","""1352211""",289,353,642
"Stamford School District","""1350011""","Individuals Achieving Independence","""1350211""",9,12,21
"Stamford School District","""1350011""","Julia A. Stark School","""1351211""",286,315,601
"Stamford School District","""1350011""","K. T. Murphy School","""1350511""",244,292,536
"Stamford School District","""1350011""","New School at 200 Strawberry Hill Avenue","""1350711""",117,112,229
"Stamford School District","""1350011""","Newfield School","""1350611""",300,315,615
"Stamford School District","""1350011""","Northeast School","""1351811""",317,319,636
"Stamford School District","""1350011""","Preschool Team","""1358011""",19,51,70
"Stamford School District","""1350011""","Rippowam Middle School","""1355811""",356,347,703
"Stamford School District","""1350011""","Rogers International School","""1350811""",421,398,819
"Stamford School District","""1350011""","Roxbury School","""1350911""",280,321,601
"Stamford School District","""1350011""","Scofield Middle School","""1355711""",341,333,674
"Stamford School District","""1350011""","Springdale School","""1351111""",342,300,642
"Stamford School District","""1350011""","Stamford High School","""1356111""",863,902,1765
"Stamford School District","""1350011""","Stillmeadow School","""1352111""",318,397,715
"Stamford School District","""1350011""","The Academy of Information Technology","""1356411""",292,374,666
"Stamford School District","""1350011""","Toquam Magnet School","""1351911""",300,378,678
"Stamford School District","""1350011""","Turn of River School","""1355511""",309,315,624
"Stamford School District","""1350011""","Westhill High School","""1356311""",1124,1014,2138
"Stamford School District","""1350011""","Westover School","""1351411""",354,361,715
"Sterling School District","""1360011""","Sterling Community School","""1360311""",198,226,424
"Stonington School District","""3480015""","SAGE","""3480415""",0,"*","*"
"Stonington School District","""1370011""","Community Classroom","""1370811""","*",0,"*"
"Stonington School District","""1370011""","Deans Mill School","""1370511""",190,189,379
"Stonington School District","""1370011""","Mystic Middle School","""1375211""",176,193,369
"Stonington School District","""1370011""","Pawcatuck Middle School","""1375111""",134,145,279
"Stonington School District","""1370011""","SAILS","""1370711""","*","*","*"
"Stonington School District","""1370011""","Stonington BOE Pre-School","""1370111""","*","*",20
