"Student Counts by School and Race"
"All Districts, All Schools"
"2008-09"

"",,,,"Race",,,,,,
"Stratford School District","""1380011""","Harry B. Flood Middle School","""1385311""","*","*",122,138,0,331,608
"Stratford School District","""1380011""","Lordship School","""1380811""","*","*",58,42,0,109,216
"Stratford School District","""1380011""","Nichols School","""1380911""","*","*",78,106,0,199,398
"Stratford School District","""1380011""","Second Hill Lane School","""1381011""",7,30,115,173,0,378,703
"Stratford School District","""1380011""","Stratford Academy - Johnson House","""1381511""","*","*",184,84,0,399,689
"Stratford School District","""1380011""","Stratford High School","""1386111""","*","*",303,196,0,458,988
"Stratford School District","""1380011""","Strive-Stratford","""1389011""",0,0,"*","*",0,9,11
"Stratford School District","""1380011""","Wilcoxson School","""1381411""",0,12,85,93,0,206,396
"Suffield School District","""1390011""","A. Ward Spaulding School","""1390411""","*",8,"*",15,0,513,544
"Suffield School District","""1390011""","McAlister Intermediate School","""1390311""",0,18,10,15,0,530,573
"Suffield School District","""1390011""","Suffield High School","""1396111""",0,14,24,14,0,785,837
"Suffield School District","""1390011""","Suffield Middle School","""1395111""","*","*",13,13,0,579,615
"The Bridge Academy District","""2690013""","The Bridge Academy","""2696113""",0,"*",180,77,0,"*",262
"The Gilbert School District","""9020022""","The Gilbert School","""9026122""","*","*",12,32,0,353,400
"Thomaston School District","""1400011""","Black Rock School","""1400111""",0,"*","*","*",0,374,382
"Thomaston School District","""1400011""","Thomaston Center School","""1400211""",0,"*","*","*",0,274,282
"Thomaston School District","""1400011""","Thomaston High School","""1406211""",0,"*","*",9,0,539,555
"Thompson School District","""1410011""","Mary R. Fisher Elementary School","""1410111""",7,9,10,17,0,495,538
"Thompson School District","""1410011""","Thompson Middle School","""1415111""",11,6,6,10,0,426,459
"Thompson School District","""1410011""","Tourtellotte Memorial High School","""1416111""","*","*","*",10,0,375,392
"Tolland School District","""1420011""","Birch Grove Primary School","""1420111""","*",24,"*",18,0,657,716
"Tolland School District","""1420011""","Tolland High School","""1426111""","*",24,15,"*",0,845,899
"Tolland School District","""1420011""","Tolland Intermediate School","""1420211""","*",25,21,"*",0,700,761
"Tolland School District","""1420011""","Tolland Middle School","""1425111""","*",35,14,"*",0,714,771
"Torrington School District","""1430011""","East School","""1430111""","*","*",23,28,0,395,460
"Torrington School District","""1430011""","Forbes School","""1430211""",0,13,26,87,0,271,397
"Torrington School District","""1430011""","Southwest School","""1430811""","*","*",14,48,0,219,295
"Torrington School District","""1430011""","Torringford School","""1430911""",0,27,37,50,0,555,669
"Torrington School District","""1430011""","Torrington High School","""1436111""","*","*",86,150,0,959,1241
"Torrington School District","""1430011""","Torrington Middle School","""1435111""","*","*",65,151,0,856,1114
"Torrington School District","""1430011""","Vogel-Wetmore School","""1431311""","*","*",45,119,0,284,459
"Trailblazers Academy District","""2780013""","Trailblazers Academy","""2785113""",0,0,94,50,0,6,150
"Trumbull School District","""1440011""","Booth Hill School","""1440111""","*",30,16,"*",0,447,514
"Trumbull School District","""1440011""","Daniels Farm School","""1440811""",0,27,8,18,0,442,495
"Trumbull School District","""1440011""","Frenchtown Elementary School","""1441011""",0,69,27,52,0,470,618
"Trumbull School District","""1440011""","Hillcrest Middle School","""1445211""","*",31,"*",36,0,661,755
"Trumbull School District","""1440011""","Jane Ryan School","""1440411""",0,20,9,24,0,364,417
"Trumbull School District","""1440011""","Madison Middle School","""1445111""",0,54,45,51,0,702,852
"Trumbull School District","""1440011""","Middlebrook School","""1440311""","*",26,"*",44,0,369,466
"Trumbull School District","""1440011""","Tashua School","""1440911""",0,27,7,16,0,412,462
"Trumbull School District","""1440011""","Trumbull Early Childhood Education Center","""1448011""",0,18,8,33,0,173,232
"Trumbull School District","""1440011""","Trumbull High School","""1446111""","*","*",115,128,0,1789,2123
"Unified School District #1","""3360015""","Bergin Correctional Institution","""3361715""",0,0,18,14,0,7,39
"Unified School District #1","""3360015""","Bridgeport Correctional Center","""3360115""",0,0,"*",9,0,"*",18
"Unified School District #1","""3360015""","Brooklyn Correctional Institution","""3360215""",0,0,"*","*",0,0,6
"Unified School District #1","""3360015""","Cheshire Correctional Institution","""3360315""",0,0,16,"*",0,"*",30
"Unified School District #1","""3360015""","Corrigan/Radgowski Correctional Institution","""3362415""",0,0,20,9,0,7,36
"Unified School District #1","""3360015""","Enfield Correctional Institution","""3360415""",0,0,12,"*",0,"*",19
"Unified School District #1","""3360015""","Garner Correctional Institution","""3361915""",0,0,6,"*",0,"*",15
"Unified School District #1","""3360015""","Gates Correctional Institution","""3360515""",0,0,17,"*",0,"*",30
"Unified School District #1","""3360015""","Hartford Correctional Center","""3360615""",0,0,34,32,0,6,72
"Unified School District #1","""3360015""","MacDougall/Walker Correctional Institution","""3362215""",0,0,40,20,0,9,69
"Unified School District #1","""3360015""","Manson Youth Institution","""3361115""","*",0,269,147,0,"*",464
"Unified School District #1","""3360015""","New Haven Correctional Center","""3360915""",0,0,"*",10,0,"*",22
"Unified School District #1","""3360015""","Northern Correctional Institution","""3362615""",0,0,9,"*",0,"*",19
"Unified School District #1","""3360015""","Osborn Correctional Institution","""3361215""",0,0,14,17,0,8,39
"Unified School District #1","""3360015""","Robinson Correctional Institution","""3361315""",0,0,27,"*",0,"*",41
"Unified School District #1","""3360015""","Webster Correctional Institution","""3361415""",0,"*",11,"*",0,0,17
"Unified School District #1","""3360015""","Willard/Cybulski Correctional Institution","""3361515""",0,"*",8,11,0,"*",23
"Unified School District #1","""3360015""","York Correctional Institution","""3362515""",0,"*",24,18,0,"*",59
"Unified School District #2","""3470015""","Children's Place School","""3470115""",0,0,14,15,0,11,40
"Unified School District #2","""3470015""","High Meadows","""3476515""",0,0,7,11,0,7,25
"Unified School District #2","""3470015""","Riverview School","""3470315""",0,"*",20,"*",0,23,60
"Unified School District #2","""3470015""","Walter G. Cady School","""3476715""",0,0,44,28,0,14,86
"Union School District","""1450011""","Union Elementary School","""1450111""",0,0,"*","*",0,75,78
"Vernon School District","""1460011""","Northeast School","""1460311""","*","*",26,41,0,201,289
"Vernon School District","""1460011""","Center Road School","""1461411""","*","*",39,34,0,373,468
"Vernon School District","""1460011""","Lake Street School","""1460111""","*","*",31,17,0,223,286
"Vernon School District","""1460011""","Maple Street School","""1460211""","*","*",58,65,0,129,265
"Vernon School District","""1460011""","Next Step Program (AACBP)","""1469011""",0,"*","*","*",0,6,10
"Vernon School District","""1460011""","Rockville High School","""1466111""","*","*",133,80,0,887,1165
"Vernon School District","""1460011""","Skinner Road School","""1461011""","*","*",47,37,0,200,313
"Vernon School District","""1460011""","Vernon Center Middle School","""1465111""","*","*",91,73,0,572,787
"Voluntown School District","""1470011""","Voluntown Elementary School","""1470111""",10,7,8,11,0,270,306
"Wallingford School District","""1480011""","Highland School","""1480211""",0,16,8,11,0,283,318
"Wallingford School District","""1480011""","A.R.T.S. Academy","""1489011""",0,0,0,"*",0,"*",18
"Wallingford School District","""1480011""","Cook Hill School","""1481011""",0,16,17,22,0,360,415
"Wallingford School District","""1480011""","Dag Hammarskjold Middle School","""1485211""","*",28,"*",82,0,587,718
"Wallingford School District","""1480011""","Evarts C. Stevens School","""1480911""","*",16,19,69,"*",316,423
"Wallingford School District","""1480011""","James H. Moran Middle School","""1485311""","*",30,"*",76,0,705,836
"Wallingford School District","""1480011""","Lyman Hall High School","""1486111""","*","*",30,112,0,1002,1176
"Wallingford School District","""1480011""","Mark T. Sheehan High School","""1486211""","*",45,"*",49,0,871,987
"Wallingford School District","""1480011""","Moses Y. Beach School","""1480111""",0,"*","*",85,0,253,350
"Wallingford School District","""1480011""","Parker Farms School","""1480311""",0,24,11,87,0,227,349
"Wallingford School District","""1480011""","Pond Hill School","""1481211""",0,6,8,46,0,252,312
"Wallingford School District","""1480011""","Rock Hill School","""1480411""","*",25,"*",19,0,291,351
"Wallingford School District","""1480011""","Yalesville School","""1480811""",0,38,"*",30,"*",450,531
"Waterbury School District","""1510011""","Brooklyn Elementary School","""1511011""",0,"*",59,94,0,"*",205
"Waterbury School District","""1510011""","West Side Middle School","""1515211""","*","*",325,587,0,344,1276
"Waterbury School District","""1510011""","Washington School","""1512311""","*","*",55,214,0,34,313
"Waterbury School District","""1510011""","B. W. Tinker School","""1512111""","*","*",115,187,0,230,555
"Waterbury School District","""1510011""","Barnard School","""1510311""","*","*",74,119,0,69,267
"Waterbury School District","""1510011""","Bucks Hill School","""1510511""","*","*",166,298,0,86,557
"Waterbury School District","""1510011""","Bunker Hill School","""1510611""","*",16,171,204,"*",129,522
"Waterbury School District","""1510011""","Carrington School","""1512711""","*","*",81,297,0,146,532
"Waterbury School District","""1510011""","Crosby High School","""1516211""","*","*",390,563,0,340,1336
"Waterbury School District","""1510011""","Driggs School","""1510911""",0,"*",194,302,0,"*",575
"Waterbury School District","""1510011""","Enlightenment School","""1519111""","*","*",65,88,0,24,179
"Waterbury School District","""1510011""","F. J. Kingsbury School","""1511411""",0,"*",147,240,0,"*",465
"Waterbury School District","""1510011""","Gilmartin School","""1512611""","*","*",60,101,0,73,244
"Waterbury School District","""1510011""","H. S. Chase School","""1510711""","*","*",192,370,0,221,802
"Waterbury School District","""1510011""","Hopeville School","""1511311""","*","*",69,289,0,70,436
"Waterbury School District","""1510011""","John F. Kennedy High School","""1516411""","*","*",293,535,0,448,1306
"Waterbury School District","""1510011""","Maloney Interdistrict Magnet School","""1513111""","*","*",137,133,0,307,599
"Waterbury School District","""1510011""","Margaret M. Generali Elementary School","""1511111""","*","*",159,247,0,180,596
"Waterbury School District","""1510011""","Michael F. Wallace Middle School","""1515111""","*","*",403,565,0,322,1329
"Waterbury School District","""1510011""","North End Middle School","""1515311""","*","*",426,598,0,180,1226
"Waterbury School District","""1510011""","Regan School","""1512811""",0,7,114,115,0,63,299
"Waterbury School District","""1510011""","Rotella Interdistrict Magnet School","""1513311""","*","*",133,122,0,340,614
"Waterbury School District","""1510011""","Special Education Preschool","""1518011""","*","*",50,114,0,54,224
"Waterbury School District","""1510011""","Sprague School","""1512011""","*","*",129,290,0,53,479
"Waterbury School District","""1510011""","State Street School","""1519011""",0,0,31,38,0,14,83
"Waterbury School District","""1510011""","Walsh School","""1512211""","*","*",212,311,0,30,558
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (High)","""1516011""",0,"*",118,"*",0,273,481
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (Middle)","""1515011""","*","*",77,87,0,149,319
"Waterbury School District","""1510011""","Wendell L. Cross School","""1510811""","*","*",93,120,0,119,352
"Waterbury School District","""1510011""","Wilby High School","""1516311""","*","*",450,549,0,175,1192
"Waterbury School District","""1510011""","Woodrow Wilson School","""1513211""",0,"*",147,204,0,"*",397
"Waterford School District","""1520011""","Clark Lane Middle School","""1525111""","*",40,"*",44,0,568,694
"Waterford School District","""1520011""","Oswegatchie Elementary School","""1520611""","*",19,12,"*",0,220,268
"Waterford School District","""1520011""","Quaker Hill Elementary School","""1520711""",7,29,19,27,0,333,415
"Waterford School District","""1520011""","Southwest Elementary School","""1520511""","*",26,"*",34,0,435,514
"Waterford School District","""1520011""","Waterford High School","""1526111""","*",50,"*",52,0,834,988
"Watertown School District","""1530011""","Fletcher W. Judson School","""1530311""","*","*","*",12,0,342,366
"Watertown School District","""1530011""","John Trumbull Primary School","""1530211""",8,20,17,36,0,672,753
"Watertown School District","""1530011""","Polk School","""1530411""","*",15,"*",24,0,328,373
"Watertown School District","""1530011""","Swift Middle School","""1535111""","*",18,"*",30,0,799,864
"Watertown School District","""1530011""","Watertown High School","""1536111""",7,16,14,30,0,913,980
"West Hartford School District","""1550011""","Smith School","""1551711""",0,76,"*",134,"*",105,379
"West Hartford School District","""1550011""","Achieve","""1559111""",0,0,"*",0,0,"*","*"
"West Hartford School District","""1550011""","Aiken School","""1551611""","*",95,34,"*",0,295,453
"West Hartford School District","""1550011""","Braeburn School","""1550211""","*",37,"*",43,0,342,454
"West Hartford School District","""1550011""","Bristow Middle School","""1555311""","*","*",37,57,0,298,420
"West Hartford School District","""1550011""","Bugbee School","""1550411""","*",29,"*",17,0,301,364
"West Hartford School District","""1550011""","Charter Oak International Academy","""1550511""","*",70,"*",155,0,69,361
"West Hartford School District","""1550011""","Conard High School","""1556111""","*","*",155,288,0,882,1466
"West Hartford School District","""1550011""","Duffy School","""1550611""",0,32,30,33,0,494,589
"West Hartford School District","""1550011""","Hall High School","""1556211""","*","*",178,192,0,1078,1571
"West Hartford School District","""1550011""","King Philip Middle School","""1555111""","*",113,97,"*",0,590,901
"West Hartford School District","""1550011""","Morley School","""1550911""","*","*",27,21,0,294,364
"West Hartford School District","""1550011""","Norfeldt School","""1551011""",0,53,27,28,0,325,433
"West Hartford School District","""1550011""","Sedgwick Middle School","""1555211""","*",103,"*",159,0,511,866
"West Hartford School District","""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","""1559011""",0,0,"*","*",0,10,13
"West Hartford School District","""1550011""","Webster Hill School","""1551211""","*",64,"*",80,0,251,438
"West Hartford School District","""1550011""","Whiting Lane School","""1551311""","*","*",58,70,0,307,495
"West Hartford School District","""1550011""","Wolcott School","""1551511""","*",77,44,75,"*",313,511
"West Haven School District","""1560011""","Washington School","""1561211""",0,7,86,110,0,200,403
"West Haven School District","""1560011""","Alma E. Pagels School","""1560811""","*","*",72,48,0,208,355
"West Haven School District","""1560011""","Anna V. Molloy School","""1561311""",0,26,75,87,0,70,258
"West Haven School District","""1560011""","Carrigan 5/6 Intermediate School","""1565311""","*","*",211,209,0,257,693
"West Haven School District","""1560011""","Clarence E. Thompson School","""1561011""","*","*",96,132,0,109,353
"West Haven School District","""1560011""","Edith E. Mackrille School","""1560611""","*","*",69,66,0,226,383
"West Haven School District","""1560011""","Forest School","""1560311""","*","*",152,154,0,113,438
"West Haven School District","""1560011""","Harry M. Bailey Middle School","""1565111""",8,40,128,146,0,417,739
"West Haven School District","""1560011""","Savin Rock Community School","""1561411""","*","*",126,156,0,168,464
"West Haven School District","""1560011""","Seth G. Haley School","""1560411""",0,26,102,73,0,303,504
"West Haven School District","""1560011""","West Haven High School","""1566111""",12,60,422,331,0,815,1640
"Westbrook School District","""1540011""","Daisy Ingraham School","""1540211""","*",7,"*",18,0,341,373
"Westbrook School District","""1540011""","Westbrook High School","""1546111""",0,"*","*",11,0,273,292
"Westbrook School District","""1540011""","Westbrook Middle School","""1545111""","*","*","*",8,0,285,303
"Weston School District","""1570011""","Hurlbutt Elementary School","""1570111""","*",27,"*",16,0,526,579
"Weston School District","""1570011""","Weston High School","""1576111""","*",22,"*",22,0,749,807
"Weston School District","""1570011""","Weston Intermediate School","""1570211""",0,21,16,10,0,561,608
"Weston School District","""1570011""","Weston Middle School","""1575111""",0,20,9,6,0,539,574
"Westport School District","""1580011""","Bedford Middle School","""1585111""","*",39,"*",25,0,773,851
"Westport School District","""1580011""","Coleytown Elementary School","""1580311""",0,19,6,7,0,445,477
"Westport School District","""1580011""","Coleytown Middle School","""1585311""",0,18,8,7,0,481,514
"Westport School District","""1580011""","Green's Farms School","""1580411""","*",30,"*",20,0,417,475
"Westport School District","""1580011""","King's Highway Elementary School","""1580511""","*",12,"*",10,0,470,502
"Westport School District","""1580011""","Long Lots School","""1580711""",0,41,14,35,0,520,610
"Westport School District","""1580011""","Saugatuck Elementary School","""1580811""","*",12,"*",17,0,484,519
"Westport School District","""1580011""","Staples High School","""1586111""","*",62,"*",37,0,1628,1760
"Westport School District","""1580011""","Stepping Stones Preschool","""1588011""",0,7,0,0,0,49,56
"Wethersfield School District","""1590011""","Alfred W. Hanmer School","""1590811""",0,26,19,40,0,284,369
"Wethersfield School District","""1590011""","Charles Wright School","""1591011""",6,12,17,64,0,219,318
"Wethersfield School District","""1590011""","Emerson-Williams School","""1590211""","*","*",18,58,0,373,469
"Wethersfield School District","""1590011""","Highcrest School","""1591111""","*",21,"*",43,0,364,444
"Wethersfield School District","""1590011""","Samuel B. Webb Elementary School","""1591211""",0,19,27,45,0,335,426
"Wethersfield School District","""1590011""","Silas Deane Middle School","""1595211""","*","*",31,74,0,434,562
"Wethersfield School District","""1590011""","Wethersfield High School","""1596111""","*","*",78,151,0,954,1224
"Willington School District","""1600011""","Center School","""1600111""",0,8,"*","*",0,227,245
"Willington School District","""1600011""","Hall Memorial School","""1605111""",0,"*","*",16,0,295,320
"Wilton School District","""1610011""","Middlebrook School","""1615211""",0,59,11,17,0,923,1010
"Wilton School District","""1610011""","Cider Mill School","""1610711""",0,57,"*","*",0,965,1050
"Wilton School District","""1610011""","Ina E. Driscoll School","""1610611""",0,31,8,8,0,465,512
"Wilton School District","""1610011""","Miller-Driscoll School","""1610511""","*",37,"*",12,0,456,509
"Wilton School District","""1610011""","Wilton High School","""1616111""",0,52,17,27,0,1201,1297
"Winchester School District","""1620011""","Batcheller Early Education Center","""1620411""",8,6,6,19,0,268,307
"Winchester School District","""1620011""","Mary P. Hinsdale School","""1620211""","*","*",18,31,0,295,352
"Winchester School District","""1620011""","Pearson Middle School","""1625111""","*","*",16,34,0,279,336
"Windham School District","""1630011""","Early Headstart","""1638011""",0,0,"*",23,0,"*",30
"Windham School District","""1630011""","Eastern Regional Academy/Windham","""1639011""",0,0,"*",31,0,"*",43
"Windham School District","""1630011""","Natchaug School","""1630111""","*","*",27,185,0,77,299
"Windham School District","""1630011""","North Windham School","""1630311""","*","*",35,242,0,162,448
"Windham School District","""1630011""","W. B. Sweeney School","""1630611""","*","*",30,228,0,81,347
"Windham School District","""1630011""","Windham Center School","""1630511""","*","*","*",176,0,104,287
"Windham School District","""1630011""","Windham Early Childhood Prospect Street","""1638311""","*","*",8,138,0,41,192
"Windham School District","""1630011""","Windham High School","""1636111""","*","*",53,493,0,348,907
"Windham School District","""1630011""","Windham Middle School","""1635111""","*","*",52,578,0,277,925
"Windsor Locks School District","""1650011""","North Street School","""1650111""","*",48,45,"*",0,316,441
"Windsor Locks School District","""1650011""","South Elementary School","""1650411""","*","*",46,37,0,301,418
"Windsor Locks School District","""1650011""","Windsor Locks High School","""1656111""",0,36,49,27,0,461,573
"Windsor Locks School District","""1650011""","Windsor Locks Middle School","""1655111""","*",28,33,"*",0,326,413
"Windsor School District","""1640011""","Clover Street School","""1640111""",0,22,179,40,0,82,323
"Windsor School District","""1640011""","John F. Kennedy School","""1640811""","*","*",219,65,0,64,369
"Windsor School District","""1640011""","Oliver Ellsworth School","""1640911""",0,20,206,47,0,147,420
"Windsor School District","""1640011""","Poquonock Elementary School","""1640511""","*",26,114,"*",0,136,303
"Windsor School District","""1640011""","Roger Wolcott Early Child Center","""1641011""","*","*",91,34,0,98,243
"Windsor School District","""1640011""","Sage Park Middle School","""1645311""","*","*",492,108,0,275,911
"Windsor School District","""1640011""","Windsor High School","""1646111""",8,58,753,136,0,445,1400
"Wolcott School District","""1660011""","Alcott School","""1660611""","*","*",10,17,0,345,381
"Wolcott School District","""1660011""","Frisbie School","""1660211""","*",14,"*",17,0,351,385
"Wolcott School District","""1660011""","Tyrrell Middle School","""1665111""",0,9,13,19,0,685,726
"Wolcott School District","""1660011""","Wakelee School","""1660511""",0,10,12,17,0,428,467
"Wolcott School District","""1660011""","Wolcott High School","""1666111""",0,12,17,33,0,834,896
"Woodbridge School District","""1670011""","Beecher Road Intermediate School","""1670211""","*",45,"*",17,0,371,447
"Woodbridge School District","""1670011""","Beecher Road Primary School","""1670111""","*",33,"*",14,0,250,308
"Woodstock Academy District","""9030022""","Woodstock Academy","""9036122""",9,12,7,26,0,1130,1184
"Woodstock School District","""1690011""","Woodstock Elementary School","""1690211""","*",12,"*",17,0,458,495
"Woodstock School District","""1690011""","Woodstock Middle School","""1695111""",7,"*","*",16,0,399,431

