"Student Counts by School and Race"
"All Districts, All Schools"
"2014-15"

"",,,,"Race",,,,,,,
"Manchester School District","""0770011""","Manchester High School","""0776111""","*",113,325,362,"*",52,668,1526
"Manchester School District","""0770011""","Manchester Preschool Center","""0778011""","*","*",34,69,0,"*",54,165
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""",0,0,15,"*",0,"*",30,59
"Manchester School District","""0770011""","Manchester Transition Center","""0779111""",0,"*","*","*",0,"*",7,12
"Manchester School District","""0770011""","Martin School","""0771611""",0,10,53,73,0,7,122,265
"Manchester School District","""0770011""","New Horizons","""0770711""",0,0,6,11,0,0,12,29
"Manchester School District","""0770011""","Robertson School","""0771011""","*",105,128,90,"*",9,70,407
"Manchester School District","""0770011""","Verplanck School","""0771211""",0,40,132,155,"*","*",74,412
"Manchester School District","""0770011""","Waddell School","""0771311""",0,47,58,91,0,20,126,342
"Manchester School District","""0770011""","Washington School","""0771411""",0,"*",103,149,"*",18,89,373
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""","*",40,"*",22,0,12,175,260
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""",0,30,"*",21,"*",6,159,219
"Mansfield School District","""0780011""","Mansfield Middle School","""0785111""","*",45,"*",47,0,22,395,519
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""",0,24,"*",29,0,"*",174,241
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""",0,"*","*",26,0,19,546,599
"Meriden School District","""0800011""","Nathan Hale School","""0800711""","*",28,58,323,"*",20,208,646
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""","*",23,41,173,0,"*",137,387
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""","*",22,68,302,"*",24,139,557
"Meriden School District","""0800011""","Community Classroom Collaborative-Meriden School District","""0800211""",0,"*","*","*",0,"*",0,8
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""","*",30,158,580,"*",22,414,1210
"Meriden School District","""0800011""","Hanover School","""0800311""","*",22,37,287,"*",11,265,628
"Meriden School District","""0800011""","Israel Putnam School","""0800411""","*",40,46,283,"*",12,192,580
"Meriden School District","""0800011""","John Barry School","""0800511""","*",33,47,331,"*",13,79,509
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""","*",15,68,399,"*",15,253,756
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""",0,"*",172,529,"*",25,345,1097
"Meriden School District","""0800011""","Roger Sherman School","""0800811""","*",24,31,292,0,"*",134,498
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""",9,20,16,217,"*","*",199,466
"Meriden School District","""0800011""","Washington Middle School","""0805411""","*",28,85,329,"*",12,239,696
"Middletown School District","""0830011""","Bielefield School","""0830211""",0,"*",71,84,0,"*",123,309
"Middletown School District","""0830011""","Evening Program - MHS","""0831611""",0,0,"*","*",0,"*",14,24
"Middletown School District","""0830011""","Farm Hill School","""0830511""",0,10,74,93,0,26,169,372
"Middletown School District","""0830011""","ICM - Farm Hill","""0830611""",0,0,"*","*",0,"*",0,"*"
"Middletown School District","""0830011""","ICM - Lawrence","""0830711""",0,0,0,0,0,0,"*","*"
"Middletown School District","""0830011""","ICM - Macdonough","""0831011""",0,0,"*","*",0,"*","*",10
"Middletown School District","""0830011""","ICM - Wesley","""0830811""",0,0,"*",0,0,0,"*","*"
"Middletown School District","""0830011""","ICM- Woodrow Wilson Middle School","""0830411""",0,"*",0,0,0,0,"*","*"
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""",0,19,56,66,0,15,204,360
"Middletown School District","""0830011""","Lawrence School","""0831311""",0,34,46,38,0,30,133,281
"Middletown School District","""0830011""","MHS - Alternative Education Program 1","""0831811""",0,0,"*","*",0,"*","*",8
"Middletown School District","""0830011""","MHS - Alternative Education Program 2","""0831911""",0,0,"*","*",0,"*","*",11
"Middletown School District","""0830011""","MacDonough School","""0830911""","*","*",58,74,0,24,55,213
"Middletown School District","""0830011""","Middletown High School","""0836211""","*",56,285,160,"*",32,658,1197
"Middletown School District","""0830011""","Moody School","""0831211""","*","*",24,22,0,14,189,261
"Middletown School District","""0830011""","OASIS","""0830311""",0,0,"*","*",0,0,"*","*"
"Middletown School District","""0830011""","Snow School","""0831111""",0,31,78,79,"*","*",190,405
"Middletown School District","""0830011""","Spencer School","""0830111""","*",14,46,64,"*",16,157,299
"Middletown School District","""0830011""","Transition to Life Center","""0839111""","*","*","*","*",0,0,17,26
"Middletown School District","""0830011""","Virtual Learning Academy - MHS","""0831711""",0,0,0,"*",0,0,"*",9
"Middletown School District","""0830011""","Wesley School","""0831411""","*",6,42,40,"*",16,170,277
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""","*","*",139,98,0,30,355,645
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""",0,14,9,16,0,0,220,259
"Milford School District","""0840011""","East Shore Middle School","""0845111""","*",31,30,21,0,"*",402,487
"Milford School District","""0840011""","Harborside Middle School","""0845211""",0,61,25,"*","*",0,449,561
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""","*",47,36,20,0,"*",275,380
"Milford School District","""0840011""","Jonathan Law High School","""0846211""",0,60,"*",80,0,"*",729,925
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""","*",47,31,46,0,"*",785,919
"Milford School District","""0840011""","Live Oaks School","""0841611""",0,23,"*",11,0,"*",257,299
"Milford School District","""0840011""","Mathewson School","""0841711""",0,88,"*",25,0,"*",243,369
"Milford School District","""0840011""","Meadowside School","""0840711""","*",70,"*",23,0,0,288,393
"Milford School District","""0840011""","Orange Avenue School","""0840811""",0,51,13,10,"*","*",362,440
"Milford School District","""0840011""","Orchard Hills School","""0841811""",0,29,17,"*",0,"*",265,325
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""","*",23,31,33,"*",0,282,374
"Milford School District","""0840011""","The Academy","""0840311""",0,0,"*","*",0,0,45,53
"Milford School District","""0840011""","West Shore Middle School","""0845311""",0,43,"*",41,0,"*",352,466
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""","*",25,"*",37,0,19,421,512
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""","*",28,"*",58,0,22,636,758
"Monroe School District","""0850011""","Masuk Alternative Program","""0850211""",0,0,0,"*",0,0,"*",16
"Monroe School District","""0850011""","Masuk High School","""0856111""","*",44,"*",88,0,26,982,1163
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""","*",9,"*",29,0,6,311,363
"Monroe School District","""0850011""","REAL","""0850411""",0,0,0,"*",0,0,"*",6
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""","*",30,"*",26,0,13,389,467
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""","*",14,"*",33,"*",48,244,344
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""",9,50,18,44,0,53,378,552
"Montville School District","""0860011""","Mohegan School","""0860111""","*",56,12,39,"*",36,203,353
"Montville School District","""0860011""","Montville High School","""0866111""","*",77,27,61,"*",48,469,700
"Montville School District","""0860011""","Oakdale School","""0860511""",7,15,6,20,0,39,222,309
"Montville School District","""0860011""","Palmer Academy","""0869011""","*",0,0,0,0,"*",22,27
"Montville School District","""0860011""","Pre School Program","""0860311""",0,"*","*",6,0,"*",47,62
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""",0,8,20,71,0,17,130,246
"Naugatuck School District","""0880011""","Central Avenue Preschool","""0888211""",0,"*",0,7,0,"*",15,24
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""",0,24,44,136,0,29,447,680
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""",0,15,15,65,0,15,236,346
"Naugatuck School District","""0880011""","Head Start","""0888111""",0,"*",15,23,0,"*",74,121
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""",0,7,31,73,0,18,175,304
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""","*",18,18,65,0,"*",229,337
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""","*",24,29,73,0,"*",326,475
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""","*",36,101,235,"*",59,824,1259
"Naugatuck School District","""0880011""","Salem School","""0880611""",0,"*",18,66,"*",17,146,249
"Naugatuck School District","""0880011""","Western School","""0880711""","*",7,12,57,"*",9,176,265
"New Beginnings Inc Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""",0,0,321,127,0,"*","*",473
"New Britain School District","""0890011""","Brook Side School","""0899111""",0,"*",9,35,0,0,"*",50
"New Britain School District","""0890011""","CLIMB","""0899411""",0,0,"*",19,0,0,"*",29
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""",0,"*",86,326,0,"*",97,528
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""","*","*",52,609,"*",7,98,771
"New Britain School District","""0890011""","Gaffney School","""0890511""",0,22,52,298,0,12,185,569
"New Britain School District","""0890011""","Holmes School","""0890611""",0,62,40,202,"*","*",186,506
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""","*",8,16,55,0,"*",73,159
"New Britain School District","""0890011""","Jefferson School","""0890711""",0,21,41,239,0,9,132,442
"New Britain School District","""0890011""","Lincoln School","""0890811""","*","*",68,430,0,17,200,725
"New Britain School District","""0890011""","New Britain High School","""0896111""","*",50,386,1467,"*",47,502,2457
"New Britain School District","""0890011""","New Britain Transition Center","""0899011""",0,0,"*",37,0,0,"*",50
"New Britain School District","""0890011""","Northend School","""0890911""",0,"*",47,177,0,"*",41,274
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""","*",24,104,494,0,"*",132,769
"New Britain School District","""0890011""","Slade Middle School","""0895211""","*","*",106,531,0,17,112,776
"New Britain School District","""0890011""","Smalley Academy","""0891211""",0,11,63,525,0,21,82,702
"New Britain School District","""0890011""","Smith School","""0891311""","*",16,66,425,"*",21,166,696
"New Britain School District","""0890011""","Vance School","""0891511""",0,"*",72,318,"*",15,100,513
"New Canaan School District","""0900011""","East School","""0900411""","*",51,11,24,0,"*",470,566
"New Canaan School District","""0900011""","New Canaan High School","""0906111""","*",40,"*",34,0,19,1137,1250
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""","*",66,"*",38,0,29,1138,1291
"New Canaan School District","""0900011""","South School","""0900211""",0,35,"*",23,0,"*",470,547
"New Canaan School District","""0900011""","West School","""0900311""","*",25,"*",18,0,7,494,547
"New Fairfield School District","""0910011""","Alternative Learning Center","""0910311""",0,0,0,0,0,0,9,9
"New Fairfield School District","""0910011""","Consolidated School","""0910111""","*",11,8,45,0,"*",471,544
"New Fairfield School District","""0910011""","Day Alternative Learning Program","""0910411""",0,0,0,"*",0,"*",12,14
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""","*",17,12,54,0,"*",437,526
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""",0,13,11,57,0,16,836,933
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""","*",13,"*",39,0,14,554,629
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""",0,"*",0,"*",0,10,286,310
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",0,0,0,"*",0,"*",107,115
"New Hartford School District","""0920011""","Bridges II at Ann Antolini School","""0920411""",0,0,0,0,0,0,"*","*"
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""",0,"*",0,"*",0,0,66,75
"New Haven School District","""0930011""","Edgewood School","""0931211""","*","*",231,63,0,7,133,439
"New Haven School District","""0930011""","Nathan Hale School","""0931411""","*",14,57,190,0,"*",286,552
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",0,"*",304,147,0,"*",32,490
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""",0,"*",316,148,0,"*",88,560
"New Haven School District","""0930011""","Beecher School","""0930311""",0,"*",302,100,0,"*",89,502
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""","*","*",137,228,"*",7,140,517
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""",0,"*",197,136,0,"*",117,459
"New Haven School District","""0930011""","Bishop Woods Architecture and Design Magnet School","""0934311""",0,24,183,225,"*","*",62,497
"New Haven School District","""0930011""","Blake Street Leadership Academy (STEP)","""0932411""",0,0,12,"*",0,"*",0,20
"New Haven School District","""0930011""","Brennan Rogers School","""0932111""","*","*",322,143,0,"*",35,508
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""",0,"*",222,94,0,"*",37,362
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",0,"*",116,434,0,"*",45,599
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",0,"*",19,416,0,"*",14,451
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""","*","*",303,277,0,"*",49,640
"New Haven School District","""0930011""","Cooperative High School","""0936411""","*",18,292,173,0,"*",128,614
"New Haven School District","""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","""0936811""",0,0,129,35,0,"*","*",183
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""","*",9,281,61,0,"*",105,461
"New Haven School District","""0930011""","Domus Academy","""0935611""",0,0,25,11,0,0,0,36
"New Haven School District","""0930011""","Early Learning Center","""0938111""",0,"*",107,27,0,0,"*",142
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""",0,"*",190,227,0,"*",60,508
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""","*",47,239,99,0,"*",179,571
"New Haven School District","""0930011""","Fair Haven School","""0931611""","*",15,95,597,0,"*",72,786
"New Haven School District","""0930011""","Headstart","""0938011""",0,"*",119,222,"*","*",22,371
"New Haven School District","""0930011""","Helene Grant HeadStart","""0938311""",0,"*",181,75,0,"*",11,277
"New Haven School District","""0930011""","High School In The Community","""0936611""",0,"*",116,121,0,"*",38,282
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",0,"*",123,333,"*","*",17,476
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""","*",33,331,219,0,"*",88,675
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""","*",8,713,271,0,"*",38,1039
"New Haven School District","""0930011""","John C. Daniels","""0931311""",0,"*",83,327,0,"*",95,522
"New Haven School District","""0930011""","John S. Martinez Sea and Sky STEM School","""0930811""","*","*",54,435,0,"*",16,508
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""","*",16,439,58,"*","*",47,564
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""",0,"*",278,77,0,0,"*",372
"New Haven School District","""0930011""","Mauro-Sheridan Magnet School","""0931911""","*",9,253,168,"*","*",107,543
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",0,"*",152,136,0,"*",89,391
"New Haven School District","""0930011""","New Haven Academy","""0937011""",0,"*",164,64,0,"*",27,264
"New Haven School District","""0930011""","New Horizons High School","""0932211""",0,0,33,"*",0,0,"*",64
"New Haven School District","""0930011""","Polly T. McCabe Center","""0939211""",0,0,"*",7,0,0,"*",15
"New Haven School District","""0930011""","Quinnipiac Real World Math STEM School","""0933511""",0,"*",109,182,0,"*",37,330
"New Haven School District","""0930011""","Riverside Education Academy","""0939111""",0,0,77,"*",0,0,"*",117
"New Haven School District","""0930011""","Roberto Clemente Leadership Academy for Global Awareness","""0934211""",0,"*",211,289,0,"*",28,535
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""","*",16,233,275,0,"*",144,675
"New Haven School District","""0930011""","Sound School","""0936711""",0,"*",37,91,"*","*",194,330
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""",0,"*",185,205,0,"*",34,429
"New Haven School District","""0930011""","Truman School","""0932911""","*","*",62,403,"*","*",11,483
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""","*","*",180,57,0,"*",27,272
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",0,"*",309,68,0,"*",21,402
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""","*",29,480,689,"*","*",157,1362
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""","*",117,50,32,0,"*",234,441
"New London School District","""0950011""","Jennings School","""0950311""","*","*",62,407,0,29,35,537
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""","*","*",170,324,"*",34,85,624
"New London School District","""0950011""","Harbor","""0950611""","*","*",25,67,0,9,20,124
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""","*","*",103,209,0,45,104,471
"New London School District","""0950011""","New London High School","""0956111""","*",20,223,393,"*",50,192,886
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""","*",9,113,197,"*",73,160,556
"New Milford School District","""0960011""","Hill And Plain School","""0960511""","*",25,"*",94,0,20,305,454
"New Milford School District","""0960011""","John Pettibone School","""0960711""",0,7,6,42,0,26,283,364
"New Milford School District","""0960011""","Litchfield Hills Transition Center","""0969011""",0,0,0,0,0,0,11,11
"New Milford School District","""0960011""","New Milford High School","""0966111""",0,56,35,141,0,24,1142,1398
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",0,11,8,34,0,16,345,414
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""",0,35,22,119,0,25,823,1024
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""","*",23,"*",62,0,13,569,681
"Newington School District","""0940011""","Anna Reynolds School","""0940611""","*",54,"*",87,0,14,289,459
"Newington School District","""0940011""","Elizabeth Green School","""0940211""",0,21,19,71,0,22,141,274
"Newington School District","""0940011""","John Paterson School","""0940811""",0,34,24,72,"*","*",268,418
"Newington School District","""0940011""","John Wallace Middle School","""0945311""","*",59,44,85,0,"*",460,687
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""","*",53,24,108,"*",33,394,615
"Newington School District","""0940011""","Newington High School","""0946111""","*",119,71,238,"*",42,835,1308
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""",0,32,22,65,0,16,209,344
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",0,9,"*",13,"*",6,291,321
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""","*",7,0,18,0,"*",282,314
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""",0,10,8,18,0,16,339,391
"Newtown School District","""0970011""","Newtown High School","""0976111""","*",51,"*",88,0,23,1553,1738
"Newtown School District","""0970011""","Newtown Middle School","""0975111""",0,42,9,33,0,10,739,833
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",0,"*","*","*",0,"*",51,58
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""",0,34,6,37,0,12,642,731
"Newtown School District","""0970011""","STARR","""0979011""",0,0,0,0,0,0,"*","*"
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""",0,26,13,"*",0,"*",305,359
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",0,0,0,"*",0,"*",112,115
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""","*",15,"*",21,0,"*",359,406
"North Branford School District","""0990011""","North Branford High School","""0996111""","*",18,"*",27,0,0,563,619
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""","*","*",16,20,0,0,458,507
"North Branford School District","""0990011""","School to Work Program","""0999011""",0,0,"*","*",0,0,"*","*"
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""",0,"*",14,19,0,"*",388,430
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",0,"*","*",31,0,9,237,280
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""","*",23,"*",26,0,10,266,332
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""","*",34,19,25,0,"*",294,384
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""",0,19,"*",26,0,"*",258,314
"North Haven School District","""1010011""","North Haven High School","""1016111""","*",84,60,59,0,"*",815,1039
"North Haven School District","""1010011""","North Haven Middle School","""1015211""","*",50,24,51,0,"*",637,782
"North Haven School District","""1010011""","North Haven Transition Partnership","""1010111""",0,"*","*",0,0,0,"*","*"
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",0,23,17,26,0,14,343,423
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""",6,9,8,19,0,7,332,381
"North Stonington School District","""1020011""","Wheeler High School","""1026111""","*","*",7,"*",0,"*",176,196
"North Stonington School District","""1020011""","Wheeler Middle School","""1025111""","*","*","*","*","*","*",146,164
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""","*",88,385,677,"*",26,495,1675
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""","*",36,63,304,0,"*",109,522
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",0,22,76,79,"*","*",142,333
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",0,"*",70,132,"*",0,276,502
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",0,22,78,138,0,14,200,452
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""",0,69,96,323,0,14,86,588
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""",0,24,105,340,0,9,88,566
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""",0,21,57,230,0,10,179,497
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""","*",22,58,172,"*",13,193,460
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""",0,26,109,212,"*","*",266,620
"Norwalk School District","""1030011""","Norwalk High School","""1036111""","*",60,308,533,"*",10,660,1575
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",0,0,18,27,0,"*","*",56
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""","*",39,145,314,0,"*",140,645
"Norwalk School District","""1030011""","Roton Middle School","""1035511""",0,"*",82,200,0,"*",159,459
"Norwalk School District","""1030011""","Rowayton School","""1031311""",0,12,46,102,0,12,272,444
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""",0,16,64,311,"*","*",86,486
"Norwalk School District","""1030011""","Tracey School","""1031411""",0,19,72,218,0,11,69,389
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""",0,26,129,294,0,7,179,635
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",0,"*",58,124,0,"*",123,325
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",44,185,366,252,"*","*",1439,2317
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""","*",36,27,66,0,"*",70,223
"Norwich School District","""1040011""","Case Street Early Learning Center at DTZ","""1040211""","*",6,16,14,0,"*",17,57
"Norwich School District","""1040011""","Hickory Street School","""1049011""","*",0,"*","*",0,6,6,20
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""","*","*",72,129,0,40,92,368
"Norwich School District","""1040011""","Kelly Middle School","""1045111""","*",25,122,185,"*",48,289,671
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""","*",26,67,115,"*",44,135,390
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""","*",11,36,72,"*",44,208,373
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""","*",44,103,149,"*",43,144,491
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""",0,47,53,65,"*","*",84,283
"Norwich School District","""1040011""","Uncas Network School","""1041911""","*",16,55,89,"*",27,59,250
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""","*",21,52,93,"*",38,102,311
"Norwich School District","""1040011""","Virtual Learning Academy","""1049211""",0,0,"*","*",0,"*","*",12
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""","*","*",48,62,0,29,93,236
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""","*",40,72,51,0,"*",153,328
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""",0,15,"*",50,0,"*",335,417
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""",0,21,14,31,0,7,458,531
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""",0,32,6,21,0,14,393,466
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""","*",21,"*","*",0,8,133,168
"Orange School District","""1070011""","Peck Place School","""1070511""",0,37,15,13,0,7,277,349
"Orange School District","""1070011""","Race Brook School","""1070311""",0,42,"*",16,0,"*",296,369
"Orange School District","""1070011""","Turkey Hill School","""1070411""","*",36,"*",16,0,"*",230,293
"Oxford School District","""1080011""","Great Oak School","""1085111""","*",9,"*",21,0,10,468,517
"Oxford School District","""1080011""","Oxford Center School","""1080111""","*",10,"*",27,0,6,433,480
"Oxford School District","""1080011""","Oxford High School","""1086011""",0,11,8,35,0,15,506,575
"Oxford School District","""1080011""","Quaker Farms School","""1080311""","*",10,"*",26,"*",10,345,396
"Park City Prep Charter School District","""2830013""","Park City Prep Charter School","""2835113""",0,"*",187,150,0,"*",20,360
"Path Academy District","""2930013""","Path Academy","""2930113""",0,0,7,94,0,0,31,132
"Plainfield School District","""1090011""","Early Childhood Center","""1098011""",0,0,"*","*",0,"*",15,19
"Plainfield School District","""1090011""","Moosup Elementary School","""1090111""","*",10,9,"*","*","*",288,322
"Plainfield School District","""1090011""","Plainfield Central School","""1095111""","*",16,23,7,"*","*",513,567
"Plainfield School District","""1090011""","Plainfield High School","""1096111""",10,21,25,"*",0,"*",621,683
"Plainfield School District","""1090011""","Plainfield Memorial School","""1090311""","*","*",17,"*","*",0,308,336
"Plainfield School District","""1090011""","Shepard Hill Elementary School","""1090411""","*",9,20,22,"*","*",351,410
"Plainville School District","""1100011""","Frank T. Wheeler School","""1100411""","*","*",14,46,0,16,223,308
"Plainville School District","""1100011""","Linden Street School","""1100211""",0,11,17,91,0,23,303,445
"Plainville School District","""1100011""","Louis Toffolon School","""1100511""","*",11,13,46,"*",11,300,384
"Plainville School District","""1100011""","Middle School of Plainville","""1105211""","*","*",28,77,0,12,411,538
"Plainville School District","""1100011""","Plainville High School","""1106111""",0,15,38,94,0,27,541,715
"Plymouth School District","""1110011""","Eli Terry Jr. Middle School","""1115111""","*","*",7,22,0,"*",317,356
"Plymouth School District","""1110011""","Harry S. Fisher Elementary School","""1110411""","*",8,"*",24,0,"*",324,367
"Plymouth School District","""1110011""","Plymouth Alternative High School","""1117111""",0,0,0,"*",0,0,"*",13
"Plymouth School District","""1110011""","Plymouth Center School","""1110211""","*","*","*",24,0,"*",309,342
"Plymouth School District","""1110011""","Terryville High School","""1116111""","*","*",6,18,0,"*",433,463
"Pomfret School District","""1120011""","Pomfret Community School","""1120111""","*",11,"*",11,0,8,371,408
"Portland School District","""1130011""","Brownstone Intermediate School","""1130511""",0,"*",7,15,0,"*",184,214
"Portland School District","""1130011""","Gildersleeve School","""1130411""",0,"*","*",24,0,9,151,193
"Portland School District","""1130011""","Portland High School","""1136111""",0,6,11,28,0,12,312,369
"Portland School District","""1130011""","Portland Middle School","""1135111""","*","*",7,21,"*",8,198,239
"Portland School District","""1130011""","Valley View School","""1130211""",0,"*","*",38,0,15,244,313
"Preston School District","""1140011""","Preston Plains School","""1145111""",7,"*","*","*","*","*",134,157
"Preston School District","""1140011""","Preston Veterans' Memorial School","""1140411""","*",6,"*",15,0,12,217,261
"Putnam School District","""1160011""","Helping Hands","""1169011""",0,0,0,"*",0,0,"*","*"
"Putnam School District","""1160011""","Putnam Elementary School","""1160311""","*",8,8,54,"*",29,567,668
"Putnam School District","""1160011""","Putnam High School","""1166111""","*","*",7,17,0,21,226,273
"Putnam School District","""1160011""","Putnam Middle School","""1165111""","*","*","*",24,"*",13,249,295
"Redding School District","""1170011""","John Read Middle School","""1175111""",0,11,"*",21,"*",35,444,513
"Redding School District","""1170011""","Redding Elementary School","""1170111""","*",17,"*",26,0,23,416,488
