"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, Special Education Status"

"",,,"Graduates",,,,
"",,,"Four-Year Graduation Rate by Year",,,,
"District","School","Special Education Status","2011-12","2012-13","2013-14","2014-15","2015-16"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",97.6,98.3,98.2,97.3,98.3
"Connecticut Technical High School System","Windham Technical High School","Special Education","*","*","*",95.7,"*"
"Coventry School District","Coventry High School","Non-Special Education",87.5,93.2,"*","*","*"
"Coventry School District","Coventry High School","Special Education",82.6,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education",97.7,"*","*","*",93.8
"Cromwell School District","Cromwell High School","Special Education","*","*","*","*","*"
"Danbury School District","Alternative Center For Excellence","Non-Special Education","N/A","*","N/A","N/A",36.7
"Danbury School District","Alternative Center For Excellence","Special Education","N/A","*","N/A","N/A","*"
"Danbury School District","Danbury High School","Non-Special Education",83.0,"*",85.7,81.1,83.5
"Danbury School District","Danbury High School","Special Education",55.7,"*",53.4,66.3,"*"
"Darien School District","Darien High School","Non-Special Education","*",98.6,"*","*","*"
"Darien School District","Darien High School","Special Education","*",91.4,"*","*","*"
"Derby School District","Derby High School","Non-Special Education","*","*",85.1,"*",84.7
"Derby School District","Derby High School","Special Education","*","*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education","*","*","*",100.0,100.0
"East Granby School District","East Granby High School","Special Education","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education",93.3,"*",97.7,"*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",92.1,94.6,97.8,100.0,97.8
"East Hartford School District","Connecticut IB Academy","Special Education","N/A","*","*","N/A","N/A"
"East Hartford School District","East Hartford High School","Non-Special Education",90.0,89.7,87.9,95.8,96.8
"East Hartford School District","East Hartford High School","Special Education",64.6,58.3,75.6,85.7,74.0
"East Hartford School District","Stevens Alternate High school","Non-Special Education","N/A",51.0,37.5,"N/A",56.6
"East Hartford School District","Stevens Alternate High school","Special Education","N/A","*","*","N/A",57.1
"East Haven School District","East Haven High School","Non-Special Education",76.8,78.4,85.1,81.3,79.4
"East Haven School District","East Haven High School","Special Education",60.9,50.0,65.5,60.0,52.9
"East Lyme School District","East Lyme High School","Non-Special Education",96.8,98.5,98.3,"*",100.0
"East Lyme School District","East Lyme High School","Special Education",89.4,74.5,88.5,"*",81.5
"East Windsor School District","East Windsor High School","Non-Special Education",89.6,88.2,"*",90.0,"*"
"East Windsor School District","East Windsor High School","Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education",90.9,91.7,90.0,95.7,85.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",68.8,76.5,55.6,60.0,77.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",93.9,93.3,97.1,100.0,"*"
"Ellington School District","Ellington High School","Special Education",65.0,"*",85.7,85.3,"*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Special Education","*","N/A","*","*","*"
"Enfield School District","Enfield High School","Non-Special Education",90.1,86.3,85.0,87.2,88.3
"Enfield School District","Enfield High School","Special Education",70.0,60.0,"*","*",71.9
"Enfield School District","Enrico Fermi High School","Non-Special Education",90.5,95.1,92.7,92.1,"N/A"
"Enfield School District","Enrico Fermi High School","Special Education",74.5,77.4,78.0,70.3,"N/A"
"Explorations District","Explorations","Non-Special Education","*","*","*","*","*"
"Explorations District","Explorations","Special Education","*","*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",97.7,96.8,96.9,98.5,98.4
"Fairfield School District","Fairfield Ludlowe High School","Special Education",88.0,82.9,75.6,82.5,94.7
"Fairfield School District","Fairfield Warde High School","Non-Special Education",94.3,94.7,96.9,98.5,98.2
"Fairfield School District","Fairfield Warde High School","Special Education",80.5,62.5,66.7,90.3,87.5
"Farmington School District","Farmington High School","Non-Special Education",97.4,97.9,"*","*",98.2
"Farmington School District","Farmington High School","Special Education",79.2,85.7,"*","*",85.4
"Glastonbury School District","Glastonbury High School","Non-Special Education",98.7,"*","*",99.1,99.8
"Glastonbury School District","Glastonbury High School","Special Education",76.4,"*","*",95.3,96.2
"Granby School District","Granby Memorial High School","Non-Special Education",98.2,"*","*","*",100.0
"Granby School District","Granby Memorial High School","Special Education",100.0,"*","*","*",90.0
"Greenwich School District","Greenwich High School","Non-Special Education",94.0,96.5,97.4,98.0,"*"
"Greenwich School District","Greenwich High School","Special Education",83.9,86.2,93.6,91.9,"*"
"Griswold School District","Griswold High School","Non-Special Education",89.2,90.6,90.0,94.3,93.5
"Griswold School District","Griswold High School","Special Education",76.9,"*",59.3,70.0,"*"
"Groton School District","Robert E. Fitch High School","Non-Special Education",85.5,86.4,87.3,91.2,90.0
"Groton School District","Robert E. Fitch High School","Special Education",63.9,63.4,72.5,68.0,85.7
"Guilford School District","Guilford High School","Non-Special Education","*",96.3,97.2,97.5,"*"
"Guilford School District","Guilford High School","Special Education","*",77.8,58.6,88.9,"*"
"Hamden School District","Hamden High School","Non-Special Education",88.5,88.1,94.1,93.2,94.9
"Hamden School District","Hamden High School","Special Education",69.4,81.0,73.5,80.0,77.4
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",68.5,77.5,72.4,71.4,73.2
"Hartford School District","Bulkeley High School Upper School","Special Education",43.1,36.0,78.1,77.8,58.3
"Hartford School District","Capital Community College Magnet Academy","Non-Special Education","N/A","N/A","N/A","*",96.0
"Hartford School District","Capital Community College Magnet Academy","Special Education","N/A","N/A","N/A","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",97.0,100.0,98.0,94.4,88.5
"Hartford School District","Capital Preparatory Magnet School","Special Education","N/A","N/A","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",98.7,95.3,95.0,92.0,95.9
"Hartford School District","Classical Magnet School","Special Education","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",67.6,64.8,64.0,69.1,52.5
"Hartford School District","Culinary Arts Academy","Special Education","*","*",45.5,"*","*"
"Hartford School District","Global Communications Academy","Non-Special Education","N/A","N/A","N/A","N/A",94.3
"Hartford School District","Global Communications Academy","Special Education","N/A","N/A","N/A","N/A","*"
"Hartford School District","Great Path Academy High School at MCC","Non-Special Education","N/A",95.1,91.3,"N/A","N/A"
"Hartford School District","Great Path Academy High School at MCC","Special Education","N/A","*","*","N/A","N/A"
"Hartford School District","Great Path Academy at MCC","Non-Special Education","N/A","N/A","N/A",91.1,91.7
"Hartford School District","Great Path Academy at MCC","Special Education","N/A","N/A","N/A","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",66.7,69.0,66.2,74.3,61.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",41.9,44.0,"*","*",37.0
