"Student Counts by School and Race"
"All Districts, All Schools"
"2016-17"

"",,,,"Race",,,,,,,
"East Hampton School District","""0420011""","East Hampton Middle School","""0425111""",0,7,"*",22,"*",10,380,423
"East Hampton School District","""0420011""","Memorial School","""0420111""",0,8,6,29,0,31,559,633
"East Hampton School District","""0420011""","The Learning Center at East Hampton","""0429011""",0,0,0,0,0,"*","*","*"
"East Hartford School District","""3480015""","Hartford Detention Center","""3480315""",0,0,"*","*",0,"*","*",9
"East Hartford School District","""0430011""","Anna E. Norris School","""0430911""",0,"*",93,187,0,"*",25,319
"East Hartford School District","""0430011""","Connecticut IB Academy","""0436311""","*",35,64,38,0,"*",56,197
"East Hartford School District","""0430011""","Dr. Franklin H. Mayberry School","""0430611""","*",14,126,181,0,"*",35,361
"East Hartford School District","""0430011""","Dr. John A. Langford School","""0432211""",0,10,109,174,"*","*",34,329
"East Hartford School District","""0430011""","Dr. Thomas S. O'Connell School","""0431011""",0,18,150,216,0,7,153,544
"East Hartford School District","""0430011""","East Hartford High School","""0436211""","*",97,606,680,0,"*",234,1629
"East Hartford School District","""0430011""","East Hartford Middle School","""0435111""",8,48,344,484,0,9,146,1039
"East Hartford School District","""0430011""","Governor William Pitkin School","""0432011""",0,"*",106,132,0,"*",77,355
"East Hartford School District","""0430011""","Hockanum Pre-K","""0430211""","*",21,76,150,0,"*",50,307
"East Hartford School District","""0430011""","Joseph O. Goodwin School","""0430411""",0,"*",102,161,0,"*",77,363
"East Hartford School District","""0430011""","Robert J. O'Brien School","""0431811""","*",10,152,227,"*","*",34,430
"East Hartford School District","""0430011""","Silver Lane School","""0431211""",0,0,90,154,0,"*","*",276
"East Hartford School District","""0430011""","Stevens Alternate High School","""0436411""",0,"*",30,45,0,"*",10,87
"East Hartford School District","""0430011""","Sunset Ridge Middle School","""0432411""","*",10,98,131,0,"*",66,307
"East Hartford School District","""0430011""","Woodland School","""0439011""",0,"*",63,79,0,"*",25,170
"East Haven School District","""0440011""","Carbone School/East Haven Academy","""0441711""",0,13,9,52,0,8,271,353
"East Haven School District","""0440011""","Deer Run School","""0440111""",0,14,13,44,"*","*",172,253
"East Haven School District","""0440011""","Dominick H. Ferrara School","""0441311""",0,"*",8,48,0,"*",123,192
"East Haven School District","""0440011""","East Haven High School","""0446111""","*",37,26,201,"*",12,642,921
"East Haven School District","""0440011""","Grove J. Tuttle School","""0441011""","*",7,9,94,0,"*",161,274
"East Haven School District","""0440011""","Joseph Melillo Middle School","""0445111""","*",25,25,141,0,"*",356,557
"East Haven School District","""0440011""","Momauguin School","""0440711""",0,6,14,97,0,6,168,291
"East Haven School District","""0440011""","Overbrook Elementary School","""0441811""",0,"*","*",40,0,9,70,130
"East Lyme School District","""0450011""","Abilities in Motion (AIM) Program","""0450511""",0,"*","*","*",0,0,10,13
"East Lyme School District","""0450011""","Coastal Connections","""0450611""",0,0,"*",0,0,0,"*",22
"East Lyme School District","""0450011""","East Lyme High School","""0456111""","*",91,31,40,"*",17,837,1019
"East Lyme School District","""0450011""","East Lyme Middle School","""0455111""","*",94,13,57,"*",35,630,832
"East Lyme School District","""0450011""","Flanders School","""0450111""",0,32,"*",27,0,"*",291,363
"East Lyme School District","""0450011""","Integrated Preschool","""0458011""",0,"*",0,"*",0,0,45,50
"East Lyme School District","""0450011""","Lillie B. Haynes School","""0450411""","*",27,"*",24,0,12,231,305
"East Lyme School District","""0450011""","Medically Fragile Program (WAVES)","""0450711""",0,0,0,0,0,0,"*","*"
"East Lyme School District","""0450011""","Niantic Center School","""0450211""",0,"*","*",16,0,11,136,169
"East Windsor School District","""0470011""","Broad Brook Elementary School","""0470111""","*",29,39,85,0,"*",255,430
"East Windsor School District","""0470011""","East Windsor High School","""0476111""",0,9,34,49,0,14,197,303
"East Windsor School District","""0470011""","East Windsor Middle School","""0475411""","*","*",40,58,0,12,183,303
"East Windsor School District","""0470011""","East Windsor Transition Program","""0470411""",0,0,0,0,0,0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Arts at the Capitol Theater Magnet School (ACT)","""2536014""","*","*",9,25,0,7,78,121
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","EastConn Special Education","""2539014""","*","*","*",13,0,7,100,128
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","""2530014""","Quinebaug Middle College","""2536114""",0,0,"*",31,0,"*",125,164
"Eastford School District","""0390011""","Eastford Elementary School","""0390111""",0,"*","*",10,0,8,123,143
"Easton School District","""0460011""","Helen Keller Middle School","""0465111""","*",20,"*",19,0,10,267,318
"Easton School District","""0460011""","Samuel Staples Elementary School","""0460111""",0,30,"*",33,"*",21,473,563
"EdAdvance","""2420014""","EdAdvance Headstart","""2428014""",0,"*","*",53,"*","*",145,213
"EdAdvance","""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","""2429014""",0,0,"*","*",0,0,"*",6
"Ellington School District","""0480011""","Center School","""0480111""",0,14,18,16,0,7,375,430
"Ellington School District","""0480011""","Crystal Lake School","""0480211""",0,"*",7,14,0,"*",208,237
"Ellington School District","""0480011""","Ellington High School","""0486111""","*",34,34,29,0,"*",660,778
"Ellington School District","""0480011""","Ellington Middle School","""0485111""",0,31,13,22,0,13,359,438
"Ellington School District","""0480011""","Windermere School","""0480611""","*",160,39,35,0,"*",501,761
"Elm City College Preparatory School District","""2890013""","Elm City College Preparatory School","""2890113""","*","*",528,177,0,9,10,726
"Elm City Montessori School District","""2910013""","Elm City Montessori School","""2910113""",0,"*",59,45,0,"*",32,140
"Enfield School District","""0490011""","EPS Integrated Pre-Kindergarten","""0492211""",0,"*","*","*",0,0,70,76
"Enfield School District","""0490011""","EPS PK STEAM Academy","""0491011""",0,"*",9,15,0,"*",21,50
"Enfield School District","""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","""0490511""",0,0,0,"*",0,0,"*","*"
"Enfield School District","""0490011""","Edgar H. Parkman School","""0491311""","*",10,"*",51,0,12,242,325
"Enfield School District","""0490011""","Eli Whitney - Intermediate Adaptive Learning (IAL)","""0491411""",0,"*",0,0,0,0,"*","*"
"Enfield School District","""0490011""","Eli Whitney School","""0491611""","*","*",26,56,0,20,284,397
"Enfield School District","""0490011""","Enfield High School","""0496111""","*",40,101,172,"*",67,1140,1530
"Enfield School District","""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","""0490311""",0,0,0,"*",0,0,"*",8
"Enfield School District","""0490011""","Enfield Street School","""0490211""",0,12,11,44,0,13,208,288
"Enfield School District","""0490011""","Enfield Transitional Learning Academy","""0499011""",0,0,"*","*",0,0,8,10
"Enfield School District","""0490011""","Hazardville Memorial School","""0490411""","*",10,31,44,0,"*",189,278
"Enfield School District","""0490011""","Head Start Program","""0498011""",0,"*","*",28,"*",9,59,104
"Enfield School District","""0490011""","Henry Barnard - Educational Counseling Program (ECP)","""0490611""",0,0,0,"*",0,0,"*","*"
"Enfield School District","""0490011""","Henry Barnard School","""0491811""","*",28,22,61,0,"*",247,381
"Enfield School District","""0490011""","John F. Kennedy Middle School","""0495211""","*",38,63,155,"*",62,795,1126
"Enfield School District","""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","""0490811""",0,0,0,0,0,0,6,6
"Enfield School District","""0490011""","Nathan Hale School","""0491111""",0,"*",18,21,0,"*",180,231
"Enfield School District","""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","""0490711""",0,0,"*",0,0,"*","*",8
"Enfield School District","""0490011""","Prudence Crandall School","""0491511""",0,11,26,65,0,21,276,399
"Essex School District","""0500011""","Essex Elementary School","""0500111""",0,"*","*",30,0,16,313,368
"Explorations District","""2720013""","Explorations","""2726113""",0,0,"*",13,0,"*",75,92
"Fairfield School District","""0510011""","Burr Elementary School","""0510211""",0,25,8,29,0,28,323,413
"Fairfield School District","""0510011""","Dwight Elementary School","""0510111""",0,16,9,21,0,14,277,337
"Fairfield School District","""0510011""","Early Childhood Center","""0518011""",0,8,"*",24,0,"*",85,127
"Fairfield School District","""0510011""","Fairfield Ludlowe High School","""0516011""","*",80,"*",113,0,28,1247,1495
"Fairfield School District","""0510011""","Fairfield School/Community Partnership","""0510511""",0,0,"*","*",0,"*",15,18
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""","*",98,"*",188,0,51,1111,1498
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""","*",48,"*",89,0,22,713,894
"Fairfield School District","""0510011""","Holland Hill School","""0510411""",0,30,9,95,0,19,251,404
"Fairfield School District","""0510011""","Jennings School","""0511711""",0,16,8,27,0,14,252,317
"Fairfield School District","""0510011""","McKinley School","""0510611""",0,50,22,139,0,28,210,449
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",0,28,8,19,0,17,312,384
"Fairfield School District","""0510011""","North Stratfield School","""0511611""",0,28,7,47,0,16,299,397
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""",0,27,9,15,0,17,377,445
"Fairfield School District","""0510011""","Riverfield School","""0511211""",0,23,"*",21,0,"*",366,425
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""",0,38,"*",52,0,"*",657,773
"Fairfield School District","""0510011""","Sherman School","""0511311""","*",12,"*",25,0,21,422,484
"Fairfield School District","""0510011""","Stratfield School","""0511411""",0,26,"*",33,"*",22,332,419
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""",0,42,"*",95,"*",28,503,684
"Fairfield School District","""0510011""","Walter Fitzgerald Campus","""0510311""",0,0,"*","*",0,0,24,28
"Farmington School District","""0520011""","East Farms School","""0520411""",0,129,32,34,0,19,235,449
"Farmington School District","""0520011""","Farmington Alternative High School","""0520611""",0,0,"*","*",0,0,"*","*"
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""",0,17,8,8,0,8,71,112
"Farmington School District","""0520011""","Farmington High School","""0526111""","*",206,73,72,0,"*",819,1184
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""","*",118,23,36,0,"*",487,674
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",0,95,17,29,0,13,215,369
"Farmington School District","""0520011""","Union School","""0520111""",0,49,16,39,0,15,191,310
"Farmington School District","""0520011""","West District School","""0520311""","*",59,16,30,0,"*",192,309
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""",0,149,26,48,0,10,418,651
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""","*","*",0,6,0,6,145,162
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""","*",69,"*",37,0,29,312,456
"Glastonbury School District","""0540011""","Eastbury School","""0540311""","*",30,"*",17,0,13,202,266
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""","*",44,"*",36,0,23,355,477
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""","*",202,72,170,"*",71,1470,1991
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""",0,43,13,32,0,15,289,392
"Glastonbury School District","""0540011""","Hopewell School","""0540611""","*",51,"*",31,0,25,270,384
"Glastonbury School District","""0540011""","Links Academy","""0540111""","*",0,"*",6,0,0,14,24
"Glastonbury School District","""0540011""","Links Transition","""0541411""",0,"*","*","*",0,0,12,16
"Glastonbury School District","""0540011""","Naubuc School","""0540711""",0,34,25,68,0,31,193,351
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""",0,29,14,58,0,32,423,556
"Glastonbury School District","""0540011""","PreK-Eastbury","""0540511""",0,"*","*","*",0,"*",23,30
"Glastonbury School District","""0540011""","PreK-Nayaug","""0541011""",0,"*",0,"*",0,0,13,20
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""","*",105,26,67,"*",44,764,1010
"Granby School District","""0560011""","Granby Memorial High School","""0566111""","*","*",30,31,0,21,562,658
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""",0,"*",19,"*",0,16,384,435
"Granby School District","""0560011""","Kelly Lane Primary School","""0560411""","*","*",24,11,0,10,339,392
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""","*","*",22,10,0,12,335,389
"Great Oaks Charter School District","""2940013""","Great Oaks Charter School","""2940113""",0,"*",151,152,"*","*",12,324
"Greenwich School District","""0570011""","Central Middle School","""0575111""","*",54,17,102,"*",24,359,558
"Greenwich School District","""0570011""","Community Connections","""0571211""",0,0,"*","*",0,0,"*",7
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",0,48,"*",86,0,"*",280,446
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""","*",79,"*",107,"*",23,630,846
"Greenwich School District","""0570011""","Glenville School","""0570411""","*",48,"*",61,0,23,301,444
"Greenwich School District","""0570011""","Greenwich Alternative High School","""0571411""",0,0,"*",11,0,0,"*",22
"Greenwich School District","""0570011""","Greenwich High School","""0576111""","*",202,86,507,"*",72,1754,2625
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""","*",19,39,203,0,"*",123,397
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",0,79,14,47,0,32,211,383
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""","*",20,"*",115,0,25,159,330
"Greenwich School District","""0570011""","New Lebanon School","""0570611""","*",14,12,170,0,"*",53,257
"Greenwich School District","""0570011""","North Mianus School","""0570711""",0,91,"*",82,"*",23,297,496
"Greenwich School District","""0570011""","North Street School","""0570811""","*",28,"*",51,0,34,299,423
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",0,12,0,42,0,30,351,435
"Greenwich School District","""0570011""","Parkway School","""0571111""",0,13,"*",26,0,"*",212,260
"Greenwich School District","""0570011""","Riverside School","""0571011""",0,31,0,84,0,14,339,468
"Greenwich School District","""0570011""","Western Middle School","""0575311""",0,28,29,207,0,16,278,558
"Griswold School District","""0580011""","Griswold Alternative School","""0580111""",0,0,0,"*",0,"*",10,13
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""","*","*",15,62,0,63,562,719
"Griswold School District","""0580011""","Griswold High School","""0586211""","*",16,21,39,"*",16,469,568
"Griswold School District","""0580011""","Griswold Middle School","""0585111""",9,"*",15,38,"*",37,431,538
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""","*",37,28,60,"*",32,333,497
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",0,"*",37,121,"*",48,134,377
"Groton School District","""0590011""","Charles Barnum School","""0591811""","*",17,26,56,"*",29,244,375
"Groton School District","""0590011""","Claude Chester School","""0590311""","*",23,30,105,"*",52,85,298
"Groton School District","""0590011""","Mary Morrisson School","""0591711""","*","*",33,72,0,40,188,363
"Groton School District","""0590011""","New Beginnings Alternative Program","""0590211""","*",0,"*","*",0,"*",15,24
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""","*",25,"*",43,"*",28,286,390
"Groton School District","""0590011""","Pleasant Valley School","""0591211""",0,13,21,60,0,36,171,301
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""",13,76,97,180,6,74,607,1053
"Groton School District","""0590011""","S. B. Butler School","""0590111""","*",10,11,42,"*",31,188,286
"Groton School District","""0590011""","Transition Academy","""0591011""",0,"*","*","*",0,0,"*",9
"Groton School District","""0590011""","Virtual Learning Academy","""0590611""",0,0,0,0,0,0,"*","*"
"Groton School District","""0590011""","West Side Middle School","""0595211""","*",26,52,119,"*",34,219,456
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""","*",29,11,40,"*",26,468,577
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",0,"*","*",14,0,17,243,289
"Guilford School District","""0600011""","Calvin Leete School","""0600411""",0,"*","*",14,0,9,207,240
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""",0,25,"*",37,0,"*",451,535
"Guilford School District","""0600011""","Guilford High School","""0606111""",0,41,"*",70,"*",29,967,1123
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""",0,20,6,21,0,14,246,307
"Guilford School District","""0600011""","Melissa Jones School","""0600311""",0,8,"*",18,"*",12,271,316
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""",0,20,37,29,0,7,44,137
"Hamden School District","""0620011""","Bear Path School","""0621211""",0,34,47,75,0,32,257,445
"Hamden School District","""0620011""","Church Street School","""0620211""","*","*",137,112,0,18,38,319
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""",0,22,89,63,0,23,102,299
"Hamden School District","""0620011""","Hamden Collaborative Learning Center","""0620511""","*",0,24,7,0,"*",7,41
"Hamden School District","""0620011""","Hamden High School","""0626111""","*",113,521,268,0,"*",596,1557
"Hamden School District","""0620011""","Hamden Middle School","""0625211""",0,68,211,157,0,41,335,812
"Hamden School District","""0620011""","Hamden Transition Academy @ SCSU (AACPB)","""0620611""",0,"*","*","*",0,"*","*",11
"Hamden School District","""0620011""","Helen Street School","""0620411""",0,15,143,129,0,16,44,347
"Hamden School District","""0620011""","Ridge Hill School","""0621111""",0,30,103,99,0,17,87,336
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""","*",70,109,54,0,"*",73,321
"Hamden School District","""0620011""","Spring Glen School","""0621011""",0,"*",79,30,"*",26,286,432
"Hamden School District","""0620011""","West Woods School","""0621411""","*",67,56,30,"*",18,199,372
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""",0,0,"*","*",0,6,95,105
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""","*",19,107,468,"*","*",29,634
"Hartford School District","""0640011""","Autism Program - Burr School","""0648611""",0,0,"*","*",0,0,0,9
"Hartford School District","""0640011""","Autism Program - Hooker School","""0644311""",0,0,"*","*",0,0,0,6
"Hartford School District","""0640011""","Autism Program - Naylor School","""0645711""",0,0,"*",19,0,0,"*",26
"Hartford School District","""0640011""","Autism Program - Rawson School","""0644411""",0,"*",14,28,0,0,"*",45
"Hartford School District","""0640011""","Autism Program - Simpson-Waverly School","""0649311""",0,"*","*",7,0,"*",0,11
"Hartford School District","""0640011""","Batchelder School","""0640411""",0,"*",86,326,0,"*",14,433
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""",0,71,67,120,"*","*",31,299
"Hartford School District","""0640011""","Betances STEM Magnet School","""0643811""","*",35,81,194,"*",13,49,375
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""","*",19,131,65,0,"*",32,266
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""","*",24,77,174,0,"*",69,360
"Hartford School District","""0640011""","Bulkeley High School","""0647111""","*",30,200,427,"*","*",25,688
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""","*",17,62,409,"*","*","*",496
"Hartford School District","""0640011""","Burr School","""0642311""","*",24,80,486,0,"*",21,616
"Hartford School District","""0640011""","Capital Community College Magnet Academy","""0643911""",0,"*",20,25,0,"*",8,57
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""",0,14,318,125,0,21,78,556
"Hartford School District","""0640011""","Classical Magnet School","""0646411""",0,"*",220,189,"*",25,110,560
"Hartford School District","""0640011""","Culinary Arts Academy at Weaver High School","""0646011""",0,0,74,92,0,"*","*",168
"Hartford School District","""0640011""","DDP - Simpson-Waverly School","""0649411""",0,0,"*","*",0,0,0,10
"Hartford School District","""0640011""","EDP - Bulkeley High School","""0648311""",0,0,"*","*",0,0,0,13
"Hartford School District","""0640011""","EDP - HPHS Engineering and Green Technology Academy","""0648211""",0,0,11,20,0,0,0,31
"Hartford School District","""0640011""","EDP - M.D. Fox School","""0645911""",0,0,10,23,0,"*","*",35
"Hartford School District","""0640011""","EDP - West Middle School","""0644611""",0,0,"*","*",0,0,0,15
"Hartford School District","""0640011""","Early Childhood Development Center (ECDC)","""0644111""",0,0,"*","*",0,0,0,16
"Hartford School District","""0640011""","Environmental Sciences Magnet at Hooker School","""0640911""","*",32,61,341,0,"*",157,610
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""",0,"*",69,408,0,"*",19,501
"Hartford School District","""0640011""","Global Communications Academy","""0643611""",0,"*",384,221,"*","*","*",617
"Hartford School District","""0640011""","Great Path Academy at MCC","""0647911""",0,8,90,89,"*","*",79,272
"Hartford School District","""0640011""","HPHS Engineering and Green Technology Academy","""0647211""",0,12,130,190,0,6,8,346
"Hartford School District","""0640011""","HPHS Law and Government Academy","""0647411""",0,10,125,169,0,"*","*",314
"Hartford School District","""0640011""","HPHS Nursing and Health Sciences Academy","""0647511""",0,10,135,226,0,"*","*",383
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""","*","*",253,487,0,45,193,1024
"Hartford School District","""0640011""","Hartford PreKindergarten Magnet School","""0641311""",0,45,40,46,0,7,19,157
"Hartford School District","""0640011""","High School, Inc.","""0647611""","*",0,96,138,0,"*",0,236
"Hartford School District","""0640011""","High Step Transition","""0648411""",0,0,"*",9,0,0,"*",17
"Hartford School District","""0640011""","Journalism and Media Academy Magnet School","""0647711""",0,"*",119,51,0,"*",14,190
"Hartford School District","""0640011""","Kennelly School","""0641011""","*","*",84,444,"*","*",13,557
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""","*","*",209,424,0,41,216,913
"Hartford School District","""0640011""","LC - Breakthrough II School","""0649511""",0,0,"*","*",0,0,0,8
"Hartford School District","""0640011""","LC - Burns School","""0649611""",0,0,0,"*",0,0,0,"*"
"Hartford School District","""0640011""","LC - Moylan School","""0649811""",0,0,0,6,0,0,0,6
"Hartford School District","""0640011""","M. D. Fox School","""0640811""","*",41,79,515,0,"*",9,647
"Hartford School District","""0640011""","M. L. King, Jr. School","""0641611""","*","*",196,77,0,13,"*",294
"Hartford School District","""0640011""","MDP - Batchelder School","""0644811""",0,0,"*",10,0,"*",0,19
"Hartford School District","""0640011""","MDP - Bulkeley High School","""0645011""",0,"*","*",13,0,0,0,24
"Hartford School District","""0640011""","MDP - HPHS Law and Government Academy","""0644911""",0,"*",14,32,0,0,"*",48
"Hartford School District","""0640011""","MDP - Moylan School","""0648511""",0,0,"*","*",0,0,0,9
"Hartford School District","""0640011""","McDonough Middle School","""0641211""",0,"*",27,230,0,"*","*",261
"Hartford School District","""0640011""","Milner School","""0641911""","*",0,126,151,"*","*",8,292
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""","*",36,128,58,0,"*",99,336
"Hartford School District","""0640011""","Montessori Magnet at Moylan School","""0640511""","*",14,55,147,"*",9,76,304
"Hartford School District","""0640011""","Naylor/CCSU Leadership Academy","""0641411""","*",19,52,436,"*","*",124,636
"Hartford School District","""0640011""","Parkville Community School","""0641511""",0,"*",52,439,"*",0,29,534
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""","*","*",139,157,0,11,110,421
"Hartford School District","""0640011""","Rawson School","""0641711""","*","*",295,75,"*","*",7,383
"Hartford School District","""0640011""","Renzulli Gifted and Talented Academy","""0644011""","*",9,54,52,0,"*",9,131
"Hartford School District","""0640011""","SAND School","""0640111""","*","*",121,234,0,"*","*",362
"Hartford School District","""0640011""","STEM Magnet at Fisher School","""0642511""",0,68,146,55,"*","*",81,366
"Hartford School District","""0640011""","Sanchez School","""0643011""",0,"*",35,348,0,"*",7,396
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""",0,0,171,138,"*","*","*",314
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""",0,"*",146,322,"*",28,185,709
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""","*",43,170,71,0,"*",122,431
"Hartford School District","""0640011""","Webster Micro Society Magnet School","""0642011""","*",33,289,171,0,"*",116,633
"Hartford School District","""0640011""","West Middle School","""0642111""",0,38,188,212,"*","*",8,449
"Hartford School District","""0640011""","Wish Museum School","""0642211""","*","*",184,235,0,"*","*",429
"Hartland School District","""0650011""","Hartland School","""0650111""","*","*","*","*","*","*",171,189
"Hebron School District","""0670011""","Gilead Hill School","""0670211""","*","*","*",13,0,"*",282,306
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""",0,"*","*",29,0,11,352,399
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""",0,0,479,15,0,"*","*",502
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""","*",44,"*",46,0,31,180,330
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""","*","*",63,129,"*",17,51,270
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""",0,8,711,29,0,"*","*",753
"Kent School District","""0680011""","Kent Center School","""0680111""",0,"*",0,21,0,"*",197,235
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""","*",6,8,"*",0,"*",111,133
"Killingly School District","""0690011""","Killingly Alternative Learning Program","""0690611""","*",0,"*",0,0,"*",14,17
"Killingly School District","""0690011""","Killingly Central School","""0690111""",10,10,17,"*",0,"*",324,369
"Killingly School District","""0690011""","Killingly High School","""0696111""","*","*",18,313,0,32,440,823
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""",9,19,11,130,0,43,471,683
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""","*",23,"*",0,0,32,419,493
"Learn","""2450014""","Connecticut River Academy","""2456014""",0,14,98,214,"*","*",114,454
"Learn","""2450014""","Dual Language & Arts Magnet Middle School","""2455014""",0,"*","*",59,0,17,53,147
"Learn","""2450014""","Learn ABA Program at Center School","""2451214""",0,"*","*","*",0,"*","*",8
"Learn","""2450014""","Learn Haynes Elementary Intensive Program","""2451114""",0,"*","*","*",0,"*","*",16
"Learn","""2450014""","Learn High School ABA","""2450614""",0,"*",0,"*",0,"*","*","*"
"Learn","""2450014""","Learn Ledyard RICHES Program","""2450714""",0,0,"*",0,0,0,"*","*"
"Learn","""2450014""","Learn Pathways Program","""2450514""",0,0,0,"*",0,"*","*","*"
"Learn","""2450014""","Learn SAILS Middle School Program","""2450814""",0,0,"*","*",0,0,"*","*"
"Learn","""2450014""","Learn SAILS Program at Salem","""2451014""",0,0,"*","*",0,"*","*",6
"Learn","""2450014""","Learn STS 18-21 Year Old Program","""2450414""",0,0,0,0,0,0,"*","*"
"Learn","""2450014""","Marine Science Magnet High School of Southeastern Connecticut","""2456114""","*",6,10,47,"*",22,182,271
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""","*",18,64,185,"*",72,192,535
"Learn","""2450014""","Riverside Magnet School at Goodwin College","""2450314""","*",7,104,161,"*",30,90,394
"Learn","""2450014""","The Friendship School","""2450214""","*",15,43,167,"*",41,234,505
"Learn","""2450014""","Three Rivers Middle College Magnet School","""2456214""",0,"*",11,16,0,"*",32,67
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""",6,8,10,20,"*","*",305,352
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""","*",6,"*",19,"*","*",260,295
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""","*","*","*",14,"*","*",336,364
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""",0,"*",11,16,"*",11,167,215
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""",22,"*",13,37,"*",42,213,335
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""","*","*",9,41,0,16,211,284
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",20,16,"*",40,"*",25,286,402
"Ledyard School District","""0720011""","Ledyard High School","""0726111""",21,36,55,83,0,16,586,797
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""",19,12,27,26,0,15,233,332
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""","*",7,7,31,"*",26,318,393
"Litchfield School District","""0740011""","Center School","""0740211""",0,"*","*",19,0,"*",265,296
"Litchfield School District","""0740011""","Litchfield High School","""0746111""",0,"*","*",15,"*","*",264,292
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""",0,"*",0,7,"*","*",169,188
"Litchfield School District","""0740011""","Litchfield Middle School","""0746011""",0,"*",0,7,"*","*",147,160
