"Student Counts by School and Race"
"All Districts, All Schools"
"2011-12"

"",,,,"Race",,,,,,,
"Elm City College Preparatory School District","""2890013""","Elm City College Preparatory School","""2890113""","*","*",469,115,0,7,"*",600
"Enfield School District","""0490011""","Edgar H. Parkman School","""0491311""","*","*",27,33,"*",19,317,401
"Enfield School District","""0490011""","Eli Whitney School","""0491611""",0,"*",26,54,"*",22,303,416
"Enfield School District","""0490011""","Enfield High School","""0496111""","*","*",61,51,0,13,610,744
"Enfield School District","""0490011""","Enfield Street School","""0490211""","*","*",13,33,"*",15,232,300
"Enfield School District","""0490011""","Enfield Transitional Learning Academy","""0499011""",0,0,"*",0,0,"*",8,10
"Enfield School District","""0490011""","Enrico Fermi High School","""0496211""","*","*",56,53,0,28,905,1058
"Enfield School District","""0490011""","Hazardville Memorial School","""0490411""","*","*",21,56,0,18,254,366
"Enfield School District","""0490011""","Head Start Program","""0498011""",0,"*",12,31,0,"*",48,104
"Enfield School District","""0490011""","Henry Barnard School","""0491811""","*",9,17,44,"*",24,263,362
"Enfield School District","""0490011""","John F. Kennedy Middle School","""0495211""","*",26,81,108,"*",52,924,1201
"Enfield School District","""0490011""","Nathan Hale School","""0491111""","*","*",9,14,0,14,214,258
"Enfield School District","""0490011""","Prudence Crandall School","""0491511""","*","*",25,52,0,26,307,433
"Essex School District","""0500011""","Essex Elementary School","""0500111""",0,17,"*",15,0,"*",508,558
"Explorations District","""2720013""","Explorations","""2726113""",0,"*","*",6,0,0,66,74
"Fairfield School District","""0510011""","Burr Elementary School","""0510211""","*",22,"*",17,0,23,372,443
"Fairfield School District","""0510011""","Dwight Elementary School","""0510111""",0,19,"*",15,0,"*",247,291
"Fairfield School District","""0510011""","Early Childhood Center","""0518011""",0,16,"*",15,0,"*",92,130
"Fairfield School District","""0510011""","Fairfield Ludlowe High School","""0516011""","*",59,26,101,"*",29,1314,1537
"Fairfield School District","""0510011""","Fairfield Warde High School","""0516211""","*",77,51,166,"*",47,1006,1353
"Fairfield School District","""0510011""","Fairfield Woods Middle School","""0515211""",0,36,15,48,0,18,652,769
"Fairfield School District","""0510011""","Holland Hill School","""0510411""",0,29,8,60,0,7,248,352
"Fairfield School District","""0510011""","Jennings School","""0511711""",0,21,14,40,0,9,277,361
"Fairfield School District","""0510011""","McKinley School","""0510611""","*",49,28,98,0,"*",247,453
"Fairfield School District","""0510011""","Mill Hill School","""0510711""",0,21,"*",34,0,"*",386,459
"Fairfield School District","""0510011""","North Stratfield School","""0511611""",0,25,"*",44,0,"*",397,485
"Fairfield School District","""0510011""","Osborn Hill School","""0511811""",0,27,"*",9,0,"*",496,542
"Fairfield School District","""0510011""","Riverfield School","""0511211""","*",13,"*",15,0,13,365,419
"Fairfield School District","""0510011""","Roger Ludlowe Middle School","""0515311""","*",40,30,70,0,"*",839,997
"Fairfield School District","""0510011""","Sherman School","""0511311""",0,17,"*",27,0,"*",394,456
"Fairfield School District","""0510011""","Stratfield School","""0511411""","*",21,"*",39,0,15,429,511
"Fairfield School District","""0510011""","Tomlinson Middle School","""0515111""","*",31,"*",78,0,16,614,756
"Farmington School District","""0520011""","East Farms School","""0520411""",0,95,"*",23,0,"*",329,464
"Farmington School District","""0520011""","Farmington Collaborative PK","""0528011""","*",15,"*","*",0,0,47,69
"Farmington School District","""0520011""","Farmington High School","""0526111""","*",138,66,61,0,"*",1025,1293
"Farmington School District","""0520011""","Irving A. Robbins Middle School","""0525111""","*",77,46,32,0,"*",492,652
"Farmington School District","""0520011""","Noah Wallace School","""0520211""",0,62,"*",20,0,"*",244,341
"Farmington School District","""0520011""","Union School","""0520111""","*",29,22,16,0,"*",238,307
"Farmington School District","""0520011""","West District School","""0520311""","*",56,9,16,0,"*",264,347
"Farmington School District","""0520011""","West Woods Upper Elementary School","""0520511""",0,80,30,32,0,0,433,575
"Franklin School District","""0530011""","Franklin Elementary School","""0530111""","*","*",0,14,"*","*",179,204
"Glastonbury School District","""0540011""","Buttonball Lane School","""0540211""",0,47,"*",38,0,"*",427,545
"Glastonbury School District","""0540011""","Eastbury School","""0540311""",0,32,6,14,0,13,255,320
"Glastonbury School District","""0540011""","Gideon Welles School","""0540811""","*",59,"*",36,0,15,382,506
"Glastonbury School District","""0540011""","Glastonbury High School","""0546111""",6,161,78,148,0,39,1772,2204
"Glastonbury School District","""0540011""","Hebron Avenue School","""0540411""","*",33,9,8,0,"*",408,466
"Glastonbury School District","""0540011""","Hopewell School","""0540611""","*",57,"*",22,"*",20,376,481
"Glastonbury School District","""0540011""","Naubuc School","""0540711""",0,49,24,82,"*","*",271,451
"Glastonbury School District","""0540011""","Nayaug Elementary School","""0540911""",0,27,19,33,0,27,540,646
"Glastonbury School District","""0540011""","Smith Middle School","""0545211""",0,102,34,75,"*","*",838,1076
"Granby School District","""0560011""","Frank M. Kearns Primary School","""0560111""","*","*",17,8,0,13,351,392
"Granby School District","""0560011""","Granby Memorial High School","""0566111""","*","*",20,21,0,8,698,756
"Granby School District","""0560011""","Granby Memorial Middle School","""0565111""","*","*",12,14,0,6,320,356
"Granby School District","""0560011""","Kelly Lane Primary School","""0560411""","*","*",17,12,0,13,279,327
"Granby School District","""0560011""","Wells Road Intermediate School","""0560311""",0,6,15,13,0,14,279,327
"Greenwich School District","""0570011""","Central Middle School","""0575111""",0,55,23,78,0,18,430,604
"Greenwich School District","""0570011""","Cos Cob School","""0570211""",0,47,7,57,0,18,273,402
"Greenwich School District","""0570011""","Eastern Middle School","""0575211""","*",66,"*",85,0,14,603,774
"Greenwich School District","""0570011""","Glenville School","""0570411""",0,40,"*",46,0,"*",288,385
"Greenwich School District","""0570011""","Greenwich High School","""0576111""","*",180,82,416,"*",38,1936,2656
"Greenwich School District","""0570011""","Hamilton Avenue School","""0570511""",0,24,34,179,0,18,158,413
"Greenwich School District","""0570011""","International School At Dundee","""0571311""",0,51,"*",61,"*",16,228,366
"Greenwich School District","""0570011""","Julian Curtiss School","""0570311""",0,41,21,90,0,16,175,343
"Greenwich School District","""0570011""","New Lebanon School","""0570611""",0,"*",26,140,0,"*",83,261
"Greenwich School District","""0570011""","North Mianus School","""0570711""","*",55,"*",51,0,6,344,461
"Greenwich School District","""0570011""","North Street School","""0570811""","*",38,"*",37,0,31,322,438
"Greenwich School District","""0570011""","Old Greenwich School","""0570911""",0,20,"*",28,0,"*",357,428
"Greenwich School District","""0570011""","Parkway School","""0571111""","*",15,0,24,0,"*",224,268
"Greenwich School District","""0570011""","Riverside School","""0571011""",0,34,0,74,0,14,400,522
"Greenwich School District","""0570011""","Western Middle School","""0575311""",0,"*",42,146,0,"*",249,474
"Griswold School District","""0580011""","Griswold Elementary School","""0580311""",14,19,31,39,0,49,575,727
"Griswold School District","""0580011""","Griswold High School","""0586211""",11,11,19,27,"*","*",577,652
"Griswold School District","""0580011""","Griswold Middle School","""0585111""","*",12,21,33,0,"*",509,586
"Groton School District","""0590011""","Carl C. Cutler Middle School","""0595311""","*",23,15,20,0,"*",287,355
"Groton School District","""0590011""","Catherine Kolnaski Magnet School","""0592011""",7,35,97,169,0,34,144,486
"Groton School District","""0590011""","Charles Barnum School","""0591811""","*",21,41,40,0,"*",268,392
"Groton School District","""0590011""","Claude Chester School","""0590311""","*",55,33,79,"*",27,133,334
"Groton School District","""0590011""","Fitch Middle School","""0595111""","*",22,61,64,"*",11,241,407
"Groton School District","""0590011""","Mary Morrisson School","""0591711""",7,"*",37,49,"*",22,251,373
"Groton School District","""0590011""","Northeast Academy Elementary School","""0591911""","*",32,"*",32,0,19,321,425
"Groton School District","""0590011""","Pleasant Valley School","""0591211""","*",25,29,69,"*",27,196,356
"Groton School District","""0590011""","Robert E. Fitch High School","""0596111""","*",87,170,168,"*",30,753,1237
"Groton School District","""0590011""","S. B. Butler School","""0590111""","*","*",20,16,0,14,257,321
"Groton School District","""0590011""","West Side Middle School","""0595211""","*",12,61,68,0,"*",116,268
"Guilford School District","""0600011""","A. Baldwin Middle School","""0600711""",0,26,7,33,0,8,511,585
"Guilford School District","""0600011""","A. W. Cox School","""0600611""",0,"*","*",20,0,23,258,313
"Guilford School District","""0600011""","Calvin Leete School","""0600411""",0,13,"*",10,0,"*",292,327
"Guilford School District","""0600011""","E. C. Adams Middle School","""0605111""","*",18,"*",34,0,11,484,551
"Guilford School District","""0600011""","Guilford High School","""0606111""","*",37,14,53,0,"*",1019,1131
"Guilford School District","""0600011""","Guilford Lakes School","""0600211""","*",12,9,12,0,"*",349,389
"Guilford School District","""0600011""","Melissa Jones School","""0600311""",0,9,"*",39,"*",13,296,360
"Hamden School District","""0620011""","Alice Peck Learning Center","""0628011""",0,"*",30,20,0,"*",31,89
"Hamden School District","""0620011""","Bear Path School","""0621211""",0,45,51,49,0,20,303,468
"Hamden School District","""0620011""","Church Street School","""0620211""",0,20,183,115,0,14,74,406
"Hamden School District","""0620011""","Dunbar Hill School","""0620311""",0,31,122,33,0,14,121,321
"Hamden School District","""0620011""","Hamden High School","""0626111""","*",100,642,263,0,"*",825,1853
"Hamden School District","""0620011""","Hamden Middle School","""0625211""","*",59,314,145,0,"*",368,907
"Hamden School District","""0620011""","Helen Street School","""0620411""","*","*",99,81,0,13,65,267
"Hamden School District","""0620011""","Ridge Hill School","""0621111""",0,25,127,89,0,8,72,321
"Hamden School District","""0620011""","Shepherd Glen School","""0620111""",0,63,113,50,0,10,101,337
"Hamden School District","""0620011""","Spring Glen School","""0621011""",0,9,67,33,0,23,262,394
"Hamden School District","""0620011""","West Woods School","""0621411""","*",72,53,41,0,"*",294,476
"Hampton School District","""0630011""","Hampton Elementary School","""0630111""",0,"*",0,9,0,"*",113,126
"Hartford School District","""0640011""","Asian Studies Academy at Bellizzi School","""0640711""","*","*",94,303,"*",16,28,449
"Hartford School District","""0640011""","Batchelder School","""0640411""","*",13,105,406,"*",17,21,565
"Hartford School District","""0640011""","Betances Early Reading Lab Magnet School","""0642811""",0,13,45,244,0,6,7,315
"Hartford School District","""0640011""","Breakthrough II Magnet School","""0643511""",0,15,100,51,0,"*","*",171
"Hartford School District","""0640011""","Breakthrough Magnet School","""0643311""","*",8,98,151,0,"*",92,355
"Hartford School District","""0640011""","Bulkeley High School","""0647111""","*",15,95,253,"*",10,23,399
"Hartford School District","""0640011""","Bulkeley High School Lower School","""0646111""","*",6,113,390,"*",85,28,625
"Hartford School District","""0640011""","Burns Latino Studies Academy","""0640611""","*","*",76,487,0,10,16,596
"Hartford School District","""0640011""","Burr School","""0642311""","*",14,114,613,"*",23,41,807
"Hartford School District","""0640011""","Capital Preparatory Magnet School","""0646911""",0,14,224,111,0,29,143,521
"Hartford School District","""0640011""","Clark School","""0642411""",0,"*",193,185,0,"*",11,397
"Hartford School District","""0640011""","Classical Magnet School","""0646411""","*",21,293,192,"*",42,164,714
"Hartford School District","""0640011""","Culinary Arts Academy at Weaver High School","""0646011""","*","*",161,115,"*",9,"*",297
"Hartford School District","""0640011""","Dr. Joseph Bellizzi Middle School","""0645311""",0,"*",20,106,0,11,"*",146
"Hartford School District","""0640011""","Environmental Sciences Magnet at Hooker School","""0640911""",0,18,45,195,0,8,92,358
"Hartford School District","""0640011""","Expeditionary Learning Academy at Moylan School","""0643211""","*","*",111,599,0,22,11,749
"Hartford School District","""0640011""","Global Communications Academy","""0643611""","*",0,281,121,0,13,"*",417
"Hartford School District","""0640011""","HPHS Engineering and Green Technology Academy","""0647211""","*",13,148,227,0,33,"*",433
"Hartford School District","""0640011""","HPHS Freshmen Academy","""0647311""",0,7,62,136,0,9,7,221
"Hartford School District","""0640011""","HPHS Law and Government Academy","""0647411""",0,16,145,216,0,"*","*",396
"Hartford School District","""0640011""","HPHS Nursing and Health Sciences Academy","""0647511""","*","*",131,205,0,27,7,378
"Hartford School District","""0640011""","Hartford Magnet Trinity College Academy","""0645411""","*",20,158,323,0,"*",192,716
"Hartford School District","""0640011""","Hartford Transitional Learning Academy (Elementary)","""0649011""",0,0,12,20,0,0,0,32
"Hartford School District","""0640011""","High School, Inc.","""0647611""","*","*",153,118,0,39,8,321
"Hartford School District","""0640011""","Journalism and Media Academy Magnet School","""0647711""",0,"*",191,95,0,15,"*",317
"Hartford School District","""0640011""","Kennelly School","""0641011""",9,8,151,557,0,17,57,799
"Hartford School District","""0640011""","Kinsella Magnet School of Performing Arts","""0641111""","*",8,202,279,"*",20,177,690
"Hartford School District","""0640011""","M. D. Fox School","""0640811""","*",25,96,318,0,"*",23,479
"Hartford School District","""0640011""","M. L. King, Jr. School","""0641611""",0,"*",316,58,0,22,"*",401
"Hartford School District","""0640011""","McDonough Middle School","""0641211""",0,"*",55,373,0,"*",15,451
"Hartford School District","""0640011""","Milner School","""0641911""","*","*",226,169,"*",19,"*",422
"Hartford School District","""0640011""","Montessori Magnet at Fisher School","""0643711""",0,32,95,37,0,11,65,240
"Hartford School District","""0640011""","Naylor/CCSU Leadership Academy","""0641411""","*","*",74,438,0,54,128,704
"Hartford School District","""0640011""","OPPortunity High School","""0647811""",0,0,"*",72,0,"*",0,116
"Hartford School District","""0640011""","Parkville Community School","""0641511""","*","*",71,394,0,14,37,531
"Hartford School District","""0640011""","Pathways Academy of Technology and Design","""0646611""","*","*",141,106,0,7,65,327
"Hartford School District","""0640011""","Rawson School","""0641711""","*","*",388,44,0,15,"*",452
"Hartford School District","""0640011""","Renzulli Gifted and Talented Academy","""0644011""",0,"*",61,35,0,"*","*",105
"Hartford School District","""0640011""","SAND School","""0640111""",0,0,152,306,0,"*","*",471
"Hartford School District","""0640011""","STEM Magnet at Fisher School","""0642511""","*",41,160,42,"*",11,88,344
"Hartford School District","""0640011""","Sanchez School","""0643011""",0,"*",53,410,0,"*","*",469
"Hartford School District","""0640011""","Sarah J Rawson Middle Grades Academy","""0645611""",0,0,176,19,"*","*",0,202
"Hartford School District","""0640011""","Simpson-Waverly School","""0642611""","*","*",245,83,0,15,"*",347
"Hartford School District","""0640011""","Sports and Medical Sciences Academy","""0646511""","*","*",134,288,0,49,154,637
"Hartford School District","""0640011""","University High School of Science and Engineering","""0646711""",0,27,155,92,0,18,97,389
"Hartford School District","""0640011""","Webster Micro Society Magnet School","""0642011""",0,19,228,166,0,25,144,582
"Hartford School District","""0640011""","West Middle School","""0642111""","*",78,295,252,0,15,"*",657
"Hartford School District","""0640011""","Wish Museum School","""0642211""",0,"*",189,178,"*",10,11,392
"Hartland School District","""0650011""","Hartland School","""0650111""","*","*","*","*",0,"*",212,225
"Hebron School District","""0670011""","Gilead Hill School","""0670211""",0,"*","*",17,0,9,372,400
"Hebron School District","""0670011""","Hebron Elementary School","""0670111""",0,"*","*",20,0,12,605,648
"Highville Charter School District","""2860013""","Highville Charter School","""2860113""",0,"*",309,15,0,10,"*",337
"Integrated Day Charter School District","""2640013""","Integrated Day Charter School","""2640113""",0,27,28,43,0,31,201,330
"Interdistrict School for Arts and Comm District","""2650013""","Interdistrict School For Arts And Communication","""2655113""","*","*",44,86,0,9,48,191
"Jumoke Academy District","""2610013""","Jumoke Academy","""2610113""","*",0,469,6,7,"*","*",488
"Kent School District","""0680011""","Kent Center School","""0680111""",0,"*","*",24,0,17,229,278
"Killingly School District","""0690011""","Goodyear Early Childhood Center","""0698011""",6,"*","*",6,0,"*",82,100
"Killingly School District","""0690011""","Killingly Central School","""0690111""","*",8,"*",19,0,29,427,493
"Killingly School District","""0690011""","Killingly High School","""0696111""",12,21,31,26,0,21,711,822
"Killingly School District","""0690011""","Killingly Intermediate School","""0695211""",11,15,18,18,0,53,697,812
"Killingly School District","""0690011""","Killingly Memorial School","""0690311""","*",13,"*",20,0,25,377,449
"Learn","""2450014""","Connecticut River Academy","""2456014""",0,"*",88,82,0,"*",69,246
"Learn","""2450014""","Dual Language & Arts Magnet Middle School","""2455014""","*","*",9,44,0,"*",22,82
"Learn","""2450014""","Learn Special Education","""2459014""",0,"*","*","*",0,0,20,28
"Learn","""2450014""","Marine Science Magnet High School of Southeastern Connecticut","""2456114""","*","*",7,19,0,6,74,110
"Learn","""2450014""","Regional Multicultural Magnet School","""2450114""","*",30,44,167,"*",67,227,539
"Learn","""2450014""","The Friendship School","""2450214""","*",26,75,150,"*",26,230,509
"Lebanon School District","""0710011""","Lebanon Elementary School","""0710111""","*",10,7,25,"*",0,402,452
"Lebanon School District","""0710011""","Lebanon Middle School","""0715111""",11,7,"*",10,0,"*",355,386
"Lebanon School District","""0710011""","Lyman Memorial High School","""0716211""",6,"*","*",11,0,0,421,445
"Ledyard School District","""0720011""","Gales Ferry School","""0720211""","*","*",11,21,0,15,167,224
"Ledyard School District","""0720011""","Gallup Hill School","""0720411""",38,17,25,35,"*","*",229,352
"Ledyard School District","""0720011""","Juliet W. Long School","""0720311""","*",12,12,14,"*","*",223,270
"Ledyard School District","""0720011""","Ledyard Center School","""0720111""",29,21,32,38,"*","*",288,413
"Ledyard School District","""0720011""","Ledyard High School","""0726111""",46,"*",52,70,0,"*",720,934
"Ledyard School District","""0720011""","Ledyard Middle School","""0725111""",19,"*",31,22,0,"*",303,390
"Lisbon School District","""0730011""","Community Connection - The Big Picture High School","""0736011""",0,0,0,"*",0,0,"*",24
"Lisbon School District","""0730011""","Lisbon Central School","""0730111""","*",9,"*",20,"*",34,386,453
"Litchfield School District","""0740011""","Center School","""0740211""",0,"*","*",13,8,"*",285,316
"Litchfield School District","""0740011""","Litchfield High School","""0746111""","*",9,"*",17,0,"*",510,543
"Litchfield School District","""0740011""","Litchfield Intermediate School","""0740311""",0,"*","*",7,"*","*",241,263
"Madison School District","""0760011""","Daniel Hand High School","""0766111""",0,40,"*",22,"*",19,1161,1257
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""","*",20,"*",11,0,9,498,541
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""",0,11,"*",9,0,"*",261,285
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""",0,"*","*",20,0,13,430,473
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""",0,15,"*","*",0,6,227,250
"Madison School District","""0760011""","Town Campus Learning Center","""0769011""","*","*","*","*",0,0,34,40
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""","*",24,"*",13,"*",10,551,605
"Manchester School District","""0770011""","Nathan Hale School","""0770911""","*",8,103,100,"*","*",70,287
"Manchester School District","""0770011""","Bowers School","""0770111""","*","*",58,108,0,31,184,401
"Manchester School District","""0770011""","Buckley School","""0770311""","*",36,31,65,0,"*",276,438
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""","*",26,86,81,0,"*",196,411
"Manchester School District","""0770011""","Illing Middle School","""0775311""","*",45,180,223,0,"*",344,836
"Manchester School District","""0770011""","Keeney School","""0770611""",0,28,37,53,0,22,187,327
"Manchester School District","""0770011""","Manchester High School","""0776111""",7,104,390,370,0,22,886,1779
"Manchester School District","""0770011""","Manchester Preschool Center","""0778011""","*",15,52,56,0,"*",59,194
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""","*",0,26,22,0,"*",42,93
"Manchester School District","""0770011""","Manchester Transition Center","""0779111""",0,0,"*","*",0,0,"*",9
"Manchester School District","""0770011""","Martin School","""0771611""",0,"*",35,38,0,"*",157,252
"Manchester School District","""0770011""","Robertson School","""0771011""","*",84,121,86,0,"*",66,375
"Manchester School District","""0770011""","Verplanck School","""0771211""","*",41,108,139,0,"*",56,358
"Manchester School District","""0770011""","Waddell School","""0771311""","*",55,56,69,0,"*",133,343
"Manchester School District","""0770011""","Washington School","""0771411""",0,13,83,106,0,32,68,302
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""",0,26,"*",18,0,"*",209,269
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""",0,34,"*",23,0,"*",158,223
"Mansfield School District","""0780011""","Mansfield Middle School","""0785111""",0,43,"*",66,"*",27,424,575
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""",0,16,9,39,0,14,179,257
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""",0,20,"*",32,0,"*",598,672
"Meriden School District","""0800011""","Nathan Hale School","""0800711""","*",20,60,277,"*",10,231,608
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""",6,17,53,197,0,8,214,495
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""","*",31,102,370,"*",14,183,705
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""","*",17,177,581,"*",22,457,1259
"Meriden School District","""0800011""","Hanover School","""0800311""","*",18,31,183,"*",8,277,521
"Meriden School District","""0800011""","Israel Putnam School","""0800411""",6,23,70,266,"*","*",167,538
"Meriden School District","""0800011""","John Barry School","""0800511""","*",23,64,310,"*",6,102,510
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""","*",10,83,349,"*",14,259,723
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""",0,20,172,489,6,24,389,1100
"Meriden School District","""0800011""","Roger Sherman School","""0800811""",6,17,55,307,0,10,135,530
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""","*",34,16,173,"*","*",193,427
"Meriden School District","""0800011""","Washington Middle School","""0805411""","*",16,119,407,"*",13,270,836
"Middletown School District","""0830011""","Bielefield School","""0830211""",0,13,79,67,0,19,155,333
"Middletown School District","""0830011""","Farm Hill School","""0830511""",0,12,69,82,0,20,169,352
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""","*",14,77,47,0,"*",200,348
"Middletown School District","""0830011""","Lawrence School","""0831311""","*",52,61,44,0,"*",175,350
"Middletown School District","""0830011""","MacDonough School","""0830911""","*","*",82,85,0,14,75,262
"Middletown School District","""0830011""","Middletown High School","""0836211""","*",72,313,172,0,"*",730,1314
"Middletown School District","""0830011""","Moody School","""0831211""","*",20,40,33,0,"*",227,338
"Middletown School District","""0830011""","Snow School","""0831111""",0,25,79,55,0,15,194,368
"Middletown School District","""0830011""","Spencer School","""0830111""",0,12,54,47,0,12,210,335
"Middletown School District","""0830011""","Transition to Life Center","""0839111""",0,"*","*",0,0,0,"*",7
"Middletown School District","""0830011""","Wesley School","""0831411""",0,"*",64,34,"*",16,198,328
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""","*",25,163,114,"*",13,385,705
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""","*",22,9,13,"*",0,263,310
"Milford School District","""0840011""","East Shore Middle School","""0845111""","*",17,21,23,0,"*",438,502
"Milford School District","""0840011""","Harborside Middle School","""0845211""",0,46,29,23,0,0,509,607
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""","*","*",37,37,0,0,315,424
"Milford School District","""0840011""","Jonathan Law High School","""0846211""","*","*",67,88,0,0,795,1016
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""","*",42,33,53,0,"*",860,993
"Milford School District","""0840011""","Live Oaks School","""0841611""",0,27,"*",15,0,"*",250,305
"Milford School District","""0840011""","Mathewson School","""0841711""","*",76,"*",22,0,0,295,405
"Milford School District","""0840011""","Meadowside School","""0840711""",0,88,24,"*","*",0,358,488
"Milford School District","""0840011""","Orange Avenue School","""0840811""",0,36,"*",22,0,"*",332,401
"Milford School District","""0840011""","Orchard Hills School","""0841811""",0,30,20,16,0,0,317,383
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""",0,26,28,35,0,0,303,392
"Milford School District","""0840011""","West Shore Middle School","""0845311""",0,43,32,42,0,0,463,580
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""",0,18,11,28,0,16,483,556
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""","*",29,"*",53,0,26,766,888
"Monroe School District","""0850011""","Masuk High School","""0856111""","*",39,20,76,0,"*",1131,1272
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""","*",9,"*",22,0,7,338,380
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""","*",20,"*",33,0,16,407,485
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""",6,9,"*",30,"*",34,277,363
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""","*",63,24,56,"*",46,435,638
"Montville School District","""0860011""","Mohegan School","""0860111""",11,63,19,33,0,52,198,376
"Montville School District","""0860011""","Montville High School","""0866111""","*",63,34,54,"*",44,559,772
"Montville School District","""0860011""","Oakdale School","""0860511""","*",19,"*",30,0,32,298,394
"Montville School District","""0860011""","Palmer Academy","""0869011""",0,0,"*","*",0,"*",19,26
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""",0,15,11,45,0,16,107,194
"Naugatuck School District","""0880011""","Central Avenue Preschool","""0888211""",0,0,"*","*",0,"*",14,20
"Naugatuck School District","""0880011""","Central Avenue School","""0880111""",0,"*",17,68,0,"*",138,236
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""","*",21,54,126,"*",34,471,709
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""",0,12,25,44,0,13,190,284
"Naugatuck School District","""0880011""","Head Start","""0888111""",0,6,"*",32,0,"*",60,105
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""","*",13,23,83,"*",20,266,408
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""","*","*",16,62,0,18,228,339
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""","*",20,21,53,0,"*",250,359
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""","*",44,105,224,"*",45,923,1344
"Naugatuck School District","""0880011""","Salem School","""0880611""",0,7,17,54,0,12,139,229
"Naugatuck School District","""0880011""","Western School","""0880711""",0,9,17,61,0,13,192,292
"New Beginnings Inc Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""",0,0,269,83,0,0,9,361
"New Britain School District","""0890011""","Brook Side School","""0899111""",0,0,6,27,0,"*","*",39
"New Britain School District","""0890011""","CLIMB","""0899411""",0,0,"*",18,0,0,"*",30
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""",0,9,92,305,0,9,113,528
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""","*","*",46,747,0,"*",122,923
"New Britain School District","""0890011""","Gaffney School","""0890511""","*",19,71,255,0,"*",206,563
"New Britain School District","""0890011""","Holmes School","""0890611""",0,"*",59,199,0,"*",134,411
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""","*",8,24,49,0,"*",78,165
"New Britain School District","""0890011""","Jefferson School","""0890711""","*",45,49,198,"*",12,167,473
"New Britain School District","""0890011""","Lincoln School","""0890811""","*",13,78,399,0,"*",147,649
"New Britain School District","""0890011""","New Britain High School","""0896111""","*",64,428,1375,"*",18,626,2516
"New Britain School District","""0890011""","New Britain Transition Center","""0899011""",0,0,"*",22,0,"*","*",31
"New Britain School District","""0890011""","Northend School","""0890911""","*",8,46,245,0,"*",49,357
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""","*",17,74,347,0,"*",86,531
"New Britain School District","""0890011""","Roosevelt Middle School","""0895111""",0,"*",87,298,"*","*",49,442
"New Britain School District","""0890011""","Slade Middle School","""0895211""",0,11,140,409,0,9,130,699
"New Britain School District","""0890011""","Smalley Academy","""0891211""",0,"*",103,383,0,"*",76,571
"New Britain School District","""0890011""","Smith School","""0891311""","*",18,111,380,"*",17,130,660
"New Britain School District","""0890011""","Vance School","""0891511""","*","*",102,311,0,13,141,577
"New Canaan School District","""0900011""","East School","""0900411""","*",34,11,16,0,"*",452,522
"New Canaan School District","""0900011""","New Canaan High School","""0906111""","*",45,16,37,"*",12,1184,1310
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""","*",38,"*",41,0,18,1120,1232
"New Canaan School District","""0900011""","South School","""0900211""",0,49,"*",23,0,"*",497,586
"New Canaan School District","""0900011""","West School","""0900311""","*",13,"*",17,0,9,470,511
