"Student Counts by School and Race"
"All Districts, All Schools"
"2015-16"

"",,,,"Race",,,,,,,
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""",0,"*","*",13,0,17,297,338
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""","*",14,0,"*",0,11,192,229
"Madison School District","""0760011""","Town Campus Learning Center","""0769011""",0,"*","*",6,0,"*",33,43
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""","*",25,"*",18,0,18,490,556
"Manchester School District","""0770011""","Bentley Alternative Education Program","""0770211""","*","*",11,14,"*",0,25,53
"Manchester School District","""0770011""","Bowers School","""0770111""","*",10,66,114,"*",10,190,392
"Manchester School District","""0770011""","Buckley School","""0770311""","*",38,49,60,"*",16,199,365
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""","*",21,96,124,"*",17,160,420
"Manchester School District","""0770011""","Highland Park School","""0770411""","*",11,46,57,0,"*",136,262
"Manchester School District","""0770011""","Illing Middle School","""0775311""","*",46,187,213,0,"*",295,780
"Manchester School District","""0770011""","Keeney School","""0770611""",0,31,55,61,0,16,191,354
"Manchester School District","""0770011""","Manchester High School","""0776111""","*",119,320,400,"*",65,624,1534
"Manchester School District","""0770011""","Manchester Preschool - Site 2","""0770811""",0,"*","*","*",0,0,11,16
"Manchester School District","""0770011""","Manchester Preschool Center","""0778011""",0,"*",43,55,0,"*",68,186
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""",0,"*",20,25,0,"*",20,67
"Manchester School District","""0770011""","Manchester Transition Center","""0779111""",0,0,"*","*",0,"*",6,13
"Manchester School District","""0770011""","Martin School","""0771611""",0,13,50,70,0,8,127,268
"Manchester School District","""0770011""","New Horizons","""0770711""",0,0,7,6,0,0,9,22
"Manchester School District","""0770011""","Robertson School","""0771011""","*",94,123,74,"*",7,55,356
"Manchester School District","""0770011""","Verplanck School","""0771211""","*",39,114,151,"*",6,74,386
"Manchester School District","""0770011""","Waddell School","""0771311""",0,45,83,93,"*","*",140,377
"Manchester School District","""0770011""","Washington School","""0771411""","*",10,98,151,"*",14,81,357
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""","*",37,"*",28,0,17,176,268
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""",0,38,"*",12,0,"*",147,207
"Mansfield School District","""0780011""","Mansfield Middle School","""0785111""",0,53,9,58,0,21,389,530
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""",0,27,8,34,0,6,167,242
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""",0,"*","*",34,0,15,498,556
"Meriden School District","""0800011""","Nathan Hale School","""0800711""","*",34,40,332,"*",13,199,630
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""",9,25,29,163,0,8,112,346
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""","*",27,54,303,"*",20,149,557
"Meriden School District","""0800011""","Community Classroom Collaborative-Meriden School District","""0800211""",0,0,"*","*",0,0,"*",11
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""","*",33,134,570,"*",25,410,1177
"Meriden School District","""0800011""","Hanover School","""0800311""","*",22,29,298,"*",18,245,616
"Meriden School District","""0800011""","Israel Putnam School","""0800411""",11,43,35,311,0,14,174,588
"Meriden School District","""0800011""","John Barry School","""0800511""","*",30,38,320,"*",13,70,476
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""","*",20,62,399,"*",14,244,743
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""",0,26,135,512,"*","*",309,1013
"Meriden School District","""0800011""","Roger Sherman School","""0800811""","*",16,35,324,"*",19,156,559
"Meriden School District","""0800011""","STARS-Meriden School District","""0800611""",0,0,"*",23,0,"*",13,39
"Meriden School District","""0800011""","STEP-Meriden School District","""0800911""",0,0,"*",11,0,"*","*",19
"Meriden School District","""0800011""","Steps-Meriden School District","""0801211""",0,0,"*",8,0,"*","*",16
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""","*",14,12,187,"*",10,187,421
"Meriden School District","""0800011""","Venture Academy-Meriden School District","""0801311""",0,"*",10,22,0,"*",7,42
"Meriden School District","""0800011""","Washington Middle School","""0805411""","*",28,85,321,"*",14,222,674
"Middletown School District","""0830011""","Bielefield School","""0830211""",0,7,66,70,0,22,124,289
"Middletown School District","""0830011""","Evening Program - MHS","""0831611""",0,0,0,"*",0,"*",9,11
"Middletown School District","""0830011""","Farm Hill School","""0830511""",0,8,73,79,0,24,153,337
"Middletown School District","""0830011""","ICM - Farm Hill","""0830611""",0,0,"*",0,0,0,0,"*"
"Middletown School District","""0830011""","ICM - Lawrence","""0830711""",0,0,0,0,0,0,"*","*"
"Middletown School District","""0830011""","ICM - Spencer","""0832011""",0,0,"*","*",0,"*","*",7
"Middletown School District","""0830011""","ICM - Wesley","""0830811""",0,0,"*",0,0,0,"*","*"
"Middletown School District","""0830011""","ICM- Woodrow Wilson Middle School","""0830411""",0,"*","*","*",0,0,"*",6
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""","*","*",48,50,0,19,183,312
"Middletown School District","""0830011""","Lawrence School","""0831311""",0,38,49,41,0,29,123,280
"Middletown School District","""0830011""","MHS - Alternative Education Program 1","""0831811""",0,0,"*","*",0,0,"*",8
"Middletown School District","""0830011""","MHS - Alternative Education Program 2","""0831911""",0,0,"*","*",0,"*","*",7
"Middletown School District","""0830011""","MHS- Alternative Education Program 3","""0832211""",0,0,0,0,0,0,"*","*"
"Middletown School District","""0830011""","MacDonough School","""0830911""","*","*",55,63,0,29,59,208
"Middletown School District","""0830011""","Middletown High School","""0836211""","*",53,279,173,"*",41,649,1202
"Middletown School District","""0830011""","Moody School","""0831211""","*","*",29,18,0,18,185,261
"Middletown School District","""0830011""","OASIS","""0830311""",0,0,"*",0,0,"*","*","*"
"Middletown School District","""0830011""","STEM - Macdonough","""0832111""",0,"*","*","*",0,"*",11,20
"Middletown School District","""0830011""","Snow School","""0831111""",0,33,77,80,0,25,178,393
"Middletown School District","""0830011""","Spencer School","""0830111""","*",14,50,63,"*",17,147,293
"Middletown School District","""0830011""","Transition to Life Center","""0839111""","*","*",7,"*",0,0,13,25
"Middletown School District","""0830011""","Virtual Learning Academy - MHS","""0831711""",0,0,0,"*",0,0,"*",11
"Middletown School District","""0830011""","Wesley School","""0831411""","*",10,54,39,"*",15,147,267
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""","*","*",124,107,0,30,380,670
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""",0,16,18,"*",0,"*",243,293
"Milford School District","""0840011""","East Shore Middle School","""0845111""","*",26,"*",23,0,0,384,456
"Milford School District","""0840011""","Harborside Middle School","""0845211""",0,51,26,"*","*",0,437,536
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""",0,39,25,37,"*","*",269,378
"Milford School District","""0840011""","Jonathan Law High School","""0846211""",0,62,"*",82,0,"*",743,940
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""","*",49,34,36,"*",8,791,920
"Milford School District","""0840011""","Live Oaks School","""0841611""","*",39,"*",12,0,8,248,315
"Milford School District","""0840011""","Mathewson School","""0841711""",0,75,16,35,"*","*",282,414
"Milford School District","""0840011""","Meadowside School","""0840711""","*",99,"*",29,0,6,174,315
"Milford School District","""0840011""","Orange Avenue School","""0840811""","*",35,"*",26,0,"*",338,409
"Milford School District","""0840011""","Orchard Hills School","""0841811""",0,31,19,"*",0,"*",299,370
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""",0,33,30,18,"*","*",196,280
"Milford School District","""0840011""","The Academy","""0840311""",0,0,"*","*",0,0,37,47
"Milford School District","""0840011""","West Shore Middle School","""0845311""","*",37,34,30,"*","*",345,450
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""","*",23,"*",47,0,18,396,497
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""","*",36,"*",55,0,15,661,780
"Monroe School District","""0850011""","Masuk Alternative Program","""0850211""",0,0,0,"*",0,0,"*",13
"Monroe School District","""0850011""","Masuk High School","""0856111""","*",46,"*",73,0,35,915,1092
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""","*",10,"*",29,0,"*",304,354
"Monroe School District","""0850011""","REAL","""0850411""",0,0,0,0,0,0,"*","*"
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""","*",23,6,29,"*",12,356,430
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""","*",14,"*",33,"*",55,233,342
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""","*",48,15,42,"*",57,379,551
"Montville School District","""0860011""","Mohegan School","""0860111""",0,55,"*",40,"*",40,188,333
"Montville School District","""0860011""","Montville High School","""0866111""","*",81,23,66,"*",46,420,654
"Montville School District","""0860011""","Oakdale School","""0860511""","*",15,"*",19,0,38,216,297
"Montville School District","""0860011""","Palmer Academy","""0869011""","*",0,0,"*",0,"*",22,28
"Montville School District","""0860011""","Pre School Program","""0860311""",0,"*","*",6,0,"*",25,40
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""",0,"*",16,80,"*",20,152,272
"Naugatuck School District","""0880011""","Central Avenue Preschool","""0888211""",0,"*","*",8,0,0,20,30
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""",0,24,46,140,0,31,434,675
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""",0,15,15,63,0,17,202,312
"Naugatuck School District","""0880011""","Genesis Academy","""0880911""","*","*",0,"*",0,0,"*",11
"Naugatuck School District","""0880011""","Head Start","""0888111""",0,"*",8,28,0,"*",76,118
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""",0,8,33,81,0,20,170,312
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""","*",18,23,66,0,"*",186,310
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""","*",21,21,59,0,"*",328,450
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""",0,"*",101,238,"*",55,766,1198
"Naugatuck School District","""0880011""","Salem School","""0880611""",0,"*",31,70,0,"*",148,266
"Naugatuck School District","""0880011""","Western School","""0880711""","*","*",12,68,"*",13,181,281
"New Beginnings Inc Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""",0,"*",319,148,0,"*",28,499
"New Britain School District","""0890011""","Behavior Support (Holmes)","""0891011""",0,0,"*",7,"*","*","*",11
"New Britain School District","""0890011""","Brook Side School","""0899111""",0,0,"*",39,0,0,"*",51
"New Britain School District","""0890011""","CLIMB","""0899411""",0,0,0,11,0,0,7,18
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""",0,"*",74,300,0,"*",78,467
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""","*","*",47,610,"*",9,118,791
"New Britain School District","""0890011""","Gaffney School","""0890511""",0,18,51,312,0,14,183,578
"New Britain School District","""0890011""","Holmes School","""0890611""",0,45,39,174,0,16,187,461
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""","*",8,16,47,0,"*",72,149
"New Britain School District","""0890011""","Jefferson School","""0890711""",0,15,35,240,0,14,138,442
"New Britain School District","""0890011""","KEY Elementary (Gaffney)","""0891611""",0,"*","*",28,0,"*",10,44
"New Britain School District","""0890011""","KEY Middle (Slade)","""0891711""",0,0,0,"*",0,0,"*",12
"New Britain School District","""0890011""","Lincoln School","""0890811""","*","*",71,432,0,12,165,688
"New Britain School District","""0890011""","New Britain High School","""0896111""","*",53,353,1533,"*",58,457,2460
"New Britain School District","""0890011""","New Britain Transition Center","""0899011""",0,0,6,23,0,0,9,38
"New Britain School District","""0890011""","Northend School","""0890911""",0,"*",44,190,0,"*",42,285
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""","*",36,96,483,"*",15,134,766
"New Britain School District","""0890011""","Roosevelt Early Learning Center","""0890111""",0,"*",6,81,0,"*",45,137
"New Britain School District","""0890011""","Slade Middle School","""0895211""","*",10,105,485,"*",17,114,733
"New Britain School District","""0890011""","Smalley Academy","""0891211""",0,11,56,515,0,16,80,678
"New Britain School District","""0890011""","Smith School","""0891311""","*",17,56,367,0,"*",129,580
"New Britain School District","""0890011""","Steps","""0891811""",0,0,"*",28,0,"*","*",36
"New Britain School District","""0890011""","Sunrise Intermediate (Holmes)","""0890411""",0,0,"*",8,0,"*","*",12
"New Britain School District","""0890011""","Sunrise Primary (Chamberlain)","""0890211""",0,0,"*",15,0,"*","*",22
"New Britain School District","""0890011""","Vance School","""0891511""",0,"*",70,328,"*",23,95,523
"New Canaan School District","""0900011""","East School","""0900411""","*",46,14,25,"*",11,443,543
"New Canaan School District","""0900011""","New Canaan High School","""0906111""","*",48,"*",52,0,16,1120,1251
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""","*",76,"*",44,0,30,1154,1327
"New Canaan School District","""0900011""","South School","""0900211""","*",41,"*",28,0,17,451,542
"New Canaan School District","""0900011""","West School","""0900311""","*",27,"*",15,"*","*",496,547
"New Fairfield School District","""0910011""","Alternative Learning Center","""0910311""",0,0,0,"*",0,0,"*",8
"New Fairfield School District","""0910011""","Consolidated School","""0910111""","*",8,"*",52,0,12,421,501
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""","*","*",9,51,0,10,409,490
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""","*",17,"*",52,0,25,801,904
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""","*",15,10,43,0,"*",510,587
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""",0,"*","*",10,0,8,272,296
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",0,0,0,"*",0,"*",110,113
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""",0,"*",0,"*",0,0,55,61
"New Haven School District","""0930011""","Edgewood School","""0931211""","*","*",214,66,0,13,139,437
"New Haven School District","""0930011""","Nathan Hale School","""0931411""","*",13,50,196,0,"*",259,524
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",0,"*",286,148,"*","*",38,482
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""",0,"*",299,169,0,"*",83,563
"New Haven School District","""0930011""","Beecher School","""0930311""","*",7,293,124,0,"*",73,505
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""","*","*",133,241,"*",13,139,530
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""","*",6,200,132,0,"*",112,456
"New Haven School District","""0930011""","Bishop Woods Architecture and Design Magnet School","""0934311""",0,"*",167,230,0,"*",58,481
"New Haven School District","""0930011""","Blake Street Leadership Academy (STEP)","""0932411""",0,0,10,"*",0,"*",0,16
"New Haven School District","""0930011""","Brennan Rogers School","""0932111""","*","*",313,138,0,"*",34,492
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""",0,"*",225,87,0,"*",36,368
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",0,"*",102,422,0,"*",47,577
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",0,"*",13,428,"*","*",15,461
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""","*",9,281,286,0,"*",52,637
"New Haven School District","""0930011""","Cooperative High School","""0936411""",0,"*",308,193,0,"*",130,647
"New Haven School District","""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","""0936811""",0,"*",121,51,0,"*",19,194
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""","*","*",296,71,0,11,112,497
"New Haven School District","""0930011""","Domus Academy","""0935611""",0,0,19,"*",0,0,"*",29
"New Haven School District","""0930011""","Early Learning Center","""0938111""",0,0,97,20,0,"*","*",123
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""",0,"*",169,219,0,"*",57,476
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""","*",49,242,109,0,"*",197,604
"New Haven School District","""0930011""","Fair Haven School","""0931611""","*",13,84,603,"*","*",59,765
"New Haven School District","""0930011""","Headstart","""0938011""",0,"*",108,237,0,"*",16,367
"New Haven School District","""0930011""","Helene Grant HeadStart","""0938311""",0,"*",172,76,0,"*",13,266
"New Haven School District","""0930011""","High School In The Community","""0936611""",0,"*",87,118,0,"*",39,251
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",0,0,124,351,0,"*","*",495
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""","*",27,315,243,0,"*",72,665
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""","*",7,667,226,0,"*",38,945
"New Haven School District","""0930011""","John C. Daniels","""0931311""",0,"*",82,344,0,"*",83,528
"New Haven School District","""0930011""","John S. Martinez Sea and Sky STEM School","""0930811""","*","*",53,450,"*","*",18,525
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""",0,23,424,59,0,6,47,559
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""",0,6,277,81,0,0,14,378
"New Haven School District","""0930011""","Mauro-Sheridan Magnet School","""0931911""","*",13,257,158,0,"*",105,539
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",0,"*",159,159,0,"*",72,403
"New Haven School District","""0930011""","NHPS Self Contained Autism","""0934411""",0,0,17,15,0,"*","*",40
"New Haven School District","""0930011""","NHPS Self Contained Intellectually Disabled","""0935011""",0,"*",11,16,0,0,"*",30
"New Haven School District","""0930011""","NHPS Self Contained Multi-Handicapped","""0934511""",0,0,"*",22,0,0,"*",42
"New Haven School District","""0930011""","New Haven Academy","""0937011""",0,"*",168,61,0,"*",16,255
"New Haven School District","""0930011""","New Horizons High School","""0932211""",0,0,37,43,0,0,0,80
"New Haven School District","""0930011""","New Light High School","""0932611""",0,0,23,"*",0,0,"*",37
"New Haven School District","""0930011""","Polly T. McCabe Center","""0939211""",0,0,"*",0,0,0,0,"*"
"New Haven School District","""0930011""","Quinnipiac Real World Math STEM School","""0933511""",0,0,92,176,0,"*","*",306
"New Haven School District","""0930011""","Riverside Education Academy","""0939111""",0,0,52,22,0,0,6,80
"New Haven School District","""0930011""","Roberto Clemente Leadership Academy for Global Awareness","""0934211""",0,"*",195,295,0,"*",23,520
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""","*",15,225,300,0,"*",122,669
"New Haven School District","""0930011""","Sound School","""0936711""",0,"*",37,96,"*","*",201,340
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""",0,"*",152,209,0,"*",28,397
"New Haven School District","""0930011""","Truman School","""0932911""","*","*",72,408,"*","*",6,493
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""","*","*",150,54,0,"*",29,241
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",0,"*",315,88,0,"*",16,425
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""","*",31,465,765,"*","*",179,1446
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""","*",124,57,26,0,"*",227,441
"New London School District","""0950011""","Jennings School","""0950311""","*","*",68,411,"*",32,40,559
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""","*",8,151,322,"*",40,76,602
"New London School District","""0950011""","Harbor","""0950611""","*","*",19,69,0,8,15,115
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""","*",12,96,228,"*",47,112,503
"New London School District","""0950011""","New London High School","""0956111""","*",21,236,433,"*",63,204,963
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""","*",8,105,217,"*",76,165,580
"New Milford School District","""0960011""","Hill And Plain School","""0960511""",0,24,9,72,0,22,307,434
"New Milford School District","""0960011""","Litchfield Hills Transition Center","""0969011""",0,0,0,0,0,0,17,17
"New Milford School District","""0960011""","New Milford High School","""0966111""","*",51,36,141,0,"*",1092,1345
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",0,10,11,54,0,14,352,441
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""","*",35,"*",129,0,40,736,959
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""",0,37,20,107,0,25,842,1031
"Newington School District","""0940011""","Anna Reynolds School","""0940611""","*",56,"*",90,0,17,295,473
"Newington School District","""0940011""","Elizabeth Green School","""0940211""",0,22,19,89,0,28,136,294
"Newington School District","""0940011""","John Paterson School","""0940811""",0,33,25,69,"*","*",236,384
"Newington School District","""0940011""","John Wallace Middle School","""0945311""","*",54,47,103,0,"*",437,674
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""",0,66,"*",114,"*",30,385,620
"Newington School District","""0940011""","Newington High School","""0946111""","*",108,69,217,"*",46,820,1266
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""",0,29,21,62,0,15,204,331
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",0,11,"*",17,0,"*",285,320
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""",0,"*","*",20,0,7,264,297
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""",0,11,11,20,0,17,309,368
"Newtown School District","""0970011""","Newtown High School","""0976111""",0,49,23,69,0,14,1524,1679
"Newtown School District","""0970011""","Newtown Middle School","""0975111""",0,39,7,42,0,12,712,812
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",0,0,0,0,0,0,48,48
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""",0,30,11,45,0,12,603,701
"Newtown School District","""0970011""","STARR","""0979011""",0,0,0,0,0,0,"*","*"
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""","*",20,"*",18,0,9,282,337
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",0,0,0,"*",0,"*",111,116
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""","*",14,"*",19,0,"*",361,402
"North Branford School District","""0990011""","North Branford High School","""0996111""","*",14,"*",29,0,0,526,579
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""",0,9,19,27,0,0,437,492
"North Branford School District","""0990011""","School to Work Program","""0999011""",0,0,0,"*",0,0,"*","*"
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""",0,"*",12,22,0,"*",359,405
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",0,"*","*",34,0,"*",216,260
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""",0,21,"*",26,0,"*",241,302
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""","*",34,17,23,"*",12,289,377
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""",0,17,"*",23,0,"*",239,288
"North Haven School District","""1010011""","North Haven High School","""1016111""","*",80,48,57,"*",20,793,1000
"North Haven School District","""1010011""","North Haven Middle School","""1015211""","*",43,"*",47,0,22,650,785
"North Haven School District","""1010011""","North Haven Transition Partnership","""1010111""",0,"*","*","*",0,0,"*",9
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",0,21,17,29,0,10,322,399
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""","*",11,8,23,0,"*",315,366
"North Stonington School District","""1020011""","Wheeler High School","""1026111""","*","*","*",7,0,"*",171,189
"North Stonington School District","""1020011""","Wheeler Middle School","""1025111""","*","*","*","*","*","*",152,173
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""","*",83,364,723,"*",29,460,1663
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""","*",34,54,296,0,"*",94,493
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",0,12,77,104,"*","*",146,348
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",0,24,67,136,"*","*",249,480
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",0,25,83,130,0,15,191,444
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""","*",61,92,354,0,"*",81,611
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""",0,22,99,326,0,11,101,559
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""",0,24,54,217,0,14,177,486
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""","*",29,62,175,"*",12,175,455
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""",0,29,99,260,"*","*",278,677
"Norwalk School District","""1030011""","Norwalk High School","""1036111""","*",61,293,574,0,"*",628,1570
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",0,0,16,28,0,"*","*",53
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""","*",48,149,324,"*",11,132,666
"Norwalk School District","""1030011""","Roton Middle School","""1035511""",0,18,81,206,"*","*",166,476
"Norwalk School District","""1030011""","Rowayton School","""1031311""","*","*",44,111,0,15,262,443
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""",0,13,76,311,"*","*",85,498
"Norwalk School District","""1030011""","Tracey School","""1031411""","*",25,65,208,0,"*",73,382
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""",0,23,129,324,0,7,187,670
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",0,21,57,115,"*","*",129,332
"Norwich Free Academy District","""9010022""","Alternative Pathways to Success","""9010322""",0,"*","*","*",0,0,7,12
"Norwich Free Academy District","""9010022""","LEAD (Life Skills, Education and Adult Development)","""9010122""",0,0,"*","*",0,0,6,12
"Norwich Free Academy District","""9010022""","Night School","""9010222""",0,0,"*","*",0,"*",6,11
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",28,173,322,327,22,61,1314,2247
"Norwich School District","""1040011""","Virtual Learning Academy","""1049211""",0,0,"*",6,0,"*","*",11
"Norwich School District","""1040011""","ABA Autism Program","""1040411""",0,"*",0,7,0,0,"*",16
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",0,32,40,61,0,21,72,226
"Norwich School District","""1040011""","Case Street Early Learning Center at DTZ","""1040211""","*",9,15,14,0,"*",16,60
"Norwich School District","""1040011""","IRS Program at Moriarty","""1040911""",0,0,0,0,0,0,"*","*"
"Norwich School District","""1040011""","IRS Program at Uncas","""1040711""",0,0,0,"*",0,0,"*","*"
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""","*","*",61,142,0,38,78,357
"Norwich School District","""1040011""","Kelly Middle School","""1045111""","*","*",149,209,0,60,288,754
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""",0,"*",64,128,"*",45,144,405
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""",0,"*",30,77,"*",45,176,341
"Norwich School District","""1040011""","Special Needs Program","""1040511""",0,"*","*",9,0,"*","*",23
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""","*",23,80,90,"*",27,112,337
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""",0,46,45,59,"*","*",85,267
"Norwich School District","""1040011""","Uncas Network School","""1041911""","*",18,59,67,"*",25,58,230
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""",7,19,47,107,0,37,103,320
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""","*","*",48,76,0,31,87,245
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""",0,44,67,48,0,19,150,328
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""",0,13,"*",50,0,"*",296,372
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""",0,22,11,39,"*","*",443,521
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""",0,24,6,30,0,18,366,444
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""","*",20,"*",10,0,"*",122,163
"Orange School District","""1070011""","Peck Place School","""1070511""",0,35,13,11,0,10,286,355
"Orange School District","""1070011""","Race Brook School","""1070311""",0,46,"*",17,0,"*",286,366
"Orange School District","""1070011""","Turkey Hill School","""1070411""",0,43,"*",16,0,"*",222,292
"Oxford School District","""1080011""","Alternative Education","""1080411""",0,0,"*",0,0,0,"*",12
