"Student Counts by School and Race"
"All Districts, All Schools"
"2010-11"

"",,,,"Race",,,,,,,
"New Canaan School District","""0900011""","South School","""0900211""",0,37,"*",21,0,"*",488,561
"New Canaan School District","""0900011""","West School","""0900311""",0,17,"*",14,0,"*",453,493
"New Fairfield School District","""0910011""","Consolidated School","""0910111""","*",21,12,42,0,"*",521,602
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""","*",12,"*",32,0,12,552,610
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""","*",16,10,46,0,"*",897,974
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""",0,11,12,47,0,10,652,732
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""","*","*","*",9,0,"*",341,359
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",0,"*",0,"*",0,"*",113,120
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""",0,"*",0,9,0,"*",116,129
"New Haven School District","""0930011""","Edgewood School","""0931211""","*","*",265,61,0,0,119,455
"New Haven School District","""0930011""","Nathan Hale School","""0931411""","*","*",65,171,0,0,304,555
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",0,"*",338,167,0,0,"*",515
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""","*","*",329,108,0,0,108,549
"New Haven School District","""0930011""","Beecher School","""0930311""",0,6,326,73,0,0,63,468
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""","*","*",182,189,0,0,152,527
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""",0,11,208,111,0,0,114,444
"New Haven School District","""0930011""","Bishop Woods Architecture and Design Magnet School","""0934311""",0,23,195,216,0,0,55,489
"New Haven School District","""0930011""","Brennan Rogers School","""0932111""",0,"*",274,63,0,0,"*",361
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""",0,"*",303,107,0,"*",45,467
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",0,8,149,375,0,0,16,548
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",0,"*",27,437,0,0,"*",473
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""","*","*",322,254,0,0,26,608
"New Haven School District","""0930011""","Cooperative High School","""0936411""",0,11,308,140,0,0,164,623
"New Haven School District","""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","""0936811""",0,"*",160,43,0,0,"*",212
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""","*","*",287,53,0,0,106,460
"New Haven School District","""0930011""","Domus Academy","""0935611""",0,0,32,"*",0,0,"*",44
"New Haven School District","""0930011""","Dwight Early Childhood Program","""0938211""",0,0,32,7,0,0,0,39
"New Haven School District","""0930011""","Early Learning Center","""0938111""",0,0,95,"*",0,0,"*",115
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""",6,15,234,157,0,0,23,435
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""",0,19,105,38,0,0,64,226
"New Haven School District","""0930011""","Fair Haven School","""0931611""","*","*",100,492,0,0,24,639
"New Haven School District","""0930011""","Headstart","""0938011""","*","*",110,282,0,0,7,402
"New Haven School District","""0930011""","Helene Grant HeadStart","""0938311""","*","*",193,61,0,0,16,272
"New Haven School District","""0930011""","High School In The Community","""0936611""","*","*",132,104,0,0,67,307
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",0,"*",97,300,0,0,"*",402
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""","*","*",310,195,0,0,127,669
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""","*","*",750,187,0,0,25,969
"New Haven School District","""0930011""","John C. Daniels","""0931311""",0,8,109,340,0,0,70,527
"New Haven School District","""0930011""","John S. Martinez Sea and Sky STEM School","""0930811""","*","*",73,447,0,0,13,536
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""","*","*",399,56,0,0,86,557
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""",0,"*",269,38,0,0,"*",313
"New Haven School District","""0930011""","Mauro-Sheridan Magnet School","""0931911""",0,12,235,199,0,0,120,566
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",0,"*",150,109,0,0,"*",296
"New Haven School District","""0930011""","New Haven Academy","""0937011""",0,"*",149,68,0,0,"*",267
"New Haven School District","""0930011""","Polly T. McCabe Center","""0939211""",0,0,"*",12,0,0,"*",22
"New Haven School District","""0930011""","Riverside Education Academy","""0939111""",0,"*",110,48,0,0,"*",162
"New Haven School District","""0930011""","Roberto Clemente Leadership Academy for Global Awareness","""0934211""","*","*",269,240,0,0,23,536
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""","*","*",208,204,0,0,92,521
"New Haven School District","""0930011""","Sound School","""0936711""",0,7,21,66,0,0,226,320
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""","*","*",139,146,0,0,25,317
"New Haven School District","""0930011""","Truman School","""0932911""","*",0,119,394,0,"*",17,532
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""","*","*",138,65,0,0,39,246
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",0,0,337,23,0,0,15,375
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""","*","*",513,599,0,0,143,1287
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""","*",100,84,"*",0,0,236,444
"New London School District","""0950011""","Jennings School","""0950311""","*","*",73,441,0,14,22,554
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""",8,8,202,277,0,18,77,590
"New London School District","""0950011""","Harbor School","""0950211""","*","*",109,106,0,19,58,301
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""","*","*",87,109,0,20,57,284
"New London School District","""0950011""","New London Clinical Day Program","""0959111""",0,0,12,9,0,"*","*",28
"New London School District","""0950011""","New London High School","""0956111""",15,23,290,421,0,14,220,983
"New London School District","""0950011""","Shoreline Academy","""0950511""",0,"*",43,27,0,"*",31,108
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""",0,"*",73,96,"*",21,30,224
"New Milford School District","""0960011""","Hill And Plain School","""0960511""",0,31,11,52,0,10,352,456
"New Milford School District","""0960011""","John Pettibone School","""0960711""",0,16,10,49,0,9,374,458
"New Milford School District","""0960011""","Litchfield Hills Transition Center","""0969011""",0,0,0,0,0,0,9,9
"New Milford School District","""0960011""","New Milford High School","""0966111""",0,59,24,99,"*","*",1317,1510
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",0,10,8,30,0,7,493,548
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""","*",43,23,89,0,"*",847,1024
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""",0,30,"*",61,0,"*",636,748
"Newington School District","""0940011""","Anna Reynolds School","""0940611""",0,49,7,67,0,23,295,441
"Newington School District","""0940011""","Elizabeth Green School","""0940211""","*",21,"*",37,0,19,210,303
"Newington School District","""0940011""","John Paterson School","""0940811""",0,37,30,44,0,26,339,476
"Newington School District","""0940011""","John Wallace Middle School","""0945311""","*",68,43,102,0,"*",465,706
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""","*",43,"*",119,0,27,406,622
"Newington School District","""0940011""","Newington High School","""0946111""","*",122,64,170,0,"*",1095,1485
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""","*",35,24,75,0,"*",238,392
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",0,17,"*",17,0,"*",370,416
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""",0,9,0,13,0,0,347,369
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""","*",21,"*",19,0,16,418,480
"Newtown School District","""0970011""","Newtown High School","""0976111""",0,61,19,79,0,11,1561,1731
"Newtown School District","""0970011""","Newtown Middle School","""0975111""","*",23,"*",45,0,18,805,897
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",0,"*",0,6,0,"*",77,88
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""",0,27,"*",38,0,"*",810,895
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""",0,33,"*",27,0,"*",501,575
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",0,"*","*","*",0,"*",127,133
"Norfolk School District","""0980011""","Bridges II","""0989211""",0,0,0,0,0,0,"*","*"
"Norfolk School District","""0980011""","IEP Program","""0989011""",0,"*",0,"*",0,0,"*","*"
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""",0,"*",12,20,0,"*",432,475
"North Branford School District","""0990011""","North Branford High School","""0996111""",0,13,21,38,0,0,616,688
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""","*",20,"*",18,0,0,561,609
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""","*",13,"*",13,0,0,479,518
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",0,"*","*",32,0,9,271,318
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""","*",22,11,18,0,"*",339,400
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""","*",35,11,26,0,"*",292,371
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""",0,24,6,28,0,7,321,386
"North Haven School District","""1010011""","North Haven High School","""1016111""","*",63,57,88,"*",25,934,1173
"North Haven School District","""1010011""","North Haven Middle School","""1015211""","*",50,35,38,0,"*",692,832
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",0,31,13,26,0,16,338,424
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""","*","*",6,14,0,8,336,371
"North Stonington School District","""1020011""","Wheeler High School","""1026111""","*","*","*","*",0,"*",210,224
"North Stonington School District","""1020011""","Wheeler Middle School","""1025111""","*",0,10,6,0,"*",179,201
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""",9,84,511,581,0,6,504,1695
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""",0,15,87,276,0,10,120,508
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",0,"*",80,53,0,"*",157,326
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",0,23,65,112,0,0,286,486
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",0,25,88,112,0,11,230,466
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""","*",63,132,275,0,"*",86,561
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""",0,"*",131,271,0,"*",77,508
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""",0,"*",66,209,0,"*",187,485
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""",0,"*",58,149,0,"*",234,463
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""",0,"*",105,192,0,"*",303,632
"Norwalk School District","""1030011""","Norwalk High School","""1036111""","*",57,302,471,0,"*",656,1496
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",0,"*",58,43,0,0,"*",118
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""","*",32,184,248,0,"*",196,667
"Norwalk School District","""1030011""","Roton Middle School","""1035511""",0,"*",91,145,0,"*",162,409
"Norwalk School District","""1030011""","Rowayton School","""1031311""",0,"*",63,98,0,"*",293,473
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""",0,"*",61,215,0,"*",64,355
"Norwalk School District","""1030011""","Tracey School","""1031411""","*",22,92,185,0,"*",89,394
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""","*",26,154,239,0,"*",241,670
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",0,"*",60,96,0,"*",174,346
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",41,109,221,311,53,176,1470,2381
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",0,"*",6,"*",0,"*","*",16
"Norwich School District","""1040011""","Deborah-Tennant Zinewicz  School","""1049111""","*",0,10,"*",0,0,22,37
"Norwich School District","""1040011""","Hickory Street School","""1049011""",0,0,"*","*",0,"*","*",14
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""","*",40,75,112,"*",33,131,399
"Norwich School District","""1040011""","Kelly Middle School","""1045111""","*",24,134,148,"*",49,253,619
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""","*","*",101,116,0,28,232,507
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""",0,21,45,60,0,34,224,384
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""","*",88,99,121,"*",21,197,539
"Norwich School District","""1040011""","Thames River Academy","""1046111""","*","*",21,20,0,"*",38,87
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""","*",60,41,80,0,"*",102,317
"Norwich School District","""1040011""","Uncas Network School","""1041911""","*",12,58,117,"*",31,75,299
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""",7,23,67,86,0,23,122,328
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""","*","*",55,66,"*",36,96,260
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""","*",8,35,40,"*",9,87,181
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""",0,19,12,34,"*","*",382,451
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""",0,38,"*",28,"*",14,493,582
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""","*",37,7,13,0,"*",476,535
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""",0,18,"*",10,0,"*",145,178
"Orange School District","""1070011""","Peck Place School","""1070511""",0,49,9,8,0,0,329,395
"Orange School District","""1070011""","Race Brook School","""1070311""",0,54,9,24,0,7,317,411
"Orange School District","""1070011""","Turkey Hill School","""1070411""","*",31,13,10,0,"*",241,297
"Oxford School District","""1080011""","Great Oak School","""1085111""",0,11,7,30,0,11,441,500
"Oxford School District","""1080011""","Oxford Center School","""1080111""","*","*",7,22,0,9,480,525
"Oxford School District","""1080011""","Oxford High School","""1086011""",0,"*",20,22,0,"*",570,629
"Oxford School District","""1080011""","Quaker Farms School","""1080311""",0,15,"*",36,0,"*",476,543
"Park City Prep Charter School District","""2830013""","Park City Prep Charter School","""2835113""",0,"*",151,87,"*","*","*",250
"Plainfield School District","""1090011""","Early Childhood Center","""1098011""",0,"*","*","*",0,0,13,16
"Plainfield School District","""1090011""","Moosup Elementary School","""1090111""","*","*",9,8,0,0,376,403
"Plainfield School District","""1090011""","Plainfield Central School","""1095111""",14,15,25,15,"*","*",514,585
"Plainfield School District","""1090011""","Plainfield High School","""1096111""",9,16,15,22,0,0,730,792
"Plainfield School District","""1090011""","Plainfield Memorial School","""1090311""",6,9,17,9,0,0,367,408
"Plainfield School District","""1090011""","Shepard Hill Elementary School","""1090411""","*",11,28,14,"*",0,365,422
"Plainville School District","""1100011""","Frank T. Wheeler School","""1100411""","*",11,25,46,0,"*",176,267
"Plainville School District","""1100011""","Linden Street School","""1100211""",0,6,11,53,0,17,325,412
"Plainville School District","""1100011""","Louis Toffolon School","""1100511""",0,"*","*",39,0,14,294,365
"Plainville School District","""1100011""","Middle School of Plainville","""1105211""",0,12,23,68,0,22,450,575
"Plainville School District","""1100011""","Plainville High School","""1106111""","*",15,42,65,"*",18,649,796
"Plainville School District","""1100011""","Prekindergarten Program","""1108011""",0,"*","*",8,0,"*",37,48
"Plymouth School District","""1110011""","Eli Terry Jr. Middle School","""1115111""","*","*",8,17,0,"*",410,441
"Plymouth School District","""1110011""","Harry S. Fisher Elementary School","""1110411""",0,9,"*",10,0,"*",334,362
"Plymouth School District","""1110011""","Plymouth Center School","""1110211""","*","*","*",13,0,"*",378,400
"Plymouth School District","""1110011""","Terryville High School","""1116111""","*",8,13,"*",0,0,497,527
"Pomfret School District","""1120011""","Pomfret Community School","""1120111""","*",14,8,12,0,"*",477,513
"Portland School District","""1130011""","Brownstone Intermediate School","""1130511""",0,7,6,11,0,8,201,233
"Portland School District","""1130011""","Gildersleeve School","""1130411""","*","*",6,15,"*",9,205,242
"Portland School District","""1130011""","Portland High School","""1136111""",0,"*","*",9,0,8,341,367
"Portland School District","""1130011""","Portland Middle School","""1135111""",0,"*","*",11,0,8,201,226
"Portland School District","""1130011""","Valley View School","""1130211""",0,"*","*",22,0,15,288,336
"Preston School District","""1140011""","Preston Plains School","""1145111""","*","*","*","*",0,"*",119,135
"Preston School District","""1140011""","Preston Veterans' Memorial School","""1140411""","*","*",9,"*","*",6,265,295
"Putnam School District","""1160011""","Helping Hands","""1169011""",0,0,0,0,0,0,"*","*"
"Putnam School District","""1160011""","Putnam Elementary School","""1160311""","*",13,"*",36,"*",26,615,699
"Putnam School District","""1160011""","Putnam High School","""1166111""","*","*",7,19,0,7,272,314
"Putnam School District","""1160011""","Putnam Middle School","""1165111""","*",0,"*",20,0,26,221,275
"Redding School District","""1170011""","John Read Middle School","""1175111""","*",20,"*",19,0,17,515,582
"Redding School District","""1170011""","Redding Elementary School","""1170111""",0,13,"*",27,"*",50,568,661
"Regional School District 01","""2010012""","Housatonic Valley Regional High School","""2016112""",0,"*","*",17,0,6,468,502
"Regional School District 04","""2040012""","John Winthrop Middle School","""2045112""","*","*","*",23,0,"*",326,364
"Regional School District 04","""2040012""","Valley Regional High School","""2046112""",0,11,"*",18,0,"*",572,609
"Regional School District 05","""2050012""","Amity Middle School: Bethany","""2055112""",0,27,"*",19,0,"*",350,414
"Regional School District 05","""2050012""","Amity Middle School: Orange","""2055212""","*",49,"*",25,0,0,323,412
"Regional School District 05","""2050012""","Amity Regional High School","""2056112""","*",172,45,51,0,"*",1377,1649
"Regional School District 06","""2060012""","Goshen Center School","""2060112""","*","*","*",6,"*","*",193,213
"Regional School District 06","""2060012""","James Morris School","""2060212""",0,"*","*",9,0,0,181,196
"Regional School District 06","""2060012""","Wamogo Regional High School","""2066112""",0,"*","*",9,"*",8,519,545
"Regional School District 06","""2060012""","Warren Elementary School","""2060312""",0,"*",0,"*",0,0,87,93
"Regional School District 07","""2070012""","AIM","""2079112""",0,0,"*","*",0,0,13,16
"Regional School District 07","""2070012""","FLEX","""2079012""",0,0,0,0,0,0,6,6
"Regional School District 07","""2070012""","Intensive Learning Program","""2079412""",0,0,"*","*",0,0,9,11
"Regional School District 07","""2070012""","Links","""2079212""",0,0,0,"*",0,0,"*",15
"Regional School District 07","""2070012""","Northwestern Regional High School","""2076112""",0,"*","*",12,0,0,738,762
"Regional School District 07","""2070012""","Northwestern Regional Middle School","""2075112""","*",6,"*",7,0,"*",311,330
"Regional School District 07","""2070012""","STEP","""2079312""",0,0,0,0,0,0,28,28
"Regional School District 08","""2080012""","RHAM High School","""2086112""","*",20,11,17,0,"*",1102,1156
"Regional School District 08","""2080012""","RHAM Middle School","""2085112""",0,12,"*",14,0,"*",578,609
"Regional School District 09","""2090012""","Joel Barlow High School","""2096112""",0,24,8,35,0,10,891,968
"Regional School District 10","""2100012""","Har-Bur Middle School","""2105112""",0,17,"*",35,0,"*",829,889
"Regional School District 10","""2100012""","Harwinton Consolidated School","""2100312""",0,"*","*",9,0,"*",459,476
"Regional School District 10","""2100012""","Lake Garda Elementary School","""2100212""",0,10,"*",27,"*","*",530,574
"Regional School District 10","""2100012""","Lewis S. Mills High School","""2106112""",0,15,"*",36,0,"*",762,822
"Regional School District 11","""2110012""","Parish Hill High School","""2116112""","*","*",6,16,0,0,249,274
"Regional School District 12","""2120012""","Booth Free School","""2120212""",0,0,"*","*",0,0,107,113
"Regional School District 12","""2120012""","Early Childhood Education Center","""2128012""",0,"*",0,0,0,0,"*",19
"Regional School District 12","""2120012""","Shepaug Valley High School","""2126112""",0,"*","*",8,"*",7,306,326
"Regional School District 12","""2120012""","Shepaug Valley Middle School","""2125112""",0,"*","*",10,"*",0,206,226
"Regional School District 12","""2120012""","The Burnham School","""2120112""",0,0,0,"*",0,0,"*",84
"Regional School District 12","""2120012""","Washington Primary School","""2120412""",0,"*","*",8,"*",0,145,162
"Regional School District 13","""2130012""","Coginchaug Regional High School","""2136112""","*",8,"*",9,0,10,537,569
"Regional School District 13","""2130012""","Francis E. Korn School","""2130212""",0,"*",0,8,0,"*",184,200
"Regional School District 13","""2130012""","Frank Ward Strong School","""2135112""",0,"*","*",14,0,6,324,350
"Regional School District 13","""2130012""","Frederick Brewster School","""2130112""",0,"*",0,"*",0,12,241,269
"Regional School District 13","""2130012""","John Lyman School","""2130512""",0,"*","*",8,0,12,288,319
"Regional School District 13","""2130012""","Middlefield Memorial School","""2130412""","*","*","*",16,0,6,304,334
"Regional School District 14","""2140012""","Bethlehem Elementary School","""2140112""",0,9,0,12,0,0,328,349
"Regional School District 14","""2140012""","Integrated Star Preschool Program","""2148012""",0,"*",0,0,0,0,"*",43
"Regional School District 14","""2140012""","Mitchell Elementary School","""2140212""",0,11,"*","*",0,"*",370,387
"Regional School District 14","""2140012""","Nonnewaug High School","""2146112""","*",8,"*",17,0,0,819,854
"Regional School District 14","""2140012""","Woodbury Middle School","""2145112""",0,"*","*",7,0,0,429,447
"Regional School District 15","""2150012""","Gainfield Elementary School","""2150412""","*",32,8,18,0,"*",363,424
"Regional School District 15","""2150012""","Long Meadow Elementary School","""2150712""",0,38,12,35,0,7,511,603
"Regional School District 15","""2150012""","Memorial Middle School","""2155212""","*",26,"*",23,0,0,456,508
"Regional School District 15","""2150012""","Middlebury Elementary School","""2150612""",0,"*","*",21,0,0,424,461
"Regional School District 15","""2150012""","Pomperaug Regional High School","""2156212""","*",51,18,56,0,"*",1248,1381
"Regional School District 15","""2150012""","Pomperaug School","""2150512""","*",27,"*",17,"*","*",446,498
"Regional School District 15","""2150012""","Rochambeau Middle School","""2155112""",0,37,"*",27,0,"*",480,550
"Regional School District 16","""2160012""","Algonquin School","""2160312""",0,"*",13,13,0,"*",447,480
"Regional School District 16","""2160012""","Community School","""2160212""",0,"*","*",7,0,"*",196,211
"Regional School District 16","""2160012""","Laurel Ledge School","""2160112""","*",10,11,30,0,"*",416,471
"Regional School District 16","""2160012""","Long River Middle School","""2165112""",0,"*","*",27,0,"*",557,595
"Regional School District 16","""2160012""","Woodland Regional High School","""2166012""","*",6,27,42,0,"*",698,779
"Regional School District 17","""2170012""","Burr District Elementary School","""2170212""","*",7,10,"*",0,"*",280,301
"Regional School District 17","""2170012""","Haddam Elementary School","""2170112""",0,"*","*","*",0,"*",239,252
"Regional School District 17","""2170012""","Haddam-Killingworth High School","""2176112""",0,10,7,12,0,0,651,680
"Regional School District 17","""2170012""","Haddam-Killingworth Middle School","""2175112""","*",19,8,10,0,"*",758,798
"Regional School District 17","""2170012""","Killingworth Elementary School","""2170312""","*",8,"*","*",0,9,420,446
"Regional School District 18","""2180012""","Center School","""2180312""","*",7,"*",9,"*",7,242,269
"Regional School District 18","""2180012""","Lyme Consolidated School","""2180112""",0,"*","*","*",0,"*",129,134
"Regional School District 18","""2180012""","Lyme-Old Lyme High School","""2186112""","*",13,"*",16,"*","*",410,447
"Regional School District 18","""2180012""","Lyme-Old Lyme Middle School","""2185112""",0,17,0,"*",0,"*",305,331
"Regional School District 18","""2180012""","Mile Creek School","""2180212""",0,16,"*",14,0,"*",276,312
"Regional School District 19","""2190012""","E. O. Smith High School","""2196112""","*",63,23,61,"*",9,1026,1185
"Ridgefield School District","""1180011""","Barlow Mountain Elementary School","""1180811""",0,25,"*",13,0,"*",360,412
"Ridgefield School District","""1180011""","Branchville Elementary School","""1180611""","*",29,8,21,0,"*",379,443
"Ridgefield School District","""1180011""","East Ridge Middle School","""1185111""",0,48,"*",29,0,"*",661,742
"Ridgefield School District","""1180011""","Farmingville Elementary School","""1180411""",0,18,0,"*",0,"*",309,346
"Ridgefield School District","""1180011""","Ridgebury Elementary School","""1180311""","*",24,"*",24,0,9,349,409
"Ridgefield School District","""1180011""","Ridgefield 18-21 Transition Program","""1189011""",0,0,0,0,0,0,"*","*"
"Ridgefield School District","""1180011""","Ridgefield High School","""1186111""","*",53,22,70,0,"*",1598,1754
"Ridgefield School District","""1180011""","Scotland Elementary School","""1180511""","*",11,"*",23,0,8,341,385
"Ridgefield School District","""1180011""","Scotts Ridge Middle School","""1185211""",0,17,"*",25,"*","*",533,582
"Ridgefield School District","""1180011""","Veterans Park Elementary School","""1180211""",0,11,"*",18,0,"*",311,344
"Rocky Hill School District","""1190011""","Albert D. Griswold Middle School","""1195111""",0,61,"*",58,0,"*",490,644
"Rocky Hill School District","""1190011""","Dr. Oran A. Moser School","""1190211""",0,10,"*","*",0,0,65,85
"Rocky Hill School District","""1190011""","Myrtle H. Stevens School","""1190411""",0,51,"*",33,0,"*",365,469
"Rocky Hill School District","""1190011""","Rocky Hill High School","""1196111""","*",62,35,50,0,"*",602,752
"Rocky Hill School District","""1190011""","West Hill School","""1190511""","*",166,12,31,0,"*",412,630
"Salem School District","""1210011""","Salem Elementary School","""1210111""","*",23,13,13,0,"*",408,461
"Salisbury School District","""1220011""","Salisbury Central School","""1220111""",0,"*","*",21,0,29,249,310
"Scotland School District","""1230011""","Scotland Elementary School","""1230111""",0,0,"*","*",0,0,132,143
"Seymour School District","""1240011""","Anna L. Lopresti School","""1240311""","*","*",33,44,0,0,226,314
"Seymour School District","""1240011""","Bungay School","""1240111""","*",28,14,38,0,"*",495,578
"Seymour School District","""1240011""","Paul E. Chatfield School","""1240411""",0,10,12,24,0,0,245,291
"Seymour School District","""1240011""","Seymour High School","""1246111""",0,22,22,63,0,0,535,642
"Seymour School District","""1240011""","Seymour Middle School","""1245111""","*","*",29,42,0,0,497,587
"Sharon School District","""1250011""","Sharon Center School","""1250111""",0,"*","*","*",0,"*",186,197
"Shelton School District","""1260011""","Mohegan School","""1260911""",0,17,8,19,0,0,377,421
"Shelton School District","""1260011""","Booth Hill School","""1261011""",0,23,"*",20,0,"*",309,359
"Shelton School District","""1260011""","Elizabeth Shelton School","""1260511""","*",35,"*",33,0,0,392,479
"Shelton School District","""1260011""","Intermediate School","""1265111""","*",49,"*",67,0,0,776,925
"Shelton School District","""1260011""","Long Hill School","""1260811""","*",37,25,71,0,"*",305,441
"Shelton School District","""1260011""","Perry Hill Elementary School","""1261111""","*",50,28,58,0,"*",719,857
"Shelton School District","""1260011""","Shelton High School","""1266111""",7,59,53,120,0,0,1307,1546
"Shelton School District","""1260011""","Sunnyside School","""1260611""","*",25,25,38,0,"*",169,263
"Sherman School District","""1270011""","Sherman School","""1270111""",0,"*","*","*",0,12,387,408
"Side By Side Charter School District","""2700013""","Side By Side Charter School","""2700113""",0,24,69,72,0,12,56,233
"Simsbury School District","""1280011""","Central School","""1280111""",0,37,"*",39,0,"*",319,408
"Simsbury School District","""1280011""","Henry James Memorial School","""1285111""",0,"*",35,32,0,"*",708,804
"Simsbury School District","""1280011""","Latimer Lane School","""1280611""",0,36,"*",19,0,"*",437,506
"Simsbury School District","""1280011""","Simsbury High School","""1286111""",0,72,70,74,"*","*",1359,1582
"Simsbury School District","""1280011""","Squadron Line School","""1280711""",0,54,32,"*",0,"*",654,767
"Simsbury School District","""1280011""","Tariffville School","""1280311""",0,"*",23,16,0,"*",216,267
"Simsbury School District","""1280011""","Tootin' Hills School","""1280411""",0,16,"*",26,0,"*",372,426
"Somers School District","""1290011""","Mabelle B. Avery Middle School","""1295111""",0,"*",8,17,0,"*",349,387
"Somers School District","""1290011""","Somers Elementary School","""1290411""",0,"*",15,17,"*",12,632,681
"Somers School District","""1290011""","Somers High School","""1296111""","*",10,10,11,0,"*",523,562
"South Windsor School District","""1320011""","Pleasant Valley School","""1320211""",0,63,26,43,0,17,283,432
"South Windsor School District","""1320011""","Eli Terry School","""1320711""",0,12,26,29,0,32,336,435
"South Windsor School District","""1320011""","Orchard Hill School","""1320611""","*",57,20,28,9,"*",304,428
"South Windsor School District","""1320011""","Philip R. Smith School","""1320111""",0,49,22,"*",0,"*",249,342
