"Student Enrollment Trend"
"Student Counts by School and Year"
"All Districts, All Schools"

"",,,,"YEAR",,,,,
"Madison School District","""0760011""","Dr. Robert H. Brown Middle School","""0760611""",588,541,533,546,488,416
"Madison School District","""0760011""","Island Avenue Elementary School","""0760211""",302,285,266,296,273,268
"Madison School District","""0760011""","J. Milton Jeffrey Elementary School","""0760111""",492,473,462,343,339,338
"Madison School District","""0760011""","Kathleen H. Ryerson Elementary School","""0760311""",275,250,224,242,237,229
"Madison School District","""0760011""","Town Campus Learning Center","""0769011""",43,40,48,45,43,43
"Madison School District","""0760011""","Walter C. Polson Upper Middle School","""0765211""",616,605,591,560,552,556
"Manchester School District","""0770011""","Nathan Hale School","""0770911""",234,287,0,0,0,0
"Manchester School District","""0770011""","Bentley Alternative Education Program","""0770211""",0,0,0,0,51,53
"Manchester School District","""0770011""","Bowers School","""0770111""",409,401,407,425,417,392
"Manchester School District","""0770011""","Buckley School","""0770311""",388,438,332,360,349,365
"Manchester School District","""0770011""","Elisabeth M. Bennet Academy","""0771711""",454,411,406,374,404,420
"Manchester School District","""0770011""","Highland Park School","""0770411""",273,0,264,267,274,262
"Manchester School District","""0770011""","Illing Middle School","""0775311""",901,836,796,801,807,780
"Manchester School District","""0770011""","Keeney School","""0770611""",387,327,346,336,336,354
"Manchester School District","""0770011""","Manchester High School","""0776111""",1880,1779,1693,1619,1526,1534
"Manchester School District","""0770011""","Manchester Preschool - Site 2","""0770811""",0,0,0,0,0,16
"Manchester School District","""0770011""","Manchester Preschool Center","""0778011""",185,194,192,191,165,186
"Manchester School District","""0770011""","Manchester Regional Academy","""0779011""",99,93,80,92,59,67
"Manchester School District","""0770011""","Manchester Transition Center","""0779111""","*",9,14,15,12,13
"Manchester School District","""0770011""","Martin School","""0771611""",221,252,290,282,265,268
"Manchester School District","""0770011""","New Horizons","""0770711""",0,0,0,0,29,22
"Manchester School District","""0770011""","Robertson School","""0771011""",377,375,355,380,407,356
"Manchester School District","""0770011""","Verplanck School","""0771211""",340,358,330,364,412,386
"Manchester School District","""0770011""","Waddell School","""0771311""",348,343,352,342,342,377
"Manchester School District","""0770011""","Washington School","""0771411""",307,302,379,362,373,357
"Mansfield School District","""0780011""","Annie E. Vinton School","""0780411""",274,269,274,256,260,268
"Mansfield School District","""0780011""","Dorothy C. Goodwin School","""0780211""",202,223,221,201,219,207
"Mansfield School District","""0780011""","Mansfield Middle School School","""0785111""",585,575,570,546,519,530
"Mansfield School District","""0780011""","Southeast Elementary School","""0780511""",266,257,252,242,241,242
"Marlborough School District","""0790011""","Elmer Thienes-Mary Hall Elementary School","""0790111""",675,672,639,605,599,556
"Meriden School District","""0800011""","Nathan Hale School","""0800711""",621,608,610,612,646,630
"Meriden School District","""0800011""","Benjamin Franklin School","""0800111""",466,495,500,414,387,346
"Meriden School District","""0800011""","Casimir Pulaski School","""0801111""",706,705,594,581,557,557
"Meriden School District","""0800011""","Community Classroom Collaborative-Meriden School District","""0800211""",0,0,0,0,8,11
"Meriden School District","""0800011""","Francis T. Maloney High School","""0806111""",1235,1259,1217,1173,1210,1177
"Meriden School District","""0800011""","Hanover School","""0800311""",530,521,569,602,628,616
"Meriden School District","""0800011""","Israel Putnam School","""0800411""",561,538,564,611,580,588
"Meriden School District","""0800011""","John Barry School","""0800511""",509,510,479,509,509,476
"Meriden School District","""0800011""","Lincoln Middle School","""0805211""",711,723,755,769,756,743
"Meriden School District","""0800011""","Orville H. Platt High School","""0806211""",1102,1100,1174,1156,1097,1013
"Meriden School District","""0800011""","Roger Sherman School","""0800811""",524,530,500,477,498,559
"Meriden School District","""0800011""","STARS-Meriden School District","""0800611""",0,0,0,0,0,39
"Meriden School District","""0800011""","STEP-Meriden School District","""0800911""",0,0,0,0,0,19
"Meriden School District","""0800011""","Steps-Meriden School District","""0801211""",0,0,0,0,0,16
"Meriden School District","""0800011""","Thomas Hooker School","""0801011""",446,427,428,446,466,421
"Meriden School District","""0800011""","Venture Academy-Meriden School District","""0801311""",0,0,0,0,0,42
"Meriden School District","""0800011""","Washington Middle School","""0805411""",888,836,783,761,696,674
"Middletown School District","""0830011""","Bielefield School","""0830211""",366,333,305,322,309,289
"Middletown School District","""0830011""","Evening Program - MHS","""0831611""",0,0,0,0,24,11
"Middletown School District","""0830011""","Farm Hill School","""0830511""",371,352,327,367,372,337
"Middletown School District","""0830011""","ICM - Farm Hill","""0830611""",0,0,0,0,"*","*"
"Middletown School District","""0830011""","ICM - Lawrence","""0830711""",0,0,0,0,"*","*"
"Middletown School District","""0830011""","ICM - Macdonough","""0831011""",0,0,0,0,10,0
"Middletown School District","""0830011""","ICM - Spencer","""0832011""",0,0,0,0,0,7
"Middletown School District","""0830011""","ICM - Wesley","""0830811""",0,0,0,0,"*","*"
"Middletown School District","""0830011""","ICM- Woodrow Wilson Middle School","""0830411""",0,0,0,0,"*",6
"Middletown School District","""0830011""","Keigwin Middle School","""0831511""",372,348,333,319,360,312
"Middletown School District","""0830011""","Lawrence School","""0831311""",377,350,327,303,281,280
"Middletown School District","""0830011""","MHS - Alternative Education Program 1","""0831811""",0,0,0,0,8,8
"Middletown School District","""0830011""","MHS - Alternative Education Program 2","""0831911""",0,0,0,0,11,7
"Middletown School District","""0830011""","MHS- Alternative Education Program 3","""0832211""",0,0,0,0,0,"*"
"Middletown School District","""0830011""","MacDonough School","""0830911""",248,262,262,204,213,208
"Middletown School District","""0830011""","Middletown High School","""0836211""",1357,1314,1307,1252,1197,1202
"Middletown School District","""0830011""","Moody School","""0831211""",361,338,290,283,261,261
"Middletown School District","""0830011""","OASIS","""0830311""",0,0,0,0,"*","*"
"Middletown School District","""0830011""","STEM - Macdonough","""0832111""",0,0,0,0,0,20
"Middletown School District","""0830011""","Snow School","""0831111""",356,368,362,399,405,393
"Middletown School District","""0830011""","Spencer School","""0830111""",341,335,346,330,299,293
"Middletown School District","""0830011""","Transition to Life Center","""0839111""",0,7,14,18,26,25
"Middletown School District","""0830011""","Virtual Learning Academy - MHS","""0831711""",0,0,0,0,9,11
"Middletown School District","""0830011""","Wesley School","""0831411""",311,328,329,322,277,267
"Middletown School District","""0830011""","Woodrow Wilson Middle School","""0835411""",733,705,678,666,645,670
"Milford School District","""0840011""","Calf Pen Meadow School","""0840111""",330,310,269,254,259,293
"Milford School District","""0840011""","East Shore Middle School","""0845111""",532,502,492,466,487,456
"Milford School District","""0840011""","Harborside Middle School","""0845211""",611,607,614,554,561,536
"Milford School District","""0840011""","J. F. Kennedy School","""0841911""",421,424,400,381,380,378
"Milford School District","""0840011""","Jonathan Law High School","""0846211""",997,1016,1001,1013,925,940
"Milford School District","""0840011""","Joseph A. Foran High School","""0846311""",1009,993,1000,963,919,920
"Milford School District","""0840011""","Live Oaks School","""0841611""",337,305,307,310,299,315
"Milford School District","""0840011""","Mathewson School","""0841711""",455,405,406,377,369,414
"Milford School District","""0840011""","Meadowside School","""0840711""",465,488,447,461,393,315
"Milford School District","""0840011""","Orange Avenue School","""0840811""",436,401,395,388,440,409
"Milford School District","""0840011""","Orchard Hills School","""0841811""",378,383,356,341,325,370
"Milford School District","""0840011""","Pumpkin Delight School","""0841011""",418,392,392,374,374,280
"Milford School District","""0840011""","The Academy","""0840311""",0,0,0,0,53,47
"Milford School District","""0840011""","The Academy","""0846411""",0,0,0,0,53,47
"Milford School District","""0840011""","West Shore Middle School","""0845311""",573,580,564,523,466,450
"Monroe School District","""0850011""","Chalk Hill School","""0850611""",277,0,0,0,0,0
"Monroe School District","""0850011""","Fawn Hollow Elementary School","""0850511""",615,556,523,522,512,497
"Monroe School District","""0850011""","Jockey Hollow School","""0855211""",634,888,853,812,758,780
"Monroe School District","""0850011""","Masuk Alternative Program","""0850211""",0,0,0,0,16,13
"Monroe School District","""0850011""","Masuk High School","""0856111""",1309,1272,1227,1188,1163,1092
"Monroe School District","""0850011""","Monroe Elementary School","""0850111""",409,380,370,371,363,354
"Monroe School District","""0850011""","REAL","""0850411""",0,0,0,0,6,"*"
"Monroe School District","""0850011""","Stepney Elementary School","""0850311""",511,485,503,474,467,430
"Montville School District","""0860011""","Dr. Charles E. Murphy School","""0860711""",383,363,364,354,344,342
"Montville School District","""0860011""","Leonard J. Tyl Middle School","""0865111""",642,638,597,576,552,551
"Montville School District","""0860011""","Mohegan School","""0860111""",419,376,368,365,353,333
"Montville School District","""0860011""","Montville High School","""0866111""",767,772,721,702,700,654
"Montville School District","""0860011""","Oakdale School","""0860511""",433,394,373,386,309,297
"Montville School District","""0860011""","Palmer Academy","""0869011""",19,26,23,25,27,28
"Montville School District","""0860011""","Pre School Program","""0860311""",0,0,0,0,62,40
"Naugatuck School District","""0880011""","Andrew Avenue School","""0880811""",202,194,247,239,246,272
"Naugatuck School District","""0880011""","Central Avenue Preschool","""0888211""",31,20,20,16,24,30
"Naugatuck School District","""0880011""","Central Avenue School","""0880111""",252,236,0,0,0,0
"Naugatuck School District","""0880011""","City Hill Middle School","""0885111""",771,709,703,679,680,675
"Naugatuck School District","""0880011""","Cross Street Intermediate School","""0880211""",330,284,252,289,346,312
"Naugatuck School District","""0880011""","Genesis Academy","""0880911""",0,0,0,0,0,11
"Naugatuck School District","""0880011""","Head Start","""0888111""",104,105,119,126,121,118
"Naugatuck School District","""0880011""","Hillside Intermediate School","""0880411""",390,408,414,360,304,312
"Naugatuck School District","""0880011""","Hop Brook Elementary School","""0880511""",335,339,353,326,337,310
"Naugatuck School District","""0880011""","Maple Hill School","""0880311""",376,359,521,509,475,450
"Naugatuck School District","""0880011""","Naugatuck High School","""0886111""",1361,1344,1299,1267,1259,1198
"Naugatuck School District","""0880011""","Salem School","""0880611""",231,229,271,274,249,266
"Naugatuck School District","""0880011""","Western School","""0880711""",277,292,280,261,265,281
"New Beginnings Inc., Family Academy District","""2800013""","New Beginnings Inc Family Academy","""2800113""",0,0,0,0,473,499
"New Beginnings Inc., Family Academy District","""2800013""","New Beginnings Inc. Family Academy","""2800113""",360,0,0,0,0,0
"New Beginnings Inc., Family Academy District","""2800013""","New Beginnings Inc., Family Academy","""2800113""",0,361,399,402,0,0
"New Britain School District","""0890011""","Academic Extension Center","""0899211""",12,0,0,0,0,0
"New Britain School District","""0890011""","Alternative Center School","""0899111""",0,39,48,49,50,51
"New Britain School District","""0890011""","Behavior Support","""0891011""",0,0,0,0,0,11
"New Britain School District","""0890011""","CLIMB","""0899411""",0,30,13,25,29,18
"New Britain School District","""0890011""","Chamberlain  Elementary School","""0890311""",455,528,564,501,528,467
"New Britain School District","""0890011""","Frank J. DiLoreto School","""0891111""",897,923,901,779,771,791
"New Britain School District","""0890011""","Gaffney School","""0890511""",518,563,579,593,569,578
"New Britain School District","""0890011""","Holmes School","""0890611""",422,411,408,489,506,461
"New Britain School District","""0890011""","House of Arts Letters and Science (HALS)  Academy","""0895411""",156,165,169,167,159,149
"New Britain School District","""0890011""","Jefferson School","""0890711""",415,473,482,424,442,442
"New Britain School District","""0890011""","KEY Elementary","""0891611""",0,0,0,0,0,44
"New Britain School District","""0890011""","KEY Middle","""0891711""",0,0,0,0,0,12
"New Britain School District","""0890011""","Lincoln School","""0890811""",699,649,754,708,725,688
"New Britain School District","""0890011""","New Britain High School","""0896111""",2619,2516,2530,2481,2457,2460
"New Britain School District","""0890011""","New Britain Transition Center","""0899011""",32,31,47,40,50,38
"New Britain School District","""0890011""","Northend School","""0890911""",307,357,155,288,274,285
"New Britain School District","""0890011""","Preschool at Roosevelt","""0890111""",0,0,0,0,0,137
"New Britain School District","""0890011""","Pulaski Middle School","""0895311""",592,531,517,633,769,766
"New Britain School District","""0890011""","Roosevelt Middle School","""0895111""",429,442,427,394,0,0
"New Britain School District","""0890011""","STEPS","""0891811""",0,0,0,0,0,36
"New Britain School District","""0890011""","Slade Middle School","""0895211""",716,699,726,618,776,733
"New Britain School District","""0890011""","Smalley Academy","""0891211""",673,571,556,654,702,678
"New Britain School District","""0890011""","Smith School","""0891311""",631,660,732,671,696,580
"New Britain School District","""0890011""","Sunrise Intermediate","""0890411""",0,0,0,0,0,12
"New Britain School District","""0890011""","Sunrise Primary","""0890211""",0,0,0,0,0,22
"New Britain School District","""0890011""","Vance School","""0891511""",544,577,623,537,513,523
"New Canaan School District","""0900011""","East School","""0900411""",516,522,565,530,566,543
"New Canaan School District","""0900011""","New Canaan High School","""0906111""",1343,1310,1275,1264,1250,1251
"New Canaan School District","""0900011""","Saxe Middle School","""0905111""",1218,1232,1288,1314,1291,1327
"New Canaan School District","""0900011""","South School","""0900211""",561,586,554,535,547,542
"New Canaan School District","""0900011""","West School","""0900311""",493,511,531,537,547,547
"New Fairfield School District","""0910011""","Alternative Learning Center","""0910311""",0,0,0,0,9,8
"New Fairfield School District","""0910011""","Consolidated School","""0910111""",602,588,535,549,544,501
"New Fairfield School District","""0910011""","Day Alternative Learning Program","""0910411""",0,0,0,0,14,0
"New Fairfield School District","""0910011""","Meeting House Hill School","""0910211""",610,593,599,560,526,490
"New Fairfield School District","""0910011""","New Fairfield High School","""0916111""",974,1004,1010,990,933,904
"New Fairfield School District","""0910011""","New Fairfield Middle School","""0915211""",732,684,654,626,629,587
"New Hartford School District","""0920011""","Ann Antolini School","""0920311""",359,349,343,323,310,296
"New Hartford School District","""0920011""","Bakerville Consolidated School","""0920111""",120,118,110,117,115,113
"New Hartford School District","""0920011""","Bridges II at Ann Antolini School","""0920411""",0,0,0,0,"*",0
"New Hartford School District","""0920011""","New Hartford Elementary School","""0920211""",129,115,112,104,75,61
"New Haven School District","""0930011""","Edgewood School","""0931211""",455,445,449,448,439,437
"New Haven School District","""0930011""","Nathan Hale School","""0931411""",555,554,557,554,552,524
"New Haven School District","""0930011""","Augusta Lewis Troup School","""0931511""",515,514,513,487,490,482
"New Haven School District","""0930011""","Barnard Environmental Magnet School","""0930211""",549,561,554,582,560,563
"New Haven School District","""0930011""","Beecher School","""0930311""",468,470,486,485,502,505
"New Haven School District","""0930011""","Benjamin Jepson Magnet School","""0931811""",527,562,561,532,517,530
"New Haven School District","""0930011""","Betsy Ross Arts Magnet School","""0935511""",444,489,488,470,459,456
"New Haven School District","""0930011""","Bishop Woods School","""0934311""",489,497,516,505,497,481
"New Haven School District","""0930011""","Blake Street Leadership Academy (STEP)","""0932411""",0,0,0,0,20,16
"New Haven School District","""0930011""","Celentano BioTech, Health and Medical Magnet School","""0934811""",467,444,453,394,362,368
"New Haven School District","""0930011""","Christopher Columbus Academy","""0934111""",473,473,467,448,0,0
"New Haven School District","""0930011""","Clemente Leadership Academy","""0934211""",536,535,525,491,535,520
"New Haven School District","""0930011""","Clinton Avenue School","""0930611""",548,562,567,557,599,577
"New Haven School District","""0930011""","Columbus Family Academy","""0934111""",0,0,0,0,451,461
"New Haven School District","""0930011""","Conte/West Hills Magnet School","""0933111""",608,601,625,638,640,637
"New Haven School District","""0930011""","Cooperative High School","""0936411""",623,655,638,635,614,647
"New Haven School District","""0930011""","Davis 21st Century Magnet Elementary School","""0930911""",460,514,511,516,461,497
"New Haven School District","""0930011""","Domus Academy","""0935611""",44,33,41,42,36,29
"New Haven School District","""0930011""","Dwight Early Childhood Program","""0938211""",39,48,46,30,0,0
"New Haven School District","""0930011""","Early Learning Center","""0938111""",115,121,117,119,142,123
"New Haven School District","""0930011""","East Rock Community Magnet School","""0934611""",435,421,434,487,508,476
"New Haven School District","""0930011""","Engineering - Science University Magnet School","""0931711""",226,320,387,489,571,604
"New Haven School District","""0930011""","Fair Haven School","""0931611""",639,690,705,759,786,765
"New Haven School District","""0930011""","Headstart","""0938011""",402,386,334,357,371,367
"New Haven School District","""0930011""","Helene Grant Headstart","""0938311""",272,263,281,268,277,266
"New Haven School District","""0930011""","High School In The Community","""0936611""",307,273,241,262,282,251
"New Haven School District","""0930011""","Hill Central Music Academy","""0930711""",402,392,463,450,476,495
"New Haven School District","""0930011""","Hill Regional Career High School","""0936311""",669,703,698,683,675,665
"New Haven School District","""0930011""","Hyde School of Health, Science and Sports Medicine","""0936811""",212,209,197,208,183,194
"New Haven School District","""0930011""","James Hillhouse High School","""0936211""",969,980,976,981,1039,945
"New Haven School District","""0930011""","John C. Daniels","""0931311""",527,541,508,513,522,528
"New Haven School District","""0930011""","John S. Martinez School","""0930811""",536,527,537,514,508,525
"New Haven School District","""0930011""","Katherine Brennan/Clarence Rogers School","""0932111""",361,344,405,482,508,492
"New Haven School District","""0930011""","King/Robinson Magnet School","""0933011""",557,579,580,612,564,559
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""",313,359,384,343,372,378
"New Haven School District","""0930011""","Mauro-Sheridan Magnet School","""0931911""",566,563,546,548,543,539
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",296,339,384,389,391,403
"New Haven School District","""0930011""","NHPS Self Contained Autism","""0934411""",0,0,0,0,0,40
"New Haven School District","""0930011""","NHPS Self Contained Intellectually Disabled","""0935011""",0,0,0,0,0,30
"New Haven School District","""0930011""","NHPS Self Contained Multi-Handicapped","""0934511""",0,0,0,0,0,42
"New Haven School District","""0930011""","New Haven Academy","""0937011""",267,262,287,277,264,255
"New Haven School District","""0930011""","New Horizons High School","""0932211""",0,0,0,0,64,80
"New Haven School District","""0930011""","New Light High School","""0932611""",0,0,0,0,0,37
"New Haven School District","""0930011""","Polly T. McCabe Center","""0936511""",22,26,25,14,15,0
"New Haven School District","""0930011""","Polly T. McCabe Center","""0939211""",22,26,25,14,15,"*"
"New Haven School District","""0930011""","Quinnipiac Real World Math STEM School","""0933511""",0,0,265,329,330,306
"New Haven School District","""0930011""","Riverside Education Academy","""0936911""",162,128,113,104,117,80
"New Haven School District","""0930011""","Riverside Education Academy","""0939111""",162,128,113,104,117,80
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""",521,575,596,651,675,669
"New Haven School District","""0930011""","Sound School","""0936711""",320,337,334,334,330,340
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""",317,422,477,450,429,397
"New Haven School District","""0930011""","Truman School","""0932911""",532,527,496,462,483,493
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""",246,245,226,222,272,241
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",375,398,410,400,402,425
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""",1287,1239,1358,1421,1362,1446
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""",444,431,413,414,441,441
"New London School District","""0950011""","Jennings School","""0950311""",554,529,530,588,537,559
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""",590,571,593,553,624,602
"New London School District","""0950011""","Early Childhood Center at Harbor","""0950611""",0,0,0,0,124,115
"New London School District","""0950011""","Harbor School","""0950211""",301,305,0,0,0,0
"New London School District","""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","""0950911""",284,0,0,0,0,0
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""",0,284,466,530,471,503
"New London School District","""0950011""","New London Clinical Day Program","""0959111""",28,22,18,0,0,0
"New London School District","""0950011""","New London High School","""0956111""",983,934,933,881,886,963
"New London School District","""0950011""","Shoreline Academy","""0950511""",108,0,0,0,0,0
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""",224,319,528,517,556,580
"New Milford School District","""0960011""","Hill And Plain School","""0960511""",0,458,464,473,454,434
"New Milford School District","""0960011""","John Pettibone School","""0960511""",457,447,442,430,409,0
"New Milford School District","""0960011""","John Pettibone School","""0960711""",457,447,442,430,409,0
"New Milford School District","""0960011""","Litchfield Hills Transition Center","""0969011""",9,"*",11,11,11,17
"New Milford School District","""0960011""","New Milford High School","""0966111""",1510,1511,1480,1426,1398,1345
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",548,524,481,460,414,441
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""",1024,1035,1031,1053,1024,959
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""",748,697,714,675,681,1031
"Newington School District","""0940011""","Anna Reynolds School","""0940611""",441,470,471,472,459,473
"Newington School District","""0940011""","Elizabeth Green School","""0940211""",303,299,304,302,274,294
"Newington School District","""0940011""","John Paterson School","""0940811""",476,459,449,427,418,384
"Newington School District","""0940011""","John Wallace Middle School","""0945311""",706,678,705,700,687,674
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""",622,590,577,594,615,620
"Newington School District","""0940011""","Newington High School","""0946111""",1485,1449,1422,1361,1308,1266
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""",392,408,394,364,344,331
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",416,384,361,349,321,320
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""",369,342,339,303,314,297
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""",480,476,451,418,391,368
"Newtown School District","""0970011""","Newtown High School","""0976111""",1731,1740,1760,1713,1738,1679
"Newtown School District","""0970011""","Newtown Middle School","""0975111""",897,871,892,855,833,812
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",88,82,56,70,58,48
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""",895,878,819,787,731,701
"Newtown School District","""0970011""","STARR","""0979011""",0,"*","*","*","*","*"
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""",575,521,454,395,359,337
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",133,118,116,112,115,116
"Norfolk School District","""0980011""","Bridges II","""0989211""","*",6,"*","*",0,0
"Norfolk School District","""0980011""","IEP Program","""0989011""","*",0,0,0,0,0
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""",475,462,441,415,406,402
"North Branford School District","""0990011""","North Branford High School","""0996111""",688,649,636,610,619,579
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""",609,573,536,508,507,492
"North Branford School District","""0990011""","School to Work Program","""0999011""",0,0,"*","*","*","*"
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""",518,494,468,471,430,405
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",318,308,315,295,280,260
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""",400,393,377,340,332,302
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""",371,387,394,379,384,377
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""",386,364,365,337,314,288
"North Haven School District","""1010011""","North Haven High School","""1016111""",1173,1186,1187,1123,1039,1000
"North Haven School District","""1010011""","North Haven Middle School","""1015211""",832,797,773,783,782,785
"North Haven School District","""1010011""","North Haven Transition Partnership","""1010111""",0,0,0,0,"*",9
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",424,421,404,404,423,399
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""",371,384,385,378,381,366
"North Stonington School District","""1020011""","Wheeler High School","""1026111""",224,216,203,218,196,189
"North Stonington School District","""1020011""","Wheeler Middle School","""1025111""",201,181,176,154,164,173
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""",1695,1730,1658,1679,1675,1663
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""",508,539,520,528,522,493
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",326,310,328,323,333,348
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",486,474,503,494,502,480
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",466,488,456,444,452,444
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""",561,584,579,581,588,611
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""",508,497,548,572,566,559
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""",485,509,484,494,497,486
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""",463,468,462,455,460,455
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""",632,613,610,579,620,677
"Norwalk School District","""1030011""","Norwalk High School","""1036111""",1496,1531,1539,1539,1575,1570
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",118,69,52,66,56,53
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""",667,609,611,632,645,666
"Norwalk School District","""1030011""","Roton Middle School","""1035511""",409,440,445,429,459,476
"Norwalk School District","""1030011""","Rowayton School","""1031311""",473,454,461,451,444,443
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""",355,428,470,478,486,498
"Norwalk School District","""1030011""","Tracey School","""1031411""",394,401,394,385,389,382
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""",670,664,650,654,635,670
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",346,301,302,308,325,332
"Norwich Free Academy District","""9010022""","Alternative Pathways to Success","""9010322""",0,0,0,0,0,12
"Norwich Free Academy District","""9010022""","LEAD (Life Skills, Education and Adult Development)","""9010122""",0,0,0,0,0,12
"Norwich Free Academy District","""9010022""","Night School","""9010222""",0,0,0,0,0,11
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",2381,2315,2264,2324,2317,2247
"Norwich School District","""1040011""","Virtual Learning Academy","""1049211""",0,0,14,9,12,11
"Norwich School District","""1040011""","ABA Autism Program","""1040411""",0,0,0,0,0,16
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",16,17,16,218,223,226
"Norwich School District","""1040011""","Case Street Early Learning Center at DTZ","""1040211""",0,0,0,0,57,60
"Norwich School District","""1040011""","Deborah-Tennant Zinewicz  School","""1049111""",37,44,36,32,0,0
"Norwich School District","""1040011""","Hickory Street School","""1049011""",14,16,16,19,20,0
"Norwich School District","""1040011""","IRS Program at Moriarty","""1040911""",0,0,0,0,0,"*"
"Norwich School District","""1040011""","IRS Program at Uncas","""1040711""",0,0,0,0,0,"*"
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""",399,402,412,398,368,357
"Norwich School District","""1040011""","Kelly Middle School","""1045111""",619,624,699,658,671,754
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""",507,426,446,414,390,405
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""",384,463,463,417,373,341
"Norwich School District","""1040011""","Special Needs Program","""1040511""",0,0,0,0,0,23
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""",539,494,451,468,491,337
"Norwich School District","""1040011""","Thames River Academy","""1046111""",87,76,0,0,0,0
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""",317,344,339,275,283,267
"Norwich School District","""1040011""","Uncas Network School","""1041911""",299,331,277,280,250,230
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""",328,320,344,297,311,320
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""",260,260,278,255,236,245
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""",181,314,324,325,328,328
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""",451,432,415,391,417,372
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""",582,584,553,560,531,521
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""",535,543,527,486,466,444
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""",178,170,175,134,168,163
"Orange School District","""1070011""","Peck Place School","""1070511""",395,393,380,374,349,355
"Orange School District","""1070011""","Race Brook School","""1070311""",411,388,376,374,369,366
"Orange School District","""1070011""","Turkey Hill School","""1070411""",297,319,316,309,293,292
"Oxford School District","""1080011""","Alternative Education","""1080411""",0,0,0,0,0,12
"Oxford School District","""1080011""","Great Oak School","""1085111""",500,532,529,514,517,491
"Oxford School District","""1080011""","Oxford Center School","""1080111""",525,518,507,503,480,472
"Oxford School District","""1080011""","Oxford High School","""1086011""",629,584,589,600,575,592
"Oxford School District","""1080011""","Quaker Farms School","""1080311""",543,504,470,428,396,392
"Park City Prep Charter School District","""2830013""","Park City Prep Charter School","""2835113""",250,257,251,260,360,360
