"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, Gender"

"Bristol School District","Bristol Central High School","Male",71.4,85.6,77.6,79.3,78.3
"Bristol School District","Bristol Eastern High School","Female",85.3,90.6,83.8,91.4,93.1
"Bristol School District","Bristol Eastern High School","Male",76.1,81.6,79.6,77.1,81.0
"Brookfield School District","Brookfield High School","Female",97.5,96.5,96.8,96.6,97.6
"Brookfield School District","Brookfield High School","Male",93.7,98.2,95.7,98.3,95.2
"Canton School District","Canton High School","Female",94.6,100.0,95.2,96.9,98.0
"Canton School District","Canton High School","Male",95.2,94.7,95.1,92.9,96.2
"Capitol Region Education Council","Academy of Aerospace and Engineering","Female","N/A","N/A",95.0,88.2,75.0
"Capitol Region Education Council","Academy of Aerospace and Engineering","Male","N/A","N/A",77.8,"*",84.2
"Capitol Region Education Council","Academy of Science and Innovation","Female","N/A","N/A","N/A","N/A",96.4
"Capitol Region Education Council","Academy of Science and Innovation","Male","N/A","N/A","N/A","N/A",100.0
"Capitol Region Education Council","Great Path Academy at MCC","Female",88.6,89.8,"N/A","N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Male",85.4,66.7,"N/A","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female",82.1,91.2,80.7,81.6,93.5
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male",73.9,83.3,86.7,94.7,85.3
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Female","N/A","N/A","N/A",95.1,"N/A"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Male","N/A","N/A","N/A","*","N/A"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Female",87.9,97.0,93.5,96.0,96.2
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Male",93.3,90.7,95.6,95.7,96.6
"Capitol Region Education Council","Public Safety Academy","Female","N/A","N/A","N/A","*",95.0
"Capitol Region Education Council","Public Safety Academy","Male","N/A","N/A","N/A",80.6,81.3
"Cheshire School District","Cheshire High School","Female",98.1,98.4,97.8,98.9,98.9
"Cheshire School District","Cheshire High School","Male",94.1,98.5,97.2,97.8,99.5
"Clinton School District","The Morgan School","Female",97.4,91.8,92.8,94.8,94.6
"Clinton School District","The Morgan School","Male",86.6,93.4,86.5,94.3,87.2
"Colchester School District","Bacon Academy","Female",97.5,95.7,96.1,96.4,96.6
"Colchester School District","Bacon Academy","Male",88.2,93.3,91.9,94.4,94.0
"Common Ground High School District","Common Ground High School","Female",90.5,84.6,87.5,93.3,100.0
"Common Ground High School District","Common Ground High School","Male",82.4,94.4,90.9,85.7,100.0
"Connecticut Technical High School System","A. I. Prince Technical High School","Female",94.0,89.7,91.6,94.8,97.2
"Connecticut Technical High School System","A. I. Prince Technical High School","Male",91.0,97.2,84.4,96.6,97.6
"Connecticut Technical High School System","Bullard-Havens Technical High School","Female",96.6,93.9,95.3,94.5,95.9
"Connecticut Technical High School System","Bullard-Havens Technical High School","Male",92.3,95.7,97.8,89.4,95.8
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Female",89.5,95.6,95.6,96.8,96.2
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Male",96.9,91.7,95.4,93.8,97.6
"Connecticut Technical High School System","Eli Whitney Technical High School","Female",81.6,92.1,79.0,87.2,87.5
"Connecticut Technical High School System","Eli Whitney Technical High School","Male",81.1,91.9,87.9,95.3,92.3
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Female",96.4,95.0,100.0,94.0,90.7
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Male",95.7,93.7,96.5,94.8,98.4
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Female",87.5,100.0,100.0,97.4,100.0
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Male",95.1,95.8,95.3,95.5,100.0
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Female",97.1,97.3,98.5,95.2,98.8
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Male",97.3,97.0,100.0,97.4,100.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","Female",81.6,97.1,100.0,94.7,87.1
"Connecticut Technical High School System","H. H. Ellis Technical High School","Male",92.3,95.9,100.0,96.7,99.1
"Connecticut Technical High School System","Henry Abbott Technical High School","Female",88.9,98.2,94.4,94.3,98.3
"Connecticut Technical High School System","Henry Abbott Technical High School","Male",92.5,96.2,97.3,96.7,100.0
"Connecticut Technical High School System","Howell Cheney Technical High School","Female",100.0,97.4,90.9,97.9,100.0
"Connecticut Technical High School System","Howell Cheney Technical High School","Male",98.3,97.2,97.9,100.0,93.9
"Connecticut Technical High School System","Norwich Technical High School","Female",97.1,93.5,100.0,98.4,98.2
"Connecticut Technical High School System","Norwich Technical High School","Male",98.7,98.1,98.0,96.8,99.1
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Female",95.2,98.3,98.2,93.5,96.4
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Male",91.5,97.1,99.1,98.0,99.0
"Connecticut Technical High School System","Platt Technical High School","Female",93.8,98.7,98.6,98.5,100.0
"Connecticut Technical High School System","Platt Technical High School","Male",96.3,96.4,99.3,97.9,100.0
"Connecticut Technical High School System","Vinal Technical High School","Female",90.0,96.3,96.2,93.2,96.9
"Connecticut Technical High School System","Vinal Technical High School","Male",93.7,96.1,93.3,94.8,98.3
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Female",92.7,97.2,97.3,100.0,95.6
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Male",96.0,99.0,98.3,97.2,100.0
"Connecticut Technical High School System","Windham Technical High School","Female",95.3,96.1,97.7,100.0,97.9
"Connecticut Technical High School System","Windham Technical High School","Male",95.2,97.7,98.9,97.7,96.6
"Coventry School District","Coventry High School","Female",91.9,90.0,91.5,98.6,100.0
"Coventry School District","Coventry High School","Male",87.9,84.0,89.1,96.7,96.2
"Cromwell School District","Cromwell High School","Female",95.7,97.2,93.3,94.4,100.0
"Cromwell School District","Cromwell High School","Male",94.6,91.8,93.9,91.5,95.3
"Danbury School District","Alternative Center For Excellence","Female","N/A","N/A","*","N/A","N/A"
"Danbury School District","Alternative Center For Excellence","Male","N/A","N/A","*","N/A","N/A"
"Danbury School District","Danbury High School","Female",84.3,85.6,83.5,86.7,86.1
"Danbury School District","Danbury High School","Male",75.1,74.6,74.4,78.4,73.2
"Darien School District","Darien High School","Female",97.5,97.5,98.1,98.8,97.8
"Darien School District","Darien High School","Male",94.5,96.6,97.4,97.6,96.6
"Derby School District","Derby High School","Female",82.1,80.9,65.0,84.9,86.8
"Derby School District","Derby High School","Male",62.1,74.5,71.7,77.6,79.2
"East Granby School District","East Granby High School","Female",97.4,96.8,96.9,100.0,100.0
"East Granby School District","East Granby High School","Male",94.6,96.6,97.3,89.7,100.0
"East Haddam School District","Nathan Hale-Ray High School","Female",95.7,94.6,97.9,98.0,96.0
"East Haddam School District","Nathan Hale-Ray High School","Male",89.4,92.9,100.0,94.0,91.4
"East Hampton School District","East Hampton High School","Female",93.9,97.4,98.5,96.9,97.0
"East Hampton School District","East Hampton High School","Male",92.9,94.0,95.3,98.2,96.3
"East Hartford School District","Connecticut IB Academy","Female",100.0,92.6,96.0,100.0,100.0
"East Hartford School District","Connecticut IB Academy","Male",100.0,90.9,92.9,93.3,100.0
"East Hartford School District","East Hartford High School","Female",85.3,88.8,89.3,87.1,95.8
"East Hartford School District","East Hartford High School","Male",74.5,85.1,82.5,85.5,93.3
"East Hartford School District","Stevens Alternate High school","Female","N/A","N/A",60.4,38.7,"N/A"
"East Hartford School District","Stevens Alternate High school","Male","N/A","N/A",44.8,42.3,"N/A"
"East Haven School District","East Haven High School","Female",90.0,81.9,83.9,88.4,80.5
"East Haven School District","East Haven High School","Male",84.3,67.3,68.0,78.3,76.5
"East Lyme School District","East Lyme High School","Female",98.2,96.2,96.2,97.7,97.7
"East Lyme School District","East Lyme High School","Male",94.4,95.0,93.3,96.9,97.8
"East Windsor School District","East Windsor High School","Female",80.0,93.0,84.0,88.9,88.6
"East Windsor School District","East Windsor High School","Male",83.3,83.7,82.2,90.6,88.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Female","*",85.2,100.0,90.0,95.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Male","*",100.0,75.0,92.9,100.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Female",75.0,75.0,71.4,50.0,80.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Male",75.0,65.2,68.2,64.3,45.8
"Ellington School District","Ellington High School","Female",99.0,89.9,92.4,96.8,99.0
"Ellington School District","Ellington High School","Male",89.2,92.2,91.3,95.0,96.2
"Elm City College Preparatory School District","Elm City College Preparatory School","Female","N/A",80.0,"*",70.0,"*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Male","N/A",77.8,"*",57.1,"*"
"Enfield School District","Enfield High School","Female",83.2,90.6,82.7,86.6,89.9
"Enfield School District","Enfield High School","Male",77.2,85.4,81.5,79.6,81.7
"Enfield School District","Enrico Fermi High School","Female",89.1,92.7,94.4,90.0,93.0
"Enfield School District","Enrico Fermi High School","Male",79.7,83.0,91.2,90.2,84.1
"Explorations District","Explorations","Female",61.1,"*",58.8,70.0,92.9
"Explorations District","Explorations","Male",43.8,"*",73.3,64.7,77.8
"Fairfield School District","Fairfield Ludlowe High School","Female",97.8,97.5,96.8,98.0,97.2
"Fairfield School District","Fairfield Ludlowe High School","Male",89.8,94.7,93.8,89.9,96.3
"Fairfield School District","Fairfield Warde High School","Female",96.1,92.3,91.4,97.6,99.3
"Fairfield School District","Fairfield Warde High School","Male",91.2,92.9,91.4,91.4,96.1
"Farmington School District","Farmington High School","Female",95.8,98.0,98.1,95.4,98.7
"Farmington School District","Farmington High School","Male",94.1,93.9,95.6,97.3,98.1
"Glastonbury School District","Glastonbury High School","Female",96.8,98.0,97.4,99.0,99.6
"Glastonbury School District","Glastonbury High School","Male",98.5,94.7,97.1,98.5,98.1
"Granby School District","Granby Memorial High School","Female",97.8,97.9,99.0,98.0,98.9
"Granby School District","Granby Memorial High School","Male",96.2,98.9,97.9,96.0,96.1
"Greenwich School District","Greenwich High School","Female",94.7,94.9,95.4,97.0,98.7
"Greenwich School District","Greenwich High School","Male",94.5,90.3,94.8,97.0,95.9
"Griswold School District","Griswold High School","Female",85.7,88.4,90.2,90.6,92.2
"Griswold School District","Griswold High School","Male",78.3,86.6,85.3,79.3,89.4
"Groton School District","Robert E. Fitch High School","Female",83.0,81.0,86.1,90.2,87.9
"Groton School District","Robert E. Fitch High School","Male",79.9,85.2,80.5,80.9,90.3
"Guilford School District","Guilford High School","Female",95.7,98.6,96.4,97.9,97.9
"Guilford School District","Guilford High School","Male",95.2,97.8,91.4,88.7,95.3
"Hamden School District","Hamden High School","Female",86.9,89.3,91.2,95.6,94.0
"Hamden School District","Hamden High School","Male",82.4,82.2,82.9,88.6,89.0
"Hartford School District","Bulkeley High School Upper School","Female",78.6,74.5,78.4,78.7,82.6
"Hartford School District","Bulkeley High School Upper School","Male",73.5,54.3,64.8,69.0,61.8
"Hartford School District","Capital Community College Magnet Academy","Female","N/A","N/A","N/A","N/A","*"
"Hartford School District","Capital Community College Magnet Academy","Male","N/A","N/A","N/A","N/A","*"
"Hartford School District","Capital Preparatory Magnet School","Female",81.3,100.0,100.0,96.6,92.3
"Hartford School District","Capital Preparatory Magnet School","Male",93.3,93.3,100.0,96.0,100.0
"Hartford School District","Classical Magnet School","Female",98.0,100.0,96.3,98.0,93.9
"Hartford School District","Classical Magnet School","Male",87.2,96.8,91.4,91.4,85.7
"Hartford School District","Culinary Arts Academy","Female",75.0,52.4,64.3,70.2,64.9
"Hartford School District","Culinary Arts Academy","Male",39.6,76.0,45.2,50.0,73.2
"Hartford School District","Great Path Academy High School at MCC","Female","N/A","N/A",93.3,94.7,"N/A"
"Hartford School District","Great Path Academy High School at MCC","Male","N/A","N/A",95.7,85.7,"N/A"
"Hartford School District","Great Path Academy at MCC","Female","N/A","N/A","N/A","N/A",89.7
"Hartford School District","Great Path Academy at MCC","Male","N/A","N/A","N/A","N/A",91.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","Female",82.6,69.0,68.4,80.8,74.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","Male",68.9,56.8,60.8,53.3,69.9
"Hartford School District","HPHS Academy of Nursing and Health Science","Female",74.3,73.6,72.4,71.2,74.2
"Hartford School District","HPHS Academy of Nursing and Health Science","Male",60.0,55.3,58.5,50.0,71.1
"Hartford School District","HPHS Law and Government Academy","Female",52.5,58.1,77.8,73.4,73.1
"Hartford School District","HPHS Law and Government Academy","Male",52.2,34.4,62.5,70.2,50.0
"Hartford School District","Hartford Magnet Trinity College Academy","Female","N/A","N/A","N/A","N/A",95.2
"Hartford School District","Hartford Magnet Trinity College Academy","Male","N/A","N/A","N/A","N/A",97.1
"Hartford School District","High School Inc.","Female","N/A","N/A",80.8,68.6,86.8
"Hartford School District","High School Inc.","Male","N/A","N/A",61.1,58.5,65.2
"Hartford School District","Journalism and Media Academy Magnet School","Female","N/A","N/A",66.7,72.7,66.7
"Hartford School District","Journalism and Media Academy Magnet School","Male","N/A","N/A",66.7,77.5,75.9
"Hartford School District","OPPortunity High School","Female",28.1,50.0,50.0,26.7,"N/A"
"Hartford School District","OPPortunity High School","Male",33.3,43.5,65.9,38.9,"N/A"
"Hartford School District","Pathways Academy of Technology and Design","Female",86.7,90.6,89.7,100.0,88.9
"Hartford School District","Pathways Academy of Technology and Design","Male",80.8,94.4,95.1,87.0,90.2
"Hartford School District","Sports and Medical Sciences Academy","Female",91.0,94.0,95.8,96.4,89.8
"Hartford School District","Sports and Medical Sciences Academy","Male",89.7,87.5,90.0,85.4,93.8
"Hartford School District","University High School of Science and Engineering","Female","N/A","N/A","N/A","N/A",100.0
"Hartford School District","University High School of Science and Engineering","Male","N/A","N/A","N/A","N/A",94.5
"Hartford School District","University High of Science and Engineering","Female",93.5,84.6,94.1,90.5,"N/A"
"Hartford School District","University High of Science and Engineering","Male",97.6,93.6,98.3,93.2,"N/A"
"Hartford School District","Weaver High School","Female",68.2,"N/A","N/A","N/A","N/A"
"Hartford School District","Weaver High School","Male",69.2,"N/A","N/A","N/A","N/A"
"Killingly School District","Killingly High School","Female",77.6,82.4,83.3,89.7,87.2
"Killingly School District","Killingly High School","Male",64.0,74.2,69.8,77.3,78.9
"Learn","Connecticut River Academy","Female","N/A","N/A",94.1,92.3,94.1
"Learn","Connecticut River Academy","Male","N/A","N/A",83.3,93.3,91.2
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Female","N/A","N/A","N/A",92.3,96.0
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Male","N/A","N/A","*",90.9,80.0
"Learn","Three Rivers Middle College Magnet School","Female","N/A","N/A","*",88.0,100.0
"Learn","Three Rivers Middle College Magnet School","Male","N/A","N/A","*",100.0,85.7
"Lebanon School District","Lyman Memorial High School","Female",95.0,89.7,93.1,98.4,96.5
"Lebanon School District","Lyman Memorial High School","Male",92.3,90.0,93.5,88.1,97.1
"Ledyard School District","Ledyard High School","Female",91.4,93.9,93.8,96.7,96.5
"Ledyard School District","Ledyard High School","Male",90.3,90.4,91.1,92.2,93.8
"Lisbon School District","Community Connection - The Big Picture High School","Female","*","*","*","N/A","N/A"
"Lisbon School District","Community Connection - The Big Picture High School","Male","N/A","N/A","*","N/A","N/A"
"Litchfield School District","Litchfield High School","Female",96.0,100.0,97.8,100.0,100.0
"Litchfield School District","Litchfield High School","Male",92.9,96.2,100.0,91.2,100.0
"Madison School District","Daniel Hand High School","Female",98.1,98.8,98.7,97.6,98.8
"Madison School District","Daniel Hand High School","Male",95.5,97.5,99.4,97.4,99.3
"Manchester School District","Manchester High School","Female",75.6,81.7,81.5,88.1,89.2
"Manchester School District","Manchester High School","Male",72.3,71.9,76.1,86.3,83.2
"Meriden School District","Francis T. Maloney High School","Female",78.7,71.6,80.1,76.6,78.7
"Meriden School District","Francis T. Maloney High School","Male",64.3,68.8,67.5,70.3,72.1
"Meriden School District","Orville H. Platt High School","Female",71.6,72.5,73.0,86.7,78.1
"Meriden School District","Orville H. Platt High School","Male",67.4,65.9,65.2,75.6,75.4
"Middletown School District","Middletown High School","Female",83.2,80.6,86.4,91.4,94.0
"Middletown School District","Middletown High School","Male",72.4,76.6,81.0,87.4,96.7
"Milford School District","Jonathan Law High School","Female",89.3,86.5,88.7,94.0,98.1
"Milford School District","Jonathan Law High School","Male",79.2,76.4,72.7,84.5,83.3
"Milford School District","Joseph A. Foran High School","Female",90.1,92.8,90.4,95.8,95.5
"Milford School District","Joseph A. Foran High School","Male",91.9,89.3,90.6,96.7,97.5
"Monroe School District","Masuk High School","Female",98.5,99.4,99.4,97.4,100.0
"Monroe School District","Masuk High School","Male",96.4,98.4,95.9,98.6,100.0
"Montville School District","Montville High School","Female",85.4,89.1,93.3,89.0,95.2
"Montville School District","Montville High School","Male",87.7,89.0,84.2,89.3,96.5
"Naugatuck School District","Naugatuck High School","Female",84.5,90.0,83.1,87.6,91.1
"Naugatuck School District","Naugatuck High School","Male",81.0,79.6,74.0,75.9,80.7
"New Britain School District","New Britain High School","Female",52.9,64.6,68.9,68.4,72.9
"New Britain School District","New Britain High School","Male",51.6,62.1,58.6,62.7,67.0
"New Canaan School District","New Canaan High School","Female",98.0,99.4,97.7,98.8,98.7
"New Canaan School District","New Canaan High School","Male",97.5,96.1,97.5,98.6,99.4
"New Fairfield School District","New Fairfield High School","Female",94.2,97.7,99.2,98.2,100.0
"New Fairfield School District","New Fairfield High School","Male",87.6,98.0,92.8,98.4,98.3
"New Haven School District","Cooperative High School","Female",82.9,91.3,91.1,94.3,94.7
"New Haven School District","Cooperative High School","Male",84.8,87.9,85.7,93.2,94.1
"New Haven School District","Engineering - Science University Magnet School","Female","N/A","N/A","N/A","N/A",93.3
"New Haven School District","Engineering - Science University Magnet School","Male","N/A","N/A","N/A","N/A",95.3
"New Haven School District","High School In The Community","Female",66.7,63.4,64.3,45.9,50.0
"New Haven School District","High School In The Community","Male",51.6,42.9,46.7,50.0,38.1
"New Haven School District","Hill Regional Career High School","Female",90.9,89.5,95.1,89.9,95.4
"New Haven School District","Hill Regional Career High School","Male",76.2,87.1,86.0,84.6,84.3
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Female",80.0,80.0,85.7,100.0,92.3
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Male",73.3,78.8,75.9,86.2,89.2
"New Haven School District","James Hillhouse High School","Female",52.5,63.1,64.6,74.2,71.1
"New Haven School District","James Hillhouse High School","Male",50.3,43.8,51.1,64.7,70.1
"New Haven School District","Metropolitan Business Academy","Female",72.7,92.6,81.0,89.5,85.7
"New Haven School District","Metropolitan Business Academy","Male",86.4,64.7,81.1,91.4,86.0
"New Haven School District","New Haven Academy","Female",73.0,70.4,74.4,91.2,77.8
"New Haven School District","New Haven Academy","Male",51.6,64.7,56.3,77.4,68.0
"New Haven School District","Sound School","Female",83.9,93.5,92.1,97.1,92.3
"New Haven School District","Sound School","Male",90.6,92.1,92.9,90.0,87.0
"New Haven School District","Wilbur Cross High School","Female",62.5,76.2,76.0,75.2,69.6
"New Haven School District","Wilbur Cross High School","Male",54.2,62.1,52.9,56.3,63.5
"New London School District","New London High School","Female",61.4,66.3,68.3,77.6,87.6
"New London School District","New London High School","Male",66.0,63.7,61.7,68.8,67.3
"New Milford School District","New Milford High School","Female",91.9,94.5,91.1,94.0,95.7
"New Milford School District","New Milford High School","Male",84.6,90.0,87.3,87.6,90.3
"Newington School District","Newington High School","Female",91.1,95.5,93.1,95.7,95.8
"Newington School District","Newington High School","Male",78.2,85.7,88.0,90.3,89.9
"Newtown School District","Newtown High School","Female",93.9,95.0,94.7,97.5,98.7
"Newtown School District","Newtown High School","Male",94.5,95.1,94.2,96.3,94.5
"North Branford School District","North Branford High School","Female",95.8,95.3,95.7,93.8,97.7
"North Branford School District","North Branford High School","Male",92.9,93.1,96.2,91.5,92.0
"North Haven School District","North Haven High School","Female",91.6,95.1,94.7,91.0,97.9
"North Haven School District","North Haven High School","Male",83.9,95.6,82.4,92.2,91.5
"North Stonington School District","Wheeler High School","Female",90.3,100.0,96.7,100.0,92.3
"North Stonington School District","Wheeler High School","Male",88.9,80.0,94.4,93.8,92.0
"Norwalk School District","Brien McMahon High School","Female",90.8,92.6,90.1,90.0,95.8
"Norwalk School District","Brien McMahon High School","Male",84.1,84.9,87.4,83.5,94.1
"Norwalk School District","Norwalk High School","Female",86.9,88.7,91.6,92.8,90.6
"Norwalk School District","Norwalk High School","Male",83.8,80.6,87.1,90.7,91.5
"Norwalk School District","Norwalk Pathways Academy at Briggs","Female",60.0,"*","*","*",47.6
"Norwalk School District","Norwalk Pathways Academy at Briggs","Male",50.0,"*","*","*",33.3
"Norwich Free Academy District","Norwich Free Academy","Female",85.3,89.2,87.1,90.3,92.1
"Norwich Free Academy District","Norwich Free Academy","Male",80.9,82.3,83.6,84.4,84.7
"Norwich School District","Thames River Academy","Female","*","*","N/A","N/A","N/A"
"Norwich School District","Thames River Academy","Male","*","*","N/A","N/A","N/A"
"Old Saybrook School District","Old Saybrook Senior High School","Female",96.7,94.9,98.4,95.2,97.1
"Old Saybrook School District","Old Saybrook Senior High School","Male",91.8,96.9,91.8,93.0,94.5
"Oxford School District","Oxford High School","Female",97.4,92.8,100.0,97.7,98.5
"Oxford School District","Oxford High School","Male",93.6,90.9,95.9,96.5,92.6
"Plainfield School District","Plainfield High School","Female",86.6,87.0,89.9,89.1,85.9
"Plainfield School District","Plainfield High School","Male",86.9,87.6,79.6,79.7,78.4
"Plainville School District","Plainville High School","Female",90.7,90.7,94.4,91.1,90.8
"Plainville School District","Plainville High School","Male",86.8,96.9,85.3,91.4,89.0
"Plymouth School District","Terryville High School","Female",93.1,83.8,85.9,94.2,93.0
"Plymouth School District","Terryville High School","Male",90.9,84.5,89.8,90.7,86.7
"Portland School District","Portland High School","Female",82.6,92.5,90.5,94.0,95.9
"Portland School District","Portland High School","Male",84.3,90.4,84.0,91.9,85.7
"Putnam School District","Putnam High School","Female",88.6,88.0,90.9,89.7,90.9
"Putnam School District","Putnam High School","Male",71.8,88.6,70.8,83.3,93.9
"Regional School District 01","Housatonic Valley Regional High School","Female",91.0,96.8,89.1,95.0,95.5
"Regional School District 01","Housatonic Valley Regional High School","Male",75.7,94.5,92.5,83.3,92.9
"Regional School District 04","Valley Regional High School","Female",86.5,96.3,97.7,97.3,96.2
"Regional School District 04","Valley Regional High School","Male",90.5,87.3,93.2,98.4,99.0
"Regional School District 05","Amity Regional High School","Female",96.7,97.7,97.3,97.9,98.1
"Regional School District 05","Amity Regional High School","Male",90.1,95.9,95.6,96.9,96.1
"Regional School District 06","Wamogo Regional High School","Female",88.3,98.1,96.2,93.3,95.7
"Regional School District 06","Wamogo Regional High School","Male",88.4,93.8,95.5,93.6,97.5
"Regional School District 07","Northwestern Regional High School","Female",96.2,98.1,98.9,99.1,98.6
"Regional School District 07","Northwestern Regional High School","Male",96.5,98.7,95.3,97.5,100.0
"Regional School District 08","RHAM High School","Female",89.0,93.6,96.7,95.1,98.3
"Regional School District 08","RHAM High School","Male",80.6,89.0,93.3,93.2,88.6
"Regional School District 08","Region Alternative High School","Female","N/A","N/A","*","N/A","N/A"
"Regional School District 08","Region Alternative High School","Male","N/A","N/A","*","N/A","N/A"
"Regional School District 09","Joel Barlow High School","Female",98.1,100.0,95.9,96.4,100.0
"Regional School District 09","Joel Barlow High School","Male",92.9,96.4,95.6,97.3,95.9
"Regional School District 10","Lewis S. Mills High School","Female",96.5,97.3,91.8,95.5,97.9
"Regional School District 10","Lewis S. Mills High School","Male",96.6,95.8,93.1,94.1,96.6
"Regional School District 11","Parish Hill High School","Female",78.3,93.8,94.1,86.4,100.0
"Regional School District 11","Parish Hill High School","Male",75.0,96.0,90.9,100.0,100.0
"Regional School District 12","Shepaug Valley High School","Female",90.2,90.6,91.4,"N/A","N/A"
"Regional School District 12","Shepaug Valley High School","Male",82.7,80.5,95.8,"N/A","N/A"
"Regional School District 12","Shepaug Valley School","Female","N/A","N/A","N/A",100.0,100.0
"Regional School District 12","Shepaug Valley School","Male","N/A","N/A","N/A",97.4,94.6
"Regional School District 13","Coginchaug Regional High School","Female",92.8,97.3,96.2,98.6,100.0
"Regional School District 13","Coginchaug Regional High School","Male",94.3,98.5,100.0,93.2,100.0
"Regional School District 14","Nonnewaug High School","Female",97.2,99.0,95.4,100.0,99.1
"Regional School District 14","Nonnewaug High School","Male",92.7,96.6,92.1,94.0,98.6
"Regional School District 15","Pomperaug Regional High School","Female",93.3,97.0,95.2,96.6,95.4
"Regional School District 15","Pomperaug Regional High School","Male",90.8,90.3,94.7,97.2,95.6
"Regional School District 16","Woodland Regional High School","Female",89.9,93.8,93.8,97.9,95.9
