"","district_code","district","school_code","school","school_grade16","school_grade15","diff"
"271","0510011","Fairfield School District","0511411","Stratfield School",84.4063989729593,86.2649591610672,-1.85856018810792
"272","0510011","Fairfield School District","0511611","North Stratfield School",75.8857742469329,88.7501178701788,-12.8643436232459
"273","0510011","Fairfield School District","0511711","Jennings School",87.7112439921942,88.5286694465196,-0.817425454325374
"274","0510011","Fairfield School District","0511811","Osborn Hill School",80.6215583972154,91.6162438879556,-10.9946854907402
"275","0510011","Fairfield School District","0515111","Tomlinson Middle School",74.418940110053,80.3236643217644,-5.90472421171137
"276","0510011","Fairfield School District","0515211","Fairfield Woods Middle School",76.7057493357234,86.4276566597712,-9.72190732404779
"277","0510011","Fairfield School District","0515311","Roger Ludlowe Middle School",78.1550839265016,86.3322092449122,-8.17712531841063
"278","0510011","Fairfield School District","0516011","Fairfield Ludlowe High School",86.5781132840414,88.6339282237089,-2.05581493966751
"279","0510011","Fairfield School District","0516211","Fairfield Warde High School",84.27176801928,82.5094253435915,1.76234267568847
"280","0520011","Farmington School District","0000000","District",85.4320153664141,89.2337068377048,-3.80169147129065
"281","0520011","Farmington School District","0520111","Union School",84.0557495053651,86.0750280851911,-2.01927857982601
"282","0520011","Farmington School District","0520211","Noah Wallace School",91.3105859397711,88.6873064105549,2.62327952921625
"283","0520011","Farmington School District","0520311","West District School",87.2799226924437,89.3200162145377,-2.04009352209401
"284","0520011","Farmington School District","0520411","East Farms School",97.3053446505125,96.1714931777588,1.13385147275365
"285","0520011","Farmington School District","0520511","West Woods Upper Elementary School",80.7665880422689,87.3842650688458,-6.61767702657686
"286","0520011","Farmington School District","0525111","Irving A. Robbins Middle School",79.145411204366,91.6844991564692,-12.5390879521032
"287","0520011","Farmington School District","0526111","Farmington High School",85.1317007147428,83.228340862962,1.90335985178082
"288","0530011","Franklin School District","0000000","District",65.2595554714594,85.1607015645794,-19.90114609312
"289","0530011","Franklin School District","0530111","Franklin Elementary School",65.1780683311488,85.0111999034499,-19.8331315723011
"290","0540011","Glastonbury School District","0000000","District",83.5573163438209,88.9701419314173,-5.41282558759644
"291","0540011","Glastonbury School District","0540211","Buttonball Lane School",82.4304810294383,87.5670629874395,-5.1365819580012
"292","0540011","Glastonbury School District","0540311","Eastbury School",88.4775346924211,99.6818492251116,-11.2043145326905
"293","0540011","Glastonbury School District","0540411","Hebron Avenue School",86.3349289709453,96.9088486931184,-10.5739197221731
"294","0540011","Glastonbury School District","0540611","Hopewell School",86.807964075961,90.4288254196548,-3.62086134369385
"295","0540011","Glastonbury School District","0540711","Naubuc School",74.1811392136281,85.0667587495933,-10.8856195359652
"296","0540011","Glastonbury School District","0540811","Gideon Welles School",79.6366797261063,89.1044065387342,-9.4677268126279
"297","0540011","Glastonbury School District","0540911","Nayaug Elementary School",86.4294518676868,94.1834385816347,-7.75398671394794
"298","0540011","Glastonbury School District","0545211","Smith Middle School",75.8576494281238,86.3973772960599,-10.5397278679361
"299","0540011","Glastonbury School District","0546111","Glastonbury High School",86.627228398869,87.5473880011824,-0.920159602313433
"300","0560011","Granby School District","0000000","District",85.1694399521225,89.264915693824,-4.09547574170145
"301","0560011","Granby School District","0560111","Frank M. Kearns Primary School",78.7224301442535,75.3221288515406,3.40030129271285
"302","0560011","Granby School District","0560311","Wells Road Intermediate School",88.2381176423339,88.8184875177678,-0.580369875433888
"303","0560011","Granby School District","0560411","Kelly Lane Intermediate School",83.0829189434718,95.4692433556344,-12.3863244121626
"304","0560011","Granby School District","0565111","Granby Memorial Middle School",69.8408003343988,86.6054045512676,-16.7646042168688
"305","0560011","Granby School District","0566111","Granby Memorial High School",87.4695416627691,87.2480476404261,0.221494022343037
"306","0570011","Greenwich School District","0000000","District",86.5939305314976,89.3005951911495,-2.70666465965189
"307","0570011","Greenwich School District","0570211","Cos Cob School",81.4595934586508,90.1901444405755,-8.73055098192474
"308","0570011","Greenwich School District","0570311","Julian Curtiss School",77.7830315460095,86.8989936863406,-9.11596214033106
"309","0570011","Greenwich School District","0570411","Glenville School",76.0412791293308,89.4924958671354,-13.4512167378046
"310","0570011","Greenwich School District","0570511","Hamilton Avenue School",74.438435218063,73.2983038682713,1.14013134979172
"311","0570011","Greenwich School District","0570611","New Lebanon School",78.6084036404196,81.894164757071,-3.28576111665143
"312","0570011","Greenwich School District","0570711","North Mianus School",86.6652854531635,89.627177221534,-2.96189176837046
"313","0570011","Greenwich School District","0570811","North Street School",88.4362183781337,98.9500876423164,-10.5138692641827
"314","0570011","Greenwich School District","0570911","Old Greenwich School",94.2120642073114,95.5567338601495,-1.34466965283809
"315","0570011","Greenwich School District","0571011","Riverside School",93.2840831398504,96.5529628670873,-3.26887972723686
"316","0570011","Greenwich School District","0571111","Parkway School",88.2762283774952,92.9925925925926,-4.7163642150974
"317","0570011","Greenwich School District","0571311","International School At Dundee",93.0851596550048,98.1786633713374,-5.09350371633256
"318","0570011","Greenwich School District","0575111","Central Middle School",73.1955382620602,84.4707890709764,-11.2752508089162
"319","0570011","Greenwich School District","0575211","Eastern Middle School",81.0310940208362,90.8644198052615,-9.8333257844253
"320","0570011","Greenwich School District","0575311","Western Middle School",79.5498336910312,82.6735062323895,-3.12367254135829
"321","0570011","Greenwich School District","0576111","Greenwich High School",89.2823277546178,88.2380367867312,1.04429096788664
"322","0580011","Griswold School District","0000000","District",76.2697881584829,78.4138955288316,-2.14410737034866
"323","0580011","Griswold School District","0580311","Griswold Elementary School",73.7447029544595,84.2308095398656,-10.4861065854061
"324","0580011","Griswold School District","0585111","Griswold Middle School",73.0416704549868,76.1086920361745,-3.06702158118773
"325","0580011","Griswold School District","0586211","Griswold High School",74.4855090378152,74.8268849673014,-0.341375929486233
"326","0590011","Groton School District","0000000","District",73.1921259011119,76.9200591452421,-3.72793324413018
"327","0590011","Groton School District","0590111","S. B. Butler School",82.7004471455538,81.9512110176299,0.749236127923851
"328","0590011","Groton School District","0590311","Claude Chester School",69.4572390905035,73.4124107875381,-3.95517169703459
"329","0590011","Groton School District","0591211","Pleasant Valley School",79.3018999704336,85.4672464343379,-6.16534646390429
"330","0590011","Groton School District","0591711","Mary Morrisson School",76.7125834576701,71.733338919692,4.97924453797808
"331","0590011","Groton School District","0591811","Charles Barnum School",82.7610790731593,88.631441220077,-5.87036214691773
"332","0590011","Groton School District","0591911","Northeast Academy Elementary School",85.4714378860493,81.8081217569438,3.66331612910554
"333","0590011","Groton School District","0592011","Catherine Kolnaski Magnet School",69.2101086144446,69.9401864263168,-0.730077811872249
"334","0590011","Groton School District","0595211","West Side Middle School",58.3747244311773,71.6495375984115,-13.2748131672342
"335","0590011","Groton School District","0595311","Carl C. Cutler Middle School",71.7220282498963,80.266360488455,-8.54433223855867
"336","0590011","Groton School District","0596111","Robert E. Fitch High School",71.7882685195392,68.1749893314758,3.61327918806342
"337","0600011","Guilford School District","0000000","District",85.7141272600886,90.4265494989406,-4.71242223885199
"338","0600011","Guilford School District","0600211","Guilford Lakes School",92.8119517284803,98.7755102040816,-5.96355847560135
"339","0600011","Guilford School District","0600311","Melissa Jones School",83.5860139832195,94.5827876524449,-10.9967736692254
"340","0600011","Guilford School District","0600411","Calvin Leete School",86.4403276692551,94.8837319676357,-8.44340429838064
"341","0600011","Guilford School District","0600611","A. W. Cox School",80.4137618382753,85.6501296036198,-5.23636776534445
"342","0600011","Guilford School District","0600711","A. Baldwin Middle School",80.0788836653925,88.4927366848953,-8.41385301950285
"343","0600011","Guilford School District","0605111","E. C. Adams Middle School",83.047870158419,88.7833036535345,-5.7354334951155
"344","0600011","Guilford School District","0606111","Guilford High School",87.7839007571899,90.163849666932,-2.37994890974208
"345","0620011","Hamden School District","0000000","District",70.2372207186118,74.186395263239,-3.94917454462725
"346","0620011","Hamden School District","0620111","Shepherd Glen School",70.0554113915921,73.465175035317,-3.40976364372494
"347","0620011","Hamden School District","0620211","Church Street School",62.3112216671871,64.8713836919525,-2.56016202476545
"348","0620011","Hamden School District","0620311","Dunbar Hill School",69.2789174883593,70.6498591474314,-1.37094165907209
"349","0620011","Hamden School District","0620411","Helen Street School",71.046552070463,74.6571349718679,-3.61058290140492
"350","0620011","Hamden School District","0621011","Spring Glen School",72.4308941836178,85.4235174364061,-12.9926232527883
"351","0620011","Hamden School District","0621111","Ridge Hill School",62.5462718284443,71.8089016443456,-9.26262981590126
"352","0620011","Hamden School District","0621211","Bear Path School",67.2376980767387,81.7146939626217,-14.476995885883
"353","0620011","Hamden School District","0621411","West Woods School",78.9915810127676,88.6910485024439,-9.69946748967627
"354","0620011","Hamden School District","0625211","Hamden Middle School",55.970538268661,65.3957623030951,-9.42522403443408
"355","0620011","Hamden School District","0626111","Hamden High School",70.3225020196447,68.4174071314725,1.90509488817223
"356","0630011","Hampton School District","0000000","District",81.4421054650211,90.7791156710248,-9.33701020600371
"357","0630011","Hampton School District","0630111","Hampton Elementary School",81.4421054650211,90.7791156710248,-9.33701020600371
"358","0640011","Hartford School District","0000000","District",59.9375223825219,61.0152166335815,-1.0776942510596
"359","0640011","Hartford School District","0640111","SAND School",49.7725849615902,45.9803064572016,3.79227850438855
"360","0640011","Hartford School District","0640411","Batchelder School",57.1185266353739,58.1954104638603,-1.07688382848638
"361","0640011","Hartford School District","0640511","Montessori Magnet at Moylan School",71.3960774503697,71.8827005443458,-0.486623093976121
"362","0640011","Hartford School District","0640611","Burns Latino Studies Academy",47.8642888605604,44.8463571325841,3.01793172797634
"363","0640011","Hartford School District","0640711","Asian Studies Academy at Bellizzi School",41.8261381181468,47.5521702529977,-5.72603213485093
"364","0640011","Hartford School District","0640811","M. D. Fox Elementary School",56.6446064510033,46.5067002434252,10.1379062075781
"365","0640011","Hartford School District","0640911","Environmental Sciences Magnet School at Mary M Hooker",73.748503421992,77.5302867030072,-3.78178328101519
"366","0640011","Hartford School District","0641011","Kennelly School",58.5776895776185,56.9433606994561,1.63432887816238
"367","0640011","Hartford School District","0641111","Kinsella Magnet School of Performing Arts",67.0930601339823,70.5695090765444,-3.47644894256213
"368","0640011","Hartford School District","0641211","McDonough Expeditionary Learning School",52.0868235827347,50.1998339424102,1.88698964032447
"369","0640011","Hartford School District","0641411","Dr. James H Naylor/CCSU Leadership Academy",65.4739922571524,64.1149844867995,1.3590077703529
"370","0640011","Hartford School District","0641511","Parkville Community School",55.7013281052426,58.2645470187718,-2.56321891352921
"371","0640011","Hartford School District","0641611","M. L. King School",56.9011368617056,54.0790963350337,2.82204052667186
"372","0640011","Hartford School District","0641711","Sarah J. Rawson Elementary School",55.2159240020688,54.1297569870335,1.08616701503527
"373","0640011","Hartford School District","0641911","Milner Elementary School",44.4919632039826,42.6481488240287,1.84381437995395
"374","0640011","Hartford School District","0642011","Noah Webster Micro Society School",71.4723025069283,77.2500031605973,-5.77770065366899
"375","0640011","Hartford School District","0642111","West Middle School",60.917236867947,58.7259256940807,2.19131117386628
"376","0640011","Hartford School District","0642211","Fred D. Wish Museum School",46.5718134054829,49.0260429274292,-2.4542295219463
"377","0640011","Hartford School District","0642311","Burr School",49.9454828391964,55.7215786353372,-5.77609579614083
"378","0640011","Hartford School District","0642411","Clark School",47.7479293476835,42.0283117965855,5.719617551098
"379","0640011","Hartford School District","0642511","STEM Magnet School at Annie Fisher",82.7387073120475,83.5106499344392,-0.771942622391748
"380","0640011","Hartford School District","0642611","Simpson-Waverly School",47.3603128802938,49.9280461259569,-2.56773324566314
"381","0640011","Hartford School District","0642811","Betances Early Reading Lab Magnet School",61.8549283574271,63.4662393571327,-1.61131099970555
"382","0640011","Hartford School District","0643011","Sanchez School",58.7745723484667,60.4725663416389,-1.69799399317223
"383","0640011","Hartford School District","0643211","Expeditionary Learning Academy at Moylan School",58.3682868494035,54.9472216348697,3.42106521453378
"384","0640011","Hartford School District","0643311","Breakthrough Magnet School",67.2708917677648,77.2197476906985,-9.94885592293375
"385","0640011","Hartford School District","0643511","Breakthrough II Magnet School",63.6448096640658,67.2023186449965,-3.5575089809307
"386","0640011","Hartford School District","0643611","Global Communications Academy",55.1744441290598,60.2631404802858,-5.08869635122603
"387","0640011","Hartford School District","0643711","Montessori Magnet at Fisher School",61.6184315976626,77.199220685716,-15.5807890880534
"388","0640011","Hartford School District","0643811","STEM Magnet School at Dwight",68.9169576041556,70.5270479327219,-1.61009032856629
"389","0640011","Hartford School District","0643911","Capital Community College Magnet Academy",31.4178895877009,38.7140944945811,-7.29620490688016
"390","0640011","Hartford School District","0644011","Renzulli Academy",66.3131380650312,81.1262997358067,-14.8131616707755
"391","0640011","Hartford School District","0645411","Hartford Magnet Trinity College Academy",68.3723660755835,68.643799922783,-0.271433847199461
"392","0640011","Hartford School District","0646011","Culinary Arts Academy",47.6248412070112,44.2314193831899,3.39342182382131
"393","0640011","Hartford School District","0646111","Bulkeley High School Lower School",26.6976013860678,43.0700466110713,-16.3724452250035
"394","0640011","Hartford School District","0646411","Classical Magnet School",64.8838520298146,73.5193279250854,-8.63547589527077
"395","0640011","Hartford School District","0646511","Sports and Medical Sciences Academy",66.1999889461194,74.6472046997162,-8.44721575359677
"396","0640011","Hartford School District","0646611","Pathways Academy of Technology and Design",67.1057865783306,65.9549000130935,1.15088656523709
"397","0640011","Hartford School District","0646711","University High School of Science and Engineering",78.0450113255928,77.1118846869634,0.933126638629446
"398","0640011","Hartford School District","0646911","Capital Preparatory Magnet School",65.4293884804826,74.100290162987,-8.67090168250441
"399","0640011","Hartford School District","0647111","Bulkeley High School Upper School",53.4996891524068,51.1590844464435,2.3406047059633
"400","0640011","Hartford School District","0647211","HPHS Academy of Engineering and Green Technology",46.8184547780639,47.3784307432688,-0.559975965204856
"401","0640011","Hartford School District","0647411","HPHS Law and Government Academy",49.1500956096218,44.6142893474455,4.53580626217629
"402","0640011","Hartford School District","0647511","HPHS Academy of Nursing and Health Science",48.4110446538198,49.1916868089173,-0.780642155097524
"403","0640011","Hartford School District","0647611","High School, Inc.",51.2913078551364,52.2699823987339,-0.978674543597457
"404","0640011","Hartford School District","0647711","Journalism and Media Academy Magnet School",57.9946735556648,56.8816513739022,1.11302218176262
"405","0640011","Hartford School District","0647911","Great Path Academy at MCC",71.58799486126,71.3334485640583,0.254546297201728
"406","0650011","Hartland School District","0000000","District",82.5751526299599,85.7550295229701,-3.17987689301016
"407","0650011","Hartland School District","0650111","Hartland School",82.5751526299599,85.71212948007,-3.1369768501101
"408","0670011","Hebron School District","0000000","District",79.3726019769279,85.7927979204832,-6.42019594355534
"409","0670011","Hebron School District","0670111","Hebron Elementary School",79.4949717867618,86.1325870966112,-6.63761530984938
"410","0670011","Hebron School District","0670211","Gilead Hill School",100,100,0
"411","0680011","Kent School District","0000000","District",73.3860472821509,88.7199727950562,-15.3339255129053
"412","0680011","Kent School District","0680111","Kent Center School",73.3860472821509,89.4774328063821,-16.0913855242312
"413","0690011","Killingly School District","0000000","District",71.0997851279241,70.7046801797463,0.395104948177746
"414","0690011","Killingly School District","0690111","Killingly Central School",74.3524562006184,80.6365058217883,-6.28404962116994
"415","0690011","Killingly School District","0690311","Killingly Memorial School",75.512879026625,79.6521125667026,-4.13923354007763
"416","0690011","Killingly School District","0695211","Killingly Intermediate School",70.3805007281377,74.0444672897109,-3.66396656157319
"417","0690011","Killingly School District","0696111","Killingly High School",67.3568627241664,63.0412965210696,4.31556620309678
"418","0710011","Lebanon School District","0000000","District",77.2428994250239,78.7655831851581,-1.52268376013419
"419","0710011","Lebanon School District","0710111","Lebanon Elementary School",85.1671255514166,85.7122290625878,-0.54510351117122
"420","0710011","Lebanon School District","0715111","Lebanon Middle School",75.3585766520744,80.9541475192979,-5.59557086722349
"421","0710011","Lebanon School District","0716211","Lyman Memorial High School",76.6955864570268,70.6153440911819,6.08024236584492
"422","0720011","Ledyard School District","0000000","District",76.3482590365015,85.225974652784,-8.87771561628254
"423","0720011","Ledyard School District","0720111","Ledyard Center School",72.1350755980162,82.7031049641891,-10.5680293661729
"424","0720011","Ledyard School District","0720211","Gales Ferry School",99.4736842105263,100,-0.526315789473699
"425","0720011","Ledyard School District","0720311","Juliet W. Long School",75.8525889144766,82.7485727882107,-6.89598387373405
"426","0720011","Ledyard School District","0720411","Gallup Hill School",70.7347796763136,82.2150817261153,-11.4803020498017
"427","0720011","Ledyard School District","0725111","Ledyard Middle School",72.7119723409542,79.4377240741923,-6.72575173323814
"428","0720011","Ledyard School District","0726111","Ledyard High School",78.7192442314592,85.7714788652899,-7.05223463383072
"429","0730011","Lisbon School District","0000000","District",74.0269495784131,80.8510817573697,-6.82413217895662
"430","0730011","Lisbon School District","0730111","Lisbon Central School",74.1234163447887,81.0230465280497,-6.89963018326104
"431","0740011","Litchfield School District","0000000","District",81.5757271422981,86.0121469913336,-4.43641984903552
"432","0740011","Litchfield School District","0740211","Center School",83.728813559322,98.9541957416354,-15.2253821823134
"433","0740011","Litchfield School District","0740311","Litchfield Intermediate School",88.9400963028014,90.4900046958596,-1.54990839305819
"434","0740011","Litchfield School District","0746111","Litchfield High School",80.2417625212524,80.6584790547288,-0.416716533476446
"435","0760011","Madison School District","0000000","District",81.7630196056404,91.2039183210272,-9.44089871538678
"436","0760011","Madison School District","0760111","J. Milton Jeffrey Elementary School",87.9596539538285,93.7426617624903,-5.78300780866182
"437","0760011","Madison School District","0760211","Island Avenue Elementary School",81.3284204215775,98.2045277127244,-16.8761072911469
"438","0760011","Madison School District","0760311","Kathleen H. Ryerson Elementary School",89.3039038232606,94.74676009659,-5.44285627332944
"439","0760011","Madison School District","0760611","Dr. Robert H. Brown Middle School",67.8432123424607,86.0299456327798,-18.1867332903191
"440","0760011","Madison School District","0765211","Walter C. Polson Upper Middle School",70.1330563316971,87.2425095302152,-17.1094531985181
"441","0760011","Madison School District","0766111","Daniel Hand High School",90.9426555755547,85.2386399961466,5.70401557940814
"442","0770011","Manchester School District","0000000","District",65.8306104646452,69.7783845475247,-3.94777408287946
"443","0770011","Manchester School District","0770111","Bowers School",63.1871923070079,70.867012100273,-7.67981979326506
"444","0770011","Manchester School District","0770311","Buckley School",74.6768951561117,80.7050871475601,-6.02819199144838
"445","0770011","Manchester School District","0770411","Highland Park School",65.4447504296447,75.6930788953773,-10.2483284657326
"446","0770011","Manchester School District","0770611","Keeney School",62.2244008393553,75.0992929011795,-12.8748920618242
"447","0770011","Manchester School District","0771011","Robertson School",69.5785933675056,72.5552841390703,-2.97669077156465
"448","0770011","Manchester School District","0771211","Verplanck School",63.5322505315642,64.4558686042957,-0.9236180727315
"449","0770011","Manchester School District","0771311","Waddell School",65.3045830527903,76.5318403455806,-11.2272572927903
"450","0770011","Manchester School District","0771411","Washington School",55.749659571598,60.114456825779,-4.36479725418101
"451","0770011","Manchester School District","0771611","Martin School",60.3461057715807,71.9123526897451,-11.5662469181644
"452","0770011","Manchester School District","0771711","Elisabeth M. Bennet Academy",63.1755032182047,72.0528188782806,-8.87731566007592
"453","0770011","Manchester School District","0775311","Illing Middle School",58.7828352026254,68.8335272216169,-10.0506920189915
"454","0770011","Manchester School District","0776111","Manchester High School",64.8229526468398,65.7987092427158,-0.975756595875964
"455","0780011","Mansfield School District","0000000","District",80.7328698740997,91.3772518939717,-10.644382019872
"456","0780011","Mansfield School District","0780211","Dorothy C. Goodwin School",90.053761488231,94.6325020872006,-4.57874059896965
"457","0780011","Mansfield School District","0780411","Annie E. Vinton School",88.8268097941491,88.8944767188893,-0.0676669247402089
"458","0780011","Mansfield School District","0780511","Southeast Elementary School",86.5499997428427,92.3927062815566,-5.84270653871386
"459","0780011","Mansfield School District","0785111","Mansfield Middle School School",79.81285400711,92.2525516562817,-12.4396976491717
"460","0790011","Marlborough School District","0000000","District",82.2836618552644,86.4499410963133,-4.16627924104894
"461","0790011","Marlborough School District","0790111","Elmer Thienes-Mary Hall Elementary School",82.2836618552644,86.4079790030242,-4.12431714775977
"462","0800011","Meriden School District","0000000","District",66.6174027306862,65.1048884377054,1.51251429298077
"463","0800011","Meriden School District","0800111","Benjamin Franklin School",69.966002381873,71.6513408369447,-1.68533845507169
"464","0800011","Meriden School District","0800311","Hanover School",65.3309889904112,66.8228422845282,-1.49185329411702
"465","0800011","Meriden School District","0800411","Israel Putnam School",66.5921480211149,67.5961718655286,-1.00402384441371
"466","0800011","Meriden School District","0800511","John Barry School",72.8224568921851,59.6359926865877,13.1864642055974
"467","0800011","Meriden School District","0800711","Nathan Hale School",70.6091724899936,65.2262792442511,5.38289324574252
"468","0800011","Meriden School District","0800811","Roger Sherman School",64.451618022244,66.8766682830767,-2.42505026083269
"469","0800011","Meriden School District","0801011","Thomas Hooker School",84.3365837551489,82.5274353782285,1.80914837692043
"470","0800011","Meriden School District","0801111","Casimir Pulaski School",75.0211744070835,72.017328963001,3.00384544408253
"471","0800011","Meriden School District","0805211","Lincoln Middle School",65.9330626971171,60.7062682916149,5.22679440550222
"472","0800011","Meriden School District","0805411","Washington Middle School",55.6734604181145,58.8449410026044,-3.17148058448994
"473","0800011","Meriden School District","0806111","Francis T. Maloney High School",62.2280973052018,60.8316038929863,1.39649341221546
"474","0800011","Meriden School District","0806211","Orville H. Platt High School",58.3672290258756,59.343621744329,-0.976392718453376
"475","0830011","Middletown School District","0000000","District",71.2284462618871,75.1641099070986,-3.93566364521153
"476","0830011","Middletown School District","0830111","Spencer School",71.8430596515195,79.3273564537777,-7.48429680225823
"477","0830011","Middletown School District","0830211","Bielefield School",67.953690642983,73.6872946576797,-5.73360401469668
"478","0830011","Middletown School District","0830511","Farm Hill School",61.2396926543449,75.9321916190753,-14.6924989647304
"479","0830011","Middletown School District","0830911","MacDonough School",60.3154288275447,67.6582475184805,-7.34281869093578
"480","0830011","Middletown School District","0831111","Snow School",69.8946996729696,75.9615574492234,-6.06685777625383
"481","0830011","Middletown School District","0831211","Moody School",82.710773545285,87.1668133167415,-4.4560397714565
"482","0830011","Middletown School District","0831311","Lawrence School",76.0565062557966,83.2496470576206,-7.19314080182404
"483","0830011","Middletown School District","0831411","Wesley School",76.8925366890288,84.0550783136905,-7.16254162466167
"484","0830011","Middletown School District","0831511","Keigwin Middle School",65.1960928364452,79.6208495322534,-14.4247566958082
"485","0830011","Middletown School District","0835411","Woodrow Wilson Middle School",64.1804778448078,69.8228006933498,-5.64232284854197
"486","0830011","Middletown School District","0836211","Middletown High School",73.6069629848205,70.2786975978102,3.32826538701026
"487","0840011","Milford School District","0000000","District",78.1087666365131,80.9822078016697,-2.87344116515662
"488","0840011","Milford School District","0840111","Calf Pen Meadow School",77.8396320878736,76.9301970371249,0.909435050748726
"489","0840011","Milford School District","0840711","Meadowside School",75.9665236885996,84.3751268221153,-8.40860313351574
"490","0840011","Milford School District","0840811","Orange Avenue School",86.6279644954784,92.0512820512821,-5.42331755580366
"491","0840011","Milford School District","0841011","Pumpkin Delight School",81.6936529733281,78.6977333795439,2.99591959378417
"492","0840011","Milford School District","0841611","Live Oaks School",72.0172406086677,84.6478873239436,-12.6306467152759
"493","0840011","Milford School District","0841711","Mathewson School",82.8733885810417,83.976833976834,-1.10344539579231
"494","0840011","Milford School District","0841811","Orchard Hills School",78.976327168561,79.8643682408296,-0.888041072268592
"495","0840011","Milford School District","0841911","J. F. Kennedy School",79.1327347512353,78.4819325751968,0.650802176038482
"496","0840011","Milford School District","0845111","East Shore Middle School",72.5224357923866,79.4864081902144,-6.96397239782783
"497","0840011","Milford School District","0845211","Harborside Middle School",76.578070080164,84.5908782591301,-8.01280817896605
"498","0840011","Milford School District","0845311","West Shore Middle School",65.7541399197736,73.464034047918,-7.7098941281444
"499","0840011","Milford School District","0846211","Jonathan Law High School",77.509350341535,74.1676973695448,3.34165297199021
"500","0840011","Milford School District","0846311","Joseph A. Foran High School",76.6958632349209,82.1893964988767,-5.49353326395578
"501","0850011","Monroe School District","0000000","District",82.8545119957373,89.2302012000545,-6.37568920431715
"502","0850011","Monroe School District","0850111","Monroe Elementary School",83.4711976753066,91.2841298634076,-7.81293218810102
"503","0850011","Monroe School District","0850311","Stepney Elementary School",84.4100615869131,88.2054033819068,-3.79534179499367
"504","0850011","Monroe School District","0850511","Fawn Hollow Elementary School",76.5568547595847,89.3124114460338,-12.7555566864492
"505","0850011","Monroe School District","0855211","Jockey Hollow School",75.7123812138371,84.9302483932342,-9.21786717939705
"506","0850011","Monroe School District","0856111","Masuk High School",85.2011212179132,89.6332755636093,-4.43215434569613
"507","0860011","Montville School District","0000000","District",78.6087499120567,80.4742035356163,-1.86545362355965
"508","0860011","Montville School District","0860111","Mohegan School",77.728433681517,77.5125795372832,0.215854144233845
"509","0860011","Montville School District","0860511","Oakdale School",91.6964257252908,89.2067038539867,2.48972187130407
"510","0860011","Montville School District","0860711","Dr. Charles E. Murphy School",77.5597749469018,81.7854044544267,-4.22562950752493
"511","0860011","Montville School District","0865111","Leonard J. Tyl Middle School",70.4344715053762,79.6733811284144,-9.2389096230382
"512","0860011","Montville School District","0866111","Montville High School",78.3659156272924,75.9998834108799,2.36603221641251
"513","0880011","Naugatuck School District","0000000","District",68.1464855086961,70.031263256705,-1.8847777480089
"514","0880011","Naugatuck School District","0880211","Cross Street Intermediate School",72.063191229607,71.5441956389471,0.518995590659898
"515","0880011","Naugatuck School District","0880311","Maple Hill School",72.7329722942451,83.9483757924619,-11.2154034982168
"516","0880011","Naugatuck School District","0880411","Hillside Intermediate School",68.9271310842114,70.840940157941,-1.91380907372957
"517","0880011","Naugatuck School District","0880511","Hop Brook Elementary School",70.154758166339,78.050605371729,-7.89584720538997
"518","0880011","Naugatuck School District","0880611","Salem School",76.3972758911262,72.7385671734227,3.65870871770349
"519","0880011","Naugatuck School District","0880711","Western School",78.8235578040269,82.0640651999804,-3.24050739595354
"520","0880011","Naugatuck School District","0880811","Andrew Avenue School",66.2475914301835,86.3437879571678,-20.0961965269843
"521","0880011","Naugatuck School District","0885111","City Hill Middle School",61.9084733701411,70.7438577351517,-8.83538436501063
"522","0880011","Naugatuck School District","0886111","Naugatuck High School",62.5762395704372,64.0146720042025,-1.43843243376525
"523","0890011","New Britain School District","0000000","District",57.8887758114913,59.7211995329933,-1.83242372150202
"524","0890011","New Britain School District","0890311","Chamberlain  Elementary School",54.1496143206075,60.6661826104929,-6.51656828988537
"525","0890011","New Britain School District","0890511","Gaffney School",62.5334484649638,66.0900489809552,-3.55660051599141
"526","0890011","New Britain School District","0890611","Holmes School",72.683150654381,71.15474653081,1.52840412357095
"527","0890011","New Britain School District","0890711","Jefferson School",64.9826019400901,70.0684194822179,-5.08581754212781
"528","0890011","New Britain School District","0890811","Lincoln School",58.2028733469972,63.7506680623344,-5.54779471533723
"529","0890011","New Britain School District","0890911","Northend School",56.2233985799645,55.5598129508751,0.663585629089447
"530","0890011","New Britain School District","0891111","Frank J. DiLoreto School",58.7150908765186,65.5170471826913,-6.80195630617273
"531","0890011","New Britain School District","0891211","Smalley Academy",50.0063156807382,55.8514039189561,-5.84508823821793
"532","0890011","New Britain School District","0891311","Smith School",55.1135043754278,62.1941837836614,-7.08067940823364
"533","0890011","New Britain School District","0891511","Vance School",59.4267099970463,67.2607428095893,-7.83403281254297
"534","0890011","New Britain School District","0895211","Slade Middle School",47.7433250476135,52.9587595480928,-5.21543450047933
"535","0890011","New Britain School District","0895311","Pulaski Middle School",53.2324905436957,49.4518031383157,3.78068740538002
"536","0890011","New Britain School District","0895411","House of Arts Letters and Science (HALS)  Academy",77.8185034453929,95.6096391713274,-17.7911357259345
"537","0890011","New Britain School District","0896111","New Britain High School",55.0618446732946,55.7731935462658,-0.711348872971186
"538","0900011","New Canaan School District","0000000","District",87.2751189843946,93.1535813770448,-5.87846239265023
"539","0900011","New Canaan School District","0900211","South School",92.8957637239562,94.3009508532961,-1.40518712933994
"540","0900011","New Canaan School District","0900311","West School",93.6977144218724,99.2857142857143,-5.58799986384189
