"","district_code","district","school_code","school","school_grade16","school_grade15","diff"
"83","0150011","Bridgeport School District","0156111","Bassick High School",44.4683694359835,45.0305671060206,-0.562197670037058
"84","0150011","Bridgeport School District","0156211","Central High School",59.1338900604923,60.7475042345727,-1.61361417408036
"85","0150011","Bridgeport School District","0156311","Harding High School",42.6550926464992,46.0037029761387,-3.34861032963951
"86","0170011","Bristol School District","0000000","District",72.8418840363652,76.9717949263628,-4.12991088999765
"87","0170011","Bristol School District","0170311","Edgewood School",74.7428117442535,72.9702138409506,1.77259790330288
"88","0170011","Bristol School District","0170511","Greene-Hills School",73.9701749198375,79.2389849610122,-5.26881004117465
"89","0170011","Bristol School District","0171111","South Side School",71.2796524884386,78.7615555349741,-7.48190304653546
"90","0170011","Bristol School District","0171211","Stafford School",76.6674456119277,71.171552502899,5.49589310902871
"91","0170011","Bristol School District","0171411","Ellen P. Hubbell School",75.616431025017,81.9031187124692,-6.28668768745223
"92","0170011","Bristol School District","0171711","Mountain View School",77.2441662750988,83.8559176393127,-6.6117513642139
"93","0170011","Bristol School District","0171911","Ivy Drive School",75.2958456099206,81.8370820922468,-6.54123648232617
"94","0170011","Bristol School District","0172011","West Bristol School",74.2704039821932,75.5661107914004,-1.29570680920719
"95","0170011","Bristol School District","0175111","Chippens Hill Middle School",68.4800818596219,75.465264707707,-6.98518284808513
"96","0170011","Bristol School District","0175211","Northeast Middle School",78.1759640551745,80.2321526764617,-2.05618862128721
"97","0170011","Bristol School District","0176111","Bristol Central High School",71.0406863005972,71.0730274797696,-0.0323411791723629
"98","0170011","Bristol School District","0176211","Bristol Eastern High School",74.3373886260942,73.4888725266897,0.848516099404449
"99","0180011","Brookfield School District","0000000","District",83.3987787319193,86.5055073759453,-3.10672864402605
"100","0180011","Brookfield School District","0180311","Center Elementary School",96.4864864864865,100,-3.5135135135135
"101","0180011","Brookfield School District","0180411","Huckleberry Hill Elementary School",77.4844254559412,92.3816093281454,-14.8971838722042
"102","0180011","Brookfield School District","0185311","Whisconier Middle School",75.8021113108608,85.6012470253274,-9.79913571446662
"103","0180011","Brookfield School District","0186111","Brookfield High School",86.5002814282047,79.4035808402735,7.09670058793124
"104","0190011","Brooklyn School District","0000000","District",70.2257385033495,79.5179234792679,-9.29218497591839
"105","0190011","Brooklyn School District","0190111","Brooklyn Elementary School",82.3478937012136,86.8703930569176,-4.52249935570399
"106","0190011","Brooklyn School District","0195111","Brooklyn Middle School",67.9843018001965,77.9087749900192,-9.92447318982265
"107","0210011","Canaan School District","0000000","District",69.8722037952803,86.9056608700256,-17.0334570747453
"108","0210011","Canaan School District","0210111","Lee H. Kellogg School",69.8722037952804,86.9056608700256,-17.0334570747452
"109","0220011","Canterbury School District","0000000","District",75.0846091169551,83.5275688680233,-8.44295975106816
"110","0220011","Canterbury School District","0220211","Canterbury Elementary School",84.3807995356148,86.6439188727175,-2.26311933710274
"111","0220011","Canterbury School District","0225111","Dr. Helen Baldwin Middle School",74.0347831023992,83.48699506393,-9.45221196153082
"112","0230011","Canton School District","0000000","District",83.733944763949,80.7745017300794,2.95944303386958
"113","0230011","Canton School District","0230211","Cherry Brook Primary School",82.3390000899697,82.762891389608,-0.423891299638257
"114","0230011","Canton School District","0230311","Canton Intermediate School",76.945560221709,77.2432630016985,-0.297702779989521
"115","0230011","Canton School District","0235111","Canton Middle School",81.0696790272679,79.986748834778,1.08293019248985
"116","0230011","Canton School District","0236111","Canton High School",85.3227160769958,85.4595029872361,-0.136786910240318
"117","0240011","Chaplin School District","0000000","District",70.2652428022894,76.9838931253591,-6.71865032306968
"118","0240011","Chaplin School District","0240211","Chaplin Elementary School",70.2652428022894,76.9838931253591,-6.71865032306968
"119","0250011","Cheshire School District","0000000","District",83.5892574136297,86.7978782739712,-3.20862086034153
"120","0250011","Cheshire School District","0250111","Chapman School",84.1689263130706,87.8483711089555,-3.67944479588493
"121","0250011","Cheshire School District","0250211","Darcey School",100,100,0
"122","0250011","Cheshire School District","0250411","Highland School",81.5227194735873,85.3240443704725,-3.80132489688518
"123","0250011","Cheshire School District","0250511","Norton School",81.7483702231278,88.4465308872767,-6.69816066414889
"124","0250011","Cheshire School District","0250611","Doolittle School",77.5293053463653,89.4200242670768,-11.8907189207115
"125","0250011","Cheshire School District","0255111","Dodd Middle School",70.7674812782485,84.0362657074385,-13.26878442919
"126","0250011","Cheshire School District","0256111","Cheshire High School",86.4828333196912,83.371276399649,3.11155692004222
"127","0260011","Chester School District","0000000","District",80.3359499237782,93.0592694811933,-12.7233195574151
"128","0260011","Chester School District","0260111","Chester Elementary School",80.3359499237782,93.0592694811933,-12.7233195574151
"129","0270011","Clinton School District","0000000","District",79.5204779174937,85.5046142567758,-5.98413633928213
"130","0270011","Clinton School District","0270111","Abraham Pierson School",78.3066157011998,88.4022335016974,-10.0956178004976
"131","0270011","Clinton School District","0270311","Lewin G. Joel Jr. School",88.7746872262882,88.1877987670871,0.586888459201091
"132","0270011","Clinton School District","0275111","Jared Eliot School",72.7363936892606,84.1725150440948,-11.4361213548342
"133","0270011","Clinton School District","0276111","The Morgan School",76.0945859223639,72.2171586445443,3.87742727781959
"134","0280011","Colchester School District","0000000","District",81.0162684726297,84.0730553704212,-3.05678689779148
"135","0280011","Colchester School District","0280211","Jack Jackter Intermediate School",84.4281619259558,88.046317424125,-3.61815549816923
"136","0280011","Colchester School District","0280411","Colchester Elementary School",94.8101265822785,87.4834437086093,7.32668287366921
"137","0280011","Colchester School District","0285111","William J. Johnston Middle School",73.9769825893542,82.2094382357971,-8.23245564644294
"138","0280011","Colchester School District","0286111","Bacon Academy",80.2468054257257,76.4228401744429,3.82396525128276
"139","0290011","Colebrook School District","0000000","District",84.9546980415946,95.0146060510236,-10.059908009429
"140","0290011","Colebrook School District","0290111","Colebrook Consolidated School",84.9546980415946,95.0146060510236,-10.059908009429
"141","0300011","Columbia School District","0000000","District",76.5991460960873,82.2811966632929,-5.68205056720562
"142","0300011","Columbia School District","0300111","Horace W. Porter School",77.4458092284802,83.0571864499618,-5.61137722148165
"143","0310011","Cornwall School District","0000000","District",82.879652645615,96.3196207999821,-13.4399681543671
"144","0310011","Cornwall School District","0310111","Cornwall Consolidated School",82.879652645615,96.3196207999821,-13.4399681543671
"145","0320011","Coventry School District","0000000","District",83.6125116816333,82.8646505864366,0.747861095196683
"146","0320011","Coventry School District","0320211","Coventry Grammar School",88.7234042553192,88.8461538461539,-0.122749590834673
"147","0320011","Coventry School District","0320411","George Hersey Robertson School",80.4845489345792,84.1819888636141,-3.69743992903493
"148","0320011","Coventry School District","0325111","Capt. Nathan Hale School",80.8419056947407,81.2733591030627,-0.431453408322028
"149","0320011","Coventry School District","0326111","Coventry High School",80.8073059971155,78.4408221861637,2.36648381095179
"150","0330011","Cromwell School District","0000000","District",80.4160303145178,83.8132634937687,-3.39723317925089
"151","0330011","Cromwell School District","0330211","Edna C. Stevens School",99.3129770992367,91.5384615384615,7.77451556077516
"152","0330011","Cromwell School District","0330311","Woodside Intermediate School",70.0185813865741,79.7105258268417,-9.69194444026756
"153","0330011","Cromwell School District","0335111","Cromwell Middle School",78.3562150146781,84.3489148434267,-5.99269982874856
"154","0330011","Cromwell School District","0336111","Cromwell High School",80.1668144777875,80.5050743567946,-0.338259879007083
"155","0340011","Danbury School District","0000000","District",72.619064086317,74.1725930754985,-1.5535289891815
"156","0340011","Danbury School District","0340211","Hayestown Avenue School",77.1502778948202,76.6366172854713,0.513660609348932
"157","0340011","Danbury School District","0340311","Westside Middle School Academy",68.7992470559456,83.7438497353015,-14.9446026793559
"158","0340011","Danbury School District","0340511","Mill Ridge Primary School",92.0212433409122,82.0787611673249,9.94248217358729
"159","0340011","Danbury School District","0340611","Morris Street School",84.314718897185,76.02525701022,8.28946188696496
"160","0340011","Danbury School District","0340811","Park Avenue School",79.8498037603254,73.3576032705885,6.49220048973694
"161","0340011","Danbury School District","0341011","South Street School",77.3012295964693,71.7806653096604,5.52056428680892
"162","0340011","Danbury School District","0341111","Great Plain School",75.6078091641863,76.8389790204076,-1.23116985622126
"163","0340011","Danbury School District","0341211","Shelter Rock School",75.4915919444079,78.2822737795835,-2.7906818351756
"164","0340011","Danbury School District","0341311","King Street Primary School",80.4756149820262,83.3247734079018,-2.84915842587561
"165","0340011","Danbury School District","0341411","Ellsworth Avenue School",78.6400510366065,73.0879394151061,5.55211162150034
"166","0340011","Danbury School District","0341511","Pembroke School",70.748308051752,73.2432548508516,-2.49494679909958
"167","0340011","Danbury School District","0341611","Stadley Rough School",67.8313993036261,75.0912372617802,-7.25983795815405
"168","0340011","Danbury School District","0341711","King Street Intermediate School",67.8691656475645,73.2352793984279,-5.36611375086341
"169","0340011","Danbury School District","0341911","Western CT Academy of International Studies Elementary Magnet School",79.661353873253,89.705223664026,-10.0438697907729
"170","0340011","Danbury School District","0345111","Broadview Middle School",67.3679485139559,69.784098661533,-2.4161501475771
"171","0340011","Danbury School District","0345211","Rogers Park Middle School",65.187482501245,70.7233222951089,-5.53583979386391
"172","0340011","Danbury School District","0346111","Danbury High School",69.0395734678025,67.1969301431531,1.8426433246494
"173","0340011","Danbury School District","0346211","Alternative Center For Excellence",33.6588375256344,28.1508877035826,5.50794982205176
"174","0350011","Darien School District","0000000","District",89.6084158382247,93.130771215329,-3.52235537710426
"175","0350011","Darien School District","0350211","Hindley Elementary School",84.8285906061895,93.6905517091501,-8.86196110296061
"176","0350011","Darien School District","0350511","Royle Elementary School",92.7316203743034,90.5803865738165,2.15123380048691
"177","0350011","Darien School District","0350611","Tokeneke Elementary School",93.2562202890479,90.8267841696342,2.42943611941375
"178","0350011","Darien School District","0350711","Holmes Elementary School",85.4185741410907,92.4758237277908,-7.05724958670011
"179","0350011","Darien School District","0351311","Ox Ridge Elementary School",87.4078432940165,87.6059494245046,-0.1981061304881
"180","0350011","Darien School District","0355111","Middlesex Middle School",85.9829068317855,94.1563894770223,-8.17348264523682
"181","0350011","Darien School District","0356111","Darien High School",90.4407405318786,85.5396808416603,4.9010596902183
"182","0360011","Deep River School District","0000000","District",79.2189901842783,89.9700739908678,-10.7510838065895
"183","0360011","Deep River School District","0360111","Deep River Elementary School",79.7672903139873,90.532584023437,-10.7652937094497
"184","0370011","Derby School District","0000000","District",63.0100945704239,67.299129016916,-4.28903444649208
"185","0370011","Derby School District","0370411","Irving School",62.3029744996798,68.5523225960594,-6.24934809637956
"186","0370011","Derby School District","0370611","Bradley School",68.3659757915014,78.3041000589548,-9.93812426745339
"187","0370011","Derby School District","0375011","Derby Middle School",54.5608220406171,63.7005516955955,-9.13972965497845
"188","0370011","Derby School District","0376111","Derby High School",60.5490122583008,58.579138234995,1.96987402330578
"189","0390011","Eastford School District","0000000","District",75.0231378361062,91.1197424798794,-16.0966046437732
"190","0390011","Eastford School District","0390111","Eastford Elementary School",75.0231378361062,91.1197424798794,-16.0966046437732
"191","0400011","East Granby School District","0000000","District",78.8645888630409,85.0687297073919,-6.20414084435099
"192","0400011","East Granby School District","0400111","Allgrove School",60.7142857142857,59.4396135265701,1.27467218771564
"193","0400011","East Granby School District","0400211","R. Dudley Seymour School",76.6632839516196,88.734070654189,-12.0707867025694
"194","0400011","East Granby School District","0405111","East Granby Middle School",72.0914169599488,83.8877145575329,-11.7962975975841
"195","0400011","East Granby School District","0406111","East Granby High School",84.9597922745977,87.0529091084404,-2.09311683384267
"196","0410011","East Haddam School District","0000000","District",75.7219067248601,83.5942485758439,-7.87234185098379
"197","0410011","East Haddam School District","0410111","East Haddam Elementary School",96.1204346707819,92.458001455302,3.66243321547988
"198","0410011","East Haddam School District","0415111","Nathan Hale-Ray Middle School",71.1126095251283,85.3528322444169,-14.2402227192886
"199","0410011","East Haddam School District","0416111","Nathan Hale-Ray High School",80.1606844400005,79.8879203687632,0.27276407123729
"200","0420011","East Hampton School District","0000000","District",74.729701482886,82.1409699992493,-7.41126851636328
"201","0420011","East Hampton School District","0420111","Memorial School",83.1418279764493,84.495867109158,-1.35403913270869
"202","0420011","East Hampton School District","0420311","Center School",73.1802741026191,81.5053186645038,-8.32504456188472
"203","0420011","East Hampton School District","0425111","East Hampton Middle School",64.830192543172,76.1696018017832,-11.3394092586112
"204","0420011","East Hampton School District","0426111","East Hampton High School",78.0535812182783,81.2552092243324,-3.20162800605408
"205","0430011","East Hartford School District","0000000","District",64.8957108973768,64.3024537492496,0.593257148127208
"206","0430011","East Hartford School District","0430411","Joseph O. Goodwin School",74.6751158281952,67.6974384844051,6.97767734379015
"207","0430011","East Hartford School District","0430511","Hockanum School",71.9778372870751,73.1851150358274,-1.20727774875228
"208","0430011","East Hartford School District","0430611","Dr. Franklin H. Mayberry School",59.7105693362123,66.4274053765853,-6.71683604037302
"209","0430011","East Hartford School District","0430911","Anna E. Norris School",62.0776237101617,63.4525243538878,-1.37490064372609
"210","0430011","East Hartford School District","0431011","Dr. Thomas S. O'Connell School",67.6902586074099,70.4581883100858,-2.76792970267594
"211","0430011","East Hartford School District","0431211","Silver Lane School",66.0372716879782,55.9033201756931,10.1339515122851
"212","0430011","East Hartford School District","0431811","Robert J. O'Brien School",61.2827710801111,63.0432750973425,-1.76050401723143
"213","0430011","East Hartford School District","0432011","Governor William Pitkin School",71.287717539712,81.1716195270895,-9.8839019873775
"214","0430011","East Hartford School District","0432211","Dr. John A. Langford School",59.2140141211306,64.8499286379608,-5.63591451683016
"215","0430011","East Hartford School District","0432411","Sunset Ridge School Elementary Academy for Arts and World Languages",57.1587832418708,70.4001230012548,-13.241339759384
"216","0430011","East Hartford School District","0435111","East Hartford Middle School",58.0221385922293,61.8758851874555,-3.8537465952262
"217","0430011","East Hartford School District","0436211","East Hartford High School",69.2021419108416,63.4127117956055,5.78943011523614
"218","0430011","East Hartford School District","0436311","Connecticut IB Academy",85.0414408632849,90.0483838124961,-5.00694294921117
"219","0430011","East Hartford School District","0436411","Stevens Alternate High school",37.6974017286432,28.9715920579855,8.72580967065766
"220","0440011","East Haven School District","0000000","District",64.2135705185952,71.0678651080661,-6.85429458947091
"221","0440011","East Haven School District","0440111","Deer Run School",80.1545054016537,75.3630646083477,4.79144079330604
"222","0440011","East Haven School District","0440711","Momauguin School",67.8147201630309,72.5999959471508,-4.7852757841199
"223","0440011","East Haven School District","0441011","Grove J. Tuttle School",67.9686116898027,80.4906309278922,-12.5220192380895
"224","0440011","East Haven School District","0441311","Dominick H. Ferrara School",77.6570568640316,77.1717785963601,0.48527826767149
"225","0440011","East Haven School District","0441411","D. C. Moore School",94.7305497690427,99.0909090909091,-4.3603593218664
"226","0440011","East Haven School District","0441711","Carbone School/East Haven Academy",75.8869816996696,75.5544254368097,0.33255626285991
"227","0440011","East Haven School District","0441811","Overbrook Elementary School",59.3128578865175,77.8809336480462,-18.5680757615287
"228","0440011","East Haven School District","0445111","Joseph Melillo Middle School",67.2973344171315,67.3665388933931,-0.0692044762616177
"229","0440011","East Haven School District","0446111","East Haven High School",59.4170062635372,67.9145883704641,-8.49758210692687
"230","0450011","East Lyme School District","0000000","District",83.8293926322035,88.4172613731,-4.58786874089655
"231","0450011","East Lyme School District","0450111","Flanders School",78.1454688987375,92.4309735610041,-14.2855046622665
"232","0450011","East Lyme School District","0450211","Niantic Center School",92.3356198896008,97.0864631895204,-4.75084329991962
"233","0450011","East Lyme School District","0450411","Lillie B. Haynes School",85.0654930673171,93.7899945279205,-8.72450146060339
"234","0450011","East Lyme School District","0455111","East Lyme Middle School",73.4733666130883,81.4178847963736,-7.94451818328534
"235","0450011","East Lyme School District","0456111","East Lyme High School",88.3123489636759,89.8612020352315,-1.54885307155556
"236","0460011","Easton School District","0000000","District",83.4733402487595,84.7411937203965,-1.26785347163703
"237","0460011","Easton School District","0460111","Samuel Staples Elementary School",88.9867922860672,87.0420540610129,1.94473822505431
"238","0460011","Easton School District","0465111","Helen Keller Middle School",79.5228606105927,84.9817577022888,-5.45889709169606
"239","0470011","East Windsor School District","0000000","District",70.2536351771453,77.4850474946857,-7.23141231754036
"240","0470011","East Windsor School District","0470111","Broad Brook Elementary School",75.9263779271328,80.3473662705433,-4.42098834341051
"241","0470011","East Windsor School District","0475411","East Windsor Middle School",67.1443262587957,74.7693794630956,-7.62505320429989
"242","0470011","East Windsor School District","0476111","East Windsor High School",70.8252208561605,76.2805449357757,-5.45532407961515
"243","0480011","Ellington School District","0000000","District",80.2573856960593,84.6416755438053,-4.384289847746
"244","0480011","Ellington School District","0480111","Center School",85.1650692755526,89.8687405218138,-4.70367124626119
"245","0480011","Ellington School District","0480211","Crystal Lake School",82.1632279890982,88.5866752189185,-6.42344722982027
"246","0480011","Ellington School District","0480611","Windermere School",86.675366233764,87.6310420575299,-0.955675823765887
"247","0480011","Ellington School District","0480711","Windermere Intermediate School",76.8782031992553,87.9510794474775,-11.0728762482222
"248","0480011","Ellington School District","0485111","Ellington Middle School",71.7004894735802,80.8497765953992,-9.149287121819
"249","0480011","Ellington School District","0486111","Ellington High School",80.3510285688919,72.5749439717131,7.77608459717884
"250","0490011","Enfield School District","0000000","District",74.3536218328414,76.2086546554452,-1.8550328226038
"251","0490011","Enfield School District","0490211","Enfield Street School",83.8309478660675,66.2276380606689,17.6033098053986
"252","0490011","Enfield School District","0490411","Hazardville Memorial School",71.2355447352404,81.1801242236025,-9.94457948836209
"253","0490011","Enfield School District","0491111","Nathan Hale School",74.8163548163548,71.3565022421525,3.45985257420232
"254","0490011","Enfield School District","0491311","Edgar H. Parkman School",74.3899353186195,79.9181733515741,-5.52823803295459
"255","0490011","Enfield School District","0491511","Prudence Crandall School",76.0518938613473,82.8516449210675,-6.79975105972018
"256","0490011","Enfield School District","0491611","Eli Whitney School",80.1577407480488,84.1654493814547,-4.00770863340587
"257","0490011","Enfield School District","0491811","Henry Barnard School",62.4027459954234,75.3284629626972,-12.9257169672738
"258","0490011","Enfield School District","0495211","John F. Kennedy Middle School",63.6418840427738,67.281544878115,-3.63966083534117
"259","0490011","Enfield School District","0496111","Enfield High School",72.3312152366657,75.9871809781918,-3.65596574152613
"260","0490011","Enfield School District","0496211","Enrico Fermi High School",73.982273334093,77.2072103445155,-3.22493701042247
"261","0500011","Essex School District","0000000","District",81.9498286875881,89.7597856064582,-7.80995691887011
"262","0500011","Essex School District","0500111","Essex Elementary School",82.5529373852047,89.7882874036347,-7.23535001843
"263","0510011","Fairfield School District","0000000","District",83.9626201870804,87.9235122845033,-3.96089209742287
"264","0510011","Fairfield School District","0510111","Dwight Elementary School",91.3853792978599,92.3982249265292,-1.01284562866934
"265","0510011","Fairfield School District","0510211","Burr Elementary School",87.7954955124658,91.2290009514825,-3.43350543901673
"266","0510011","Fairfield School District","0510411","Holland Hill School",84.4834633214094,86.8818874437797,-2.39842412237026
"267","0510011","Fairfield School District","0510611","McKinley School",76.4318523521388,81.9425538990223,-5.51070154688345
"268","0510011","Fairfield School District","0510711","Mill Hill School",76.9960333769828,87.9997907331315,-11.0037573561487
"269","0510011","Fairfield School District","0511211","Riverfield School",95.6527304279531,94.5907220293934,1.06200839855967
"270","0510011","Fairfield School District","0511311","Sherman School",86.0846015081724,93.8422585701357,-7.75765706196331
