"school_code","district_code","district","school","no","yes","total"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","452","39","491"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","472","52","524"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","595","23","618"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","512","8","520"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","712","15","727"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","568","0","568"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","547","31","578"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","589","8","597"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","196","29","225"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","*","*","473"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","741","0","741"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","878","6","884"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","583","0","583"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","686","30","716"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","515","7","522"
"2439014","2430014","Cooperative Educational Services","C. E. S. Special Education","270","0","270"
"2438014","2430014","Cooperative Educational Services","School Readiness","54","0","54"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","430","0","430"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","122","0","122"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","*","*","514"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","14","0","14"
"0320211","0320011","Coventry School District","Coventry Grammar School","410","0","410"
"0326111","0320011","Coventry School District","Coventry High School","553","0","553"
"0320411","0320011","Coventry School District","George Hersey Robertson School","461","0","461"
"0336111","0330011","Cromwell School District","Cromwell High School","*","*","573"
"0335111","0330011","Cromwell School District","Cromwell Middle School","*","*","462"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","463","25","488"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","478","16","494"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","*","*","86"
"0345111","0340011","Danbury School District","Broadview Middle School","972","133","1105"
"0346111","0340011","Danbury School District","Danbury High School","2435","404","2839"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","220","131","351"
"0341111","0340011","Danbury School District","Great Plain School","221","80","301"
"0340211","0340011","Danbury School District","Hayestown Avenue School","322","84","406"
"0341711","0340011","Danbury School District","King Street Intermediate School","274","43","317"
"0341311","0340011","Danbury School District","King Street Primary School","248","86","334"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","320","32","352"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","227","69","296"
"0340611","0340011","Danbury School District","Morris Street School","225","121","346"
"0340811","0340011","Danbury School District","Park Avenue School","247","153","400"
"0341511","0340011","Danbury School District","Pembroke School","285","51","336"
"0345211","0340011","Danbury School District","Rogers Park Middle School","857","163","1020"
"0341211","0340011","Danbury School District","Shelter Rock School","280","95","375"
"0341011","0340011","Danbury School District","South Street School","222","113","335"
"0341611","0340011","Danbury School District","Stadley Rough School","360","110","470"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","352","19","371"
"0356111","0350011","Darien School District","Darien High School","1230","6","1236"
"0350211","0350011","Darien School District","Hindley Elementary School","518","0","518"
"0350711","0350011","Darien School District","Holmes Elementary School","468","7","475"
"0355111","0350011","Darien School District","Middlesex Middle School","1132","0","1132"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","495","0","495"
"0350511","0350011","Darien School District","Royle Elementary School","*","*","440"
"0350611","0350011","Darien School District","Tokeneke Elementary School","*","*","425"
"0360111","0360011","Deep River School District","Deep River Elementary School","337","16","353"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","*","0","*"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","0","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","*","0","*"
"0370611","0370011","Derby School District","Bradley School","349","34","383"
"0376111","0370011","Derby School District","Derby High School","615","26","641"
"0370411","0370011","Derby School District","Irving School","382","56","438"
"0400111","0400011","East Granby School District","Allgrove School","*","*","288"
"0406111","0400011","East Granby School District","East Granby High School","*","*","252"
"0405111","0400011","East Granby School District","East Granby Middle School","216","0","216"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","*","*","142"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","433","0","433"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","418","0","418"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","572","0","572"
"0420311","0420011","East Hampton School District","Center School","*","*","350"
"0426111","0420011","East Hampton School District","East Hampton High School","*","*","595"
"0425111","0420011","East Hampton School District","East Hampton Middle School","*","*","474"
"0420111","0420011","East Hampton School District","Memorial School","*","*","629"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","7","0","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","273","49","322"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","169","0","169"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","346","64","410"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","296","36","332"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","307","15","322"
"0436211","0430011","East Hartford School District","East Hartford High School","1828","70","1898"
"0435111","0430011","East Hartford School District","East Hartford Middle School","897","70","967"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","307","46","353"
"0430511","0430011","East Hartford School District","Hockanum School","296","37","333"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","312","19","331"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","345","69","414"
"0431211","0430011","East Hartford School District","Silver Lane School","280","17","297"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","*","*","148"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","448","44","492"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","278","0","278"
"0439011","0430011","East Hartford School District","Woodland School","*","*","169"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","228","0","228"
"0441411","0440011","East Haven School District","D. C. Moore School","211","22","233"
"0440111","0440011","East Haven School District","Deer Run School","312","25","337"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","182","7","189"
"0446111","0440011","East Haven School District","East Haven High School","993","21","1014"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","195","17","212"
"0441911","0440011","East Haven School District","Hays School","146","17","163"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","484","15","499"
"0440711","0440011","East Haven School District","Momauguin School","182","22","204"
"0441811","0440011","East Haven School District","Overbrook Elementary School","139","20","159"
"0449011","0440011","East Haven School District","Pathways","46","0","46"
"0441611","0440011","East Haven School District","Robert W. Carbone School","264","28","292"
"0456111","0450011","East Lyme School District","East Lyme High School","1247","0","1247"
"0455111","0450011","East Lyme School District","East Lyme Middle School","*","*","870"
"0450111","0450011","East Lyme School District","Flanders School","361","7","368"
"0458011","0450011","East Lyme School District","Integrated Preschool","50","0","50"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","*","*","366"
"0450211","0450011","East Lyme School District","Niantic Center School","*","*","247"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","562","38","600"
"0476111","0470011","East Windsor School District","East Windsor High School","403","8","411"
"0475411","0470011","East Windsor School District","East Windsor Middle School","413","11","424"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","65","0","65"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","48","0","48"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","34","0","34"
"0390111","0390011","Eastford School District","Eastford Elementary School","185","0","185"
"0465111","0460011","Easton School District","Helen Keller Middle School","387","0","387"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","*","769"
"2428014","2420014","EdAdvance","EdAdvance Headstart","167","0","167"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","27","0","27"
"0480111","0480011","Ellington School District","Center School","*","*","429"
"0480211","0480011","Ellington School District","Crystal Lake School","*","*","221"
"0486111","0480011","Ellington School District","Ellington High School","*","*","778"
"0485111","0480011","Ellington School District","Ellington Middle School","*","*","390"
"0480711","0480011","Ellington School District","Windermere Intermediate School","*","*","406"
"0480611","0480011","Ellington School District","Windermere School","398","12","410"
"2810113","2810013","Elm City College Preparatory School","Elm City College Preparatory School","509","0","509"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","*","*","339"
"0491611","0490011","Enfield School District","Eli Whitney School","*","*","404"
"0496111","0490011","Enfield School District","Enfield High School","886","7","893"
"0490211","0490011","Enfield School District","Enfield Street School","336","12","348"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","8","0","8"
"0496211","0490011","Enfield School District","Enrico Fermi High School","1168","6","1174"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","*","*","283"
"0490411","0490011","Enfield School District","Hazardville Memorial School","397","8","405"
"0498011","0490011","Enfield School District","Head Start Program","104","0","104"
"0491811","0490011","Enfield School District","Henry Barnard School","409","9","418"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","*","*","923"
"0491111","0490011","Enfield School District","Nathan Hale School","*","*","263"
"0491511","0490011","Enfield School District","Prudence Crandall School","426","9","435"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","281","18","299"
"0500111","0500011","Essex School District","Essex Elementary School","587","7","594"
"2726113","2720013","Explorations District","Explorations","85","0","85"
"0510211","0510011","Fairfield School District","Burr Elementary School","*","*","469"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","*","322"
"0518011","0510011","Fairfield School District","Early Childhood Center","126","0","126"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","*","*","1392"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","1248","25","1273"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","*","*","605"
"0510411","0510011","Fairfield School District","Holland Hill School","312","38","350"
"0511711","0510011","Fairfield School District","Jennings School","*","*","356"
"0510611","0510011","Fairfield School District","McKinley School","344","92","436"
"0510711","0510011","Fairfield School District","Mill Hill School","*","*","470"
"0511611","0510011","Fairfield School District","North Stratfield School","*","*","502"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","*","527"
"0511211","0510011","Fairfield School District","Riverfield School","*","*","478"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","857","32","889"
"0511311","0510011","Fairfield School District","Sherman School","436","10","446"
"0511411","0510011","Fairfield School District","Stratfield School","*","*","542"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","757","13","770"
"0520411","0520011","Farmington School District","East Farms School","416","12","428"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","72","0","72"
"0526111","0520011","Farmington School District","Farmington High School","1352","8","1360"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","665","6","671"
"0520211","0520011","Farmington School District","Noah Wallace School","321","24","345"
"0520111","0520011","Farmington School District","Union School","286","9","295"
"0520311","0520011","Farmington School District","West District School","338","7","345"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","*","*","676"
"0530111","0530011","Franklin School District","Franklin Elementary School","225","0","225"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","555","20","575"
"0540311","0540011","Glastonbury School District","Eastbury School","*","*","342"
"0540811","0540011","Glastonbury School District","Gideon Welles School","521","9","530"
"0546111","0540011","Glastonbury School District","Glastonbury High School","2052","14","2066"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","516","9","525"
"0540611","0540011","Glastonbury School District","Hopewell School","518","12","530"
"0540711","0540011","Glastonbury School District","Naubuc School","467","21","488"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","658","6","664"
"0545211","0540011","Glastonbury School District","Smith Middle School","1122","6","1128"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","*","473"
"0566111","0560011","Granby School District","Granby Memorial High School","737","0","737"
"0565111","0560011","Granby School District","Granby Memorial Middle School","379","0","379"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","350"
"0560311","0560011","Granby School District","Wells Road Intermediate School","330","0","330"
"0575111","0570011","Greenwich School District","Central Middle School","663","27","690"
"0570211","0570011","Greenwich School District","Cos Cob School","379","36","415"
"0575211","0570011","Greenwich School District","Eastern Middle School","726","21","747"
"0570411","0570011","Greenwich School District","Glenville School","261","22","283"
"0576111","0570011","Greenwich School District","Greenwich High School","2596","81","2677"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","337","44","381"
"0571311","0570011","Greenwich School District","International School At Dundee","338","37","375"
"0570311","0570011","Greenwich School District","Julian Curtiss School","297","41","338"
"0570611","0570011","Greenwich School District","New Lebanon School","183","44","227"
"0570711","0570011","Greenwich School District","North Mianus School","434","23","457"
"0570811","0570011","Greenwich School District","North Street School","467","30","497"
"0570911","0570011","Greenwich School District","Old Greenwich School","421","20","441"
"0571111","0570011","Greenwich School District","Parkway School","316","12","328"
"0571011","0570011","Greenwich School District","Riverside School","480","37","517"
"0575311","0570011","Greenwich School District","Western Middle School","456","38","494"
"0580311","0580011","Griswold School District","Griswold Elementary School","910","21","931"
"0586211","0580011","Griswold School District","Griswold High School","*","*","766"
"0585111","0580011","Griswold School District","Griswold Middle School","*","*","418"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","*","374"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","436","32","468"
"0591811","0590011","Groton School District","Charles Barnum School","*","*","434"
"0590311","0590011","Groton School District","Claude Chester School","356","13","369"
"0595111","0590011","Groton School District","Fitch Middle School","424","8","432"
"0591711","0590011","Groton School District","Mary Morrisson School","*","*","326"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","*","412"
"0591211","0590011","Groton School District","Pleasant Valley School","*","*","322"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1367","21","1388"
"0590111","0590011","Groton School District","S. B. Butler School","*","*","344"
"0595211","0590011","Groton School District","West Side Middle School","256","9","265"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","*","*","574"
"0600611","0600011","Guilford School District","A. W. Cox School","*","*","319"
"0600411","0600011","Guilford School District","Calvin Leete School","324","11","335"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","597","7","604"
"0606111","0600011","Guilford School District","Guilford High School","*","*","1138"
"0600211","0600011","Guilford School District","Guilford Lakes School","430","8","438"
"0600311","0600011","Guilford School District","Melissa Jones School","349","8","357"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","91","0","91"
"0621211","0620011","Hamden School District","Bear Path School","*","*","464"
"0620211","0620011","Hamden School District","Church Street School","374","34","408"
"0620311","0620011","Hamden School District","Dunbar Hill School","324","8","332"
"0626111","0620011","Hamden School District","Hamden High School","2080","33","2113"
"0625211","0620011","Hamden School District","Hamden Middle School","851","15","866"
"0620411","0620011","Hamden School District","Helen Street School","287","19","306"
"0621111","0620011","Hamden School District","Ridge Hill School","301","13","314"
"0620111","0620011","Hamden School District","Shepherd Glen School","283","40","323"
"0621011","0620011","Hamden School District","Spring Glen School","*","*","347"
"0621411","0620011","Hamden School District","West Woods School","470","31","501"
"0630111","0630011","Hampton School District","Hampton Elementary School","*","*","149"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","287","68","355"
"0640411","0640011","Hartford School District","Batchelder School","512","34","546"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","315","124","439"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","*","*","102"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","336","6","342"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","1063","318","1381"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","356","178","534"
"0642311","0640011","Hartford School District","Burr School","401","119","520"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","*","*","271"
"0642411","0640011","Hartford School District","Clark School","440","26","466"
"0646411","0640011","Hartford School District","Classical Magnet School","683","14","697"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","209","12","221"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","314","114","428"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","328","79","407"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","429","108","537"
"0645111","0640011","Hartford School District","Fox Middle School","152","11","163"
"0643611","0640011","Hartford School District","Global Communications Academy","197","11","208"
