"school_code","district_code","district","school","no","yes","total"
"0540111","0540011","Glastonbury School District","Links Academy","19","0","19"
"0540711","0540011","Glastonbury School District","Naubuc School","346","15","361"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","547","6","553"
"0540511","0540011","Glastonbury School District","PreK-Eastbury","30","0","30"
"0541011","0540011","Glastonbury School District","PreK-Nayaug","19","0","19"
"0545211","0540011","Glastonbury School District","Smith Middle School","1030","6","1036"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","*","408"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","694"
"0565111","0560011","Granby School District","Granby Memorial Middle School","312","0","312"
"0560411","0560011","Granby School District","Kelly Lane Intermediate School","*","*","271"
"0560311","0560011","Granby School District","Wells Road Intermediate School","*","*","261"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","188","38","226"
"0571411","0570011","Greenwich School District","Alternative High School Programs","*","*","32"
"0575111","0570011","Greenwich School District","Central Middle School","551","16","567"
"0571211","0570011","Greenwich School District","Community Connections","*","0","*"
"0570211","0570011","Greenwich School District","Cos Cob School","388","49","437"
"0575211","0570011","Greenwich School District","Eastern Middle School","810","12","822"
"0570411","0570011","Greenwich School District","Glenville School","433","18","451"
"0576111","0570011","Greenwich School District","Greenwich High School","2461","73","2534"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","338","26","364"
"0571311","0570011","Greenwich School District","International School At Dundee","360","8","368"
"0570311","0570011","Greenwich School District","Julian Curtiss School","318","43","361"
"0570611","0570011","Greenwich School District","New Lebanon School","206","59","265"
"0570711","0570011","Greenwich School District","North Mianus School","441","41","482"
"0570811","0570011","Greenwich School District","North Street School","380","12","392"
"0570911","0570011","Greenwich School District","Old Greenwich School","434","15","449"
"0571111","0570011","Greenwich School District","Parkway School","254","7","261"
"0571011","0570011","Greenwich School District","Riverside School","449","34","483"
"0575311","0570011","Greenwich School District","Western Middle School","504","31","535"
"0580111","0580011","Griswold School District","Griswold Alternative School","14","0","14"
"0580311","0580011","Griswold School District","Griswold Elementary School","740","17","757"
"0586211","0580011","Griswold School District","Griswold High School","565","0","565"
"0585111","0580011","Griswold School District","Griswold Middle School","*","*","545"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","*","495"
"0590311","0590011","Groton School District","Catherine Kolnaski Magnet School","347","17","364"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","347","17","364"
"0591811","0590011","Groton School District","Charles Barnum School","*","*","383"
"0590311","0590011","Groton School District","Claude Chester School","316","15","331"
"0591711","0590011","Groton School District","Mary Morrisson School","364","12","376"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","*","*","22"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","*","379"
"0591211","0590011","Groton School District","Pleasant Valley School","289","7","296"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1040","30","1070"
"0590111","0590011","Groton School District","S. B. Butler School","*","*","282"
"0590611","0590011","Groton School District","Virtual Learning Academy","*","0","*"
"0595211","0590011","Groton School District","West Side Middle School","436","19","455"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","552","7","559"
"0600611","0600011","Guilford School District","A. W. Cox School","289","13","302"
"0600411","0600011","Guilford School District","Calvin Leete School","*","*","254"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","*","*","552"
"0606111","0600011","Guilford School District","Guilford High School","*","*","1083"
"0600211","0600011","Guilford School District","Guilford Lakes School","314","8","322"
"0600311","0600011","Guilford School District","Melissa Jones School","*","*","321"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","150","0","150"
"0621211","0620011","Hamden School District","Bear Path School","436","20","456"
"0620211","0620011","Hamden School District","Church Street School","290","43","333"
"0620311","0620011","Hamden School District","Dunbar Hill School","257","17","274"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","73","0","73"
"0626111","0620011","Hamden School District","Hamden High School","1560","38","1598"
"0625211","0620011","Hamden School District","Hamden Middle School","789","27","816"
"0620411","0620011","Hamden School District","Helen Street School","288","28","316"
"0621111","0620011","Hamden School District","Ridge Hill School","297","20","317"
"0620111","0620011","Hamden School District","Shepherd Glen School","253","51","304"
"0621011","0620011","Hamden School District","Spring Glen School","434","11","445"
"0621411","0620011","Hamden School District","West Woods School","389","19","408"
"0630111","0630011","Hampton School District","Hampton Elementary School","101","0","101"
"0640711","0640011","Hartford School District","Asian Studies Academy","420","229","649"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","420","229","649"
"0645711","0640011","Hartford School District","Autism Program - Dr. James H Naylor / CCSU","8","0","8"
"0644311","0640011","Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","*","*","*"
"0644411","0640011","Hartford School District","Autism Program - Sarah J. Rawson Elementary School","34","11","45"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly","*","*","14"
"0648611","0640011","Hartford School District","Autism Program-Burr School","*","*","9"
"0640411","0640011","Hartford School District","Batchelder School","346","132","478"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","241","38","279"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","273","7","280"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","273","7","280"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","314","41","355"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","257","155","412"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","271","108","379"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","303","217","520"
"0642311","0640011","Hartford School District","Burr School","417","173","590"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","*","*","56"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","602","27","629"
"0642411","0640011","Hartford School District","Clark School","179","67","246"
"0646411","0640011","Hartford School District","Classical Magnet School","637","26","663"
"0646011","0640011","Hartford School District","Culinary Arts Academy","231","54","285"
"0649411","0640011","Hartford School District","DDP - Simpson-Waverly","*","0","*"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","486","174","660"
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","241","38","279"
"0645811","0640011","Hartford School District","EDP - Betances Early Reading Lab","*","*","17"
"0648311","0640011","Hartford School District","EDP - Bulkeley High School","9","6","15"
"0648211","0640011","Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","*","*","29"
"0645911","0640011","Hartford School District","EDP - M.D. Fox","26","8","34"
"0648111","0640011","Hartford School District","EDP - McDonough Expeditionary Learning School","*","*","9"
"0644111","0640011","Hartford School District","Early Childhood Development Center (ECDC)","28","0","28"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","579","34","613"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","434","98","532"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","249","55","304"
"0643611","0640011","Hartford School District","Global Communications Academy","596","65","661"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","252","16","268"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","252","16","268"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","207","97","304"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","272","90","362"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","257","110","367"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","949","73","1022"
"0641311","0640011","Hartford School District","Hartford PreKindergarten Magnet School","143","0","143"
"0647611","0640011","Hartford School District","High School Inc.","191","42","233"
"0647611","0640011","Hartford School District","High School, Inc.","191","42","233"
"0648411","0640011","Hartford School District","High Step Transition","*","*","16"
"0643611","0640011","Hartford School District","IB Global Communications Academy","596","65","661"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","195","12","207"
"0641011","0640011","Hartford School District","Kennelly School","400","171","571"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","848","62","910"
"0649511","0640011","Hartford School District","LC - Breakthrough II","*","*","*"
"0649611","0640011","Hartford School District","LC - Burns","*","*","8"
"0649811","0640011","Hartford School District","LC - Moylan","*","*","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","395","226","621"
"0641611","0640011","Hartford School District","M. L. King School","314","42","356"
"0644811","0640011","Hartford School District","MDP - Batchelder School","*","*","17"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","*","*","17"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","17","10","27"
"0648511","0640011","Hartford School District","MDP - Moylan School","11","0","11"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","163","76","239"
"0641911","0640011","Hartford School District","Milner Elementary School","268","66","334"
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","326","14","340"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","326","14","340"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","245","14","259"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","633","27","660"
"0641511","0640011","Hartford School District","Parkville Community School","361","176","537"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","393","26","419"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","848","62","910"
"0644011","0640011","Hartford School District","Renzulli Academy","*","*","99"
"0640111","0640011","Hartford School District","SAND School","289","105","394"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","350","17","367"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","261","48","309"
"0643011","0640011","Hartford School District","Sanchez School","293","187","480"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","337","36","373"
"0642611","0640011","Hartford School District","Simpson-Waverly School","244","49","293"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","649","58","707"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","412","19","431"
"0646711","0640011","Hartford School District","University High of Science and Engineering","412","19","431"
"0642111","0640011","Hartford School District","West Middle School","243","116","359"
"0650111","0650011","Hartland School District","Hartland School","187","0","187"
"0670211","0670011","Hebron School District","Gilead Hill School","294","0","294"
"0670111","0670011","Hebron School District","Hebron Elementary School","436","0","436"
"2860113","2860013","Highville Charter School District","Highville Charter School","462","0","462"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","303","28","331"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","243","28","271"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","734","0","734"
"0680111","0680011","Kent School District","Kent Center School","*","*","237"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","130","0","130"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","*","*","16"
"0690111","0690011","Killingly School District","Killingly Central School","362","15","377"
"0696111","0690011","Killingly School District","Killingly High School","819","6","825"
"0695211","0690011","Killingly School District","Killingly Intermediate School","673","15","688"
"0690311","0690011","Killingly School District","Killingly Memorial School","450","34","484"
"2456014","2450014","Learn","Connecticut River Academy","*","*","434"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","129","16","145"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","363","7","370"
"2451214","2450014","Learn","LEARN ABA Program at Center School","*","0","*"
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","12","0","12"
"2450614","2450014","Learn","LEARN High School ABA at MS","*","0","*"
"2450914","2450014","Learn","LEARN Kelly Middle School Intensive Program","*","0","*"
"2450714","2450014","Learn","LEARN Ledyard RICHES Program","*","0","*"
"2450814","2450014","Learn","LEARN SAILS Middle School Program","*","0","*"
"2451014","2450014","Learn","LEARN SAILS Program at Salem","8","0","8"
"2450414","2450014","Learn","LEARN STS 18-21 Year Old Program","*","0","*"
"2451214","2450014","Learn","Learn ABA Program at Center School","*","0","*"
"2450514","2450014","Learn","Learn Pathways Program","*","0","*"
"2451014","2450014","Learn","Learn SAILS Program at Salem","8","0","8"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","*","*","271"
"2450114","2450014","Learn","Regional Multicultural Magnet School","435","100","535"
"2450214","2450014","Learn","The Friendship School","463","42","505"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","67","0","67"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","*","*","368"
"0715111","0710011","Lebanon School District","Lebanon Middle School","300","0","300"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","*","*","377"
"0720211","0720011","Ledyard School District","Gales Ferry School","*","*","224"
"0720411","0720011","Ledyard School District","Gallup Hill School","*","*","337"
"0720311","0720011","Ledyard School District","Juliet W. Long School","288","6","294"
"0720111","0720011","Ledyard School District","Ledyard Center School","*","*","407"
"0726111","0720011","Ledyard School District","Ledyard High School","827","6","833"
"0725111","0720011","Ledyard School District","Ledyard Middle School","*","*","323"
"0730111","0730011","Lisbon School District","Lisbon Central School","*","*","388"
"0740211","0740011","Litchfield School District","Center School","270","0","270"
"0746111","0740011","Litchfield School District","Litchfield High School","*","*","296"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","220","0","220"
"0746011","0740011","Litchfield School District","Litchfield Middle School","175","0","175"
"0766111","0760011","Madison School District","Daniel Hand High School","*","*","1164"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","*","*","416"
"0760211","0760011","Madison School District","Island Avenue Elementary School","*","*","268"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","*","*","338"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","*","*","229"
"0769011","0760011","Madison School District","Town Campus Learning Center","43","0","43"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","556","0","556"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","*","*","53"
"0770111","0770011","Manchester School District","Bowers School","371","21","392"
"0770311","0770011","Manchester School District","Buckley School","350","15","365"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","405","15","420"
"0770411","0770011","Manchester School District","Highland Park School","248","14","262"
"0775311","0770011","Manchester School District","Illing Middle School","745","35","780"
"0770611","0770011","Manchester School District","Keeney School","339","15","354"
"0776111","0770011","Manchester School District","Manchester High School","1471","63","1534"
"0770811","0770011","Manchester School District","Manchester Preschool - Site 2","16","0","16"
"0778011","0770011","Manchester School District","Manchester Preschool Center","186","0","186"
"0779011","0770011","Manchester School District","Manchester Regional Academy","*","*","67"
"0779111","0770011","Manchester School District","Manchester Transition Center","*","*","13"
"0771611","0770011","Manchester School District","Martin School","253","15","268"
"0770711","0770011","Manchester School District","New Horizons","*","*","22"
"0771011","0770011","Manchester School District","Robertson School","295","61","356"
"0771211","0770011","Manchester School District","Verplanck School","341","45","386"
"0771311","0770011","Manchester School District","Waddell School","341","36","377"
"0771411","0770011","Manchester School District","Washington School","331","26","357"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","254","14","268"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","187","20","207"
"0785111","0780011","Mansfield School District","Mansfield Middle School School","515","15","530"
"0780511","0780011","Mansfield School District","Southeast Elementary School","225","17","242"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","556","0","556"
"0800711","0800011","Meriden School District","Nathan Hale School","541","89","630"
"0800111","0800011","Meriden School District","Benjamin Franklin School","328","18","346"
"0801111","0800011","Meriden School District","Casimir Pulaski School","483","74","557"
"0800211","0800011","Meriden School District","Community Classroom Collaborative-Meriden School District","*","*","11"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","1016","161","1177"
"0800311","0800011","Meriden School District","Hanover School","456","160","616"
"0800411","0800011","Meriden School District","Israel Putnam School","523","65","588"
"0800511","0800011","Meriden School District","John Barry School","405","71","476"
"0805211","0800011","Meriden School District","Lincoln Middle School","620","123","743"
"0806211","0800011","Meriden School District","Orville H. Platt High School","924","89","1013"
"0800811","0800011","Meriden School District","Roger Sherman School","470","89","559"
"0800611","0800011","Meriden School District","STARS-Meriden School District","*","*","39"
"0800911","0800011","Meriden School District","STEP-Meriden School District","*","*","19"
"0801211","0800011","Meriden School District","Steps-Meriden School District","*","*","16"
"0801011","0800011","Meriden School District","Thomas Hooker School","289","132","421"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","36","6","42"
"0805411","0800011","Meriden School District","Washington Middle School","604","70","674"
"0830211","0830011","Middletown School District","Bielefield School","273","16","289"
"0831611","0830011","Middletown School District","Evening Program - MHS","11","0","11"
"0830511","0830011","Middletown School District","Farm Hill School","319","18","337"
"0830611","0830011","Middletown School District","ICM - Farm Hill","*","0","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","*","0","*"
"0832011","0830011","Middletown School District","ICM - Spencer","*","*","7"
"0830811","0830011","Middletown School District","ICM - Wesley","*","0","*"
"0830411","0830011","Middletown School District","ICM- Woodrow Wilson Middle School","*","*","6"
"0831511","0830011","Middletown School District","Keigwin Middle School","305","7","312"
"0831311","0830011","Middletown School District","Lawrence School","270","10","280"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","8","0","8"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","7","0","7"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","*","0","*"
"0830911","0830011","Middletown School District","MacDonough School","189","19","208"
"0836211","0830011","Middletown School District","Middletown High School","1174","28","1202"
"0831211","0830011","Middletown School District","Moody School","*","*","261"
"0830311","0830011","Middletown School District","OASIS","*","0","*"
"0832111","0830011","Middletown School District","STEM - Macdonough","20","0","20"
"0831111","0830011","Middletown School District","Snow School","375","18","393"
"0830111","0830011","Middletown School District","Spencer School","269","24","293"
"0839111","0830011","Middletown School District","Transition to Life Center","*","*","25"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","11","0","11"
"0831411","0830011","Middletown School District","Wesley School","261","6","267"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","653","17","670"
"0840111","0840011","Milford School District","Calf Pen Meadow School","286","7","293"
"0845111","0840011","Milford School District","East Shore Middle School","*","*","456"
"0845211","0840011","Milford School District","Harborside Middle School","*","*","536"
"0841911","0840011","Milford School District","J. F. Kennedy School","371","7","378"
"0846211","0840011","Milford School District","Jonathan Law High School","929","11","940"
"0846311","0840011","Milford School District","Joseph A. Foran High School","*","*","920"
"0841611","0840011","Milford School District","Live Oaks School","298","17","315"
"0841711","0840011","Milford School District","Mathewson School","398","16","414"
"0840711","0840011","Milford School District","Meadowside School","276","39","315"
"0840811","0840011","Milford School District","Orange Avenue School","392","17","409"
"0841811","0840011","Milford School District","Orchard Hills School","*","*","370"
"0841011","0840011","Milford School District","Pumpkin Delight School","257","23","280"
"0840311","0840011","Milford School District","The Academy","47","0","47"
"0845311","0840011","Milford School District","West Shore Middle School","*","*","450"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","*","*","497"
"0855211","0850011","Monroe School District","Jockey Hollow School","*","*","780"
"0850211","0850011","Monroe School District","Masuk Alternative Program","13","0","13"
"0856111","0850011","Monroe School District","Masuk High School","*","*","1092"
"0850111","0850011","Monroe School District","Monroe Elementary School","*","*","354"
"0850411","0850011","Monroe School District","REAL","*","0","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","*","*","430"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","*","*","342"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","544","7","551"
"0860111","0860011","Montville School District","Mohegan School","282","51","333"
"0866111","0860011","Montville School District","Montville High School","645","9","654"
"0860511","0860011","Montville School District","Oakdale School","290","7","297"
"0869011","0860011","Montville School District","Palmer Academy","28","0","28"
"0860311","0860011","Montville School District","Pre School Program","40","0","40"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","263","9","272"
"0888211","0880011","Naugatuck School District","Central Avenue Preschool","30","0","30"
"0885111","0880011","Naugatuck School District","City Hill Middle School","662","13","675"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","299","13","312"
"0880911","0880011","Naugatuck School District","Genesis Academy","*","*","11"
"0888111","0880011","Naugatuck School District","Head Start","118","0","118"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","296","16","312"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","270","40","310"
"0880311","0880011","Naugatuck School District","Maple Hill School","435","15","450"
"0886111","0880011","Naugatuck School District","Naugatuck High School","1170","28","1198"
"0880611","0880011","Naugatuck School District","Salem School","247","19","266"
"0880711","0880011","Naugatuck School District","Western School","265","16","281"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","*","*","499"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc. Family Academy","*","*","499"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","*","*","499"
"0899111","0890011","New Britain School District","Alternative Center School","41","10","51"
"0891011","0890011","New Britain School District","Behavior Support","*","*","11"
"0899411","0890011","New Britain School District","CLIMB","*","*","18"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","422","45","467"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","617","174","791"
"0890511","0890011","New Britain School District","Gaffney School","527","51","578"
"0890611","0890011","New Britain School District","Holmes School","371","90","461"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","149","0","149"
"0890711","0890011","New Britain School District","Jefferson School","354","88","442"
"0891611","0890011","New Britain School District","KEY Elementary","*","*","44"
"0891711","0890011","New Britain School District","KEY Middle","*","*","12"
"0890811","0890011","New Britain School District","Lincoln School","559","129","688"
"0896111","0890011","New Britain School District","New Britain High School","2033","427","2460"
"0899011","0890011","New Britain School District","New Britain Transition Center","30","8","38"
"0890911","0890011","New Britain School District","Northend School","258","27","285"
"0890111","0890011","New Britain School District","Preschool at Roosevelt","137","0","137"
"0895311","0890011","New Britain School District","Pulaski Middle School","631","135","766"
"0891811","0890011","New Britain School District","STEPS","29","7","36"
"0895211","0890011","New Britain School District","Slade Middle School","641","92","733"
"0891211","0890011","New Britain School District","Smalley Academy","528","150","678"
"0891311","0890011","New Britain School District","Smith School","505","75","580"
"0890411","0890011","New Britain School District","Sunrise Intermediate","*","*","12"
"0890211","0890011","New Britain School District","Sunrise Primary","*","*","22"
"0891511","0890011","New Britain School District","Vance School","462","61","523"
"0900411","0900011","New Canaan School District","East School","533","10","543"
"0906111","0900011","New Canaan School District","New Canaan High School","1244","7","1251"
"0905111","0900011","New Canaan School District","Saxe Middle School","1319","8","1327"
"0900211","0900011","New Canaan School District","South School","528","14","542"
"0900311","0900011","New Canaan School District","West School","540","7","547"
"0910311","0910011","New Fairfield School District","Alternative Learning Center","8","0","8"
"0910111","0910011","New Fairfield School District","Consolidated School","486","15","501"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","481","9","490"
"0916111","0910011","New Fairfield School District","New Fairfield High School","*","*","904"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","*","*","587"
"0920311","0920011","New Hartford School District","Ann Antolini School","296","0","296"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","113","0","113"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","*","*","61"
"0931211","0930011","New Haven School District","Edgewood School","421","16","437"
"0931411","0930011","New Haven School District","Nathan Hale School","479","45","524"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","424","58","482"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","509","54","563"
"0930311","0930011","New Haven School District","Beecher School","490","15","505"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","490","40","530"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","442","14","456"
"0934311","0930011","New Haven School District","Bishop Woods School","445","36","481"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","*","*","16"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","337","31","368"
"0934111","0930011","New Haven School District","Christopher Columbus Academy","266","195","461"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","413","107","520"
"0930611","0930011","New Haven School District","Clinton Avenue School","375","202","577"
"0934111","0930011","New Haven School District","Columbus Family Academy","266","195","461"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","576","61","637"
"0936411","0930011","New Haven School District","Cooperative High School","632","15","647"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","*","*","497"
"0935611","0930011","New Haven School District","Domus Academy","*","*","29"
"0938111","0930011","New Haven School District","Early Learning Center","123","0","123"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","404","72","476"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","594","10","604"
"0931611","0930011","New Haven School District","Fair Haven School","349","416","765"
"0938011","0930011","New Haven School District","Headstart","367","0","367"
"0938311","0930011","New Haven School District","Helene Grant Headstart","266","0","266"
"0936611","0930011","New Haven School District","High School In The Community","232","19","251"
"0930711","0930011","New Haven School District","Hill Central Music Academy","310","185","495"
"0936311","0930011","New Haven School District","Hill Regional Career High School","627","38","665"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","180","14","194"
"0936211","0930011","New Haven School District","James Hillhouse High School","840","105","945"
"0931311","0930011","New Haven School District","John C. Daniels","402","126","528"
"0930811","0930011","New Haven School District","John S. Martinez School","301","224","525"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","462","30","492"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","538","21","559"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","359","19","378"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","494","45","539"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","383","20","403"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","40","0","40"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","23","7","30"
"0934511","0930011","New Haven School District","NHPS Self Contained Multi-Handicapped","36","6","42"
"0937011","0930011","New Haven School District","New Haven Academy","249","6","255"
"0932211","0930011","New Haven School District","New Horizons High School","73","7","80"
"0932611","0930011","New Haven School District","New Light High School","*","*","37"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","*","0","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","230","76","306"
"0939111","0930011","New Haven School District","Riverside Education Academy","68","12","80"
"0931011","0930011","New Haven School District","Ross/Woodward School","616","53","669"
"0936711","0930011","New Haven School District","Sound School","332","8","340"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","274","123","397"
"0932911","0930011","New Haven School District","Truman School","260","233","493"
"0934911","0930011","New Haven School District","West Rock Authors Academy","224","17","241"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","405","20","425"
"0936111","0930011","New Haven School District","Wilbur Cross High School","1174","272","1446"
"0933811","0930011","New Haven School District","Worthington Hooker School","370","71","441"
"0950311","0950011","New London School District","Jennings School","280","279","559"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","476","126","602"
"0950611","0950011","New London School District","Early Childhood Center at Harbor","91","24","115"
"0950911","0950011","New London School District","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","400","103","503"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","400","103","503"
"0956111","0950011","New London School District","New London High School","787","176","963"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","493","87","580"
"0960511","0960011","New Milford School District","Hill And Plain School","390","44","434"
"0960511","0960011","New Milford School District","John Pettibone School","390","44","434"
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","17","0","17"
"0966111","0960011","New Milford School District","New Milford High School","1325","20","1345"
"0960811","0960011","New Milford School District","Northville Elementary School","432","9","441"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","927","32","959"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","1012","19","1031"
"0940611","0940011","Newington School District","Anna Reynolds School","434","39","473"
"0940211","0940011","Newington School District","Elizabeth Green School","257","37","294"
