"school_code","district_code","district","school","subject","gender","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0235111","0230011","Canton School District","Canton Middle School","Math","M","131","131","100.0","131","15","11.5","34","26.0","42","32.1","40","30.5","82","62.6"
"0230211","0230011","Canton School District","Cherry Brook Primary School","ELA","F","59","59","100.0","59","*","*","*","*","22","37.3","25","42.4","47","79.7"
"0230211","0230011","Canton School District","Cherry Brook Primary School","ELA","M","58","55","94.8","55","*","*","*","*","15","27.3","24","43.6","39","70.9"
"0230211","0230011","Canton School District","Cherry Brook Primary School","Math","F","59","59","100.0","59","*","*","*","*","32","54.2","16","27.1","48","81.4"
"0230211","0230011","Canton School District","Cherry Brook Primary School","Math","M","58","55","94.8","55","*","*","*","*","17","30.9","29","52.7","46","83.6"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","ELA","F","54","54","100.0","54","17","31.5","*","*","19","35.2","*","*","*","*"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","ELA","M","56","56","100.0","56","25","44.6","19","33.9","*","*","*","*","12","21.4"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","Math","F","54","54","100.0","54","32","59.3","*","*","*","*","0","0.0","*","*"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","Math","M","55","55","100.0","55","43","78.2","*","*","*","*","0","0.0","*","*"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","ELA","F","93","92","98.9","92","17","18.5","15","16.3","44","47.8","16","17.4","60","65.2"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","ELA","M","244","241","98.8","241","61","25.3","59","24.5","78","32.4","43","17.8","121","50.2"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","Math","F","93","88","94.6","88","23","26.1","31","35.2","12","13.6","22","25.0","34","38.6"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","Math","M","244","229","93.9","229","85","37.1","66","28.8","24","10.5","54","23.6","78","34.1"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","ELA","F","32","31","96.9","31","*","*","12","38.7","10","32.3","*","*","*","*"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","ELA","M","31","30","96.8","30","*","*","10","33.3","7","23.3","*","*","*","*"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","Math","F","32","31","96.9","31","7","22.6","17","54.8","*","*","*","*","7","22.6"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","Math","M","31","30","96.8","30","7","23.3","14","46.7","*","*","*","*","9","30.0"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","ELA","F","38","35","92.1","35","*","*","10","28.6","*","*","15","42.9","*","*"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","ELA","M","60","59","98.3","59","*","*","*","*","18","30.5","17","28.8","35","59.3"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","Math","F","38","36","94.7","36","11","30.6","*","*","12","33.3","*","*","*","*"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","Math","M","60","59","98.3","59","13","22.0","*","*","19","32.2","*","*","*","*"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","ELA","F","84","83","98.8","83","20","24.1","17","20.5","18","21.7","28","33.7","46","55.4"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","ELA","M","109","107","98.2","107","34","31.8","11","10.3","31","29.0","31","29.0","62","57.9"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","Math","F","84","83","98.8","83","21","25.3","22","26.5","20","24.1","20","24.1","40","48.2"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","Math","M","109","107","98.2","107","26","24.3","33","30.8","25","23.4","23","21.5","48","44.9"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","ELA","F","213","209","98.1","209","36","17.2","53","25.4","83","39.7","37","17.7","120","57.4"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","ELA","M","102","100","98.0","100","28","28.0","30","30.0","29","29.0","13","13.0","42","42.0"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","Math","F","213","207","97.2","207","77","37.2","67","32.4","41","19.8","22","10.6","63","30.4"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","Math","M","101","96","95.0","96","41","42.7","30","31.3","15","15.6","10","10.4","25","26.0"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","ELA","F","87","86","98.9","86","17","19.8","22","25.6","22","25.6","25","29.1","47","54.7"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","ELA","M","94","94","100.0","94","34","36.2","22","23.4","21","22.3","17","18.1","38","40.4"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","Math","F","87","86","98.9","86","23","26.7","27","31.4","21","24.4","15","17.4","36","41.9"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","Math","M","94","94","100.0","94","33","35.1","28","29.8","16","17.0","17","18.1","33","35.1"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","ELA","F","142","141","99.3","141","*","*","43","30.5","51","36.2","*","*","*","*"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","ELA","M","60","60","100.0","60","19","31.7","22","36.7","*","*","*","*","19","31.7"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Math","F","142","141","99.3","141","68","48.2","44","31.2","*","*","*","*","29","20.6"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Math","M","60","60","100.0","60","32","53.3","22","36.7","*","*","*","*","6","10.0"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","ELA","F","167","164","98.2","164","27","16.5","47","28.7","59","36.0","31","18.9","90","54.9"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","ELA","M","141","140","99.3","140","50","35.7","26","18.6","48","34.3","16","11.4","64","45.7"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Math","F","167","165","98.8","165","59","35.8","65","39.4","*","*","*","*","41","24.8"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Math","M","141","140","99.3","140","64","45.7","50","35.7","*","*","*","*","26","18.6"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","ELA","F","62","58","93.5","58","11","19.0","8","13.8","17","29.3","22","37.9","39","67.2"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","ELA","M","70","67","95.7","67","26","38.8","10","14.9","20","29.9","11","16.4","31","46.3"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","Math","F","62","58","93.5","58","12","20.7","19","32.8","15","25.9","12","20.7","27","46.6"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","Math","M","70","67","95.7","67","26","38.8","18","26.9","10","14.9","13","19.4","23","34.3"
"2410514","2410014","Capitol Region Education Council","Museum Academy","ELA","F","85","84","98.8","84","23","27.4","19","22.6","21","25.0","21","25.0","42","50.0"
"2410514","2410014","Capitol Region Education Council","Museum Academy","ELA","M","60","59","98.3","59","18","30.5","16","27.1","16","27.1","9","15.3","25","42.4"
"2410514","2410014","Capitol Region Education Council","Museum Academy","Math","F","85","83","97.6","83","23","27.7","28","33.7","19","22.9","13","15.7","32","38.6"
"2410514","2410014","Capitol Region Education Council","Museum Academy","Math","M","60","59","98.3","59","12","20.3","19","32.2","17","28.8","11","18.6","28","47.5"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","ELA","F","45","45","100.0","45","14","31.1","15","33.3","*","*","*","*","16","35.6"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","ELA","M","93","93","100.0","93","33","35.5","35","37.6","*","*","*","*","25","26.9"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Math","F","45","45","100.0","45","23","51.1","18","40.0","*","*","*","*","*","*"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Math","M","93","93","100.0","93","52","55.9","31","33.3","*","*","*","*","*","*"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","ELA","F","69","68","98.6","68","19","27.9","13","19.1","16","23.5","20","29.4","36","52.9"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","ELA","M","88","86","97.7","86","33","38.4","20","23.3","17","19.8","16","18.6","33","38.4"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Math","F","69","68","98.6","68","27","39.7","18","26.5","14","20.6","9","13.2","23","33.8"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Math","M","88","86","97.7","86","35","40.7","24","27.9","14","16.3","13","15.1","27","31.4"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","ELA","F","237","237","100.0","237","60","25.3","56","23.6","77","32.5","44","18.6","121","51.1"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","ELA","M","400","397","99.3","396","120","30.3","86","21.7","133","33.6","57","14.4","190","48.0"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","Math","F","237","237","100.0","237","90","38.0","87","36.7","33","13.9","27","11.4","60","25.3"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","Math","M","400","397","99.3","397","139","35.0","122","30.7","85","21.4","51","12.8","136","34.3"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","ELA","F","90","89","98.9","89","20","22.5","17","19.1","27","30.3","25","28.1","52","58.4"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","ELA","M","80","80","100.0","80","18","22.5","14","17.5","25","31.3","23","28.8","48","60.0"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Math","F","90","89","98.9","89","20","22.5","30","33.7","26","29.2","13","14.6","39","43.8"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Math","M","80","80","100.0","80","15","18.8","20","25.0","25","31.3","20","25.0","45","56.3"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","ELA","F","38","37","97.4","37","*","*","7","18.9","11","29.7","*","*","*","*"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","ELA","M","40","40","100.0","40","*","*","11","27.5","13","32.5","*","*","*","*"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Math","F","38","37","97.4","37","9","24.3","17","45.9","*","*","*","*","11","29.7"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Math","M","40","39","97.5","39","19","48.7","11","28.2","9","23.1","0","0.0","9","23.1"
"0250111","0250011","Cheshire School District","Chapman School","ELA","F","107","104","97.2","104","6","5.8","11","10.6","28","26.9","59","56.7","87","83.7"
"0250111","0250011","Cheshire School District","Chapman School","ELA","M","102","102","100.0","102","8","7.8","18","17.6","35","34.3","41","40.2","76","74.5"
"0250111","0250011","Cheshire School District","Chapman School","Math","F","107","104","97.2","104","*","*","*","*","27","26.0","45","43.3","72","69.2"
"0250111","0250011","Cheshire School District","Chapman School","Math","M","102","102","100.0","102","*","*","*","*","31","30.4","49","48.0","80","78.4"
"0255111","0250011","Cheshire School District","Dodd Middle School","ELA","F","377","376","99.7","376","20","5.3","54","14.4","172","45.7","130","34.6","302","80.3"
"0255111","0250011","Cheshire School District","Dodd Middle School","ELA","M","343","341","99.4","341","35","10.3","62","18.2","144","42.2","100","29.3","244","71.6"
"0255111","0250011","Cheshire School District","Dodd Middle School","Math","F","377","374","99.2","374","50","13.4","101","27.0","108","28.9","115","30.7","223","59.6"
"0255111","0250011","Cheshire School District","Dodd Middle School","Math","M","343","341","99.4","341","55","16.1","86","25.2","93","27.3","107","31.4","200","58.7"
"0250611","0250011","Cheshire School District","Doolittle School","ELA","F","187","185","98.9","185","12","6.5","23","12.4","58","31.4","92","49.7","150","81.1"
"0250611","0250011","Cheshire School District","Doolittle School","ELA","M","164","163","99.4","163","8","4.9","30","18.4","63","38.7","62","38.0","125","76.7"
"0250611","0250011","Cheshire School District","Doolittle School","Math","F","187","185","98.9","185","19","10.3","55","29.7","50","27.0","61","33.0","111","60.0"
"0250611","0250011","Cheshire School District","Doolittle School","Math","M","164","163","99.4","163","14","8.6","44","27.0","53","32.5","52","31.9","105","64.4"
"0250411","0250011","Cheshire School District","Highland School","ELA","F","238","238","100.0","238","8","3.4","33","13.9","62","26.1","135","56.7","197","82.8"
"0250411","0250011","Cheshire School District","Highland School","ELA","M","251","250","99.6","250","26","10.4","26","10.4","78","31.2","120","48.0","198","79.2"
"0250411","0250011","Cheshire School District","Highland School","Math","F","238","238","100.0","238","24","10.1","51","21.4","76","31.9","87","36.6","163","68.5"
"0250411","0250011","Cheshire School District","Highland School","Math","M","251","250","99.6","250","21","8.4","50","20.0","83","33.2","96","38.4","179","71.6"
"0250511","0250011","Cheshire School District","Norton School","ELA","F","147","144","98.0","144","*","*","*","*","43","29.9","74","51.4","117","81.3"
"0250511","0250011","Cheshire School District","Norton School","ELA","M","132","130","98.5","130","*","*","*","*","39","30.0","61","46.9","100","76.9"
"0250511","0250011","Cheshire School District","Norton School","Math","F","147","144","98.0","144","17","11.8","29","20.1","47","32.6","51","35.4","98","68.1"
"0250511","0250011","Cheshire School District","Norton School","Math","M","132","130","98.5","130","12","9.2","32","24.6","35","26.9","51","39.2","86","66.2"
"0260111","0260011","Chester School District","Chester Elementary School","ELA","F","77","76","98.7","76","*","*","*","*","28","36.8","34","44.7","62","81.6"
"0260111","0260011","Chester School District","Chester Elementary School","ELA","M","54","54","100.0","54","*","*","*","*","18","33.3","22","40.7","40","74.1"
"0260111","0260011","Chester School District","Chester Elementary School","Math","F","77","76","98.7","76","*","*","*","*","26","34.2","24","31.6","50","65.8"
"0260111","0260011","Chester School District","Chester Elementary School","Math","M","54","54","100.0","54","*","*","*","*","16","29.6","24","44.4","40","74.1"
"0270111","0270011","Clinton School District","Abraham Pierson School","ELA","F","159","159","100.0","159","14","8.8","28","17.6","54","34.0","63","39.6","117","73.6"
"0270111","0270011","Clinton School District","Abraham Pierson School","ELA","M","157","155","98.7","155","21","13.5","24","15.5","52","33.5","58","37.4","110","71.0"
"0270111","0270011","Clinton School District","Abraham Pierson School","Math","F","159","159","100.0","159","16","10.1","53","33.3","56","35.2","34","21.4","90","56.6"
"0270111","0270011","Clinton School District","Abraham Pierson School","Math","M","157","155","98.7","155","18","11.6","47","30.3","39","25.2","51","32.9","90","58.1"
"0275111","0270011","Clinton School District","Jared Eliot School","ELA","F","213","210","98.6","207","15","7.2","34","16.4","97","46.9","61","29.5","158","76.3"
"0275111","0270011","Clinton School District","Jared Eliot School","ELA","M","233","227","97.4","227","37","16.3","55","24.2","78","34.4","57","25.1","135","59.5"
"0275111","0270011","Clinton School District","Jared Eliot School","Math","F","213","210","98.6","210","35","16.7","57","27.1","67","31.9","51","24.3","118","56.2"
"0275111","0270011","Clinton School District","Jared Eliot School","Math","M","234","228","97.4","228","49","21.5","62","27.2","55","24.1","62","27.2","117","51.3"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","ELA","F","64","63","98.4","63","*","*","*","*","20","31.7","24","38.1","44","69.8"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","ELA","M","74","74","100.0","74","*","*","19","25.7","*","*","34","45.9","*","*"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","Math","F","64","63","98.4","63","*","*","25","39.7","25","39.7","*","*","*","*"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","Math","M","75","75","100.0","75","*","*","18","24.0","31","41.3","*","*","*","*"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","ELA","F","261","260","99.6","260","19","7.3","44","16.9","78","30.0","119","45.8","197","75.8"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","ELA","M","266","266","100.0","266","39","14.7","48","18.0","90","33.8","89","33.5","179","67.3"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","Math","F","261","260","99.6","260","23","8.8","71","27.3","98","37.7","68","26.2","166","63.8"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","Math","M","264","264","100.0","264","23","8.7","65","24.6","87","33.0","89","33.7","176","66.7"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","ELA","F","296","295","99.7","295","13","4.4","49","16.6","137","46.4","96","32.5","233","79.0"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","ELA","M","306","304","99.3","304","31","10.2","63","20.7","126","41.4","84","27.6","210","69.1"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","Math","F","296","295","99.7","295","53","18.0","97","32.9","90","30.5","55","18.6","145","49.2"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","Math","M","306","304","99.3","304","55","18.1","100","32.9","84","27.6","65","21.4","149","49.0"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","ELA","F","25","25","100.0","25","0","0.0","*","*","*","*","*","*","*","*"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","ELA","M","21","19","90.5","19","*","*","*","*","*","*","*","*","*","*"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","Math","F","25","25","100.0","25","*","*","*","*","*","*","*","*","*","*"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","Math","M","21","19","90.5","19","*","*","*","*","*","*","*","*","*","*"
"0300111","0300011","Columbia School District","Horace W. Porter School","ELA","F","148","145","98.0","145","10","6.9","26","17.9","58","40.0","51","35.2","109","75.2"
"0300111","0300011","Columbia School District","Horace W. Porter School","ELA","M","137","132","96.4","132","20","15.2","35","26.5","50","37.9","27","20.5","77","58.3"
"0300111","0300011","Columbia School District","Horace W. Porter School","Math","F","148","145","98.0","145","28","19.3","45","31.0","41","28.3","31","21.4","72","49.7"
"0300111","0300011","Columbia School District","Horace W. Porter School","Math","M","137","132","96.4","132","22","16.7","42","31.8","46","34.8","22","16.7","68","51.5"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","ELA","F","133","131","98.5","131","21","16.0","37","28.2","39","29.8","34","26.0","73","55.7"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","ELA","M","122","120","98.4","120","33","27.5","24","20.0","42","35.0","21","17.5","63","52.5"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","Math","F","133","132","99.2","132","33","25.0","37","28.0","42","31.8","20","15.2","62","47.0"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","Math","M","122","120","98.4","120","23","19.2","51","42.5","29","24.2","17","14.2","46","38.3"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","ELA","F","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","ELA","M","73","72","98.6","72","*","*","*","*","*","*","*","*","*","*"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","Math","F","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","Math","M","73","72","98.6","72","*","*","*","*","*","*","0","0.0","*","*"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","ELA","F","23","21","91.3","21","*","*","*","*","9","42.9","7","33.3","16","76.2"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","ELA","M","40","40","100.0","40","*","*","*","*","18","45.0","11","27.5","29","72.5"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","Math","F","23","21","91.3","21","*","*","6","28.6","6","28.6","*","*","*","*"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","Math","M","40","40","100.0","40","*","*","13","32.5","9","22.5","*","*","*","*"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","ELA","F","204","200","98.0","200","9","4.5","25","12.5","93","46.5","73","36.5","166","83.0"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","ELA","M","194","190","97.9","190","22","11.6","37","19.5","82","43.2","49","25.8","131","68.9"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","Math","F","204","200","98.0","200","23","11.5","62","31.0","58","29.0","57","28.5","115","57.5"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","Math","M","194","190","97.9","190","32","16.8","65","34.2","55","28.9","38","20.0","93","48.9"
"0320411","0320011","Coventry School District","George Hersey Robertson School","ELA","F","190","189","99.5","189","20","10.6","33","17.5","63","33.3","73","38.6","136","72.0"
"0320411","0320011","Coventry School District","George Hersey Robertson School","ELA","M","165","165","100.0","165","27","16.4","34","20.6","51","30.9","53","32.1","104","63.0"
"0320411","0320011","Coventry School District","George Hersey Robertson School","Math","F","190","189","99.5","189","26","13.8","53","28.0","70","37.0","40","21.2","110","58.2"
"0320411","0320011","Coventry School District","George Hersey Robertson School","Math","M","165","165","100.0","165","23","13.9","49","29.7","46","27.9","47","28.5","93","56.4"
"0335111","0330011","Cromwell School District","Cromwell Middle School","ELA","F","211","211","100.0","211","*","*","*","*","92","43.6","77","36.5","169","80.1"
"0335111","0330011","Cromwell School District","Cromwell Middle School","ELA","M","229","229","100.0","229","*","*","60","26.2","89","38.9","*","*","*","*"
"0335111","0330011","Cromwell School District","Cromwell Middle School","Math","F","211","211","100.0","211","30","14.2","64","30.3","61","28.9","56","26.5","117","55.5"
"0335111","0330011","Cromwell School District","Cromwell Middle School","Math","M","229","229","100.0","228","44","19.3","59","25.9","75","32.9","50","21.9","125","54.8"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","ELA","F","230","229","99.6","229","40","17.5","47","20.5","72","31.4","70","30.6","142","62.0"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","ELA","M","247","247","100.0","247","54","21.9","53","21.5","72","29.1","68","27.5","140","56.7"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","Math","F","230","229","99.6","229","65","28.4","88","38.4","51","22.3","25","10.9","76","33.2"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","Math","M","247","247","100.0","247","58","23.5","85","34.4","63","25.5","41","16.6","104","42.1"
"0345111","0340011","Danbury School District","Broadview Middle School","ELA","F","503","497","98.8","497","97","19.5","160","32.2","192","38.6","48","9.7","240","48.3"
"0345111","0340011","Danbury School District","Broadview Middle School","ELA","M","502","495","98.6","495","136","27.5","165","33.3","161","32.5","33","6.7","194","39.2"
"0345111","0340011","Danbury School District","Broadview Middle School","Math","F","502","494","98.4","493","203","41.2","185","37.5","73","14.8","32","6.5","105","21.3"
"0345111","0340011","Danbury School District","Broadview Middle School","Math","M","502","489","97.4","489","202","41.3","173","35.4","84","17.2","30","6.1","114","23.3"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","ELA","F","94","94","100.0","94","30","31.9","21","22.3","30","31.9","13","13.8","43","45.7"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","ELA","M","104","104","100.0","104","20","19.2","35","33.7","35","33.7","14","13.5","49","47.1"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","Math","F","94","94","100.0","94","23","24.5","40","42.6","20","21.3","11","11.7","31","33.0"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","Math","M","104","104","100.0","104","21","20.2","43","41.3","31","29.8","9","8.7","40","38.5"
"0341111","0340011","Danbury School District","Great Plain School","ELA","F","75","74","98.7","74","25","33.8","17","23.0","20","27.0","12","16.2","32","43.2"
"0341111","0340011","Danbury School District","Great Plain School","ELA","M","81","81","100.0","81","30","37.0","21","25.9","7","8.6","23","28.4","30","37.0"
"0341111","0340011","Danbury School District","Great Plain School","Math","F","75","74","98.7","74","22","29.7","25","33.8","15","20.3","12","16.2","27","36.5"
"0341111","0340011","Danbury School District","Great Plain School","Math","M","81","81","100.0","81","24","29.6","20","24.7","19","23.5","18","22.2","37","45.7"
"0340211","0340011","Danbury School District","Hayestown Avenue School","ELA","F","97","97","100.0","97","15","15.5","28","28.9","28","28.9","26","26.8","54","55.7"
"0340211","0340011","Danbury School District","Hayestown Avenue School","ELA","M","100","99","99.0","99","23","23.2","31","31.3","18","18.2","27","27.3","45","45.5"
"0340211","0340011","Danbury School District","Hayestown Avenue School","Math","F","97","97","100.0","97","33","34.0","21","21.6","30","30.9","13","13.4","43","44.3"
"0340211","0340011","Danbury School District","Hayestown Avenue School","Math","M","100","99","99.0","99","20","20.2","24","24.2","38","38.4","17","17.2","55","55.6"
