"school_code","district_code","district","school","subject","free_reduced_price_meal_eligibility_3_level_","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","ELA","R","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","Math","F","63","60","95.2","60","17","28.3","*","*","21","35.0","*","*","*","*"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","Math","N","52","50","96.2","50","*","*","*","*","*","*","10","20.0","*","*"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","Math","R","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","ELA","F","155","155","100.0","155","88","56.8","36","23.2","*","*","*","*","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","ELA","N","102","102","100.0","101","*","*","*","*","*","*","10","9.9","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","ELA","R","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","Math","F","155","155","100.0","155","104","67.1","42","27.1","*","*","*","*","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","Math","N","102","102","100.0","101","*","*","*","*","11","10.9","*","*","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","Math","R","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0431211","0430011","East Hartford School District","Silver Lane School","ELA","F","97","97","100.0","97","45","46.4","30","30.9","*","*","*","*","22","22.7"
"0431211","0430011","East Hartford School District","Silver Lane School","ELA","N","28","28","100.0","27","12","44.4","*","*","7","25.9","*","*","*","*"
"0431211","0430011","East Hartford School District","Silver Lane School","Math","F","95","95","100.0","94","50","53.2","28","29.8","*","*","*","*","*","*"
"0431211","0430011","East Hartford School District","Silver Lane School","Math","N","28","28","100.0","27","*","*","16","59.3","0","0.0","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","ELA","F","124","124","100.0","124","46","37.1","36","29.0","36","29.0","6","4.8","42","33.9"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","ELA","N","58","58","100.0","58","*","*","*","*","*","*","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","ELA","R","17","17","*","17","*","*","*","*","*","*","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","Math","F","123","123","100.0","123","84","68.3","30","24.4","*","*","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","Math","N","58","58","100.0","58","*","*","*","*","9","15.5","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","Math","R","17","17","*","17","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","ELA","F","52","50","96.2","46","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0439011","0430011","East Hartford School District","Woodland School","ELA","N","*","*","*","*","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0439011","0430011","East Hartford School District","Woodland School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","Math","F","51","49","96.1","47","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0439011","0430011","East Hartford School District","Woodland School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","ELA","F","55","55","100.0","55","*","*","*","*","24","43.6","11","20.0","35","63.6"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","ELA","N","173","173","100.0","173","18","10.4","45","26.0","72","41.6","38","22.0","110","63.6"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","ELA","R","27","27","100.0","27","*","*","*","*","9","33.3","8","29.6","17","63.0"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","Math","F","55","55","100.0","55","*","*","14","25.5","21","38.2","*","*","*","*"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","Math","N","173","172","99.4","172","31","18.0","63","36.6","42","24.4","36","20.9","78","45.3"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","Math","R","27","27","100.0","27","*","*","12","44.4","10","37.0","*","*","*","*"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","ELA","F","73","73","100.0","73","28","38.4","*","*","*","*","*","*","*","*"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","ELA","N","103","103","100.0","103","*","*","*","*","29","28.2","27","26.2","56","54.4"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","ELA","R","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","Math","F","73","73","100.0","72","23","31.9","*","*","*","*","*","*","*","*"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","Math","N","103","103","100.0","103","*","*","32","31.1","39","37.9","*","*","*","*"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","Math","R","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","ELA","F","70","70","100.0","70","32","45.7","*","*","*","*","*","*","*","*"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","ELA","N","63","63","100.0","63","*","*","27","42.9","16","25.4","*","*","*","*"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","ELA","R","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","Math","F","70","70","100.0","70","43","61.4","*","*","*","*","*","*","*","*"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","Math","N","63","63","100.0","63","*","*","24","38.1","19","30.2","*","*","*","*"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","Math","R","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","ELA","F","255","252","98.8","252","84","33.3","74","29.4","73","29.0","21","8.3","94","37.3"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","ELA","N","239","238","99.6","238","44","18.5","67","28.2","92","38.7","35","14.7","127","53.4"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","ELA","R","81","80","98.8","80","18","22.5","28","35.0","23","28.8","11","13.8","34","42.5"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","Math","F","255","252","98.8","252","134","53.2","89","35.3","*","*","*","*","29","11.5"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","Math","N","239","236","98.7","236","94","39.8","83","35.2","44","18.6","15","6.4","59","25.0"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","Math","R","81","79","97.5","79","37","46.8","29","36.7","*","*","*","*","13","16.5"
"0440711","0440011","East Haven School District","Momauguin School","ELA","F","77","77","100.0","77","24","31.2","16","20.8","22","28.6","15","19.5","37","48.1"
"0440711","0440011","East Haven School District","Momauguin School","ELA","N","58","58","100.0","58","*","*","*","*","*","*","*","*","*","*"
"0440711","0440011","East Haven School District","Momauguin School","ELA","R","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0440711","0440011","East Haven School District","Momauguin School","Math","F","77","77","100.0","77","29","37.7","26","33.8","*","*","*","*","*","*"
"0440711","0440011","East Haven School District","Momauguin School","Math","N","58","58","100.0","58","*","*","*","*","19","32.8","*","*","*","*"
"0440711","0440011","East Haven School District","Momauguin School","Math","R","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0455111","0450011","East Lyme School District","East Lyme Middle School","ELA","F","117","115","98.3","115","*","*","27","23.5","48","41.7","*","*","*","*"
"0455111","0450011","East Lyme School District","East Lyme Middle School","ELA","N","702","679","96.7","679","55","8.1","114","16.8","252","37.1","258","38.0","510","75.1"
"0455111","0450011","East Lyme School District","East Lyme Middle School","ELA","R","23","22","95.7","22","*","*","7","31.8","7","31.8","*","*","*","*"
"0455111","0450011","East Lyme School District","East Lyme Middle School","Math","F","117","115","98.3","115","*","*","39","33.9","30","26.1","*","*","*","*"
"0455111","0450011","East Lyme School District","East Lyme Middle School","Math","N","702","678","96.6","678","73","10.8","154","22.7","182","26.8","269","39.7","451","66.5"
"0455111","0450011","East Lyme School District","East Lyme Middle School","Math","R","23","21","91.3","20","*","*","7","35.0","9","45.0","*","*","*","*"
"0450111","0450011","East Lyme School District","Flanders School","ELA","F","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0450111","0450011","East Lyme School District","Flanders School","ELA","N","130","129","99.2","129","7","5.4","15","11.6","40","31.0","67","51.9","107","82.9"
"0450111","0450011","East Lyme School District","Flanders School","ELA","R","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0450111","0450011","East Lyme School District","Flanders School","Math","F","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0450111","0450011","East Lyme School District","Flanders School","Math","N","130","129","99.2","129","7","5.4","26","20.2","49","38.0","47","36.4","96","74.4"
"0450111","0450011","East Lyme School District","Flanders School","Math","R","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","ELA","F","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","ELA","N","96","94","97.9","94","*","*","*","*","17","18.1","61","64.9","78","83.0"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","ELA","R","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","Math","F","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","Math","N","95","93","97.9","93","*","*","*","*","26","28.0","49","52.7","75","80.6"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","Math","R","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","ELA","N","59","59","100.0","59","*","*","*","*","17","28.8","34","57.6","51","86.4"
"0450211","0450011","East Lyme School District","Niantic Center School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","Math","N","59","59","100.0","59","*","*","*","*","19","32.2","31","52.5","50","84.7"
"0450211","0450011","East Lyme School District","Niantic Center School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","ELA","F","*","*","*","*","14","37.8","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","ELA","N","44","44","100.0","44","*","*","14","31.8","16","36.4","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","Math","F","*","*","*","*","13","35.1","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","Math","N","44","44","100.0","44","*","*","13","29.5","20","45.5","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0475411","0470011","East Windsor School District","East Windsor Middle School","ELA","F","145","143","98.6","143","40","28.0","52","36.4","43","30.1","8","5.6","51","35.7"
"0475411","0470011","East Windsor School District","East Windsor Middle School","ELA","N","201","200","99.5","200","*","*","*","*","85","42.5","38","19.0","123","61.5"
"0475411","0470011","East Windsor School District","East Windsor Middle School","ELA","R","28","26","92.9","26","7","26.9","*","*","8","30.8","*","*","*","*"
"0475411","0470011","East Windsor School District","East Windsor Middle School","Math","F","145","143","98.6","143","65","45.5","55","38.5","*","*","*","*","*","*"
"0475411","0470011","East Windsor School District","East Windsor Middle School","Math","N","201","200","99.5","200","54","27.0","66","33.0","42","21.0","38","19.0","80","40.0"
"0475411","0470011","East Windsor School District","East Windsor Middle School","Math","R","28","26","92.9","26","14","53.8","*","*","*","*","0","0.0","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","ELA","F","27","26","96.3","26","24","92.3","*","*","*","*","0","0.0","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","Math","F","27","25","92.6","24","*","*","*","*","0","0.0","0","0.0","0","0.0"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0390111","0390011","Eastford School District","Eastford Elementary School","ELA","F","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0390111","0390011","Eastford School District","Eastford Elementary School","ELA","N","72","72","100.0","72","*","*","*","*","*","*","*","*","*","*"
"0390111","0390011","Eastford School District","Eastford Elementary School","Math","F","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0390111","0390011","Eastford School District","Eastford Elementary School","Math","N","72","72","100.0","72","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","ELA","N","287","280","97.6","280","18","6.4","47","16.8","113","40.4","102","36.4","215","76.8"
"0465111","0460011","Easton School District","Helen Keller Middle School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","Math","N","287","274","95.5","274","19","6.9","54","19.7","84","30.7","117","42.7","201","73.4"
"0465111","0460011","Easton School District","Helen Keller Middle School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","ELA","N","313","306","97.8","306","6","2.0","21","6.9","84","27.5","195","63.7","279","91.2"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","Math","N","313","304","97.1","304","12","3.9","40","13.2","88","28.9","164","53.9","252","82.9"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","ELA","N","109","109","100.0","109","6","5.5","16","14.7","28","25.7","59","54.1","87","79.8"
"0480111","0480011","Ellington School District","Center School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","Math","N","109","109","100.0","109","*","*","22","20.2","42","38.5","41","37.6","83","76.1"
"0480111","0480011","Ellington School District","Center School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","ELA","N","74","71","95.9","71","9","12.7","12","16.9","16","22.5","34","47.9","50","70.4"
"0480211","0480011","Ellington School District","Crystal Lake School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","Math","N","74","71","95.9","71","6","8.5","16","22.5","27","38.0","22","31.0","49","69.0"
"0480211","0480011","Ellington School District","Crystal Lake School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","ELA","F","34","33","97.1","33","*","*","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","ELA","N","379","377","99.5","377","16","4.2","73","19.4","163","43.2","125","33.2","288","76.4"
"0485111","0480011","Ellington School District","Ellington Middle School","ELA","R","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","Math","F","35","34","97.1","34","*","*","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","Math","N","379","377","99.5","377","39","10.3","113","30.0","128","34.0","97","25.7","225","59.7"
"0485111","0480011","Ellington School District","Ellington Middle School","Math","R","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0480711","0480011","Ellington School District","Windermere Intermediate School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480711","0480011","Ellington School District","Windermere Intermediate School","ELA","N","392","389","99.2","389","20","5.1","79","20.3","108","27.8","182","46.8","290","74.6"
"0480711","0480011","Ellington School District","Windermere Intermediate School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480711","0480011","Ellington School District","Windermere Intermediate School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480711","0480011","Ellington School District","Windermere Intermediate School","Math","N","392","389","99.2","389","25","6.4","94","24.2","126","32.4","144","37.0","270","69.4"
"0480711","0480011","Ellington School District","Windermere Intermediate School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480611","0480011","Ellington School District","Windermere School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480611","0480011","Ellington School District","Windermere School","ELA","N","174","174","100.0","174","16","9.2","15","8.6","38","21.8","105","60.3","143","82.2"
"0480611","0480011","Ellington School District","Windermere School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480611","0480011","Ellington School District","Windermere School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480611","0480011","Ellington School District","Windermere School","Math","N","174","174","100.0","174","12","6.9","19","10.9","68","39.1","75","43.1","143","82.2"
"0480611","0480011","Ellington School District","Windermere School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","F","268","268","100.0","268","63","23.5","61","22.8","90","33.6","54","20.1","144","53.7"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","N","66","66","100.0","66","11","16.7","8","12.1","24","36.4","23","34.8","47","71.2"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","R","42","42","100.0","42","7","16.7","9","21.4","17","40.5","9","21.4","26","61.9"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","F","268","268","100.0","268","73","27.2","84","31.3","61","22.8","50","18.7","111","41.4"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","N","66","66","100.0","66","*","*","14","21.2","*","*","29","43.9","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","R","42","42","100.0","42","*","*","14","33.3","*","*","12","28.6","*","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","ELA","F","115","114","99.1","114","33","28.9","34","29.8","*","*","*","*","47","41.2"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","ELA","N","191","191","100.0","191","*","*","*","*","58","30.4","62","32.5","120","62.8"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","ELA","R","21","21","100.0","21","*","*","8","38.1","*","*","7","33.3","*","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","Math","F","115","114","99.1","114","35","30.7","38","33.3","*","*","*","*","41","36.0"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","Math","N","191","191","100.0","191","*","*","60","31.4","67","35.1","*","*","*","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","Math","R","21","21","100.0","21","*","*","6","28.6","7","33.3","*","*","*","*"
"0491611","0490011","Enfield School District","Eli Whitney School","ELA","F","146","145","99.3","145","30","20.7","30","20.7","*","*","*","*","85","58.6"
"0491611","0490011","Enfield School District","Eli Whitney School","ELA","N","244","241","98.8","241","*","*","49","20.3","80","33.2","91","37.8","171","71.0"
"0491611","0490011","Enfield School District","Eli Whitney School","ELA","R","23","23","100.0","23","*","*","8","34.8","*","*","*","*","*","*"
"0491611","0490011","Enfield School District","Eli Whitney School","Math","F","146","145","99.3","145","31","21.4","48","33.1","48","33.1","*","*","*","*"
"0491611","0490011","Enfield School District","Eli Whitney School","Math","N","244","242","99.2","242","*","*","79","32.6","94","38.8","45","18.6","139","57.4"
"0491611","0490011","Enfield School District","Eli Whitney School","Math","R","23","23","100.0","23","*","*","6","26.1","10","43.5","*","*","*","*"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","ELA","F","341","337","98.8","337","112","33.2","102","30.3","104","30.9","19","5.6","123","36.5"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","ELA","N","643","640","99.5","640","71","11.1","168","26.3","285","44.5","116","18.1","401","62.7"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","ELA","R","87","87","100.0","87","14","16.1","34","39.1","31","35.6","8","9.2","39","44.8"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","Math","F","339","333","98.2","333","137","41.1","131","39.3","49","14.7","*","*","*","*"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","Math","N","642","638","99.4","638","124","19.4","257","40.3","167","26.2","90","14.1","257","40.3"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","Math","R","87","87","100.0","87","25","28.7","33","37.9","24","27.6","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0491511","0490011","Enfield School District","Prudence Crandall School","ELA","F","149","148","99.3","148","34","23.0","48","32.4","46","31.1","20","13.5","66","44.6"
"0491511","0490011","Enfield School District","Prudence Crandall School","ELA","N","231","231","100.0","231","*","*","*","*","79","34.2","84","36.4","163","70.6"
"0491511","0490011","Enfield School District","Prudence Crandall School","ELA","R","31","31","100.0","31","*","*","11","35.5","*","*","8","25.8","*","*"
"0491511","0490011","Enfield School District","Prudence Crandall School","Math","F","149","148","99.3","148","47","31.8","59","39.9","*","*","*","*","42","28.4"
"0491511","0490011","Enfield School District","Prudence Crandall School","Math","N","231","231","100.0","231","32","13.9","82","35.5","77","33.3","40","17.3","117","50.6"
"0491511","0490011","Enfield School District","Prudence Crandall School","Math","R","31","31","100.0","31","8","25.8","15","48.4","*","*","*","*","8","25.8"
"0500111","0500011","Essex School District","Essex Elementary School","ELA","F","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","ELA","N","209","202","96.7","202","12","5.9","32","15.8","66","32.7","92","45.5","158","78.2"
"0500111","0500011","Essex School District","Essex Elementary School","ELA","R","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","Math","F","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","Math","N","209","202","96.7","202","14","6.9","48","23.8","72","35.6","68","33.7","140","69.3"
"0500111","0500011","Essex School District","Essex Elementary School","Math","R","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","ELA","F","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","ELA","N","194","188","96.9","188","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","Math","F","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","Math","N","194","188","96.9","188","*","*","*","*","*","*","*","*","*","*"
"0510111","0510011","Fairfield School District","Dwight Elementary School","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510111","0510011","Fairfield School District","Dwight Elementary School","ELA","N","151","150","99.3","150","8","5.3","11","7.3","48","32.0","83","55.3","131","87.3"
"0510111","0510011","Fairfield School District","Dwight Elementary School","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510111","0510011","Fairfield School District","Dwight Elementary School","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510111","0510011","Fairfield School District","Dwight Elementary School","Math","N","151","150","99.3","150","*","*","*","*","61","40.7","60","40.0","121","80.7"
"0510111","0510011","Fairfield School District","Dwight Elementary School","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","ELA","F","62","62","100.0","62","*","*","21","33.9","22","35.5","*","*","*","*"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","ELA","N","796","785","98.6","783","46","5.9","131","16.7","334","42.7","272","34.7","606","77.4"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","ELA","R","21","21","100.0","21","*","*","7","33.3","7","33.3","*","*","*","*"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","Math","F","62","62","100.0","62","23","37.1","24","38.7","*","*","*","*","15","24.2"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","Math","N","794","778","98.0","778","61","7.8","201","25.8","232","29.8","284","36.5","516","66.3"
