"school_code","district_code","district","school","american_indian_or_alaska_native","asian","black_or_african_american","hispanic_latino_of_any_race","native_hawaiian_or_other_pacific_islander","two_or_more_races","white","total"
"0441811","0440011","East Haven School District","Overbrook Elementary School","0","*","*","40","0","9","70","130"
"0450511","0450011","East Lyme School District","Abilities in Motion (AIM) Program","0","*","*","*","0","0","10","13"
"0450611","0450011","East Lyme School District","Coastal Connections","0","0","*","0","0","0","*","22"
"0456111","0450011","East Lyme School District","East Lyme High School","*","91","31","40","*","17","837","1019"
"0455111","0450011","East Lyme School District","East Lyme Middle School","*","94","13","57","*","35","630","832"
"0450111","0450011","East Lyme School District","Flanders School","0","32","*","27","0","*","291","363"
"0458011","0450011","East Lyme School District","Integrated Preschool","0","*","0","*","0","0","45","50"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","*","27","*","24","0","12","231","305"
"0450711","0450011","East Lyme School District","Medically Fragile Program (WAVES)","0","0","0","0","0","0","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","0","*","*","16","0","11","136","169"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","*","29","39","85","0","*","255","430"
"0476111","0470011","East Windsor School District","East Windsor High School","0","9","34","49","0","14","197","303"
"0475411","0470011","East Windsor School District","East Windsor Middle School","*","*","40","58","0","12","183","303"
"0470411","0470011","East Windsor School District","East Windsor Transition Program","0","0","0","0","0","0","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","*","9","25","0","7","78","121"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","*","*","*","13","0","7","100","128"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","0","0","*","31","0","*","125","164"
"0390111","0390011","Eastford School District","Eastford Elementary School","0","*","*","10","0","8","123","143"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","20","*","19","0","10","267","318"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","0","30","*","33","*","21","473","563"
"2428014","2420014","EdAdvance","EdAdvance Headstart","0","*","*","53","*","*","145","213"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","0","0","*","*","0","0","*","6"
"0480111","0480011","Ellington School District","Center School","0","14","18","16","0","7","375","430"
"0480211","0480011","Ellington School District","Crystal Lake School","0","*","7","14","0","*","208","237"
"0486111","0480011","Ellington School District","Ellington High School","*","34","34","29","0","*","660","778"
"0485111","0480011","Ellington School District","Ellington Middle School","0","31","13","22","0","13","359","438"
"0480611","0480011","Ellington School District","Windermere School","*","160","39","35","0","*","501","761"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","*","*","528","177","0","9","10","726"
"2910113","2910013","Elm City Montessori School District","Elm City Montessori School","0","*","59","45","0","*","32","140"
"0492211","0490011","Enfield School District","EPS Integrated Pre-Kindergarten","0","*","*","*","0","0","70","76"
"0491011","0490011","Enfield School District","EPS PK STEAM Academy","0","*","9","15","0","*","21","50"
"0490511","0490011","Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","0","0","0","*","0","0","*","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","*","10","*","51","0","12","242","325"
"0491411","0490011","Enfield School District","Eli Whitney - Intermediate Adaptive Learning (IAL)","0","*","0","0","0","0","*","*"
"0491611","0490011","Enfield School District","Eli Whitney School","*","*","26","56","0","20","284","397"
"0496111","0490011","Enfield School District","Enfield High School","*","40","101","172","*","67","1140","1530"
"0490311","0490011","Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","0","0","0","*","0","0","*","8"
"0490211","0490011","Enfield School District","Enfield Street School","0","12","11","44","0","13","208","288"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","0","0","*","*","0","0","8","10"
"0490411","0490011","Enfield School District","Hazardville Memorial School","*","10","31","44","0","*","189","278"
"0498011","0490011","Enfield School District","Head Start Program","0","*","*","28","*","9","59","104"
"0490611","0490011","Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","0","0","0","*","0","0","*","*"
"0491811","0490011","Enfield School District","Henry Barnard School","*","28","22","61","0","*","247","381"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","*","38","63","155","*","62","795","1126"
"0490811","0490011","Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","0","0","0","0","0","0","6","6"
"0491111","0490011","Enfield School District","Nathan Hale School","0","*","18","21","0","*","180","231"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","0","0","*","0","0","*","*","8"
"0491511","0490011","Enfield School District","Prudence Crandall School","0","11","26","65","0","21","276","399"
"0500111","0500011","Essex School District","Essex Elementary School","0","*","*","30","0","16","313","368"
"2726113","2720013","Explorations District","Explorations","0","0","*","13","0","*","75","92"
"0510211","0510011","Fairfield School District","Burr Elementary School","0","25","8","29","0","28","323","413"
"0510111","0510011","Fairfield School District","Dwight Elementary School","0","16","9","21","0","14","277","337"
"0518011","0510011","Fairfield School District","Early Childhood Center","0","8","*","24","0","*","85","127"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","*","80","*","113","0","28","1247","1495"
"0510511","0510011","Fairfield School District","Fairfield School/Community Partnership","0","0","*","*","0","*","15","18"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","*","98","*","188","0","51","1111","1498"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","*","48","*","89","0","22","713","894"
"0510411","0510011","Fairfield School District","Holland Hill School","0","30","9","95","0","19","251","404"
"0511711","0510011","Fairfield School District","Jennings School","0","16","8","27","0","14","252","317"
"0510611","0510011","Fairfield School District","McKinley School","0","50","22","139","0","28","210","449"
"0510711","0510011","Fairfield School District","Mill Hill School","0","28","8","19","0","17","312","384"
"0511611","0510011","Fairfield School District","North Stratfield School","0","28","7","47","0","16","299","397"
"0511811","0510011","Fairfield School District","Osborn Hill School","0","27","9","15","0","17","377","445"
"0511211","0510011","Fairfield School District","Riverfield School","0","23","*","21","0","*","366","425"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","0","38","*","52","0","*","657","773"
"0511311","0510011","Fairfield School District","Sherman School","*","12","*","25","0","21","422","484"
"0511411","0510011","Fairfield School District","Stratfield School","0","26","*","33","*","22","332","419"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","0","42","*","95","*","28","503","684"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","0","0","*","*","0","0","24","28"
"0520411","0520011","Farmington School District","East Farms School","0","129","32","34","0","19","235","449"
"0520611","0520011","Farmington School District","Farmington Alternative High School","0","0","*","*","0","0","*","*"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","0","17","8","8","0","8","71","112"
"0526111","0520011","Farmington School District","Farmington High School","*","206","73","72","0","*","819","1184"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","*","118","23","36","0","*","487","674"
"0520211","0520011","Farmington School District","Noah Wallace School","0","95","17","29","0","13","215","369"
"0520111","0520011","Farmington School District","Union School","0","49","16","39","0","15","191","310"
"0520311","0520011","Farmington School District","West District School","*","59","16","30","0","*","192","309"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","0","149","26","48","0","10","418","651"
"0530111","0530011","Franklin School District","Franklin Elementary School","*","*","0","6","0","6","145","162"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","*","69","*","37","0","29","312","456"
"0540311","0540011","Glastonbury School District","Eastbury School","*","30","*","17","0","13","202","266"
"0540811","0540011","Glastonbury School District","Gideon Welles School","*","44","*","36","0","23","355","477"
"0546111","0540011","Glastonbury School District","Glastonbury High School","*","202","72","170","*","71","1470","1991"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","0","43","13","32","0","15","289","392"
"0540611","0540011","Glastonbury School District","Hopewell School","*","51","*","31","0","25","270","384"
"0540111","0540011","Glastonbury School District","Links Academy","*","0","*","6","0","0","14","24"
"0541411","0540011","Glastonbury School District","Links Transition","0","*","*","*","0","0","12","16"
"0540711","0540011","Glastonbury School District","Naubuc School","0","34","25","68","0","31","193","351"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","0","29","14","58","0","32","423","556"
"0540511","0540011","Glastonbury School District","PreK-Eastbury","0","*","*","*","0","*","23","30"
"0541011","0540011","Glastonbury School District","PreK-Nayaug","0","*","0","*","0","0","13","20"
"0545211","0540011","Glastonbury School District","Smith Middle School","*","105","26","67","*","44","764","1010"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","30","31","0","21","562","658"
"0565111","0560011","Granby School District","Granby Memorial Middle School","0","*","19","*","0","16","384","435"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","24","11","0","10","339","392"
"0560311","0560011","Granby School District","Wells Road Intermediate School","*","*","22","10","0","12","335","389"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","0","*","151","152","*","*","12","324"
"0575111","0570011","Greenwich School District","Central Middle School","*","54","17","102","*","24","359","558"
"0571211","0570011","Greenwich School District","Community Connections","0","0","*","*","0","0","*","7"
"0570211","0570011","Greenwich School District","Cos Cob School","0","48","*","86","0","*","280","446"
"0575211","0570011","Greenwich School District","Eastern Middle School","*","79","*","107","*","23","630","846"
"0570411","0570011","Greenwich School District","Glenville School","*","48","*","61","0","23","301","444"
"0571411","0570011","Greenwich School District","Greenwich Alternative High School","0","0","*","11","0","0","*","22"
"0576111","0570011","Greenwich School District","Greenwich High School","*","202","86","507","*","72","1754","2625"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","*","19","39","203","0","*","123","397"
"0571311","0570011","Greenwich School District","International School At Dundee","0","79","14","47","0","32","211","383"
"0570311","0570011","Greenwich School District","Julian Curtiss School","*","20","*","115","0","25","159","330"
"0570611","0570011","Greenwich School District","New Lebanon School","*","14","12","170","0","*","53","257"
"0570711","0570011","Greenwich School District","North Mianus School","0","91","*","82","*","23","297","496"
"0570811","0570011","Greenwich School District","North Street School","*","28","*","51","0","34","299","423"
"0570911","0570011","Greenwich School District","Old Greenwich School","0","12","0","42","0","30","351","435"
"0571111","0570011","Greenwich School District","Parkway School","0","13","*","26","0","*","212","260"
"0571011","0570011","Greenwich School District","Riverside School","0","31","0","84","0","14","339","468"
"0575311","0570011","Greenwich School District","Western Middle School","0","28","29","207","0","16","278","558"
"0580111","0580011","Griswold School District","Griswold Alternative School","0","0","0","*","0","*","10","13"
"0580311","0580011","Griswold School District","Griswold Elementary School","*","*","15","62","0","63","562","719"
"0586211","0580011","Griswold School District","Griswold High School","*","16","21","39","*","16","469","568"
"0585111","0580011","Griswold School District","Griswold Middle School","9","*","15","38","*","37","431","538"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","37","28","60","*","32","333","497"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","0","*","37","121","*","48","134","377"
"0591811","0590011","Groton School District","Charles Barnum School","*","17","26","56","*","29","244","375"
"0590311","0590011","Groton School District","Claude Chester School","*","23","30","105","*","52","85","298"
"0591711","0590011","Groton School District","Mary Morrisson School","*","*","33","72","0","40","188","363"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","*","0","*","*","0","*","15","24"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","25","*","43","*","28","286","390"
"0591211","0590011","Groton School District","Pleasant Valley School","0","13","21","60","0","36","171","301"
"0596111","0590011","Groton School District","Robert E. Fitch High School","13","76","97","180","6","74","607","1053"
"0590111","0590011","Groton School District","S. B. Butler School","*","10","11","42","*","31","188","286"
"0591011","0590011","Groton School District","Transition Academy","0","*","*","*","0","0","*","9"
"0590611","0590011","Groton School District","Virtual Learning Academy","0","0","0","0","0","0","*","*"
"0595211","0590011","Groton School District","West Side Middle School","*","26","52","119","*","34","219","456"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","*","29","11","40","*","26","468","577"
"0600611","0600011","Guilford School District","A. W. Cox School","0","*","*","14","0","17","243","289"
"0600411","0600011","Guilford School District","Calvin Leete School","0","*","*","14","0","9","207","240"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","0","25","*","37","0","*","451","535"
"0606111","0600011","Guilford School District","Guilford High School","0","41","*","70","*","29","967","1123"
"0600211","0600011","Guilford School District","Guilford Lakes School","0","20","6","21","0","14","246","307"
"0600311","0600011","Guilford School District","Melissa Jones School","0","8","*","18","*","12","271","316"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","0","20","37","29","0","7","44","137"
"0621211","0620011","Hamden School District","Bear Path School","0","34","47","75","0","32","257","445"
"0620211","0620011","Hamden School District","Church Street School","*","*","137","112","0","18","38","319"
"0620311","0620011","Hamden School District","Dunbar Hill School","0","22","89","63","0","23","102","299"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","*","0","24","7","0","*","7","41"
"0626111","0620011","Hamden School District","Hamden High School","*","113","521","268","0","*","596","1557"
"0625211","0620011","Hamden School District","Hamden Middle School","0","68","211","157","0","41","335","812"
"0620611","0620011","Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","0","*","*","*","0","*","*","11"
"0620411","0620011","Hamden School District","Helen Street School","0","15","143","129","0","16","44","347"
"0621111","0620011","Hamden School District","Ridge Hill School","0","30","103","99","0","17","87","336"
"0620111","0620011","Hamden School District","Shepherd Glen School","*","70","109","54","0","*","73","321"
"0621011","0620011","Hamden School District","Spring Glen School","0","*","79","30","*","26","286","432"
"0621411","0620011","Hamden School District","West Woods School","*","67","56","30","*","18","199","372"
"0630111","0630011","Hampton School District","Hampton Elementary School","0","0","*","*","0","6","95","105"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","*","19","107","468","*","*","29","634"
"0648611","0640011","Hartford School District","Autism Program - Burr School","0","0","*","*","0","0","0","9"
"0644311","0640011","Hartford School District","Autism Program - Hooker School","0","0","*","*","0","0","0","6"
"0645711","0640011","Hartford School District","Autism Program - Naylor School","0","0","*","19","0","0","*","26"
"0644411","0640011","Hartford School District","Autism Program - Rawson School","0","*","14","28","0","0","*","45"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly School","0","*","*","7","0","*","0","11"
"0640411","0640011","Hartford School District","Batchelder School","0","*","86","326","0","*","14","433"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","0","71","67","120","*","*","31","299"
"0643811","0640011","Hartford School District","Betances STEM Magnet School","*","35","81","194","*","13","49","375"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","*","19","131","65","0","*","32","266"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","*","24","77","174","0","*","69","360"
"0647111","0640011","Hartford School District","Bulkeley High School","*","30","200","427","*","*","25","688"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","*","17","62","409","*","*","*","496"
"0642311","0640011","Hartford School District","Burr School","*","24","80","486","0","*","21","616"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","0","*","20","25","0","*","8","57"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","0","14","318","125","0","21","78","556"
"0646411","0640011","Hartford School District","Classical Magnet School","0","*","220","189","*","25","110","560"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","0","0","74","92","0","*","*","168"
"0649411","0640011","Hartford School District","DDP - Simpson-Waverly School","0","0","*","*","0","0","0","10"
"0648311","0640011","Hartford School District","EDP - Bulkeley High School","0","0","*","*","0","0","0","13"
"0648211","0640011","Hartford School District","EDP - HPHS Engineering and Green Technology Academy","0","0","11","20","0","0","0","31"
"0645911","0640011","Hartford School District","EDP - M.D. Fox School","0","0","10","23","0","*","*","35"
"0644611","0640011","Hartford School District","EDP - West Middle School","0","0","*","*","0","0","0","15"
"0644111","0640011","Hartford School District","Early Childhood Development Center (ECDC)","0","0","*","*","0","0","0","16"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","*","32","61","341","0","*","157","610"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","0","*","69","408","0","*","19","501"
"0643611","0640011","Hartford School District","Global Communications Academy","0","*","384","221","*","*","*","617"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","0","8","90","89","*","*","79","272"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","0","12","130","190","0","6","8","346"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","0","10","125","169","0","*","*","314"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","0","10","135","226","0","*","*","383"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","*","*","253","487","0","45","193","1024"
"0641311","0640011","Hartford School District","Hartford PreKindergarten Magnet School","0","45","40","46","0","7","19","157"
"0647611","0640011","Hartford School District","High School, Inc.","*","0","96","138","0","*","0","236"
"0648411","0640011","Hartford School District","High Step Transition","0","0","*","9","0","0","*","17"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","0","*","119","51","0","*","14","190"
"0641011","0640011","Hartford School District","Kennelly School","*","*","84","444","*","*","13","557"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","*","*","209","424","0","41","216","913"
"0649511","0640011","Hartford School District","LC - Breakthrough II School","0","0","*","*","0","0","0","8"
"0649611","0640011","Hartford School District","LC - Burns School","0","0","0","*","0","0","0","*"
"0649811","0640011","Hartford School District","LC - Moylan School","0","0","0","6","0","0","0","6"
"0640811","0640011","Hartford School District","M. D. Fox School","*","41","79","515","0","*","9","647"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","*","*","196","77","0","13","*","294"
"0644811","0640011","Hartford School District","MDP - Batchelder School","0","0","*","10","0","*","0","19"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","0","*","*","13","0","0","0","24"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","0","*","14","32","0","0","*","48"
"0648511","0640011","Hartford School District","MDP - Moylan School","0","0","*","*","0","0","0","9"
"0641211","0640011","Hartford School District","McDonough Middle School","0","*","27","230","0","*","*","261"
"0641911","0640011","Hartford School District","Milner School","*","0","126","151","*","*","8","292"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","*","36","128","58","0","*","99","336"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","*","14","55","147","*","9","76","304"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","*","19","52","436","*","*","124","636"
"0641511","0640011","Hartford School District","Parkville Community School","0","*","52","439","*","0","29","534"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","*","*","139","157","0","11","110","421"
"0641711","0640011","Hartford School District","Rawson School","*","*","295","75","*","*","7","383"
"0644011","0640011","Hartford School District","Renzulli Gifted and Talented Academy","*","9","54","52","0","*","9","131"
"0640111","0640011","Hartford School District","SAND School","*","*","121","234","0","*","*","362"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","0","68","146","55","*","*","81","366"
"0643011","0640011","Hartford School District","Sanchez School","0","*","35","348","0","*","7","396"
"0642611","0640011","Hartford School District","Simpson-Waverly School","0","0","171","138","*","*","*","314"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","0","*","146","322","*","28","185","709"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","*","43","170","71","0","*","122","431"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","*","33","289","171","0","*","116","633"
"0642111","0640011","Hartford School District","West Middle School","0","38","188","212","*","*","8","449"
"0642211","0640011","Hartford School District","Wish Museum School","*","*","184","235","0","*","*","429"
"0650111","0650011","Hartland School District","Hartland School","*","*","*","*","*","*","171","189"
"0670211","0670011","Hebron School District","Gilead Hill School","*","*","*","13","0","*","282","306"
"0670111","0670011","Hebron School District","Hebron Elementary School","0","*","*","29","0","11","352","399"
"2860113","2860013","Highville Charter School District","Highville Charter School","0","0","479","15","0","*","*","502"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","*","44","*","46","0","31","180","330"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","*","*","63","129","*","17","51","270"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","0","8","711","29","0","*","*","753"
"0680111","0680011","Kent School District","Kent Center School","0","*","0","21","0","*","197","235"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","*","6","8","*","0","*","111","133"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","*","0","*","0","0","*","14","17"
"0690111","0690011","Killingly School District","Killingly Central School","10","10","17","*","0","*","324","369"
"0696111","0690011","Killingly School District","Killingly High School","*","*","18","313","0","32","440","823"
"0695211","0690011","Killingly School District","Killingly Intermediate School","9","19","11","130","0","43","471","683"
"0690311","0690011","Killingly School District","Killingly Memorial School","*","23","*","0","0","32","419","493"
"2456014","2450014","Learn","Connecticut River Academy","0","14","98","214","*","*","114","454"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","0","*","*","59","0","17","53","147"
"2451214","2450014","Learn","Learn ABA Program at Center School","0","*","*","*","0","*","*","8"
"2451114","2450014","Learn","Learn Haynes Elementary Intensive Program","0","*","*","*","0","*","*","16"
"2450614","2450014","Learn","Learn High School ABA","0","*","0","*","0","*","*","*"
"2450714","2450014","Learn","Learn Ledyard RICHES Program","0","0","*","0","0","0","*","*"
"2450514","2450014","Learn","Learn Pathways Program","0","0","0","*","0","*","*","*"
"2450814","2450014","Learn","Learn SAILS Middle School Program","0","0","*","*","0","0","*","*"
"2451014","2450014","Learn","Learn SAILS Program at Salem","0","0","*","*","0","*","*","6"
"2450414","2450014","Learn","Learn STS 18-21 Year Old Program","0","0","0","0","0","0","*","*"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","*","6","10","47","*","22","182","271"
"2450114","2450014","Learn","Regional Multicultural Magnet School","*","18","64","185","*","72","192","535"
"2450314","2450014","Learn","Riverside Magnet School at Goodwin College","*","7","104","161","*","30","90","394"
"2450214","2450014","Learn","The Friendship School","*","15","43","167","*","41","234","505"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","0","*","11","16","0","*","32","67"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","6","8","10","20","*","*","305","352"
"0715111","0710011","Lebanon School District","Lebanon Middle School","*","6","*","19","*","*","260","295"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","*","*","*","14","*","*","336","364"
"0720211","0720011","Ledyard School District","Gales Ferry School","0","*","11","16","*","11","167","215"
"0720411","0720011","Ledyard School District","Gallup Hill School","22","*","13","37","*","42","213","335"
"0720311","0720011","Ledyard School District","Juliet W. Long School","*","*","9","41","0","16","211","284"
"0720111","0720011","Ledyard School District","Ledyard Center School","20","16","*","40","*","25","286","402"
"0726111","0720011","Ledyard School District","Ledyard High School","21","36","55","83","0","16","586","797"
"0725111","0720011","Ledyard School District","Ledyard Middle School","19","12","27","26","0","15","233","332"
"0730111","0730011","Lisbon School District","Lisbon Central School","*","7","7","31","*","26","318","393"
"0740211","0740011","Litchfield School District","Center School","0","*","*","19","0","*","265","296"
"0746111","0740011","Litchfield School District","Litchfield High School","0","*","*","15","*","*","264","292"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","0","*","0","7","*","*","169","188"
"0746011","0740011","Litchfield School District","Litchfield Middle School","0","*","0","7","*","*","147","160"
"0766111","0760011","Madison School District","Daniel Hand High School","*","47","*","42","0","25","1023","1153"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","0","*","*","18","0","18","363","414"
"0760211","0760011","Madison School District","Island Avenue Elementary School","0","6","*","14","*","*","243","269"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","0","10","0","17","0","13","287","327"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","*","16","0","*","0","11","195","235"
"0769011","0760011","Madison School District","Town Campus Learning Center","0","*","*","*","0","0","39","46"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","*","20","*","15","0","13","437","487"
"3480315","3480015","Manchester School District","Hartford Detention Center","0","0","*","*","0","*","*","9"
"3481115","3480015","Manchester School District","BRAVE","0","0","*","0","0","0","0","*"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","*","*","11","13","*","0","16","43"
"0770111","0770011","Manchester School District","Bowers School","0","17","77","125","0","6","189","414"
"0770311","0770011","Manchester School District","Buckley School","*","38","65","61","*","10","199","375"
"0771111","0770011","Manchester School District","Elementary Site 2","0","0","*","0","0","0","*","*"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","*","30","78","115","0","*","163","407"
"0770411","0770011","Manchester School District","Highland Park School","*","13","59","52","0","*","142","272"
"0775311","0770011","Manchester School District","Illing Middle School","*","46","183","220","*","35","325","811"
"0770611","0770011","Manchester School District","Keeney School","0","29","48","69","0","11","204","361"
"0776111","0770011","Manchester School District","Manchester High School","*","125","357","396","*","68","601","1555"
"0770811","0770011","Manchester School District","Manchester Preschool - Site 2","0","0","0","0","0","0","12","12"
"0778011","0770011","Manchester School District","Manchester Preschool Center","*","16","40","45","0","*","73","179"
"0779011","0770011","Manchester School District","Manchester Regional Academy","0","0","21","27","0","*","*","70"
"0779111","0770011","Manchester School District","Manchester Transition Center","0","0","*","*","0","0","8","18"
"0771611","0770011","Manchester School District","Martin School","0","15","45","84","0","7","115","266"
"0770711","0770011","Manchester School District","New Horizons","0","*","6","*","0","*","*","18"
"0771011","0770011","Manchester School District","Robertson School","*","92","116","69","*","6","78","363"
"0771211","0770011","Manchester School District","Verplanck School","0","41","105","163","*","*","72","390"
"0771311","0770011","Manchester School District","Waddell School","0","38","74","94","*","*","127","347"
"0771411","0770011","Manchester School District","Washington School","*","9","103","139","*","12","78","344"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","*","33","*","31","0","15","165","254"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","*","44","*","12","0","7","133","200"
"0785111","0780011","Mansfield School District","Mansfield Middle School","0","50","11","67","0","26","379","533"
"0780511","0780011","Mansfield School District","Southeast Elementary School","*","33","8","33","0","*","147","227"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","*","*","7","36","0","11","473","535"
"0800711","0800011","Meriden School District","Nathan Hale School","*","24","42","338","*","16","184","613"
"0800111","0800011","Meriden School District","Benjamin Franklin School","7","20","27","176","*","*","107","345"
"0801111","0800011","Meriden School District","Casimir Pulaski School","*","31","35","309","*","20","132","532"
"0800211","0800011","Meriden School District","Community Classroom Collaborative-Meriden School District","0","0","*","*","0","0","6","10"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","*","44","128","585","*","25","406","1191"
"0800311","0800011","Meriden School District","Hanover School","*","8","31","307","*","12","224","586"
"0800411","0800011","Meriden School District","Israel Putnam School","10","35","38","304","0","20","160","567"
"0800511","0800011","Meriden School District","John Barry School","*","30","47","316","*","11","69","476"
"0805211","0800011","Meriden School District","Lincoln Middle School","*","20","71","390","*","14","222","725"
"0806211","0800011","Meriden School District","Orville H. Platt High School","0","*","124","512","*","27","278","971"
"0800811","0800011","Meriden School District","Roger Sherman School","*","18","38","346","*","26","151","584"
"0801511","0800011","Meriden School District","STARS-MS","0","0","0","*","0","0","*","6"
"0800611","0800011","Meriden School District","STARS-Meriden School District","0","0","*","21","0","*","17","42"
"0800911","0800011","Meriden School District","STEP-Meriden School District","0","0","*","9","0","*","*","19"
"0801211","0800011","Meriden School District","Steps-Meriden School District","0","0","*","11","0","0","*","20"
"0801411","0800011","Meriden School District","Success Academy","0","*","*","23","0","*","8","35"
"0801011","0800011","Meriden School District","Thomas Hooker School","8","11","15","185","0","10","188","417"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","0","*","8","23","0","*","6","40"
"0805411","0800011","Meriden School District","Washington Middle School","*","25","83","332","*","12","251","709"
"3480315","3480015","Middletown School District","Hartford Detention Center","0","0","*","*","0","*","*","9"
