"school_code","district_code","district","school","subject","high_needs_f_r_ell_or_swd_","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","ELA","N","108","*","*","32","29.6","55","50.9","*","*","*","*","487"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","Math","Y","76","29","38.2","41","53.9","6","7.9","0","0.0","6","7.9","434"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","Math","N","108","35","32.4","51","47.2","*","*","*","*","22","20.4","462"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","ELA","Y","72","27","37.5","23","31.9","*","*","*","*","22","30.6","440"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","ELA","N","67","*","*","20","29.9","30","44.8","*","*","*","*","492"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","Math","Y","72","38","52.8","*","*","*","*","0","0.0","*","*","420"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","Math","N","67","*","*","35","52.2","*","*","0","0.0","*","*","456"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","ELA","Y","88","15","17.0","28","31.8","45","51.1","0","0.0","45","51.1","479"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","ELA","N","86","*","*","16","18.6","57","66.3","*","*","*","*","507"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","Math","Y","88","25","28.4","53","60.2","10","11.4","0","0.0","10","11.4","444"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","Math","N","86","*","*","51","59.3","20","23.3","*","*","*","*","479"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","ELA","Y","56","18","32.1","19","33.9","19","33.9","0","0.0","19","33.9","455"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","ELA","N","62","10","16.1","16","25.8","29","46.8","7","11.3","36","58.1","500"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","Math","Y","55","21","38.2","22","40.0","12","21.8","0","0.0","12","21.8","450"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","Math","N","62","*","*","34","54.8","15","24.2","*","*","*","*","488"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","ELA","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","Math","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"0320111","0320011","Coventry School District","Coventry Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0320111","0320011","Coventry School District","Coventry Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0326111","0320011","Coventry School District","Coventry High School","ELA","Y","27","*","*","9","33.3","10","37.0","*","*","*","*","483"
"0326111","0320011","Coventry School District","Coventry High School","ELA","N","99","*","*","12","12.1","64","64.6","*","*","*","*","555"
"0326111","0320011","Coventry School District","Coventry High School","Math","Y","27","13","48.1","*","*","*","*","0","0.0","*","*","438"
"0326111","0320011","Coventry School District","Coventry High School","Math","N","99","6","6.1","41","41.4","*","*","*","*","*","*","537"
"0336111","0330011","Cromwell School District","Cromwell High School","ELA","Y","51","*","*","10","19.6","21","41.2","*","*","*","*","464"
"0336111","0330011","Cromwell School District","Cromwell High School","ELA","N","95","*","*","8","8.4","61","64.2","*","*","*","*","563"
"0336111","0330011","Cromwell School District","Cromwell High School","Math","Y","51","*","*","17","33.3","*","*","0","0.0","*","*","453"
"0336111","0330011","Cromwell School District","Cromwell High School","Math","N","95","*","*","38","40.0","40","42.1","*","*","*","*","539"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","ELA","Y","*","*","*","*","*","0","0.0","0","0.0","0","0.0","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0346111","0340011","Danbury School District","Danbury High School","ELA","Y","294","134","45.6","70","23.8","81","27.6","9","3.1","90","30.6","439"
"0346111","0340011","Danbury School District","Danbury High School","ELA","N","325","25","7.7","61","18.8","177","54.5","62","19.1","239","73.5","536"
"0346111","0340011","Danbury School District","Danbury High School","Math","Y","294","150","51.0","111","37.8","*","*","*","*","33","11.2","424"
"0346111","0340011","Danbury School District","Danbury High School","Math","N","325","*","*","142","43.7","97","29.8","*","*","*","*","503"
"0356111","0350011","Darien School District","Darien High School","ELA","Y","42","*","*","*","*","29","69.0","*","*","*","*","525"
"0356111","0350011","Darien School District","Darien High School","ELA","N","268","*","*","*","*","101","37.7","*","*","*","*","634"
"0356111","0350011","Darien School District","Darien High School","Math","Y","42","*","*","21","50.0","11","26.2","*","*","*","*","515"
"0356111","0350011","Darien School District","Darien High School","Math","N","268","*","*","22","8.2","106","39.6","*","*","*","*","644"
"0376111","0370011","Derby School District","Derby High School","ELA","Y","61","*","*","21","34.4","14","23.0","*","*","*","*","433"
"0376111","0370011","Derby School District","Derby High School","ELA","N","25","*","*","8","32.0","11","44.0","*","*","*","*","476"
"0376111","0370011","Derby School District","Derby High School","Math","Y","61","33","54.1","*","*","*","*","0","0.0","*","*","419"
"0376111","0370011","Derby School District","Derby High School","Math","N","25","*","*","10","40.0","*","*","0","0.0","*","*","459"
"0406111","0400011","East Granby School District","East Granby High School","ELA","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"0406111","0400011","East Granby School District","East Granby High School","ELA","N","46","*","*","*","*","*","*","*","*","*","*","588"
"0406111","0400011","East Granby School District","East Granby High School","Math","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"0406111","0400011","East Granby School District","East Granby High School","Math","N","46","*","*","*","*","*","*","*","*","*","*","549"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","ELA","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","ELA","N","65","*","*","*","*","*","*","*","*","*","*","540"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","Math","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","Math","N","65","*","*","*","*","*","*","*","*","*","*","494"
"0426111","0420011","East Hampton School District","East Hampton High School","ELA","Y","27","*","*","9","33.3","11","40.7","*","*","*","*","489"
"0426111","0420011","East Hampton School District","East Hampton High School","ELA","N","101","*","*","13","12.9","63","62.4","*","*","*","*","566"
"0426111","0420011","East Hampton School District","East Hampton High School","Math","Y","27","10","37.0","9","33.3","*","*","*","*","8","29.6","456"
"0426111","0420011","East Hampton School District","East Hampton High School","Math","N","101","*","*","39","38.6","42","41.6","*","*","*","*","523"
"0420111","0420011","East Hampton School District","Memorial School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0420111","0420011","East Hampton School District","Memorial School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","ELA","Y","21","*","*","*","*","10","47.6","*","*","*","*","522"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","ELA","N","29","0","0.0","*","*","22","75.9","*","*","*","*","571"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","Math","Y","21","*","*","13","61.9","*","*","*","*","*","*","496"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","Math","N","29","*","*","15","51.7","*","*","*","*","*","*","541"
"0436211","0430011","East Hartford School District","East Hartford High School","ELA","Y","249","87","34.9","79","31.7","*","*","*","*","83","33.3","448"
"0436211","0430011","East Hartford School District","East Hartford High School","ELA","N","117","29","24.8","*","*","58","49.6","*","*","*","*","495"
"0436211","0430011","East Hartford School District","East Hartford High School","Math","Y","249","98","39.4","115","46.2","*","*","*","*","36","14.5","441"
"0436211","0430011","East Hartford School District","East Hartford High School","Math","N","117","*","*","50","42.7","31","26.5","*","*","*","*","480"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","ELA","Y","*","*","*","*","*","*","*","0","0.0","*","*","*"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","Math","Y","*","*","*","*","*","0","0.0","0","0.0","0","0.0","*"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0446111","0440011","East Haven School District","East Haven High School","ELA","Y","101","42","41.6","*","*","31","30.7","*","*","*","*","449"
"0446111","0440011","East Haven School District","East Haven High School","ELA","N","113","*","*","26","23.0","58","51.3","*","*","*","*","510"
"0446111","0440011","East Haven School District","East Haven High School","Math","Y","101","54","53.5","38","37.6","9","8.9","0","0.0","9","8.9","415"
"0446111","0440011","East Haven School District","East Haven High School","Math","N","113","27","23.9","56","49.6","23","20.4","7","6.2","30","26.5","482"
"0450611","0450011","East Lyme School District","Coastal Connections","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0450611","0450011","East Lyme School District","Coastal Connections","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0450611","0450011","East Lyme School District","Coastal Connections","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0450611","0450011","East Lyme School District","Coastal Connections","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0456111","0450011","East Lyme School District","East Lyme High School","ELA","Y","54","*","*","10","18.5","28","51.9","*","*","*","*","518"
"0456111","0450011","East Lyme School District","East Lyme High School","ELA","N","196","*","*","*","*","113","57.7","68","34.7","181","92.3","593"
"0456111","0450011","East Lyme School District","East Lyme High School","Math","Y","54","18","33.3","21","38.9","9","16.7","6","11.1","15","27.8","473"
"0456111","0450011","East Lyme School District","East Lyme High School","Math","N","196","7","3.6","52","26.5","89","45.4","48","24.5","137","69.9","577"
"0476111","0470011","East Windsor School District","East Windsor High School","ELA","Y","31","*","*","6","19.4","14","45.2","*","*","*","*","477"
"0476111","0470011","East Windsor School District","East Windsor High School","ELA","N","34","*","*","8","23.5","21","61.8","*","*","*","*","522"
"0476111","0470011","East Windsor School District","East Windsor High School","Math","Y","31","*","*","15","48.4","*","*","0","0.0","*","*","448"
"0476111","0470011","East Windsor School District","East Windsor High School","Math","N","34","*","*","16","47.1","*","*","*","*","*","*","503"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","ELA","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","ELA","N","15","*","*","*","*","*","*","*","*","*","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Math","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Math","N","15","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELA","Y","18","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELA","N","18","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Math","Y","18","*","*","*","*","*","*","*","*","*","*","*"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Math","N","18","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","Education Connection Special Education","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","Education Connection Special Education","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0486111","0480011","Ellington School District","Ellington High School","ELA","Y","28","11","39.3","6","21.4","11","39.3","0","0.0","11","39.3","451"
"0486111","0480011","Ellington School District","Ellington High School","ELA","N","174","8","4.6","22","12.6","110","63.2","34","19.5","144","82.8","554"
"0486111","0480011","Ellington School District","Ellington High School","Math","Y","28","12","42.9","11","39.3","*","*","*","*","*","*","447"
"0486111","0480011","Ellington School District","Ellington High School","Math","N","174","10","5.7","69","39.7","*","*","*","*","*","*","542"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","Y","23","*","*","*","*","*","*","*","*","*","*","475"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","N","10","*","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","Y","23","*","*","*","*","*","*","*","*","*","*","467"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","N","10","*","*","*","*","*","*","*","*","*","*","*"
"0496111","0490011","Enfield School District","Enfield High School","ELA","Y","59","20","33.9","21","35.6","*","*","*","*","18","30.5","457"
"0496111","0490011","Enfield School District","Enfield High School","ELA","N","90","*","*","13","14.4","58","64.4","*","*","*","*","521"
"0496111","0490011","Enfield School District","Enfield High School","Math","Y","59","18","30.5","26","44.1","*","*","*","*","15","25.4","464"
"0496111","0490011","Enfield School District","Enfield High School","Math","N","90","*","*","38","42.2","35","38.9","*","*","*","*","518"
"0496211","0490011","Enfield School District","Enrico Fermi High School","ELA","Y","68","*","*","25","36.8","22","32.4","*","*","*","*","463"
"0496211","0490011","Enfield School District","Enrico Fermi High School","ELA","N","128","*","*","26","20.3","85","66.4","*","*","*","*","526"
"0496211","0490011","Enfield School District","Enrico Fermi High School","Math","Y","68","24","35.3","34","50.0","*","*","*","*","10","14.7","442"
"0496211","0490011","Enfield School District","Enrico Fermi High School","Math","N","128","*","*","58","45.3","40","31.3","*","*","*","*","502"
"2726113","2720013","Explorations District","Explorations","ELA","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"2726113","2720013","Explorations District","Explorations","ELA","N","10","*","*","*","*","*","*","*","*","*","*","*"
"2726113","2720013","Explorations District","Explorations","Math","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"2726113","2720013","Explorations District","Explorations","Math","N","10","*","*","*","*","*","*","*","*","*","*","*"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","ELA","Y","47","*","*","16","34.0","20","42.6","*","*","*","*","503"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","ELA","N","303","*","*","12","4.0","176","58.1","*","*","*","*","595"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","Math","Y","47","*","*","21","44.7","12","25.5","*","*","*","*","488"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","Math","N","303","*","*","69","22.8","161","53.1","*","*","*","*","582"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","ELA","Y","79","29","36.7","13","16.5","29","36.7","8","10.1","37","46.8","481"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","ELA","N","271","6","2.2","15","5.5","156","57.6","94","34.7","250","92.3","588"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","Math","Y","79","24","30.4","37","46.8","*","*","*","*","18","22.8","463"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","Math","N","271","*","*","75","27.7","134","49.4","*","*","*","*","573"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0526111","0520011","Farmington School District","Farmington High School","ELA","Y","58","*","*","13","22.4","26","44.8","*","*","*","*","483"
"0526111","0520011","Farmington School District","Farmington High School","ELA","N","240","*","*","14","5.8","118","49.2","*","*","*","*","600"
"0526111","0520011","Farmington School District","Farmington High School","Math","Y","58","16","27.6","30","51.7","*","*","*","*","12","20.7","466"
"0526111","0520011","Farmington School District","Farmington High School","Math","N","240","*","*","61","25.4","90","37.5","*","*","*","*","594"
"0546111","0540011","Glastonbury School District","Glastonbury High School","ELA","Y","86","13","15.1","22","25.6","42","48.8","9","10.5","51","59.3","499"
"0546111","0540011","Glastonbury School District","Glastonbury High School","ELA","N","391","7","1.8","26","6.6","229","58.6","129","33.0","358","91.6","588"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Math","Y","86","23","26.7","30","34.9","27","31.4","6","7.0","33","38.4","493"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Math","N","391","6","1.5","84","21.5","176","45.0","125","32.0","301","77.0","602"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0566111","0560011","Granby School District","Granby Memorial High School","ELA","Y","29","*","*","6","20.7","13","44.8","*","*","*","*","492"
"0566111","0560011","Granby School District","Granby Memorial High School","ELA","N","122","*","*","10","8.2","70","57.4","*","*","*","*","583"
"0566111","0560011","Granby School District","Granby Memorial High School","Math","Y","29","*","*","16","55.2","8","27.6","*","*","*","*","487"
"0566111","0560011","Granby School District","Granby Memorial High School","Math","N","122","*","*","33","27.0","62","50.8","*","*","*","*","571"
"0571411","0570011","Greenwich School District","Alternative High School Programs","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0576111","0570011","Greenwich School District","Greenwich High School","ELA","Y","127","36","28.3","37","29.1","45","35.4","9","7.1","54","42.5","473"
"0576111","0570011","Greenwich School District","Greenwich High School","ELA","N","482","8","1.7","31","6.4","232","48.1","211","43.8","443","91.9","604"
"0576111","0570011","Greenwich School District","Greenwich High School","Math","Y","127","39","30.7","56","44.1","20","15.7","12","9.4","32","25.2","468"
"0576111","0570011","Greenwich School District","Greenwich High School","Math","N","482","13","2.7","105","21.8","168","34.9","196","40.7","364","75.5","607"
"0580111","0580011","Griswold School District","Griswold Alternative School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0586211","0580011","Griswold School District","Griswold High School","ELA","Y","39","*","*","11","28.2","13","33.3","*","*","*","*","474"
"0586211","0580011","Griswold School District","Griswold High School","ELA","N","84","*","*","12","14.3","50","59.5","*","*","*","*","538"
"0586211","0580011","Griswold School District","Griswold High School","Math","Y","39","11","28.2","19","48.7","*","*","*","*","9","23.1","461"
"0586211","0580011","Griswold School District","Griswold High School","Math","N","84","*","*","43","51.2","29","34.5","*","*","*","*","500"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0596111","0590011","Groton School District","Robert E. Fitch High School","ELA","Y","85","*","*","26","30.6","32","37.6","*","*","*","*","463"
"0596111","0590011","Groton School District","Robert E. Fitch High School","ELA","N","149","*","*","23","15.4","80","53.7","*","*","*","*","560"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Math","Y","85","31","36.5","42","49.4","*","*","*","*","12","14.1","449"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Math","N","149","*","*","61","40.9","53","35.6","*","*","*","*","533"
"0606111","0600011","Guilford School District","Guilford High School","ELA","Y","40","*","*","6","15.0","25","62.5","*","*","*","*","517"
"0606111","0600011","Guilford School District","Guilford High School","ELA","N","214","*","*","14","6.5","114","53.3","*","*","*","*","600"
"0606111","0600011","Guilford School District","Guilford High School","Math","Y","40","*","*","16","40.0","8","20.0","*","*","*","*","460"
"0606111","0600011","Guilford School District","Guilford High School","Math","N","213","*","*","57","26.8","107","50.2","*","*","*","*","580"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","ELA","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Math","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"0626111","0620011","Hamden School District","Hamden High School","ELA","Y","157","39","24.8","45","28.7","61","38.9","12","7.6","73","46.5","476"
"0626111","0620011","Hamden School District","Hamden High School","ELA","N","206","11","5.3","26","12.6","116","56.3","53","25.7","169","82.0","558"
"0626111","0620011","Hamden School District","Hamden High School","Math","Y","157","56","35.7","68","43.3","24","15.3","9","5.7","33","21.0","455"
"0626111","0620011","Hamden School District","Hamden High School","Math","N","206","24","11.7","92","44.7","70","34.0","20","9.7","90","43.7","521"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","ELA","Y","136","*","*","*","*","*","*","*","*","*","*","405"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","ELA","N","14","*","*","*","*","*","*","*","*","*","*","*"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Math","Y","136","*","*","*","*","*","*","0","0.0","*","*","385"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Math","N","14","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","ELA","Y","18","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","ELA","N","6","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Math","Y","18","*","*","*","*","*","*","*","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Math","N","6","*","*","*","*","*","*","*","*","*","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","Y","26","*","*","*","*","*","*","0","0.0","*","*","420"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","N","12","*","*","*","*","*","*","*","*","*","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","Y","26","*","*","*","*","*","*","0","0.0","*","*","399"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","N","12","*","*","*","*","*","*","*","*","*","*","*"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","Y","35","*","*","*","*","11","31.4","*","*","*","*","453"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","N","42","*","*","*","*","26","61.9","*","*","*","*","571"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","Y","35","20","57.1","*","*","*","*","0","0.0","*","*","397"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","N","42","6","14.3","14","33.3","*","*","*","*","*","*","517"
"0646011","0640011","Hartford School District","Culinary Arts Academy","ELA","Y","42","*","*","*","*","*","*","0","0.0","*","*","400"
"0646011","0640011","Hartford School District","Culinary Arts Academy","ELA","N","8","*","*","*","*","*","*","*","*","*","*","*"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Math","Y","42","*","*","*","*","0","0.0","0","0.0","0","0.0","380"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Math","N","8","*","*","*","*","*","*","*","*","*","*","*"
"0643611","0640011","Hartford School District","Global Communications Academy","ELA","Y","30","12","40.0","*","*","9","30.0","*","*","*","*","439"
"0643611","0640011","Hartford School District","Global Communications Academy","Math","Y","30","*","*","16","53.3","*","*","0","0.0","*","*","424"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","ELA","Y","43","*","*","*","*","*","*","*","*","*","*","466"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","ELA","N","18","*","*","*","*","*","*","*","*","*","*","*"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","Math","Y","43","*","*","*","*","*","*","*","*","*","*","442"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","Math","N","18","*","*","*","*","*","*","*","*","*","*","*"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","ELA","Y","*","*","*","*","*","*","*","0","0.0","*","*","*"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Math","Y","*","*","*","*","*","0","0.0","0","0.0","0","0.0","*"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","ELA","Y","*","*","*","*","*","*","*","0","0.0","*","*","*"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Math","Y","*","*","*","*","*","*","*","0","0.0","*","*","*"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","ELA","Y","66","*","*","*","*","*","*","*","*","*","*","447"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","ELA","N","19","*","*","*","*","*","*","*","*","*","*","*"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Math","Y","66","*","*","*","*","*","*","0","0.0","*","*","434"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Math","N","19","*","*","*","*","*","*","*","*","*","*","*"
