"school_code","district_code","district","school","female","male","total"
"0150711","0150011","Bridgeport School District","Edison School","125","126","251"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","427","430","857"
"0151111","0150011","Bridgeport School District","Hall School","152","158","310"
"0151211","0150011","Bridgeport School District","Hallen School","148","187","335"
"0156311","0150011","Bridgeport School District","Harding High School","649","660","1309"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","232","197","429"
"0151311","0150011","Bridgeport School District","Hooker School","191","225","416"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","149","163","312"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","326","344","670"
"0151911","0150011","Bridgeport School District","Longfellow School","216","238","454"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","436","461","897"
"0152011","0150011","Bridgeport School District","Madison School","225","285","510"
"0159511","0150011","Bridgeport School District","Make The Grade","13","26","39"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","273","211","484"
"0159211","0150011","Bridgeport School District","Park City Academy","0","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","281","242","523"
"0152511","0150011","Bridgeport School District","Read School","404","446","850"
"0152611","0150011","Bridgeport School District","Roosevelt School","263","271","534"
"0154411","0150011","Bridgeport School District","Skane Center","81","148","229"
"0153011","0150011","Bridgeport School District","Waltersville School","227","256","483"
"0153611","0150011","Bridgeport School District","Winthrop School","372","357","729"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","17"
"0176111","0170011","Bristol School District","Bristol Central High School","633","684","1317"
"0176211","0170011","Bristol School District","Bristol Eastern High School","625","683","1308"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","413","404","817"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","153","195","348"
"0179211","0170011","Bristol School District","Community/Vocational Program","6","9","15"
"0170311","0170011","Bristol School District","Edgewood School","197","195","392"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","268","292","560"
"0170511","0170011","Bristol School District","Greene-Hills School","174","163","337"
"0171911","0170011","Bristol School District","Ivy Drive School","199","224","423"
"0170611","0170011","Bristol School District","John J. Jennings School","182","205","387"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","261","251","512"
"0171711","0170011","Bristol School District","Mountain View School","188","182","370"
"0175211","0170011","Bristol School District","Northeast Middle School","261","299","560"
"0171111","0170011","Bristol School District","South Side School","267","326","593"
"0171211","0170011","Bristol School District","Stafford School","238","255","493"
"0186111","0180011","Brookfield School District","Brookfield High School","509","457","966"
"0180311","0180011","Brookfield School District","Center Elementary School","204","205","409"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","272","319","591"
"0185311","0180011","Brookfield School District","Whisconier Middle School","443","428","871"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","264","270","534"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","177","219","396"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","47","39","86"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","128","170","298"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","95","122","217"
"0236111","0230011","Canton School District","Canton High School","253","269","522"
"0230311","0230011","Canton School District","Canton Intermediate School","222","186","408"
"0235111","0230011","Canton School District","Canton Middle School","125","133","258"
"0230211","0230011","Canton School District","Cherry Brook Primary School","273","277","550"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","124","266","390"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","211","67","278"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","61","89","150"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","8","16","24"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","118","141","259"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","152","94","246"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","278","122","400"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","154","157","311"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","10","37","47"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","*","8"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","368","351","719"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","182","168","350"
"2410514","2410014","Capitol Region Education Council","Museum Academy","150","121","271"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","134","255","389"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","136","148","284"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","15","43","58"
"2419314","2410014","Capitol Region Education Council","River Street School","22","125","147"
"2419114","2410014","Capitol Region Education Council","Soundbridge","50","47","97"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","320","364","684"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","220","221","441"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","90","92","182"
"0250111","0250011","Cheshire School District","Chapman School","154","140","294"
"0256111","0250011","Cheshire School District","Cheshire High School","772","777","1549"
"0250211","0250011","Cheshire School District","Darcey School","164","172","336"
"0255111","0250011","Cheshire School District","Dodd Middle School","356","418","774"
"0250611","0250011","Cheshire School District","Doolittle School","271","266","537"
"0250411","0250011","Cheshire School District","Highland School","387","408","795"
"0259011","0250011","Cheshire School District","Humiston School","8","17","25"
"0250511","0250011","Cheshire School District","Norton School","254","226","480"
"0260111","0260011","Chester School District","Chester Elementary School","141","119","260"
"0270111","0270011","Clinton School District","Abraham Pierson School","157","157","314"
"0275111","0270011","Clinton School District","Jared Eliot School","243","223","466"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","302","356","658"
"0276111","0270011","Clinton School District","The Morgan School","270","295","565"
"0286111","0280011","Colchester School District","Bacon Academy","525","458","983"
"0280411","0280011","Colchester School District","Colchester Elementary School","311","369","680"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","307","347","654"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","357","343","700"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","51","48","99"
"0300111","0300011","Columbia School District","Horace W. Porter School","270","254","524"
"2686113","2680013","Common Ground High School District","Common Ground High School","72","93","165"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","417","338","755"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","456","418","874"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","241","377","618"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","246","275","521"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","226","343","569"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","148","398","546"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","301","471","772"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","114","426","540"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","215","423","638"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","167","506","673"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","240","416","656"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","229","440","669"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","315","570","885"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","175","432","607"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","338","423","761"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","204","368","572"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","22","68","90"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","14","37","51"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","*","*","11"
"2438014","2430014","Cooperative Educational Services","School Readiness","31","20","51"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","226","237","463"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","23","124","147"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","50","56","106"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","212","240","452"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","6","17","23"
"0320211","0320011","Coventry School District","Coventry Grammar School","203","177","380"
"0326111","0320011","Coventry School District","Coventry High School","265","259","524"
"0320411","0320011","Coventry School District","George Hersey Robertson School","211","190","401"
"0336111","0330011","Cromwell School District","Cromwell High School","275","271","546"
"0335111","0330011","Cromwell School District","Cromwell Middle School","236","264","500"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","224","256","480"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","208","248","456"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","41","50","91"
"0345111","0340011","Danbury School District","Broadview Middle School","528","594","1122"
"0346111","0340011","Danbury School District","Danbury High School","1423","1466","2889"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","174","204","378"
"0341111","0340011","Danbury School District","Great Plain School","161","153","314"
"0340211","0340011","Danbury School District","Hayestown Avenue School","204","192","396"
"0341711","0340011","Danbury School District","King Street Intermediate School","190","182","372"
"0341311","0340011","Danbury School District","King Street Primary School","206","209","415"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","46","102","148"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","211","215","426"
"0340611","0340011","Danbury School District","Morris Street School","198","208","406"
"0340811","0340011","Danbury School District","Park Avenue School","202","224","426"
"0341511","0340011","Danbury School District","Pembroke School","182","184","366"
"0345211","0340011","Danbury School District","Rogers Park Middle School","546","564","1110"
"0341211","0340011","Danbury School District","Shelter Rock School","201","218","419"
"0341011","0340011","Danbury School District","South Street School","164","179","343"
"0341611","0340011","Danbury School District","Stadley Rough School","245","222","467"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","188","201","389"
"0356111","0350011","Darien School District","Darien High School","682","633","1315"
"0350211","0350011","Darien School District","Hindley Elementary School","268","302","570"
"0350711","0350011","Darien School District","Holmes Elementary School","211","208","419"
"0355111","0350011","Darien School District","Middlesex Middle School","534","620","1154"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","214","251","465"
"0350511","0350011","Darien School District","Royle Elementary School","191","218","409"
"0350611","0350011","Darien School District","Tokeneke Elementary School","235","248","483"
"0360111","0360011","Deep River School District","Deep River Elementary School","183","174","357"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","*","*"
"0370611","0370011","Derby School District","Bradley School","172","179","351"
"0376111","0370011","Derby School District","Derby High School","164","195","359"
"0375011","0370011","Derby School District","Derby Middle School","156","178","334"
"0370411","0370011","Derby School District","Irving School","196","206","402"
"0400111","0400011","East Granby School District","Allgrove School","98","140","238"
"0406111","0400011","East Granby School District","East Granby High School","122","141","263"
"0405111","0400011","East Granby School District","East Granby Middle School","112","104","216"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","69","60","129"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","181","190","371"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","208","198","406"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","246","251","497"
"0420311","0420011","East Hampton School District","Center School","138","165","303"
"0426111","0420011","East Hampton School District","East Hampton High School","282","268","550"
"0425111","0420011","East Hampton School District","East Hampton Middle School","247","222","469"
"0420111","0420011","East Hampton School District","Memorial School","300","321","621"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","*"
"0430911","0430011","East Hartford School District","Anna E. Norris School","141","133","274"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","126","62","188"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","194","207","401"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","169","212","381"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","134","179","313"
"0436211","0430011","East Hartford School District","East Hartford High School","842","890","1732"
"0435111","0430011","East Hartford School District","East Hartford Middle School","524","527","1051"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","166","195","361"
"0430511","0430011","East Hartford School District","Hockanum School","152","145","297"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","174","174","348"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","240","307","547"
"0431211","0430011","East Hartford School District","Silver Lane School","149","138","287"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","47","104","151"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","232","172","404"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","104","129","233"
"0439011","0430011","East Hartford School District","Woodland School","32","154","186"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","170","115","285"
"0441411","0440011","East Haven School District","D. C. Moore School","131","135","266"
"0440111","0440011","East Haven School District","Deer Run School","143","162","305"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","117","134","251"
"0446111","0440011","East Haven School District","East Haven High School","437","448","885"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","81","115","196"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","306","341","647"
"0440711","0440011","East Haven School District","Momauguin School","73","93","166"
"0441811","0440011","East Haven School District","Overbrook Elementary School","125","111","236"
"0449011","0440011","East Haven School District","Pathways","*","*","36"
"0456111","0450011","East Lyme School District","East Lyme High School","591","571","1162"
"0455111","0450011","East Lyme School District","East Lyme Middle School","433","421","854"
"0450111","0450011","East Lyme School District","Flanders School","174","188","362"
"0458011","0450011","East Lyme School District","Integrated Preschool","16","35","51"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","169","169","338"
"0450211","0450011","East Lyme School District","Niantic Center School","107","104","211"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","258","274","532"
"0476111","0470011","East Windsor School District","East Windsor High School","188","186","374"
"0475411","0470011","East Windsor School District","East Windsor Middle School","184","194","378"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","84","42","126"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","9","50","59"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","55","55","110"
"0390111","0390011","Eastford School District","Eastford Elementary School","79","97","176"
"0465111","0460011","Easton School District","Helen Keller Middle School","179","212","391"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","301","365","666"
"2428014","2420014","EdAdvance","EdAdvance Headstart","94","103","197"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","7","17","24"
"0480111","0480011","Ellington School District","Center School","215","233","448"
"0480211","0480011","Ellington School District","Crystal Lake School","102","115","217"
"0486111","0480011","Ellington School District","Ellington High School","401","399","800"
"0485111","0480011","Ellington School District","Ellington Middle School","222","199","421"
"0480711","0480011","Ellington School District","Windermere Intermediate School","205","214","419"
"0480611","0480011","Ellington School District","Windermere School","217","225","442"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","315","285","600"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","187","214","401"
"0491611","0490011","Enfield School District","Eli Whitney School","187","229","416"
"0496111","0490011","Enfield School District","Enfield High School","353","391","744"
"0490211","0490011","Enfield School District","Enfield Street School","165","135","300"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","*","*","10"
"0496211","0490011","Enfield School District","Enrico Fermi High School","527","531","1058"
"0490411","0490011","Enfield School District","Hazardville Memorial School","163","203","366"
"0498011","0490011","Enfield School District","Head Start Program","53","51","104"
"0491811","0490011","Enfield School District","Henry Barnard School","175","187","362"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","588","613","1201"
"0491111","0490011","Enfield School District","Nathan Hale School","128","130","258"
"0491511","0490011","Enfield School District","Prudence Crandall School","203","230","433"
"0500111","0500011","Essex School District","Essex Elementary School","271","287","558"
"2726113","2720013","Explorations District","Explorations","39","35","74"
"0510211","0510011","Fairfield School District","Burr Elementary School","212","231","443"
"0510111","0510011","Fairfield School District","Dwight Elementary School","151","140","291"
"0518011","0510011","Fairfield School District","Early Childhood Center","44","86","130"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","838","699","1537"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","673","680","1353"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","375","394","769"
"0510411","0510011","Fairfield School District","Holland Hill School","178","174","352"
"0511711","0510011","Fairfield School District","Jennings School","154","207","361"
"0510611","0510011","Fairfield School District","McKinley School","223","230","453"
"0510711","0510011","Fairfield School District","Mill Hill School","219","240","459"
"0511611","0510011","Fairfield School District","North Stratfield School","242","243","485"
"0511811","0510011","Fairfield School District","Osborn Hill School","250","292","542"
"0511211","0510011","Fairfield School District","Riverfield School","200","219","419"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","496","501","997"
"0511311","0510011","Fairfield School District","Sherman School","229","227","456"
"0511411","0510011","Fairfield School District","Stratfield School","241","270","511"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","359","397","756"
"0520411","0520011","Farmington School District","East Farms School","227","237","464"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","31","38","69"
"0526111","0520011","Farmington School District","Farmington High School","624","669","1293"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","304","348","652"
"0520211","0520011","Farmington School District","Noah Wallace School","163","178","341"
"0520111","0520011","Farmington School District","Union School","160","147","307"
"0520311","0520011","Farmington School District","West District School","167","180","347"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","263","312","575"
"0530111","0530011","Franklin School District","Franklin Elementary School","95","109","204"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","277","268","545"
"0540311","0540011","Glastonbury School District","Eastbury School","136","184","320"
"0540811","0540011","Glastonbury School District","Gideon Welles School","254","252","506"
"0546111","0540011","Glastonbury School District","Glastonbury High School","1105","1099","2204"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","236","230","466"
"0540611","0540011","Glastonbury School District","Hopewell School","227","254","481"
"0540711","0540011","Glastonbury School District","Naubuc School","243","208","451"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","339","307","646"
"0545211","0540011","Glastonbury School District","Smith Middle School","545","531","1076"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","193","199","392"
"0566111","0560011","Granby School District","Granby Memorial High School","386","370","756"
"0565111","0560011","Granby School District","Granby Memorial Middle School","160","196","356"
"0560411","0560011","Granby School District","Kelly Lane Primary School","154","173","327"
"0560311","0560011","Granby School District","Wells Road Intermediate School","163","164","327"
"0575111","0570011","Greenwich School District","Central Middle School","292","312","604"
"0570211","0570011","Greenwich School District","Cos Cob School","207","195","402"
"0575211","0570011","Greenwich School District","Eastern Middle School","379","395","774"
"0570411","0570011","Greenwich School District","Glenville School","188","197","385"
"0576111","0570011","Greenwich School District","Greenwich High School","1299","1357","2656"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","205","208","413"
"0571311","0570011","Greenwich School District","International School At Dundee","191","175","366"
"0570311","0570011","Greenwich School District","Julian Curtiss School","162","181","343"
"0570611","0570011","Greenwich School District","New Lebanon School","115","146","261"
"0570711","0570011","Greenwich School District","North Mianus School","233","228","461"
"0570811","0570011","Greenwich School District","North Street School","204","234","438"
"0570911","0570011","Greenwich School District","Old Greenwich School","218","210","428"
"0571111","0570011","Greenwich School District","Parkway School","115","153","268"
"0571011","0570011","Greenwich School District","Riverside School","222","300","522"
"0575311","0570011","Greenwich School District","Western Middle School","221","253","474"
"0580311","0580011","Griswold School District","Griswold Elementary School","360","367","727"
"0586211","0580011","Griswold School District","Griswold High School","331","321","652"
"0585111","0580011","Griswold School District","Griswold Middle School","275","311","586"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","180","175","355"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","233","253","486"
"0591811","0590011","Groton School District","Charles Barnum School","219","173","392"
"0590311","0590011","Groton School District","Claude Chester School","163","171","334"
"0595111","0590011","Groton School District","Fitch Middle School","180","227","407"
"0591711","0590011","Groton School District","Mary Morrisson School","175","198","373"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","201","224","425"
"0591211","0590011","Groton School District","Pleasant Valley School","168","188","356"
"0596111","0590011","Groton School District","Robert E. Fitch High School","608","629","1237"
"0590111","0590011","Groton School District","S. B. Butler School","158","163","321"
"0595211","0590011","Groton School District","West Side Middle School","124","144","268"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","299","286","585"
"0600611","0600011","Guilford School District","A. W. Cox School","153","160","313"
"0600411","0600011","Guilford School District","Calvin Leete School","156","171","327"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","244","307","551"
"0606111","0600011","Guilford School District","Guilford High School","579","552","1131"
"0600211","0600011","Guilford School District","Guilford Lakes School","187","202","389"
"0600311","0600011","Guilford School District","Melissa Jones School","172","188","360"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","31","58","89"
"0621211","0620011","Hamden School District","Bear Path School","238","230","468"
"0620211","0620011","Hamden School District","Church Street School","203","203","406"
"0620311","0620011","Hamden School District","Dunbar Hill School","157","164","321"
"0626111","0620011","Hamden School District","Hamden High School","901","952","1853"
"0625211","0620011","Hamden School District","Hamden Middle School","447","460","907"
"0620411","0620011","Hamden School District","Helen Street School","108","159","267"
"0621111","0620011","Hamden School District","Ridge Hill School","141","180","321"
"0620111","0620011","Hamden School District","Shepherd Glen School","154","183","337"
"0621011","0620011","Hamden School District","Spring Glen School","191","203","394"
"0621411","0620011","Hamden School District","West Woods School","239","237","476"
"0630111","0630011","Hampton School District","Hampton Elementary School","47","79","126"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","207","242","449"
"0640411","0640011","Hartford School District","Batchelder School","259","306","565"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","150","165","315"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","91","80","171"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","182","173","355"
"0647111","0640011","Hartford School District","Bulkeley High School","185","214","399"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","265","360","625"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","304","292","596"
"0642311","0640011","Hartford School District","Burr School","386","421","807"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","281","240","521"
"0642411","0640011","Hartford School District","Clark School","189","208","397"
"0646411","0640011","Hartford School District","Classical Magnet School","428","286","714"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","146","151","297"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","68","78","146"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","162","196","358"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","361","388","749"
"0643611","0640011","Hartford School District","Global Communications Academy","215","202","417"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","126","307","433"
"0647311","0640011","Hartford School District","HPHS Freshmen Academy","110","111","221"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","209","187","396"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","254","124","378"
