"school_code","district_code","district","school","no","yes","total"
"0152511","0150011","Bridgeport School District","Read School","794","69","863"
"0152611","0150011","Bridgeport School District","Roosevelt School","406","120","526"
"0154411","0150011","Bridgeport School District","Skane Center","243","0","243"
"0159111","0150011","Bridgeport School District","The University School","*","*","28"
"0153011","0150011","Bridgeport School District","Waltersville School","472","50","522"
"0153611","0150011","Bridgeport School District","Winthrop School","676","48","724"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","19","0","19"
"0176111","0170011","Bristol School District","Bristol Central High School","1334","30","1364"
"0176211","0170011","Bristol School District","Bristol Eastern High School","1286","19","1305"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","881","29","910"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","349","26","375"
"0170111","0170011","Bristol School District","Clarence A. Bingham School","228","8","236"
"0179211","0170011","Bristol School District","Community/Vocational Program","13","0","13"
"0170311","0170011","Bristol School District","Edgewood School","341","14","355"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","493","18","511"
"0170511","0170011","Bristol School District","Greene-Hills School","347","15","362"
"0171911","0170011","Bristol School District","Ivy Drive School","349","10","359"
"0170611","0170011","Bristol School District","John J. Jennings School","334","7","341"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","526","18","544"
"0171711","0170011","Bristol School District","Mountain View School","*","*","367"
"0175211","0170011","Bristol School District","Northeast Middle School","566","19","585"
"0171111","0170011","Bristol School District","South Side School","551","15","566"
"0171211","0170011","Bristol School District","Stafford School","465","15","480"
"0186111","0180011","Brookfield School District","Brookfield High School","1009","7","1016"
"0180311","0180011","Brookfield School District","Center Elementary School","403","16","419"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","*","*","546"
"0185311","0180011","Brookfield School District","Whisconier Middle School","911","6","917"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","576","0","576"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","386","0","386"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","95","0","95"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","*","*","329"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","222","0","222"
"0236111","0230011","Canton School District","Canton High School","514","0","514"
"0230311","0230011","Canton School District","Canton Intermediate School","*","*","388"
"0235111","0230011","Canton School District","Canton Middle School","291","0","291"
"0230211","0230011","Canton School District","Cherry Brook Primary School","561","8","569"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","157","11","168"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","25","0","25"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","250","11","261"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","*","*","234"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","*","*","274"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","9","0","9"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","170","12","182"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","*","*","53"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","0","*"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","*","*","713"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","304","32","336"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","204","12","216"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","*","*","171"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","52","0","52"
"2419314","2410014","Capitol Region Education Council","River Street School","152","0","152"
"2419114","2410014","Capitol Region Education Council","Soundbridge","89","0","89"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","562","30","592"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","405","13","418"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","173","0","173"
"2870113","2870013","Charter School for Young Children on Asylum Hill District","Charter School for Young Children on Asylum Hill  Inc.","*","*","185"
"0250111","0250011","Cheshire School District","Chapman School","325","0","325"
"0256111","0250011","Cheshire School District","Cheshire High School","1541","8","1549"
"0250211","0250011","Cheshire School District","Darcey School","*","*","395"
"0255111","0250011","Cheshire School District","Dodd Middle School","*","*","815"
"0250611","0250011","Cheshire School District","Doolittle School","*","*","516"
"0250411","0250011","Cheshire School District","Highland School","832","8","840"
"0259011","0250011","Cheshire School District","Humiston School","17","0","17"
"0250511","0250011","Cheshire School District","Norton School","*","*","492"
"0260111","0260011","Chester School District","Chester Elementary School","*","*","299"
"0270111","0270011","Clinton School District","Abraham Pierson School","*","*","300"
"0275111","0270011","Clinton School District","Jared Eliot School","*","*","495"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","644","27","671"
"0276111","0270011","Clinton School District","The Morgan School","550","8","558"
"0286111","0280011","Colchester School District","Bacon Academy","994","9","1003"
"0280411","0280011","Colchester School District","Colchester Elementary School","726","8","734"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","*","*","706"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","754","7","761"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","119","0","119"
"0300111","0300011","Columbia School District","Horace W. Porter School","*","*","554"
"2686113","2680013","Common Ground High School District","Common Ground High School","153","7","160"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","644","39","683"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","852","34","886"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","499","45","544"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","457","54","511"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","568","23","591"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","507","7","514"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","772","9","781"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","566","0","566"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","644","27","671"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","616","7","623"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","557","0","557"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","*","*","761"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","*","*","880"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","*","*","607"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","721","16","737"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","539","18","557"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","76","0","76"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","58","0","58"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","10","0","10"
"2438014","2430014","Cooperative Educational Services","School Readiness","53","0","53"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","439","0","439"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","142","0","142"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","122","0","122"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","481","0","481"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","11","0","11"
"0320211","0320011","Coventry School District","Coventry Grammar School","*","*","414"
"0326111","0320011","Coventry School District","Coventry High School","*","*","563"
"0320411","0320011","Coventry School District","George Hersey Robertson School","440","0","440"
"0336111","0330011","Cromwell School District","Cromwell High School","599","6","605"
"0335111","0330011","Cromwell School District","Cromwell Middle School","*","*","465"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","448","29","477"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","488","13","501"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","*","*","88"
"0345111","0340011","Danbury School District","Broadview Middle School","1011","97","1108"
"0346111","0340011","Danbury School District","Danbury High School","2419","435","2854"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","273","122","395"
"0341111","0340011","Danbury School District","Great Plain School","229","78","307"
"0340211","0340011","Danbury School District","Hayestown Avenue School","336","103","439"
"0341711","0340011","Danbury School District","King Street Intermediate School","275","32","307"
"0341311","0340011","Danbury School District","King Street Primary School","214","86","300"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","320","32","352"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","238","58","296"
"0340611","0340011","Danbury School District","Morris Street School","230","139","369"
"0340811","0340011","Danbury School District","Park Avenue School","234","174","408"
"0341511","0340011","Danbury School District","Pembroke School","283","42","325"
"0345211","0340011","Danbury School District","Rogers Park Middle School","885","151","1036"
"0341211","0340011","Danbury School District","Shelter Rock School","299","97","396"
"0341011","0340011","Danbury School District","South Street School","234","110","344"
"0341611","0340011","Danbury School District","Stadley Rough School","355","112","467"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","370","13","383"
"0356111","0350011","Darien School District","Darien High School","*","*","1264"
"0350211","0350011","Darien School District","Hindley Elementary School","*","*","546"
"0350711","0350011","Darien School District","Holmes Elementary School","*","*","484"
"0355111","0350011","Darien School District","Middlesex Middle School","1156","0","1156"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","*","*","478"
"0350511","0350011","Darien School District","Royle Elementary School","443","0","443"
"0350611","0350011","Darien School District","Tokeneke Elementary School","*","*","409"
"0360111","0360011","Deep River School District","Deep River Elementary School","331","18","349"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","*","0","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","*","0","*"
"0370611","0370011","Derby School District","Bradley School","353","33","386"
"0376111","0370011","Derby School District","Derby High School","594","30","624"
"0370411","0370011","Derby School District","Irving School","392","47","439"
"0400111","0400011","East Granby School District","Allgrove School","275","6","281"
"0406111","0400011","East Granby School District","East Granby High School","*","*","256"
"0405111","0400011","East Granby School District","East Granby Middle School","*","*","230"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","*","*","137"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","*","*","421"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","406","0","406"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","559","0","559"
"0420311","0420011","East Hampton School District","Center School","*","*","301"
"0426111","0420011","East Hampton School District","East Hampton High School","570","0","570"
"0425111","0420011","East Hampton School District","East Hampton Middle School","*","*","499"
"0420111","0420011","East Hampton School District","Memorial School","642","6","648"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","8","0","8"
"0430911","0430011","East Hartford School District","Anna E. Norris School","270","49","319"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","167","0","167"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","340","68","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","305","40","345"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","320","11","331"
"0436211","0430011","East Hartford School District","East Hartford High School","1808","95","1903"
"0435111","0430011","East Hartford School District","East Hartford Middle School","828","77","905"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","324","52","376"
"0430511","0430011","East Hartford School District","Hockanum School","300","40","340"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","333","22","355"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","336","75","411"
"0431211","0430011","East Hartford School District","Silver Lane School","314","20","334"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","*","*","117"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","429","33","462"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","285","0","285"
"0439011","0430011","East Hartford School District","Woodland School","176","8","184"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","*","*","237"
"0441411","0440011","East Haven School District","D. C. Moore School","207","19","226"
"0440111","0440011","East Haven School District","Deer Run School","324","20","344"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","186","11","197"
"0446111","0440011","East Haven School District","East Haven High School","948","20","968"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","212","21","233"
"0441911","0440011","East Haven School District","Hays School","148","6","154"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","460","14","474"
"0440711","0440011","East Haven School District","Momauguin School","187","25","212"
"0441811","0440011","East Haven School District","Overbrook Elementary School","168","14","182"
"0449011","0440011","East Haven School District","Pathways","32","0","32"
"0441611","0440011","East Haven School District","Robert W. Carbone School","237","24","261"
"0456111","0450011","East Lyme School District","East Lyme High School","*","*","1221"
"0455111","0450011","East Lyme School District","East Lyme Middle School","*","*","843"
"0450111","0450011","East Lyme School District","Flanders School","368","11","379"
"0458011","0450011","East Lyme School District","Integrated Preschool","47","0","47"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","358","9","367"
"0450211","0450011","East Lyme School District","Niantic Center School","231","6","237"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","558","43","601"
"0476111","0470011","East Windsor School District","East Windsor High School","*","*","376"
"0475411","0470011","East Windsor School District","East Windsor Middle School","391","11","402"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","88","0","88"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","50","0","50"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","70","0","70"
"0390111","0390011","Eastford School District","Eastford Elementary School","170","0","170"
"0465111","0460011","Easton School District","Helen Keller Middle School","384","0","384"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","*","730"
"2428014","2420014","EdAdvance","EdAdvance Headstart","173","0","173"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","27","0","27"
"0480111","0480011","Ellington School District","Center School","*","*","403"
"0480211","0480011","Ellington School District","Crystal Lake School","*","*","221"
"0486111","0480011","Ellington School District","Ellington High School","770","7","777"
"0485111","0480011","Ellington School District","Ellington Middle School","*","*","405"
"0480711","0480011","Ellington School District","Windermere Intermediate School","408","6","414"
"0480611","0480011","Ellington School District","Windermere School","434","13","447"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","499","48","547"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","*","*","343"
"0491611","0490011","Enfield School District","Eli Whitney School","*","*","424"
"0496111","0490011","Enfield School District","Enfield High School","*","*","823"
"0490211","0490011","Enfield School District","Enfield Street School","343","13","356"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","*","0","*"
"0496211","0490011","Enfield School District","Enrico Fermi High School","*","*","1158"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","*","*","258"
"0490411","0490011","Enfield School District","Hazardville Memorial School","363","8","371"
"0498011","0490011","Enfield School District","Head Start Program","104","0","104"
"0491811","0490011","Enfield School District","Henry Barnard School","414","14","428"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","*","*","872"
"0491111","0490011","Enfield School District","Nathan Hale School","259","0","259"
"0491511","0490011","Enfield School District","Prudence Crandall School","*","*","403"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","276","17","293"
"0500111","0500011","Essex School District","Essex Elementary School","586","7","593"
"2726113","2720013","Explorations District","Explorations","80","0","80"
"0510211","0510011","Fairfield School District","Burr Elementary School","*","*","419"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","*","316"
"0518011","0510011","Fairfield School District","Early Childhood Center","135","0","135"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","1445","7","1452"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","1281","17","1298"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","*","*","672"
"0510411","0510011","Fairfield School District","Holland Hill School","302","33","335"
"0511711","0510011","Fairfield School District","Jennings School","*","*","352"
"0510611","0510011","Fairfield School District","McKinley School","355","96","451"
"0510711","0510011","Fairfield School District","Mill Hill School","471","7","478"
"0511611","0510011","Fairfield School District","North Stratfield School","*","*","478"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","*","551"
"0511211","0510011","Fairfield School District","Riverfield School","466","0","466"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","950","16","966"
"0511311","0510011","Fairfield School District","Sherman School","465","9","474"
"0511411","0510011","Fairfield School District","Stratfield School","*","*","492"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","757","16","773"
"0520411","0520011","Farmington School District","East Farms School","426","12","438"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","67","0","67"
"0526111","0520011","Farmington School District","Farmington High School","1315","9","1324"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","*","*","686"
"0520211","0520011","Farmington School District","Noah Wallace School","317","18","335"
"0520111","0520011","Farmington School District","Union School","287","7","294"
"0520311","0520011","Farmington School District","West District School","340","10","350"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","*","*","658"
"0530111","0530011","Franklin School District","Franklin Elementary School","224","0","224"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","526","9","535"
"0540311","0540011","Glastonbury School District","Eastbury School","*","*","318"
"0540811","0540011","Glastonbury School District","Gideon Welles School","*","*","541"
"0546111","0540011","Glastonbury School District","Glastonbury High School","2094","8","2102"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","516","16","532"
"0540611","0540011","Glastonbury School District","Hopewell School","509","17","526"
"0540711","0540011","Glastonbury School District","Naubuc School","464","25","489"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","639","6","645"
"0545211","0540011","Glastonbury School District","Smith Middle School","1115","13","1128"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","*","469"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","751"
"0565111","0560011","Granby School District","Granby Memorial Middle School","*","*","354"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","347"
"0560311","0560011","Granby School District","Wells Road Intermediate School","354","0","354"
"0575111","0570011","Greenwich School District","Central Middle School","609","22","631"
"0570211","0570011","Greenwich School District","Cos Cob School","384","33","417"
"0575211","0570011","Greenwich School District","Eastern Middle School","748","26","774"
"0570411","0570011","Greenwich School District","Glenville School","272","24","296"
"0576111","0570011","Greenwich School District","Greenwich High School","2617","71","2688"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","368","42","410"
"0571311","0570011","Greenwich School District","International School At Dundee","340","31","371"
"0570311","0570011","Greenwich School District","Julian Curtiss School","293","50","343"
"0570611","0570011","Greenwich School District","New Lebanon School","170","49","219"
"0570711","0570011","Greenwich School District","North Mianus School","430","25","455"
"0570811","0570011","Greenwich School District","North Street School","468","18","486"
"0570911","0570011","Greenwich School District","Old Greenwich School","427","18","445"
"0571111","0570011","Greenwich School District","Parkway School","307","12","319"
"0571011","0570011","Greenwich School District","Riverside School","467","35","502"
"0575311","0570011","Greenwich School District","Western Middle School","459","31","490"
"0580311","0580011","Griswold School District","Griswold Elementary School","892","21","913"
"0586211","0580011","Griswold School District","Griswold High School","*","*","740"
"0585111","0580011","Griswold School District","Griswold Middle School","*","*","407"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","350","0","350"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","451","20","471"
"0591811","0590011","Groton School District","Charles Barnum School","*","*","380"
"0590311","0590011","Groton School District","Claude Chester School","377","11","388"
"0595111","0590011","Groton School District","Fitch Middle School","*","*","409"
"0591711","0590011","Groton School District","Mary Morrisson School","*","*","338"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","437","0","437"
"0591211","0590011","Groton School District","Pleasant Valley School","*","*","312"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1287","19","1306"
"0590111","0590011","Groton School District","S. B. Butler School","*","*","362"
"0595211","0590011","Groton School District","West Side Middle School","264","12","276"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","*","*","544"
"0600611","0600011","Guilford School District","A. W. Cox School","311","10","321"
"0600411","0600011","Guilford School District","Calvin Leete School","322","10","332"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","*","*","619"
"0606111","0600011","Guilford School District","Guilford High School","*","*","1115"
"0600211","0600011","Guilford School District","Guilford Lakes School","426","7","433"
"0600311","0600011","Guilford School District","Melissa Jones School","341","6","347"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","96","0","96"
"0621211","0620011","Hamden School District","Bear Path School","446","11","457"
"0620211","0620011","Hamden School District","Church Street School","362","49","411"
"0620311","0620011","Hamden School District","Dunbar Hill School","309","17","326"
"0626111","0620011","Hamden School District","Hamden High School","1944","28","1972"
"0625211","0620011","Hamden School District","Hamden Middle School","865","16","881"
"0620411","0620011","Hamden School District","Helen Street School","275","24","299"
"0621111","0620011","Hamden School District","Ridge Hill School","288","26","314"
"0620111","0620011","Hamden School District","Shepherd Glen School","268","45","313"
"0621011","0620011","Hamden School District","Spring Glen School","350","8","358"
"0621411","0620011","Hamden School District","West Woods School","485","27","512"
"0630111","0630011","Hampton School District","Hampton Elementary School","*","*","143"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","218","110","328"
"0640411","0640011","Hartford School District","Batchelder School","516","52","568"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","232","113","345"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","*","*","129"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","*","*","352"
"0647111","0640011","Hartford School District","Bulkeley High School","447","123","570"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","567","199","766"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","323","261","584"
"0642311","0640011","Hartford School District","Burr School","435","190","625"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","269","7","276"
"0642411","0640011","Hartford School District","Clark School","379","37","416"
"0646411","0640011","Hartford School District","Classical Magnet School","694","19","713"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","242","23","265"
