"school_code","district_code","district","school","female","male","total"
"0090411","0090011","Bethel School District","Anna H. Rockwell School","188","209","397"
"0096111","0090011","Bethel School District","Bethel High School","412","459","871"
"0095111","0090011","Bethel School District","Bethel Middle School","316","367","683"
"0090111","0090011","Bethel School District","Frank A. Berry School","237","305","542"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","240","239","479"
"0090311","0090011","Bethel School District","TASK","*","*","12"
"0116111","0110011","Bloomfield School District","Bloomfield High School","253","281","534"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","112","125","237"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","101","100","201"
"0116311","0110011","Bloomfield School District","Global Experience Magnet School","126","91","217"
"0110611","0110011","Bloomfield School District","Laurel School","178","184","362"
"0116411","0110011","Bloomfield School District","Learning Academy at Bloomfield","*","*","13"
"0110511","0110011","Bloomfield School District","Metacomet School","130","126","256"
"0110811","0110011","Bloomfield School District","Wintonbury Early Childhood Magnet School","145","178","323"
"0120111","0120011","Bolton School District","Bolton Center School","275","258","533"
"0126111","0120011","Bolton School District","Bolton High School","150","131","281"
"2950113","2950013","Booker T. Washington Academy District","Booker T. Washington Academy","103","138","241"
"0130111","0130011","Bozrah School District","Fields Memorial School","97","111","208"
"0146111","0140011","Branford School District","Branford High School","450","438","888"
"0140211","0140011","Branford School District","Branford High School Horizons Program","16","27","43"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","425","444","869"
"0148011","0140011","Branford School District","Indian Neck School","18","21","39"
"0141611","0140011","Branford School District","John B. Sliney School","157","172","329"
"0141511","0140011","Branford School District","Mary R. Tisko School","180","203","383"
"0141411","0140011","Branford School District","Mary T. Murphy School","194","219","413"
"3480115","3480015","Branford School District","Bridgeport Detention Center","0","*","*"
"2900113","2900013","Brass City Charter School District","Brass City Charter School","124","95","219"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","543","501","1044"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","159","340","499"
"0150111","0150011","Bridgeport School District","Barnum School","288","345","633"
"0156111","0150011","Bridgeport School District","Bassick High School","432","529","961"
"0150211","0150011","Bridgeport School District","Beardsley School","160","189","349"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","360","131","491"
"0150311","0150011","Bridgeport School District","Black Rock School","227","238","465"
"0154011","0150011","Bridgeport School District","Blackham School","502","625","1127"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","9","55","64"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","131","198","329"
"0150411","0150011","Bridgeport School District","Bryant School","194","187","381"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","21","23","44"
"0156211","0150011","Bridgeport School District","Central High School","751","764","1515"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","532","635","1167"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","198","175","373"
"0150511","0150011","Bridgeport School District","Columbus School","415","428","843"
"0153911","0150011","Bridgeport School District","Cross School","174","213","387"
"0154211","0150011","Bridgeport School District","Curiale School","358","354","712"
"0154111","0150011","Bridgeport School District","Dunbar School","187","220","407"
"0150711","0150011","Bridgeport School District","Edison School","117","146","263"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","373","414","787"
"0151111","0150011","Bridgeport School District","Hall School","124","118","242"
"0151211","0150011","Bridgeport School District","Hallen School","164","169","333"
"0156311","0150011","Bridgeport School District","Harding High School","464","509","973"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","233","184","417"
"0151311","0150011","Bridgeport School District","Hooker School","153","168","321"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","180","322","502"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","252","238","490"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","288","394","682"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","443","415","858"
"0152011","0150011","Bridgeport School District","Madison School","238","299","537"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","261","205","466"
"0152811","0150011","Bridgeport School District","Opportunities for Self-Discovery Community Partnership","*","*","15"
"0151711","0150011","Bridgeport School District","Park City Magnet School","261","248","509"
"0152511","0150011","Bridgeport School District","Read School","432","491","923"
"0152611","0150011","Bridgeport School District","Roosevelt School","307","280","587"
"0154411","0150011","Bridgeport School District","Skane Center","88","132","220"
"0153011","0150011","Bridgeport School District","Waltersville School","244","246","490"
"0153611","0150011","Bridgeport School District","Winthrop School","309","369","678"
"0170211","0170011","Bristol School District","ACCESS","*","0","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","21"
"0176111","0170011","Bristol School District","Bristol Central High School","545","602","1147"
"0170411","0170011","Bristol School District","Bristol Early Childhood Center-BECC","36","50","86"
"0176211","0170011","Bristol School District","Bristol Eastern High School","567","571","1138"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","15","31","46"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","374","377","751"
"0171011","0170011","Bristol School District","Chippens Hill Middle School Functional Program","*","*","12"
"0173411","0170011","Bristol School District","Chms Goal","0","7","7"
"0179211","0170011","Bristol School District","Community/Vocational Program","6","6","12"
"0170311","0170011","Bristol School District","Edgewood School","158","170","328"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","205","210","415"
"0173611","0170011","Bristol School District","Extended Resource Self-Contained","*","*","8"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","0","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","461","463","924"
"0173711","0170011","Bristol School District","Hubbell Autism Program","*","*","10"
"0172111","0170011","Bristol School District","Hubbell/Extended Resource","7","6","13"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","*","*","*"
"0172311","0170011","Bristol School District","Ivy Drive Medically Fragile","*","*","*"
"0171911","0170011","Bristol School District","Ivy Drive School","183","205","388"
"0171711","0170011","Bristol School District","Mountain View School","193","169","362"
"0172511","0170011","Bristol School District","Mt. View GOAL","*","*","*"
"0172711","0170011","Bristol School District","Northeast MS/Extended Resource","*","*","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","*","*","9"
"0175211","0170011","Bristol School District","Northeast Middle School","210","240","450"
"0172911","0170011","Bristol School District","PreK Autism","*","*","8"
"0173011","0170011","Bristol School District","South Side Extended Resource","0","*","*"
"0173111","0170011","Bristol School District","South Side GOAL","*","*","9"
"0171111","0170011","Bristol School District","South Side School","226","242","468"
"0173211","0170011","Bristol School District","Stafford Autism","0","8","8"
"0171211","0170011","Bristol School District","Stafford School","215","233","448"
"0172011","0170011","Bristol School District","West Bristol School","444","441","885"
"0186111","0180011","Brookfield School District","Brookfield High School","427","429","856"
"0180311","0180011","Brookfield School District","Center Elementary School","165","194","359"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","263","272","535"
"0185311","0180011","Brookfield School District","Whisconier Middle School","457","458","915"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","234","267","501"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","182","170","352"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","36","37","73"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","121","139","260"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","81","125","206"
"0230411","0230011","Canton School District","Canton Academy","*","*","*"
"0236111","0230011","Canton School District","Canton High School","262","234","496"
"0230311","0230011","Canton School District","Canton Intermediate School","186","193","379"
"0235111","0230011","Canton School District","Canton Middle School","141","141","282"
"0230211","0230011","Canton School District","Cherry Brook Primary School","239","217","456"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","119","135","254"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","201","532","733"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","176","213","389"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","425","149","574"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","229","176","405"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","217","267","484"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","*","*","15"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","194","258","452"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","329","139","468"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","224","103","327"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","231","239","470"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","18","40","58"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","*","7"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","371","317","688"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","182","167","349"
"2410514","2410014","Capitol Region Education Council","Museum Academy","234","235","469"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","173","301","474"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","232","205","437"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","16","49","65"
"2419314","2410014","Capitol Region Education Council","River Street School","17","126","143"
"2419114","2410014","Capitol Region Education Council","Soundbridge","15","17","32"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","*","*","11"
"2411314","2410014","Capitol Region Education Council","Soundbridge @ Academy of Science and Innovation","*","*","6"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","*","*","*"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","*","*","7"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","180","228","408"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","252","406","658"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","239","215","454"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","74","84","158"
"0250111","0250011","Cheshire School District","Chapman School","161","162","323"
"0256111","0250011","Cheshire School District","Cheshire High School","692","753","1445"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","*","*","16"
"0250211","0250011","Cheshire School District","Darcey School","66","91","157"
"0255111","0250011","Cheshire School District","Dodd Middle School","393","390","783"
"0250611","0250011","Cheshire School District","Doolittle School","232","232","464"
"0250411","0250011","Cheshire School District","Highland School","350","372","722"
"0250911","0250011","Cheshire School District","Humiston Alternative School","6","8","14"
"0250511","0250011","Cheshire School District","Norton School","206","212","418"
"0260111","0260011","Chester School District","Chester Elementary School","103","103","206"
"0270111","0270011","Clinton School District","Abraham Pierson School","139","141","280"
"0275111","0270011","Clinton School District","Jared Eliot School","211","240","451"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","234","263","497"
"0276111","0270011","Clinton School District","The Morgan School","290","269","559"
"0286111","0280011","Colchester School District","Bacon Academy","417","391","808"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","*","*","12"
"0280411","0280011","Colchester School District","Colchester Elementary School","280","269","549"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","249","249","498"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","287","318","605"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","31","47","78"
"0300111","0300011","Columbia School District","Horace W. Porter School","202","222","424"
"2686113","2680013","Common Ground High School District","Common Ground High School","86","114","200"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","373","347","720"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","455","325","780"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","258","366","624"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","268","278","546"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","178","306","484"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","243","327","570"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","316","434","750"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","194","450","644"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","261","406","667"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","140","484","624"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","145","174","319"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","275","368","643"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","270","369","639"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","293","490","783"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","152","370","522"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","335","432","767"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","175","299","474"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","23","64","87"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","14","37","51"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","*","*","14"
"2438014","2430014","Cooperative Educational Services","School Readiness","42","42","84"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","238","228","466"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","25","115","140"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","28","44","72"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","195","179","374"
"0320111","0320011","Coventry School District","Coventry Academy","*","*","10"
"0320211","0320011","Coventry School District","Coventry Grammar School","155","180","335"
"0326111","0320011","Coventry School District","Coventry High School","240","225","465"
"0320411","0320011","Coventry School District","George Hersey Robertson School","191","195","386"
"0320311","0320011","Coventry School District","Hale Early Education Center","22","24","46"
"0336111","0330011","Cromwell School District","Cromwell High School","285","278","563"
"0335111","0330011","Cromwell School District","Cromwell Middle School","233","246","479"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","245","264","509"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","200","238","438"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","39","44","83"
"0345111","0340011","Danbury School District","Broadview Middle School","501","510","1011"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","53","81","134"
"0346111","0340011","Danbury School District","Danbury High School","1452","1589","3041"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","221","228","449"
"0341111","0340011","Danbury School District","Great Plain School","164","181","345"
"0340211","0340011","Danbury School District","Hayestown Avenue School","227","240","467"
"0341711","0340011","Danbury School District","King Street Intermediate School","172","184","356"
"0341311","0340011","Danbury School District","King Street Primary School","204","215","419"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","175","174","349"
"0340611","0340011","Danbury School District","Morris Street School","186","187","373"
"0340811","0340011","Danbury School District","Park Avenue School","274","318","592"
"0341511","0340011","Danbury School District","Pembroke School","135","213","348"
"0345211","0340011","Danbury School District","Rogers Park Middle School","472","478","950"
"0341211","0340011","Danbury School District","Shelter Rock School","259","286","545"
"0341011","0340011","Danbury School District","South Street School","207","196","403"
"0341611","0340011","Danbury School District","Stadley Rough School","244","251","495"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","216","177","393"
"0340711","0340011","Danbury School District","Western Connection","*","*","*"
"0340311","0340011","Danbury School District","Westside Middle School Academy","300","295","595"
"0356111","0350011","Darien School District","Darien High School","678","676","1354"
"0350211","0350011","Darien School District","Hindley Elementary School","244","247","491"
"0350711","0350011","Darien School District","Holmes Elementary School","236","235","471"
"0355111","0350011","Darien School District","Middlesex Middle School","529","604","1133"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","218","234","452"
"0350511","0350011","Darien School District","Royle Elementary School","182","232","414"
"0350611","0350011","Darien School District","Tokeneke Elementary School","249","237","486"
"0360111","0360011","Deep River School District","Deep River Elementary School","132","151","283"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","0","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","*","0","*"
"0370611","0370011","Derby School District","Bradley School","157","169","326"
"0376111","0370011","Derby School District","Derby High School","147","198","345"
"0375011","0370011","Derby School District","Derby Middle School","150","171","321"
"0370411","0370011","Derby School District","Irving School","159","170","329"
"0370111","0370011","Derby School District","Little Raiders University","14","31","45"
"0370511","0370011","Derby School District","RAISE Academy","8","7","15"
"0400111","0400011","East Granby School District","Allgrove School","93","98","191"
"0406111","0400011","East Granby School District","East Granby High School","131","116","247"
"0405111","0400011","East Granby School District","East Granby Middle School","105","115","220"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","97","101","198"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","145","149","294"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","173","161","334"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","182","216","398"
"0420311","0420011","East Hampton School District","Center School","166","158","324"
"0426111","0420011","East Hampton School District","East Hampton High School","242","246","488"
"0425111","0420011","East Hampton School District","East Hampton Middle School","196","227","423"
"0420111","0420011","East Hampton School District","Memorial School","316","317","633"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","0","*","*"
"3480315","3480015","East Hartford School District","Hartford Detention Center","*","*","9"
"0430911","0430011","East Hartford School District","Anna E. Norris School","144","175","319"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","121","76","197"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","184","177","361"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","140","189","329"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","277","267","544"
"0436211","0430011","East Hartford School District","East Hartford High School","790","839","1629"
"0435111","0430011","East Hartford School District","East Hartford Middle School","490","549","1039"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","172","183","355"
"0430211","0430011","East Hartford School District","Hockanum Pre-K","138","169","307"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","191","172","363"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","219","211","430"
"0431211","0430011","East Hartford School District","Silver Lane School","146","130","276"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","33","54","87"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","155","152","307"
"0439011","0430011","East Hartford School District","Woodland School","29","141","170"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","172","181","353"
"0440111","0440011","East Haven School District","Deer Run School","119","134","253"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","110","82","192"
"0446111","0440011","East Haven School District","East Haven High School","408","513","921"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","130","144","274"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","281","276","557"
"0440711","0440011","East Haven School District","Momauguin School","146","145","291"
"0441811","0440011","East Haven School District","Overbrook Elementary School","66","64","130"
"0450511","0450011","East Lyme School District","Abilities in Motion (AIM) Program","*","*","13"
"0450611","0450011","East Lyme School District","Coastal Connections","7","15","22"
"0456111","0450011","East Lyme School District","East Lyme High School","511","508","1019"
"0455111","0450011","East Lyme School District","East Lyme Middle School","379","453","832"
"0450111","0450011","East Lyme School District","Flanders School","176","187","363"
"0458011","0450011","East Lyme School District","Integrated Preschool","21","29","50"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","150","155","305"
"0450711","0450011","East Lyme School District","Medically Fragile Program (WAVES)","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","85","84","169"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","208","222","430"
"0476111","0470011","East Windsor School District","East Windsor High School","136","167","303"
"0475411","0470011","East Windsor School District","East Windsor Middle School","143","160","303"
"0470411","0470011","East Windsor School District","East Windsor Transition Program","*","0","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","94","27","121"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","24","104","128"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","99","65","164"
"0390111","0390011","Eastford School District","Eastford Elementary School","62","81","143"
"0465111","0460011","Easton School District","Helen Keller Middle School","162","156","318"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","276","287","563"
"2428014","2420014","EdAdvance","EdAdvance Headstart","118","95","213"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","*","*","6"
"0480111","0480011","Ellington School District","Center School","218","212","430"
"0480211","0480011","Ellington School District","Crystal Lake School","107","130","237"
"0486111","0480011","Ellington School District","Ellington High School","369","409","778"
"0485111","0480011","Ellington School District","Ellington Middle School","224","214","438"
"0480611","0480011","Ellington School District","Windermere School","365","396","761"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","383","343","726"
"2910113","2910013","Elm City Montessori School District","Elm City Montessori School","67","73","140"
"0492211","0490011","Enfield School District","EPS Integrated Pre-Kindergarten","27","49","76"
"0491011","0490011","Enfield School District","EPS PK STEAM Academy","21","29","50"
"0490511","0490011","Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","*","*","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","158","167","325"
"0491411","0490011","Enfield School District","Eli Whitney - Intermediate Adaptive Learning (IAL)","*","0","*"
"0491611","0490011","Enfield School District","Eli Whitney School","207","190","397"
"0496111","0490011","Enfield School District","Enfield High School","754","776","1530"
"0490311","0490011","Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","*","*","8"
"0490211","0490011","Enfield School District","Enfield Street School","138","150","288"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","*","*","10"
"0490411","0490011","Enfield School District","Hazardville Memorial School","136","142","278"
"0498011","0490011","Enfield School District","Head Start Program","48","56","104"
"0490611","0490011","Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","0","*","*"
"0491811","0490011","Enfield School District","Henry Barnard School","187","194","381"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","553","573","1126"
"0490811","0490011","Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","*","*","6"
"0491111","0490011","Enfield School District","Nathan Hale School","113","118","231"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","0","8","8"
"0491511","0490011","Enfield School District","Prudence Crandall School","195","204","399"
"0500111","0500011","Essex School District","Essex Elementary School","178","190","368"
"2726113","2720013","Explorations District","Explorations","59","33","92"
"0510211","0510011","Fairfield School District","Burr Elementary School","197","216","413"
"0510111","0510011","Fairfield School District","Dwight Elementary School","158","179","337"
"0518011","0510011","Fairfield School District","Early Childhood Center","47","80","127"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","776","719","1495"
"0510511","0510011","Fairfield School District","Fairfield School/Community Partnership","*","*","18"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","753","745","1498"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","434","460","894"
"0510411","0510011","Fairfield School District","Holland Hill School","206","198","404"
"0511711","0510011","Fairfield School District","Jennings School","132","185","317"
"0510611","0510011","Fairfield School District","McKinley School","229","220","449"
"0510711","0510011","Fairfield School District","Mill Hill School","192","192","384"
"0511611","0510011","Fairfield School District","North Stratfield School","193","204","397"
"0511811","0510011","Fairfield School District","Osborn Hill School","207","238","445"
"0511211","0510011","Fairfield School District","Riverfield School","194","231","425"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","375","398","773"
"0511311","0510011","Fairfield School District","Sherman School","250","234","484"
"0511411","0510011","Fairfield School District","Stratfield School","189","230","419"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","324","360","684"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","14","14","28"
"0520411","0520011","Farmington School District","East Farms School","221","228","449"
"0520611","0520011","Farmington School District","Farmington Alternative High School","*","*","*"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","56","56","112"
"0526111","0520011","Farmington School District","Farmington High School","541","643","1184"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","345","329","674"
"0520211","0520011","Farmington School District","Noah Wallace School","181","188","369"
"0520111","0520011","Farmington School District","Union School","145","165","310"
"0520311","0520011","Farmington School District","West District School","155","154","309"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","316","335","651"
"0530111","0530011","Franklin School District","Franklin Elementary School","82","80","162"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","229","227","456"
"0540311","0540011","Glastonbury School District","Eastbury School","147","119","266"
"0540811","0540011","Glastonbury School District","Gideon Welles School","251","226","477"
"0546111","0540011","Glastonbury School District","Glastonbury High School","1035","956","1991"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","185","207","392"
"0540611","0540011","Glastonbury School District","Hopewell School","169","215","384"
"0540111","0540011","Glastonbury School District","Links Academy","8","16","24"
"0541411","0540011","Glastonbury School District","Links Transition","10","6","16"
"0540711","0540011","Glastonbury School District","Naubuc School","174","177","351"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","281","275","556"
