"school_code","district_code","district","school","subject","free_reduced_price_meal_eligibility_2_level_","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","Math","Y","27","27","100.0","27","*","*","12","44.4","*","*","*","*","*","*"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","Math","N","95","93","97.9","93","*","*","14","15.1","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","ELA","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","ELA","N","59","59","100.0","59","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","Math","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","Math","N","59","59","100.0","59","*","*","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","ELA","Y","42","41","97.6","41","15","36.6","13","31.7","*","*","*","*","13","31.7"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","ELA","N","44","44","100.0","44","*","*","14","31.8","16","36.4","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","Math","Y","42","41","97.6","41","15","36.6","12","29.3","*","*","*","*","14","34.1"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","Math","N","44","44","100.0","44","*","*","13","29.5","20","45.5","*","*","*","*"
"0475411","0470011","East Windsor School District","East Windsor Middle School","ELA","Y","173","169","97.7","169","47","27.8","57","33.7","51","30.2","14","8.3","65","38.5"
"0475411","0470011","East Windsor School District","East Windsor Middle School","ELA","N","201","200","99.5","200","32","16.0","45","22.5","85","42.5","38","19.0","123","61.5"
"0475411","0470011","East Windsor School District","East Windsor Middle School","Math","Y","173","169","97.7","169","79","46.7","64","37.9","20","11.8","6","3.6","26","15.4"
"0475411","0470011","East Windsor School District","East Windsor Middle School","Math","N","201","200","99.5","200","54","27.0","66","33.0","42","21.0","38","19.0","80","40.0"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","ELA","Y","32","31","96.9","31","*","*","*","*","*","*","0","0.0","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","ELA","N","13","12","*","12","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","Math","Y","32","29","90.6","28","*","*","*","*","0","0.0","0","0.0","0","0.0"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","Math","N","13","12","*","11","*","*","*","*","*","*","*","*","*","*"
"0390111","0390011","Eastford School District","Eastford Elementary School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0390111","0390011","Eastford School District","Eastford Elementary School","ELA","N","72","72","100.0","72","*","*","*","*","*","*","*","*","*","*"
"0390111","0390011","Eastford School District","Eastford Elementary School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0390111","0390011","Eastford School District","Eastford Elementary School","Math","N","72","72","100.0","72","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","ELA","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","ELA","N","287","280","97.6","280","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","Math","N","287","274","95.5","274","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","ELA","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","ELA","N","313","306","97.8","306","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","Math","N","313","304","97.1","304","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","ELA","Y","17","17","*","17","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","ELA","N","109","109","100.0","109","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","Math","Y","17","17","*","17","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","Math","N","109","109","100.0","109","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","ELA","N","74","71","95.9","71","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","Math","N","74","71","95.9","71","*","*","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","ELA","Y","40","39","97.5","39","*","*","13","33.3","16","41.0","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","ELA","N","379","377","99.5","377","*","*","73","19.4","163","43.2","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","Math","Y","41","40","97.6","40","18","45.0","15","37.5","*","*","*","*","7","17.5"
"0485111","0480011","Ellington School District","Ellington Middle School","Math","N","379","377","99.5","377","39","10.3","113","30.0","*","*","*","*","225","59.7"
"0480711","0480011","Ellington School District","Windermere Intermediate School","ELA","Y","45","45","100.0","45","8","17.8","13","28.9","14","31.1","10","22.2","24","53.3"
"0480711","0480011","Ellington School District","Windermere Intermediate School","ELA","N","392","389","99.2","389","20","5.1","79","20.3","108","27.8","182","46.8","290","74.6"
"0480711","0480011","Ellington School District","Windermere Intermediate School","Math","Y","45","45","100.0","45","14","31.1","16","35.6","*","*","*","*","15","33.3"
"0480711","0480011","Ellington School District","Windermere Intermediate School","Math","N","392","389","99.2","389","*","*","94","24.2","126","32.4","*","*","*","*"
"0480611","0480011","Ellington School District","Windermere School","ELA","Y","21","21","100.0","21","*","*","*","*","*","*","6","28.6","*","*"
"0480611","0480011","Ellington School District","Windermere School","ELA","N","174","174","100.0","174","*","*","*","*","*","*","105","60.3","*","*"
"0480611","0480011","Ellington School District","Windermere School","Math","Y","21","21","100.0","21","7","33.3","7","33.3","*","*","*","*","7","33.3"
"0480611","0480011","Ellington School District","Windermere School","Math","N","174","174","100.0","174","*","*","19","10.9","68","39.1","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","Y","310","310","100.0","310","70","22.6","70","22.6","107","34.5","63","20.3","170","54.8"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","N","66","66","100.0","66","11","16.7","8","12.1","24","36.4","23","34.8","47","71.2"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","Y","310","310","100.0","310","85","27.4","98","31.6","65","21.0","62","20.0","127","41.0"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","N","66","66","100.0","66","10","15.2","14","21.2","13","19.7","29","43.9","42","63.6"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","ELA","Y","136","135","99.3","135","36","26.7","42","31.1","33","24.4","24","17.8","57","42.2"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","ELA","N","191","191","100.0","191","32","16.8","39","20.4","58","30.4","62","32.5","120","62.8"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","Math","Y","136","135","99.3","135","40","29.6","44","32.6","40","29.6","11","8.1","51","37.8"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","Math","N","191","191","100.0","191","34","17.8","60","31.4","67","35.1","30","15.7","97","50.8"
"0491611","0490011","Enfield School District","Eli Whitney School","ELA","Y","169","168","99.4","168","35","20.8","38","22.6","57","33.9","38","22.6","95","56.5"
"0491611","0490011","Enfield School District","Eli Whitney School","ELA","N","244","241","98.8","241","21","8.7","49","20.3","80","33.2","91","37.8","171","71.0"
"0491611","0490011","Enfield School District","Eli Whitney School","Math","Y","169","168","99.4","168","36","21.4","54","32.1","58","34.5","20","11.9","78","46.4"
"0491611","0490011","Enfield School District","Eli Whitney School","Math","N","244","242","99.2","242","24","9.9","79","32.6","94","38.8","45","18.6","139","57.4"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","ELA","Y","428","424","99.1","424","126","29.7","136","32.1","135","31.8","27","6.4","162","38.2"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","ELA","N","643","640","99.5","640","71","11.1","168","26.3","285","44.5","116","18.1","401","62.7"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","Math","Y","426","420","98.6","420","162","38.6","164","39.0","73","17.4","21","5.0","94","22.4"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","Math","N","642","638","99.4","638","124","19.4","257","40.3","167","26.2","90","14.1","257","40.3"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0491511","0490011","Enfield School District","Prudence Crandall School","ELA","Y","180","179","99.4","179","38","21.2","59","33.0","54","30.2","28","15.6","82","45.8"
"0491511","0490011","Enfield School District","Prudence Crandall School","ELA","N","231","231","100.0","231","21","9.1","47","20.3","79","34.2","84","36.4","163","70.6"
"0491511","0490011","Enfield School District","Prudence Crandall School","Math","Y","180","179","99.4","179","55","30.7","74","41.3","41","22.9","9","5.0","50","27.9"
"0491511","0490011","Enfield School District","Prudence Crandall School","Math","N","231","231","100.0","231","32","13.9","82","35.5","77","33.3","40","17.3","117","50.6"
"0500111","0500011","Essex School District","Essex Elementary School","ELA","Y","20","20","100.0","20","*","*","*","*","*","*","8","40.0","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","ELA","N","209","202","96.7","202","*","*","*","*","*","*","92","45.5","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","Math","Y","20","20","100.0","20","*","*","*","*","10","50.0","*","*","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","Math","N","209","202","96.7","202","*","*","*","*","72","35.6","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","ELA","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","ELA","N","194","188","96.9","188","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","Math","N","194","188","96.9","188","*","*","*","*","*","*","*","*","*","*"
"0510111","0510011","Fairfield School District","Dwight Elementary School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0510111","0510011","Fairfield School District","Dwight Elementary School","ELA","N","151","150","99.3","150","*","*","*","*","*","*","*","*","*","*"
"0510111","0510011","Fairfield School District","Dwight Elementary School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0510111","0510011","Fairfield School District","Dwight Elementary School","Math","N","151","150","99.3","150","*","*","*","*","*","*","*","*","*","*"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","ELA","Y","83","83","100.0","83","18","21.7","28","33.7","29","34.9","8","9.6","37","44.6"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","ELA","N","796","785","98.6","783","46","5.9","131","16.7","334","42.7","272","34.7","606","77.4"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","Math","Y","83","83","100.0","83","30","36.1","32","38.6","15","18.1","6","7.2","21","25.3"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","Math","N","794","778","98.0","778","61","7.8","201","25.8","232","29.8","284","36.5","516","66.3"
"0510411","0510011","Fairfield School District","Holland Hill School","ELA","Y","43","43","100.0","43","8","18.6","16","37.2","11","25.6","8","18.6","19","44.2"
"0510411","0510011","Fairfield School District","Holland Hill School","ELA","N","167","165","98.8","165","13","7.9","34","20.6","51","30.9","67","40.6","118","71.5"
"0510411","0510011","Fairfield School District","Holland Hill School","Math","Y","43","43","100.0","43","*","*","19","44.2","11","25.6","*","*","*","*"
"0510411","0510011","Fairfield School District","Holland Hill School","Math","N","167","165","98.8","165","*","*","39","23.6","58","35.2","*","*","*","*"
"0511711","0510011","Fairfield School District","Jennings School","ELA","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0511711","0510011","Fairfield School District","Jennings School","ELA","N","150","148","98.7","148","*","*","*","*","*","*","*","*","*","*"
"0511711","0510011","Fairfield School District","Jennings School","Math","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0511711","0510011","Fairfield School District","Jennings School","Math","N","150","148","98.7","148","*","*","*","*","*","*","*","*","*","*"
"0510611","0510011","Fairfield School District","McKinley School","ELA","Y","71","71","100.0","71","27","38.0","17","23.9","16","22.5","11","15.5","27","38.0"
"0510611","0510011","Fairfield School District","McKinley School","ELA","N","147","145","98.6","145","28","19.3","37","25.5","41","28.3","39","26.9","80","55.2"
"0510611","0510011","Fairfield School District","McKinley School","Math","Y","71","71","100.0","71","*","*","28","39.4","20","28.2","*","*","*","*"
"0510611","0510011","Fairfield School District","McKinley School","Math","N","147","145","98.6","145","*","*","37","25.5","60","41.4","*","*","*","*"
"0510711","0510011","Fairfield School District","Mill Hill School","ELA","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0510711","0510011","Fairfield School District","Mill Hill School","ELA","N","203","203","100.0","203","*","*","*","*","*","*","*","*","*","*"
"0510711","0510011","Fairfield School District","Mill Hill School","Math","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0510711","0510011","Fairfield School District","Mill Hill School","Math","N","203","203","100.0","203","*","*","*","*","*","*","*","*","*","*"
"0511611","0510011","Fairfield School District","North Stratfield School","ELA","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0511611","0510011","Fairfield School District","North Stratfield School","ELA","N","217","213","98.2","213","*","*","*","*","*","*","*","*","*","*"
"0511611","0510011","Fairfield School District","North Stratfield School","Math","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0511611","0510011","Fairfield School District","North Stratfield School","Math","N","217","213","98.2","213","*","*","*","*","*","*","*","*","*","*"
"0511811","0510011","Fairfield School District","Osborn Hill School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0511811","0510011","Fairfield School District","Osborn Hill School","ELA","N","256","256","100.0","256","*","*","*","*","*","*","*","*","*","*"
"0511811","0510011","Fairfield School District","Osborn Hill School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0511811","0510011","Fairfield School District","Osborn Hill School","Math","N","256","256","100.0","256","*","*","*","*","*","*","*","*","*","*"
"0511211","0510011","Fairfield School District","Riverfield School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0511211","0510011","Fairfield School District","Riverfield School","ELA","N","200","198","99.0","198","*","*","*","*","*","*","*","*","*","*"
"0511211","0510011","Fairfield School District","Riverfield School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0511211","0510011","Fairfield School District","Riverfield School","Math","N","200","198","99.0","198","*","*","*","*","*","*","*","*","*","*"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","ELA","Y","38","38","100.0","38","*","*","9","23.7","20","52.6","*","*","*","*"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","ELA","N","760","751","98.8","751","*","*","115","15.3","351","46.7","*","*","*","*"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","Math","Y","38","38","100.0","38","9","23.7","12","31.6","9","23.7","8","21.1","17","44.7"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","Math","N","760","751","98.8","751","48","6.4","160","21.3","236","31.4","307","40.9","543","72.3"
"0511311","0510011","Fairfield School District","Sherman School","ELA","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0511311","0510011","Fairfield School District","Sherman School","ELA","N","230","229","99.6","229","*","*","*","*","*","*","*","*","*","*"
"0511311","0510011","Fairfield School District","Sherman School","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0511311","0510011","Fairfield School District","Sherman School","Math","N","230","229","99.6","229","*","*","*","*","*","*","*","*","*","*"
"0511411","0510011","Fairfield School District","Stratfield School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0511411","0510011","Fairfield School District","Stratfield School","ELA","N","233","233","100.0","233","*","*","*","*","*","*","*","*","*","*"
"0511411","0510011","Fairfield School District","Stratfield School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0511411","0510011","Fairfield School District","Stratfield School","Math","N","233","233","100.0","233","*","*","*","*","*","*","*","*","*","*"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","ELA","Y","117","115","98.3","115","30","26.1","35","30.4","40","34.8","10","8.7","50","43.5"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","ELA","N","571","564","98.8","564","32","5.7","101","17.9","230","40.8","201","35.6","431","76.4"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","Math","Y","117","115","98.3","115","53","46.1","36","31.3","17","14.8","9","7.8","26","22.6"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","Math","N","570","557","97.7","557","79","14.2","152","27.3","149","26.8","177","31.8","326","58.5"
"0520411","0520011","Farmington School District","East Farms School","ELA","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0520411","0520011","Farmington School District","East Farms School","ELA","N","197","197","100.0","197","*","*","*","*","*","*","*","*","*","*"
"0520411","0520011","Farmington School District","East Farms School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0520411","0520011","Farmington School District","East Farms School","Math","N","197","197","100.0","197","*","*","*","*","*","*","*","*","*","*"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","ELA","Y","65","65","100.0","65","13","20.0","19","29.2","25","38.5","8","12.3","33","50.8"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","ELA","N","553","549","99.3","549","30","5.5","86","15.7","229","41.7","204","37.2","433","78.9"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","Math","Y","65","65","100.0","65","17","26.2","22","33.8","12","18.5","14","21.5","26","40.0"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","Math","N","553","549","99.3","549","36","6.6","91","16.6","147","26.8","275","50.1","422","76.9"
"0520211","0520011","Farmington School District","Noah Wallace School","ELA","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"0520211","0520011","Farmington School District","Noah Wallace School","ELA","N","131","131","100.0","131","*","*","*","*","*","*","*","*","*","*"
"0520211","0520011","Farmington School District","Noah Wallace School","Math","Y","16","16","*","16","*","*","*","*","*","*","*","*","*","*"
"0520211","0520011","Farmington School District","Noah Wallace School","Math","N","131","131","100.0","131","*","*","*","*","*","*","*","*","*","*"
"0520111","0520011","Farmington School District","Union School","ELA","Y","27","27","100.0","27","*","*","8","29.6","8","29.6","*","*","*","*"
"0520111","0520011","Farmington School District","Union School","ELA","N","111","111","100.0","111","*","*","*","*","30","27.0","55","49.5","85","76.6"
"0520111","0520011","Farmington School District","Union School","Math","Y","27","27","100.0","27","*","*","14","51.9","9","33.3","*","*","*","*"
"0520111","0520011","Farmington School District","Union School","Math","N","111","111","100.0","111","*","*","20","18.0","34","30.6","*","*","*","*"
"0520311","0520011","Farmington School District","West District School","ELA","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0520311","0520011","Farmington School District","West District School","ELA","N","118","118","100.0","118","*","*","*","*","*","*","*","*","*","*"
"0520311","0520011","Farmington School District","West District School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0520311","0520011","Farmington School District","West District School","Math","N","118","118","100.0","118","*","*","*","*","*","*","*","*","*","*"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","ELA","Y","74","74","100.0","74","15","20.3","16","21.6","29","39.2","14","18.9","43","58.1"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","ELA","N","577","573","99.3","573","30","5.2","84","14.7","181","31.6","278","48.5","459","80.1"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Math","Y","74","74","100.0","74","21","28.4","30","40.5","14","18.9","9","12.2","23","31.1"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Math","N","577","572","99.1","572","45","7.9","119","20.8","161","28.1","247","43.2","408","71.3"
"0530111","0530011","Franklin School District","Franklin Elementary School","ELA","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"0530111","0530011","Franklin School District","Franklin Elementary School","ELA","N","92","90","97.8","90","*","*","*","*","*","*","*","*","*","*"
"0530111","0530011","Franklin School District","Franklin Elementary School","Math","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"0530111","0530011","Franklin School District","Franklin Elementary School","Math","N","92","90","97.8","90","*","*","*","*","*","*","*","*","*","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","ELA","Y","26","26","100.0","26","8","30.8","7","26.9","*","*","*","*","11","42.3"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","ELA","N","227","227","100.0","227","*","*","32","14.1","54","23.8","*","*","*","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Math","Y","26","26","100.0","26","*","*","11","42.3","8","30.8","*","*","*","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Math","N","227","227","100.0","227","*","*","32","14.1","65","28.6","*","*","*","*"
"0540311","0540011","Glastonbury School District","Eastbury School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540311","0540011","Glastonbury School District","Eastbury School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540311","0540011","Glastonbury School District","Eastbury School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540311","0540011","Glastonbury School District","Eastbury School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540811","0540011","Glastonbury School District","Gideon Welles School","ELA","Y","44","44","100.0","44","10","22.7","8","18.2","19","43.2","7","15.9","26","59.1"
"0540811","0540011","Glastonbury School District","Gideon Welles School","ELA","N","437","436","99.8","436","12","2.8","50","11.5","164","37.6","210","48.2","374","85.8"
"0540811","0540011","Glastonbury School District","Gideon Welles School","Math","Y","44","44","100.0","44","12","27.3","17","38.6","*","*","*","*","15","34.1"
"0540811","0540011","Glastonbury School District","Gideon Welles School","Math","N","437","436","99.8","436","*","*","60","13.8","127","29.1","*","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","ELA","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","ELA","N","214","213","99.5","213","*","*","*","*","*","*","*","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Math","N","215","214","99.5","214","*","*","*","*","*","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","ELA","N","214","214","100.0","214","*","*","*","*","*","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","Math","N","214","214","100.0","214","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540711","0540011","Glastonbury School District","Naubuc School","ELA","Y","62","62","100.0","62","14","22.6","16","25.8","20","32.3","12","19.4","32","51.6"
"0540711","0540011","Glastonbury School District","Naubuc School","ELA","N","130","130","100.0","130","13","10.0","21","16.2","37","28.5","59","45.4","96","73.8"
"0540711","0540011","Glastonbury School District","Naubuc School","Math","Y","62","62","100.0","62","13","21.0","21","33.9","18","29.0","10","16.1","28","45.2"
"0540711","0540011","Glastonbury School District","Naubuc School","Math","N","130","130","100.0","130","8","6.2","34","26.2","46","35.4","42","32.3","88","67.7"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","ELA","Y","22","22","100.0","22","6","27.3","*","*","6","27.3","*","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","ELA","N","254","251","98.8","251","11","4.4","*","*","66","26.3","*","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Math","Y","22","22","100.0","22","*","*","6","27.3","10","45.5","*","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Math","N","254","250","98.4","250","*","*","17","6.8","80","32.0","*","*","*","*"
"0545211","0540011","Glastonbury School District","Smith Middle School","ELA","Y","89","89","100.0","89","29","32.6","23","25.8","26","29.2","11","12.4","37","41.6"
"0545211","0540011","Glastonbury School District","Smith Middle School","ELA","N","941","938","99.7","938","44","4.7","137","14.6","443","47.2","314","33.5","757","80.7"
"0545211","0540011","Glastonbury School District","Smith Middle School","Math","Y","89","89","100.0","89","33","37.1","26","29.2","19","21.3","11","12.4","30","33.7"
"0545211","0540011","Glastonbury School District","Smith Middle School","Math","N","941","938","99.7","938","67","7.1","178","19.0","266","28.4","427","45.5","693","73.9"
"0565111","0560011","Granby School District","Granby Memorial Middle School","ELA","Y","35","35","100.0","35","*","*","12","34.3","14","40.0","*","*","*","*"
"0565111","0560011","Granby School District","Granby Memorial Middle School","ELA","N","273","268","98.2","268","*","*","41","15.3","116","43.3","*","*","*","*"
"0565111","0560011","Granby School District","Granby Memorial Middle School","Math","Y","35","35","100.0","35","9","25.7","13","37.1","*","*","*","*","13","37.1"
"0565111","0560011","Granby School District","Granby Memorial Middle School","Math","N","273","268","98.2","268","*","*","72","26.9","84","31.3","*","*","*","*"
"0560411","0560011","Granby School District","Kelly Lane Primary School","ELA","Y","24","24","100.0","24","*","*","*","*","12","50.0","*","*","*","*"
