"school_code","district_code","district","school","2013_14","total"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","291","291"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","158","158"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","660","660"
"0647811","0640011","Hartford School District","OPPortunity High School","99","99"
"0641511","0640011","Hartford School District","Parkville Community School","543","543"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","330","330"
"0641711","0640011","Hartford School District","Rawson School","498","498"
"0644011","0640011","Hartford School District","Renzulli Gifted and Talented Academy","128","128"
"0640111","0640011","Hartford School District","SAND School","459","459"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","359","359"
"0643011","0640011","Hartford School District","Sanchez School","492","492"
"0642611","0640011","Hartford School District","Simpson-Waverly School","297","297"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","705","705"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","408","408"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","675","675"
"0642111","0640011","Hartford School District","West Middle School","498","498"
"0642211","0640011","Hartford School District","Wish Museum School","354","354"
"0650111","0650011","Hartland School District","Hartland School","204","204"
"0670211","0670011","Hebron School District","Gilead Hill School","344","344"
"0670111","0670011","Hebron School District","Hebron Elementary School","523","523"
"2860113","2860013","Highville Charter School District","Highville Charter School","361","361"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","330","330"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","246","246"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","704","704"
"0680111","0680011","Kent School District","Kent Center School","272","272"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","101","101"
"0690111","0690011","Killingly School District","Killingly Central School","427","427"
"0696111","0690011","Killingly School District","Killingly High School","855","855"
"0695211","0690011","Killingly School District","Killingly Intermediate School","761","761"
"0690311","0690011","Killingly School District","Killingly Memorial School","450","450"
"0690411","0690011","Killingly School District","Sunrise Community School","47","47"
"2456014","2450014","Learn","Connecticut River Academy","392","392"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","118","118"
"2459014","2450014","Learn","Learn Special Education","32","32"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","253","253"
"2450114","2450014","Learn","Regional Multicultural Magnet School","533","533"
"2450314","2450014","Learn","Riverside Magnet School at Goodwin College","235","235"
"2450214","2450014","Learn","The Friendship School","513","513"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","61","61"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","392","392"
"0715111","0710011","Lebanon School District","Lebanon Middle School","358","358"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","396","396"
"0720211","0720011","Ledyard School District","Gales Ferry School","225","225"
"0720411","0720011","Ledyard School District","Gallup Hill School","360","360"
"0720311","0720011","Ledyard School District","Juliet W. Long School","274","274"
"0720111","0720011","Ledyard School District","Ledyard Center School","418","418"
"0726111","0720011","Ledyard School District","Ledyard High School","933","933"
"0725111","0720011","Ledyard School District","Ledyard Middle School","347","347"
"0730111","0730011","Lisbon School District","Lisbon Central School","396","396"
"0740211","0740011","Litchfield School District","Center School","268","268"
"0746111","0740011","Litchfield School District","Litchfield High School","472","472"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","245","245"
"0766111","0760011","Madison School District","Daniel Hand High School","1251","1251"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","546","546"
"0760211","0760011","Madison School District","Island Avenue Elementary School","296","296"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","343","343"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","242","242"
"0769011","0760011","Madison School District","Town Campus Learning Center","45","45"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","560","560"
"0770111","0770011","Manchester School District","Bowers School","425","425"
"0770311","0770011","Manchester School District","Buckley School","360","360"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","374","374"
"0770411","0770011","Manchester School District","Highland Park School","267","267"
"0775311","0770011","Manchester School District","Illing Middle School","801","801"
"0770611","0770011","Manchester School District","Keeney School","336","336"
"0776111","0770011","Manchester School District","Manchester High School","1619","1619"
"0778011","0770011","Manchester School District","Manchester Preschool Center","191","191"
"0779011","0770011","Manchester School District","Manchester Regional Academy","92","92"
"0779111","0770011","Manchester School District","Manchester Transition Center","15","15"
"0771611","0770011","Manchester School District","Martin School","282","282"
"0771011","0770011","Manchester School District","Robertson School","380","380"
"0771211","0770011","Manchester School District","Verplanck School","364","364"
"0771311","0770011","Manchester School District","Waddell School","342","342"
"0771411","0770011","Manchester School District","Washington School","362","362"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","256","256"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","201","201"
"0785111","0780011","Mansfield School District","Mansfield Middle School","546","546"
"0780511","0780011","Mansfield School District","Southeast Elementary School","242","242"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","605","605"
"0800711","0800011","Meriden School District","Nathan Hale School","612","612"
"0800111","0800011","Meriden School District","Benjamin Franklin School","414","414"
"0801111","0800011","Meriden School District","Casimir Pulaski School","581","581"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","1173","1173"
"0800311","0800011","Meriden School District","Hanover School","602","602"
"0800411","0800011","Meriden School District","Israel Putnam School","611","611"
"0800511","0800011","Meriden School District","John Barry School","509","509"
"0805211","0800011","Meriden School District","Lincoln Middle School","769","769"
"0806211","0800011","Meriden School District","Orville H. Platt High School","1156","1156"
"0800811","0800011","Meriden School District","Roger Sherman School","477","477"
"0801011","0800011","Meriden School District","Thomas Hooker School","446","446"
"0805411","0800011","Meriden School District","Washington Middle School","761","761"
"0830211","0830011","Middletown School District","Bielefield School","322","322"
"0830511","0830011","Middletown School District","Farm Hill School","367","367"
"0831511","0830011","Middletown School District","Keigwin Middle School","319","319"
"0831311","0830011","Middletown School District","Lawrence School","303","303"
"0830911","0830011","Middletown School District","MacDonough School","204","204"
"0836211","0830011","Middletown School District","Middletown High School","1252","1252"
"0831211","0830011","Middletown School District","Moody School","283","283"
"0831111","0830011","Middletown School District","Snow School","399","399"
"0830111","0830011","Middletown School District","Spencer School","330","330"
"0839111","0830011","Middletown School District","Transition to Life Center","18","18"
"0831411","0830011","Middletown School District","Wesley School","322","322"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","666","666"
"0840111","0840011","Milford School District","Calf Pen Meadow School","254","254"
"0845111","0840011","Milford School District","East Shore Middle School","466","466"
"0845211","0840011","Milford School District","Harborside Middle School","554","554"
"0841911","0840011","Milford School District","J. F. Kennedy School","381","381"
"0846211","0840011","Milford School District","Jonathan Law High School","1013","1013"
"0846311","0840011","Milford School District","Joseph A. Foran High School","963","963"
"0841611","0840011","Milford School District","Live Oaks School","310","310"
"0841711","0840011","Milford School District","Mathewson School","377","377"
"0840711","0840011","Milford School District","Meadowside School","461","461"
"0840811","0840011","Milford School District","Orange Avenue School","388","388"
"0841811","0840011","Milford School District","Orchard Hills School","341","341"
"0841011","0840011","Milford School District","Pumpkin Delight School","374","374"
"0845311","0840011","Milford School District","West Shore Middle School","523","523"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","522","522"
"0855211","0850011","Monroe School District","Jockey Hollow School","812","812"
"0856111","0850011","Monroe School District","Masuk High School","1188","1188"
"0850111","0850011","Monroe School District","Monroe Elementary School","371","371"
"0850311","0850011","Monroe School District","Stepney Elementary School","474","474"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","354","354"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","576","576"
"0860111","0860011","Montville School District","Mohegan School","365","365"
"0866111","0860011","Montville School District","Montville High School","702","702"
"0860511","0860011","Montville School District","Oakdale School","386","386"
"0869011","0860011","Montville School District","Palmer Academy","25","25"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","239","239"
"0888211","0880011","Naugatuck School District","Central Avenue Preschool","16","16"
"0885111","0880011","Naugatuck School District","City Hill Middle School","679","679"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","289","289"
"0888111","0880011","Naugatuck School District","Head Start","126","126"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","360","360"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","326","326"
"0880311","0880011","Naugatuck School District","Maple Hill School","509","509"
"0886111","0880011","Naugatuck School District","Naugatuck High School","1267","1267"
"0880611","0880011","Naugatuck School District","Salem School","274","274"
"0880711","0880011","Naugatuck School District","Western School","261","261"
"2800113","2800013","New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy","402","402"
"0899111","0890011","New Britain School District","Brook Side School","49","49"
"0899411","0890011","New Britain School District","CLIMB","25","25"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","501","501"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","779","779"
"0890511","0890011","New Britain School District","Gaffney School","593","593"
"0890611","0890011","New Britain School District","Holmes School","489","489"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","167","167"
"0890711","0890011","New Britain School District","Jefferson School","424","424"
"0890811","0890011","New Britain School District","Lincoln School","708","708"
"0896111","0890011","New Britain School District","New Britain High School","2481","2481"
"0899011","0890011","New Britain School District","New Britain Transition Center","40","40"
"0890911","0890011","New Britain School District","Northend School","288","288"
"0895311","0890011","New Britain School District","Pulaski Middle School","633","633"
"0895111","0890011","New Britain School District","Roosevelt Middle School","394","394"
"0895211","0890011","New Britain School District","Slade Middle School","618","618"
"0891211","0890011","New Britain School District","Smalley Academy","654","654"
"0891311","0890011","New Britain School District","Smith School","671","671"
"0891511","0890011","New Britain School District","Vance School","537","537"
"0900411","0900011","New Canaan School District","East School","530","530"
"0906111","0900011","New Canaan School District","New Canaan High School","1264","1264"
"0905111","0900011","New Canaan School District","Saxe Middle School","1314","1314"
"0900211","0900011","New Canaan School District","South School","535","535"
"0900311","0900011","New Canaan School District","West School","537","537"
"0910111","0910011","New Fairfield School District","Consolidated School","549","549"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","560","560"
"0916111","0910011","New Fairfield School District","New Fairfield High School","990","990"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","626","626"
"0920311","0920011","New Hartford School District","Ann Antolini School","323","323"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","117","117"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","104","104"
"0931211","0930011","New Haven School District","Edgewood School","448","448"
"0931411","0930011","New Haven School District","Nathan Hale School","554","554"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","487","487"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","582","582"
"0930311","0930011","New Haven School District","Beecher School","485","485"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","532","532"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","470","470"
"0934311","0930011","New Haven School District","Bishop Woods Architecture and Design Magnet School","505","505"
"0932111","0930011","New Haven School District","Brennan Rogers School","482","482"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","394","394"
"0930611","0930011","New Haven School District","Clinton Avenue School","557","557"
"0934111","0930011","New Haven School District","Columbus Family Academy","448","448"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","638","638"
"0936411","0930011","New Haven School District","Cooperative High School","635","635"
"0936811","0930011","New Haven School District","Cortlandt V.R. Creed Health and Sport Sciences High School","208","208"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","516","516"
"0935611","0930011","New Haven School District","Domus Academy","42","42"
"0938211","0930011","New Haven School District","Dwight Early Childhood Program","30","30"
"0938111","0930011","New Haven School District","Early Learning Center","119","119"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","487","487"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","489","489"
"0931611","0930011","New Haven School District","Fair Haven School","759","759"
"0938011","0930011","New Haven School District","Headstart","357","357"
"0938311","0930011","New Haven School District","Helene Grant HeadStart","268","268"
"0936611","0930011","New Haven School District","High School In The Community","262","262"
"0930711","0930011","New Haven School District","Hill Central Music Academy","450","450"
"0936311","0930011","New Haven School District","Hill Regional Career High School","683","683"
"0936211","0930011","New Haven School District","James Hillhouse High School","981","981"
"0931311","0930011","New Haven School District","John C. Daniels","513","513"
"0930811","0930011","New Haven School District","John S. Martinez Sea and Sky STEM School","514","514"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","612","612"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","343","343"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","548","548"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","389","389"
"0937011","0930011","New Haven School District","New Haven Academy","277","277"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","14","14"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","329","329"
"0939111","0930011","New Haven School District","Riverside Education Academy","104","104"
"0934211","0930011","New Haven School District","Roberto Clemente Leadership Academy for Global Awareness","491","491"
"0931011","0930011","New Haven School District","Ross/Woodward School","651","651"
"0936711","0930011","New Haven School District","Sound School","334","334"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","450","450"
"0932911","0930011","New Haven School District","Truman School","462","462"
"0934911","0930011","New Haven School District","West Rock Authors Academy","222","222"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","400","400"
"0936111","0930011","New Haven School District","Wilbur Cross High School","1421","1421"
"0933811","0930011","New Haven School District","Worthington Hooker School","414","414"
"0950311","0950011","New London School District","Jennings School","588","588"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","553","553"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","530","530"
"0956111","0950011","New London School District","New London High School","881","881"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","517","517"
"0960511","0960011","New Milford School District","Hill And Plain School","473","473"
"0960711","0960011","New Milford School District","John Pettibone School","386","386"
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","11","11"
"0966111","0960011","New Milford School District","New Milford High School","1426","1426"
"0960811","0960011","New Milford School District","Northville Elementary School","460","460"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","1053","1053"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","675","675"
"0940611","0940011","Newington School District","Anna Reynolds School","472","472"
"0940211","0940011","Newington School District","Elizabeth Green School","302","302"
"0940811","0940011","Newington School District","John Paterson School","427","427"
"0945311","0940011","Newington School District","John Wallace Middle School","700","700"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","594","594"
"0946111","0940011","Newington School District","Newington High School","1361","1361"
"0940711","0940011","Newington School District","Ruth Chaffee School","364","364"
"0970111","0970011","Newtown School District","Hawley Elementary School","349","349"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","303","303"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","418","418"
"0976111","0970011","Newtown School District","Newtown High School","1713","1713"
"0975111","0970011","Newtown School District","Newtown Middle School","855","855"
"0978011","0970011","Newtown School District","Newtown Preschool","70","70"
"0970511","0970011","Newtown School District","Reed Intermediate School","787","787"
"0979011","0970011","Newtown School District","STARR","*","*"
"0970211","0970011","Newtown School District","Sandy Hook Elementary School","395","395"
"0980111","0980011","Norfolk School District","Botelle Elementary School","112","112"
"0989211","0980011","Norfolk School District","Bridges II","*","*"
"0990411","0990011","North Branford School District","Jerome Harrison School","415","415"
"0996111","0990011","North Branford School District","North Branford High School","610","610"
"0995111","0990011","North Branford School District","North Branford Intermediate School","508","508"
"0999011","0990011","North Branford School District","School to Work Program","*","*"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","471","471"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","295","295"
"1010811","1010011","North Haven School District","Clintonville Elementary School","340","340"
"1010711","1010011","North Haven School District","Green Acres Elementary School","379","379"
"1010211","1010011","North Haven School District","Montowese Elementary School","337","337"
"1016111","1010011","North Haven School District","North Haven High School","1123","1123"
"1015211","1010011","North Haven School District","North Haven Middle School","783","783"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","404","404"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","378","378"
"1026111","1020011","North Stonington School District","Wheeler High School","218","218"
"1025111","1020011","North Stonington School District","Wheeler Middle School","154","154"
"1036211","1030011","Norwalk School District","Brien McMahon High School","1679","1679"
"1030211","1030011","Norwalk School District","Brookside Elementary School","528","528"
"1030311","1030011","Norwalk School District","Columbus Magnet School","323","323"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","494","494"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","444","444"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","581","581"
"1030811","1030011","Norwalk School District","Kendall Elementary School","572","572"
"1032211","1030011","Norwalk School District","Marvin Elementary School","494","494"
"1032111","1030011","Norwalk School District","Naramake Elementary School","455","455"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","579","579"
"1036111","1030011","Norwalk School District","Norwalk High School","1539","1539"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","66","66"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","632","632"
"1035511","1030011","Norwalk School District","Roton Middle School","429","429"
"1031311","1030011","Norwalk School District","Rowayton School","451","451"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","478","478"
"1031411","1030011","Norwalk School District","Tracey School","385","385"
"1035411","1030011","Norwalk School District","West Rocks Middle School","654","654"
"1032411","1030011","Norwalk School District","Wolfpit School","308","308"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","2324","2324"
"1040111","1040011","Norwich School District","Bishop School Early Learning Center","218","218"
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","32","32"
"1049011","1040011","Norwich School District","Hickory Street School","19","19"
"1041411","1040011","Norwich School District","John B. Stanton Network School","398","398"
"1045111","1040011","Norwich School District","Kelly Middle School","658","658"
"1042011","1040011","Norwich School District","Moriarty Magnet School","414","414"
"1040811","1040011","Norwich School District","Samuel Huntington School","417","417"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","468","468"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","275","275"
"1041911","1040011","Norwich School District","Uncas Network School","280","280"
"1041811","1040011","Norwich School District","Veterans' Memorial School","297","297"
"1049211","1040011","Norwich School District","Virtual Learning Academy","9","9"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","255","255"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","325","325"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","391","391"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","560","560"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","486","486"
"1070211","1070011","Orange School District","Mary L. Tracy School","134","134"
"1070511","1070011","Orange School District","Peck Place School","374","374"
"1070311","1070011","Orange School District","Race Brook School","374","374"
"1070411","1070011","Orange School District","Turkey Hill School","309","309"
"1085111","1080011","Oxford School District","Great Oak School","514","514"
"1080111","1080011","Oxford School District","Oxford Center School","503","503"
"1086011","1080011","Oxford School District","Oxford High School","600","600"
"1080311","1080011","Oxford School District","Quaker Farms School","428","428"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","260","260"
"1098011","1090011","Plainfield School District","Early Childhood Center","18","18"
"1090111","1090011","Plainfield School District","Moosup Elementary School","339","339"
"1095111","1090011","Plainfield School District","Plainfield Central School","593","593"
"1096111","1090011","Plainfield School District","Plainfield High School","700","700"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","372","372"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","429","429"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","276","276"
"1100211","1100011","Plainville School District","Linden Street School","399","399"
"1100511","1100011","Plainville School District","Louis Toffolon School","354","354"
"1105211","1100011","Plainville School District","Middle School of Plainville","531","531"
"1106111","1100011","Plainville School District","Plainville High School","723","723"
"1108011","1100011","Plainville School District","Prekindergarten Program","36","36"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","380","380"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","346","346"
"1117111","1110011","Plymouth School District","Plymouth Alternative High School","16","16"
"1110211","1110011","Plymouth School District","Plymouth Center School","352","352"
"1116111","1110011","Plymouth School District","Terryville High School","470","470"
"1120111","1120011","Pomfret School District","Pomfret Community School","424","424"
"1130511","1130011","Portland School District","Brownstone Intermediate School","225","225"
"1130411","1130011","Portland School District","Gildersleeve School","203","203"
"1136111","1130011","Portland School District","Portland High School","384","384"
"1135111","1130011","Portland School District","Portland Middle School","250","250"
"1130211","1130011","Portland School District","Valley View School","316","316"
"1145111","1140011","Preston School District","Preston Plains School","155","155"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","268","268"
"1169011","1160011","Putnam School District","Helping Hands","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","677","677"
"1166111","1160011","Putnam School District","Putnam High School","277","277"
"1165111","1160011","Putnam School District","Putnam Middle School","289","289"
"1175111","1170011","Redding School District","John Read Middle School","520","520"
"1170111","1170011","Redding School District","Redding Elementary School","540","540"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","428","428"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","357","357"
"2046112","2040012","Regional School District 04","Valley Regional High School","621","621"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","389","389"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","385","385"
"2056112","2050012","Regional School District 05","Amity Regional High School","1577","1577"
"2068112","2060012","Regional School District 06","Early Childhood Learning Center","51","51"
"2060112","2060012","Regional School District 06","Goshen Center School","174","174"
"2060212","2060012","Regional School District 06","James Morris School","138","138"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","552","552"
"2060312","2060012","Regional School District 06","Warren Elementary School","80","80"
"2079112","2070012","Regional School District 07","AIM","10","10"
"2079012","2070012","Regional School District 07","FLEX","7","7"
"2079412","2070012","Regional School District 07","Intensive Learning Program","*","*"
"2079212","2070012","Regional School District 07","Links","14","14"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","716","716"
"2075112","2070012","Regional School District 07","Northwestern Regional Middle School","360","360"
"2079312","2070012","Regional School District 07","STEP","12","12"
"2086112","2080012","Regional School District 08","RHAM High School","1118","1118"
"2085112","2080012","Regional School District 08","RHAM Middle School","608","608"
"2086212","2080012","Regional School District 08","Region Alternative High School","10","10"
"2096112","2090012","Regional School District 09","Joel Barlow High School","1064","1064"
"2105112","2100012","Regional School District 10","Har-Bur Middle School","831","831"
"2100312","2100012","Regional School District 10","Harwinton Consolidated School","444","444"
"2100212","2100012","Regional School District 10","Lake Garda Elementary School","494","494"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","796","796"
"2116112","2110012","Regional School District 11","Parish Hill High School","287","287"
"2120212","2120012","Regional School District 12","Booth Free School","85","85"
"2120312","2120012","Regional School District 12","Shepaug Valley School","492","492"
"2120112","2120012","Regional School District 12","The Burnham School","64","64"
"2120412","2120012","Regional School District 12","Washington Primary School","155","155"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","576","576"
"2130212","2130012","Regional School District 13","Francis E. Korn School","146","146"
"2135112","2130012","Regional School District 13","Frank Ward Strong School","334","334"
"2130112","2130012","Regional School District 13","Frederick Brewster School","224","224"
"2130512","2130012","Regional School District 13","John Lyman School","254","254"
"2130412","2130012","Regional School District 13","Middlefield Memorial School","330","330"
"2140112","2140012","Regional School District 14","Bethlehem Elementary School","283","283"
"2148012","2140012","Regional School District 14","Integrated Star Preschool Program","51","51"
"2140212","2140012","Regional School District 14","Mitchell Elementary School","379","379"
"2146112","2140012","Regional School District 14","Nonnewaug High School","801","801"
"2145112","2140012","Regional School District 14","Woodbury Middle School","371","371"
"2150412","2150012","Regional School District 15","Gainfield Elementary School","373","373"
"2150712","2150012","Regional School District 15","Long Meadow Elementary School","553","553"
"2155212","2150012","Regional School District 15","Memorial Middle School","471","471"
"2150612","2150012","Regional School District 15","Middlebury Elementary School","367","367"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","1254","1254"
"2150512","2150012","Regional School District 15","Pomperaug School","430","430"
"2155112","2150012","Regional School District 15","Rochambeau Middle School","530","530"
"2160312","2160012","Regional School District 16","Algonquin School","426","426"
"2160212","2160012","Regional School District 16","Community School","216","216"
"2160112","2160012","Regional School District 16","Laurel Ledge School","422","422"
"2165112","2160012","Regional School District 16","Long River Middle School","560","560"
"2166012","2160012","Regional School District 16","Woodland Regional High School","715","715"
"2170212","2170012","Regional School District 17","Burr District Elementary School","307","307"
"2170112","2170012","Regional School District 17","Haddam Elementary School","251","251"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","619","619"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","800","800"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","292","292"
"2180312","2180012","Regional School District 18","Center School","159","159"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","207","207"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","428","428"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","365","365"
"2180212","2180012","Regional School District 18","Mile Creek School","246","246"
"2196112","2190012","Regional School District 19","E. O. Smith High School","1196","1196"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","380","380"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","399","399"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","769","769"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","364","364"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","368","368"
"1189011","1180011","Ridgefield School District","Ridgefield 18-21 Transition Program","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","1784","1784"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","380","380"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","489","489"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","333","333"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","590","590"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","492","492"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","727","727"
"1190511","1190011","Rocky Hill School District","West Hill School","610","610"
"1210111","1210011","Salem School District","Salem Elementary School","430","430"
"1220111","1220011","Salisbury School District","Salisbury Central School","279","279"
"1230111","1230011","Scotland School District","Scotland Elementary School","133","133"
"1240111","1240011","Seymour School District","Bungay School","504","504"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","585","585"
"1246111","1240011","Seymour School District","Seymour High School","625","625"
"1245111","1240011","Seymour School District","Seymour Middle School","582","582"
"1250111","1250011","Sharon School District","Sharon Center School","177","177"
"1260911","1260011","Shelton School District","Mohegan School","312","312"
"1261011","1260011","Shelton School District","Booth Hill School","296","296"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","440","440"
"1265111","1260011","Shelton School District","Intermediate School","840","840"
"1260811","1260011","Shelton School District","Long Hill School","435","435"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","841","841"
"1266111","1260011","Shelton School District","Shelton High School","1556","1556"
"1260611","1260011","Shelton School District","Sunnyside School","239","239"
"1270111","1270011","Sherman School District","Sherman School","372","372"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","235","235"
"1280111","1280011","Simsbury School District","Central School","392","392"
"1285111","1280011","Simsbury School District","Henry James Memorial School","725","725"
"1280611","1280011","Simsbury School District","Latimer Lane School","423","423"
"1286111","1280011","Simsbury School District","Simsbury High School","1512","1512"
"1280711","1280011","Simsbury School District","Squadron Line School","625","625"
"1280311","1280011","Simsbury School District","Tariffville School","274","274"
"1280411","1280011","Simsbury School District","Tootin' Hills School","397","397"
