"school_code","district_code","district","school","subject","special_education","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0895311","0890011","New Britain School District","Pulaski Middle School","ELA","Y","121","121","100.0","121","104","86.0","*","*","*","*","0","0.0","*","*"
"0895311","0890011","New Britain School District","Pulaski Middle School","Math","N","629","622","98.9","621","421","67.8","*","*","36","5.8","*","*","*","*"
"0895311","0890011","New Britain School District","Pulaski Middle School","Math","Y","121","121","100.0","121","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0895211","0890011","New Britain School District","Slade Middle School","ELA","N","625","622","99.5","622","354","56.9","*","*","*","*","6","1.0","*","*"
"0895211","0890011","New Britain School District","Slade Middle School","ELA","Y","100","98","98.0","98","91","92.9","*","*","*","*","0","0.0","*","*"
"0895211","0890011","New Britain School District","Slade Middle School","Math","N","625","621","99.4","621","422","68.0","*","*","*","*","7","1.1","*","*"
"0895211","0890011","New Britain School District","Slade Middle School","Math","Y","100","98","98.0","98","93","94.9","*","*","*","*","0","0.0","*","*"
"0891211","0890011","New Britain School District","Smalley Academy","ELA","N","243","242","99.6","242","170","70.2","*","*","18","7.4","*","*","*","*"
"0891211","0890011","New Britain School District","Smalley Academy","ELA","Y","57","57","100.0","57","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0891211","0890011","New Britain School District","Smalley Academy","Math","N","244","243","99.6","243","194","79.8","*","*","*","*","0","0.0","*","*"
"0891211","0890011","New Britain School District","Smalley Academy","Math","Y","57","57","100.0","57","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0891311","0890011","New Britain School District","Smith School","ELA","N","245","245","100.0","245","128","52.2","*","*","*","*","20","8.2","*","*"
"0891311","0890011","New Britain School District","Smith School","ELA","Y","37","37","100.0","37","31","83.8","*","*","*","*","0","0.0","*","*"
"0891311","0890011","New Britain School District","Smith School","Math","N","246","246","100.0","246","109","44.3","*","*","39","15.9","7","2.8","46","18.7"
"0891311","0890011","New Britain School District","Smith School","Math","Y","37","37","100.0","37","36","97.3","*","*","0","0.0","0","0.0","0","0.0"
"0891811","0890011","New Britain School District","Steps","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0891811","0890011","New Britain School District","Steps","ELA","Y","*","*","*","*","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0891811","0890011","New Britain School District","Steps","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0891811","0890011","New Britain School District","Steps","Math","Y","*","*","*","*","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0890411","0890011","New Britain School District","Sunrise Intermediate","ELA","Y","11","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0890411","0890011","New Britain School District","Sunrise Intermediate","Math","Y","11","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0890211","0890011","New Britain School District","Sunrise Primary","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0890211","0890011","New Britain School District","Sunrise Primary","Math","Y","7","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0891511","0890011","New Britain School District","Vance School","ELA","N","237","236","99.6","236","93","39.4","*","*","*","*","21","8.9","*","*"
"0891511","0890011","New Britain School District","Vance School","ELA","Y","38","38","100.0","38","34","89.5","*","*","*","*","0","0.0","*","*"
"0891511","0890011","New Britain School District","Vance School","Math","N","230","229","99.6","229","120","52.4","*","*","*","*","6","2.6","*","*"
"0891511","0890011","New Britain School District","Vance School","Math","Y","36","36","100.0","36","34","94.4","*","*","*","*","0","0.0","*","*"
"0900411","0900011","New Canaan School District","East School","ELA","N","223","221","99.1","221","6","2.7","*","*","44","19.9","*","*","*","*"
"0900411","0900011","New Canaan School District","East School","ELA","Y","22","22","100.0","22","7","31.8","*","*","8","36.4","*","*","*","*"
"0900411","0900011","New Canaan School District","East School","Math","N","223","221","99.1","221","*","*","7","3.2","64","29.0","*","*","*","*"
"0900411","0900011","New Canaan School District","East School","Math","Y","22","22","100.0","22","*","*","7","31.8","6","27.3","*","*","*","*"
"0905111","0900011","New Canaan School District","Saxe Middle School","ELA","N","1193","1189","99.7","1189","32","2.7","139","11.7","473","39.8","545","45.8","1018","85.6"
"0905111","0900011","New Canaan School District","Saxe Middle School","ELA","Y","138","136","98.6","136","31","22.8","51","37.5","48","35.3","6","4.4","54","39.7"
"0905111","0900011","New Canaan School District","Saxe Middle School","Math","N","1194","1190","99.7","1190","18","1.5","234","19.7","335","28.2","603","50.7","938","78.8"
"0905111","0900011","New Canaan School District","Saxe Middle School","Math","Y","138","135","97.8","135","52","38.5","52","38.5","20","14.8","11","8.1","31","23.0"
"0900211","0900011","New Canaan School District","South School","ELA","N","215","212","98.6","212","*","*","17","8.0","43","20.3","*","*","*","*"
"0900211","0900011","New Canaan School District","South School","ELA","Y","26","25","96.2","25","*","*","12","48.0","6","24.0","*","*","*","*"
"0900211","0900011","New Canaan School District","South School","Math","N","215","212","98.6","212","*","*","8","3.8","*","*","134","63.2","*","*"
"0900211","0900011","New Canaan School District","South School","Math","Y","26","25","96.2","25","*","*","11","44.0","*","*","6","24.0","*","*"
"0900311","0900011","New Canaan School District","West School","ELA","N","195","195","100.0","195","*","*","*","*","*","*","*","*","*","*"
"0900311","0900011","New Canaan School District","West School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0900311","0900011","New Canaan School District","West School","Math","N","196","196","100.0","196","*","*","*","*","*","*","*","*","*","*"
"0900311","0900011","New Canaan School District","West School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","ELA","N","448","429","95.8","429","29","6.8","66","15.4","*","*","*","*","334","77.9"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","ELA","Y","40","36","90.0","36","22","61.1","8","22.2","*","*","*","*","6","16.7"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","Math","N","448","428","95.5","428","*","*","106","24.8","155","36.2","*","*","*","*"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","Math","Y","40","31","77.5","30","11","36.7","11","36.7","*","*","*","*","8","26.7"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","ELA","N","532","477","89.7","477","*","*","87","18.2","203","42.6","*","*","*","*"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","ELA","Y","48","43","89.6","43","15","34.9","19","44.2","*","*","*","*","9","20.9"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","Math","N","532","471","88.5","471","52","11.0","132","28.0","*","*","*","*","287","60.9"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","Math","Y","48","42","87.5","42","28","66.7","8","19.0","*","*","*","*","6","14.3"
"0920311","0920011","New Hartford School District","Ann Antolini School","ELA","N","260","254","97.7","254","*","*","51","20.1","78","30.7","*","*","*","*"
"0920311","0920011","New Hartford School District","Ann Antolini School","ELA","Y","35","29","82.9","29","11","37.9","10","34.5","*","*","*","*","8","27.6"
"0920311","0920011","New Hartford School District","Ann Antolini School","Math","N","260","254","97.7","254","*","*","78","30.7","*","*","51","20.1","*","*"
"0920311","0920011","New Hartford School District","Ann Antolini School","Math","Y","35","29","82.9","29","17","58.6","*","*","*","*","0","0.0","*","*"
"0931211","0930011","New Haven School District","Edgewood School","ELA","N","253","253","100.0","253","76","30.0","68","26.9","54","21.3","*","*","*","*"
"0931211","0930011","New Haven School District","Edgewood School","ELA","Y","30","30","100.0","30","23","76.7","6","20.0","0","0.0","*","*","*","*"
"0931211","0930011","New Haven School District","Edgewood School","Math","N","253","252","99.6","252","114","45.2","*","*","23","9.1","*","*","*","*"
"0931211","0930011","New Haven School District","Edgewood School","Math","Y","30","29","96.7","29","27","93.1","*","*","0","0.0","*","*","*","*"
"0931411","0930011","New Haven School District","Nathan Hale School","ELA","N","264","257","97.3","257","41","16.0","77","30.0","*","*","45","17.5","*","*"
"0931411","0930011","New Haven School District","Nathan Hale School","ELA","Y","43","40","93.0","40","22","55.0","15","37.5","*","*","0","0.0","*","*"
"0931411","0930011","New Haven School District","Nathan Hale School","Math","N","265","257","97.0","257","54","21.0","107","41.6","65","25.3","31","12.1","96","37.4"
"0931411","0930011","New Haven School District","Nathan Hale School","Math","Y","43","40","93.0","40","34","85.0","6","15.0","0","0.0","0","0.0","0","0.0"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","ELA","N","257","252","98.1","252","140","55.6","*","*","*","*","6","2.4","*","*"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","ELA","Y","43","43","100.0","43","40","93.0","*","*","*","*","0","0.0","*","*"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","Math","N","258","253","98.1","253","176","69.6","*","*","*","*","0","0.0","*","*"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","Math","Y","43","43","100.0","43","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","ELA","N","262","261","99.6","261","133","51.0","*","*","55","21.1","*","*","*","*"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","ELA","Y","36","35","97.2","35","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","Math","N","262","261","99.6","261","140","53.6","*","*","*","*","7","2.7","*","*"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","Math","Y","36","35","97.2","35","32","91.4","*","*","*","*","0","0.0","*","*"
"0930311","0930011","New Haven School District","Beecher School","ELA","N","252","245","97.2","245","90","36.7","72","29.4","*","*","*","*","*","*"
"0930311","0930011","New Haven School District","Beecher School","ELA","Y","31","31","100.0","31","22","71.0","*","*","*","*","0","0.0","*","*"
"0930311","0930011","New Haven School District","Beecher School","Math","N","252","245","97.2","245","124","50.6","*","*","*","*","9","3.7","*","*"
"0930311","0930011","New Haven School District","Beecher School","Math","Y","31","30","96.8","30","25","83.3","*","*","*","*","0","0.0","*","*"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","ELA","N","249","249","100.0","249","56","22.5","72","28.9","*","*","*","*","*","*"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","ELA","Y","43","42","97.7","42","31","73.8","*","*","*","*","0","0.0","*","*"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","Math","N","249","249","100.0","249","111","44.6","84","33.7","40","16.1","14","5.6","54","21.7"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","Math","Y","43","42","97.7","42","36","85.7","6","14.3","0","0.0","0","0.0","0","0.0"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","ELA","N","403","401","99.5","401","94","23.4","126","31.4","*","*","*","*","*","*"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","ELA","Y","41","41","100.0","41","24","58.5","14","34.1","*","*","*","*","*","*"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","Math","N","403","399","99.0","399","160","40.1","148","37.1","*","*","*","*","*","*"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","Math","Y","41","40","97.6","40","29","72.5","*","*","*","*","0","0.0","*","*"
"0934311","0930011","New Haven School District","Bishop Woods School","ELA","N","261","261","100.0","261","109","41.8","77","29.5","*","*","*","*","*","*"
"0934311","0930011","New Haven School District","Bishop Woods School","ELA","Y","42","42","100.0","42","29","69.0","*","*","*","*","0","0.0","*","*"
"0934311","0930011","New Haven School District","Bishop Woods School","Math","N","261","261","100.0","261","124","47.5","89","34.1","*","*","*","*","48","18.4"
"0934311","0930011","New Haven School District","Bishop Woods School","Math","Y","42","41","97.6","41","35","85.4","6","14.6","0","0.0","0","0.0","0","0.0"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","ELA","N","170","170","100.0","170","76","44.7","*","*","28","16.5","*","*","*","*"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","ELA","Y","40","40","100.0","40","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","Math","N","171","171","100.0","171","109","63.7","*","*","9","5.3","*","*","*","*"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","Math","Y","40","39","97.5","39","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","ELA","N","290","289","99.7","289","131","45.3","*","*","57","19.7","*","*","*","*"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","ELA","Y","60","59","98.3","59","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","Math","N","290","288","99.3","288","155","53.8","97","33.7","29","10.1","7","2.4","36","12.5"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","Math","Y","60","59","98.3","59","52","88.1","7","11.9","0","0.0","0","0.0","0","0.0"
"0930611","0930011","New Haven School District","Clinton Avenue School","ELA","N","275","275","100.0","275","108","39.3","*","*","57","20.7","*","*","*","*"
"0930611","0930011","New Haven School District","Clinton Avenue School","ELA","Y","61","61","100.0","61","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0930611","0930011","New Haven School District","Clinton Avenue School","Math","N","275","275","100.0","275","122","44.4","*","*","*","*","*","*","*","*"
"0930611","0930011","New Haven School District","Clinton Avenue School","Math","Y","61","61","100.0","61","56","91.8","*","*","*","*","0","0.0","*","*"
"0934111","0930011","New Haven School District","Columbus Family Academy","ELA","N","232","229","98.7","229","62","27.1","*","*","*","*","*","*","*","*"
"0934111","0930011","New Haven School District","Columbus Family Academy","ELA","Y","41","39","95.1","39","32","82.1","*","*","*","*","*","*","*","*"
"0934111","0930011","New Haven School District","Columbus Family Academy","Math","N","232","229","98.7","229","88","38.4","*","*","*","*","*","*","*","*"
"0934111","0930011","New Haven School District","Columbus Family Academy","Math","Y","41","39","95.1","39","34","87.2","*","*","*","*","0","0.0","*","*"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","ELA","N","362","361","99.7","361","81","22.4","103","28.5","*","*","*","*","*","*"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","ELA","Y","36","34","94.4","34","25","73.5","*","*","*","*","0","0.0","*","*"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","Math","N","362","361","99.7","361","152","42.1","*","*","*","*","23","6.4","*","*"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","Math","Y","36","34","94.4","34","28","82.4","*","*","*","*","0","0.0","*","*"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","ELA","N","249","249","100.0","249","46","18.5","*","*","*","*","48","19.3","*","*"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","ELA","Y","43","43","100.0","43","35","81.4","*","*","*","*","0","0.0","*","*"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","Math","N","249","249","100.0","249","82","32.9","*","*","*","*","26","10.4","*","*"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","Math","Y","43","43","100.0","43","40","93.0","*","*","*","*","0","0.0","*","*"
"0935611","0930011","New Haven School District","Domus Academy","ELA","N","16","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0935611","0930011","New Haven School District","Domus Academy","ELA","Y","26","23","88.5","22","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0935611","0930011","New Haven School District","Domus Academy","Math","N","16","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0935611","0930011","New Haven School District","Domus Academy","Math","Y","26","22","84.6","22","*","*","0","0.0","0","0.0","0","0.0","0","0.0"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","ELA","N","239","238","99.6","238","68","28.6","*","*","*","*","*","*","*","*"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","ELA","Y","34","32","94.1","32","23","71.9","*","*","*","*","*","*","*","*"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","Math","N","239","239","100.0","239","93","38.9","*","*","44","18.4","*","*","*","*"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","Math","Y","34","32","94.1","32","26","81.3","*","*","0","0.0","*","*","*","*"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","ELA","N","253","253","100.0","253","*","*","*","*","*","*","*","*","*","*"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","ELA","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Math","N","253","253","100.0","253","*","*","*","*","*","*","*","*","*","*"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Math","Y","19","19","*","19","*","*","*","*","*","*","*","*","*","*"
"0931611","0930011","New Haven School District","Fair Haven School","ELA","N","485","482","99.4","478","304","63.6","*","*","51","10.7","*","*","*","*"
"0931611","0930011","New Haven School District","Fair Haven School","ELA","Y","60","60","100.0","60","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0931611","0930011","New Haven School District","Fair Haven School","Math","N","486","480","98.8","473","368","77.8","*","*","16","3.4","*","*","*","*"
"0931611","0930011","New Haven School District","Fair Haven School","Math","Y","60","58","96.7","57","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0930711","0930011","New Haven School District","Hill Central Music Academy","ELA","N","268","266","99.3","266","120","45.1","*","*","*","*","6","2.3","*","*"
"0930711","0930011","New Haven School District","Hill Central Music Academy","ELA","Y","43","43","100.0","43","39","90.7","*","*","*","*","0","0.0","*","*"
"0930711","0930011","New Haven School District","Hill Central Music Academy","Math","N","268","267","99.6","267","138","51.7","*","*","*","*","7","2.6","*","*"
"0930711","0930011","New Haven School District","Hill Central Music Academy","Math","Y","43","43","100.0","43","40","93.0","*","*","*","*","0","0.0","*","*"
"0931311","0930011","New Haven School District","John C. Daniels","ELA","N","239","237","99.2","237","59","24.9","*","*","76","32.1","*","*","*","*"
"0931311","0930011","New Haven School District","John C. Daniels","ELA","Y","32","32","100.0","32","27","84.4","*","*","0","0.0","*","*","*","*"
"0931311","0930011","New Haven School District","John C. Daniels","Math","N","239","237","99.2","237","84","35.4","*","*","*","*","15","6.3","*","*"
"0931311","0930011","New Haven School District","John C. Daniels","Math","Y","32","32","100.0","32","28","87.5","*","*","*","*","0","0.0","*","*"
"0930811","0930011","New Haven School District","John S. Martinez School","ELA","N","304","304","100.0","304","106","34.9","*","*","*","*","15","4.9","*","*"
"0930811","0930011","New Haven School District","John S. Martinez School","ELA","Y","33","33","100.0","33","29","87.9","*","*","*","*","0","0.0","*","*"
"0930811","0930011","New Haven School District","John S. Martinez School","Math","N","304","304","100.0","304","130","42.8","*","*","38","12.5","*","*","*","*"
"0930811","0930011","New Haven School District","John S. Martinez School","Math","Y","33","33","100.0","33","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","ELA","N","202","201","99.5","201","85","42.3","48","23.9","51","25.4","17","8.5","68","33.8"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","ELA","Y","41","39","95.1","39","33","84.6","6","15.4","0","0.0","0","0.0","0","0.0"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","Math","N","202","201","99.5","201","97","48.3","74","36.8","*","*","*","*","30","14.9"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","Math","Y","41","39","95.1","39","39","100.0","0","0.0","0","0.0","0","0.0","0","0.0"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","ELA","N","253","251","99.2","251","84","33.5","74","29.5","*","*","*","*","*","*"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","ELA","Y","51","49","96.1","49","38","77.6","6","12.2","*","*","*","*","*","*"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","Math","N","253","250","98.8","250","116","46.4","86","34.4","*","*","*","*","*","*"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","Math","Y","51","49","96.1","49","40","81.6","*","*","*","*","0","0.0","*","*"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","ELA","N","132","131","99.2","131","54","41.2","*","*","*","*","8","6.1","*","*"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","ELA","Y","28","27","96.4","27","22","81.5","*","*","*","*","0","0.0","*","*"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","Math","N","133","132","99.2","132","53","40.2","54","40.9","*","*","*","*","*","*"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","Math","Y","28","27","96.4","27","20","74.1","*","*","*","*","0","0.0","*","*"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","ELA","N","254","253","99.6","253","44","17.4","*","*","*","*","*","*","*","*"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","ELA","Y","31","31","100.0","31","22","71.0","*","*","*","*","*","*","*","*"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","Math","N","254","251","98.8","251","73","29.1","92","36.7","*","*","*","*","*","*"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","Math","Y","31","30","96.8","30","20","66.7","*","*","*","*","0","0.0","*","*"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","ELA","N","112","112","100.0","112","*","*","*","*","*","*","*","*","*","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","Math","N","112","112","100.0","112","*","*","*","*","*","*","*","*","*","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0931011","0930011","New Haven School District","Ross/Woodward School","ELA","N","361","361","100.0","361","130","36.0","*","*","*","*","32","8.9","*","*"
"0931011","0930011","New Haven School District","Ross/Woodward School","ELA","Y","38","38","100.0","38","35","92.1","*","*","*","*","0","0.0","*","*"
"0931011","0930011","New Haven School District","Ross/Woodward School","Math","N","360","360","100.0","360","186","51.7","*","*","36","10.0","*","*","*","*"
"0931011","0930011","New Haven School District","Ross/Woodward School","Math","Y","38","38","100.0","38","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","ELA","N","153","153","100.0","153","*","*","*","*","*","*","*","*","*","*"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","ELA","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","Math","N","154","154","100.0","154","*","*","*","*","*","*","*","*","*","*"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","Math","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0932911","0930011","New Haven School District","Truman School","ELA","N","282","282","100.0","282","145","51.4","*","*","*","*","12","4.3","*","*"
"0932911","0930011","New Haven School District","Truman School","ELA","Y","36","35","97.2","35","30","85.7","*","*","*","*","0","0.0","*","*"
"0932911","0930011","New Haven School District","Truman School","Math","N","283","283","100.0","283","152","53.7","*","*","33","11.7","*","*","*","*"
"0932911","0930011","New Haven School District","Truman School","Math","Y","36","35","97.2","35","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0934911","0930011","New Haven School District","West Rock Authors Academy","ELA","N","60","60","100.0","60","*","*","*","*","*","*","*","*","*","*"
"0934911","0930011","New Haven School District","West Rock Authors Academy","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0934911","0930011","New Haven School District","West Rock Authors Academy","Math","N","60","60","100.0","60","*","*","*","*","*","*","*","*","*","*"
"0934911","0930011","New Haven School District","West Rock Authors Academy","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","ELA","N","204","203","99.5","197","83","42.1","63","32.0","*","*","*","*","*","*"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","ELA","Y","50","49","98.0","49","40","81.6","6","12.2","*","*","*","*","*","*"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","Math","N","204","203","99.5","197","106","53.8","*","*","*","*","*","*","*","*"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","Math","Y","50","49","98.0","49","45","91.8","*","*","*","*","0","0.0","*","*"
"0933811","0930011","New Haven School District","Worthington Hooker School","ELA","N","255","246","96.5","246","25","10.2","27","11.0","*","*","*","*","194","78.9"
"0933811","0930011","New Haven School District","Worthington Hooker School","ELA","Y","28","26","92.9","26","7","26.9","12","46.2","*","*","*","*","7","26.9"
"0933811","0930011","New Haven School District","Worthington Hooker School","Math","N","255","245","96.1","245","20","8.2","*","*","*","*","*","*","*","*"
"0933811","0930011","New Haven School District","Worthington Hooker School","Math","Y","28","25","89.3","25","16","64.0","*","*","*","*","*","*","*","*"
"0950311","0950011","New London School District","Jennings School","ELA","N","239","237","99.2","235","118","50.2","*","*","*","*","*","*","*","*"
"0950311","0950011","New London School District","Jennings School","ELA","Y","39","39","100.0","39","31","79.5","*","*","*","*","*","*","*","*"
"0950311","0950011","New London School District","Jennings School","Math","N","240","236","98.3","234","139","59.4","*","*","*","*","8","3.4","*","*"
"0950311","0950011","New London School District","Jennings School","Math","Y","39","39","100.0","38","32","84.2","*","*","*","*","0","0.0","*","*"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","ELA","N","519","516","99.4","516","213","41.3","161","31.2","*","*","*","*","*","*"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","ELA","Y","82","80","97.6","80","66","82.5","*","*","*","*","0","0.0","*","*"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","Math","N","518","515","99.4","514","247","48.1","193","37.5","*","*","*","*","*","*"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","Math","Y","82","79","96.3","79","71","89.9","*","*","0","0.0","*","*","*","*"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","ELA","N","237","237","100.0","237","81","34.2","*","*","*","*","38","16.0","*","*"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","ELA","Y","41","41","100.0","41","34","82.9","*","*","*","*","0","0.0","*","*"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","Math","N","237","236","99.6","236","100","42.4","*","*","*","*","13","5.5","*","*"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","Math","Y","41","41","100.0","41","35","85.4","*","*","*","*","0","0.0","*","*"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","ELA","N","226","225","99.6","225","67","29.8","66","29.3","*","*","*","*","*","*"
