"school_code","district_code","district","school","2011_12","total"
"0341711","0340011","Danbury School District","King Street Intermediate School","372","372"
"0341311","0340011","Danbury School District","King Street Primary School","415","415"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","148","148"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","426","426"
"0340611","0340011","Danbury School District","Morris Street School","406","406"
"0340811","0340011","Danbury School District","Park Avenue School","426","426"
"0341511","0340011","Danbury School District","Pembroke School","366","366"
"0345211","0340011","Danbury School District","Rogers Park Middle School","1110","1110"
"0341211","0340011","Danbury School District","Shelter Rock School","419","419"
"0341011","0340011","Danbury School District","South Street School","343","343"
"0341611","0340011","Danbury School District","Stadley Rough School","467","467"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","389","389"
"0356111","0350011","Darien School District","Darien High School","1315","1315"
"0350211","0350011","Darien School District","Hindley Elementary School","570","570"
"0350711","0350011","Darien School District","Holmes Elementary School","419","419"
"0355111","0350011","Darien School District","Middlesex Middle School","1154","1154"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","465","465"
"0350511","0350011","Darien School District","Royle Elementary School","409","409"
"0350611","0350011","Darien School District","Tokeneke Elementary School","483","483"
"0360111","0360011","Deep River School District","Deep River Elementary School","357","357"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","*"
"0370611","0370011","Derby School District","Bradley School","351","351"
"0376111","0370011","Derby School District","Derby High School","359","359"
"0375011","0370011","Derby School District","Derby Middle School","334","334"
"0370411","0370011","Derby School District","Irving School","402","402"
"0400111","0400011","East Granby School District","Allgrove School","238","238"
"0406111","0400011","East Granby School District","East Granby High School","263","263"
"0405111","0400011","East Granby School District","East Granby Middle School","216","216"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","129","129"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","371","371"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","406","406"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","497","497"
"0420311","0420011","East Hampton School District","Center School","303","303"
"0426111","0420011","East Hampton School District","East Hampton High School","550","550"
"0425111","0420011","East Hampton School District","East Hampton Middle School","469","469"
"0420111","0420011","East Hampton School District","Memorial School","621","621"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*"
"0430911","0430011","East Hartford School District","Anna E. Norris School","274","274"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","188","188"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","401","401"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","381","381"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","313","313"
"0436211","0430011","East Hartford School District","East Hartford High School","1732","1732"
"0435111","0430011","East Hartford School District","East Hartford Middle School","1051","1051"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","361","361"
"0430511","0430011","East Hartford School District","Hockanum School","297","297"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","348","348"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","547","547"
"0431211","0430011","East Hartford School District","Silver Lane School","287","287"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","151","151"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","404","404"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","233","233"
"0439011","0430011","East Hartford School District","Woodland School","186","186"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","285","285"
"0441411","0440011","East Haven School District","D. C. Moore School","266","266"
"0440111","0440011","East Haven School District","Deer Run School","305","305"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","251","251"
"0446111","0440011","East Haven School District","East Haven High School","885","885"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","196","196"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","647","647"
"0440711","0440011","East Haven School District","Momauguin School","166","166"
"0441811","0440011","East Haven School District","Overbrook Elementary School","236","236"
"0449011","0440011","East Haven School District","Pathways","36","36"
"0456111","0450011","East Lyme School District","East Lyme High School","1162","1162"
"0455111","0450011","East Lyme School District","East Lyme Middle School","854","854"
"0450111","0450011","East Lyme School District","Flanders School","362","362"
"0458011","0450011","East Lyme School District","Integrated Preschool","51","51"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","338","338"
"0450211","0450011","East Lyme School District","Niantic Center School","211","211"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","532","532"
"0476111","0470011","East Windsor School District","East Windsor High School","374","374"
"0475411","0470011","East Windsor School District","East Windsor Middle School","378","378"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","126","126"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","59","59"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","110","110"
"0390111","0390011","Eastford School District","Eastford Elementary School","176","176"
"0465111","0460011","Easton School District","Helen Keller Middle School","391","391"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","666","666"
"2428014","2420014","EdAdvance","EdAdvance Headstart","197","197"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","24","24"
"0480111","0480011","Ellington School District","Center School","448","448"
"0480211","0480011","Ellington School District","Crystal Lake School","217","217"
"0486111","0480011","Ellington School District","Ellington High School","800","800"
"0485111","0480011","Ellington School District","Ellington Middle School","421","421"
"0480711","0480011","Ellington School District","Windermere Intermediate School","419","419"
"0480611","0480011","Ellington School District","Windermere School","442","442"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","600","600"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","401","401"
"0491611","0490011","Enfield School District","Eli Whitney School","416","416"
"0496111","0490011","Enfield School District","Enfield High School","744","744"
"0490211","0490011","Enfield School District","Enfield Street School","300","300"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","10","10"
"0496211","0490011","Enfield School District","Enrico Fermi High School","1058","1058"
"0490411","0490011","Enfield School District","Hazardville Memorial School","366","366"
"0498011","0490011","Enfield School District","Head Start Program","104","104"
"0491811","0490011","Enfield School District","Henry Barnard School","362","362"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","1201","1201"
"0491111","0490011","Enfield School District","Nathan Hale School","258","258"
"0491511","0490011","Enfield School District","Prudence Crandall School","433","433"
"0500111","0500011","Essex School District","Essex Elementary School","558","558"
"2726113","2720013","Explorations District","Explorations","74","74"
"0510211","0510011","Fairfield School District","Burr Elementary School","443","443"
"0510111","0510011","Fairfield School District","Dwight Elementary School","291","291"
"0518011","0510011","Fairfield School District","Early Childhood Center","130","130"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","1537","1537"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","1353","1353"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","769","769"
"0510411","0510011","Fairfield School District","Holland Hill School","352","352"
"0511711","0510011","Fairfield School District","Jennings School","361","361"
"0510611","0510011","Fairfield School District","McKinley School","453","453"
"0510711","0510011","Fairfield School District","Mill Hill School","459","459"
"0511611","0510011","Fairfield School District","North Stratfield School","485","485"
"0511811","0510011","Fairfield School District","Osborn Hill School","542","542"
"0511211","0510011","Fairfield School District","Riverfield School","419","419"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","997","997"
"0511311","0510011","Fairfield School District","Sherman School","456","456"
"0511411","0510011","Fairfield School District","Stratfield School","511","511"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","756","756"
"0520411","0520011","Farmington School District","East Farms School","464","464"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","69","69"
"0526111","0520011","Farmington School District","Farmington High School","1293","1293"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","652","652"
"0520211","0520011","Farmington School District","Noah Wallace School","341","341"
"0520111","0520011","Farmington School District","Union School","307","307"
"0520311","0520011","Farmington School District","West District School","347","347"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","575","575"
"0530111","0530011","Franklin School District","Franklin Elementary School","204","204"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","545","545"
"0540311","0540011","Glastonbury School District","Eastbury School","320","320"
"0540811","0540011","Glastonbury School District","Gideon Welles School","506","506"
"0546111","0540011","Glastonbury School District","Glastonbury High School","2204","2204"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","466","466"
"0540611","0540011","Glastonbury School District","Hopewell School","481","481"
"0540711","0540011","Glastonbury School District","Naubuc School","451","451"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","646","646"
"0545211","0540011","Glastonbury School District","Smith Middle School","1076","1076"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","392","392"
"0566111","0560011","Granby School District","Granby Memorial High School","756","756"
"0565111","0560011","Granby School District","Granby Memorial Middle School","356","356"
"0560411","0560011","Granby School District","Kelly Lane Primary School","327","327"
"0560311","0560011","Granby School District","Wells Road Intermediate School","327","327"
"0575111","0570011","Greenwich School District","Central Middle School","604","604"
"0570211","0570011","Greenwich School District","Cos Cob School","402","402"
"0575211","0570011","Greenwich School District","Eastern Middle School","774","774"
"0570411","0570011","Greenwich School District","Glenville School","385","385"
"0576111","0570011","Greenwich School District","Greenwich High School","2656","2656"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","413","413"
"0571311","0570011","Greenwich School District","International School At Dundee","366","366"
"0570311","0570011","Greenwich School District","Julian Curtiss School","343","343"
"0570611","0570011","Greenwich School District","New Lebanon School","261","261"
"0570711","0570011","Greenwich School District","North Mianus School","461","461"
"0570811","0570011","Greenwich School District","North Street School","438","438"
"0570911","0570011","Greenwich School District","Old Greenwich School","428","428"
"0571111","0570011","Greenwich School District","Parkway School","268","268"
"0571011","0570011","Greenwich School District","Riverside School","522","522"
"0575311","0570011","Greenwich School District","Western Middle School","474","474"
"0580311","0580011","Griswold School District","Griswold Elementary School","727","727"
"0586211","0580011","Griswold School District","Griswold High School","652","652"
"0585111","0580011","Griswold School District","Griswold Middle School","586","586"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","355","355"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","486","486"
"0591811","0590011","Groton School District","Charles Barnum School","392","392"
"0590311","0590011","Groton School District","Claude Chester School","334","334"
"0595111","0590011","Groton School District","Fitch Middle School","407","407"
"0591711","0590011","Groton School District","Mary Morrisson School","373","373"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","425","425"
"0591211","0590011","Groton School District","Pleasant Valley School","356","356"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1237","1237"
"0590111","0590011","Groton School District","S. B. Butler School","321","321"
"0595211","0590011","Groton School District","West Side Middle School","268","268"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","585","585"
"0600611","0600011","Guilford School District","A. W. Cox School","313","313"
"0600411","0600011","Guilford School District","Calvin Leete School","327","327"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","551","551"
"0606111","0600011","Guilford School District","Guilford High School","1131","1131"
"0600211","0600011","Guilford School District","Guilford Lakes School","389","389"
"0600311","0600011","Guilford School District","Melissa Jones School","360","360"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","89","89"
"0621211","0620011","Hamden School District","Bear Path School","468","468"
"0620211","0620011","Hamden School District","Church Street School","406","406"
"0620311","0620011","Hamden School District","Dunbar Hill School","321","321"
"0626111","0620011","Hamden School District","Hamden High School","1853","1853"
"0625211","0620011","Hamden School District","Hamden Middle School","907","907"
"0620411","0620011","Hamden School District","Helen Street School","267","267"
"0621111","0620011","Hamden School District","Ridge Hill School","321","321"
"0620111","0620011","Hamden School District","Shepherd Glen School","337","337"
"0621011","0620011","Hamden School District","Spring Glen School","394","394"
"0621411","0620011","Hamden School District","West Woods School","476","476"
"0630111","0630011","Hampton School District","Hampton Elementary School","126","126"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","449","449"
"0640411","0640011","Hartford School District","Batchelder School","565","565"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","315","315"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","171","171"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","355","355"
"0647111","0640011","Hartford School District","Bulkeley High School","399","399"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","625","625"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","596","596"
"0642311","0640011","Hartford School District","Burr School","807","807"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","521","521"
"0642411","0640011","Hartford School District","Clark School","397","397"
"0646411","0640011","Hartford School District","Classical Magnet School","714","714"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","297","297"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","146","146"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","358","358"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","749","749"
"0643611","0640011","Hartford School District","Global Communications Academy","417","417"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","433","433"
"0647311","0640011","Hartford School District","HPHS Freshmen Academy","221","221"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","396","396"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","378","378"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","716","716"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","32","32"
"0647611","0640011","Hartford School District","High School, Inc.","321","321"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","317","317"
"0641011","0640011","Hartford School District","Kennelly School","799","799"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","690","690"
"0640811","0640011","Hartford School District","M. D. Fox School","479","479"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","401","401"
"0641211","0640011","Hartford School District","McDonough Middle School","451","451"
"0641911","0640011","Hartford School District","Milner School","422","422"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","240","240"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","704","704"
"0647811","0640011","Hartford School District","OPPortunity High School","116","116"
"0641511","0640011","Hartford School District","Parkville Community School","531","531"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","327","327"
"0641711","0640011","Hartford School District","Rawson School","452","452"
"0644011","0640011","Hartford School District","Renzulli Gifted and Talented Academy","105","105"
"0640111","0640011","Hartford School District","SAND School","471","471"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","344","344"
"0643011","0640011","Hartford School District","Sanchez School","469","469"
"0645611","0640011","Hartford School District","Sarah J Rawson Middle Grades Academy","202","202"
"0642611","0640011","Hartford School District","Simpson-Waverly School","347","347"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","637","637"
