"school_code","district_code","district","school","no","yes","total"
"0540111","0540011","Glastonbury School District","Links Academy","0","19","19"
"0540711","0540011","Glastonbury School District","Naubuc School","325","36","361"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","503","50","553"
"0540511","0540011","Glastonbury School District","PreK-Eastbury","8","22","30"
"0541011","0540011","Glastonbury School District","PreK-Nayaug","7","12","19"
"0545211","0540011","Glastonbury School District","Smith Middle School","927","109","1036"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","367","41","408"
"0566111","0560011","Granby School District","Granby Memorial High School","632","62","694"
"0565111","0560011","Granby School District","Granby Memorial Middle School","279","33","312"
"0560411","0560011","Granby School District","Kelly Lane Intermediate School","231","40","271"
"0560311","0560011","Granby School District","Wells Road Intermediate School","230","31","261"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","189","37","226"
"0571411","0570011","Greenwich School District","Alternative High School Programs","13","19","32"
"0575111","0570011","Greenwich School District","Central Middle School","514","53","567"
"0571211","0570011","Greenwich School District","Community Connections","0","*","*"
"0570211","0570011","Greenwich School District","Cos Cob School","416","21","437"
"0575211","0570011","Greenwich School District","Eastern Middle School","742","80","822"
"0570411","0570011","Greenwich School District","Glenville School","416","35","451"
"0576111","0570011","Greenwich School District","Greenwich High School","2216","318","2534"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","314","50","364"
"0571311","0570011","Greenwich School District","International School At Dundee","346","22","368"
"0570311","0570011","Greenwich School District","Julian Curtiss School","329","32","361"
"0570611","0570011","Greenwich School District","New Lebanon School","224","41","265"
"0570711","0570011","Greenwich School District","North Mianus School","440","42","482"
"0570811","0570011","Greenwich School District","North Street School","361","31","392"
"0570911","0570011","Greenwich School District","Old Greenwich School","413","36","449"
"0571111","0570011","Greenwich School District","Parkway School","228","33","261"
"0571011","0570011","Greenwich School District","Riverside School","464","19","483"
"0575311","0570011","Greenwich School District","Western Middle School","453","82","535"
"0580111","0580011","Griswold School District","Griswold Alternative School","*","*","14"
"0580311","0580011","Griswold School District","Griswold Elementary School","658","99","757"
"0586211","0580011","Griswold School District","Griswold High School","487","78","565"
"0585111","0580011","Griswold School District","Griswold Middle School","470","75","545"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","427","68","495"
"0590311","0590011","Groton School District","Catherine Kolnaski Magnet School","307","57","364"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","307","57","364"
"0591811","0590011","Groton School District","Charles Barnum School","322","61","383"
"0590311","0590011","Groton School District","Claude Chester School","287","44","331"
"0591711","0590011","Groton School District","Mary Morrisson School","297","79","376"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","0","22","22"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","336","43","379"
"0591211","0590011","Groton School District","Pleasant Valley School","267","29","296"
"0596111","0590011","Groton School District","Robert E. Fitch High School","936","134","1070"
"0590111","0590011","Groton School District","S. B. Butler School","208","74","282"
"0590611","0590011","Groton School District","Virtual Learning Academy","*","*","*"
"0595211","0590011","Groton School District","West Side Middle School","369","86","455"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","490","69","559"
"0600611","0600011","Guilford School District","A. W. Cox School","274","28","302"
"0600411","0600011","Guilford School District","Calvin Leete School","233","21","254"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","486","66","552"
"0606111","0600011","Guilford School District","Guilford High School","952","131","1083"
"0600211","0600011","Guilford School District","Guilford Lakes School","277","45","322"
"0600311","0600011","Guilford School District","Melissa Jones School","306","15","321"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","67","83","150"
"0621211","0620011","Hamden School District","Bear Path School","382","74","456"
"0620211","0620011","Hamden School District","Church Street School","254","79","333"
"0620311","0620011","Hamden School District","Dunbar Hill School","227","47","274"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","15","58","73"
"0626111","0620011","Hamden School District","Hamden High School","1384","214","1598"
"0625211","0620011","Hamden School District","Hamden Middle School","677","139","816"
"0620411","0620011","Hamden School District","Helen Street School","286","30","316"
"0621111","0620011","Hamden School District","Ridge Hill School","276","41","317"
"0620111","0620011","Hamden School District","Shepherd Glen School","272","32","304"
"0621011","0620011","Hamden School District","Spring Glen School","410","35","445"
"0621411","0620011","Hamden School District","West Woods School","362","46","408"
"0630111","0630011","Hampton School District","Hampton Elementary School","83","18","101"
"0640711","0640011","Hartford School District","Asian Studies Academy","560","89","649"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","560","89","649"
"0645711","0640011","Hartford School District","Autism Program - Dr. James H Naylor / CCSU","0","8","8"
"0644311","0640011","Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","0","*","*"
"0644411","0640011","Hartford School District","Autism Program - Sarah J. Rawson Elementary School","0","45","45"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly","0","14","14"
"0648611","0640011","Hartford School District","Autism Program-Burr School","0","9","9"
"0640411","0640011","Hartford School District","Batchelder School","403","75","478"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","261","18","279"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","234","46","280"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","234","46","280"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","302","53","355"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","339","73","412"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","341","38","379"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","445","75","520"
"0642311","0640011","Hartford School District","Burr School","493","97","590"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","49","7","56"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","554","75","629"
"0642411","0640011","Hartford School District","Clark School","207","39","246"
"0646411","0640011","Hartford School District","Classical Magnet School","590","73","663"
"0646011","0640011","Hartford School District","Culinary Arts Academy","224","61","285"
"0649411","0640011","Hartford School District","DDP - Simpson-Waverly","0","*","*"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","567","93","660"
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","261","18","279"
"0645811","0640011","Hartford School District","EDP - Betances Early Reading Lab","0","17","17"
"0648311","0640011","Hartford School District","EDP - Bulkeley High School","0","15","15"
"0648211","0640011","Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","0","29","29"
"0645911","0640011","Hartford School District","EDP - M.D. Fox","0","34","34"
"0648111","0640011","Hartford School District","EDP - McDonough Expeditionary Learning School","0","9","9"
"0644111","0640011","Hartford School District","Early Childhood Development Center (ECDC)","0","28","28"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","539","74","613"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","452","80","532"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","260","44","304"
"0643611","0640011","Hartford School District","Global Communications Academy","566","95","661"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","247","21","268"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","247","21","268"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","225","79","304"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","293","69","362"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","302","65","367"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","904","118","1022"
"0641311","0640011","Hartford School District","Hartford PreKindergarten Magnet School","134","9","143"
"0647611","0640011","Hartford School District","High School Inc.","200","33","233"
"0647611","0640011","Hartford School District","High School, Inc.","200","33","233"
"0648411","0640011","Hartford School District","High Step Transition","0","16","16"
"0643611","0640011","Hartford School District","IB Global Communications Academy","566","95","661"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","165","42","207"
"0641011","0640011","Hartford School District","Kennelly School","489","82","571"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","796","114","910"
"0649511","0640011","Hartford School District","LC - Breakthrough II","0","*","*"
"0649611","0640011","Hartford School District","LC - Burns","0","8","8"
"0649811","0640011","Hartford School District","LC - Moylan","0","*","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","526","95","621"
"0641611","0640011","Hartford School District","M. L. King School","285","71","356"
"0644811","0640011","Hartford School District","MDP - Batchelder School","0","17","17"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","0","17","17"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","0","27","27"
"0648511","0640011","Hartford School District","MDP - Moylan School","0","11","11"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","192","47","239"
"0641911","0640011","Hartford School District","Milner Elementary School","285","49","334"
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","316","24","340"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","316","24","340"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","241","18","259"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","587","73","660"
"0641511","0640011","Hartford School District","Parkville Community School","457","80","537"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","327","92","419"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","796","114","910"
"0644011","0640011","Hartford School District","Renzulli Academy","*","*","99"
"0640111","0640011","Hartford School District","SAND School","311","83","394"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","323","44","367"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","269","40","309"
"0643011","0640011","Hartford School District","Sanchez School","421","59","480"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","325","48","373"
"0642611","0640011","Hartford School District","Simpson-Waverly School","226","67","293"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","642","65","707"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","397","34","431"
"0646711","0640011","Hartford School District","University High of Science and Engineering","397","34","431"
"0642111","0640011","Hartford School District","West Middle School","314","45","359"
"0650111","0650011","Hartland School District","Hartland School","163","24","187"
"0670211","0670011","Hebron School District","Gilead Hill School","255","39","294"
"0670111","0670011","Hebron School District","Hebron Elementary School","377","59","436"
"2860113","2860013","Highville Charter School District","Highville Charter School","439","23","462"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","307","24","331"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","227","44","271"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","692","42","734"
"0680111","0680011","Kent School District","Kent Center School","210","27","237"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","98","32","130"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","16","0","16"
"0690111","0690011","Killingly School District","Killingly Central School","324","53","377"
"0696111","0690011","Killingly School District","Killingly High School","707","118","825"
"0695211","0690011","Killingly School District","Killingly Intermediate School","601","87","688"
"0690311","0690011","Killingly School District","Killingly Memorial School","429","55","484"
"2456014","2450014","Learn","Connecticut River Academy","370","64","434"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","115","30","145"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","341","29","370"
"2451214","2450014","Learn","LEARN ABA Program at Center School","0","*","*"
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","0","12","12"
"2450614","2450014","Learn","LEARN High School ABA at MS","0","*","*"
"2450914","2450014","Learn","LEARN Kelly Middle School Intensive Program","0","*","*"
"2450714","2450014","Learn","LEARN Ledyard RICHES Program","0","*","*"
"2450814","2450014","Learn","LEARN SAILS Middle School Program","0","*","*"
"2451014","2450014","Learn","LEARN SAILS Program at Salem","0","8","8"
"2450414","2450014","Learn","LEARN STS 18-21 Year Old Program","0","*","*"
"2451214","2450014","Learn","Learn ABA Program at Center School","0","*","*"
"2450514","2450014","Learn","Learn Pathways Program","0","*","*"
"2451014","2450014","Learn","Learn SAILS Program at Salem","0","8","8"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","234","37","271"
"2450114","2450014","Learn","Regional Multicultural Magnet School","475","60","535"
"2450214","2450014","Learn","The Friendship School","423","82","505"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","*","*","67"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","316","52","368"
"0715111","0710011","Lebanon School District","Lebanon Middle School","256","44","300"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","320","57","377"
"0720211","0720011","Ledyard School District","Gales Ferry School","198","26","224"
"0720411","0720011","Ledyard School District","Gallup Hill School","267","70","337"
"0720311","0720011","Ledyard School District","Juliet W. Long School","252","42","294"
"0720111","0720011","Ledyard School District","Ledyard Center School","372","35","407"
"0726111","0720011","Ledyard School District","Ledyard High School","690","143","833"
"0725111","0720011","Ledyard School District","Ledyard Middle School","274","49","323"
"0730111","0730011","Lisbon School District","Lisbon Central School","344","44","388"
"0740211","0740011","Litchfield School District","Center School","242","28","270"
"0746111","0740011","Litchfield School District","Litchfield High School","274","22","296"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","188","32","220"
"0746011","0740011","Litchfield School District","Litchfield Middle School","149","26","175"
"0766111","0760011","Madison School District","Daniel Hand High School","1037","127","1164"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","357","59","416"
"0760211","0760011","Madison School District","Island Avenue Elementary School","248","20","268"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","304","34","338"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","200","29","229"
"0769011","0760011","Madison School District","Town Campus Learning Center","20","23","43"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","490","66","556"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","36","17","53"
"0770111","0770011","Manchester School District","Bowers School","353","39","392"
"0770311","0770011","Manchester School District","Buckley School","288","77","365"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","369","51","420"
"0770411","0770011","Manchester School District","Highland Park School","247","15","262"
"0775311","0770011","Manchester School District","Illing Middle School","655","125","780"
"0770611","0770011","Manchester School District","Keeney School","310","44","354"
"0776111","0770011","Manchester School District","Manchester High School","1368","166","1534"
"0770811","0770011","Manchester School District","Manchester Preschool - Site 2","6","10","16"
"0778011","0770011","Manchester School District","Manchester Preschool Center","160","26","186"
"0779011","0770011","Manchester School District","Manchester Regional Academy","14","53","67"
"0779111","0770011","Manchester School District","Manchester Transition Center","0","13","13"
"0771611","0770011","Manchester School District","Martin School","243","25","268"
"0770711","0770011","Manchester School District","New Horizons","12","10","22"
"0771011","0770011","Manchester School District","Robertson School","328","28","356"
"0771211","0770011","Manchester School District","Verplanck School","350","36","386"
"0771311","0770011","Manchester School District","Waddell School","338","39","377"
"0771411","0770011","Manchester School District","Washington School","323","34","357"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","234","34","268"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","194","13","207"
"0785111","0780011","Mansfield School District","Mansfield Middle School School","464","66","530"
"0780511","0780011","Mansfield School District","Southeast Elementary School","221","21","242"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","504","52","556"
"0800711","0800011","Meriden School District","Nathan Hale School","565","65","630"
"0800111","0800011","Meriden School District","Benjamin Franklin School","306","40","346"
"0801111","0800011","Meriden School District","Casimir Pulaski School","473","84","557"
"0800211","0800011","Meriden School District","Community Classroom Collaborative-Meriden School District","0","11","11"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","970","207","1177"
"0800311","0800011","Meriden School District","Hanover School","539","77","616"
"0800411","0800011","Meriden School District","Israel Putnam School","516","72","588"
"0800511","0800011","Meriden School District","John Barry School","395","81","476"
"0805211","0800011","Meriden School District","Lincoln Middle School","627","116","743"
"0806211","0800011","Meriden School District","Orville H. Platt High School","823","190","1013"
"0800811","0800011","Meriden School District","Roger Sherman School","388","171","559"
"0800611","0800011","Meriden School District","STARS-Meriden School District","0","39","39"
"0800911","0800011","Meriden School District","STEP-Meriden School District","*","*","19"
"0801211","0800011","Meriden School District","Steps-Meriden School District","*","*","16"
"0801011","0800011","Meriden School District","Thomas Hooker School","359","62","421"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","*","*","42"
"0805411","0800011","Meriden School District","Washington Middle School","553","121","674"
"0830211","0830011","Middletown School District","Bielefield School","259","30","289"
"0831611","0830011","Middletown School District","Evening Program - MHS","11","0","11"
"0830511","0830011","Middletown School District","Farm Hill School","301","36","337"
"0830611","0830011","Middletown School District","ICM - Farm Hill","0","*","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","0","*","*"
"0832011","0830011","Middletown School District","ICM - Spencer","0","7","7"
"0830811","0830011","Middletown School District","ICM - Wesley","0","*","*"
"0830411","0830011","Middletown School District","ICM- Woodrow Wilson Middle School","0","6","6"
"0831511","0830011","Middletown School District","Keigwin Middle School","275","37","312"
"0831311","0830011","Middletown School District","Lawrence School","262","18","280"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","*","*","8"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","*","*","7"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","*","*","*"
"0830911","0830011","Middletown School District","MacDonough School","177","31","208"
"0836211","0830011","Middletown School District","Middletown High School","1072","130","1202"
"0831211","0830011","Middletown School District","Moody School","239","22","261"
"0830311","0830011","Middletown School District","OASIS","0","*","*"
"0832111","0830011","Middletown School District","STEM - Macdonough","20","0","20"
"0831111","0830011","Middletown School District","Snow School","315","78","393"
"0830111","0830011","Middletown School District","Spencer School","267","26","293"
"0839111","0830011","Middletown School District","Transition to Life Center","*","*","25"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","*","*","11"
"0831411","0830011","Middletown School District","Wesley School","243","24","267"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","602","68","670"
"0840111","0840011","Milford School District","Calf Pen Meadow School","252","41","293"
"0845111","0840011","Milford School District","East Shore Middle School","396","60","456"
"0845211","0840011","Milford School District","Harborside Middle School","472","64","536"
"0841911","0840011","Milford School District","J. F. Kennedy School","339","39","378"
"0846211","0840011","Milford School District","Jonathan Law High School","822","118","940"
"0846311","0840011","Milford School District","Joseph A. Foran High School","788","132","920"
"0841611","0840011","Milford School District","Live Oaks School","290","25","315"
"0841711","0840011","Milford School District","Mathewson School","366","48","414"
"0840711","0840011","Milford School District","Meadowside School","283","32","315"
"0840811","0840011","Milford School District","Orange Avenue School","350","59","409"
"0841811","0840011","Milford School District","Orchard Hills School","332","38","370"
"0841011","0840011","Milford School District","Pumpkin Delight School","262","18","280"
"0840311","0840011","Milford School District","The Academy","37","10","47"
"0845311","0840011","Milford School District","West Shore Middle School","402","48","450"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","448","49","497"
"0855211","0850011","Monroe School District","Jockey Hollow School","700","80","780"
"0850211","0850011","Monroe School District","Masuk Alternative Program","6","7","13"
"0856111","0850011","Monroe School District","Masuk High School","990","102","1092"
"0850111","0850011","Monroe School District","Monroe Elementary School","293","61","354"
"0850411","0850011","Monroe School District","REAL","*","0","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","382","48","430"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","289","53","342"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","477","74","551"
"0860111","0860011","Montville School District","Mohegan School","283","50","333"
"0866111","0860011","Montville School District","Montville High School","588","66","654"
"0860511","0860011","Montville School District","Oakdale School","254","43","297"
"0869011","0860011","Montville School District","Palmer Academy","7","21","28"
"0860311","0860011","Montville School District","Pre School Program","20","20","40"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","242","30","272"
"0888211","0880011","Naugatuck School District","Central Avenue Preschool","0","30","30"
"0885111","0880011","Naugatuck School District","City Hill Middle School","556","119","675"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","262","50","312"
"0880911","0880011","Naugatuck School District","Genesis Academy","11","0","11"
"0888111","0880011","Naugatuck School District","Head Start","111","7","118"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","249","63","312"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","278","32","310"
"0880311","0880011","Naugatuck School District","Maple Hill School","396","54","450"
"0886111","0880011","Naugatuck School District","Naugatuck High School","973","225","1198"
"0880611","0880011","Naugatuck School District","Salem School","241","25","266"
"0880711","0880011","Naugatuck School District","Western School","239","42","281"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","458","41","499"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc. Family Academy","458","41","499"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","458","41","499"
"0899111","0890011","New Britain School District","Alternative Center School","28","23","51"
"0891011","0890011","New Britain School District","Behavior Support","11","0","11"
"0899411","0890011","New Britain School District","CLIMB","0","18","18"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","408","59","467"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","716","75","791"
"0890511","0890011","New Britain School District","Gaffney School","448","130","578"
"0890611","0890011","New Britain School District","Holmes School","411","50","461"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","*","*","149"
"0890711","0890011","New Britain School District","Jefferson School","389","53","442"
"0891611","0890011","New Britain School District","KEY Elementary","*","*","44"
"0891711","0890011","New Britain School District","KEY Middle","0","12","12"
"0890811","0890011","New Britain School District","Lincoln School","576","112","688"
"0896111","0890011","New Britain School District","New Britain High School","2118","342","2460"
"0899011","0890011","New Britain School District","New Britain Transition Center","8","30","38"
"0890911","0890011","New Britain School District","Northend School","254","31","285"
"0890111","0890011","New Britain School District","Preschool at Roosevelt","85","52","137"
"0895311","0890011","New Britain School District","Pulaski Middle School","615","151","766"
"0891811","0890011","New Britain School District","STEPS","7","29","36"
"0895211","0890011","New Britain School District","Slade Middle School","618","115","733"
"0891211","0890011","New Britain School District","Smalley Academy","571","107","678"
"0891311","0890011","New Britain School District","Smith School","501","79","580"
"0890411","0890011","New Britain School District","Sunrise Intermediate","0","12","12"
"0890211","0890011","New Britain School District","Sunrise Primary","0","22","22"
"0891511","0890011","New Britain School District","Vance School","459","64","523"
"0900411","0900011","New Canaan School District","East School","507","36","543"
"0906111","0900011","New Canaan School District","New Canaan High School","1102","149","1251"
"0905111","0900011","New Canaan School District","Saxe Middle School","1194","133","1327"
"0900211","0900011","New Canaan School District","South School","507","35","542"
"0900311","0900011","New Canaan School District","West School","496","51","547"
"0910311","0910011","New Fairfield School District","Alternative Learning Center","*","*","8"
"0910111","0910011","New Fairfield School District","Consolidated School","443","58","501"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","446","44","490"
"0916111","0910011","New Fairfield School District","New Fairfield High School","825","79","904"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","534","53","587"
"0920311","0920011","New Hartford School District","Ann Antolini School","260","36","296"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","99","14","113"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","51","10","61"
"0931211","0930011","New Haven School District","Edgewood School","393","44","437"
"0931411","0930011","New Haven School District","Nathan Hale School","469","55","524"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","423","59","482"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","506","57","563"
"0930311","0930011","New Haven School District","Beecher School","465","40","505"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","460","70","530"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","417","39","456"
"0934311","0930011","New Haven School District","Bishop Woods School","417","64","481"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","0","16","16"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","311","57","368"
"0934111","0930011","New Haven School District","Christopher Columbus Academy","415","46","461"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","452","68","520"
"0930611","0930011","New Haven School District","Clinton Avenue School","501","76","577"
"0934111","0930011","New Haven School District","Columbus Family Academy","415","46","461"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","581","56","637"
"0936411","0930011","New Haven School District","Cooperative High School","561","86","647"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","445","52","497"
"0935611","0930011","New Haven School District","Domus Academy","12","17","29"
"0938111","0930011","New Haven School District","Early Learning Center","97","26","123"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","416","60","476"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","559","45","604"
"0931611","0930011","New Haven School District","Fair Haven School","682","83","765"
"0938011","0930011","New Haven School District","Headstart","358","9","367"
"0938311","0930011","New Haven School District","Helene Grant Headstart","220","46","266"
"0936611","0930011","New Haven School District","High School In The Community","198","53","251"
"0930711","0930011","New Haven School District","Hill Central Music Academy","445","50","495"
"0936311","0930011","New Haven School District","Hill Regional Career High School","612","53","665"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","160","34","194"
"0936211","0930011","New Haven School District","James Hillhouse High School","773","172","945"
"0931311","0930011","New Haven School District","John C. Daniels","472","56","528"
"0930811","0930011","New Haven School District","John S. Martinez School","486","39","525"
"0932111","0930011","New Haven School District","Katherine Brennan/Clarence Rogers School","408","84","492"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","491","68","559"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","323","55","378"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","483","56","539"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","355","48","403"
"0934411","0930011","New Haven School District","NHPS Self Contained Autism","*","*","40"
"0935011","0930011","New Haven School District","NHPS Self Contained Intellectually Disabled","0","30","30"
"0934511","0930011","New Haven School District","NHPS Self Contained Multi-Handicapped","*","*","42"
"0937011","0930011","New Haven School District","New Haven Academy","226","29","255"
"0932211","0930011","New Haven School District","New Horizons High School","51","29","80"
"0932611","0930011","New Haven School District","New Light High School","26","11","37"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","*","0","*"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","282","24","306"
"0939111","0930011","New Haven School District","Riverside Education Academy","49","31","80"
"0931011","0930011","New Haven School District","Ross/Woodward School","623","46","669"
"0936711","0930011","New Haven School District","Sound School","278","62","340"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","355","42","397"
"0932911","0930011","New Haven School District","Truman School","435","58","493"
"0934911","0930011","New Haven School District","West Rock Authors Academy","222","19","241"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","364","61","425"
"0936111","0930011","New Haven School District","Wilbur Cross High School","1208","238","1446"
"0933811","0930011","New Haven School District","Worthington Hooker School","414","27","441"
"0950311","0950011","New London School District","Jennings School","496","63","559"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","508","94","602"
"0950611","0950011","New London School District","Early Childhood Center at Harbor","102","13","115"
"0950911","0950011","New London School District","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","428","75","503"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","428","75","503"
"0956111","0950011","New London School District","New London High School","765","198","963"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","484","96","580"
"0960511","0960011","New Milford School District","Hill And Plain School","386","48","434"
"0960511","0960011","New Milford School District","John Pettibone School","386","48","434"
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","0","17","17"
"0966111","0960011","New Milford School District","New Milford High School","1189","156","1345"
"0960811","0960011","New Milford School District","Northville Elementary School","386","55","441"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","846","113","959"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","868","163","1031"
"0940611","0940011","Newington School District","Anna Reynolds School","418","55","473"
"0940211","0940011","Newington School District","Elizabeth Green School","256","38","294"
