"school_code","district_code","district","school","free","non_subsidized","reduced","total"
"0141511","0140011","Branford School District","Mary R. Tisko School","42","383","11","436"
"0141411","0140011","Branford School District","Mary T. Murphy School","76","299","34","409"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","100","45","15","160"
"0150111","0150011","Bridgeport School District","Barnum School","588","*","*","600"
"0156111","0150011","Bridgeport School District","Bassick High School","1204","15","38","1257"
"0150211","0150011","Bridgeport School District","Beardsley School","382","*","*","392"
"0150311","0150011","Bridgeport School District","Black Rock School","228","*","*","234"
"0154011","0150011","Bridgeport School District","Blackham School","1003","31","25","1059"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","*","0","*","57"
"0150411","0150011","Bridgeport School District","Bryant School","*","0","*","440"
"0156211","0150011","Bridgeport School District","Central High School","2008","85","194","2287"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","1069","8","16","1093"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","325","9","9","343"
"0150511","0150011","Bridgeport School District","Columbus School","621","0","8","629"
"0153911","0150011","Bridgeport School District","Cross School","355","7","11","373"
"0154211","0150011","Bridgeport School District","Curiale School","538","*","*","562"
"0154111","0150011","Bridgeport School District","Dunbar School","385","0","12","397"
"0150711","0150011","Bridgeport School District","Edison School","309","*","*","317"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","752","*","*","771"
"0151111","0150011","Bridgeport School District","Hall School","262","*","*","273"
"0151211","0150011","Bridgeport School District","Hallen School","336","6","12","354"
"0156311","0150011","Bridgeport School District","Harding High School","1564","17","71","1652"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","373","61","7","441"
"0151311","0150011","Bridgeport School District","Hooker School","423","21","26","470"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","572","*","*","596"
"0151911","0150011","Bridgeport School District","Longfellow School","404","0","9","413"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","842","*","*","854"
"0152011","0150011","Bridgeport School District","Madison School","516","*","*","531"
"0159511","0150011","Bridgeport School District","Make The Grade","*","0","*","42"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","411","12","22","445"
"0159411","0150011","Bridgeport School District","New Start Program","*","0","*","38"
"0159211","0150011","Bridgeport School District","Park City Academy","34","0","0","34"
"0151711","0150011","Bridgeport School District","Park City Magnet School","431","38","32","501"
"0152511","0150011","Bridgeport School District","Read School","884","8","27","919"
"0152611","0150011","Bridgeport School District","Roosevelt School","540","*","*","550"
"0154411","0150011","Bridgeport School District","Skane Center","*","0","*","210"
"0159111","0150011","Bridgeport School District","The University School","*","0","*","24"
"0153011","0150011","Bridgeport School District","Waltersville School","532","8","21","561"
"0153611","0150011","Bridgeport School District","Winthrop School","619","46","64","729"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","10","*","*","23"
"0176111","0170011","Bristol School District","Bristol Central High School","359","914","144","1417"
"0176211","0170011","Bristol School District","Bristol Eastern High School","266","949","103","1318"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","299","483","99","881"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","249","79","44","372"
"0170111","0170011","Bristol School District","Clarence A. Bingham School","86","137","19","242"
"0170311","0170011","Bristol School District","Edgewood School","103","228","28","359"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","126","301","65","492"
"0170511","0170011","Bristol School District","Greene-Hills School","91","248","28","367"
"0171911","0170011","Bristol School District","Ivy Drive School","94","257","31","382"
"0170611","0170011","Bristol School District","John J. Jennings School","50","298","18","366"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","157","314","72","543"
"0171711","0170011","Bristol School District","Mountain View School","74","281","36","391"
"0175211","0170011","Bristol School District","Northeast Middle School","124","392","50","566"
"0171111","0170011","Bristol School District","South Side School","165","355","55","575"
"0171211","0170011","Bristol School District","Stafford School","136","332","49","517"
"0186111","0180011","Brookfield School District","Brookfield High School","*","1000","*","1016"
"0180311","0180011","Brookfield School District","Center Elementary School","*","398","*","406"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","10","591","8","609"
"0185311","0180011","Brookfield School District","Whisconier Middle School","20","876","19","915"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","86","464","31","581"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","50","318","32","400"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","8","77","0","85"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","57","284","16","357"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","24","208","10","242"
"0236111","0230011","Canton School District","Canton High School","18","495","9","522"
"0230311","0230011","Canton School District","Canton Intermediate School","*","378","*","394"
"0235111","0230011","Canton School District","Canton Middle School","*","269","*","279"
"0230211","0230011","Canton School District","Cherry Brook Primary School","*","546","*","553"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","20","51","7","78"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","*","*","0","16"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","30","196","25","251"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","*","143","*","164"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","45","90","12","147"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","7","11","0","18"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","24","88","12","124"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","*","33","*","68"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","157","433","93","683"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","83","211","38","332"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","27","59","19","105"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","13","127","9","149"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","0","53","0","53"
"2419314","2410014","Capitol Region Education Council","River Street School","0","149","0","149"
"2419114","2410014","Capitol Region Education Council","Soundbridge","*","96","*","98"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","148","395","46","589"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","104","241","67","412"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","*","138","*","178"
"2870113","2870013","Charter School for Young Children on Asylum Hill District","Charter School for Young Children on Asylum Hill  Inc.","0","136","0","136"
"0250111","0250011","Cheshire School District","Chapman School","*","310","*","329"
"0256111","0250011","Cheshire School District","Cheshire High School","45","1501","33","1579"
"0250211","0250011","Cheshire School District","Darcey School","0","385","0","385"
"0255111","0250011","Cheshire School District","Dodd Middle School","28","766","24","818"
"0250611","0250011","Cheshire School District","Doolittle School","34","491","7","532"
"0250411","0250011","Cheshire School District","Highland School","23","824","22","869"
"0259011","0250011","Cheshire School District","Humiston School","*","17","*","24"
"0250511","0250011","Cheshire School District","Norton School","14","444","12","470"
"0260111","0260011","Chester School District","Chester Elementary School","13","299","7","319"
"0270111","0270011","Clinton School District","Abraham Pierson School","18","280","15","313"
"0275111","0270011","Clinton School District","Jared Eliot School","39","418","35","492"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","64","597","28","689"
"0276111","0270011","Clinton School District","The Morgan School","31","544","15","590"
"0286111","0280011","Colchester School District","Bacon Academy","50","881","37","968"
"0280411","0280011","Colchester School District","Colchester Elementary School","52","668","19","739"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","64","622","24","710"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","54","679","30","763"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","*","103","*","116"
"0300111","0300011","Columbia School District","Horace W. Porter School","23","531","19","573"
"2686113","2680013","Common Ground High School District","Common Ground High School","87","50","18","155"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","270","267","78","615"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","310","441","124","875"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","184","250","57","491"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","294","164","66","524"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","167","382","69","618"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","64","415","41","520"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","165","501","61","727"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","78","443","47","568"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","98","411","69","578"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","89","475","33","597"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","83","112","30","225"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","88","341","44","473"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","67","632","42","741"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","149","643","92","884"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","75","464","44","583"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","200","434","82","716"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","105","373","44","522"
"2439014","2430014","Cooperative Educational Services","C. E. S. Special Education","79","161","30","270"
"2438014","2430014","Cooperative Educational Services","School Readiness","18","25","11","54"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","61","337","32","430"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","11","111","0","122"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","44","454","16","514"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","*","*","0","14"
"0320211","0320011","Coventry School District","Coventry Grammar School","32","360","18","410"
"0326111","0320011","Coventry School District","Coventry High School","40","488","25","553"
"0320411","0320011","Coventry School District","George Hersey Robertson School","41","401","19","461"
"0336111","0330011","Cromwell School District","Cromwell High School","41","513","19","573"
"0335111","0330011","Cromwell School District","Cromwell Middle School","33","411","18","462"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","44","422","22","488"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","31","437","26","494"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","*","60","*","86"
"0345111","0340011","Danbury School District","Broadview Middle School","208","839","58","1105"
"0346111","0340011","Danbury School District","Danbury High School","466","2213","160","2839"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","125","176","50","351"
"0341111","0340011","Danbury School District","Great Plain School","62","209","30","301"
"0340211","0340011","Danbury School District","Hayestown Avenue School","113","254","39","406"
"0341711","0340011","Danbury School District","King Street Intermediate School","67","233","17","317"
"0341311","0340011","Danbury School District","King Street Primary School","54","260","20","334"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","77","250","25","352"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","71","205","20","296"
"0340611","0340011","Danbury School District","Morris Street School","162","114","70","346"
"0340811","0340011","Danbury School District","Park Avenue School","180","186","34","400"
"0341511","0340011","Danbury School District","Pembroke School","90","236","10","336"
"0345211","0340011","Danbury School District","Rogers Park Middle School","223","736","61","1020"
"0341211","0340011","Danbury School District","Shelter Rock School","91","251","33","375"
"0341011","0340011","Danbury School District","South Street School","110","182","43","335"
"0341611","0340011","Danbury School District","Stadley Rough School","91","350","29","470"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","20","332","19","371"
"0356111","0350011","Darien School District","Darien High School","37","1191","8","1236"
"0350211","0350011","Darien School District","Hindley Elementary School","0","518","0","518"
"0350711","0350011","Darien School District","Holmes Elementary School","*","465","*","475"
"0355111","0350011","Darien School District","Middlesex Middle School","7","1116","9","1132"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","0","495","0","495"
"0350511","0350011","Darien School District","Royle Elementary School","*","432","*","440"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","425","0","425"
"0360111","0360011","Deep River School District","Deep River Elementary School","31","315","7","353"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","0","*","0","*"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","0","*","0","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","0","*","0","*"
"0370611","0370011","Derby School District","Bradley School","78","266","39","383"
"0376111","0370011","Derby School District","Derby High School","208","365","68","641"
"0370411","0370011","Derby School District","Irving School","237","153","48","438"
"0400111","0400011","East Granby School District","Allgrove School","*","*","0","288"
"0406111","0400011","East Granby School District","East Granby High School","*","*","0","252"
"0405111","0400011","East Granby School District","East Granby Middle School","*","*","0","216"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","*","*","0","142"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","18","401","14","433"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","23","384","11","418"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","31","514","27","572"
"0420311","0420011","East Hampton School District","Center School","23","314","13","350"
"0426111","0420011","East Hampton School District","East Hampton High School","30","554","11","595"
"0425111","0420011","East Hampton School District","East Hampton Middle School","29","435","10","474"
"0420111","0420011","East Hampton School District","Memorial School","22","594","13","629"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","0","7","0","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","198","70","54","322"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","34","107","28","169"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","252","106","52","410"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","177","105","50","332"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","81","188","53","322"
"0436211","0430011","East Hartford School District","East Hartford High School","787","825","286","1898"
"0435111","0430011","East Hartford School District","East Hartford Middle School","464","349","154","967"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","104","205","44","353"
"0430511","0430011","East Hartford School District","Hockanum School","192","101","40","333"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","114","169","48","331"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","237","119","58","414"
"0431211","0430011","East Hartford School District","Silver Lane School","204","54","39","297"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","71","58","19","148"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","266","157","69","492"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","104","166","8","278"
"0439011","0430011","East Hartford School District","Woodland School","106","41","22","169"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","20","192","16","228"
"0441411","0440011","East Haven School District","D. C. Moore School","80","135","18","233"
"0440111","0440011","East Haven School District","Deer Run School","70","215","52","337"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","31","129","29","189"
"0446111","0440011","East Haven School District","East Haven High School","167","750","97","1014"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","73","106","33","212"
"0441911","0440011","East Haven School District","Hays School","27","128","8","163"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","110","322","67","499"
"0440711","0440011","East Haven School District","Momauguin School","76","101","27","204"
"0441811","0440011","East Haven School District","Overbrook Elementary School","30","123","6","159"
"0449011","0440011","East Haven School District","Pathways","*","27","*","46"
"0441611","0440011","East Haven School District","Robert W. Carbone School","73","177","42","292"
"0456111","0450011","East Lyme School District","East Lyme High School","23","1206","18","1247"
"0455111","0450011","East Lyme School District","East Lyme Middle School","36","819","15","870"
"0450111","0450011","East Lyme School District","Flanders School","12","349","7","368"
"0458011","0450011","East Lyme School District","Integrated Preschool","0","50","0","50"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","28","323","15","366"
"0450211","0450011","East Lyme School District","Niantic Center School","17","213","17","247"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","136","432","32","600"
"0476111","0470011","East Windsor School District","East Windsor High School","68","312","31","411"
"0475411","0470011","East Windsor School District","East Windsor Middle School","90","300","34","424"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","54","*","65"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","22","*","*","48"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","*","15","*","34"
"0390111","0390011","Eastford School District","Eastford Elementary School","20","165","0","185"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","383","*","387"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","756","*","769"
"2428014","2420014","EdAdvance","EdAdvance Headstart","167","0","0","167"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","*","*","0","27"
"0480111","0480011","Ellington School District","Center School","29","394","6","429"
"0480211","0480011","Ellington School District","Crystal Lake School","*","208","*","221"
"0486111","0480011","Ellington School District","Ellington High School","20","743","15","778"
"0485111","0480011","Ellington School District","Ellington Middle School","11","371","8","390"
"0480711","0480011","Ellington School District","Windermere Intermediate School","21","377","8","406"
"0480611","0480011","Ellington School District","Windermere School","*","384","*","410"
"2810113","2810013","Elm City College Preparatory School","Elm City College Preparatory School","254","169","86","509"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","24","305","10","339"
"0491611","0490011","Enfield School District","Eli Whitney School","53","320","31","404"
"0496111","0490011","Enfield School District","Enfield High School","138","706","49","893"
"0490211","0490011","Enfield School District","Enfield Street School","109","206","33","348"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","*","*","0","8"
"0496211","0490011","Enfield School District","Enrico Fermi High School","152","949","73","1174"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","42","226","15","283"
"0490411","0490011","Enfield School District","Hazardville Memorial School","51","334","20","405"
"0498011","0490011","Enfield School District","Head Start Program","104","0","0","104"
"0491811","0490011","Enfield School District","Henry Barnard School","100","282","36","418"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","166","681","76","923"
"0491111","0490011","Enfield School District","Nathan Hale School","24","228","11","263"
"0491511","0490011","Enfield School District","Prudence Crandall School","64","332","39","435"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","198","64","37","299"
"0500111","0500011","Essex School District","Essex Elementary School","19","569","6","594"
"2726113","2720013","Explorations District","Explorations","*","60","*","85"
"0510211","0510011","Fairfield School District","Burr Elementary School","*","461","*","469"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","315","*","322"
"0518011","0510011","Fairfield School District","Early Childhood Center","*","*","0","126"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","40","1320","32","1392"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","69","1168","36","1273"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","*","588","*","605"
"0510411","0510011","Fairfield School District","Holland Hill School","33","293","24","350"
"0511711","0510011","Fairfield School District","Jennings School","9","337","10","356"
"0510611","0510011","Fairfield School District","McKinley School","96","296","44","436"
"0510711","0510011","Fairfield School District","Mill Hill School","*","456","*","470"
"0511611","0510011","Fairfield School District","North Stratfield School","11","482","9","502"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","516","*","527"
"0511211","0510011","Fairfield School District","Riverfield School","8","464","6","478"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","65","774","50","889"
"0511311","0510011","Fairfield School District","Sherman School","15","423","8","446"
"0511411","0510011","Fairfield School District","Stratfield School","7","528","7","542"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","25","717","28","770"
"0520411","0520011","Farmington School District","East Farms School","*","410","*","428"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","*","*","0","72"
"0526111","0520011","Farmington School District","Farmington High School","59","1269","32","1360"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","26","630","15","671"
"0520211","0520011","Farmington School District","Noah Wallace School","19","320","6","345"
"0520111","0520011","Farmington School District","Union School","19","270","6","295"
"0520311","0520011","Farmington School District","West District School","*","330","*","345"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","26","630","20","676"
"0530111","0530011","Franklin School District","Franklin Elementary School","*","205","*","225"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","16","549","10","575"
"0540311","0540011","Glastonbury School District","Eastbury School","*","*","0","342"
"0540811","0540011","Glastonbury School District","Gideon Welles School","26","497","7","530"
"0546111","0540011","Glastonbury School District","Glastonbury High School","82","1927","57","2066"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","6","512","7","525"
"0540611","0540011","Glastonbury School District","Hopewell School","11","506","13","530"
"0540711","0540011","Glastonbury School District","Naubuc School","54","416","18","488"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","10","647","7","664"
"0545211","0540011","Glastonbury School District","Smith Middle School","40","1074","14","1128"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","451","*","473"
"0566111","0560011","Granby School District","Granby Memorial High School","11","720","6","737"
"0565111","0560011","Granby School District","Granby Memorial Middle School","*","364","*","379"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","335","*","350"
"0560311","0560011","Granby School District","Wells Road Intermediate School","10","313","7","330"
"0575111","0570011","Greenwich School District","Central Middle School","46","629","15","690"
"0570211","0570011","Greenwich School District","Cos Cob School","14","395","6","415"
"0575211","0570011","Greenwich School District","Eastern Middle School","15","721","11","747"
"0570411","0570011","Greenwich School District","Glenville School","9","265","9","283"
"0576111","0570011","Greenwich School District","Greenwich High School","177","2388","112","2677"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","121","198","62","381"
"0571311","0570011","Greenwich School District","International School At Dundee","16","352","7","375"
"0570311","0570011","Greenwich School District","Julian Curtiss School","60","264","14","338"
"0570611","0570011","Greenwich School District","New Lebanon School","47","143","37","227"
"0570711","0570011","Greenwich School District","North Mianus School","*","452","*","457"
"0570811","0570011","Greenwich School District","North Street School","*","*","0","497"
"0570911","0570011","Greenwich School District","Old Greenwich School","*","*","0","441"
"0571111","0570011","Greenwich School District","Parkway School","*","324","*","328"
"0571011","0570011","Greenwich School District","Riverside School","*","*","0","517"
"0575311","0570011","Greenwich School District","Western Middle School","81","367","46","494"
"0580311","0580011","Griswold School District","Griswold Elementary School","248","627","56","931"
"0586211","0580011","Griswold School District","Griswold High School","120","619","27","766"
"0585111","0580011","Griswold School District","Griswold Middle School","94","296","28","418"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","14","347","13","374"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","216","213","39","468"
"0591811","0590011","Groton School District","Charles Barnum School","73","296","65","434"
"0590311","0590011","Groton School District","Claude Chester School","117","212","40","369"
"0595111","0590011","Groton School District","Fitch Middle School","99","237","96","432"
"0591711","0590011","Groton School District","Mary Morrisson School","48","214","64","326"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","27","369","16","412"
"0591211","0590011","Groton School District","Pleasant Valley School","57","238","27","322"
"0596111","0590011","Groton School District","Robert E. Fitch High School","256","995","137","1388"
"0590111","0590011","Groton School District","S. B. Butler School","11","325","8","344"
"0595211","0590011","Groton School District","West Side Middle School","60","176","29","265"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","24","534","16","574"
"0600611","0600011","Guilford School District","A. W. Cox School","13","299","7","319"
"0600411","0600011","Guilford School District","Calvin Leete School","*","319","*","335"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","18","576","10","604"
"0606111","0600011","Guilford School District","Guilford High School","41","1077","20","1138"
"0600211","0600011","Guilford School District","Guilford Lakes School","*","422","*","438"
"0600311","0600011","Guilford School District","Melissa Jones School","12","331","14","357"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","0","91","0","91"
"0621211","0620011","Hamden School District","Bear Path School","39","409","16","464"
"0620211","0620011","Hamden School District","Church Street School","213","120","75","408"
"0620311","0620011","Hamden School District","Dunbar Hill School","74","223","35","332"
"0626111","0620011","Hamden School District","Hamden High School","415","1574","124","2113"
"0625211","0620011","Hamden School District","Hamden Middle School","255","531","80","866"
"0620411","0620011","Hamden School District","Helen Street School","140","136","30","306"
