"school_code","district_code","district","school","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total"
"0450211","0450011","East Lyme School District","Niantic Center School","0","43","43","46","48","49","0","0","0","0","0","0","0","0","229"
"0455111","0450011","East Lyme School District","East Lyme Middle School","0","0","0","0","0","0","211","212","214","213","0","0","0","0","850"
"0456111","0450011","East Lyme School District","East Lyme High School","0","0","0","0","0","0","0","0","0","0","288","298","292","330","1208"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","65","92","103","97","99","102","0","0","0","0","0","0","0","0","558"
"0475411","0470011","East Windsor School District","East Windsor Middle School","0","0","0","0","0","0","113","*","92","96","0","0","0","*","393"
"0476111","0470011","East Windsor School District","East Windsor High School","0","0","0","0","0","0","0","0","0","0","112","98","90","78","378"
"0390111","0390011","Eastford School District","Eastford Elementary School","15","23","18","14","14","22","15","22","18","19","0","0","0","0","180"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","30","108","92","103","115","125","132","0","0","0","0","0","0","0","705"
"0465111","0460011","Easton School District","Helen Keller Middle School","0","0","0","0","0","0","0","141","119","136","0","0","0","0","396"
"2428014","2420014","EdAdvance","EdAdvance Headstart","183","0","0","0","0","0","0","0","0","0","0","0","0","0","183"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","0","0","*","0","*","*","*","*","*","*","*","*","8","*","34"
"0480111","0480011","Ellington School District","Center School","48","78","64","87","85","70","0","0","0","0","0","0","0","0","432"
"0480211","0480011","Ellington School District","Crystal Lake School","0","44","42","43","43","45","0","0","0","0","0","0","0","0","217"
"0480611","0480011","Ellington School District","Windermere School","0","77","101","72","86","103","0","0","0","0","0","0","0","0","439"
"0480711","0480011","Ellington School District","Windermere Intermediate School","0","0","0","0","0","0","204","232","0","0","0","0","0","0","436"
"0485111","0480011","Ellington School District","Ellington Middle School","0","0","0","0","0","0","0","0","197","213","0","0","0","0","410"
"0486111","0480011","Ellington School District","Ellington High School","0","0","0","0","0","0","0","0","0","0","221","198","198","174","791"
"0491611","0490011","Enfield School District","Eli Whitney School","54","54","41","49","52","52","70","46","0","0","0","0","0","0","418"
"0490211","0490011","Enfield School District","Enfield Street School","21","49","51","51","51","42","46","36","0","0","0","0","0","0","347"
"0498011","0490011","Enfield School District","Head Start Program","104","0","0","0","0","0","0","0","0","0","0","0","0","0","104"
"0491811","0490011","Enfield School District","Henry Barnard School","*","75","68","55","54","53","*","50","0","0","0","0","0","0","397"
"0491111","0490011","Enfield School District","Nathan Hale School","0","32","27","34","32","47","45","30","0","0","0","0","0","0","247"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","0","48","43","53","51","47","44","39","0","0","0","0","0","0","325"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","0","32","27","29","41","39","32","34","0","0","0","0","0","0","234"
"0490411","0490011","Enfield School District","Hazardville Memorial School","0","48","54","48","52","45","64","55","0","0","0","0","0","0","366"
"0491511","0490011","Enfield School District","Prudence Crandall School","0","52","50","56","57","49","55","60","0","0","0","0","0","0","379"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","0","48","56","45","41","41","43","27","0","0","0","0","0","0","301"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","0","0","0","0","0","0","0","0","441","407","0","0","0","0","848"
"0496111","0490011","Enfield School District","Enfield High School","0","0","0","0","0","0","0","0","0","0","236","163","217","193","809"
"0496211","0490011","Enfield School District","Enrico Fermi High School","0","0","0","0","0","0","0","0","0","0","270","267","334","231","1102"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10"
"0500111","0500011","Essex School District","Essex Elementary School","45","56","86","79","75","73","94","85","0","0","0","0","0","0","593"
"0510211","0510011","Fairfield School District","Burr Elementary School","20","66","58","85","57","63","71","0","0","0","0","0","0","0","420"
"0518011","0510011","Fairfield School District","Early Childhood Center","118","0","0","0","0","0","0","0","0","0","0","0","0","0","118"
"0510611","0510011","Fairfield School District","McKinley School","20","95","80","71","64","91","69","0","0","0","0","0","0","0","490"
"0511711","0510011","Fairfield School District","Jennings School","0","44","54","49","62","68","70","0","0","0","0","0","0","0","347"
"0511311","0510011","Fairfield School District","Sherman School","0","64","90","63","79","79","67","0","0","0","0","0","0","0","442"
"0510111","0510011","Fairfield School District","Dwight Elementary School","0","48","44","46","62","55","59","0","0","0","0","0","0","0","314"
"0510411","0510011","Fairfield School District","Holland Hill School","0","54","49","55","59","57","59","0","0","0","0","0","0","0","333"
"0510711","0510011","Fairfield School District","Mill Hill School","0","72","87","76","75","78","86","0","0","0","0","0","0","0","474"
"0511611","0510011","Fairfield School District","North Stratfield School","0","76","66","87","80","97","77","0","0","0","0","0","0","0","483"
"0511811","0510011","Fairfield School District","Osborn Hill School","0","89","87","96","84","93","89","0","0","0","0","0","0","0","538"
"0511211","0510011","Fairfield School District","Riverfield School","0","67","66","73","67","81","97","0","0","0","0","0","0","0","451"
"0511411","0510011","Fairfield School District","Stratfield School","0","94","60","107","71","86","86","0","0","0","0","0","0","0","504"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","0","0","0","0","0","0","0","214","240","214","0","0","0","0","668"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","0","0","0","0","0","0","0","329","353","303","0","0","0","0","985"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","0","0","0","0","0","0","0","281","252","251","0","0","0","0","784"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","0","0","0","0","0","0","0","0","0","0","407","387","357","352","1503"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","0","0","0","0","0","0","0","0","0","0","372","317","331","308","1328"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","76","0","0","0","0","0","0","0","0","0","0","0","0","0","76"
"0520411","0520011","Farmington School District","East Farms School","0","88","91","95","111","84","0","0","0","0","0","0","0","0","469"
"0520211","0520011","Farmington School District","Noah Wallace School","0","61","68","80","63","74","0","0","0","0","0","0","0","0","346"
"0520111","0520011","Farmington School District","Union School","0","56","72","61","49","62","0","0","0","0","0","0","0","0","300"
"0520311","0520011","Farmington School District","West District School","0","67","70","77","63","61","0","0","0","0","0","0","0","0","338"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","0","0","0","0","0","0","289","314","0","0","0","0","0","0","603"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","0","0","0","0","0","0","0","0","344","344","0","0","0","0","688"
"0526111","0520011","Farmington School District","Farmington High School","0","0","0","0","0","0","0","0","0","0","347","336","291","335","1309"
"0530111","0530011","Franklin School District","Franklin Elementary School","30","20","19","20","21","22","30","21","18","21","0","0","0","0","222"
"0540711","0540011","Glastonbury School District","Naubuc School","41","74","70","66","83","83","80","0","0","0","0","0","0","0","497"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","32","95","104","109","104","121","98","0","0","0","0","0","0","0","663"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","0","74","79","91","97","94","83","0","0","0","0","0","0","0","518"
"0540311","0540011","Glastonbury School District","Eastbury School","0","33","47","45","57","58","63","0","0","0","0","0","0","0","303"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","0","66","85","82","95","75","102","0","0","0","0","0","0","0","505"
"0540611","0540011","Glastonbury School District","Hopewell School","0","63","76","85","88","99","91","0","0","0","0","0","0","0","502"
"0540811","0540011","Glastonbury School District","Gideon Welles School","0","0","0","0","0","0","0","506","0","0","0","0","0","0","506"
"0545211","0540011","Glastonbury School District","Smith Middle School","0","0","0","0","0","0","0","0","557","556","0","0","0","0","1113"
"0546111","0540011","Glastonbury School District","Glastonbury High School","0","0","0","0","0","0","0","0","0","0","583","559","505","554","2201"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","6","110","154","153","0","0","0","0","0","0","0","0","0","0","423"
"0560411","0560011","Granby School District","Kelly Lane Primary School","0","0","0","0","94","80","89","67","0","0","0","0","0","0","330"
"0560311","0560011","Granby School District","Wells Road Intermediate School","0","0","0","0","72","92","85","98","0","0","0","0","0","0","347"
"0565111","0560011","Granby School District","Granby Memorial Middle School","0","0","0","0","0","0","0","0","195","160","0","0","0","0","355"
"0566111","0560011","Granby School District","Granby Memorial High School","0","0","0","0","0","0","0","0","0","0","207","195","189","194","785"
"0570211","0570011","Greenwich School District","Cos Cob School","14","70","59","77","59","67","72","0","0","0","0","0","0","0","418"
"0570411","0570011","Greenwich School District","Glenville School","*","81","57","54","48","69","*","0","0","0","0","0","0","0","347"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","54","65","71","59","60","58","49","0","0","0","0","0","0","0","416"
"0570311","0570011","Greenwich School District","Julian Curtiss School","*","54","64","*","56","54","74","0","0","0","0","0","0","0","353"
"0570611","0570011","Greenwich School District","New Lebanon School","14","39","36","39","45","43","27","0","0","0","0","0","0","0","243"
"0570811","0570011","Greenwich School District","North Street School","29","73","66","76","67","73","67","0","0","0","0","0","0","0","451"
"0570911","0570011","Greenwich School District","Old Greenwich School","29","66","73","74","63","66","39","0","0","0","0","0","0","0","410"
"0571011","0570011","Greenwich School District","Riverside School","*","86","83","89","85","96","*","0","0","0","0","0","0","0","514"
"0571311","0570011","Greenwich School District","International School At Dundee","0","53","62","59","63","67","68","0","0","0","0","0","0","0","372"
"0570711","0570011","Greenwich School District","North Mianus School","0","67","84","65","76","79","81","0","0","0","0","0","0","0","452"
"0571111","0570011","Greenwich School District","Parkway School","0","41","43","44","60","48","56","0","0","0","0","0","0","0","292"
"0575111","0570011","Greenwich School District","Central Middle School","0","0","0","0","0","0","0","217","191","213","0","0","0","0","621"
"0575211","0570011","Greenwich School District","Eastern Middle School","0","0","0","0","0","0","0","270","274","249","0","0","0","0","793"
"0575311","0570011","Greenwich School District","Western Middle School","0","0","0","0","0","0","0","160","165","168","0","0","0","0","493"
"0576111","0570011","Greenwich School District","Greenwich High School","0","0","0","0","0","0","0","0","0","0","676","708","640","649","2673"
"0580311","0580011","Griswold School District","Griswold Elementary School","83","123","113","132","133","142","0","0","0","0","0","0","0","0","726"
"0585111","0580011","Griswold School District","Griswold Middle School","0","0","0","0","0","0","159","141","141","129","0","0","0","0","570"
"0586211","0580011","Griswold School District","Griswold High School","0","0","0","0","0","0","0","0","0","0","177","178","176","178","709"
"0591811","0590011","Groton School District","Charles Barnum School","84","72","54","55","40","49","30","0","0","0","0","0","0","0","384"
"0590311","0590011","Groton School District","Claude Chester School","70","59","47","48","54","57","53","0","0","0","0","0","0","0","388"
"0591711","0590011","Groton School District","Mary Morrisson School","58","62","73","41","43","34","42","0","0","0","0","0","0","0","353"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","28","57","84","68","53","69","69","0","0","0","0","0","0","0","428"
"0591211","0590011","Groton School District","Pleasant Valley School","*","56","55","49","58","46","*","0","0","0","0","0","0","0","302"
"0590111","0590011","Groton School District","S. B. Butler School","41","37","57","53","51","48","60","0","0","0","0","0","0","0","347"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","0","100","83","75","70","76","74","0","0","0","0","0","0","0","478"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","0","0","0","0","0","0","0","121","119","119","0","0","0","0","359"
"0595111","0590011","Groton School District","Fitch Middle School","0","0","0","0","0","0","0","154","124","133","0","0","0","0","411"
"0595211","0590011","Groton School District","West Side Middle School","0","0","0","0","0","0","0","81","95","72","0","0","0","0","248"
"0596111","0590011","Groton School District","Robert E. Fitch High School","0","0","0","0","0","0","0","0","0","0","313","326","335","297","1271"
"0600211","0600011","Guilford School District","Guilford Lakes School","52","66","66","73","64","88","0","0","0","0","0","0","0","0","409"
"0600611","0600011","Guilford School District","A. W. Cox School","0","71","54","61","70","60","0","0","0","0","0","0","0","0","316"
"0600411","0600011","Guilford School District","Calvin Leete School","0","62","66","62","76","69","0","0","0","0","0","0","0","0","335"
"0600311","0600011","Guilford School District","Melissa Jones School","0","66","74","73","79","54","0","0","0","0","0","0","0","0","346"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","0","0","0","0","0","0","312","275","0","0","0","0","0","0","587"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","0","0","0","0","0","0","0","0","272","300","0","0","0","0","572"
"0606111","0600011","Guilford School District","Guilford High School","0","0","0","0","0","0","0","0","0","0","287","275","289","262","1113"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","87","0","0","0","0","0","0","0","0","0","0","0","0","0","87"
"0620211","0620011","Hamden School District","Church Street School","13","53","58","56","59","52","62","54","0","0","0","0","0","0","407"
"0620411","0620011","Hamden School District","Helen Street School","12","61","43","28","31","34","32","41","0","0","0","0","0","0","282"
"0621211","0620011","Hamden School District","Bear Path School","0","72","63","65","55","58","84","69","0","0","0","0","0","0","466"
"0620311","0620011","Hamden School District","Dunbar Hill School","0","41","38","44","45","46","54","41","0","0","0","0","0","0","309"
"0621111","0620011","Hamden School District","Ridge Hill School","0","47","41","46","53","45","50","59","0","0","0","0","0","0","341"
"0620111","0620011","Hamden School District","Shepherd Glen School","0","66","60","41","41","39","51","44","0","0","0","0","0","0","342"
"0621011","0620011","Hamden School District","Spring Glen School","0","70","61","67","53","48","30","48","0","0","0","0","0","0","377"
"0621411","0620011","Hamden School District","West Woods School","0","70","87","79","74","82","75","68","0","0","0","0","0","0","535"
"0625211","0620011","Hamden School District","Hamden Middle School","0","0","0","0","0","0","0","0","448","452","0","0","0","0","900"
"0626111","0620011","Hamden School District","Hamden High School","0","0","0","0","0","0","0","0","0","0","486","453","482","513","1934"
"0630111","0630011","Hampton School District","Hampton Elementary School","24","13","17","16","18","11","25","16","0","0","0","0","0","0","140"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","27","59","62","46","43","51","52","0","0","0","0","0","0","0","340"
"0640411","0640011","Hartford School District","Batchelder School","35","53","55","64","63","64","65","58","58","75","0","0","0","0","590"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","36","86","55","45","50","39","0","0","0","0","0","0","0","0","311"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","40","22","20","23","16","21","0","0","0","0","0","0","0","0","142"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","53","34","30","35","30","31","37","35","33","33","0","0","0","0","351"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","30","81","72","62","53","68","60","60","87","91","0","0","0","0","664"
"0642311","0640011","Hartford School District","Burr School","34","98","87","80","69","45","66","72","73","82","0","0","0","0","706"
"0642411","0640011","Hartford School District","Clark School","16","56","45","51","35","32","40","30","37","39","0","0","0","0","381"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","*","0","0","0","0","0","0","*","96","150","0","0","0","0","293"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","22","17","27","35","36","27","36","28","22","25","0","0","0","0","275"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","70","80","72","70","54","68","66","52","55","90","0","0","0","0","677"
"0641011","0640011","Hartford School District","Kennelly School","18","87","74","89","74","103","95","89","83","69","0","0","0","0","781"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","60","67","66","67","78","72","76","72","59","45","0","0","0","0","662"
"0640811","0640011","Hartford School District","M. D. Fox School","35","137","129","117","125","126","113","64","0","0","0","0","0","0","846"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","6","36","52","53","59","75","52","31","60","44","0","0","0","0","468"
"0641211","0640011","Hartford School District","McDonough Middle School","14","61","43","59","50","44","41","38","69","0","0","0","0","0","419"
"0641911","0640011","Hartford School District","Milner School","15","55","51","42","38","47","44","38","36","46","0","0","0","0","412"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","91","53","17","14","13","10","0","0","0","0","0","0","0","0","198"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","32","75","87","69","69","82","74","60","72","79","0","0","0","0","699"
"0641511","0640011","Hartford School District","Parkville Community School","34","91","81","68","67","62","64","48","0","0","0","0","0","0","515"
"0641711","0640011","Hartford School District","Rawson School","14","74","60","76","77","90","72","0","0","0","0","0","0","0","463"
"0640111","0640011","Hartford School District","SAND School","*","60","61","61","57","56","66","51","*","0","0","0","0","0","463"
"0643011","0640011","Hartford School District","Sanchez School","31","80","82","75","52","55","79","38","0","0","0","0","0","0","492"
"0642611","0640011","Hartford School District","Simpson-Waverly School","19","48","40","40","48","42","33","28","24","39","0","0","0","0","361"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","59","65","62","74","60","62","53","52","48","57","0","0","0","0","592"
"0642111","0640011","Hartford School District","West Middle School","16","99","84","95","73","75","80","55","53","58","0","0","0","0","688"
"0642211","0640011","Hartford School District","Wish Museum School","17","53","43","46","55","58","44","44","34","49","0","0","0","0","443"
"0643611","0640011","Hartford School District","Global Communications Academy","0","55","71","68","64","0","0","39","75","0","0","0","0","0","372"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","0","36","26","37","39","58","42","36","24","30","0","0","0","0","328"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","0","0","0","*","*","6","9","7","0","*","0","0","0","0","32"
"0644011","0640011","Hartford School District","Renzulli Gifted and Talented Academy","0","0","0","0","0","11","14","13","19","0","0","0","0","0","57"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","0","0","0","0","0","0","0","49","63","59","59","42","36","28","336"
"0646411","0640011","Hartford School District","Classical Magnet School","0","0","0","0","0","0","0","109","109","111","107","102","88","84","710"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","0","0","0","0","0","0","0","202","210","199","0","0","0","0","611"
"0645611","0640011","Hartford School District","Sarah J Rawson Middle Grades Academy","0","0","0","0","0","0","0","63","51","74","0","0","0","0","188"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","0","0","0","0","0","0","0","85","81","81","117","102","103","103","672"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","0","0","0","0","0","0","0","0","0","0","466","204","0","0","670"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","0","0","0","0","0","0","0","0","0","0","74","62","31","78","245"
"0647311","0640011","Hartford School District","HPHS Freshmen Academy","0","0","0","0","0","0","0","0","0","0","318","0","0","0","318"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","0","0","0","0","0","0","0","0","0","0","*","170","107","*","378"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","0","0","0","0","0","0","0","0","0","0","27","153","84","119","383"
"0647611","0640011","Hartford School District","High School, Inc.","0","0","0","0","0","0","0","0","0","0","87","114","55","0","256"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","0","0","0","0","0","0","0","0","0","0","74","76","79","0","229"
"0647811","0640011","Hartford School District","OPPortunity High School","0","0","0","0","0","0","0","0","0","0","32","35","41","15","123"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","0","0","0","0","0","0","0","0","0","0","96","78","91","90","355"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","0","0","0","0","0","0","0","0","0","0","140","107","90","70","407"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","0","0","0","0","0","0","0","0","0","0","0","132","139","123","394"
"0647111","0640011","Hartford School District","Bulkeley High School","0","0","0","0","0","0","0","0","0","0","0","0","216","273","489"
"0646311","0640011","Hartford School District","Weaver High School","0","0","0","0","0","0","0","0","0","0","0","0","0","154","154"
"0650111","0650011","Hartland School District","Hartland School","*","22","32","28","21","23","17","24","20","19","*","0","0","0","222"
"0670211","0670011","Hebron School District","Gilead Hill School","71","112","129","158","0","0","0","0","0","0","0","0","0","0","470"
"0670111","0670011","Hebron School District","Hebron Elementary School","0","0","0","0","161","146","190","169","0","0","0","0","0","0","666"
"2860113","2860013","Highville Charter School District","Highville Charter School","41","34","34","32","40","37","32","17","16","17","0","0","0","0","300"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","33","34","33","33","33","33","33","33","35","31","0","0","0","0","331"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","44","43","44","44","44","47","48","40","38","40","0","0","0","0","432"
"0680111","0680011","Kent School District","Kent Center School","6","33","38","38","29","33","30","29","22","29","0","0","0","0","287"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","107","0","0","0","0","0","0","0","0","0","0","0","0","0","107"
"0690111","0690011","Killingly School District","Killingly Central School","0","88","98","109","104","99","0","0","0","0","0","0","0","0","498"
"0690311","0690011","Killingly School District","Killingly Memorial School","0","110","84","91","83","101","0","0","0","0","0","0","0","0","469"
"0695211","0690011","Killingly School District","Killingly Intermediate School","0","0","0","0","0","0","224","189","218","192","0","0","0","0","823"
"0696111","0690011","Killingly School District","Killingly High School","0","0","0","0","0","0","0","0","0","0","238","199","188","163","788"
"2450214","2450014","Learn","The Friendship School","324","168","0","0","0","0","0","0","0","0","0","0","0","0","492"
"2459014","2450014","Learn","Learn Special Education","0","*","0","*","*","*","*","*","6","*","*","*","*","*","30"
"2450114","2450014","Learn","Regional Multicultural Magnet School","0","97","93","96","86","89","84","0","0","0","0","0","0","0","545"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","0","0","0","0","0","0","0","39","25","18","0","0","0","0","82"
"2456014","2450014","Learn","Connecticut River Academy","0","0","0","0","0","0","0","0","0","0","111","35","0","0","146"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","60","70","84","88","89","93","0","0","0","0","0","0","0","0","484"
"0715111","0710011","Lebanon School District","Lebanon Middle School","0","0","0","0","0","0","96","97","104","101","0","0","0","0","398"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","0","0","0","0","0","0","0","0","0","0","121","118","127","155","521"
"0720411","0720011","Ledyard School District","Gallup Hill School","52","36","44","35","43","47","43","45","0","0","0","0","0","0","345"
"0720211","0720011","Ledyard School District","Gales Ferry School","0","64","74","69","0","0","0","0","0","0","0","0","0","0","207"
"0720111","0720011","Ledyard School District","Ledyard Center School","0","62","58","65","60","53","56","62","0","0","0","0","0","0","416"
"0720311","0720011","Ledyard School District","Juliet W. Long School","0","0","0","0","69","71","75","70","0","0","0","0","0","0","285"
"0725111","0720011","Ledyard School District","Ledyard Middle School","0","0","0","0","0","0","0","0","213","223","0","0","0","0","436"
"0726111","0720011","Ledyard School District","Ledyard High School","0","0","0","0","0","0","0","0","0","0","260","225","223","220","928"
"0730111","0730011","Lisbon School District","Lisbon Central School","39","41","44","49","36","53","48","56","67","69","0","0","0","0","502"
"0736011","0730011","Lisbon School District","Community Connection - The Big Picture High School","0","0","0","0","0","0","0","0","0","0","*","13","*","9","32"
"0740211","0740011","Litchfield School District","Center School","19","76","71","88","87","0","0","0","0","0","0","0","0","0","341"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","0","0","0","0","0","79","92","97","0","0","0","0","0","0","268"
"0746111","0740011","Litchfield School District","Litchfield High School","0","0","0","0","0","0","0","0","104","94","76","94","102","90","560"
"0769011","0760011","Madison School District","Town Campus Learning Center","43","0","0","0","0","0","0","0","0","0","0","0","0","0","43"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","0","135","79","86","101","91","0","0","0","0","0","0","0","0","492"
"0760211","0760011","Madison School District","Island Avenue Elementary School","0","0","55","83","83","81","0","0","0","0","0","0","0","0","302"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","0","0","54","76","71","74","0","0","0","0","0","0","0","0","275"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","0","0","0","0","0","0","288","300","0","0","0","0","0","0","588"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","0","0","0","0","0","0","0","0","310","306","0","0","0","0","616"
"0766111","0760011","Madison School District","Daniel Hand High School","0","0","0","0","0","0","0","0","0","0","321","326","337","306","1290"
"0770311","0770011","Manchester School District","Buckley School","66","64","68","50","45","51","44","0","0","0","0","0","0","0","388"
"0770611","0770011","Manchester School District","Keeney School","*","*","55","70","65","70","74","0","0","0","0","0","0","0","387"
"0778011","0770011","Manchester School District","Manchester Preschool Center","185","0","0","0","0","0","0","0","0","0","0","0","0","0","185"
"0771011","0770011","Manchester School District","Robertson School","11","108","65","65","53","34","41","0","0","0","0","0","0","0","377"
"0770911","0770011","Manchester School District","Nathan Hale School","0","48","38","36","30","42","40","0","0","0","0","0","0","0","234"
"0771411","0770011","Manchester School District","Washington School","0","57","51","55","47","53","44","0","0","0","0","0","0","0","307"
"0770111","0770011","Manchester School District","Bowers School","0","73","75","70","74","57","60","0","0","0","0","0","0","0","409"
"0770411","0770011","Manchester School District","Highland Park School","0","46","55","46","45","38","43","0","0","0","0","0","0","0","273"
"0771611","0770011","Manchester School District","Martin School","0","41","43","41","30","30","36","0","0","0","0","0","0","0","221"
"0771211","0770011","Manchester School District","Verplanck School","0","67","65","55","45","58","50","0","0","0","0","0","0","0","340"
"0771311","0770011","Manchester School District","Waddell School","0","59","63","58","57","63","48","0","0","0","0","0","0","0","348"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","0","0","0","0","0","0","0","454","0","0","0","0","0","0","454"
"0775311","0770011","Manchester School District","Illing Middle School","0","0","0","0","0","0","0","0","436","465","0","0","0","0","901"
"0779011","0770011","Manchester School District","Manchester Regional Academy","0","0","0","0","0","0","0","0","*","*","25","21","20","21","99"
"0776111","0770011","Manchester School District","Manchester High School","0","0","0","0","0","0","0","0","0","0","527","458","454","441","1880"
"0779111","0770011","Manchester School District","Manchester Transition Center","0","0","0","0","0","0","0","0","0","0","0","0","0","*","*"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","31","45","57","39","52","50","0","0","0","0","0","0","0","0","274"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","30","36","31","37","39","29","0","0","0","0","0","0","0","0","202"
"0780511","0780011","Mansfield School District","Southeast Elementary School","30","52","39","47","46","52","0","0","0","0","0","0","0","0","266"
"0785111","0780011","Mansfield School District","Mansfield Middle School","0","0","0","0","0","0","147","141","151","146","0","0","0","0","585"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","24","85","84","102","90","105","98","87","0","0","0","0","0","0","675"
"0800111","0800011","Meriden School District","Benjamin Franklin School","83","62","71","66","77","50","57","0","0","0","0","0","0","0","466"
"0801111","0800011","Meriden School District","Casimir Pulaski School","*","124","108","*","119","123","127","0","0","0","0","0","0","0","706"
"0800311","0800011","Meriden School District","Hanover School","112","51","57","79","107","69","55","0","0","0","0","0","0","0","530"
"0800411","0800011","Meriden School District","Israel Putnam School","*","100","*","92","90","103","100","0","0","0","0","0","0","0","561"
"0800511","0800011","Meriden School District","John Barry School","41","79","79","67","75","80","88","0","0","0","0","0","0","0","509"
"0800711","0800011","Meriden School District","Nathan Hale School","*","96","110","103","*","102","119","0","0","0","0","0","0","0","621"
"0800811","0800011","Meriden School District","Roger Sherman School","82","71","68","75","71","84","73","0","0","0","0","0","0","0","524"
"0801011","0800011","Meriden School District","Thomas Hooker School","0","83","105","89","51","52","66","0","0","0","0","0","0","0","446"
"0805211","0800011","Meriden School District","Lincoln Middle School","0","0","0","0","0","0","0","213","230","268","0","0","0","0","711"
"0805411","0800011","Meriden School District","Washington Middle School","0","0","0","0","0","0","0","278","296","314","0","0","0","0","888"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","0","0","0","0","0","0","0","0","0","0","403","294","258","280","1235"
"0806211","0800011","Meriden School District","Orville H. Platt High School","0","0","0","0","0","0","0","0","0","0","377","251","238","236","1102"
"0831111","0830011","Middletown School District","Snow School","107","30","44","45","43","40","47","0","0","0","0","0","0","0","356"
"0830211","0830011","Middletown School District","Bielefield School","0","65","61","63","63","57","57","0","0","0","0","0","0","0","366"
