"school_code","district_code","district","school","american_indian_or_alaska_native","asian","black_or_african_american","hispanic_latino_of_any_race","native_hawaiian_or_other_pacific_islander","two_or_more_races","white","total"
"0511211","0510011","Fairfield School District","Riverfield School","*","13","*","15","0","13","365","419"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","*","40","30","70","0","*","839","997"
"0511311","0510011","Fairfield School District","Sherman School","0","17","*","27","0","*","394","456"
"0511411","0510011","Fairfield School District","Stratfield School","*","21","*","39","0","15","429","511"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","*","31","*","78","0","16","614","756"
"0520411","0520011","Farmington School District","East Farms School","0","95","*","23","0","*","329","464"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","*","15","*","*","0","0","47","69"
"0526111","0520011","Farmington School District","Farmington High School","*","138","66","61","0","*","1025","1293"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","*","77","46","32","0","*","492","652"
"0520211","0520011","Farmington School District","Noah Wallace School","0","62","*","20","0","*","244","341"
"0520111","0520011","Farmington School District","Union School","*","29","22","16","0","*","238","307"
"0520311","0520011","Farmington School District","West District School","*","56","9","16","0","*","264","347"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","0","80","30","32","0","0","433","575"
"0530111","0530011","Franklin School District","Franklin Elementary School","*","*","0","14","*","*","179","204"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","0","47","*","38","0","*","427","545"
"0540311","0540011","Glastonbury School District","Eastbury School","0","32","6","14","0","13","255","320"
"0540811","0540011","Glastonbury School District","Gideon Welles School","*","59","*","36","0","15","382","506"
"0546111","0540011","Glastonbury School District","Glastonbury High School","6","161","78","148","0","39","1772","2204"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","33","9","8","0","*","408","466"
"0540611","0540011","Glastonbury School District","Hopewell School","*","57","*","22","*","20","376","481"
"0540711","0540011","Glastonbury School District","Naubuc School","0","49","24","82","*","*","271","451"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","0","27","19","33","0","27","540","646"
"0545211","0540011","Glastonbury School District","Smith Middle School","0","102","34","75","*","*","838","1076"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","*","17","8","0","13","351","392"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","20","21","0","8","698","756"
"0565111","0560011","Granby School District","Granby Memorial Middle School","*","*","12","14","0","6","320","356"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","17","12","0","13","279","327"
"0560311","0560011","Granby School District","Wells Road Intermediate School","0","6","15","13","0","14","279","327"
"0575111","0570011","Greenwich School District","Central Middle School","0","55","23","78","0","18","430","604"
"0570211","0570011","Greenwich School District","Cos Cob School","0","47","7","57","0","18","273","402"
"0575211","0570011","Greenwich School District","Eastern Middle School","*","66","*","85","0","14","603","774"
"0570411","0570011","Greenwich School District","Glenville School","0","40","*","46","0","*","288","385"
"0576111","0570011","Greenwich School District","Greenwich High School","*","180","82","416","*","38","1936","2656"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","0","24","34","179","0","18","158","413"
"0571311","0570011","Greenwich School District","International School At Dundee","0","51","*","61","*","16","228","366"
"0570311","0570011","Greenwich School District","Julian Curtiss School","0","41","21","90","0","16","175","343"
"0570611","0570011","Greenwich School District","New Lebanon School","0","*","26","140","0","*","83","261"
"0570711","0570011","Greenwich School District","North Mianus School","*","55","*","51","0","6","344","461"
"0570811","0570011","Greenwich School District","North Street School","*","38","*","37","0","31","322","438"
"0570911","0570011","Greenwich School District","Old Greenwich School","0","20","*","28","0","*","357","428"
"0571111","0570011","Greenwich School District","Parkway School","*","15","0","24","0","*","224","268"
"0571011","0570011","Greenwich School District","Riverside School","0","34","0","74","0","14","400","522"
"0575311","0570011","Greenwich School District","Western Middle School","0","*","42","146","0","*","249","474"
"0580311","0580011","Griswold School District","Griswold Elementary School","14","19","31","39","0","49","575","727"
"0586211","0580011","Griswold School District","Griswold High School","11","11","19","27","*","*","577","652"
"0585111","0580011","Griswold School District","Griswold Middle School","*","12","21","33","0","*","509","586"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","23","15","20","0","*","287","355"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","7","35","97","169","0","34","144","486"
"0591811","0590011","Groton School District","Charles Barnum School","*","21","41","40","0","*","268","392"
"0590311","0590011","Groton School District","Claude Chester School","*","55","33","79","*","27","133","334"
"0595111","0590011","Groton School District","Fitch Middle School","*","22","61","64","*","11","241","407"
"0591711","0590011","Groton School District","Mary Morrisson School","7","*","37","49","*","22","251","373"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","32","*","32","0","19","321","425"
"0591211","0590011","Groton School District","Pleasant Valley School","*","25","29","69","*","27","196","356"
"0596111","0590011","Groton School District","Robert E. Fitch High School","*","87","170","168","*","30","753","1237"
"0590111","0590011","Groton School District","S. B. Butler School","*","*","20","16","0","14","257","321"
"0595211","0590011","Groton School District","West Side Middle School","*","12","61","68","0","*","116","268"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","0","26","7","33","0","8","511","585"
"0600611","0600011","Guilford School District","A. W. Cox School","0","*","*","20","0","23","258","313"
"0600411","0600011","Guilford School District","Calvin Leete School","0","13","*","10","0","*","292","327"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","*","18","*","34","0","11","484","551"
"0606111","0600011","Guilford School District","Guilford High School","*","37","14","53","0","*","1019","1131"
"0600211","0600011","Guilford School District","Guilford Lakes School","*","12","9","12","0","*","349","389"
"0600311","0600011","Guilford School District","Melissa Jones School","0","9","*","39","*","13","296","360"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","0","*","30","20","0","*","31","89"
"0621211","0620011","Hamden School District","Bear Path School","0","45","51","49","0","20","303","468"
"0620211","0620011","Hamden School District","Church Street School","0","20","183","115","0","14","74","406"
"0620311","0620011","Hamden School District","Dunbar Hill School","0","31","122","33","0","14","121","321"
"0626111","0620011","Hamden School District","Hamden High School","*","100","642","263","0","*","825","1853"
"0625211","0620011","Hamden School District","Hamden Middle School","*","59","314","145","0","*","368","907"
"0620411","0620011","Hamden School District","Helen Street School","*","*","99","81","0","13","65","267"
"0621111","0620011","Hamden School District","Ridge Hill School","0","25","127","89","0","8","72","321"
"0620111","0620011","Hamden School District","Shepherd Glen School","0","63","113","50","0","10","101","337"
"0621011","0620011","Hamden School District","Spring Glen School","0","9","67","33","0","23","262","394"
"0621411","0620011","Hamden School District","West Woods School","*","72","53","41","0","*","294","476"
"0630111","0630011","Hampton School District","Hampton Elementary School","0","*","0","9","0","*","113","126"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","*","*","94","303","*","16","28","449"
"0640411","0640011","Hartford School District","Batchelder School","*","13","105","406","*","17","21","565"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","0","13","45","244","0","6","7","315"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","0","15","100","51","0","*","*","171"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","*","8","98","151","0","*","92","355"
"0647111","0640011","Hartford School District","Bulkeley High School","*","15","95","253","*","10","23","399"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","*","6","113","390","*","85","28","625"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","*","*","76","487","0","10","16","596"
"0642311","0640011","Hartford School District","Burr School","*","14","114","613","*","23","41","807"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","0","14","224","111","0","29","143","521"
"0642411","0640011","Hartford School District","Clark School","0","*","193","185","0","*","11","397"
"0646411","0640011","Hartford School District","Classical Magnet School","*","21","293","192","*","42","164","714"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","*","*","161","115","*","9","*","297"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","0","*","20","106","0","11","*","146"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","0","18","45","195","0","8","92","358"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","*","*","111","599","0","22","11","749"
"0643611","0640011","Hartford School District","Global Communications Academy","*","0","281","121","0","13","*","417"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","*","13","148","227","0","33","*","433"
"0647311","0640011","Hartford School District","HPHS Freshmen Academy","0","7","62","136","0","9","7","221"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","0","16","145","216","0","*","*","396"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","*","*","131","205","0","27","7","378"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","*","20","158","323","0","*","192","716"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","0","0","12","20","0","0","0","32"
"0647611","0640011","Hartford School District","High School, Inc.","*","*","153","118","0","39","8","321"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","0","*","191","95","0","15","*","317"
"0641011","0640011","Hartford School District","Kennelly School","9","8","151","557","0","17","57","799"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","*","8","202","279","*","20","177","690"
"0640811","0640011","Hartford School District","M. D. Fox School","*","25","96","318","0","*","23","479"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","0","*","316","58","0","22","*","401"
"0641211","0640011","Hartford School District","McDonough Middle School","0","*","55","373","0","*","15","451"
"0641911","0640011","Hartford School District","Milner School","*","*","226","169","*","19","*","422"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","0","32","95","37","0","11","65","240"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","*","*","74","438","0","54","128","704"
"0647811","0640011","Hartford School District","OPPortunity High School","0","0","*","72","0","*","0","116"
"0641511","0640011","Hartford School District","Parkville Community School","*","*","71","394","0","14","37","531"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","*","*","141","106","0","7","65","327"
"0641711","0640011","Hartford School District","Rawson School","*","*","388","44","0","15","*","452"
"0644011","0640011","Hartford School District","Renzulli Gifted and Talented Academy","0","*","61","35","0","*","*","105"
"0640111","0640011","Hartford School District","SAND School","0","0","152","306","0","*","*","471"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","*","41","160","42","*","11","88","344"
"0643011","0640011","Hartford School District","Sanchez School","0","*","53","410","0","*","*","469"
"0645611","0640011","Hartford School District","Sarah J Rawson Middle Grades Academy","0","0","176","19","*","*","0","202"
"0642611","0640011","Hartford School District","Simpson-Waverly School","*","*","245","83","0","15","*","347"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","*","*","134","288","0","49","154","637"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","0","27","155","92","0","18","97","389"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","0","19","228","166","0","25","144","582"
"0642111","0640011","Hartford School District","West Middle School","*","78","295","252","0","15","*","657"
"0642211","0640011","Hartford School District","Wish Museum School","0","*","189","178","*","10","11","392"
"0650111","0650011","Hartland School District","Hartland School","*","*","*","*","0","*","212","225"
"0670211","0670011","Hebron School District","Gilead Hill School","0","*","*","17","0","9","372","400"
"0670111","0670011","Hebron School District","Hebron Elementary School","0","*","*","20","0","12","605","648"
"2860113","2860013","Highville Charter School District","Highville Charter School","0","*","309","15","0","10","*","337"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","0","27","28","43","0","31","201","330"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","*","*","44","86","0","9","48","191"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","*","0","469","6","7","*","*","488"
"0680111","0680011","Kent School District","Kent Center School","0","*","*","24","0","17","229","278"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","6","*","*","6","0","*","82","100"
"0690111","0690011","Killingly School District","Killingly Central School","*","8","*","19","0","29","427","493"
"0696111","0690011","Killingly School District","Killingly High School","12","21","31","26","0","21","711","822"
"0695211","0690011","Killingly School District","Killingly Intermediate School","11","15","18","18","0","53","697","812"
"0690311","0690011","Killingly School District","Killingly Memorial School","*","13","*","20","0","25","377","449"
"2456014","2450014","Learn","Connecticut River Academy","0","*","88","82","0","*","69","246"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","*","*","9","44","0","*","22","82"
"2459014","2450014","Learn","Learn Special Education","0","*","*","*","0","0","20","28"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","*","*","7","19","0","6","74","110"
"2450114","2450014","Learn","Regional Multicultural Magnet School","*","30","44","167","*","67","227","539"
"2450214","2450014","Learn","The Friendship School","*","26","75","150","*","26","230","509"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","*","10","7","25","*","0","402","452"
"0715111","0710011","Lebanon School District","Lebanon Middle School","11","7","*","10","0","*","355","386"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","6","*","*","11","0","0","421","445"
"0720211","0720011","Ledyard School District","Gales Ferry School","*","*","11","21","0","15","167","224"
"0720411","0720011","Ledyard School District","Gallup Hill School","38","17","25","35","*","*","229","352"
"0720311","0720011","Ledyard School District","Juliet W. Long School","*","12","12","14","*","*","223","270"
"0720111","0720011","Ledyard School District","Ledyard Center School","29","21","32","38","*","*","288","413"
"0726111","0720011","Ledyard School District","Ledyard High School","46","*","52","70","0","*","720","934"
"0725111","0720011","Ledyard School District","Ledyard Middle School","19","*","31","22","0","*","303","390"
"0736011","0730011","Lisbon School District","Community Connection - The Big Picture High School","0","0","0","*","0","0","*","24"
"0730111","0730011","Lisbon School District","Lisbon Central School","*","9","*","20","*","34","386","453"
"0740211","0740011","Litchfield School District","Center School","0","*","*","13","8","*","285","316"
"0746111","0740011","Litchfield School District","Litchfield High School","*","9","*","17","0","*","510","543"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","0","*","*","7","*","*","241","263"
"0766111","0760011","Madison School District","Daniel Hand High School","0","40","*","22","*","19","1161","1257"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","*","20","*","11","0","9","498","541"
"0760211","0760011","Madison School District","Island Avenue Elementary School","0","11","*","9","0","*","261","285"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","0","*","*","20","0","13","430","473"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","0","15","*","*","0","6","227","250"
"0769011","0760011","Madison School District","Town Campus Learning Center","*","*","*","*","0","0","34","40"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","*","24","*","13","*","10","551","605"
"0770911","0770011","Manchester School District","Nathan Hale School","*","8","103","100","*","*","70","287"
"0770111","0770011","Manchester School District","Bowers School","*","*","58","108","0","31","184","401"
"0770311","0770011","Manchester School District","Buckley School","*","36","31","65","0","*","276","438"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","*","26","86","81","0","*","196","411"
"0775311","0770011","Manchester School District","Illing Middle School","*","45","180","223","0","*","344","836"
"0770611","0770011","Manchester School District","Keeney School","0","28","37","53","0","22","187","327"
"0776111","0770011","Manchester School District","Manchester High School","7","104","390","370","0","22","886","1779"
"0778011","0770011","Manchester School District","Manchester Preschool Center","*","15","52","56","0","*","59","194"
"0779011","0770011","Manchester School District","Manchester Regional Academy","*","0","26","22","0","*","42","93"
"0779111","0770011","Manchester School District","Manchester Transition Center","0","0","*","*","0","0","*","9"
"0771611","0770011","Manchester School District","Martin School","0","*","35","38","0","*","157","252"
"0771011","0770011","Manchester School District","Robertson School","*","84","121","86","0","*","66","375"
"0771211","0770011","Manchester School District","Verplanck School","*","41","108","139","0","*","56","358"
"0771311","0770011","Manchester School District","Waddell School","*","55","56","69","0","*","133","343"
"0771411","0770011","Manchester School District","Washington School","0","13","83","106","0","32","68","302"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","0","26","*","18","0","*","209","269"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","0","34","*","23","0","*","158","223"
"0785111","0780011","Mansfield School District","Mansfield Middle School","0","43","*","66","*","27","424","575"
"0780511","0780011","Mansfield School District","Southeast Elementary School","0","16","9","39","0","14","179","257"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","0","20","*","32","0","*","598","672"
"0800711","0800011","Meriden School District","Nathan Hale School","*","20","60","277","*","10","231","608"
"0800111","0800011","Meriden School District","Benjamin Franklin School","6","17","53","197","0","8","214","495"
"0801111","0800011","Meriden School District","Casimir Pulaski School","*","31","102","370","*","14","183","705"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","*","17","177","581","*","22","457","1259"
"0800311","0800011","Meriden School District","Hanover School","*","18","31","183","*","8","277","521"
"0800411","0800011","Meriden School District","Israel Putnam School","6","23","70","266","*","*","167","538"
"0800511","0800011","Meriden School District","John Barry School","*","23","64","310","*","6","102","510"
"0805211","0800011","Meriden School District","Lincoln Middle School","*","10","83","349","*","14","259","723"
"0806211","0800011","Meriden School District","Orville H. Platt High School","0","20","172","489","6","24","389","1100"
"0800811","0800011","Meriden School District","Roger Sherman School","6","17","55","307","0","10","135","530"
"0801011","0800011","Meriden School District","Thomas Hooker School","*","34","16","173","*","*","193","427"
"0805411","0800011","Meriden School District","Washington Middle School","*","16","119","407","*","13","270","836"
"0830211","0830011","Middletown School District","Bielefield School","0","13","79","67","0","19","155","333"
"0830511","0830011","Middletown School District","Farm Hill School","0","12","69","82","0","20","169","352"
"0831511","0830011","Middletown School District","Keigwin Middle School","*","14","77","47","0","*","200","348"
"0831311","0830011","Middletown School District","Lawrence School","*","52","61","44","0","*","175","350"
"0830911","0830011","Middletown School District","MacDonough School","*","*","82","85","0","14","75","262"
"0836211","0830011","Middletown School District","Middletown High School","*","72","313","172","0","*","730","1314"
"0831211","0830011","Middletown School District","Moody School","*","20","40","33","0","*","227","338"
"0831111","0830011","Middletown School District","Snow School","0","25","79","55","0","15","194","368"
"0830111","0830011","Middletown School District","Spencer School","0","12","54","47","0","12","210","335"
"0839111","0830011","Middletown School District","Transition to Life Center","0","*","*","0","0","0","*","7"
"0831411","0830011","Middletown School District","Wesley School","0","*","64","34","*","16","198","328"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","*","25","163","114","*","13","385","705"
"0840111","0840011","Milford School District","Calf Pen Meadow School","*","22","9","13","*","0","263","310"
"0845111","0840011","Milford School District","East Shore Middle School","*","17","21","23","0","*","438","502"
"0845211","0840011","Milford School District","Harborside Middle School","0","46","29","23","0","0","509","607"
"0841911","0840011","Milford School District","J. F. Kennedy School","*","*","37","37","0","0","315","424"
"0846211","0840011","Milford School District","Jonathan Law High School","*","*","67","88","0","0","795","1016"
"0846311","0840011","Milford School District","Joseph A. Foran High School","*","42","33","53","0","*","860","993"
"0841611","0840011","Milford School District","Live Oaks School","0","27","*","15","0","*","250","305"
"0841711","0840011","Milford School District","Mathewson School","*","76","*","22","0","0","295","405"
"0840711","0840011","Milford School District","Meadowside School","0","88","24","*","*","0","358","488"
"0840811","0840011","Milford School District","Orange Avenue School","0","36","*","22","0","*","332","401"
"0841811","0840011","Milford School District","Orchard Hills School","0","30","20","16","0","0","317","383"
"0841011","0840011","Milford School District","Pumpkin Delight School","0","26","28","35","0","0","303","392"
"0845311","0840011","Milford School District","West Shore Middle School","0","43","32","42","0","0","463","580"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","0","18","11","28","0","16","483","556"
"0855211","0850011","Monroe School District","Jockey Hollow School","*","29","*","53","0","26","766","888"
"0856111","0850011","Monroe School District","Masuk High School","*","39","20","76","0","*","1131","1272"
"0850111","0850011","Monroe School District","Monroe Elementary School","*","9","*","22","0","7","338","380"
"0850311","0850011","Monroe School District","Stepney Elementary School","*","20","*","33","0","16","407","485"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","6","9","*","30","*","34","277","363"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","*","63","24","56","*","46","435","638"
"0860111","0860011","Montville School District","Mohegan School","11","63","19","33","0","52","198","376"
"0866111","0860011","Montville School District","Montville High School","*","63","34","54","*","44","559","772"
"0860511","0860011","Montville School District","Oakdale School","*","19","*","30","0","32","298","394"
"0869011","0860011","Montville School District","Palmer Academy","0","0","*","*","0","*","19","26"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","0","15","11","45","0","16","107","194"
"0888211","0880011","Naugatuck School District","Central Avenue Preschool","0","0","*","*","0","*","14","20"
"0880111","0880011","Naugatuck School District","Central Avenue School","0","*","17","68","0","*","138","236"
"0885111","0880011","Naugatuck School District","City Hill Middle School","*","21","54","126","*","34","471","709"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","0","12","25","44","0","13","190","284"
"0888111","0880011","Naugatuck School District","Head Start","0","6","*","32","0","*","60","105"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","*","13","23","83","*","20","266","408"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","*","*","16","62","0","18","228","339"
"0880311","0880011","Naugatuck School District","Maple Hill School","*","20","21","53","0","*","250","359"
"0886111","0880011","Naugatuck School District","Naugatuck High School","*","44","105","224","*","45","923","1344"
"0880611","0880011","Naugatuck School District","Salem School","0","7","17","54","0","12","139","229"
"0880711","0880011","Naugatuck School District","Western School","0","9","17","61","0","13","192","292"
"2800113","2800013","New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy","0","0","269","83","0","0","9","361"
"0899111","0890011","New Britain School District","Brook Side School","0","0","6","27","0","*","*","39"
"0899411","0890011","New Britain School District","CLIMB","0","0","*","18","0","0","*","30"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","0","9","92","305","0","9","113","528"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","*","*","46","747","0","*","122","923"
"0890511","0890011","New Britain School District","Gaffney School","*","19","71","255","0","*","206","563"
"0890611","0890011","New Britain School District","Holmes School","0","*","59","199","0","*","134","411"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","*","8","24","49","0","*","78","165"
"0890711","0890011","New Britain School District","Jefferson School","*","45","49","198","*","12","167","473"
"0890811","0890011","New Britain School District","Lincoln School","*","13","78","399","0","*","147","649"
"0896111","0890011","New Britain School District","New Britain High School","*","64","428","1375","*","18","626","2516"
"0899011","0890011","New Britain School District","New Britain Transition Center","0","0","*","22","0","*","*","31"
"0890911","0890011","New Britain School District","Northend School","*","8","46","245","0","*","49","357"
"0895311","0890011","New Britain School District","Pulaski Middle School","*","17","74","347","0","*","86","531"
"0895111","0890011","New Britain School District","Roosevelt Middle School","0","*","87","298","*","*","49","442"
"0895211","0890011","New Britain School District","Slade Middle School","0","11","140","409","0","9","130","699"
"0891211","0890011","New Britain School District","Smalley Academy","0","*","103","383","0","*","76","571"
"0891311","0890011","New Britain School District","Smith School","*","18","111","380","*","17","130","660"
"0891511","0890011","New Britain School District","Vance School","*","*","102","311","0","13","141","577"
"0900411","0900011","New Canaan School District","East School","*","34","11","16","0","*","452","522"
"0906111","0900011","New Canaan School District","New Canaan High School","*","45","16","37","*","12","1184","1310"
"0905111","0900011","New Canaan School District","Saxe Middle School","*","38","*","41","0","18","1120","1232"
"0900211","0900011","New Canaan School District","South School","0","49","*","23","0","*","497","586"
"0900311","0900011","New Canaan School District","West School","*","13","*","17","0","9","470","511"
"0910111","0910011","New Fairfield School District","Consolidated School","*","16","11","59","0","*","492","588"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","*","12","*","29","0","13","534","593"
"0916111","0910011","New Fairfield School District","New Fairfield High School","0","17","15","54","0","6","912","1004"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","0","*","*","45","0","12","613","684"
"0920311","0920011","New Hartford School District","Ann Antolini School","0","*","*","9","0","6","330","349"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","0","*","0","*","0","*","111","118"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","0","*","0","8","0","*","104","115"
"0931211","0930011","New Haven School District","Edgewood School","*","*","234","69","0","0","132","445"
"0931411","0930011","New Haven School District","Nathan Hale School","*","12","68","168","0","*","302","554"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","0","0","351","154","0","*","*","514"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","0","*","320","124","0","*","112","561"
"0930311","0930011","New Haven School District","Beecher School","0","7","308","80","0","0","75","470"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","*","*","180","214","0","*","162","562"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","0","*","209","122","0","*","145","489"
"0934311","0930011","New Haven School District","Bishop Woods Architecture and Design Magnet School","0","22","192","225","0","0","58","497"
"0932111","0930011","New Haven School District","Brennan Rogers School","0","*","248","70","0","0","*","344"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","*","9","283","108","0","*","41","444"
"0930611","0930011","New Haven School District","Clinton Avenue School","0","*","126","412","0","0","*","562"
"0934111","0930011","New Haven School District","Columbus Family Academy","0","*","22","437","0","0","*","473"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","*","8","302","252","0","*","36","601"
"0936411","0930011","New Haven School District","Cooperative High School","0","15","326","145","0","0","169","655"
"0936811","0930011","New Haven School District","Cortlandt V.R. Creed Health and Sport Sciences High School","0","*","160","35","0","0","*","209"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","*","11","316","65","0","*","118","514"
"0935611","0930011","New Haven School District","Domus Academy","0","0","24","9","0","0","0","33"
"0938211","0930011","New Haven School District","Dwight Early Childhood Program","0","0","39","*","0","0","*","48"
"0938111","0930011","New Haven School District","Early Learning Center","0","0","95","*","0","0","*","121"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","*","10","209","168","0","*","28","421"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","0","23","156","57","0","0","84","320"
"0931611","0930011","New Haven School District","Fair Haven School","*","*","118","529","0","0","27","690"
"0938011","0930011","New Haven School District","Headstart","0","*","104","270","0","0","*","386"
"0938311","0930011","New Haven School District","Helene Grant HeadStart","*","*","178","68","0","0","15","263"
"0936611","0930011","New Haven School District","High School In The Community","0","*","121","96","0","*","53","273"
"0930711","0930011","New Haven School District","Hill Central Music Academy","0","*","97","286","0","0","*","392"
"0936311","0930011","New Haven School District","Hill Regional Career High School","0","52","303","210","0","0","138","703"
"0936211","0930011","New Haven School District","James Hillhouse High School","*","*","750","197","0","*","22","980"
"0931311","0930011","New Haven School District","John C. Daniels","0","8","106","336","0","0","91","541"
"0930811","0930011","New Haven School District","John S. Martinez Sea and Sky STEM School","*","*","76","433","0","0","14","527"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","*","14","412","65","0","*","84","579"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","0","*","287","65","0","0","*","359"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","0","*","230","193","0","*","126","563"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","0","9","151","117","0","0","62","339"
"0937011","0930011","New Haven School District","New Haven Academy","0","*","148","61","0","0","*","262"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","0","0","18","*","0","0","*","26"
"0939111","0930011","New Haven School District","Riverside Education Academy","0","0","88","*","0","0","*","128"
"0934211","0930011","New Haven School District","Roberto Clemente Leadership Academy for Global Awareness","*","*","250","261","0","*","19","535"
"0931011","0930011","New Haven School District","Ross/Woodward School","*","15","208","218","0","*","129","575"
"0936711","0930011","New Haven School District","Sound School","0","6","27","76","0","0","228","337"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","0","*","193","197","0","*","26","422"
"0932911","0930011","New Haven School District","Truman School","*","*","110","404","0","0","11","527"
"0934911","0930011","New Haven School District","West Rock Authors Academy","*","*","139","67","0","0","35","245"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","0","*","344","38","0","*","12","398"
