"school_code","district_code","district","school","american_indian_or_alaska_native","asian","black_or_african_american","hispanic_latino_of_any_race","native_hawaiian_or_other_pacific_islander","two_or_more_races","white","total"
"0076111","0070011","Berlin School District","Berlin High School","*","39","*","63","0","24","883","1017"
"0075111","0070011","Berlin School District","Catherine M. McGee Middle School","*","22","*","30","0","19","636","719"
"0070411","0070011","Berlin School District","Emma Hart Willard School","*","24","*","32","0","11","462","535"
"0070511","0070011","Berlin School District","Mary E. Griswold School","*","14","*","41","0","17","507","585"
"0070111","0070011","Berlin School District","Richard D. Hubbard School","0","*","7","13","0","*","231","261"
"0080111","0080011","Bethany School District","Bethany Community School","*","38","9","*","0","0","454","512"
"0090411","0090011","Bethel School District","Anna H. Rockwell School","0","26","*","61","0","*","286","384"
"0096111","0090011","Bethel School District","Bethel High School","*","57","28","102","0","*","766","959"
"0095111","0090011","Bethel School District","Bethel Middle School","0","40","*","91","*","23","518","683"
"0090111","0090011","Bethel School District","Frank A. Berry School","*","32","12","43","*","8","363","460"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","0","28","10","60","0","8","346","452"
"0116111","0110011","Bloomfield School District","Bloomfield High School","0","*","532","41","0","*","13","593"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","*","*","260","28","0","*","10","305"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","*","*","230","19","0","*","11","265"
"0110311","0110011","Bloomfield School District","J. P. Vincent School","*","11","275","35","*","16","9","351"
"0110611","0110011","Bloomfield School District","Laurel School","0","*","229","30","0","12","*","281"
"0116211","0110011","Bloomfield School District","The Big Picture High School","0","*","74","9","0","0","*","89"
"0110811","0110011","Bloomfield School District","Wintonbury Early Childhood Magnet School","*","*","109","20","0","16","150","312"
"0120111","0120011","Bolton School District","Bolton Center School","0","15","29","23","0","10","491","568"
"0126111","0120011","Bolton School District","Bolton High School","0","*","*","7","0","8","307","330"
"0130111","0130011","Bozrah School District","Fields Memorial School","*","*","11","13","0","0","205","233"
"0146111","0140011","Branford School District","Branford High School","*","73","35","58","0","*","917","1098"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","*","77","26","76","0","*","840","1040"
"0148011","0140011","Branford School District","Indian Neck School","0","*","*","7","0","*","40","53"
"0141611","0140011","Branford School District","John B. Sliney School","0","20","*","48","0","*","287","368"
"0141511","0140011","Branford School District","Mary R. Tisko School","0","20","*","19","0","*","379","426"
"0141411","0140011","Branford School District","Mary T. Murphy School","0","57","20","44","0","10","300","431"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","*","*","223","180","0","*","*","409"
"0150111","0150011","Bridgeport School District","Barnum School","0","*","174","442","0","*","12","632"
"0156111","0150011","Bridgeport School District","Bassick High School","*","41","506","574","0","*","48","1171"
"0150211","0150011","Bridgeport School District","Beardsley School","*","*","145","210","0","0","9","370"
"0150311","0150011","Bridgeport School District","Black Rock School","0","*","61","136","0","*","81","283"
"0154011","0150011","Bridgeport School District","Blackham School","*","52","405","471","*","0","180","1114"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","0","0","23","*","0","0","*","50"
"0150411","0150011","Bridgeport School District","Bryant School","*","27","171","196","0","*","42","439"
"0156211","0150011","Bridgeport School District","Central High School","202","90","874","932","*","*","201","2303"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","0","35","229","770","0","*","*","1063"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","*","18","210","91","0","0","*","334"
"0150511","0150011","Bridgeport School District","Columbus School","0","6","182","422","0","0","53","663"
"0153911","0150011","Bridgeport School District","Cross School","*","6","235","155","0","*","9","408"
"0154211","0150011","Bridgeport School District","Curiale School","0","50","287","232","0","*","*","596"
"0154111","0150011","Bridgeport School District","Dunbar School","0","*","186","121","0","0","*","315"
"0150711","0150011","Bridgeport School District","Edison School","0","8","142","80","0","0","25","255"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","6","35","306","456","*","*","60","868"
"0151111","0150011","Bridgeport School District","Hall School","*","6","162","131","0","*","*","306"
"0151211","0150011","Bridgeport School District","Hallen School","0","0","203","102","0","0","11","316"
"0156311","0150011","Bridgeport School District","Harding High School","*","*","621","725","0","0","32","1394"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","*","9","188","173","0","*","54","431"
"0151311","0150011","Bridgeport School District","Hooker School","*","11","181","205","0","*","64","463"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","*","*","42","33","0","0","45","130"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","*","13","352","273","*","*","13","654"
"0151911","0150011","Bridgeport School District","Longfellow School","0","*","195","218","0","0","*","426"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","*","6","208","621","0","*","17","854"
"0152011","0150011","Bridgeport School District","Madison School","0","*","192","249","0","*","84","543"
"0159511","0150011","Bridgeport School District","Make The Grade","0","0","20","7","0","0","0","27"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","*","21","98","287","0","*","48","457"
"0158011","0150011","Bridgeport School District","Parent-Children Program","0","0","0","0","0","0","*","*"
"0159211","0150011","Bridgeport School District","Park City Academy","0","0","6","*","0","0","*","10"
"0151711","0150011","Bridgeport School District","Park City Magnet School","*","*","242","164","0","0","67","511"
"0152511","0150011","Bridgeport School District","Read School","*","17","368","374","0","*","61","822"
"0152611","0150011","Bridgeport School District","Roosevelt School","*","*","184","257","0","0","14","462"
"0154411","0150011","Bridgeport School District","Skane Center","*","16","59","105","0","*","64","246"
"0153011","0150011","Bridgeport School District","Waltersville School","*","8","134","388","0","*","*","537"
"0153611","0150011","Bridgeport School District","Winthrop School","*","36","266","225","0","*","187","719"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","0","0","*","9","0","*","12","27"
"0176111","0170011","Bristol School District","Bristol Central High School","*","*","78","214","0","39","959","1310"
"0176211","0170011","Bristol School District","Bristol Eastern High School","*","39","93","169","0","*","1033","1352"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","*","18","81","167","*","*","609","881"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","0","10","31","140","0","21","141","343"
"0179211","0170011","Bristol School District","Community/Vocational Program","0","*","0","*","0","0","13","16"
"0170311","0170011","Bristol School District","Edgewood School","0","11","20","102","0","21","242","396"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","0","28","24","109","0","44","315","520"
"0170511","0170011","Bristol School District","Greene-Hills School","0","18","12","86","0","20","218","354"
"0171911","0170011","Bristol School District","Ivy Drive School","*","8","29","54","0","*","327","420"
"0170611","0170011","Bristol School District","John J. Jennings School","0","7","11","38","0","0","310","366"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","0","18","31","100","0","15","351","515"
"0171711","0170011","Bristol School District","Mountain View School","0","24","12","58","0","16","270","380"
"0175211","0170011","Bristol School District","Northeast Middle School","*","7","40","71","0","*","438","563"
"0171111","0170011","Bristol School District","South Side School","0","*","52","122","0","*","419","610"
"0171211","0170011","Bristol School District","Stafford School","0","*","31","113","0","*","376","544"
"0186111","0180011","Brookfield School District","Brookfield High School","0","30","16","36","0","0","914","996"
"0180311","0180011","Brookfield School District","Center Elementary School","*","34","*","37","0","0","323","400"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","0","*","*","44","0","0","496","583"
"0185311","0180011","Brookfield School District","Whisconier Middle School","*","51","*","35","0","0","790","890"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","*","*","15","23","0","8","508","562"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","0","*","*","15","0","8","352","385"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","*","0","0","7","0","*","77","86"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","0","*","*","13","0","10","287","318"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","*","*","*","9","0","0","190","206"
"0236111","0230011","Canton School District","Canton High School","0","8","11","13","0","10","473","515"
"0230311","0230011","Canton School District","Canton Intermediate School","0","8","9","21","0","9","358","405"
"0235111","0230011","Canton School District","Canton Middle School","0","*","10","12","0","*","236","266"
"0230211","0230011","Canton School District","Cherry Brook Primary School","*","13","19","31","0","*","522","591"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","0","*","57","76","0","*","57","214"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","0","7","82","59","0","6","25","179"
"2418014","2410014","Capitol Region Education Council","CREC Early Learning Center at Asylum Hill","0","0","13","7","0","0","0","20"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","0","0","*","*","0","*","13","21"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","*","30","57","50","0","*","103","262"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","*","*","135","65","0","*","73","284"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","*","7","104","105","0","*","148","372"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","0","0","0","0","0","0","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","0","35","64","76","0","6","63","244"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","0","0","11","27","0","0","8","46"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","0","0","*","*","0","0","*","9"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","*","26","389","100","0","*","186","711"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","*","12","96","134","0","*","87","337"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","*","*","80","110","0","6","93","293"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","*","11","102","58","0","*","80","255"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","0","*","7","*","0","0","36","52"
"2419314","2410014","Capitol Region Education Council","River Street School","0","*","24","25","0","*","97","151"
"2419114","2410014","Capitol Region Education Council","Soundbridge","0","*","10","10","0","*","72","103"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","*","44","134","223","0","*","233","658"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","*","31","166","107","0","*","106","430"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","*","*","*","11","0","9","162","187"
"2870113","2870013","Charter School for Young Children on Asylum Hill District","Charter School for Young Children on Asylum Hill  Inc.","*","*","98","55","0","0","66","225"
"0250111","0250011","Cheshire School District","Chapman School","0","25","*","*","0","0","258","300"
"0256111","0250011","Cheshire School District","Cheshire High School","0","114","30","46","0","0","1326","1516"
"0250211","0250011","Cheshire School District","Darcey School","*","40","7","21","0","*","272","343"
"0255111","0250011","Cheshire School District","Dodd Middle School","0","64","15","19","0","0","688","786"
"0250611","0250011","Cheshire School District","Doolittle School","0","53","12","20","0","0","432","517"
"0250411","0250011","Cheshire School District","Highland School","*","94","14","34","0","*","683","827"
"0259011","0250011","Cheshire School District","Humiston School","*","0","*","*","0","0","18","22"
"0250511","0250011","Cheshire School District","Norton School","*","42","7","20","0","*","412","487"
"0260111","0260011","Chester School District","Chester Elementary School","0","8","*","*","0","*","257","275"
"0270111","0270011","Clinton School District","Abraham Pierson School","*","*","*","28","0","7","262","304"
"0275111","0270011","Clinton School District","Jared Eliot School","*","10","*","34","*","12","431","492"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","*","18","6","64","0","*","588","683"
"0276111","0270011","Clinton School District","The Morgan School","*","18","*","38","*","19","474","557"
"0286111","0280011","Colchester School District","Bacon Academy","6","13","40","40","0","6","882","987"
"0280411","0280011","Colchester School District","Colchester Elementary School","*","21","15","26","0","*","621","698"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","*","17","15","28","0","*","617","688"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","*","10","23","39","0","*","619","705"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","0","0","0","*","0","*","100","112"
"0300111","0300011","Columbia School District","Horace W. Porter School","0","*","*","24","0","7","498","539"
"2686113","2680013","Common Ground High School District","Common Ground High School","0","*","55","72","0","*","27","163"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","*","*","268","416","0","0","36","726"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","*","*","330","463","0","0","70","872"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","*","*","71","322","0","11","184","596"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","0","*","199","304","0","0","*","539"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","14","7","73","162","*","*","320","583"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","*","*","37","77","0","0","415","535"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","7","*","43","239","0","*","500","794"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","*","9","*","16","0","13","511","558"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","*","8","39","185","*","0","403","640"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","*","17","107","122","0","*","397","658"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","7","6","27","69","0","33","504","646"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","*","8","15","43","0","*","632","709"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","*","10","119","217","0","*","515","869"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","*","*","57","67","0","*","469","599"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","8","*","120","198","0","*","407","745"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","8","*","17","139","*","*","405","574"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","0","*","15","*","0","0","58","82"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","0","*","17","*","0","0","23","53"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","0","*","*","0","0","10","12"
"2438014","2430014","Cooperative Educational Services","School Readiness","0","*","9","40","0","0","*","53"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","*","18","172","145","0","*","109","452"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","*","*","25","26","0","*","76","135"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","0","*","0","*","0","10","99","115"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","0","*","*","17","0","20","416","462"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","0","0","*","*","0","0","9","13"
"0320211","0320011","Coventry School District","Coventry Grammar School","*","*","*","17","0","17","351","391"
"0326111","0320011","Coventry School District","Coventry High School","*","*","8","20","0","13","514","558"
"0320411","0320011","Coventry School District","George Hersey Robertson School","*","*","*","22","0","23","357","411"
"0336111","0330011","Cromwell School District","Cromwell High School","*","14","53","36","*","*","479","588"
"0335111","0330011","Cromwell School District","Cromwell Middle School","0","*","37","40","0","*","373","475"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","*","38","45","*","0","0","373","489"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","0","*","46","37","0","*","350","465"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","0","*","*","20","0","0","46","80"
"0345111","0340011","Danbury School District","Broadview Middle School","0","94","116","308","*","*","583","1114"
"0346111","0340011","Danbury School District","Danbury High School","*","239","321","923","0","*","1407","2898"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","0","30","31","223","0","6","106","396"
"0341111","0340011","Danbury School District","Great Plain School","0","14","9","115","0","7","154","299"
"0340211","0340011","Danbury School District","Hayestown Avenue School","0","50","38","178","0","12","110","388"
"0341711","0340011","Danbury School District","King Street Intermediate School","0","23","35","125","0","7","184","374"
"0341311","0340011","Danbury School District","King Street Primary School","*","30","11","130","0","*","234","415"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","0","13","*","29","0","*","80","134"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","0","37","43","125","0","6","191","402"
"0340611","0340011","Danbury School District","Morris Street School","0","17","23","203","0","9","90","342"
"0340811","0340011","Danbury School District","Park Avenue School","0","37","*","213","0","*","138","425"
"0341511","0340011","Danbury School District","Pembroke School","0","27","*","118","0","*","168","343"
"0345211","0340011","Danbury School District","Rogers Park Middle School","0","68","120","429","0","14","463","1094"
"0341211","0340011","Danbury School District","Shelter Rock School","*","41","31","181","0","*","139","409"
"0341011","0340011","Danbury School District","South Street School","*","21","25","220","0","*","111","388"
"0341611","0340011","Danbury School District","Stadley Rough School","0","43","23","147","0","0","239","452"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","*","33","26","69","0","*","254","386"
"0356111","0350011","Darien School District","Darien High School","*","38","*","52","0","0","1216","1315"
"0350211","0350011","Darien School District","Hindley Elementary School","0","33","*","24","0","*","532","594"
"0350711","0350011","Darien School District","Holmes Elementary School","0","18","0","10","0","0","411","439"
"0355111","0350011","Darien School District","Middlesex Middle School","*","27","*","37","0","*","1090","1159"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","*","12","*","12","0","*","443","472"
"0350511","0350011","Darien School District","Royle Elementary School","*","22","*","13","0","*","378","419"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","16","*","16","0","*","405","444"
"0360111","0360011","Deep River School District","Deep River Elementary School","*","*","*","19","0","*","324","351"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","0","0","*","0","0","0","*","*"
"0370611","0370011","Derby School District","Bradley School","0","*","36","60","*","13","244","367"
"0376111","0370011","Derby School District","Derby High School","*","*","65","73","*","*","238","385"
"0375011","0370011","Derby School District","Derby Middle School","0","*","59","68","*","*","185","319"
"0370411","0370011","Derby School District","Irving School","0","*","91","128","*","7","163","396"
"0400111","0400011","East Granby School District","Allgrove School","*","*","19","19","0","9","199","255"
"0406111","0400011","East Granby School District","East Granby High School","0","10","14","*","0","*","238","275"
"0405111","0400011","East Granby School District","East Granby Middle School","0","*","12","9","0","*","182","211"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","*","*","7","7","0","*","130","150"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","0","*","0","*","0","*","403","412"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","0","*","*","10","0","0","368","387"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","0","*","*","11","0","*","519","540"
"0420311","0420011","East Hampton School District","Center School","0","8","*","13","0","*","257","288"
"0426111","0420011","East Hampton School District","East Hampton High School","*","11","*","9","0","0","523","552"
"0425111","0420011","East Hampton School District","East Hampton Middle School","0","10","*","24","*","*","465","508"
"0420111","0420011","East Hampton School District","Memorial School","0","12","0","28","0","12","563","615"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","0","0","0","0","0","0","7","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","0","20","103","136","0","0","32","291"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","*","*","48","30","0","0","85","180"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","*","*","153","186","0","0","45","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","*","21","143","154","0","*","48","369"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","*","*","91","112","0","0","123","338"
"0436211","0430011","East Hartford School District","East Hartford High School","*","104","599","560","0","*","460","1734"
"0435111","0430011","East Hartford School District","East Hartford Middle School","*","52","373","375","0","*","215","1021"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","*","60","120","102","0","*","96","382"
"0430511","0430011","East Hartford School District","Hockanum School","0","*","97","136","0","*","62","317"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","0","*","132","106","0","*","132","390"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","*","23","148","166","0","*","47","388"
"0431211","0430011","East Hartford School District","Silver Lane School","0","*","108","161","0","*","35","308"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","0","*","59","*","0","0","52","152"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","0","15","157","122","0","0","52","346"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","0","*","91","121","0","*","59","287"
"0439011","0430011","East Hartford School District","Woodland School","0","*","59","79","0","0","*","188"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","*","12","*","27","0","*","243","290"
"0441411","0440011","East Haven School District","D. C. Moore School","0","*","13","63","0","*","185","273"
"0440111","0440011","East Haven School District","Deer Run School","0","21","*","51","0","*","263","348"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","0","*","14","44","0","*","173","246"
"0446111","0440011","East Haven School District","East Haven High School","0","41","25","131","0","7","739","943"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","0","9","*","54","0","*","130","204"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","0","20","*","105","0","*","537","680"
"0440711","0440011","East Haven School District","Momauguin School","0","6","*","53","0","*","116","181"
"0441811","0440011","East Haven School District","Overbrook Elementary School","0","14","*","44","0","*","156","226"
"0449011","0440011","East Haven School District","Pathways","0","0","*","*","0","0","27","34"
"0456111","0450011","East Lyme School District","East Lyme High School","*","84","22","37","0","*","1054","1208"
"0455111","0450011","East Lyme School District","East Lyme Middle School","*","90","15","30","0","*","709","850"
"0450111","0450011","East Lyme School District","Flanders School","*","57","*","15","0","*","285","365"
"0458011","0450011","East Lyme School District","Integrated Preschool","0","0","*","*","0","0","42","44"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","0","36","*","19","0","*","289","365"
"0450211","0450011","East Lyme School District","Niantic Center School","0","10","*","14","*","*","196","229"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","*","44","70","75","*","30","336","558"
"0476111","0470011","East Windsor School District","East Windsor High School","0","*","57","24","0","*","280","378"
"0475411","0470011","East Windsor School District","East Windsor Middle School","*","13","50","44","*","18","265","393"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","0","*","11","0","*","94","112"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","*","0","*","15","0","*","46","67"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","0","*","7","11","0","*","81","105"
"0390111","0390011","Eastford School District","Eastford Elementary School","*","*","*","*","0","*","169","180"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","8","*","20","*","*","357","396"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","38","*","31","0","11","617","705"
"2428014","2420014","EdAdvance","EdAdvance Headstart","*","*","0","66","*","0","107","183"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","0","0","*","*","0","0","22","34"
"0480111","0480011","Ellington School District","Center School","*","12","11","14","0","*","382","432"
"0480211","0480011","Ellington School District","Crystal Lake School","0","*","*","7","0","*","199","217"
"0486111","0480011","Ellington School District","Ellington High School","0","17","19","24","*","*","715","791"
"0485111","0480011","Ellington School District","Ellington Middle School","*","*","13","21","0","15","347","410"
"0480711","0480011","Ellington School District","Windermere Intermediate School","*","23","18","18","0","*","362","436"
"0480611","0480011","Ellington School District","Windermere School","0","57","19","23","0","17","323","439"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","*","*","450","122","0","6","*","585"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","*","*","6","13","*","15","285","325"
"0491611","0490011","Enfield School District","Eli Whitney School","*","12","21","41","*","25","317","418"
"0496111","0490011","Enfield School District","Enfield High School","*","12","58","41","0","*","687","809"
"0490211","0490011","Enfield School District","Enfield Street School","0","*","32","48","*","22","234","347"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","0","*","*","*","0","0","7","10"
"0496211","0490011","Enfield School District","Enrico Fermi High School","*","*","53","47","0","27","956","1102"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","0","*","10","16","0","*","201","234"
"0490411","0490011","Enfield School District","Hazardville Memorial School","*","*","11","20","0","16","305","366"
"0498011","0490011","Enfield School District","Head Start Program","0","*","*","29","0","13","52","104"
"0491811","0490011","Enfield School District","Henry Barnard School","*","13","43","40","*","23","272","397"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","*","*","57","66","0","26","684","848"
"0491111","0490011","Enfield School District","Nathan Hale School","*","*","9","14","0","15","202","247"
"0491511","0490011","Enfield School District","Prudence Crandall School","*","14","8","35","*","14","305","379"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","*","*","42","82","*","20","145","301"
"0500111","0500011","Essex School District","Essex Elementary School","0","18","*","*","0","13","545","593"
"2726113","2720013","Explorations District","Explorations","*","*","*","*","0","0","73","80"
"0510211","0510011","Fairfield School District","Burr Elementary School","*","15","*","15","0","19","363","420"
"0510111","0510011","Fairfield School District","Dwight Elementary School","0","19","*","14","0","*","273","314"
"0518011","0510011","Fairfield School District","Early Childhood Center","*","*","*","11","0","*","97","118"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","*","61","34","87","*","33","1280","1503"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","*","67","47","161","*","51","994","1328"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","0","33","12","40","0","18","565","668"
"0510411","0510011","Fairfield School District","Holland Hill School","*","21","*","45","0","10","245","333"
"0511711","0510011","Fairfield School District","Jennings School","0","17","15","32","0","13","270","347"
