"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0420111","0420011","East Hampton School District","Memorial School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0420111","0420011","East Hampton School District","Memorial School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0430911","0430011","East Hartford School District","Anna E. Norris School","ELA","N","136","136","100.0","136","74","54.4","36","26.5","*","*","*","*","*","*"
"0430911","0430011","East Hartford School District","Anna E. Norris School","ELA","Y","28","28","100.0","28","17","60.7","*","*","*","*","0","0.0","*","*"
"0430911","0430011","East Hartford School District","Anna E. Norris School","Math","N","136","136","100.0","136","88","64.7","33","24.3","15","11.0","0","0.0","15","11.0"
"0430911","0430011","East Hartford School District","Anna E. Norris School","Math","Y","28","28","100.0","28","18","64.3","10","35.7","0","0.0","0","0.0","0","0.0"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","ELA","N","147","147","100.0","147","79","53.7","30","20.4","28","19.0","10","6.8","38","25.9"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","ELA","Y","34","34","100.0","34","28","82.4","6","17.6","0","0.0","0","0.0","0","0.0"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","Math","N","146","145","99.3","145","71","49.0","*","*","24","16.6","*","*","*","*"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","Math","Y","34","34","100.0","34","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","ELA","N","123","123","100.0","123","55","44.7","24","19.5","*","*","*","*","*","*"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","ELA","Y","27","27","100.0","26","16","61.5","*","*","*","*","0","0.0","*","*"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","Math","N","123","122","99.2","122","54","44.3","40","32.8","*","*","*","*","28","23.0"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","Math","Y","24","24","100.0","24","16","66.7","8","33.3","0","0.0","0","0.0","0","0.0"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","ELA","N","247","247","100.0","247","*","*","*","*","*","*","*","*","*","*"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","ELA","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","Math","N","245","245","100.0","245","*","*","*","*","*","*","*","*","*","*"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0435111","0430011","East Hartford School District","East Hartford Middle School","ELA","N","985","974","98.9","974","362","37.2","303","31.1","*","*","*","*","*","*"
"0435111","0430011","East Hartford School District","East Hartford Middle School","ELA","Y","103","102","99.0","99","86","86.9","*","*","0","0.0","*","*","*","*"
"0435111","0430011","East Hartford School District","East Hartford Middle School","Math","N","985","968","98.3","968","555","57.3","*","*","97","10.0","*","*","*","*"
"0435111","0430011","East Hartford School District","East Hartford Middle School","Math","Y","104","102","98.1","101","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","ELA","N","164","164","100.0","164","*","*","*","*","*","*","*","*","*","*"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","Math","N","164","164","100.0","164","*","*","*","*","*","*","*","*","*","*"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0430511","0430011","East Hartford School District","Hockanum School","ELA","N","100","100","100.0","100","*","*","*","*","*","*","*","*","*","*"
"0430511","0430011","East Hartford School District","Hockanum School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0430511","0430011","East Hartford School District","Hockanum School","Math","N","100","100","100.0","100","*","*","*","*","*","*","*","*","*","*"
"0430511","0430011","East Hartford School District","Hockanum School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","ELA","N","122","122","100.0","122","*","*","*","*","*","*","*","*","*","*"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","Math","N","122","117","95.9","117","*","*","*","*","*","*","*","*","*","*"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","ELA","N","225","225","100.0","225","107","47.6","53","23.6","*","*","*","*","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","ELA","Y","39","39","100.0","38","23","60.5","12","31.6","*","*","*","*","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","Math","N","225","225","100.0","225","144","64.0","60","26.7","*","*","*","*","*","*"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","Math","Y","39","39","100.0","38","27","71.1","*","*","*","*","0","0.0","*","*"
"0431211","0430011","East Hartford School District","Silver Lane School","ELA","N","112","112","100.0","111","*","*","*","*","*","*","*","*","*","*"
"0431211","0430011","East Hartford School District","Silver Lane School","ELA","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0431211","0430011","East Hartford School District","Silver Lane School","Math","N","110","110","100.0","108","*","*","*","*","*","*","*","*","*","*"
"0431211","0430011","East Hartford School District","Silver Lane School","Math","Y","13","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","ELA","N","191","191","100.0","191","*","*","*","*","*","*","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","Math","N","190","190","100.0","190","*","*","*","*","*","*","*","*","*","*"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","ELA","N","*","*","*","*","*","*","*","*","*","*","0","0.0","*","*"
"0439011","0430011","East Hartford School District","Woodland School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0439011","0430011","East Hartford School District","Woodland School","Math","N","*","*","*","*","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0439011","0430011","East Hartford School District","Woodland School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","ELA","N","244","244","100.0","244","*","*","*","*","*","*","*","*","*","*"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","ELA","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","Math","N","244","243","99.6","243","*","*","*","*","*","*","*","*","*","*"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","ELA","N","167","167","100.0","167","43","25.7","*","*","*","*","41","24.6","*","*"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","ELA","Y","22","22","100.0","22","14","63.6","*","*","*","*","0","0.0","*","*"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","Math","N","167","167","100.0","166","31","18.7","48","28.9","62","37.3","25","15.1","87","52.4"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","Math","Y","22","22","100.0","22","8","36.4","6","27.3","8","36.4","0","0.0","8","36.4"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","ELA","N","124","124","100.0","124","31","25.0","*","*","*","*","*","*","*","*"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","ELA","Y","24","24","100.0","24","16","66.7","*","*","*","*","*","*","*","*"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","Math","N","124","124","100.0","124","49","39.5","*","*","*","*","*","*","*","*"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","Math","Y","24","24","100.0","24","17","70.8","*","*","*","*","0","0.0","*","*"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","ELA","N","528","523","99.1","523","116","22.2","156","29.8","*","*","*","*","*","*"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","ELA","Y","47","47","100.0","47","30","63.8","*","*","*","*","0","0.0","*","*"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","Math","N","528","520","98.5","520","231","44.4","188","36.2","74","14.2","27","5.2","101","19.4"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","Math","Y","47","47","100.0","47","34","72.3","13","27.7","0","0.0","0","0.0","0","0.0"
"0440711","0440011","East Haven School District","Momauguin School","ELA","N","132","132","100.0","132","*","*","*","*","*","*","*","*","*","*"
"0440711","0440011","East Haven School District","Momauguin School","ELA","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0440711","0440011","East Haven School District","Momauguin School","Math","N","132","132","100.0","132","*","*","*","*","*","*","*","*","*","*"
"0440711","0440011","East Haven School District","Momauguin School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"0455111","0450011","East Lyme School District","East Lyme Middle School","ELA","N","834","808","96.9","808","*","*","*","*","*","*","*","*","*","*"
"0455111","0450011","East Lyme School District","East Lyme Middle School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0455111","0450011","East Lyme School District","East Lyme Middle School","Math","N","834","806","96.6","805","*","*","*","*","*","*","*","*","*","*"
"0455111","0450011","East Lyme School District","East Lyme Middle School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0450111","0450011","East Lyme School District","Flanders School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450111","0450011","East Lyme School District","Flanders School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450111","0450011","East Lyme School District","Flanders School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450111","0450011","East Lyme School District","Flanders School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0475411","0470011","East Windsor School District","East Windsor Middle School","ELA","N","363","358","98.6","358","*","*","*","*","*","*","*","*","*","*"
"0475411","0470011","East Windsor School District","East Windsor Middle School","ELA","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0475411","0470011","East Windsor School District","East Windsor Middle School","Math","N","363","358","98.6","358","*","*","*","*","*","*","*","*","*","*"
"0475411","0470011","East Windsor School District","East Windsor Middle School","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","ELA","N","*","*","*","*","*","*","*","*","*","*","0","0.0","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","Math","N","*","*","*","*","*","*","*","*","0","0.0","0","0.0","0","0.0"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0390111","0390011","Eastford School District","Eastford Elementary School","ELA","N","86","86","100.0","86","7","8.1","22","25.6","31","36.0","26","30.2","57","66.3"
"0390111","0390011","Eastford School District","Eastford Elementary School","Math","N","86","86","100.0","86","14","16.3","29","33.7","23","26.7","20","23.3","43","50.0"
"0465111","0460011","Easton School District","Helen Keller Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0465111","0460011","Easton School District","Helen Keller Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","ELA","N","7","7","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","Math","N","7","6","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0480711","0480011","Ellington School District","Windermere Intermediate School","ELA","N","431","428","99.3","428","*","*","*","*","*","*","*","*","*","*"
"0480711","0480011","Ellington School District","Windermere Intermediate School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0480711","0480011","Ellington School District","Windermere Intermediate School","Math","N","431","428","99.3","428","*","*","*","*","*","*","*","*","*","*"
"0480711","0480011","Ellington School District","Windermere Intermediate School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0480611","0480011","Ellington School District","Windermere School","ELA","N","189","189","100.0","189","*","*","*","*","*","*","*","*","*","*"
"0480611","0480011","Ellington School District","Windermere School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0480611","0480011","Ellington School District","Windermere School","Math","N","189","189","100.0","189","*","*","*","*","*","*","*","*","*","*"
"0480611","0480011","Ellington School District","Windermere School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","N","365","365","100.0","365","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","N","365","365","100.0","365","*","*","*","*","*","*","*","*","*","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","ELA","N","318","317","99.7","317","*","*","*","*","*","*","*","*","*","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","ELA","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","Math","N","318","317","99.7","317","*","*","*","*","*","*","*","*","*","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0491611","0490011","Enfield School District","Eli Whitney School","ELA","N","399","395","99.0","395","*","*","*","*","*","*","*","*","*","*"
"0491611","0490011","Enfield School District","Eli Whitney School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0491611","0490011","Enfield School District","Eli Whitney School","Math","N","399","396","99.2","396","*","*","*","*","*","*","*","*","*","*"
"0491611","0490011","Enfield School District","Eli Whitney School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","ELA","N","1057","1050","99.3","1050","*","*","*","*","*","*","*","*","*","*"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","Math","N","1054","1044","99.1","1044","*","*","*","*","*","*","*","*","*","*"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","ELA","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","Math","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0491511","0490011","Enfield School District","Prudence Crandall School","ELA","N","403","402","99.8","402","*","*","*","*","*","*","*","*","*","*"
"0491511","0490011","Enfield School District","Prudence Crandall School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0491511","0490011","Enfield School District","Prudence Crandall School","Math","N","403","402","99.8","402","*","*","*","*","*","*","*","*","*","*"
"0491511","0490011","Enfield School District","Prudence Crandall School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510111","0510011","Fairfield School District","Dwight Elementary School","ELA","N","157","156","99.4","156","10","6.4","12","7.7","51","32.7","83","53.2","134","85.9"
"0510111","0510011","Fairfield School District","Dwight Elementary School","Math","N","157","156","99.4","156","7","4.5","27","17.3","62","39.7","60","38.5","122","78.2"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","ELA","N","872","861","98.7","859","*","*","*","*","*","*","*","*","*","*"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","Math","N","870","854","98.2","854","*","*","*","*","*","*","*","*","*","*"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0510411","0510011","Fairfield School District","Holland Hill School","ELA","N","202","200","99.0","200","*","*","*","*","*","*","*","*","*","*"
"0510411","0510011","Fairfield School District","Holland Hill School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0510411","0510011","Fairfield School District","Holland Hill School","Math","N","202","200","99.0","200","*","*","*","*","*","*","*","*","*","*"
"0510411","0510011","Fairfield School District","Holland Hill School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0511711","0510011","Fairfield School District","Jennings School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511711","0510011","Fairfield School District","Jennings School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511711","0510011","Fairfield School District","Jennings School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511711","0510011","Fairfield School District","Jennings School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510611","0510011","Fairfield School District","McKinley School","ELA","N","193","191","99.0","191","41","21.5","*","*","*","*","*","*","*","*"
"0510611","0510011","Fairfield School District","McKinley School","ELA","Y","25","25","100.0","25","14","56.0","*","*","*","*","*","*","*","*"
"0510611","0510011","Fairfield School District","McKinley School","Math","N","193","191","99.0","191","27","14.1","58","30.4","*","*","*","*","106","55.5"
"0510611","0510011","Fairfield School District","McKinley School","Math","Y","25","25","100.0","25","9","36.0","7","28.0","*","*","*","*","9","36.0"
"0510711","0510011","Fairfield School District","Mill Hill School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510711","0510011","Fairfield School District","Mill Hill School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510711","0510011","Fairfield School District","Mill Hill School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510711","0510011","Fairfield School District","Mill Hill School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511611","0510011","Fairfield School District","North Stratfield School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511611","0510011","Fairfield School District","North Stratfield School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511611","0510011","Fairfield School District","North Stratfield School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511611","0510011","Fairfield School District","North Stratfield School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511811","0510011","Fairfield School District","Osborn Hill School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511811","0510011","Fairfield School District","Osborn Hill School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511811","0510011","Fairfield School District","Osborn Hill School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511811","0510011","Fairfield School District","Osborn Hill School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511211","0510011","Fairfield School District","Riverfield School","ELA","N","210","208","99.0","208","8","3.8","28","13.5","51","24.5","121","58.2","172","82.7"
"0511211","0510011","Fairfield School District","Riverfield School","Math","N","210","208","99.0","208","11","5.3","34","16.3","83","39.9","80","38.5","163","78.4"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511311","0510011","Fairfield School District","Sherman School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511311","0510011","Fairfield School District","Sherman School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511311","0510011","Fairfield School District","Sherman School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511311","0510011","Fairfield School District","Sherman School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0511411","0510011","Fairfield School District","Stratfield School","ELA","N","237","237","100.0","237","*","*","*","*","*","*","*","*","*","*"
"0511411","0510011","Fairfield School District","Stratfield School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0511411","0510011","Fairfield School District","Stratfield School","Math","N","237","237","100.0","237","*","*","*","*","*","*","*","*","*","*"
"0511411","0510011","Fairfield School District","Stratfield School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","ELA","N","660","652","98.8","652","*","*","127","19.5","*","*","211","32.4","*","*"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","ELA","Y","28","27","96.4","27","15","55.6","*","*","*","*","0","0.0","*","*"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","Math","N","660","646","97.9","646","*","*","181","28.0","*","*","186","28.8","*","*"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","Math","Y","27","26","96.3","26","17","65.4","*","*","*","*","0","0.0","*","*"
"0520411","0520011","Farmington School District","East Farms School","ELA","N","206","206","100.0","206","*","*","*","*","*","*","*","*","*","*"
"0520411","0520011","Farmington School District","East Farms School","ELA","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0520411","0520011","Farmington School District","East Farms School","Math","N","206","206","100.0","206","*","*","*","*","*","*","*","*","*","*"
"0520411","0520011","Farmington School District","East Farms School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","ELA","N","611","607","99.3","607","*","*","*","*","*","*","*","*","*","*"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
