"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","Math","N","611","607","99.3","607","*","*","*","*","*","*","*","*","*","*"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0520211","0520011","Farmington School District","Noah Wallace School","ELA","N","140","140","100.0","140","*","*","*","*","*","*","*","*","*","*"
"0520211","0520011","Farmington School District","Noah Wallace School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0520211","0520011","Farmington School District","Noah Wallace School","Math","N","140","140","100.0","140","*","*","*","*","*","*","*","*","*","*"
"0520211","0520011","Farmington School District","Noah Wallace School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0520111","0520011","Farmington School District","Union School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0520111","0520011","Farmington School District","Union School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0520111","0520011","Farmington School District","Union School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0520111","0520011","Farmington School District","Union School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0520311","0520011","Farmington School District","West District School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0520311","0520011","Farmington School District","West District School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0520311","0520011","Farmington School District","West District School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0520311","0520011","Farmington School District","West District School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","ELA","N","641","637","99.4","637","*","*","*","*","*","*","*","*","*","*"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Math","N","641","636","99.2","636","*","*","*","*","*","*","*","*","*","*"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"0530111","0530011","Franklin School District","Franklin Elementary School","ELA","N","110","108","98.2","108","21","19.4","22","20.4","40","37.0","25","23.1","65","60.2"
"0530111","0530011","Franklin School District","Franklin Elementary School","Math","N","110","108","98.2","108","26","24.1","33","30.6","29","26.9","20","18.5","49","45.4"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540311","0540011","Glastonbury School District","Eastbury School","ELA","N","131","131","100.0","131","*","*","*","*","33","25.2","83","63.4","116","88.5"
"0540311","0540011","Glastonbury School District","Eastbury School","Math","N","131","131","100.0","131","7","5.3","21","16.0","30","22.9","73","55.7","103","78.6"
"0540811","0540011","Glastonbury School District","Gideon Welles School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540811","0540011","Glastonbury School District","Gideon Welles School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540811","0540011","Glastonbury School District","Gideon Welles School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540811","0540011","Glastonbury School District","Gideon Welles School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","N","13","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","N","13","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0540711","0540011","Glastonbury School District","Naubuc School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540711","0540011","Glastonbury School District","Naubuc School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540711","0540011","Glastonbury School District","Naubuc School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540711","0540011","Glastonbury School District","Naubuc School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0545211","0540011","Glastonbury School District","Smith Middle School","ELA","N","1022","1019","99.7","1019","*","*","*","*","*","*","*","*","*","*"
"0545211","0540011","Glastonbury School District","Smith Middle School","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0545211","0540011","Glastonbury School District","Smith Middle School","Math","N","1022","1019","99.7","1019","*","*","*","*","*","*","*","*","*","*"
"0545211","0540011","Glastonbury School District","Smith Middle School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0565111","0560011","Granby School District","Granby Memorial Middle School","ELA","N","308","303","98.4","303","24","7.9","53","17.5","130","42.9","96","31.7","226","74.6"
"0565111","0560011","Granby School District","Granby Memorial Middle School","Math","N","308","303","98.4","303","39","12.9","85","28.1","92","30.4","87","28.7","179","59.1"
"0560411","0560011","Granby School District","Kelly Lane Primary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0560411","0560011","Granby School District","Kelly Lane Primary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0560411","0560011","Granby School District","Kelly Lane Primary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0560411","0560011","Granby School District","Kelly Lane Primary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","ELA","N","181","181","100.0","181","94","51.9","53","29.3","*","*","*","*","34","18.8"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","ELA","Y","29","29","100.0","29","13","44.8","10","34.5","6","20.7","0","0.0","6","20.7"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","Math","N","181","178","98.3","178","119","66.9","45","25.3","*","*","*","*","*","*"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","Math","Y","29","29","100.0","29","14","48.3","10","34.5","*","*","*","*","*","*"
"0575111","0570011","Greenwich School District","Central Middle School","ELA","N","532","526","98.9","526","46","8.7","*","*","*","*","169","32.1","*","*"
"0575111","0570011","Greenwich School District","Central Middle School","ELA","Y","20","20","100.0","20","13","65.0","*","*","*","*","0","0.0","*","*"
"0575111","0570011","Greenwich School District","Central Middle School","Math","N","532","526","98.9","526","91","17.3","*","*","143","27.2","*","*","*","*"
"0575111","0570011","Greenwich School District","Central Middle School","Math","Y","20","20","100.0","20","9","45.0","*","*","6","30.0","*","*","*","*"
"0570211","0570011","Greenwich School District","Cos Cob School","ELA","N","210","209","99.5","209","20","9.6","*","*","50","23.9","*","*","*","*"
"0570211","0570011","Greenwich School District","Cos Cob School","ELA","Y","26","26","100.0","26","15","57.7","*","*","7","26.9","*","*","*","*"
"0570211","0570011","Greenwich School District","Cos Cob School","Math","N","210","209","99.5","209","22","10.5","*","*","76","36.4","*","*","*","*"
"0570211","0570011","Greenwich School District","Cos Cob School","Math","Y","26","26","100.0","26","10","38.5","*","*","8","30.8","*","*","*","*"
"0575211","0570011","Greenwich School District","Eastern Middle School","ELA","N","807","806","99.9","806","*","*","*","*","*","*","*","*","*","*"
"0575211","0570011","Greenwich School District","Eastern Middle School","ELA","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0575211","0570011","Greenwich School District","Eastern Middle School","Math","N","807","805","99.8","805","*","*","*","*","*","*","*","*","*","*"
"0575211","0570011","Greenwich School District","Eastern Middle School","Math","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0570411","0570011","Greenwich School District","Glenville School","ELA","N","228","227","99.6","227","*","*","*","*","*","*","*","*","*","*"
"0570411","0570011","Greenwich School District","Glenville School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0570411","0570011","Greenwich School District","Glenville School","Math","N","228","227","99.6","227","*","*","*","*","*","*","*","*","*","*"
"0570411","0570011","Greenwich School District","Glenville School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","ELA","N","149","149","100.0","149","*","*","*","*","*","*","*","*","*","*"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","Math","N","149","149","100.0","149","*","*","*","*","*","*","*","*","*","*"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0571311","0570011","Greenwich School District","International School At Dundee","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0571311","0570011","Greenwich School District","International School At Dundee","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0571311","0570011","Greenwich School District","International School At Dundee","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0571311","0570011","Greenwich School District","International School At Dundee","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
