"school_code","district_code","district","school","female","male","total"
"0159511","0150011","Bridgeport School District","Make The Grade","9","28","37"
"0154311","0150011","Bridgeport School District","Maplewood Annex","65","122","187"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","259","216","475"
"0159411","0150011","Bridgeport School District","New Start Program","*","*","14"
"0159211","0150011","Bridgeport School District","Park City Academy","6","24","30"
"0151711","0150011","Bridgeport School District","Park City Magnet School","249","252","501"
"0152511","0150011","Bridgeport School District","Read School","420","484","904"
"0152611","0150011","Bridgeport School District","Roosevelt School","340","387","727"
"0154411","0150011","Bridgeport School District","Skane Center","93","126","219"
"0159111","0150011","Bridgeport School District","The University School","19","27","46"
"0153011","0150011","Bridgeport School District","Waltersville School","221","235","456"
"0153611","0150011","Bridgeport School District","Winthrop School","378","380","758"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","23"
"0176111","0170011","Bristol School District","Bristol Central High School","697","768","1465"
"0176211","0170011","Bristol School District","Bristol Eastern High School","682","651","1333"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","452","477","929"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","183","172","355"
"0170111","0170011","Bristol School District","Clarence A. Bingham School","116","137","253"
"0170311","0170011","Bristol School District","Edgewood School","158","198","356"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","246","244","490"
"0170511","0170011","Bristol School District","Greene-Hills School","176","220","396"
"0171911","0170011","Bristol School District","Ivy Drive School","189","213","402"
"0170611","0170011","Bristol School District","John J. Jennings School","191","183","374"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","258","284","542"
"0171711","0170011","Bristol School District","Mountain View School","167","202","369"
"0175211","0170011","Bristol School District","Northeast Middle School","263","295","558"
"0171111","0170011","Bristol School District","South Side School","266","314","580"
"0171211","0170011","Bristol School District","Stafford School","249","248","497"
"0186111","0180011","Brookfield School District","Brookfield High School","482","538","1020"
"0180311","0180011","Brookfield School District","Center Elementary School","188","186","374"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","307","297","604"
"0185311","0180011","Brookfield School District","Whisconier Middle School","486","465","951"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","281","299","580"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","202","204","406"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","57","44","101"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","135","181","316"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","110","152","262"
"0236111","0230011","Canton School District","Canton High School","246","268","514"
"0230311","0230011","Canton School District","Canton Intermediate School","196","209","405"
"0235111","0230011","Canton School District","Canton Middle School","134","136","270"
"0230211","0230011","Canton School District","Cherry Brook Primary School","283","255","538"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","129","128","257"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","73","38","111"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","28","15","43"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","129","260","389"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","353","323","676"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","174","155","329"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","288","294","582"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","207","199","406"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","100","110","210"
"0250111","0250011","Cheshire School District","Chapman School","172","160","332"
"0256111","0250011","Cheshire School District","Cheshire High School","777","835","1612"
"0250211","0250011","Cheshire School District","Darcey School","191","202","393"
"0255111","0250011","Cheshire School District","Dodd Middle School","388","436","824"
"0250611","0250011","Cheshire School District","Doolittle School","250","287","537"
"0250411","0250011","Cheshire School District","Highland School","434","474","908"
"0259011","0250011","Cheshire School District","Humiston School","11","12","23"
"0250511","0250011","Cheshire School District","Norton School","258","235","493"
"0260111","0260011","Chester School District","Chester Elementary School","175","166","341"
"0270111","0270011","Clinton School District","Abraham Pierson School","164","174","338"
"0275111","0270011","Clinton School District","Jared Eliot School","218","244","462"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","350","317","667"
"0276111","0270011","Clinton School District","The Morgan School","333","305","638"
"0286111","0280011","Colchester School District","Bacon Academy","460","522","982"
"0280411","0280011","Colchester School District","Colchester Elementary School","376","398","774"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","347","334","681"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","429","372","801"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","66","56","122"
"0300111","0300011","Columbia School District","Horace W. Porter School","293","293","586"
"2686113","2680013","Common Ground High School District","Common Ground High School","78","74","152"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","316","265","581"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","444","434","878"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","193","268","461"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","268","261","529"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","246","343","589"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","176","354","530"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","256","440","696"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","156","407","563"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","176","394","570"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","84","480","564"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","105","150","255"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","116","294","410"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","237","483","720"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","258","595","853"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","158","429","587"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","268","436","704"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","167","316","483"
"2439014","2430014","Cooperative Educational Services","C. E. S. Special Education","56","184","240"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","231","204","435"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","63","66","129"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","261","278","539"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","*","*","11"
"0320211","0320011","Coventry School District","Coventry Grammar School","191","234","425"
"0326111","0320011","Coventry School District","Coventry High School","272","287","559"
"0320411","0320011","Coventry School District","George Hersey Robertson School","240","234","474"
"0336111","0330011","Cromwell School District","Cromwell High School","298","261","559"
"0335111","0330011","Cromwell School District","Cromwell Middle School","245","228","473"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","227","258","485"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","214","258","472"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","56","41","97"
"0345111","0340011","Danbury School District","Broadview Middle School","555","589","1144"
"0346111","0340011","Danbury School District","Danbury High School","1443","1392","2835"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","171","162","333"
"0341111","0340011","Danbury School District","Great Plain School","153","162","315"
"0340211","0340011","Danbury School District","Hayestown Avenue School","180","220","400"
"0341711","0340011","Danbury School District","King Street Intermediate School","157","160","317"
"0341311","0340011","Danbury School District","King Street Primary School","142","152","294"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","148","199","347"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","148","150","298"
"0340611","0340011","Danbury School District","Morris Street School","148","195","343"
"0340811","0340011","Danbury School District","Park Avenue School","199","177","376"
"0341511","0340011","Danbury School District","Pembroke School","151","185","336"
"0345211","0340011","Danbury School District","Rogers Park Middle School","483","548","1031"
"0341211","0340011","Danbury School District","Shelter Rock School","164","174","338"
"0341011","0340011","Danbury School District","South Street School","166","140","306"
"0341611","0340011","Danbury School District","Stadley Rough School","223","232","455"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","161","156","317"
"0356111","0350011","Darien School District","Darien High School","601","579","1180"
"0350211","0350011","Darien School District","Hindley Elementary School","257","262","519"
"0350711","0350011","Darien School District","Holmes Elementary School","237","247","484"
"0355111","0350011","Darien School District","Middlesex Middle School","547","570","1117"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","252","260","512"
"0350511","0350011","Darien School District","Royle Elementary School","193","258","451"
"0350611","0350011","Darien School District","Tokeneke Elementary School","169","221","390"
"0360111","0360011","Deep River School District","Deep River Elementary School","192","197","389"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","*","*","7"
"3370415","3370015","Department of Mental Health and Addiction Services","Connecticut Mental Health Center","*","*","*"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","0","*","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","0","*","*"
"0370611","0370011","Derby School District","Bradley School","183","181","364"
"0376111","0370011","Derby School District","Derby High School","313","356","669"
"0370411","0370011","Derby School District","Irving School","199","218","417"
"0400111","0400011","East Granby School District","Allgrove School","157","137","294"
"0406111","0400011","East Granby School District","East Granby High School","125","133","258"
"0405111","0400011","East Granby School District","East Granby Middle School","96","122","218"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","71","70","141"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","260","276","536"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","207","199","406"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","236","241","477"
"0420311","0420011","East Hampton School District","Center School","182","167","349"
"0426111","0420011","East Hampton School District","East Hampton High School","308","272","580"
"0425111","0420011","East Hampton School District","East Hampton Middle School","238","270","508"
"0420111","0420011","East Hampton School District","Memorial School","293","340","633"
"0430911","0430011","East Hartford School District","Anna E. Norris School","132","166","298"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","111","55","166"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","197","211","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","176","171","347"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","165","149","314"
"0436211","0430011","East Hartford School District","East Hartford High School","991","1031","2022"
"0435111","0430011","East Hartford School District","East Hartford Middle School","459","543","1002"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","176","176","352"
"0430511","0430011","East Hartford School District","Hockanum School","167","187","354"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","159","161","320"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","235","229","464"
"0431211","0430011","East Hartford School District","Silver Lane School","149","174","323"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","61","90","151"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","206","246","452"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","119","169","288"
"0439011","0430011","East Hartford School District","Woodland School","25","155","180"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","119","102","221"
"0441411","0440011","East Haven School District","D. C. Moore School","117","122","239"
"0440111","0440011","East Haven School District","Deer Run School","159","176","335"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","89","97","186"
"0446111","0440011","East Haven School District","East Haven High School","551","546","1097"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","103","109","212"
"0441911","0440011","East Haven School District","Hays School","76","102","178"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","236","246","482"
"0440711","0440011","East Haven School District","Momauguin School","81","128","209"
"0441811","0440011","East Haven School District","Overbrook Elementary School","71","94","165"
"0449011","0440011","East Haven School District","Pathways","12","23","35"
"0441611","0440011","East Haven School District","Robert W. Carbone School","164","155","319"
"0456111","0450011","East Lyme School District","East Lyme High School","676","628","1304"
"0455111","0450011","East Lyme School District","East Lyme Middle School","448","465","913"
"0450111","0450011","East Lyme School District","Flanders School","197","202","399"
"0458011","0450011","East Lyme School District","Integrated Preschool","23","30","53"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","172","168","340"
"0450211","0450011","East Lyme School District","Niantic Center School","125","116","241"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","302","318","620"
"0476111","0470011","East Windsor School District","East Windsor High School","224","232","456"
"0475411","0470011","East Windsor School District","East Windsor Middle School","183","217","400"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","*","20"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","7","37","44"
"0390111","0390011","Eastford School District","Eastford Elementary School","89","98","187"
"0465111","0460011","Easton School District","Helen Keller Middle School","206","171","377"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","355","446","801"
"2428014","2420014","EdAdvance","EdAdvance Headstart","71","85","156"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","9","14","23"
"0480111","0480011","Ellington School District","Center School","208","200","408"
"0480211","0480011","Ellington School District","Crystal Lake School","106","101","207"
"0486111","0480011","Ellington School District","Ellington High School","371","399","770"
"0485111","0480011","Ellington School District","Ellington Middle School","207","201","408"
"0480711","0480011","Ellington School District","Windermere Intermediate School","197","204","401"
"0480611","0480011","Ellington School District","Windermere School","201","203","404"
"2810113","2810013","Elm City College Preparatory School","Elm City College Preparatory School","239","237","476"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","170","193","363"
"0491611","0490011","Enfield School District","Eli Whitney School","166","221","387"
"0496111","0490011","Enfield School District","Enfield High School","446","480","926"
"0490211","0490011","Enfield School District","Enfield Street School","159","174","333"
"0496211","0490011","Enfield School District","Enrico Fermi High School","589","567","1156"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","148","134","282"
"0490411","0490011","Enfield School District","Hazardville Memorial School","195","218","413"
"0498011","0490011","Enfield School District","Head Start Program","44","60","104"
"0491811","0490011","Enfield School District","Henry Barnard School","193","236","429"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","489","503","992"
"0491111","0490011","Enfield School District","Nathan Hale School","124","148","272"
"0491511","0490011","Enfield School District","Prudence Crandall School","209","207","416"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","145","138","283"
"0500111","0500011","Essex School District","Essex Elementary School","271","280","551"
"2726113","2720013","Explorations District","Explorations","47","39","86"
"0510211","0510011","Fairfield School District","Burr Elementary School","218","227","445"
"0510111","0510011","Fairfield School District","Dwight Elementary School","180","160","340"
"0518011","0510011","Fairfield School District","Early Childhood Center","33","88","121"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","720","660","1380"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","637","594","1231"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","299","298","597"
"0510411","0510011","Fairfield School District","Holland Hill School","191","167","358"
"0511711","0510011","Fairfield School District","Jennings School","167","186","353"
"0510611","0510011","Fairfield School District","McKinley School","214","248","462"
"0510711","0510011","Fairfield School District","Mill Hill School","224","241","465"
"0511611","0510011","Fairfield School District","North Stratfield School","231","264","495"
"0511811","0510011","Fairfield School District","Osborn Hill School","250","269","519"
"0511211","0510011","Fairfield School District","Riverfield School","225","248","473"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","442","445","887"
"0511311","0510011","Fairfield School District","Sherman School","210","243","453"
"0511411","0510011","Fairfield School District","Stratfield School","233","227","460"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","373","364","737"
"0520411","0520011","Farmington School District","East Farms School","200","230","430"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","21","36","57"
"0526111","0520011","Farmington School District","Farmington High School","670","719","1389"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","328","324","652"
"0520211","0520011","Farmington School District","Noah Wallace School","163","167","330"
"0520111","0520011","Farmington School District","Union School","143","155","298"
"0520311","0520011","Farmington School District","West District School","169","181","350"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","315","372","687"
"0530111","0530011","Franklin School District","Franklin Elementary School","112","121","233"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","299","276","575"
"0540311","0540011","Glastonbury School District","Eastbury School","172","185","357"
"0540811","0540011","Glastonbury School District","Gideon Welles School","277","274","551"
"0546111","0540011","Glastonbury School District","Glastonbury High School","1036","1029","2065"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","275","250","525"
"0540611","0540011","Glastonbury School District","Hopewell School","258","284","542"
"0540711","0540011","Glastonbury School District","Naubuc School","232","249","481"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","338","337","675"
"0545211","0540011","Glastonbury School District","Smith Middle School","529","541","1070"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","229","268","497"
"0566111","0560011","Granby School District","Granby Memorial High School","333","416","749"
"0565111","0560011","Granby School District","Granby Memorial Middle School","192","182","374"
"0560411","0560011","Granby School District","Kelly Lane Primary School","173","190","363"
"0560311","0560011","Granby School District","Wells Road Intermediate School","172","172","344"
"0575111","0570011","Greenwich School District","Central Middle School","330","383","713"
"0570211","0570011","Greenwich School District","Cos Cob School","203","204","407"
"0575211","0570011","Greenwich School District","Eastern Middle School","341","384","725"
"0570411","0570011","Greenwich School District","Glenville School","162","182","344"
"0576111","0570011","Greenwich School District","Greenwich High School","1292","1401","2693"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","179","198","377"
"0571311","0570011","Greenwich School District","International School At Dundee","185","187","372"
"0570311","0570011","Greenwich School District","Julian Curtiss School","154","173","327"
"0570611","0570011","Greenwich School District","New Lebanon School","116","113","229"
"0570711","0570011","Greenwich School District","North Mianus School","242","212","454"
"0570811","0570011","Greenwich School District","North Street School","235","280","515"
"0570911","0570011","Greenwich School District","Old Greenwich School","237","217","454"
"0571111","0570011","Greenwich School District","Parkway School","144","188","332"
"0571011","0570011","Greenwich School District","Riverside School","215","284","499"
"0575311","0570011","Greenwich School District","Western Middle School","255","272","527"
"0580311","0580011","Griswold School District","Griswold Elementary School","438","468","906"
"0586211","0580011","Griswold School District","Griswold High School","414","378","792"
"0585111","0580011","Griswold School District","Griswold Middle School","206","233","439"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","183","193","376"
"0591811","0590011","Groton School District","Charles Barnum School","178","189","367"
"0590311","0590011","Groton School District","Claude Chester School","168","185","353"
"0590411","0590011","Groton School District","Colonel Ledyard School","72","67","139"
"0590511","0590011","Groton School District","Eastern Point School","244","254","498"
"0595111","0590011","Groton School District","Fitch Middle School","234","221","455"
"0591711","0590011","Groton School District","Mary Morrisson School","129","153","282"
"0590911","0590011","Groton School District","Noank School","118","122","240"
"0591211","0590011","Groton School District","Pleasant Valley School","224","205","429"
"0596111","0590011","Groton School District","Robert E. Fitch High School","730","684","1414"
"0590111","0590011","Groton School District","S. B. Butler School","156","161","317"
"0595211","0590011","Groton School District","West Side Middle School","156","137","293"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","304","304","608"
"0600611","0600011","Guilford School District","A. W. Cox School","172","175","347"
"0600411","0600011","Guilford School District","Calvin Leete School","155","152","307"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","291","309","600"
"0606111","0600011","Guilford School District","Guilford High School","597","557","1154"
"0600211","0600011","Guilford School District","Guilford Lakes School","195","254","449"
"0600311","0600011","Guilford School District","Melissa Jones School","171","179","350"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","36","60","96"
"0621211","0620011","Hamden School District","Bear Path School","221","243","464"
"0620211","0620011","Hamden School District","Church Street School","179","203","382"
"0620311","0620011","Hamden School District","Dunbar Hill School","176","201","377"
"0626111","0620011","Hamden School District","Hamden High School","1068","1124","2192"
"0625211","0620011","Hamden School District","Hamden Middle School","432","481","913"
"0629011","0620011","Hamden School District","Hamden Transition Academy","0","*","*"
"0620411","0620011","Hamden School District","Helen Street School","148","195","343"
"0621111","0620011","Hamden School District","Ridge Hill School","169","179","348"
"0620111","0620011","Hamden School District","Shepherd Glen School","162","168","330"
"0621011","0620011","Hamden School District","Spring Glen School","141","178","319"
"0621411","0620011","Hamden School District","West Woods School","228","267","495"
"0630111","0630011","Hampton School District","Hampton Elementary School","77","89","166"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","205","229","434"
"0640311","0640011","Hartford School District","Barnard-Brown School","162","171","333"
"0640411","0640011","Hartford School District","Batchelder School","277","301","578"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","190","213","403"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","162","158","320"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","741","743","1484"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","274","259","533"
"0642311","0640011","Hartford School District","Burr School","265","272","537"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","146","120","266"
"0642411","0640011","Hartford School District","Clark School","192","250","442"
"0646411","0640011","Hartford School District","Classical Magnet School","353","267","620"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","223","224","447"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","183","220","403"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","284","314","598"
"0645111","0640011","Hartford School District","Fox Middle School","228","233","461"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","319","283","602"
"0646211","0640011","Hartford School District","Hartford Public High School","756","813","1569"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","6","58","64"
"0649111","0640011","Hartford School District","Hartford Transitional Learning Academy (Secondary)","12","43","55"
"0641011","0640011","Hartford School District","Kennelly School","426","383","809"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","253","264","517"
"0648011","0640011","Hartford School District","Little Owls Learning Center","*","*","12"
"0640811","0640011","Hartford School District","M. D. Fox School","380","444","824"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","297","303","600"
"0641211","0640011","Hartford School District","McDonough Middle School","206","234","440"
"0641911","0640011","Hartford School District","Milner School","165","195","360"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","279","285","564"
"0641511","0640011","Hartford School District","Parkville Community School","308","288","596"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","158","192","350"
"0645211","0640011","Hartford School District","Quirk Middle School","275","300","575"
"0641711","0640011","Hartford School District","Rawson School","266","320","586"
"0640111","0640011","Hartford School District","SAND School","181","185","366"
