"school_code","district_code","district","school","free","non_subsidized","reduced","total"
"0141411","0140011","Branford School District","Mary T. Murphy School","78","313","42","433"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","122","79","37","238"
"0150111","0150011","Bridgeport School District","Barnum School","625","0","6","631"
"0156111","0150011","Bridgeport School District","Bassick High School","1115","12","26","1153"
"0150211","0150011","Bridgeport School District","Beardsley School","368","*","*","375"
"0150311","0150011","Bridgeport School District","Black Rock School","250","*","*","257"
"0154011","0150011","Bridgeport School District","Blackham School","1017","26","26","1069"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","*","0","*","53"
"0150411","0150011","Bridgeport School District","Bryant School","401","0","0","401"
"0156211","0150011","Bridgeport School District","Central High School","2001","80","136","2217"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","1048","*","*","1061"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","314","6","8","328"
"0150511","0150011","Bridgeport School District","Columbus School","675","*","*","682"
"0153911","0150011","Bridgeport School District","Cross School","370","*","*","380"
"0154211","0150011","Bridgeport School District","Curiale School","559","*","*","579"
"0154111","0150011","Bridgeport School District","Dunbar School","318","0","6","324"
"0150711","0150011","Bridgeport School District","Edison School","*","0","*","266"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","820","*","*","839"
"0151111","0150011","Bridgeport School District","Hall School","269","*","*","277"
"0151211","0150011","Bridgeport School District","Hallen School","328","6","6","340"
"0156311","0150011","Bridgeport School District","Harding High School","1471","13","61","1545"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","376","50","6","432"
"0151311","0150011","Bridgeport School District","Hooker School","426","23","12","461"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","602","*","*","620"
"0151911","0150011","Bridgeport School District","Longfellow School","416","0","6","422"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","861","*","*","867"
"0152011","0150011","Bridgeport School District","Madison School","550","*","*","562"
"0159511","0150011","Bridgeport School District","Make The Grade","54","0","0","54"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","424","9","18","451"
"0159411","0150011","Bridgeport School District","New Start Program","*","0","*","46"
"0158011","0150011","Bridgeport School District","Parent-Children Program","*","0","0","*"
"0159211","0150011","Bridgeport School District","Park City Academy","*","0","*","17"
"0151711","0150011","Bridgeport School District","Park City Magnet School","463","27","22","512"
"0152511","0150011","Bridgeport School District","Read School","858","*","*","863"
"0152611","0150011","Bridgeport School District","Roosevelt School","520","0","6","526"
"0154411","0150011","Bridgeport School District","Skane Center","*","0","*","243"
"0159111","0150011","Bridgeport School District","The University School","*","0","*","28"
"0153011","0150011","Bridgeport School District","Waltersville School","496","8","18","522"
"0153611","0150011","Bridgeport School District","Winthrop School","641","32","51","724"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","0","19"
"0176111","0170011","Bristol School District","Bristol Central High School","389","861","114","1364"
"0176211","0170011","Bristol School District","Bristol Eastern High School","272","916","117","1305"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","337","489","84","910"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","249","84","42","375"
"0170111","0170011","Bristol School District","Clarence A. Bingham School","83","134","19","236"
"0179211","0170011","Bristol School District","Community/Vocational Program","*","7","*","13"
"0170311","0170011","Bristol School District","Edgewood School","115","222","18","355"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","167","294","50","511"
"0170511","0170011","Bristol School District","Greene-Hills School","115","220","27","362"
"0171911","0170011","Bristol School District","Ivy Drive School","91","244","24","359"
"0170611","0170011","Bristol School District","John J. Jennings School","56","264","21","341"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","170","312","62","544"
"0171711","0170011","Bristol School District","Mountain View School","77","254","36","367"
"0175211","0170011","Bristol School District","Northeast Middle School","123","392","70","585"
"0171111","0170011","Bristol School District","South Side School","169","348","49","566"
"0171211","0170011","Bristol School District","Stafford School","144","306","30","480"
"0186111","0180011","Brookfield School District","Brookfield High School","26","975","15","1016"
"0180311","0180011","Brookfield School District","Center Elementary School","16","396","7","419"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","23","511","12","546"
"0185311","0180011","Brookfield School District","Whisconier Middle School","18","882","17","917"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","97","460","19","576"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","65","298","23","386"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","11","84","0","95"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","41","267","21","329"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","25","184","13","222"
"0236111","0230011","Canton School District","Canton High School","19","483","12","514"
"0230311","0230011","Canton School District","Canton Intermediate School","*","369","*","388"
"0235111","0230011","Canton School District","Canton Middle School","*","278","*","291"
"0230211","0230011","Canton School District","Cherry Brook Primary School","*","552","*","569"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","57","92","19","168"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","*","17","*","25"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","42","199","20","261"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","90","119","25","234"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","89","159","26","274"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","*","0","9"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","49","114","19","182"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","41","*","*","53"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","*","0","*"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","193","427","93","713"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","77","226","33","336"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","91","98","27","216"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","54","105","12","171"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","0","52","0","52"
"2419314","2410014","Capitol Region Education Council","River Street School","0","152","0","152"
"2419114","2410014","Capitol Region Education Council","Soundbridge","*","*","0","89"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","200","333","59","592"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","140","226","52","418"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","*","148","*","173"
"2870113","2870013","Charter School for Young Children on Asylum Hill District","Charter School for Young Children on Asylum Hill  Inc.","55","112","18","185"
"0250111","0250011","Cheshire School District","Chapman School","*","309","*","325"
"0256111","0250011","Cheshire School District","Cheshire High School","57","1462","30","1549"
"0250211","0250011","Cheshire School District","Darcey School","0","395","0","395"
"0255111","0250011","Cheshire School District","Dodd Middle School","26","774","15","815"
"0250611","0250011","Cheshire School District","Doolittle School","25","483","8","516"
"0250411","0250011","Cheshire School District","Highland School","33","790","17","840"
"0259011","0250011","Cheshire School District","Humiston School","*","*","0","17"
"0250511","0250011","Cheshire School District","Norton School","20","455","17","492"
"0260111","0260011","Chester School District","Chester Elementary School","20","272","7","299"
"0270111","0270011","Clinton School District","Abraham Pierson School","28","258","14","300"
"0275111","0270011","Clinton School District","Jared Eliot School","43","432","20","495"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","55","584","32","671"
"0276111","0270011","Clinton School District","The Morgan School","48","494","16","558"
"0286111","0280011","Colchester School District","Bacon Academy","42","922","39","1003"
"0280411","0280011","Colchester School District","Colchester Elementary School","24","704","6","734"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","62","615","29","706"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","53","671","37","761"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","*","102","*","119"
"0300111","0300011","Columbia School District","Horace W. Porter School","32","515","7","554"
"2686113","2680013","Common Ground High School District","Common Ground High School","81","65","14","160"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","323","296","64","683"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","377","384","125","886"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","219","271","54","544"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","293","170","48","511"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","170","369","52","591"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","78","403","33","514"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","155","551","75","781"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","96","415","55","566"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","155","446","70","671"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","100","480","43","623"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","94","422","41","557"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","66","664","31","761"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","152","642","86","880"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","79","489","39","607"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","207","447","83","737"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","119","394","44","557"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","*","49","*","76"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","8","44","6","58"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","10","0","10"
"2438014","2430014","Cooperative Educational Services","School Readiness","14","28","11","53"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","75","334","30","439"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","49","75","18","142"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","7","115","0","122"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","47","413","21","481"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","0","*","*","11"
"0320211","0320011","Coventry School District","Coventry Grammar School","46","352","16","414"
"0326111","0320011","Coventry School District","Coventry High School","51","489","23","563"
"0320411","0320011","Coventry School District","George Hersey Robertson School","73","341","26","440"
"0336111","0330011","Cromwell School District","Cromwell High School","53","540","12","605"
"0335111","0330011","Cromwell School District","Cromwell Middle School","42","405","18","465"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","48","413","16","477"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","61","415","25","501"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","26","54","8","88"
"0345111","0340011","Danbury School District","Broadview Middle School","216","828","64","1108"
"0346111","0340011","Danbury School District","Danbury High School","521","2184","149","2854"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","162","172","61","395"
"0341111","0340011","Danbury School District","Great Plain School","73","214","20","307"
"0340211","0340011","Danbury School District","Hayestown Avenue School","133","262","44","439"
"0341711","0340011","Danbury School District","King Street Intermediate School","60","233","14","307"
"0341311","0340011","Danbury School District","King Street Primary School","63","218","19","300"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","97","229","26","352"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","83","194","19","296"
"0340611","0340011","Danbury School District","Morris Street School","170","141","58","369"
"0340811","0340011","Danbury School District","Park Avenue School","203","147","58","408"
"0341511","0340011","Danbury School District","Pembroke School","71","234","20","325"
"0345211","0340011","Danbury School District","Rogers Park Middle School","329","621","86","1036"
"0341211","0340011","Danbury School District","Shelter Rock School","115","235","46","396"
"0341011","0340011","Danbury School District","South Street School","166","132","46","344"
"0341611","0340011","Danbury School District","Stadley Rough School","112","320","35","467"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","27","345","11","383"
"0356111","0350011","Darien School District","Darien High School","9","1244","11","1264"
"0350211","0350011","Darien School District","Hindley Elementary School","0","546","0","546"
"0350711","0350011","Darien School District","Holmes Elementary School","*","475","*","484"
"0355111","0350011","Darien School District","Middlesex Middle School","9","1140","7","1156"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","0","478","0","478"
"0350511","0350011","Darien School District","Royle Elementary School","*","437","*","443"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","409","0","409"
"0360111","0360011","Deep River School District","Deep River Elementary School","34","306","9","349"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","0","*","0","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","0","*","0","*"
"0370611","0370011","Derby School District","Bradley School","78","275","33","386"
"0376111","0370011","Derby School District","Derby High School","245","299","80","624"
"0370411","0370011","Derby School District","Irving School","245","143","51","439"
"0400111","0400011","East Granby School District","Allgrove School","*","*","0","281"
"0406111","0400011","East Granby School District","East Granby High School","*","*","0","256"
"0405111","0400011","East Granby School District","East Granby Middle School","6","224","0","230"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","7","130","0","137"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","18","389","14","421"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","23","368","15","406"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","46","486","27","559"
"0420311","0420011","East Hampton School District","Center School","24","265","12","301"
"0426111","0420011","East Hampton School District","East Hampton High School","26","520","24","570"
"0425111","0420011","East Hampton School District","East Hampton Middle School","38","449","12","499"
"0420111","0420011","East Hampton School District","Memorial School","33","601","14","648"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","0","8"
"0430911","0430011","East Hartford School District","Anna E. Norris School","216","67","36","319"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","29","112","26","167"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","257","97","54","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","200","109","36","345"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","88","190","53","331"
"0436211","0430011","East Hartford School District","East Hartford High School","849","768","286","1903"
"0435111","0430011","East Hartford School District","East Hartford Middle School","471","295","139","905"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","109","216","51","376"
"0430511","0430011","East Hartford School District","Hockanum School","202","99","39","340"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","134","168","53","355"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","249","110","52","411"
"0431211","0430011","East Hartford School District","Silver Lane School","242","52","40","334"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","63","39","15","117"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","245","147","70","462"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","99","169","17","285"
"0439011","0430011","East Hartford School District","Woodland School","107","51","26","184"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","27","200","10","237"
"0441411","0440011","East Haven School District","D. C. Moore School","96","107","23","226"
"0440111","0440011","East Haven School District","Deer Run School","91","216","37","344"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","46","127","24","197"
"0446111","0440011","East Haven School District","East Haven High School","180","684","104","968"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","70","127","36","233"
"0441911","0440011","East Haven School District","Hays School","*","129","*","154"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","110","290","74","474"
"0440711","0440011","East Haven School District","Momauguin School","86","95","31","212"
"0441811","0440011","East Haven School District","Overbrook Elementary School","43","125","14","182"
"0449011","0440011","East Haven School District","Pathways","20","12","0","32"
"0441611","0440011","East Haven School District","Robert W. Carbone School","88","139","34","261"
"0456111","0450011","East Lyme School District","East Lyme High School","27","1185","9","1221"
"0455111","0450011","East Lyme School District","East Lyme Middle School","65","757","21","843"
"0450111","0450011","East Lyme School District","Flanders School","*","356","*","379"
"0458011","0450011","East Lyme School District","Integrated Preschool","*","*","0","47"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","43","310","14","367"
"0450211","0450011","East Lyme School District","Niantic Center School","20","204","13","237"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","140","428","33","601"
"0476111","0470011","East Windsor School District","East Windsor High School","71","282","23","376"
"0475411","0470011","East Windsor School District","East Windsor Middle School","107","269","26","402"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","74","*","88"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","*","23","*","50"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","*","52","*","70"
"0390111","0390011","Eastford School District","Eastford Elementary School","12","158","0","170"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","*","0","384"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","717","*","730"
"2428014","2420014","EdAdvance","EdAdvance Headstart","173","0","0","173"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","0","27","0","27"
"0480111","0480011","Ellington School District","Center School","26","370","7","403"
"0480211","0480011","Ellington School District","Crystal Lake School","*","205","*","221"
"0486111","0480011","Ellington School District","Ellington High School","29","730","18","777"
"0485111","0480011","Ellington School District","Ellington Middle School","26","370","9","405"
"0480711","0480011","Ellington School District","Windermere Intermediate School","23","379","12","414"
"0480611","0480011","Ellington School District","Windermere School","*","410","*","447"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","294","169","84","547"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","28","309","6","343"
"0491611","0490011","Enfield School District","Eli Whitney School","80","322","22","424"
"0496111","0490011","Enfield School District","Enfield High School","174","601","48","823"
"0490211","0490011","Enfield School District","Enfield Street School","128","196","32","356"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","0","*","0","*"
"0496211","0490011","Enfield School District","Enrico Fermi High School","158","900","100","1158"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","45","190","23","258"
"0490411","0490011","Enfield School District","Hazardville Memorial School","49","299","23","371"
"0498011","0490011","Enfield School District","Head Start Program","104","0","0","104"
"0491811","0490011","Enfield School District","Henry Barnard School","129","259","40","428"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","180","609","83","872"
"0491111","0490011","Enfield School District","Nathan Hale School","27","221","11","259"
"0491511","0490011","Enfield School District","Prudence Crandall School","62","309","32","403"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","185","78","30","293"
"0500111","0500011","Essex School District","Essex Elementary School","22","555","16","593"
"2726113","2720013","Explorations District","Explorations","20","60","0","80"
"0510211","0510011","Fairfield School District","Burr Elementary School","*","410","*","419"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","309","*","316"
"0518011","0510011","Fairfield School District","Early Childhood Center","6","129","0","135"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","66","1348","38","1452"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","98","1152","48","1298"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","18","647","7","672"
"0510411","0510011","Fairfield School District","Holland Hill School","38","278","19","335"
"0511711","0510011","Fairfield School District","Jennings School","16","326","10","352"
"0510611","0510011","Fairfield School District","McKinley School","121","281","49","451"
"0510711","0510011","Fairfield School District","Mill Hill School","14","456","8","478"
"0511611","0510011","Fairfield School District","North Stratfield School","10","460","8","478"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","538","*","551"
"0511211","0510011","Fairfield School District","Riverfield School","8","449","9","466"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","89","832","45","966"
"0511311","0510011","Fairfield School District","Sherman School","*","457","*","474"
"0511411","0510011","Fairfield School District","Stratfield School","*","479","*","492"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","47","705","21","773"
"0520411","0520011","Farmington School District","East Farms School","*","422","*","438"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","*","*","0","67"
"0526111","0520011","Farmington School District","Farmington High School","59","1222","43","1324"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","42","625","19","686"
"0520211","0520011","Farmington School District","Noah Wallace School","*","312","*","335"
"0520111","0520011","Farmington School District","Union School","22","260","12","294"
"0520311","0520011","Farmington School District","West District School","15","327","8","350"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","43","595","20","658"
"0530111","0530011","Franklin School District","Franklin Elementary School","*","200","*","224"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","24","498","13","535"
"0540311","0540011","Glastonbury School District","Eastbury School","*","*","0","318"
"0540811","0540011","Glastonbury School District","Gideon Welles School","28","502","11","541"
"0546111","0540011","Glastonbury School District","Glastonbury High School","99","1952","51","2102"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","518","*","532"
"0540611","0540011","Glastonbury School District","Hopewell School","18","495","13","526"
"0540711","0540011","Glastonbury School District","Naubuc School","63","394","32","489"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","25","611","9","645"
"0545211","0540011","Glastonbury School District","Smith Middle School","58","1043","27","1128"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","455","*","469"
"0566111","0560011","Granby School District","Granby Memorial High School","16","728","7","751"
"0565111","0560011","Granby School District","Granby Memorial Middle School","10","338","6","354"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","333","*","347"
"0560311","0560011","Granby School District","Wells Road Intermediate School","9","339","6","354"
"0575111","0570011","Greenwich School District","Central Middle School","45","564","22","631"
"0570211","0570011","Greenwich School District","Cos Cob School","*","386","*","417"
"0575211","0570011","Greenwich School District","Eastern Middle School","19","744","11","774"
"0570411","0570011","Greenwich School District","Glenville School","13","275","8","296"
"0576111","0570011","Greenwich School District","Greenwich High School","205","2395","88","2688"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","140","199","71","410"
"0571311","0570011","Greenwich School District","International School At Dundee","14","350","7","371"
"0570311","0570011","Greenwich School District","Julian Curtiss School","67","260","16","343"
"0570611","0570011","Greenwich School District","New Lebanon School","74","112","33","219"
"0570711","0570011","Greenwich School District","North Mianus School","6","443","6","455"
"0570811","0570011","Greenwich School District","North Street School","*","482","*","486"
"0570911","0570011","Greenwich School District","Old Greenwich School","6","439","0","445"
"0571111","0570011","Greenwich School District","Parkway School","*","310","*","319"
"0571011","0570011","Greenwich School District","Riverside School","*","*","0","502"
"0575311","0570011","Greenwich School District","Western Middle School","92","350","48","490"
"0580311","0580011","Griswold School District","Griswold Elementary School","223","613","77","913"
"0586211","0580011","Griswold School District","Griswold High School","100","585","55","740"
"0585111","0580011","Griswold School District","Griswold Middle School","116","260","31","407"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","20","312","18","350"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","230","194","47","471"
"0591811","0590011","Groton School District","Charles Barnum School","91","237","52","380"
"0590311","0590011","Groton School District","Claude Chester School","123","223","42","388"
"0595111","0590011","Groton School District","Fitch Middle School","130","195","84","409"
"0591711","0590011","Groton School District","Mary Morrisson School","47","222","69","338"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","57","363","17","437"
"0591211","0590011","Groton School District","Pleasant Valley School","91","183","38","312"
"0596111","0590011","Groton School District","Robert E. Fitch High School","268","926","112","1306"
"0590111","0590011","Groton School District","S. B. Butler School","23","328","11","362"
"0595211","0590011","Groton School District","West Side Middle School","106","134","36","276"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","22","506","16","544"
"0600611","0600011","Guilford School District","A. W. Cox School","*","296","*","321"
"0600411","0600011","Guilford School District","Calvin Leete School","*","320","*","332"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","26","570","23","619"
"0606111","0600011","Guilford School District","Guilford High School","36","1038","41","1115"
"0600211","0600011","Guilford School District","Guilford Lakes School","20","407","6","433"
"0600311","0600011","Guilford School District","Melissa Jones School","16","320","11","347"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","0","96","0","96"
"0621211","0620011","Hamden School District","Bear Path School","43","392","22","457"
"0620211","0620011","Hamden School District","Church Street School","237","105","69","411"
