"school_code","district_code","district","school","free","non_subsidized","reduced","total"
"0152511","0150011","Bridgeport School District","Read School","891","0","0","891"
"0152611","0150011","Bridgeport School District","Roosevelt School","623","0","0","623"
"0154411","0150011","Bridgeport School District","Skane Center","224","0","0","224"
"0153011","0150011","Bridgeport School District","Waltersville School","503","0","0","503"
"0153611","0150011","Bridgeport School District","Winthrop School","673","0","0","673"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","0","20"
"0176111","0170011","Bristol School District","Bristol Central High School","443","647","77","1167"
"0170411","0170011","Bristol School District","Bristol Early Childhood Center-BECC","*","44","*","63"
"0176211","0170011","Bristol School District","Bristol Eastern High School","366","769","86","1221"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","41","7","0","48"
"0173411","0170011","Bristol School District","CHMS GOAL","*","*","0","7"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","273","384","47","704"
"0171011","0170011","Bristol School District","Chippens Hill Middle School Functional Program","*","*","0","12"
"0179211","0170011","Bristol School District","Community/Vocational Program","*","*","0","12"
"0170311","0170011","Bristol School District","Edgewood School","121","211","8","340"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","216","201","34","451"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","*","0","0","*"
"0170511","0170011","Bristol School District","Greene-Hills School","421","424","82","927"
"0172111","0170011","Bristol School District","Hubbell/Extended Resource","6","0","0","6"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","*","0","0","*"
"0172311","0170011","Bristol School District","Ivy Drive Medically Fragile","*","*","0","*"
"0171911","0170011","Bristol School District","Ivy Drive School","138","240","17","395"
"0171711","0170011","Bristol School District","Mountain View School","127","231","14","372"
"0172511","0170011","Bristol School District","Mt. View GOAL","*","*","0","8"
"0172711","0170011","Bristol School District","Northeast MS/Extended Resource","*","*","0","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","*","0","0","*"
"0175211","0170011","Bristol School District","Northeast Middle School","120","272","30","422"
"0172911","0170011","Bristol School District","PreK Autism","*","6","*","10"
"0173011","0170011","Bristol School District","South Side Extended Resource","*","*","0","*"
"0173111","0170011","Bristol School District","South Side GOAL","*","*","0","*"
"0171111","0170011","Bristol School District","South Side School","193","273","25","491"
"0173211","0170011","Bristol School District","Stafford Autism","11","13","0","24"
"0171211","0170011","Bristol School District","Stafford School","223","178","35","436"
"0172011","0170011","Bristol School District","West Bristol School","480","384","58","922"
"0186111","0180011","Brookfield School District","Brookfield High School","43","824","13","880"
"0180311","0180011","Brookfield School District","Center Elementary School","20","342","6","368"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","35","530","12","577"
"0185311","0180011","Brookfield School District","Whisconier Middle School","44","795","16","855"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","144","346","31","521"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","96","259","22","377"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","*","*","0","76"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","49","200","12","261"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","56","157","17","230"
"0230411","0230011","Canton School District","Canton Academy","0","*","0","*"
"0236111","0230011","Canton School District","Canton High School","47","426","15","488"
"0230311","0230011","Canton School District","Canton Intermediate School","36","351","13","400"
"0235111","0230011","Canton School District","Canton Middle School","*","247","*","284"
"0230211","0230011","Canton School District","Cherry Brook Primary School","*","399","*","451"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","118","100","31","249"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","259","379","64","702"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","139","194","10","343"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","267","201","49","517"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","155","165","34","354"
"2418114","2410014","Capitol Region Education Council","CREC Discovery Academy","129","258","18","405"
"2416514","2410014","Capitol Region Education Council","CREC Medical Professions and Teacher Preparation Academy","267","201","49","517"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","129","258","18","405"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","*","*","0","16"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","145","284","22","451"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","189","229","22","440"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","170","142","25","337"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","*","0","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","194","256","17","467"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","48","*","*","57"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","*","0","12"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","267","201","49","517"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","177","474","75","726"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","155","186","13","354"
"2410514","2410014","Capitol Region Education Council","Museum Academy","213","235","20","468"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","270","156","29","455"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","214","215","26","455"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","20","46","0","66"
"2419314","2410014","Capitol Region Education Council","River Street School","35","105","0","140"
"2419714","2410014","Capitol Region Education Council","STRIVE (Southern Transition Real-World and Independent Vocational Education Program","*","*","0","8"
"2419114","2410014","Capitol Region Education Council","Soundbridge","*","35","*","42"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","*","*","0","7"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","6","*","*","8"
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","*","*","0","9"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","*","*","0","8"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","188","185","26","399"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","251","353","50","654"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","205","200","52","457"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","57","102","17","176"
"0250111","0250011","Cheshire School District","Chapman School","30","308","6","344"
"0256111","0250011","Cheshire School District","Cheshire High School","92","1351","38","1481"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","0","10","0","10"
"0250211","0250011","Cheshire School District","Darcey School","*","138","*","147"
"0255111","0250011","Cheshire School District","Dodd Middle School","47","659","13","719"
"0250611","0250011","Cheshire School District","Doolittle School","43","429","8","480"
"0250411","0250011","Cheshire School District","Highland School","59","682","10","751"
"0250911","0250011","Cheshire School District","Humiston Alternative School","*","14","*","18"
"0250511","0250011","Cheshire School District","Norton School","*","419","*","445"
"0260111","0260011","Chester School District","Chester Elementary School","18","185","8","211"
"0270111","0270011","Clinton School District","Abraham Pierson School","41","252","19","312"
"0275111","0270011","Clinton School District","Jared Eliot School","95","336","21","452"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","115","364","43","522"
"0276111","0270011","Clinton School District","The Morgan School","82","426","25","533"
"0286111","0280011","Colchester School District","Bacon Academy","109","688","38","835"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","*","9","*","15"
"0280411","0280011","Colchester School District","Colchester Elementary School","58","489","23","570"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","74","431","26","531"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","83","492","25","600"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","*","71","*","84"
"0300111","0300011","Columbia School District","Horace W. Porter School","55","379","11","445"
"2686113","2680013","Common Ground High School District","Common Ground High School","56","108","22","186"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","475","249","44","768"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","409","324","51","784"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","308","289","39","636"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","361","152","38","551"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","221","249","35","505"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","189","346","38","573"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","237","464","59","760"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","159","430","34","623"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","174","400","66","640"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","194","412","47","653"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","121","114","15","250"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","138","481","38","657"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","117","506","34","657"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","246","516","49","811"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","161","394","33","588"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","280","419","59","758"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","160","294","42","496"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","23","53","11","87"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","19","30","8","57"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","*","15","*","17"
"2438014","2430014","Cooperative Educational Services","School Readiness","25","42","23","90"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","77","358","33","468"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","51","79","20","150"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","15","77","0","92"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","74","307","16","397"
"0320111","0320011","Coventry School District","Coventry Academy","*","*","0","12"
"0320211","0320011","Coventry School District","Coventry Grammar School","56","282","10","348"
"0326111","0320011","Coventry School District","Coventry High School","77","377","11","465"
"0320311","0320011","Coventry School District","Coventry Smart Start Program","*","*","0","38"
"0320411","0320011","Coventry School District","George Hersey Robertson School","63","288","14","365"
"0336111","0330011","Cromwell School District","Cromwell High School","82","470","26","578"
"0335111","0330011","Cromwell School District","Cromwell Middle School","59","365","23","447"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","84","380","13","477"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","80","378","22","480"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","71","15","8","94"
"0345111","0340011","Danbury School District","Broadview Middle School","439","485","115","1039"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","48","82","11","141"
"0346111","0340011","Danbury School District","Danbury High School","1052","1615","274","2941"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","256","89","87","432"
"0341111","0340011","Danbury School District","Great Plain School","164","163","27","354"
"0340211","0340011","Danbury School District","Hayestown Avenue School","223","194","53","470"
"0341711","0340011","Danbury School District","King Street Intermediate School","138","201","30","369"
"0341311","0340011","Danbury School District","King Street Primary School","159","225","25","409"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","120","201","29","350"
"0340611","0340011","Danbury School District","Morris Street School","248","53","56","357"
"0340811","0340011","Danbury School District","Park Avenue School","334","173","88","595"
"0341511","0340011","Danbury School District","Pembroke School","152","182","34","368"
"0345211","0340011","Danbury School District","Rogers Park Middle School","509","311","118","938"
"0341211","0340011","Danbury School District","Shelter Rock School","201","249","70","520"
"0341011","0340011","Danbury School District","South Street School","237","88","53","378"
"0341611","0340011","Danbury School District","Stadley Rough School","201","248","47","496"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","79","286","25","390"
"0340311","0340011","Danbury School District","Westside Middle School Academy","133","310","53","496"
"0356111","0350011","Darien School District","Darien High School","*","1329","*","1356"
"0350211","0350011","Darien School District","Hindley Elementary School","*","494","*","501"
"0350711","0350011","Darien School District","Holmes Elementary School","*","458","*","462"
"0355111","0350011","Darien School District","Middlesex Middle School","*","1143","*","1167"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","0","*","*","458"
"0350511","0350011","Darien School District","Royle Elementary School","12","421","0","433"
"0350611","0350011","Darien School District","Tokeneke Elementary School","*","474","*","479"
"0360111","0360011","Deep River School District","Deep River Elementary School","39","250","15","304"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","0","0","*"
"0370611","0370011","Derby School District","Bradley School","113","216","18","347"
"0370511","0370011","Derby School District","Derby Alternative Education Center","*","0","0","*"
"0376111","0370011","Derby School District","Derby High School","171","134","39","344"
"0375011","0370011","Derby School District","Derby Middle School","160","147","25","332"
"0370411","0370011","Derby School District","Irving School","209","108","11","328"
"0370111","0370011","Derby School District","Little Raiders University","*","*","0","33"
"0400111","0400011","East Granby School District","Allgrove School","33","173","0","206"
"0406111","0400011","East Granby School District","East Granby High School","28","236","0","264"
"0405111","0400011","East Granby School District","East Granby Middle School","30","166","0","196"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","27","175","0","202"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","38","258","13","309"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","32","273","16","321"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","57","363","11","431"
"0420311","0420011","East Hampton School District","Center School","*","263","*","297"
"0426111","0420011","East Hampton School District","East Hampton High School","63","442","10","515"
"0425111","0420011","East Hampton School District","East Hampton Middle School","49","373","11","433"
"0420111","0420011","East Hampton School District","Memorial School","78","548","11","637"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","0","6"
"0430911","0430011","East Hartford School District","Anna E. Norris School","208","104","0","312"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","44","130","18","192"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","235","121","0","356"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","180","123","19","322"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","219","252","38","509"
"0436211","0430011","East Hartford School District","East Hartford High School","788","726","135","1649"
"0435111","0430011","East Hartford School District","East Hartford Middle School","607","389","78","1074"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","146","176","22","344"
"0430511","0430011","East Hartford School District","Hockanum School","188","133","15","336"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","138","134","26","298"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","277","186","12","475"
"0431211","0430011","East Hartford School District","Silver Lane School","204","70","0","274"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","67","37","6","110"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","106","87","11","204"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","140","*","*","229"
"0439011","0430011","East Hartford School District","Woodland School","126","*","*","182"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","58","178","28","264"
"0441411","0440011","East Haven School District","D. C. Moore School","110","79","18","207"
"0440111","0440011","East Haven School District","Deer Run School","95","186","27","308"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","70","105","14","189"
"0446111","0440011","East Haven School District","East Haven High School","302","521","66","889"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","75","81","16","172"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","246","262","81","589"
"0440711","0440011","East Haven School District","Momauguin School","88","85","13","186"
"0441811","0440011","East Haven School District","Overbrook Elementary School","82","71","13","166"
"0450611","0450011","East Lyme School District","Coastal Connections","*","11","*","19"
"0456111","0450011","East Lyme School District","East Lyme High School","111","899","35","1045"
"0455111","0450011","East Lyme School District","East Lyme Middle School","118","706","24","848"
"0450111","0450011","East Lyme School District","Flanders School","46","285","12","343"
"0458011","0450011","East Lyme School District","Integrated Preschool","*","48","*","58"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","44","235","11","290"
"0450711","0450011","East Lyme School District","Medically Fragile Program (WAVES)","*","*","0","*"
"0450211","0450011","East Lyme School District","Niantic Center School","24","133","11","168"
"0450511","0450011","East Lyme School District","Post High School Transition Program","0","16","0","16"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","127","230","24","381"
"0476111","0470011","East Windsor School District","East Windsor High School","101","203","20","324"
"0475411","0470011","East Windsor School District","East Windsor Middle School","144","218","26","388"
"0470411","0470011","East Windsor School District","East Windsor Transition Program","*","0","*","*"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","ACT Magnet School (Arts at the Capitol Theater) - Full Time","*","87","*","129"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","87","*","129"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","66","44","7","117"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","73","97","9","179"
"0390111","0390011","Eastford School District","Eastford Elementary School","25","109","0","134"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","295","*","309"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","592","*","612"
"2428014","2420014","Education Connection","Education Connection Headstart","213","0","0","213"
"2429014","2420014","Education Connection","Education Connection Special Education","8","6","0","14"
"0480111","0480011","Ellington School District","Center School","*","327","*","361"
"0480211","0480011","Ellington School District","Crystal Lake School","*","183","*","201"
"0486111","0480011","Ellington School District","Ellington High School","57","703","11","771"
"0485111","0480011","Ellington School District","Ellington Middle School","*","381","*","420"
"0480711","0480011","Ellington School District","Windermere Intermediate School","*","400","*","446"
"0480611","0480011","Ellington School District","Windermere School","38","386","6","430"
"0480311","0480011","Ellington School District","Windermere School Program for Alternative Learning K-4","0","*","0","*"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","480","153","70","703"
"2910113","2910013","Elm City Montessori School District","Elm City Montessori School","17","96","0","113"
"0490511","0490011","Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","*","*","0","*"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","115","188","20","323"
"0491411","0490011","Enfield School District","Eli Whitney - Intermediate Adaptive Learning (IAL)","0","*","0","*"
"0491611","0490011","Enfield School District","Eli Whitney School","143","245","23","411"
"0496111","0490011","Enfield School District","Enfield High School","221","433","61","715"
"0490311","0490011","Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","*","*","*","8"
"0490211","0490011","Enfield School District","Enfield Street School","101","159","16","276"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","*","*","*","6"
"0496211","0490011","Enfield School District","Enrico Fermi High School","180","620","61","861"
"0490411","0490011","Enfield School District","Hazardville Memorial School","140","189","15","344"
"0498011","0490011","Enfield School District","Head Start Program","104","0","0","104"
"0490611","0490011","Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","*","0","*","*"
"0491811","0490011","Enfield School District","Henry Barnard School","137","203","24","364"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","337","640","88","1065"
"0490811","0490011","Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","*","*","0","6"
"0491111","0490011","Enfield School District","Nathan Hale School","43","169","10","222"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","*","*","*","*"
"0491511","0490011","Enfield School District","Prudence Crandall School","149","229","34","412"
"0491011","0490011","Enfield School District","Stowe - Early Learning Center (SELC)","*","21","*","36"
"0500111","0500011","Essex School District","Essex Elementary School","27","373","17","417"
"2726113","2720013","Explorations District","Explorations","*","51","*","92"
"0510211","0510011","Fairfield School District","Burr Elementary School","*","387","*","418"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","325","*","335"
"0518011","0510011","Fairfield School District","Early Childhood Center","*","107","*","112"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","93","1400","15","1508"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","171","1315","32","1518"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","53","816","17","886"
"0510411","0510011","Fairfield School District","Holland Hill School","58","330","17","405"
"0511711","0510011","Fairfield School District","Jennings School","22","291","7","320"
"0510611","0510011","Fairfield School District","McKinley School","101","310","15","426"
"0510711","0510011","Fairfield School District","Mill Hill School","*","367","*","382"
"0511611","0510011","Fairfield School District","North Stratfield School","13","396","6","415"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","474","*","489"
"0511211","0510011","Fairfield School District","Riverfield School","11","397","0","408"
