"school_code","district_code","district","school","no","yes","total"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","33","0","33"
"0480111","0480011","Ellington School District","Center School","*","*","432"
"0480211","0480011","Ellington School District","Crystal Lake School","*","*","210"
"0486111","0480011","Ellington School District","Ellington High School","782","7","789"
"0485111","0480011","Ellington School District","Ellington Middle School","*","*","428"
"0480711","0480011","Ellington School District","Windermere Intermediate School","416","6","422"
"0480611","0480011","Ellington School District","Windermere School","416","17","433"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","573","31","604"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","*","*","359"
"0491611","0490011","Enfield School District","Eli Whitney School","382","14","396"
"0496111","0490011","Enfield School District","Enfield High School","*","*","727"
"0490211","0490011","Enfield School District","Enfield Street School","286","16","302"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","21","0","21"
"0496211","0490011","Enfield School District","Enrico Fermi High School","*","*","988"
"0490411","0490011","Enfield School District","Hazardville Memorial School","359","22","381"
"0498011","0490011","Enfield School District","Head Start Program","104","0","104"
"0491811","0490011","Enfield School District","Henry Barnard School","373","12","385"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","1137","11","1148"
"0491111","0490011","Enfield School District","Nathan Hale School","216","6","222"
"0491511","0490011","Enfield School District","Prudence Crandall School","419","7","426"
"0500111","0500011","Essex School District","Essex Elementary School","*","*","528"
"2726113","2720013","Explorations District","Explorations","73","0","73"
"0510211","0510011","Fairfield School District","Burr Elementary School","432","13","445"
"0510111","0510011","Fairfield School District","Dwight Elementary School","278","0","278"
"0518011","0510011","Fairfield School District","Early Childhood Center","132","0","132"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","1541","11","1552"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","1400","18","1418"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","845","6","851"
"0510411","0510011","Fairfield School District","Holland Hill School","357","23","380"
"0511711","0510011","Fairfield School District","Jennings School","*","*","334"
"0510611","0510011","Fairfield School District","McKinley School","377","63","440"
"0510711","0510011","Fairfield School District","Mill Hill School","438","7","445"
"0511611","0510011","Fairfield School District","North Stratfield School","*","*","454"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","*","518"
"0511211","0510011","Fairfield School District","Riverfield School","*","*","409"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","931","9","940"
"0511311","0510011","Fairfield School District","Sherman School","*","*","449"
"0511411","0510011","Fairfield School District","Stratfield School","493","12","505"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","728","16","744"
"0520411","0520011","Farmington School District","East Farms School","422","13","435"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","61","0","61"
"0526111","0520011","Farmington School District","Farmington High School","*","*","1322"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","*","*","610"
"0520211","0520011","Farmington School District","Noah Wallace School","346","12","358"
"0520111","0520011","Farmington School District","Union School","*","*","320"
"0520311","0520011","Farmington School District","West District School","358","7","365"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","571","7","578"
"0530111","0530011","Franklin School District","Franklin Elementary School","200","0","200"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","477","9","486"
"0540311","0540011","Glastonbury School District","Eastbury School","*","*","319"
"0540811","0540011","Glastonbury School District","Gideon Welles School","*","*","525"
"0546111","0540011","Glastonbury School District","Glastonbury High School","2224","15","2239"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","*","471"
"0540611","0540011","Glastonbury School District","Hopewell School","*","*","456"
"0540711","0540011","Glastonbury School District","Naubuc School","417","25","442"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","*","*","623"
"0545211","0540011","Glastonbury School District","Smith Middle School","1014","11","1025"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","*","386"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","759"
"0565111","0560011","Granby School District","Granby Memorial Middle School","*","*","329"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","327"
"0560311","0560011","Granby School District","Wells Road Intermediate School","*","*","303"
"0575111","0570011","Greenwich School District","Central Middle School","582","17","599"
"0570211","0570011","Greenwich School District","Cos Cob School","410","24","434"
"0575211","0570011","Greenwich School District","Eastern Middle School","759","23","782"
"0570411","0570011","Greenwich School District","Glenville School","388","19","407"
"0576111","0570011","Greenwich School District","Greenwich High School","2590","87","2677"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","357","52","409"
"0571311","0570011","Greenwich School District","International School At Dundee","354","15","369"
"0570311","0570011","Greenwich School District","Julian Curtiss School","303","41","344"
"0570611","0570011","Greenwich School District","New Lebanon School","207","54","261"
"0570711","0570011","Greenwich School District","North Mianus School","434","31","465"
"0570811","0570011","Greenwich School District","North Street School","395","19","414"
"0570911","0570011","Greenwich School District","Old Greenwich School","411","14","425"
"0571111","0570011","Greenwich School District","Parkway School","265","7","272"
"0571011","0570011","Greenwich School District","Riverside School","443","39","482"
"0575311","0570011","Greenwich School District","Western Middle School","475","29","504"
"0580311","0580011","Griswold School District","Griswold Elementary School","734","15","749"
"0586211","0580011","Griswold School District","Griswold High School","624","0","624"
"0585111","0580011","Griswold School District","Griswold Middle School","*","*","585"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","*","462"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","385","33","418"
"0591811","0590011","Groton School District","Charles Barnum School","*","*","401"
"0590311","0590011","Groton School District","Claude Chester School","332","18","350"
"0591711","0590011","Groton School District","Mary Morrisson School","363","0","363"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","*","403"
"0591211","0590011","Groton School District","Pleasant Valley School","*","*","340"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1156","27","1183"
"0590111","0590011","Groton School District","S. B. Butler School","*","*","352"
"0595211","0590011","Groton School District","West Side Middle School","494","12","506"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","*","*","566"
"0600611","0600011","Guilford School District","A. W. Cox School","323","9","332"
"0600411","0600011","Guilford School District","Calvin Leete School","*","*","292"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","*","*","592"
"0606111","0600011","Guilford School District","Guilford High School","*","*","1070"
"0600211","0600011","Guilford School District","Guilford Lakes School","353","9","362"
"0600311","0600011","Guilford School District","Melissa Jones School","*","*","348"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","100","0","100"
"0621211","0620011","Hamden School District","Bear Path School","449","14","463"
"0620211","0620011","Hamden School District","Church Street School","317","53","370"
"0620311","0620011","Hamden School District","Dunbar Hill School","289","19","308"
"0626111","0620011","Hamden School District","Hamden High School","1766","36","1802"
"0625211","0620011","Hamden School District","Hamden Middle School","881","18","899"
"0620411","0620011","Hamden School District","Helen Street School","266","22","288"
"0621111","0620011","Hamden School District","Ridge Hill School","309","25","334"
"0620111","0620011","Hamden School District","Shepherd Glen School","298","38","336"
"0621011","0620011","Hamden School District","Spring Glen School","422","7","429"
"0621411","0620011","Hamden School District","West Woods School","443","18","461"
"0630111","0630011","Hampton School District","Hampton Elementary School","116","0","116"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","379","177","556"
"0640411","0640011","Hartford School District","Batchelder School","433","87","520"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","252","71","323"
"0643811","0640011","Hartford School District","Betances STEM Magnet School","75","12","87"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","208","14","222"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","342","13","355"
"0647111","0640011","Hartford School District","Bulkeley High School","315","92","407"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","403","183","586"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","321","277","598"
"0642311","0640011","Hartford School District","Burr School","505","224","729"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","658","16","674"
"0642411","0640011","Hartford School District","Clark School","309","70","379"
"0646411","0640011","Hartford School District","Classical Magnet School","684","17","701"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","213","31","244"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","42","15","57"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","535","35","570"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","557","145","702"
"0643611","0640011","Hartford School District","Global Communications Academy","393","27","420"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","261","13","274"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","313","125","438"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","427","106","533"
