"school_code","district_code","district_name","school_name","2013_14","2014_15","2015_16"
1513211,1510011,"Waterbury School District","Woodrow Wilson School",100.0,100.0,100.0
1529911,1520011,"Waterford School District","Other",100.0,"",""
1520311,1520011,"Waterford School District","Avery Point Transition Program","","",100.0
1525111,1520011,"Waterford School District","Clark Lane Middle School",100.0,100.0,100.0
1520211,1520011,"Waterford School District","Great Neck Elementary School",100.0,100.0,100.0
1520611,1520011,"Waterford School District","Oswegatchie Elementary School",100.0,100.0,100.0
1520711,1520011,"Waterford School District","Quaker Hill Elementary School",100.0,100.0,100.0
1526111,1520011,"Waterford School District","Waterford High School",100.0,100.0,100.0
1539911,1530011,"Watertown School District","Other",100.0,"",""
1530311,1530011,"Watertown School District","Fletcher W. Judson School",100.0,100.0,100.0
1530211,1530011,"Watertown School District","John Trumbull Primary School",98.6,100.0,100.0
1530411,1530011,"Watertown School District","Polk School",100.0,100.0,100.0
1535111,1530011,"Watertown School District","Swift Middle School",100.0,100.0,100.0
1536111,1530011,"Watertown School District","Watertown High School",98.3,98.2,100.0
1551711,1550011,"West Hartford School District","Smith School",100.0,100.0,100.0
1559111,1550011,"West Hartford School District","Achieve",100.0,"",""
1551611,1550011,"West Hartford School District","Aiken School",100.0,100.0,100.0
1550211,1550011,"West Hartford School District","Braeburn School",100.0,100.0,100.0
1555311,1550011,"West Hartford School District","Bristow Middle School",100.0,100.0,96.6
1550411,1550011,"West Hartford School District","Bugbee School",100.0,100.0,100.0
1550511,1550011,"West Hartford School District","Charter Oak International Academy",95.7,100.0,100.0
1556111,1550011,"West Hartford School District","Conard High School",99.8,100.0,100.0
1550611,1550011,"West Hartford School District","Duffy School",100.0,100.0,100.0
1556211,1550011,"West Hartford School District","Hall High School",99.5,100.0,100.0
1555111,1550011,"West Hartford School District","King Philip Middle School",98.2,100.0,100.0
1550911,1550011,"West Hartford School District","Morley School",100.0,100.0,100.0
1551011,1550011,"West Hartford School District","Norfeldt School",100.0,100.0,100.0
1555211,1550011,"West Hartford School District","Sedgwick Middle School",99.7,100.0,100.0
1559211,1550011,"West Hartford School District","Strive-West Hartford","",100.0,100.0
1559011,1550011,"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)",100.0,"",""
1551211,1550011,"West Hartford School District","Webster Hill School",100.0,100.0,100.0
1551311,1550011,"West Hartford School District","Whiting Lane School",98.7,98.8,100.0
1551511,1550011,"West Hartford School District","Wolcott School",100.0,100.0,98.9
1569911,1560011,"West Haven School District","Other",100.0,"",100.0
1561211,1560011,"West Haven School District","Washington School",100.0,97.0,100.0
1560811,1560011,"West Haven School District","Alma E. Pagels School",98.6,100.0,100.0
1565311,1560011,"West Haven School District","Carrigan 5/6 Intermediate School",100.0,100.0,100.0
1560611,1560011,"West Haven School District","Edith E. Mackrille School",100.0,100.0,100.0
1560311,1560011,"West Haven School District","Forest School",100.0,100.0,100.0
1565111,1560011,"West Haven School District","Harry M. Bailey Middle School",98.5,100.0,100.0
1560111,1560011,"West Haven School District","Life Skills",100.0,100.0,100.0
1561411,1560011,"West Haven School District","Savin Rock Community School",100.0,100.0,98.8
1560411,1560011,"West Haven School District","Seth G. Haley School",100.0,100.0,100.0
1566111,1560011,"West Haven School District","West Haven High School",100.0,100.0,100.0
1540211,1540011,"Westbrook School District","Daisy Ingraham School",100.0,100.0,100.0
1546111,1540011,"Westbrook School District","Westbrook High School",100.0,97.9,100.0
1545111,1540011,"Westbrook School District","Westbrook Middle School",100.0,100.0,100.0
1579911,1570011,"Weston School District","Other",100.0,"",100.0
1570111,1570011,"Weston School District","Hurlbutt Elementary School",100.0,100.0,98.5
1576111,1570011,"Weston School District","Weston High School",100.0,100.0,100.0
1570211,1570011,"Weston School District","Weston Intermediate School",100.0,100.0,100.0
1575111,1570011,"Weston School District","Weston Middle School",100.0,100.0,100.0
1585111,1580011,"Westport School District","Bedford Middle School",97.9,97.5,100.0
1580311,1580011,"Westport School District","Coleytown Elementary School",100.0,98.8,100.0
1585311,1580011,"Westport School District","Coleytown Middle School",97.8,99.1,100.0
1580411,1580011,"Westport School District","Green's Farms School",100.0,100.0,100.0
1580511,1580011,"Westport School District","King's Highway Elementary School",100.0,100.0,100.0
1580711,1580011,"Westport School District","Long Lots School",100.0,100.0,100.0
1580811,1580011,"Westport School District","Saugatuck Elementary School",100.0,100.0,100.0
1586111,1580011,"Westport School District","Staples High School",99.4,99.8,99.3
1588011,1580011,"Westport School District","Stepping Stones Preschool",100.0,"",""
1590811,1590011,"Wethersfield School District","Alfred W. Hanmer School",100.0,100.0,100.0
1591011,1590011,"Wethersfield School District","Charles Wright School",100.0,100.0,100.0
1590211,1590011,"Wethersfield School District","Emerson-Williams School",97.9,90.4,100.0
1591111,1590011,"Wethersfield School District","Highcrest School",100.0,100.0,100.0
1591211,1590011,"Wethersfield School District","Samuel B. Webb Elementary School",100.0,100.0,100.0
1595211,1590011,"Wethersfield School District","Silas Deane Middle School",99.7,100.0,100.0
1596111,1590011,"Wethersfield School District","Wethersfield High School",98.5,98.6,100.0
1600111,1600011,"Willington School District","Center School",100.0,100.0,100.0
1605111,1600011,"Willington School District","Hall Memorial School",100.0,100.0,90.2
1615211,1610011,"Wilton School District","Middlebrook School",100.0,100.0,100.0
1610711,1610011,"Wilton School District","Cider Mill School",100.0,100.0,100.0
1610511,1610011,"Wilton School District","Miller-Driscoll School",100.0,100.0,100.0
1616111,1610011,"Wilton School District","Wilton High School",97.4,100.0,100.0
1629911,1620011,"Winchester School District","Other",100.0,"",100.0
1620411,1620011,"Winchester School District","Batcheller Early Education Center",100.0,100.0,100.0
1620211,1620011,"Winchester School District","Mary P. Hinsdale School",100.0,100.0,97.3
1625111,1620011,"Winchester School District","Pearson Middle School",100.0,100.0,100.0
1620111,1620011,"Winchester School District","WISE Academy",100.0,100.0,""
1630411,1630011,"Windham School District","Charles H. Barrows STEM Academy",98.5,98.8,98.3
1630111,1630011,"Windham School District","Natchaug School",86.1,100.0,98.7
1630311,1630011,"Windham School District","North Windham School",93.4,90.0,100.0
1630611,1630011,"Windham School District","W. B. Sweeney School",98.4,96.6,98.4
1630511,1630011,"Windham School District","Windham Center School",89.7,89.4,100.0
1638311,1630011,"Windham School District","Windham Early Childhood Prospect Street",100.0,100.0,100.0
1636111,1630011,"Windham School District","Windham High School",97.8,97.6,97.9
1635111,1630011,"Windham School District","Windham Middle School",96.5,97.9,100.0
1650111,1650011,"Windsor Locks School District","North Street School",100.0,100.0,100.0
1650611,1650011,"Windsor Locks School District","Pine Meadow Academy","",100.0,100.0
1650211,1650011,"Windsor Locks School District","RISE Transition Academy","",0.0,""
1650411,1650011,"Windsor Locks School District","South Elementary School",98.7,100.0,98.6
1656111,1650011,"Windsor Locks School District","Windsor Locks High School",100.0,100.0,99.5
1655111,1650011,"Windsor Locks School District","Windsor Locks Middle School",99.4,96.9,100.0
1640111,1640011,"Windsor School District","Clover Street School",100.0,100.0,100.0
1640211,1640011,"Windsor School District","Community Based Transition Academy","","",100.0
1640811,1640011,"Windsor School District","John F. Kennedy School",100.0,100.0,100.0
1640911,1640011,"Windsor School District","Oliver Ellsworth School",90.3,90.7,90.2
1640511,1640011,"Windsor School District","Poquonock Elementary School",100.0,100.0,100.0
1645311,1640011,"Windsor School District","Sage Park Middle School",99.3,97.1,100.0
1640311,1640011,"Windsor School District","Spark","","",100.0
1646111,1640011,"Windsor School District","Windsor High School",99.6,100.0,98.5
1660611,1660011,"Wolcott School District","Alcott School",100.0,100.0,100.0
1660211,1660011,"Wolcott School District","Frisbie School",100.0,100.0,100.0
1660411,1660011,"Wolcott School District","Phoenix Program","","",100.0
1665111,1660011,"Wolcott School District","Tyrrell Middle School",97.7,100.0,100.0
1660511,1660011,"Wolcott School District","Wakelee School",100.0,100.0,100.0
1666111,1660011,"Wolcott School District","Wolcott High School",100.0,100.0,98.2
1670311,1670011,"Woodbridge School District","Beecher Road School",100.0,98.6,100.0
9036122,9030022,"Woodstock Academy District","Woodstock Academy",100.0,100.0,100.0
1690211,1690011,"Woodstock School District","Woodstock Elementary School",100.0,100.0,100.0
1695111,1690011,"Woodstock School District","Woodstock Middle School",100.0,100.0,100.0

