"school_code","district_code","district","school","american_indian_or_alaska_native","asian","black_or_african_american","hispanic_latino_of_any_race","native_hawaiian_or_other_pacific_islander","two_or_more_races","white","total"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","*","11","20","0","*","102","141"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","0","*","8","14","0","*","83","110"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","*","*","*","37","0","*","114","160"
"0390111","0390011","Eastford School District","Eastford Elementary School","*","*","0","*","0","*","129","139"
"0465111","0460011","Easton School District","Helen Keller Middle School","0","14","*","13","0","*","289","323"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","38","*","38","*","22","507","612"
"2428014","2420014","EdAdvance","EdAdvance Headstart","18","6","*","27","*","*","159","220"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","0","0","*","11","0","*","14","30"
"0480111","0480011","Ellington School District","Center School","0","*","*","13","0","*","348","376"
"0480211","0480011","Ellington School District","Crystal Lake School","0","*","*","11","0","7","172","198"
"0486111","0480011","Ellington School District","Ellington High School","*","28","31","37","0","*","649","773"
"0485111","0480011","Ellington School District","Ellington Middle School","0","24","21","19","0","10","360","434"
"0480711","0480011","Ellington School District","Windermere Intermediate School","0","30","14","18","0","12","361","435"
"0480611","0480011","Ellington School District","Windermere School","*","74","28","24","0","*","298","439"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","*","*","473","146","0","*","8","635"
"2910113","2910013","Elm City Montessori School District","Elm City Montessori School","0","*","29","19","0","*","19","70"
"0490511","0490011","Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","0","*","0","*","0","0","*","6"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","*","7","16","35","*","17","248","326"
"0491611","0490011","Enfield School District","Eli Whitney School","*","*","17","52","0","21","273","377"
"0496111","0490011","Enfield School District","Enfield High School","*","14","54","80","*","22","537","709"
"0490311","0490011","Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","0","0","0","*","0","0","*","6"
"0490211","0490011","Enfield School District","Enfield Street School","0","17","9","49","0","14","197","286"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","0","0","0","0","0","*","*","10"
"0496211","0490011","Enfield School District","Enrico Fermi High School","*","23","48","56","*","38","715","887"
"0490411","0490011","Enfield School District","Hazardville Memorial School","*","12","17","56","0","*","263","360"
"0498011","0490011","Enfield School District","Head Start Program","0","*","10","30","0","*","54","104"
"0490611","0490011","Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","0","0","0","0","0","*","*","*"
"0491811","0490011","Enfield School District","Henry Barnard School","0","15","28","50","0","17","246","356"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","*","30","67","131","*","60","806","1099"
"0490811","0490011","Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","0","*","0","0","0","0","*","6"
"0491111","0490011","Enfield School District","Nathan Hale School","0","*","*","16","0","6","195","223"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","0","0","0","*","0","*","*","6"
"0491511","0490011","Enfield School District","Prudence Crandall School","*","8","15","43","*","25","293","389"
"0500111","0500011","Essex School District","Essex Elementary School","0","*","*","22","0","19","394","451"
"2726113","2720013","Explorations District","Explorations","*","0","*","*","0","*","77","88"
"0510211","0510011","Fairfield School District","Burr Elementary School","0","26","10","21","0","20","351","428"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","15","*","16","0","8","272","319"
"0518011","0510011","Fairfield School District","Early Childhood Center","0","8","*","20","0","*","79","111"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","0","65","33","100","0","31","1312","1541"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","*","84","58","160","0","*","1106","1442"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","0","68","22","74","0","20","731","915"
"0510411","0510011","Fairfield School District","Holland Hill School","0","36","*","71","*","17","272","407"
"0511711","0510011","Fairfield School District","Jennings School","0","12","13","30","0","8","261","324"
"0510611","0510011","Fairfield School District","McKinley School","0","57","36","102","0","22","225","442"
"0510711","0510011","Fairfield School District","Mill Hill School","0","14","*","27","*","7","359","413"
"0511611","0510011","Fairfield School District","North Stratfield School","0","25","9","42","0","21","344","441"
"0511811","0510011","Fairfield School District","Osborn Hill School","0","26","8","13","0","14","442","503"
"0511211","0510011","Fairfield School District","Riverfield School","*","14","*","15","0","14","349","398"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","*","31","*","45","0","20","696","805"
"0511311","0510011","Fairfield School District","Sherman School","*","15","*","28","0","18","410","475"
"0511411","0510011","Fairfield School District","Stratfield School","0","25","*","42","*","16","372","460"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","*","43","*","95","0","34","525","720"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","0","0","*","*","0","*","24","33"
"0520411","0520011","Farmington School District","East Farms School","0","116","25","31","0","6","267","445"
"0520611","0520011","Farmington School District","Farmington Alternative High School","0","0","*","*","0","0","9","13"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","0","13","*","6","0","*","52","78"
"0526111","0520011","Farmington School District","Farmington High School","*","164","82","79","0","*","929","1264"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","0","104","*","33","0","*","399","570"
"0520211","0520011","Farmington School District","Noah Wallace School","0","84","15","22","0","10","203","334"
"0520111","0520011","Farmington School District","Union School","0","43","*","38","0","*","203","305"
"0520311","0520011","Farmington School District","West District School","*","60","10","19","0","*","222","315"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","*","112","28","31","0","*","494","673"
"0530111","0530011","Franklin School District","Franklin Elementary School","0","*","0","9","*","*","150","167"
"0541311","0540011","Glastonbury School District","Alternate Program","0","0","0","0","0","0","*","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","0","53","9","29","0","27","332","450"
"0540311","0540011","Glastonbury School District","Eastbury School","*","30","*","7","0","14","207","260"
"0540811","0540011","Glastonbury School District","Gideon Welles School","*","46","*","37","0","24","397","519"
"0546111","0540011","Glastonbury School District","Glastonbury High School","*","212","87","157","*","49","1530","2038"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","40","*","21","0","12","314","397"
"0540611","0540011","Glastonbury School District","Hopewell School","0","49","*","29","0","*","310","411"
"0540111","0540011","Glastonbury School District","Links Academy","0","0","0","*","0","0","*","16"
"0541411","0540011","Glastonbury School District","Links Transition","0","*","*","0","0","*","12","17"
"0540711","0540011","Glastonbury School District","Naubuc School","*","44","27","61","0","*","232","387"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","0","19","13","44","0","26","448","550"
"0540511","0540011","Glastonbury School District","PreK-Eastbury","0","0","0","*","0","0","*","18"
"0541011","0540011","Glastonbury School District","PreK-Nayaug","0","*","*","0","0","0","16","20"
"0541111","0540011","Glastonbury School District","Pride-Hebron Avenue","0","0","0","*","0","*","*","*"
"0541211","0540011","Glastonbury School District","Pride-Nayaug","0","*","0","*","0","*","*","8"
"0545211","0540011","Glastonbury School District","Smith Middle School","*","89","30","71","*","39","798","1031"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","9","26","*","0","9","328","378"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","27","26","0","16","600","683"
"0565111","0560011","Granby School District","Granby Memorial Middle School","*","*","16","16","0","12","279","330"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","12","9","0","10","247","280"
"0560311","0560011","Granby School District","Wells Road Intermediate School","0","*","10","13","0","*","249","283"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","0","*","71","50","0","*","*","127"
"0575111","0570011","Greenwich School District","Central Middle School","*","52","*","88","0","22","401","578"
"0571211","0570011","Greenwich School District","Community Connections","0","0","*","0","0","0","*","10"
"0570211","0570011","Greenwich School District","Cos Cob School","0","48","6","68","0","33","283","438"
"0575211","0570011","Greenwich School District","Eastern Middle School","*","74","7","90","*","30","608","811"
"0570411","0570011","Greenwich School District","Glenville School","0","52","*","53","0","*","300","424"
"0571411","0570011","Greenwich School District","Greenwich Alternative High School","0","*","*","24","0","0","12","46"
"0576111","0570011","Greenwich School District","Greenwich High School","*","181","82","443","0","*","1740","2501"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","*","23","44","199","0","*","118","391"
"0571311","0570011","Greenwich School District","International School At Dundee","0","62","*","46","*","23","223","370"
"0570311","0570011","Greenwich School District","Julian Curtiss School","0","41","*","102","*","28","181","369"
"0570611","0570011","Greenwich School District","New Lebanon School","0","12","12","169","0","6","65","264"
"0570711","0570011","Greenwich School District","North Mianus School","0","69","*","63","*","19","331","487"
"0570811","0570011","Greenwich School District","North Street School","*","33","*","37","0","31","276","384"
"0570911","0570011","Greenwich School District","Old Greenwich School","0","23","*","44","0","*","340","432"
"0571111","0570011","Greenwich School District","Parkway School","0","11","*","33","0","*","205","258"
"0571011","0570011","Greenwich School District","Riverside School","0","32","0","96","0","12","357","497"
"0575311","0570011","Greenwich School District","Western Middle School","*","28","28","180","0","*","283","532"
"0580111","0580011","Griswold School District","Griswold Alternative School","0","0","0","*","0","0","*","15"
"0580311","0580011","Griswold School District","Griswold Elementary School","*","8","16","51","*","64","612","756"
"0586211","0580011","Griswold School District","Griswold High School","*","*","19","28","0","12","497","571"
"0585111","0580011","Griswold School District","Griswold Middle School","*","11","20","37","*","31","436","547"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","7","42","26","56","0","18","312","461"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","0","31","50","126","0","40","153","400"
"0591811","0590011","Groton School District","Charles Barnum School","*","18","22","47","*","24","243","358"
"0590311","0590011","Groton School District","Claude Chester School","*","*","50","106","0","47","121","356"
"0591711","0590011","Groton School District","Mary Morrisson School","*","38","33","88","*","40","194","396"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","31","*","40","*","18","303","399"
"0591211","0590011","Groton School District","Pleasant Valley School","*","17","26","50","*","30","162","287"
"0596111","0590011","Groton School District","Robert E. Fitch High School","*","78","131","173","*","43","645","1089"
"0590111","0590011","Groton School District","S. B. Butler School","6","11","11","32","0","33","216","309"
"0595211","0590011","Groton School District","West Side Middle School","*","22","62","121","*","33","231","473"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","0","23","7","29","0","14","461","534"
"0600611","0600011","Guilford School District","A. W. Cox School","0","*","*","19","0","20","268","322"
"0600411","0600011","Guilford School District","Calvin Leete School","0","*","*","14","*","8","231","262"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","0","19","7","45","0","17","471","559"
"0606111","0600011","Guilford School District","Guilford High School","0","45","*","48","*","17","952","1076"
"0600211","0600011","Guilford School District","Guilford Lakes School","*","17","*","19","0","7","278","329"
"0600311","0600011","Guilford School District","Melissa Jones School","0","11","*","24","*","14","264","318"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","0","*","50","39","0","*","45","150"
"0621211","0620011","Hamden School District","Bear Path School","0","45","43","57","0","28","275","448"
"0620211","0620011","Hamden School District","Church Street School","*","15","137","109","0","*","55","327"
"0620311","0620011","Hamden School District","Dunbar Hill School","0","19","103","47","0","25","102","296"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","0","0","37","*","0","*","19","72"
"0626111","0620011","Hamden School District","Hamden High School","*","106","581","283","*","44","679","1696"
"0625211","0620011","Hamden School District","Hamden Middle School","*","55","237","147","0","*","331","803"
"0620411","0620011","Hamden School District","Helen Street School","*","*","121","113","0","26","55","331"
"0621111","0620011","Hamden School District","Ridge Hill School","0","29","107","100","0","12","74","322"
"0620111","0620011","Hamden School District","Shepherd Glen School","*","76","100","46","0","*","84","320"
"0621011","0620011","Hamden School District","Spring Glen School","0","*","80","32","*","32","281","434"
"0621411","0620011","Hamden School District","West Woods School","*","78","42","25","0","*","272","430"
"0630111","0630011","Hampton School District","Hampton Elementary School","0","*","0","10","0","*","93","105"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","*","11","100","484","*","17","42","662"
"0644511","0640011","Hartford School District","Autism Program - Clark School","0","*","*","10","0","0","0","18"
"0644211","0640011","Hartford School District","Autism Program - Fred D. Wish Museum School","0","0","11","11","*","0","*","24"
"0644311","0640011","Hartford School District","Autism Program - Hooker School","0","0","*","*","0","0","0","7"
"0645711","0640011","Hartford School District","Autism Program - Naylor School","0","0","*","18","0","0","*","23"
"0644411","0640011","Hartford School District","Autism Program - Rawson School","0","0","*","7","0","0","*","12"
"0640411","0640011","Hartford School District","Batchelder School","*","11","82","357","0","*","8","466"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","0","41","57","134","0","7","49","288"
"0643811","0640011","Hartford School District","Betances STEM Magnet School","0","*","55","110","0","*","50","253"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","*","*","147","98","0","21","41","318"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","0","10","93","165","0","8","81","357"
"0647111","0640011","Hartford School District","Bulkeley High School","*","10","91","223","*","16","30","373"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","*","19","116","323","*","8","18","489"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","*","17","88","450","*","8","16","581"
"0642311","0640011","Hartford School District","Burr School","*","23","98","505","*","12","43","684"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","0","0","18","23","0","*","*","47"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","*","7","370","137","*","31","125","672"
"0642411","0640011","Hartford School District","Clark School","0","0","127","200","0","*","*","335"
"0646411","0640011","Hartford School District","Classical Magnet School","0","*","277","212","*","37","157","702"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","*","0","141","121","0","*","6","275"
"0645811","0640011","Hartford School District","EDP - Betances School","0","0","*","*","0","0","0","8"
"0648311","0640011","Hartford School District","EDP - Bulkeley High School","0","0","*","*","0","0","*","*"
"0648211","0640011","Hartford School District","EDP - HPHS Engineering and Green Technology Academy","0","0","*","9","0","*","0","19"
"0645911","0640011","Hartford School District","EDP - M.D. Fox School","0","0","7","21","0","0","0","28"
"0648111","0640011","Hartford School District","EDP - McDonough Middle School","0","0","*","*","0","0","0","*"
"0644111","0640011","Hartford School District","Early Childhood Development Center (ECDC)","0","0","0","*","0","0","0","*"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","*","29","69","322","0","*","171","607"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","0","*","88","456","0","*","20","577"
"0643611","0640011","Hartford School District","Global Communications Academy","0","0","391","205","*","14","*","621"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","0","*","96","80","*","13","59","256"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","0","11","123","208","0","12","18","372"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","0","17","133","219","*","*","14","389"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","0","*","143","219","*","10","12","393"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","*","26","232","450","*","37","243","1001"
"0641311","0640011","Hartford School District","Hartford PreKindergarten Magnet School","*","27","37","33","0","*","41","144"
"0647611","0640011","Hartford School District","High School, Inc.","0","7","131","109","*","*","*","256"
"0648411","0640011","Hartford School District","High Step Transition","0","0","*","*","0","*","0","10"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","0","*","115","50","0","*","15","190"
"0641011","0640011","Hartford School District","Kennelly School","*","8","95","472","*","11","30","621"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","*","16","227","378","*","39","220","884"
"0640811","0640011","Hartford School District","M. D. Fox School","*","34","82","451","0","*","28","602"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","0","*","226","75","0","19","*","329"
"0644811","0640011","Hartford School District","MDP - Batchelder School","0","0","*","7","0","0","*","12"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","0","*","*","10","0","0","0","21"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","0","0","9","14","0","0","0","23"
"0648511","0640011","Hartford School District","MDP - Moylan School","0","0","0","*","0","0","*","*"
"0641211","0640011","Hartford School District","McDonough Middle School","*","*","33","212","0","*","*","252"
"0641911","0640011","Hartford School District","Milner School","*","0","163","149","*","*","10","330"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","0","36","114","60","0","16","97","323"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","*","18","40","91","0","*","51","212"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","*","14","69","409","*","32","154","682"
"0642711","0640011","Hartford School District","New Visions Program","0","0","25","23","0","*","*","51"
"0647811","0640011","Hartford School District","OPPortunity High School","0","0","47","74","0","*","*","127"
"0641511","0640011","Hartford School District","Parkville Community School","*","7","66","421","*","*","33","532"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","*","*","112","141","*","15","102","375"
"0641711","0640011","Hartford School District","Rawson School","0","6","381","76","7","8","6","484"
"0644011","0640011","Hartford School District","Renzulli Gifted and Talented Academy","0","*","49","19","0","*","9","83"
"0640111","0640011","Hartford School District","SAND School","0","0","128","260","*","*","7","402"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","0","59","144","50","*","*","95","360"
"0643011","0640011","Hartford School District","Sanchez School","0","*","45","417","*","*","14","485"
"0642611","0640011","Hartford School District","Simpson-Waverly School","*","0","161","122","*","*","*","295"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","*","27","134","307","*","38","192","702"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","*","41","143","77","*","24","136","423"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","*","19","283","185","*","31","157","678"
"0642111","0640011","Hartford School District","West Middle School","0","44","173","146","0","6","11","380"
"0642211","0640011","Hartford School District","Wish Museum School","*","0","145","146","0","6","*","303"
"0650111","0650011","Hartland School District","Hartland School","*","*","*","*","0","*","189","201"
"0670211","0670011","Hebron School District","Gilead Hill School","*","*","*","16","0","7","265","294"
"0670111","0670011","Hebron School District","Hebron Elementary School","0","*","0","19","0","*","455","491"
"2860113","2860013","Highville Charter School District","Highville Charter School","0","*","382","15","0","*","*","403"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","*","36","28","46","0","*","193","331"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","*","*","36","129","0","25","64","262"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","*","0","694","11","*","6","*","716"
"0680111","0680011","Kent School District","Kent Center School","0","10","0","24","0","13","207","254"
"0680211","0680011","Kent School District","LEAPSS","0","0","0","0","0","0","*","*"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","0","0","*","8","0","*","101","111"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","*","0","0","0","0","0","*","21"
"0690111","0690011","Killingly School District","Killingly Central School","*","*","6","25","0","8","337","382"
"0696111","0690011","Killingly School District","Killingly High School","9","13","14","17","0","27","712","792"
"0695211","0690011","Killingly School District","Killingly Intermediate School","7","13","11","24","0","53","607","715"
"0690311","0690011","Killingly School District","Killingly Memorial School","*","16","*","49","0","12","402","483"
"2456014","2450014","Learn","Connecticut River Academy","0","*","94","162","*","10","131","407"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","0","*","*","59","0","15","48","138"
"2451214","2450014","Learn","Learn ABA Program at Center School","0","0","*","*","0","0","*","*"
"2451114","2450014","Learn","Learn Haynes Elementary Intensive Program","0","*","*","*","0","*","*","10"
"2450614","2450014","Learn","Learn High School ABA","0","*","0","0","0","0","*","*"
"2450914","2450014","Learn","Learn Kelly Middle School Intensive Program","0","0","0","0","0","0","*","*"
"2450714","2450014","Learn","Learn Ledyard RICHES Program","0","0","*","0","0","0","*","*"
"2450514","2450014","Learn","Learn Pathways Program","0","0","0","0","0","0","*","*"
"2450814","2450014","Learn","Learn SAILS Middle School Program","0","0","0","*","0","*","*","6"
"2451014","2450014","Learn","Learn SAILS Program at Salem","0","0","*","0","0","0","*","6"
"2450414","2450014","Learn","Learn STS 18-21 Year Old Program","0","0","0","0","0","0","*","*"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","*","7","15","52","*","27","164","272"
"2450114","2450014","Learn","Regional Multicultural Magnet School","0","*","46","173","*","77","205","533"
"2450314","2450014","Learn","Riverside Magnet School at Goodwin College","0","*","74","111","*","12","98","307"
"2450214","2450014","Learn","The Friendship School","*","*","40","149","0","40","268","512"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","0","0","10","*","0","*","41","61"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","*","7","15","21","*","0","328","378"
"0715111","0710011","Lebanon School District","Lebanon Middle School","*","*","*","13","*","*","306","336"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","7","*","*","10","0","0","358","381"
"0720211","0720011","Ledyard School District","Gales Ferry School","0","*","*","17","0","16","154","193"
"0720411","0720011","Ledyard School District","Gallup Hill School","23","*","20","47","*","25","237","362"
"0720311","0720011","Ledyard School District","Juliet W. Long School","*","*","18","31","0","20","216","294"
"0720111","0720011","Ledyard School District","Ledyard Center School","26","*","26","31","*","23","286","415"
"0726111","0720011","Ledyard School District","Ledyard High School","30","32","66","82","0","13","673","896"
"0725111","0720011","Ledyard School District","Ledyard Middle School","15","17","20","28","*","*","263","350"
"0730111","0730011","Lisbon School District","Lisbon Central School","*","*","*","25","*","28","333","398"
"0740211","0740011","Litchfield School District","Center School","*","6","0","9","*","*","252","272"
"0746111","0740011","Litchfield School District","Litchfield High School","0","7","7","22","*","*","435","477"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","0","*","0","11","6","*","208","229"
"0766111","0760011","Madison School District","Daniel Hand High School","*","44","13","28","*","24","1116","1229"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","*","18","*","14","0","13","441","488"
"0760211","0760011","Madison School District","Island Avenue Elementary School","0","9","*","14","*","7","239","273"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","0","*","*","14","0","16","299","339"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","*","15","*","10","0","12","197","237"
"0769011","0760011","Madison School District","Town Campus Learning Center","0","*","0","*","0","*","37","43"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","*","23","*","15","0","17","492","552"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","*","*","7","12","0","*","28","51"
"0770111","0770011","Manchester School District","Bowers School","*","17","67","116","*","16","197","417"
"0770311","0770011","Manchester School District","Buckley School","*","36","46","58","0","*","190","349"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","*","28","92","97","0","*","168","404"
"0770411","0770011","Manchester School District","Highland Park School","*","11","47","64","*","8","140","274"
"0775311","0770011","Manchester School District","Illing Middle School","*","54","187","233","0","*","290","807"
"0770611","0770011","Manchester School District","Keeney School","0","35","44","68","0","18","171","336"
"0776111","0770011","Manchester School District","Manchester High School","*","113","325","362","*","52","668","1526"
"0778011","0770011","Manchester School District","Manchester Preschool Center","*","*","34","69","0","*","54","165"
"0779011","0770011","Manchester School District","Manchester Regional Academy","0","0","15","*","0","*","30","59"
"0779111","0770011","Manchester School District","Manchester Transition Center","0","*","*","*","0","*","7","12"
"0771611","0770011","Manchester School District","Martin School","0","10","53","73","0","7","122","265"
"0770711","0770011","Manchester School District","New Horizons","0","0","6","11","0","0","12","29"
"0771011","0770011","Manchester School District","Robertson School","*","105","128","90","*","9","70","407"
"0771211","0770011","Manchester School District","Verplanck School","0","40","132","155","*","*","74","412"
"0771311","0770011","Manchester School District","Waddell School","0","47","58","91","0","20","126","342"
"0771411","0770011","Manchester School District","Washington School","0","*","103","149","*","18","89","373"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","*","40","*","22","0","12","175","260"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","0","30","*","21","*","6","159","219"
"0785111","0780011","Mansfield School District","Mansfield Middle School","*","45","*","47","0","22","395","519"
"0780511","0780011","Mansfield School District","Southeast Elementary School","0","24","*","29","0","*","174","241"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","0","*","*","26","0","19","546","599"
"0800711","0800011","Meriden School District","Nathan Hale School","*","28","58","323","*","20","208","646"
"0800111","0800011","Meriden School District","Benjamin Franklin School","*","23","41","173","0","*","137","387"
"0801111","0800011","Meriden School District","Casimir Pulaski School","*","22","68","302","*","24","139","557"
"0800211","0800011","Meriden School District","Community Classroom Collaborative-Meriden School District","0","*","*","*","0","*","0","8"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","*","30","158","580","*","22","414","1210"
"0800311","0800011","Meriden School District","Hanover School","*","22","37","287","*","11","265","628"
"0800411","0800011","Meriden School District","Israel Putnam School","*","40","46","283","*","12","192","580"
"0800511","0800011","Meriden School District","John Barry School","*","33","47","331","*","13","79","509"
"0805211","0800011","Meriden School District","Lincoln Middle School","*","15","68","399","*","15","253","756"
"0806211","0800011","Meriden School District","Orville H. Platt High School","0","*","172","529","*","25","345","1097"
"0800811","0800011","Meriden School District","Roger Sherman School","*","24","31","292","0","*","134","498"
"0801011","0800011","Meriden School District","Thomas Hooker School","9","20","16","217","*","*","199","466"
"0805411","0800011","Meriden School District","Washington Middle School","*","28","85","329","*","12","239","696"
"0830211","0830011","Middletown School District","Bielefield School","0","*","71","84","0","*","123","309"
"0831611","0830011","Middletown School District","Evening Program - MHS","0","0","*","*","0","*","14","24"
"0830511","0830011","Middletown School District","Farm Hill School","0","10","74","93","0","26","169","372"
"0830611","0830011","Middletown School District","ICM - Farm Hill","0","0","*","*","0","*","0","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","0","0","0","0","0","0","*","*"
"0831011","0830011","Middletown School District","ICM - Macdonough","0","0","*","*","0","*","*","10"
"0830811","0830011","Middletown School District","ICM - Wesley","0","0","*","0","0","0","*","*"
"0830411","0830011","Middletown School District","ICM- Woodrow Wilson Middle School","0","*","0","0","0","0","*","*"
"0831511","0830011","Middletown School District","Keigwin Middle School","0","19","56","66","0","15","204","360"
"0831311","0830011","Middletown School District","Lawrence School","0","34","46","38","0","30","133","281"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","0","0","*","*","0","*","*","8"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","0","0","*","*","0","*","*","11"
"0830911","0830011","Middletown School District","MacDonough School","*","*","58","74","0","24","55","213"
"0836211","0830011","Middletown School District","Middletown High School","*","56","285","160","*","32","658","1197"
"0831211","0830011","Middletown School District","Moody School","*","*","24","22","0","14","189","261"
"0830311","0830011","Middletown School District","OASIS","0","0","*","*","0","0","*","*"
"0831111","0830011","Middletown School District","Snow School","0","31","78","79","*","*","190","405"
"0830111","0830011","Middletown School District","Spencer School","*","14","46","64","*","16","157","299"
"0839111","0830011","Middletown School District","Transition to Life Center","*","*","*","*","0","0","17","26"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","0","0","0","*","0","0","*","9"
"0831411","0830011","Middletown School District","Wesley School","*","6","42","40","*","16","170","277"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","*","*","139","98","0","30","355","645"
"0840111","0840011","Milford School District","Calf Pen Meadow School","0","14","9","16","0","0","220","259"
"0845111","0840011","Milford School District","East Shore Middle School","*","31","30","21","0","*","402","487"
"0845211","0840011","Milford School District","Harborside Middle School","0","61","25","*","*","0","449","561"
"0841911","0840011","Milford School District","J. F. Kennedy School","*","47","36","20","0","*","275","380"
"0846211","0840011","Milford School District","Jonathan Law High School","0","60","*","80","0","*","729","925"
