"school_code","district_code","district","school","subject","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"2880113","2880013","Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","ELA","551","548","99.5","547","179","32.7","140","25.6","166","30.3","62","11.3","228","41.7"
"2880113","2880013","Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Math","551","547","99.3","546","242","44.3","163","29.9","108","19.8","33","6.0","141","25.8"
"2795113","2790013","Amistad Academy District","Amistad Academy","ELA","544","541","99.4","541","127","23.5","149","27.5","164","30.3","101","18.7","265","49.0"
"2795113","2790013","Amistad Academy District","Amistad Academy","Math","544","540","99.3","540","169","31.3","185","34.3","117","21.7","69","12.8","186","34.4"
"0010111","0010011","Andover School District","Andover Elementary School","ELA","167","163","97.6","163","6","3.7","27","16.6","43","26.4","87","53.4","130","79.8"
"0010111","0010011","Andover School District","Andover Elementary School","Math","167","165","98.8","165","9","5.5","41","24.8","48","29.1","67","40.6","115","69.7"
"0026111","0020011","Ansonia School District","Ansonia High School","ELA","112","104","92.9","104","10","9.6","27","26.0","41","39.4","26","25.0","67","64.4"
"0026111","0020011","Ansonia School District","Ansonia High School","Math","112","103","92.0","103","48","46.6","25","24.3","18","17.5","12","11.7","30","29.1"
"0025111","0020011","Ansonia School District","Ansonia Middle School","ELA","394","386","98.0","386","133","34.5","121","31.3","102","26.4","30","7.8","132","34.2"
"0025111","0020011","Ansonia School District","Ansonia Middle School","Math","394","386","98.0","386","198","51.3","129","33.4","41","10.6","18","4.7","59","15.3"
"0020311","0020011","Ansonia School District","Mead School","ELA","360","360","100.0","360","133","36.9","105","29.2","81","22.5","41","11.4","122","33.9"
"0020311","0020011","Ansonia School District","Mead School","Math","361","361","100.0","361","147","40.7","146","40.4","51","14.1","17","4.7","68","18.8"
"0020111","0020011","Ansonia School District","P.A.C.E. (Positive And Creative Education)","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0020111","0020011","Ansonia School District","P.A.C.E. (Positive And Creative Education)","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0020811","0020011","Ansonia School District","Prendergast School","ELA","349","346","99.1","346","114","32.9","106","30.6","81","23.4","45","13.0","126","36.4"
"0020811","0020011","Ansonia School District","Prendergast School","Math","349","348","99.7","348","132","37.9","138","39.7","56","16.1","22","6.3","78","22.4"
"2449614","2440014","Area Cooperative Educational Services","Center for Autism Spectrum and Development Disorders","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2449614","2440014","Area Cooperative Educational Services","Center for Autism Spectrum and Development Disorders","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2449414","2440014","Area Cooperative Educational Services","Mill Road School","ELA","142","131","92.3","124","95","76.6","19","15.3","10","8.1","0","0.0","10","8.1"
"2449414","2440014","Area Cooperative Educational Services","Mill Road School","Math","143","130","90.9","127","118","92.9","*","*","*","*","0","0.0","*","*"
"2445114","2440014","Area Cooperative Educational Services","Thomas Edison Magnet Middle School","ELA","706","705","99.9","703","182","25.9","231","32.9","229","32.6","61","8.7","290","41.3"
"2445114","2440014","Area Cooperative Educational Services","Thomas Edison Magnet Middle School","Math","706","704","99.7","704","303","43.0","229","32.5","117","16.6","55","7.8","172","24.4"
"2449514","2440014","Area Cooperative Educational Services","Village School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2449514","2440014","Area Cooperative Educational Services","Village School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2449214","2440014","Area Cooperative Educational Services","Whitney High School East","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2449214","2440014","Area Cooperative Educational Services","Whitney High School East","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2449114","2440014","Area Cooperative Educational Services","Whitney High School North","ELA","19","15","*","15","*","*","*","*","*","*","*","*","*","*"
"2449114","2440014","Area Cooperative Educational Services","Whitney High School North","Math","19","15","*","15","*","*","*","*","*","*","*","*","*","*"
"2440314","2440014","Area Cooperative Educational Services","Wintergreen Interdistrict  Magnet School","ELA","426","423","99.3","423","123","29.1","128","30.3","116","27.4","56","13.2","172","40.7"
"2440314","2440014","Area Cooperative Educational Services","Wintergreen Interdistrict  Magnet School","Math","426","423","99.3","423","218","51.5","136","32.2","52","12.3","17","4.0","69","16.3"
"0030111","0030011","Ashford School District","Ashford School","ELA","250","249","99.6","249","31","12.4","64","25.7","84","33.7","70","28.1","154","61.8"
"0030111","0030011","Ashford School District","Ashford School","Math","250","249","99.6","248","69","27.8","73","29.4","68","27.4","38","15.3","106","42.7"
"0046111","0040011","Avon School District","Avon High School","ELA","246","*","*","*","29","12.6","*","*","69","30.0","*","*","*","*"
"0046111","0040011","Avon School District","Avon High School","Math","246","*","*","*","38","16.5","53","22.9","*","*","*","*","*","*"
"0045111","0040011","Avon School District","Avon Middle School","ELA","547","544","99.5","544","16","2.9","74","13.6","235","43.2","219","40.3","454","83.5"
"0045111","0040011","Avon School District","Avon Middle School","Math","547","547","100.0","547","37","6.8","100","18.3","147","26.9","263","48.1","410","75.0"
"0040411","0040011","Avon School District","Pine Grove School","ELA","256","249","97.3","249","*","*","*","*","70","28.1","143","57.4","213","85.5"
"0040411","0040011","Avon School District","Pine Grove School","Math","256","256","100.0","256","13","5.1","46","18.0","95","37.1","102","39.8","197","77.0"
"0040311","0040011","Avon School District","Roaring Brook School","ELA","*","234","*","234","*","*","32","13.7","*","*","143","61.1","*","*"
"0040311","0040011","Avon School District","Roaring Brook School","Math","*","234","*","234","*","*","*","*","81","34.6","105","44.9","186","79.5"
"0040511","0040011","Avon School District","Thompson Brook School","ELA","557","552","99.1","551","29","5.3","62","11.3","205","37.2","255","46.3","460","83.5"
"0040511","0040011","Avon School District","Thompson Brook School","Math","557","554","99.5","554","52","9.4","115","20.8","171","30.9","216","39.0","387","69.9"
"0050111","0050011","Barkhamsted School District","Barkhamsted Elementary School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0050111","0050011","Barkhamsted School District","Barkhamsted Elementary School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0076111","0070011","Berlin School District","Berlin High School","ELA","248","238","96.0","204","64","31.4","66","32.4","49","24.0","25","12.3","74","36.3"
"0076111","0070011","Berlin School District","Berlin High School","Math","248","238","96.0","221","67","30.3","71","32.1","52","23.5","31","14.0","83","37.6"
"0075111","0070011","Berlin School District","Catherine M. McGee Middle School","ELA","701","701","100.0","701","75","10.7","174","24.8","312","44.5","140","20.0","452","64.5"
"0075111","0070011","Berlin School District","Catherine M. McGee Middle School","Math","700","699","99.9","699","139","19.9","241","34.5","180","25.8","139","19.9","319","45.6"
"0070411","0070011","Berlin School District","Emma Hart Willard School","ELA","228","228","100.0","228","28","12.3","44","19.3","83","36.4","73","32.0","156","68.4"
"0070411","0070011","Berlin School District","Emma Hart Willard School","Math","228","228","100.0","228","35","15.4","55","24.1","82","36.0","56","24.6","138","60.5"
"0070511","0070011","Berlin School District","Mary E. Griswold School","ELA","298","298","100.0","296","38","12.8","59","19.9","116","39.2","83","28.0","199","67.2"
"0070511","0070011","Berlin School District","Mary E. Griswold School","Math","298","298","100.0","296","44","14.9","95","32.1","107","36.1","50","16.9","157","53.0"
"0070111","0070011","Berlin School District","Richard D. Hubbard School","ELA","130","130","100.0","130","22","16.9","27","20.8","46","35.4","35","26.9","81","62.3"
"0070111","0070011","Berlin School District","Richard D. Hubbard School","Math","130","130","100.0","130","25","19.2","54","41.5","31","23.8","20","15.4","51","39.2"
"0080111","0080011","Bethany School District","Bethany Community School","ELA","240","234","97.5","233","29","12.4","46","19.7","73","31.3","85","36.5","158","67.8"
"0080111","0080011","Bethany School District","Bethany Community School","Math","240","234","97.5","234","31","13.2","64","27.4","76","32.5","63","26.9","139","59.4"
"0090411","0090011","Bethel School District","Anna H. Rockwell School","ELA","101","101","100.0","101","13","12.9","28","27.7","32","31.7","28","27.7","60","59.4"
"0090411","0090011","Bethel School District","Anna H. Rockwell School","Math","101","101","100.0","101","25","24.8","44","43.6","25","24.8","7","6.9","32","31.7"
"0096111","0090011","Bethel School District","Bethel High School","ELA","246","240","97.6","239","38","15.9","63","26.4","87","36.4","51","21.3","138","57.7"
"0096111","0090011","Bethel School District","Bethel High School","Math","246","239","97.2","239","92","38.5","61","25.5","62","25.9","24","10.0","86","36.0"
"0095111","0090011","Bethel School District","Bethel Middle School","ELA","693","685","98.8","685","64","9.3","149","21.8","286","41.8","186","27.2","472","68.9"
"0095111","0090011","Bethel School District","Bethel Middle School","Math","693","687","99.1","687","177","25.8","243","35.4","150","21.8","117","17.0","267","38.9"
"0090111","0090011","Bethel School District","Frank A. Berry School","ELA","96","95","99.0","95","8","8.4","16","16.8","26","27.4","45","47.4","71","74.7"
"0090111","0090011","Bethel School District","Frank A. Berry School","Math","96","96","100.0","96","8","8.3","38","39.6","36","37.5","14","14.6","50","52.1"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","ELA","387","385","99.5","385","40","10.4","63","16.4","134","34.8","148","38.4","282","73.2"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","Math","387","386","99.7","385","57","14.8","138","35.8","122","31.7","68","17.7","190","49.4"
"0116111","0110011","Bloomfield School District","Bloomfield High School","ELA","111","109","98.2","109","7","6.4","29","26.6","48","44.0","25","22.9","73","67.0"
"0116111","0110011","Bloomfield School District","Bloomfield High School","Math","110","107","97.3","107","45","42.1","31","29.0","24","22.4","7","6.5","31","29.0"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","ELA","205","203","99.0","203","43","21.2","57","28.1","77","37.9","26","12.8","103","50.7"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","Math","204","204","100.0","204","90","44.1","68","33.3","38","18.6","8","3.9","46","22.5"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","ELA","209","204","97.6","204","45","22.1","86","42.2","65","31.9","8","3.9","73","35.8"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","Math","208","206","99.0","206","94","45.6","81","39.3","*","*","*","*","31","15.0"
"0116311","0110011","Bloomfield School District","Global Experience Magnet School","ELA","128","118","92.2","118","30","25.4","34","28.8","41","34.7","13","11.0","54","45.8"
"0116311","0110011","Bloomfield School District","Global Experience Magnet School","Math","128","118","92.2","118","58","49.2","39","33.1","*","*","*","*","21","17.8"
"0116411","0110011","Bloomfield School District","Learning Academy at Bloomfield","ELA","8","0","*","0","*","*","*","*","*","*","*","*","*","*"
"0116411","0110011","Bloomfield School District","Learning Academy at Bloomfield","Math","9","0","*","0","*","*","*","*","*","*","*","*","*","*"
"0110511","0110011","Bloomfield School District","Metacomet School","ELA","244","242","99.2","242","63","26.0","62","25.6","72","29.8","45","18.6","117","48.3"
"0110511","0110011","Bloomfield School District","Metacomet School","Math","245","244","99.6","244","98","40.2","92","37.7","46","18.9","8","3.3","54","22.1"
"0120111","0120011","Bolton School District","Bolton Center School","ELA","359","356","99.2","356","40","11.2","59","16.6","132","37.1","125","35.1","257","72.2"
"0120111","0120011","Bolton School District","Bolton Center School","Math","359","357","99.4","357","56","15.7","97","27.2","100","28.0","104","29.1","204","57.1"
"0126111","0120011","Bolton School District","Bolton High School","ELA","85","83","97.6","83","*","*","*","*","33","39.8","37","44.6","70","84.3"
"0126111","0120011","Bolton School District","Bolton High School","Math","85","83","97.6","83","22","26.5","26","31.3","18","21.7","17","20.5","35","42.2"
"0130111","0130011","Bozrah School District","Fields Memorial School","ELA","129","129","100.0","129","32","24.8","33","25.6","42","32.6","22","17.1","64","49.6"
"0130111","0130011","Bozrah School District","Fields Memorial School","Math","129","129","100.0","129","46","35.7","33","25.6","37","28.7","13","10.1","50","38.8"
"0146111","0140011","Branford School District","Branford High School","ELA","241","226","93.8","226","73","32.3","70","31.0","59","26.1","24","10.6","83","36.7"
"0146111","0140011","Branford School District","Branford High School","Math","241","224","92.9","224","145","64.7","32","14.3","34","15.2","13","5.8","47","21.0"
"0140211","0140011","Branford School District","Branford High School Horizons Program","ELA","14","13","*","13","*","*","*","*","*","*","*","*","*","*"
"0140211","0140011","Branford School District","Branford High School Horizons Program","Math","14","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","ELA","904","883","97.7","883","138","15.6","187","21.2","373","42.2","185","21.0","558","63.2"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","Math","904","883","97.7","882","241","27.3","264","29.9","198","22.4","179","20.3","377","42.7"
"0141611","0140011","Branford School District","John B. Sliney School","ELA","133","132","99.2","132","16","12.1","32","24.2","42","31.8","42","31.8","84","63.6"
"0141611","0140011","Branford School District","John B. Sliney School","Math","133","133","100.0","133","15","11.3","28","21.1","56","42.1","34","25.6","90","67.7"
"0141511","0140011","Branford School District","Mary R. Tisko School","ELA","161","161","100.0","161","14","8.7","33","20.5","42","26.1","72","44.7","114","70.8"
"0141511","0140011","Branford School District","Mary R. Tisko School","Math","161","161","100.0","161","16","9.9","43","26.7","58","36.0","44","27.3","102","63.4"
"0141411","0140011","Branford School District","Mary T. Murphy School","ELA","155","153","98.7","153","24","15.7","40","26.1","39","25.5","50","32.7","89","58.2"
"0141411","0140011","Branford School District","Mary T. Murphy School","Math","155","153","98.7","152","29","19.1","32","21.1","54","35.5","37","24.3","91","59.9"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","ELA","564","564","100.0","564","196","34.8","164","29.1","131","23.2","73","12.9","204","36.2"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","Math","564","562","99.6","562","255","45.4","152","27.0","108","19.2","47","8.4","155","27.6"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","ELA","63","47","74.6","42","23","54.8","*","*","9","21.4","*","*","*","*"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","Math","63","39","61.9","39","23","59.0","7","17.9","*","*","*","*","9","23.1"
"0150111","0150011","Bridgeport School District","Barnum School","ELA","351","347","98.9","347","202","58.2","88","25.4","*","*","*","*","57","16.4"
"0150111","0150011","Bridgeport School District","Barnum School","Math","352","350","99.4","350","253","72.3","78","22.3","*","*","*","*","19","5.4"
"0156111","0150011","Bridgeport School District","Bassick High School","ELA","239","222","92.9","222","125","56.3","63","28.4","*","*","*","*","34","15.3"
"0156111","0150011","Bridgeport School District","Bassick High School","Math","240","221","92.1","221","201","91.0","18","8.1","*","*","*","*","*","*"
"0150211","0150011","Bridgeport School District","Beardsley School","ELA","170","169","99.4","169","88","52.1","43","25.4","27","16.0","11","6.5","38","22.5"
"0150211","0150011","Bridgeport School District","Beardsley School","Math","168","167","99.4","167","119","71.3","37","22.2","*","*","*","*","11","6.6"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","ELA","75","22","29.3","17","*","*","*","*","*","*","*","*","*","*"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","Math","75","15","20.0","15","*","*","*","*","*","*","*","*","*","*"
"0150311","0150011","Bridgeport School District","Black Rock School","ELA","231","229","99.1","229","75","32.8","71","31.0","61","26.6","22","9.6","83","36.2"
"0150311","0150011","Bridgeport School District","Black Rock School","Math","231","231","100.0","231","129","55.8","69","29.9","30","13.0","*","*","*","*"
"0154011","0150011","Bridgeport School District","Blackham School","ELA","732","702","95.9","702","363","51.7","206","29.3","112","16.0","21","3.0","133","18.9"
"0154011","0150011","Bridgeport School District","Blackham School","Math","730","724","99.2","724","538","74.3","151","20.9","29","4.0","6","0.8","35","4.8"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","ELA","37","36","97.3","35","31","88.6","*","*","*","*","0","0.0","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Math","37","35","94.6","34","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0150411","0150011","Bridgeport School District","Bryant School","ELA","195","191","97.9","191","119","62.3","54","28.3","11","5.8","7","3.7","18","9.4"
"0150411","0150011","Bridgeport School District","Bryant School","Math","195","192","98.5","192","146","76.0","34","17.7","*","*","*","*","12","6.3"
"0156211","0150011","Bridgeport School District","Central High School","ELA","425","359","84.5","352","110","31.3","109","31.0","106","30.1","27","7.7","133","37.8"
"0156211","0150011","Bridgeport School District","Central High School","Math","424","362","85.4","361","259","71.7","71","19.7","*","*","*","*","31","8.6"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","ELA","802","723","90.1","721","487","67.5","153","21.2","65","9.0","16","2.2","81","11.2"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","Math","802","797","99.4","797","659","82.7","114","14.3","18","2.3","6","0.8","24","3.0"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","ELA","230","229","99.6","229","50","21.8","75","32.8","85","37.1","19","8.3","104","45.4"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","Math","230","229","99.6","229","109","47.6","84","36.7","*","*","*","*","36","15.7"
"0150511","0150011","Bridgeport School District","Columbus School","ELA","421","416","98.8","416","272","65.4","98","23.6","*","*","*","*","46","11.1"
"0150511","0150011","Bridgeport School District","Columbus School","Math","421","421","100.0","421","350","83.1","58","13.8","*","*","*","*","13","3.1"
"0153911","0150011","Bridgeport School District","Cross School","ELA","232","232","100.0","232","132","56.9","64","27.6","*","*","*","*","36","15.5"
"0153911","0150011","Bridgeport School District","Cross School","Math","232","232","100.0","231","179","77.5","42","18.2","10","4.3","0","0.0","10","4.3"
"0154211","0150011","Bridgeport School District","Curiale School","ELA","513","509","99.2","508","305","60.0","112","22.0","82","16.1","9","1.8","91","17.9"
"0154211","0150011","Bridgeport School District","Curiale School","Math","514","509","99.0","509","368","72.3","110","21.6","*","*","*","*","31","6.1"
"0154111","0150011","Bridgeport School District","Dunbar School","ELA","210","210","100.0","210","121","57.6","57","27.1","*","*","*","*","32","15.2"
"0154111","0150011","Bridgeport School District","Dunbar School","Math","210","210","100.0","210","154","73.3","44","21.0","*","*","*","*","12","5.7"
"0150711","0150011","Bridgeport School District","Edison School","ELA","136","136","100.0","133","63","47.4","40","30.1","*","*","*","*","30","22.6"
"0150711","0150011","Bridgeport School District","Edison School","Math","136","136","100.0","134","93","69.4","34","25.4","*","*","*","*","7","5.2"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","ELA","483","471","97.5","471","227","48.2","151","32.1","78","16.6","15","3.2","93","19.7"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","Math","483","480","99.4","480","334","69.6","115","24.0","*","*","*","*","31","6.5"
"0151111","0150011","Bridgeport School District","Hall School","ELA","128","127","99.2","127","59","46.5","48","37.8","20","15.7","0","0.0","20","15.7"
"0151111","0150011","Bridgeport School District","Hall School","Math","128","128","100.0","128","73","57.0","43","33.6","12","9.4","0","0.0","12","9.4"
"0151211","0150011","Bridgeport School District","Hallen School","ELA","152","151","99.3","150","68","45.3","47","31.3","*","*","*","*","35","23.3"
"0151211","0150011","Bridgeport School District","Hallen School","Math","152","150","98.7","150","88","58.7","47","31.3","*","*","*","*","15","10.0"
"0156311","0150011","Bridgeport School District","Harding High School","ELA","305","234","76.7","230","130","56.5","62","27.0","31","13.5","7","3.0","38","16.5"
"0156311","0150011","Bridgeport School District","Harding High School","Math","303","223","73.6","222","203","91.4","13","5.9","6","2.7","0","0.0","6","2.7"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","ELA","276","276","100.0","276","47","17.0","78","28.3","109","39.5","42","15.2","151","54.7"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","Math","276","276","100.0","276","100","36.2","117","42.4","47","17.0","12","4.3","59","21.4"
"0151311","0150011","Bridgeport School District","Hooker School","ELA","260","248","95.4","248","102","41.1","81","32.7","48","19.4","17","6.9","65","26.2"
"0151311","0150011","Bridgeport School District","Hooker School","Math","261","251","96.2","251","168","66.9","64","25.5","*","*","*","*","19","7.6"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","ELA","71","48","67.6","47","24","51.1","*","*","11","23.4","*","*","*","*"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","Math","71","46","64.8","46","34","73.9","6","13.0","*","*","*","*","6","13.0"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","ELA","279","272","97.5","272","61","22.4","80","29.4","85","31.3","46","16.9","131","48.2"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","Math","279","272","97.5","272","101","37.1","117","43.0","32","11.8","22","8.1","54","19.9"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","ELA","404","403","99.8","402","211","52.5","115","28.6","70","17.4","6","1.5","76","18.9"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","Math","404","403","99.8","402","261","64.9","101","25.1","*","*","*","*","40","10.0"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","ELA","612","550","89.9","548","448","81.8","81","14.8","19","3.5","0","0.0","19","3.5"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","Math","615","614","99.8","614","562","91.5","*","*","*","*","0","0.0","*","*"
"0152011","0150011","Bridgeport School District","Madison School","ELA","292","290","99.3","290","117","40.3","88","30.3","60","20.7","25","8.6","85","29.3"
"0152011","0150011","Bridgeport School District","Madison School","Math","292","290","99.3","290","153","52.8","91","31.4","40","13.8","6","2.1","46","15.9"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","ELA","291","281","96.6","281","16","5.7","59","21.0","139","49.5","67","23.8","206","73.3"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","Math","291","281","96.6","281","56","19.9","116","41.3","73","26.0","36","12.8","109","38.8"
"0151711","0150011","Bridgeport School District","Park City Magnet School","ELA","268","268","100.0","268","34","12.7","98","36.6","99","36.9","37","13.8","136","50.7"
"0151711","0150011","Bridgeport School District","Park City Magnet School","Math","268","268","100.0","268","96","35.8","106","39.6","48","17.9","18","6.7","66","24.6"
"0152511","0150011","Bridgeport School District","Read School","ELA","520","514","98.8","514","273","53.1","142","27.6","82","16.0","17","3.3","99","19.3"
"0152511","0150011","Bridgeport School District","Read School","Math","521","517","99.2","517","352","68.1","135","26.1","24","4.6","6","1.2","30","5.8"
"0152611","0150011","Bridgeport School District","Roosevelt School","ELA","305","298","97.7","296","213","72.0","56","18.9","*","*","*","*","27","9.1"
"0152611","0150011","Bridgeport School District","Roosevelt School","Math","304","304","100.0","304","265","87.2","34","11.2","*","*","*","*","*","*"
"0153011","0150011","Bridgeport School District","Waltersville School","ELA","278","275","98.9","274","132","48.2","95","34.7","*","*","*","*","47","17.2"
"0153011","0150011","Bridgeport School District","Waltersville School","Math","278","278","100.0","278","201","72.3","59","21.2","*","*","*","*","18","6.5"
"0153611","0150011","Bridgeport School District","Winthrop School","ELA","441","440","99.8","440","112","25.5","149","33.9","131","29.8","48","10.9","179","40.7"
"0153611","0150011","Bridgeport School District","Winthrop School","Math","442","442","100.0","442","175","39.6","174","39.4","77","17.4","16","3.6","93","21.0"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","ELA","17","16","*","16","*","*","*","*","*","*","*","*","*","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","Math","17","16","*","16","*","*","*","*","*","*","*","*","*","*"
"0176111","0170011","Bristol School District","Bristol Central High School","ELA","279","272","97.5","272","66","24.3","77","28.3","93","34.2","36","13.2","129","47.4"
"0176111","0170011","Bristol School District","Bristol Central High School","Math","281","274","97.5","274","155","56.6","67","24.5","43","15.7","9","3.3","52","19.0"
"0176211","0170011","Bristol School District","Bristol Eastern High School","ELA","308","302","98.1","301","55","18.3","88","29.2","106","35.2","52","17.3","158","52.5"
"0176211","0170011","Bristol School District","Bristol Eastern High School","Math","309","300","97.1","300","181","60.3","65","21.7","42","14.0","12","4.0","54","18.0"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","ELA","10","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","Math","10","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0173411","0170011","Bristol School District","CHMS GOAL","ELA","7","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0173411","0170011","Bristol School District","CHMS GOAL","Math","7","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","ELA","745","737","98.9","736","154","20.9","211","28.7","263","35.7","108","14.7","371","50.4"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","Math","744","741","99.6","740","268","36.2","220","29.7","166","22.4","86","11.6","252","34.1"
"0170311","0170011","Bristol School District","Edgewood School","ELA","173","172","99.4","172","42","24.4","35","20.3","50","29.1","45","26.2","95","55.2"
"0170311","0170011","Bristol School District","Edgewood School","Math","173","172","99.4","172","50","29.1","55","32.0","43","25.0","24","14.0","67","39.0"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","ELA","191","188","98.4","187","31","16.6","52","27.8","62","33.2","42","22.5","104","55.6"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","Math","191","191","100.0","191","49","25.7","75","39.3","51","26.7","16","8.4","67","35.1"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","ELA","583","578","99.1","578","127","22.0","161","27.9","198","34.3","92","15.9","290","50.2"
"0170511","0170011","Bristol School District","Greene-Hills School","Math","583","582","99.8","582","209","35.9","190","32.6","126","21.6","57","9.8","183","31.4"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0171911","0170011","Bristol School District","Ivy Drive School","ELA","200","197","98.5","197","31","15.7","48","24.4","47","23.9","71","36.0","118","59.9"
"0171911","0170011","Bristol School District","Ivy Drive School","Math","200","199","99.5","199","39","19.6","51","25.6","63","31.7","46","23.1","109","54.8"
"0171711","0170011","Bristol School District","Mountain View School","ELA","177","176","99.4","176","35","19.9","50","28.4","56","31.8","35","19.9","91","51.7"
"0171711","0170011","Bristol School District","Mountain View School","Math","177","177","100.0","177","38","21.5","70","39.5","47","26.6","22","12.4","69","39.0"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0175211","0170011","Bristol School District","Northeast Middle School","ELA","417","407","97.6","407","60","14.7","107","26.3","186","45.7","54","13.3","240","59.0"
"0175211","0170011","Bristol School District","Northeast Middle School","Math","417","409","98.1","409","111","27.1","151","36.9","91","22.2","56","13.7","147","35.9"
"0173111","0170011","Bristol School District","South Side GOAL","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0173111","0170011","Bristol School District","South Side GOAL","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0171111","0170011","Bristol School District","South Side School","ELA","238","237","99.6","237","64","27.0","38","16.0","70","29.5","65","27.4","135","57.0"
