"school_code","district_code","district","school","subject","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0575211","0570011","Greenwich School District","Eastern Middle School","Math","814","813","99.9","813","63","7.7","145","17.8","203","25.0","402","49.4","605","74.4"
"0570411","0570011","Greenwich School District","Glenville School","ELA","204","197","96.6","197","25","12.7","26","13.2","58","29.4","88","44.7","146","74.1"
"0570411","0570011","Greenwich School District","Glenville School","Math","204","204","100.0","204","27","13.2","54","26.5","61","29.9","62","30.4","123","60.3"
"0576111","0570011","Greenwich School District","Greenwich High School","ELA","603","590","97.8","588","28","4.8","72","12.2","196","33.3","292","49.7","488","83.0"
"0576111","0570011","Greenwich School District","Greenwich High School","Math","603","591","98.0","590","95","16.1","104","17.6","155","26.3","236","40.0","391","66.3"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","ELA","178","173","97.2","173","38","22.0","42","24.3","48","27.7","45","26.0","93","53.8"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","Math","177","177","100.0","177","70","39.5","57","32.2","35","19.8","15","8.5","50","28.2"
"0571311","0570011","Greenwich School District","International School At Dundee","ELA","194","192","99.0","192","*","*","*","*","50","26.0","120","62.5","170","88.5"
"0571311","0570011","Greenwich School District","International School At Dundee","Math","194","193","99.5","193","7","3.6","25","13.0","60","31.1","101","52.3","161","83.4"
"0570311","0570011","Greenwich School District","Julian Curtiss School","ELA","188","188","100.0","188","27","14.4","48","25.5","58","30.9","55","29.3","113","60.1"
"0570311","0570011","Greenwich School District","Julian Curtiss School","Math","188","188","100.0","188","40","21.3","50","26.6","57","30.3","41","21.8","98","52.1"
"0570611","0570011","Greenwich School District","New Lebanon School","ELA","115","114","99.1","114","20","17.5","19","16.7","44","38.6","31","27.2","75","65.8"
"0570611","0570011","Greenwich School District","New Lebanon School","Math","115","114","99.1","114","40","35.1","37","32.5","*","*","*","*","*","*"
"0570711","0570011","Greenwich School District","North Mianus School","ELA","238","234","98.3","234","12","5.1","24","10.3","43","18.4","155","66.2","198","84.6"
"0570711","0570011","Greenwich School District","North Mianus School","Math","238","238","100.0","238","15","6.3","32","13.4","70","29.4","121","50.8","191","80.3"
"0570811","0570011","Greenwich School District","North Street School","ELA","184","183","99.5","183","*","*","*","*","49","26.8","119","65.0","168","91.8"
"0570811","0570011","Greenwich School District","North Street School","Math","184","184","100.0","184","*","*","*","*","52","28.3","103","56.0","155","84.2"
"0570911","0570011","Greenwich School District","Old Greenwich School","ELA","197","192","97.5","192","10","5.2","14","7.3","56","29.2","112","58.3","168","87.5"
"0570911","0570011","Greenwich School District","Old Greenwich School","Math","197","197","100.0","197","13","6.6","31","15.7","81","41.1","72","36.5","153","77.7"
"0571111","0570011","Greenwich School District","Parkway School","ELA","96","96","100.0","96","*","*","12","12.5","*","*","51","53.1","*","*"
"0571111","0570011","Greenwich School District","Parkway School","Math","96","96","100.0","96","*","*","22","22.9","*","*","43","44.8","*","*"
"0571011","0570011","Greenwich School District","Riverside School","ELA","249","244","98.0","244","8","3.3","24","9.8","63","25.8","149","61.1","212","86.9"
"0571011","0570011","Greenwich School District","Riverside School","Math","249","249","100.0","249","9","3.6","34","13.7","70","28.1","136","54.6","206","82.7"
"0575311","0570011","Greenwich School District","Western Middle School","ELA","536","532","99.3","532","81","15.2","132","24.8","206","38.7","113","21.2","319","60.0"
"0575311","0570011","Greenwich School District","Western Middle School","Math","536","536","100.0","536","154","28.7","159","29.7","115","21.5","108","20.1","223","41.6"
"0580111","0580011","Griswold School District","Griswold Alternative School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","ELA","257","255","99.2","255","41","16.1","58","22.7","83","32.5","73","28.6","156","61.2"
"0580311","0580011","Griswold School District","Griswold Elementary School","Math","257","255","99.2","255","60","23.5","89","34.9","78","30.6","28","11.0","106","41.6"
"0586211","0580011","Griswold School District","Griswold High School","ELA","134","131","97.8","130","16","12.3","26","20.0","61","46.9","27","20.8","88","67.7"
"0586211","0580011","Griswold School District","Griswold High School","Math","134","130","97.0","130","57","43.8","41","31.5","26","20.0","6","4.6","32","24.6"
"0585111","0580011","Griswold School District","Griswold Middle School","ELA","550","543","98.7","542","81","14.9","138","25.5","220","40.6","103","19.0","323","59.6"
"0585111","0580011","Griswold School District","Griswold Middle School","Math","552","543","98.4","543","147","27.1","168","30.9","136","25.0","92","16.9","228","42.0"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","ELA","459","456","99.3","456","77","16.9","120","26.3","180","39.5","79","17.3","259","56.8"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","Math","460","457","99.3","457","106","23.2","155","33.9","100","21.9","96","21.0","196","42.9"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","ELA","163","162","99.4","162","58","35.8","40","24.7","35","21.6","29","17.9","64","39.5"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","Math","165","163","98.8","163","60","36.8","49","30.1","32","19.6","22","13.5","54","33.1"
"0591811","0590011","Groton School District","Charles Barnum School","ELA","124","121","97.6","121","19","15.7","23","19.0","43","35.5","36","29.8","79","65.3"
"0591811","0590011","Groton School District","Charles Barnum School","Math","124","121","97.6","120","10","8.3","34","28.3","49","40.8","27","22.5","76","63.3"
"0590311","0590011","Groton School District","Claude Chester School","ELA","171","169","98.8","168","47","28.0","40","23.8","49","29.2","32","19.0","81","48.2"
"0590311","0590011","Groton School District","Claude Chester School","Math","171","169","98.8","169","66","39.1","51","30.2","39","23.1","13","7.7","52","30.8"
"0591711","0590011","Groton School District","Mary Morrisson School","ELA","116","114","98.3","114","41","36.0","23","20.2","36","31.6","14","12.3","50","43.9"
"0591711","0590011","Groton School District","Mary Morrisson School","Math","116","116","100.0","116","31","26.7","47","40.5","26","22.4","12","10.3","38","32.8"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","ELA","195","192","98.5","192","23","12.0","27","14.1","74","38.5","68","35.4","142","74.0"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","Math","195","195","100.0","195","31","15.9","50","25.6","67","34.4","47","24.1","114","58.5"
"0591211","0590011","Groton School District","Pleasant Valley School","ELA","124","123","99.2","123","19","15.4","27","22.0","41","33.3","36","29.3","77","62.6"
"0591211","0590011","Groton School District","Pleasant Valley School","Math","125","125","100.0","125","12","9.6","46","36.8","41","32.8","26","20.8","67","53.6"
"0596111","0590011","Groton School District","Robert E. Fitch High School","ELA","244","103","42.2","103","32","31.1","31","30.1","30","29.1","10","9.7","40","38.8"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Math","245","98","40.0","98","57","58.2","25","25.5","*","*","*","*","16","16.3"
"0590111","0590011","Groton School District","S. B. Butler School","ELA","141","136","96.5","136","11","8.1","27","19.9","47","34.6","51","37.5","98","72.1"
"0590111","0590011","Groton School District","S. B. Butler School","Math","141","139","98.6","139","30","21.6","43","30.9","47","33.8","19","13.7","66","47.5"
"0595211","0590011","Groton School District","West Side Middle School","ELA","472","463","98.1","463","138","29.8","137","29.6","146","31.5","42","9.1","188","40.6"
"0595211","0590011","Groton School District","West Side Middle School","Math","472","469","99.4","469","188","40.1","165","35.2","79","16.8","37","7.9","116","24.7"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","ELA","523","520","99.4","520","22","4.2","76","14.6","205","39.4","217","41.7","422","81.2"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","Math","523","520","99.4","520","63","12.1","166","31.9","152","29.2","139","26.7","291","56.0"
"0600611","0600011","Guilford School District","A. W. Cox School","ELA","133","131","98.5","131","22","16.8","15","11.5","39","29.8","55","42.0","94","71.8"
"0600611","0600011","Guilford School District","A. W. Cox School","Math","133","131","98.5","131","23","17.6","29","22.1","39","29.8","40","30.5","79","60.3"
"0600411","0600011","Guilford School District","Calvin Leete School","ELA","133","132","99.2","132","8","6.1","12","9.1","36","27.3","76","57.6","112","84.8"
"0600411","0600011","Guilford School District","Calvin Leete School","Math","133","133","100.0","133","6","4.5","23","17.3","48","36.1","56","42.1","104","78.2"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","ELA","558","555","99.5","555","23","4.1","76","13.7","259","46.7","197","35.5","456","82.2"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","Math","558","554","99.3","554","47","8.5","145","26.2","167","30.1","195","35.2","362","65.3"
"0606111","0600011","Guilford School District","Guilford High School","ELA","239","239","100.0","239","17","7.1","40","16.7","89","37.2","93","38.9","182","76.2"
"0606111","0600011","Guilford School District","Guilford High School","Math","239","239","100.0","239","47","19.7","53","22.2","69","28.9","70","29.3","139","58.2"
"0600211","0600011","Guilford School District","Guilford Lakes School","ELA","139","139","100.0","139","9","6.5","15","10.8","27","19.4","88","63.3","115","82.7"
"0600211","0600011","Guilford School District","Guilford Lakes School","Math","139","139","100.0","139","*","*","*","*","50","36.0","63","45.3","113","81.3"
"0600311","0600011","Guilford School District","Melissa Jones School","ELA","137","137","100.0","137","14","10.2","17","12.4","39","28.5","67","48.9","106","77.4"
"0600311","0600011","Guilford School District","Melissa Jones School","Math","137","137","100.0","137","11","8.0","28","20.4","37","27.0","61","44.5","98","71.5"
"0621211","0620011","Hamden School District","Bear Path School","ELA","260","257","98.8","257","43","16.7","41","16.0","80","31.1","93","36.2","173","67.3"
"0621211","0620011","Hamden School District","Bear Path School","Math","260","258","99.2","258","39","15.1","77","29.8","86","33.3","56","21.7","142","55.0"
"0620211","0620011","Hamden School District","Church Street School","ELA","162","160","98.8","160","66","41.3","60","37.5","25","15.6","9","5.6","34","21.3"
"0620211","0620011","Hamden School District","Church Street School","Math","162","162","100.0","162","93","57.4","44","27.2","*","*","*","*","25","15.4"
"0620311","0620011","Hamden School District","Dunbar Hill School","ELA","160","157","98.1","156","38","24.4","39","25.0","42","26.9","37","23.7","79","50.6"
"0620311","0620011","Hamden School District","Dunbar Hill School","Math","159","158","99.4","158","63","39.9","45","28.5","26","16.5","24","15.2","50","31.6"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","ELA","27","6","22.2","6","*","*","*","*","*","*","*","*","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Math","29","6","20.7","*","*","*","*","*","*","*","*","*","*","*"
"0626111","0620011","Hamden School District","Hamden High School","ELA","409","343","83.9","343","55","16.0","98","28.6","117","34.1","73","21.3","190","55.4"
"0626111","0620011","Hamden School District","Hamden High School","Math","409","356","87.0","355","163","45.9","105","29.6","70","19.7","17","4.8","87","24.5"
"0625211","0620011","Hamden School District","Hamden Middle School","ELA","794","770","97.0","770","184","23.9","201","26.1","271","35.2","114","14.8","385","50.0"
"0625211","0620011","Hamden School District","Hamden Middle School","Math","794","770","97.0","769","340","44.2","208","27.0","129","16.8","92","12.0","221","28.7"
"0620411","0620011","Hamden School District","Helen Street School","ELA","175","172","98.3","172","45","26.2","54","31.4","46","26.7","27","15.7","73","42.4"
"0620411","0620011","Hamden School District","Helen Street School","Math","175","175","100.0","175","67","38.3","67","38.3","28","16.0","13","7.4","41","23.4"
"0621111","0620011","Hamden School District","Ridge Hill School","ELA","168","165","98.2","164","41","25.0","40","24.4","50","30.5","33","20.1","83","50.6"
"0621111","0620011","Hamden School District","Ridge Hill School","Math","168","165","98.2","164","58","35.4","47","28.7","41","25.0","18","11.0","59","36.0"
"0620111","0620011","Hamden School District","Shepherd Glen School","ELA","183","171","93.4","171","51","29.8","45","26.3","43","25.1","32","18.7","75","43.9"
"0620111","0620011","Hamden School District","Shepherd Glen School","Math","183","172","94.0","172","51","29.7","53","30.8","41","23.8","27","15.7","68","39.5"
"0621011","0620011","Hamden School District","Spring Glen School","ELA","234","229","97.9","229","36","15.7","35","15.3","61","26.6","97","42.4","158","69.0"
"0621011","0620011","Hamden School District","Spring Glen School","Math","234","229","97.9","229","42","18.3","57","24.9","55","24.0","75","32.8","130","56.8"
"0621411","0620011","Hamden School District","West Woods School","ELA","256","254","99.2","254","20","7.9","43","16.9","92","36.2","99","39.0","191","75.2"
"0621411","0620011","Hamden School District","West Woods School","Math","256","255","99.6","255","39","15.3","60","23.5","86","33.7","70","27.5","156","61.2"
"0630111","0630011","Hampton School District","Hampton Elementary School","ELA","47","44","93.6","44","10","22.7","6","13.6","15","34.1","13","29.5","28","63.6"
"0630111","0630011","Hampton School District","Hampton Elementary School","Math","47","43","91.5","43","11","25.6","13","30.2","9","20.9","10","23.3","19","44.2"
"0640711","0640011","Hartford School District","Asian Studies Academy","ELA","357","340","95.2","338","213","63.0","82","24.3","37","10.9","6","1.8","43","12.7"
"0640711","0640011","Hartford School District","Asian Studies Academy","Math","355","343","96.6","343","263","76.7","68","19.8","*","*","*","*","12","3.5"
"0644511","0640011","Hartford School District","Autism Program - Clark School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0644511","0640011","Hartford School District","Autism Program - Clark School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0644211","0640011","Hartford School District","Autism Program - Fred D. Wish Museum School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0644211","0640011","Hartford School District","Autism Program - Fred D. Wish Museum School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0640411","0640011","Hartford School District","Batchelder School","ELA","274","268","97.8","268","175","65.3","60","22.4","*","*","*","*","33","12.3"
"0640411","0640011","Hartford School District","Batchelder School","Math","274","272","99.3","272","198","72.8","62","22.8","*","*","*","*","12","4.4"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","ELA","128","128","100.0","128","50","39.1","39","30.5","32","25.0","7","5.5","39","30.5"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","Math","128","128","100.0","128","67","52.3","47","36.7","*","*","*","*","14","10.9"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","ELA","198","198","100.0","198","58","29.3","52","26.3","58","29.3","30","15.2","88","44.4"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","Math","198","198","100.0","198","67","33.8","76","38.4","35","17.7","20","10.1","55","27.8"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","ELA","176","125","71.0","116","54","46.6","36","31.0","*","*","*","*","26","22.4"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Math","175","100","57.1","99","92","92.9","*","*","*","*","0","0.0","*","*"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","ELA","342","322","94.2","319","240","75.2","64","20.1","*","*","*","*","15","4.7"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","Math","341","332","97.4","329","288","87.5","38","11.6","*","*","*","*","*","*"
"0642311","0640011","Hartford School District","Burr School","ELA","424","397","93.6","396","212","53.5","126","31.8","48","12.1","10","2.5","58","14.6"
"0642311","0640011","Hartford School District","Burr School","Math","426","419","98.4","419","300","71.6","91","21.7","*","*","*","*","28","6.7"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","ELA","26","26","100.0","26","*","*","10","38.5","9","34.6","*","*","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Math","26","26","100.0","26","17","65.4","*","*","*","*","0","0.0","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","ELA","342","338","98.8","338","128","37.9","96","28.4","89","26.3","25","7.4","114","33.7"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Math","342","338","98.8","338","168","49.7","100","29.6","45","13.3","25","7.4","70","20.7"
"0642411","0640011","Hartford School District","Clark School","ELA","184","168","91.3","165","131","79.4","24","14.5","*","*","*","*","10","6.1"
"0642411","0640011","Hartford School District","Clark School","Math","184","168","91.3","165","139","84.2","*","*","*","*","0","0.0","*","*"
"0646411","0640011","Hartford School District","Classical Magnet School","ELA","407","316","77.6","313","103","32.9","100","31.9","89","28.4","21","6.7","110","35.1"
"0646411","0640011","Hartford School District","Classical Magnet School","Math","407","301","74.0","301","176","58.5","73","24.3","38","12.6","14","4.7","52","17.3"
"0646011","0640011","Hartford School District","Culinary Arts Academy","ELA","64","41","64.1","41","30","73.2","*","*","*","*","0","0.0","*","*"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Math","63","43","68.3","43","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","ELA","402","384","95.5","376","179","47.6","104","27.7","68","18.1","25","6.6","93","24.7"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","Math","404","401","99.3","401","245","61.1","101","25.2","40","10.0","15","3.7","55","13.7"
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","ELA","55","55","100.0","55","30","54.5","16","29.1","*","*","*","*","9","16.4"
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","Math","55","55","100.0","55","32","58.2","17","30.9","*","*","*","*","6","10.9"
"0645811","0640011","Hartford School District","EDP - Betances Early Reading Lab","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0645811","0640011","Hartford School District","EDP - Betances Early Reading Lab","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0648211","0640011","Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0648211","0640011","Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0645911","0640011","Hartford School District","EDP - M.D. Fox","ELA","29","26","89.7","25","25","100.0","0","0.0","0","0.0","0","0.0","0","0.0"
"0645911","0640011","Hartford School District","EDP - M.D. Fox","Math","29","24","82.8","24","*","*","0","0.0","*","*","0","0.0","*","*"
"0648111","0640011","Hartford School District","EDP - McDonough Expeditionary Learning School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0648111","0640011","Hartford School District","EDP - McDonough Expeditionary Learning School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","ELA","358","356","99.4","356","107","30.1","94","26.4","98","27.5","57","16.0","155","43.5"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","Math","358","356","99.4","356","112","31.5","110","30.9","83","23.3","51","14.3","134","37.6"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","ELA","253","244","96.4","243","139","57.2","54","22.2","38","15.6","12","4.9","50","20.6"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","Math","253","253","100.0","253","147","58.1","84","33.2","*","*","*","*","22","8.7"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","ELA","179","174","97.2","173","110","63.6","46","26.6","*","*","*","*","17","9.8"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","Math","179","174","97.2","172","142","82.6","21","12.2","9","5.2","0","0.0","9","5.2"
"0643611","0640011","Hartford School District","Global Communications Academy","ELA","315","263","83.5","259","104","40.2","89","34.4","50","19.3","16","6.2","66","25.5"
"0643611","0640011","Hartford School District","Global Communications Academy","Math","316","296","93.7","296","179","60.5","86","29.1","24","8.1","7","2.4","31","10.5"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","ELA","59","59","100.0","59","11","18.6","13","22.0","24","40.7","11","18.6","35","59.3"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","Math","59","59","100.0","59","30","50.8","18","30.5","*","*","*","*","11","18.6"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","ELA","81","70","86.4","70","46","65.7","*","*","11","15.7","*","*","*","*"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","Math","81","72","88.9","72","57","79.2","12","16.7","*","*","*","*","*","*"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","ELA","82","56","68.3","56","33","58.9","14","25.0","*","*","*","*","9","16.1"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Math","82","58","70.7","58","50","86.2","*","*","*","*","0","0.0","*","*"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","ELA","89","12","13.5","12","*","*","*","*","*","*","*","*","*","*"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Math","89","7","7.9","7","*","*","*","*","*","*","*","*","*","*"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","ELA","700","695","99.3","695","195","28.1","209","30.1","208","29.9","83","11.9","291","41.9"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Math","699","695","99.4","695","360","51.8","190","27.3","91","13.1","54","7.8","145","20.9"
"0647611","0640011","Hartford School District","High School Inc.","ELA","78","46","59.0","46","16","34.8","21","45.7","9","19.6","0","0.0","9","19.6"
"0647611","0640011","Hartford School District","High School Inc.","Math","78","68","87.2","68","58","85.3","*","*","*","*","0","0.0","*","*"
"0648411","0640011","Hartford School District","High Step Transition","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0648411","0640011","Hartford School District","High Step Transition","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","ELA","10","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","Math","10","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0641011","0640011","Hartford School District","Kennelly School","ELA","391","378","96.7","376","214","56.9","92","24.5","58","15.4","12","3.2","70","18.6"
"0641011","0640011","Hartford School District","Kennelly School","Math","391","385","98.5","385","252","65.5","105","27.3","*","*","*","*","28","7.3"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","ELA","338","314","92.9","312","225","72.1","58","18.6","*","*","*","*","29","9.3"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Math","340","335","98.5","332","257","77.4","65","19.6","*","*","*","*","10","3.0"
"0641611","0640011","Hartford School District","M. L. King School","ELA","194","187","96.4","187","98","52.4","57","30.5","*","*","*","*","32","17.1"
