"school_code","district_code","district","school","female","male","total"
"0146111","0140011","Branford School District","Branford High School","513","537","1050"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","479","463","942"
"0148011","0140011","Branford School District","Indian Neck School","12","24","36"
"0141611","0140011","Branford School District","John B. Sliney School","182","192","374"
"0141511","0140011","Branford School District","Mary R. Tisko School","196","204","400"
"0141411","0140011","Branford School District","Mary T. Murphy School","178","242","420"
"2900113","2900013","Brass City Charter School District","Brass City Charter School","64","51","115"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","420","415","835"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","86","149","235"
"0150111","0150011","Bridgeport School District","Barnum School","301","325","626"
"0156111","0150011","Bridgeport School District","Bassick High School","490","630","1120"
"0150211","0150011","Bridgeport School District","Beardsley School","192","184","376"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","167","62","229"
"0150311","0150011","Bridgeport School District","Black Rock School","188","218","406"
"0154011","0150011","Bridgeport School District","Blackham School","517","610","1127"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","9","48","57"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","44","72","116"
"0150411","0150011","Bridgeport School District","Bryant School","188","225","413"
"0156211","0150011","Bridgeport School District","Central High School","922","916","1838"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","530","643","1173"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","172","168","340"
"0150511","0150011","Bridgeport School District","Columbus School","419","467","886"
"0153911","0150011","Bridgeport School District","Cross School","193","220","413"
"0154211","0150011","Bridgeport School District","Curiale School","328","409","737"
"0154111","0150011","Bridgeport School District","Dunbar School","153","150","303"
"0150711","0150011","Bridgeport School District","Edison School","114","137","251"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","409","434","843"
"0151111","0150011","Bridgeport School District","Hall School","140","135","275"
"0151211","0150011","Bridgeport School District","Hallen School","149","183","332"
"0156311","0150011","Bridgeport School District","Harding High School","562","543","1105"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","223","199","422"
"0151311","0150011","Bridgeport School District","Hooker School","184","203","387"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","86","150","236"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","248","263","511"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","323","332","655"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","433","471","904"
"0152011","0150011","Bridgeport School District","Madison School","243","296","539"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","258","191","449"
"0151711","0150011","Bridgeport School District","Park City Magnet School","272","219","491"
"0151811","0150011","Bridgeport School District","Pride Academy","23","34","57"
"0152511","0150011","Bridgeport School District","Read School","400","439","839"
"0152611","0150011","Bridgeport School District","Roosevelt School","266","298","564"
"0154411","0150011","Bridgeport School District","Skane Center","106","198","304"
"0153011","0150011","Bridgeport School District","Waltersville School","252","262","514"
"0153611","0150011","Bridgeport School District","Winthrop School","341","344","685"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","14"
"0176111","0170011","Bristol School District","Bristol Central High School","592","650","1242"
"0176211","0170011","Bristol School District","Bristol Eastern High School","627","672","1299"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","342","376","718"
"0179211","0170011","Bristol School District","Community/Vocational Program","*","*","13"
"0170311","0170011","Bristol School District","Edgewood School","171","184","355"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","206","218","424"
"0170511","0170011","Bristol School District","Greene-Hills School","425","465","890"
"0171911","0170011","Bristol School District","Ivy Drive School","178","219","397"
"0171711","0170011","Bristol School District","Mountain View School","227","210","437"
"0175211","0170011","Bristol School District","Northeast Middle School","223","230","453"
"0171111","0170011","Bristol School District","South Side School","237","266","503"
"0171211","0170011","Bristol School District","Stafford School","252","252","504"
"0172011","0170011","Bristol School District","West Bristol School","460","485","945"
"0186111","0180011","Brookfield School District","Brookfield High School","458","443","901"
"0180311","0180011","Brookfield School District","Center Elementary School","185","195","380"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","301","323","624"
"0185311","0180011","Brookfield School District","Whisconier Middle School","440","419","859"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","265","280","545"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","170","204","374"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","41","36","77"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","110","115","225"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","94","139","233"
"0236111","0230011","Canton School District","Canton High School","225","274","499"
"0230311","0230011","Canton School District","Canton Intermediate School","224","210","434"
"0235111","0230011","Canton School District","Canton Middle School","140","125","265"
"0230211","0230011","Canton School District","Cherry Brook Primary School","245","245","490"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","146","416","562"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","95","127","222"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","286","75","361"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","114","103","217"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","117","165","282"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","8","14","22"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","191","219","410"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","333","105","438"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","214","113","327"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","*","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","212","203","415"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","17","36","53"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","*","8"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","403","319","722"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","177","165","342"
"2410514","2410014","Capitol Region Education Council","Museum Academy","217","188","405"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","132","272","404"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","191","201","392"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","16","48","64"
"2419314","2410014","Capitol Region Education Council","River Street School","22","123","145"
"2419114","2410014","Capitol Region Education Council","Soundbridge","39","44","83"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","*","*","8"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","92","97","189"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","287","373","660"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","217","224","441"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","91","92","183"
"0250111","0250011","Cheshire School District","Chapman School","158","140","298"
"0256111","0250011","Cheshire School District","Cheshire High School","737","801","1538"
"0250211","0250011","Cheshire School District","Darcey School","129","164","293"
"0255111","0250011","Cheshire School District","Dodd Middle School","361","386","747"
"0250611","0250011","Cheshire School District","Doolittle School","269","260","529"
"0250411","0250011","Cheshire School District","Highland School","367","373","740"
"0259011","0250011","Cheshire School District","Humiston School","7","13","20"
"0250511","0250011","Cheshire School District","Norton School","224","205","429"
"0260111","0260011","Chester School District","Chester Elementary School","127","101","228"
"0270111","0270011","Clinton School District","Abraham Pierson School","129","167","296"
"0275111","0270011","Clinton School District","Jared Eliot School","235","227","462"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","310","328","638"
"0276111","0270011","Clinton School District","The Morgan School","283","275","558"
"0286111","0280011","Colchester School District","Bacon Academy","481","419","900"
"0280411","0280011","Colchester School District","Colchester Elementary School","266","285","551"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","281","333","614"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","334","334","668"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","45","54","99"
"0300111","0300011","Columbia School District","Horace W. Porter School","231","236","467"
"2686113","2680013","Common Ground High School District","Common Ground High School","82","98","180"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","427","374","801"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","427","378","805"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","275","371","646"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","246","296","542"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","205","330","535"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","199","368","567"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","354","447","801"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","145","440","585"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","231","406","637"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","170","497","667"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","248","432","680"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","229","418","647"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","311","525","836"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","182","474","656"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","349","394","743"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","188","362","550"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","25","69","94"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","16","35","51"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","*","*","12"
"2438014","2430014","Cooperative Educational Services","School Readiness","28","26","54"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","236","235","471"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","19","121","140"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","42","63","105"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","186","207","393"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","*","*","20"
"0320211","0320011","Coventry School District","Coventry Grammar School","190","187","377"
"0326111","0320011","Coventry School District","Coventry High School","270","248","518"
"0320411","0320011","Coventry School District","George Hersey Robertson School","195","182","377"
"0336111","0330011","Cromwell School District","Cromwell High School","272","277","549"
"0335111","0330011","Cromwell School District","Cromwell Middle School","228","226","454"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","215","253","468"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","225","252","477"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","44","39","83"
"0345111","0340011","Danbury School District","Broadview Middle School","542","550","1092"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","57","82","139"
"0346111","0340011","Danbury School District","Danbury High School","1375","1503","2878"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","201","234","435"
"0341111","0340011","Danbury School District","Great Plain School","178","178","356"
"0340211","0340011","Danbury School District","Hayestown Avenue School","237","232","469"
"0341711","0340011","Danbury School District","King Street Intermediate School","192","178","370"
"0341311","0340011","Danbury School District","King Street Primary School","209","208","417"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","207","205","412"
"0340611","0340011","Danbury School District","Morris Street School","208","260","468"
"0340811","0340011","Danbury School District","Park Avenue School","220","213","433"
"0341511","0340011","Danbury School District","Pembroke School","169","207","376"
"0345211","0340011","Danbury School District","Rogers Park Middle School","603","597","1200"
"0341211","0340011","Danbury School District","Shelter Rock School","195","221","416"
"0341011","0340011","Danbury School District","South Street School","172","203","375"
"0341611","0340011","Danbury School District","Stadley Rough School","218","214","432"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","222","201","423"
"0356111","0350011","Darien School District","Darien High School","671","683","1354"
"0350211","0350011","Darien School District","Hindley Elementary School","268","297","565"
"0350711","0350011","Darien School District","Holmes Elementary School","228","226","454"
"0355111","0350011","Darien School District","Middlesex Middle School","547","581","1128"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","208","250","458"
"0350511","0350011","Darien School District","Royle Elementary School","208","244","452"
"0350611","0350011","Darien School District","Tokeneke Elementary School","244","248","492"
"0360111","0360011","Deep River School District","Deep River Elementary School","167","163","330"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","*","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","0","*","*"
"0370611","0370011","Derby School District","Bradley School","190","186","376"
"0376111","0370011","Derby School District","Derby High School","186","195","381"
"0375011","0370011","Derby School District","Derby Middle School","187","177","364"
"0370411","0370011","Derby School District","Irving School","184","194","378"
"0400111","0400011","East Granby School District","Allgrove School","88","106","194"
"0406111","0400011","East Granby School District","East Granby High School","120","139","259"
"0405111","0400011","East Granby School District","East Granby Middle School","109","99","208"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","95","112","207"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","167","159","326"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","192","180","372"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","226","262","488"
"0420311","0420011","East Hampton School District","Center School","138","157","295"
"0426111","0420011","East Hampton School District","East Hampton High School","286","234","520"
"0425111","0420011","East Hampton School District","East Hampton Middle School","197","226","423"
"0420111","0420011","East Hampton School District","Memorial School","305","321","626"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","137","159","296"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","124","73","197"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","176","188","364"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","186","216","402"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","261","272","533"
"0436211","0430011","East Hartford School District","East Hartford High School","853","829","1682"
"0435111","0430011","East Hartford School District","East Hartford Middle School","517","584","1101"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","169","174","343"
"0430511","0430011","East Hartford School District","Hockanum School","167","155","322"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","145","156","301"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","226","272","498"
"0431211","0430011","East Hartford School District","Silver Lane School","159","145","304"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","36","69","105"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","152","101","253"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","105","126","231"
"0439011","0430011","East Hartford School District","Woodland School","30","169","199"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","143","126","269"
"0441411","0440011","East Haven School District","D. C. Moore School","102","113","215"
"0440111","0440011","East Haven School District","Deer Run School","165","164","329"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","97","105","202"
"0446111","0440011","East Haven School District","East Haven High School","447","460","907"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","90","83","173"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","250","321","571"
"0440711","0440011","East Haven School District","Momauguin School","77","75","152"
"0441811","0440011","East Haven School District","Overbrook Elementary School","85","108","193"
"0449011","0440011","East Haven School District","Pathways","11","29","40"
"0456111","0450011","East Lyme School District","East Lyme High School","536","527","1063"
"0455111","0450011","East Lyme School District","East Lyme Middle School","438","437","875"
"0450111","0450011","East Lyme School District","Flanders School","162","192","354"
"0458011","0450011","East Lyme School District","Integrated Preschool","20","21","41"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","169","170","339"
"0450211","0450011","East Lyme School District","Niantic Center School","99","91","190"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","248","258","506"
"0476111","0470011","East Windsor School District","East Windsor High School","166","182","348"
"0475411","0470011","East Windsor School District","East Windsor Middle School","174","171","345"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","104","40","144"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","20","75","95"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","72","55","127"
"0390111","0390011","Eastford School District","Eastford Elementary School","74","78","152"
"0465111","0460011","Easton School District","Helen Keller Middle School","147","204","351"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","300","310","610"
"2428014","2420014","EdAdvance","EdAdvance Headstart","93","96","189"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","13","27","40"
"0480111","0480011","Ellington School District","Center School","201","192","393"
"0480211","0480011","Ellington School District","Crystal Lake School","98","105","203"
"0486111","0480011","Ellington School District","Ellington High School","405","392","797"
"0485111","0480011","Ellington School District","Ellington Middle School","197","212","409"
"0480711","0480011","Ellington School District","Windermere Intermediate School","190","226","416"
"0480611","0480011","Ellington School District","Windermere School","220","219","439"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","346","278","624"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","169","167","336"
"0491611","0490011","Enfield School District","Eli Whitney School","176","208","384"
"0496111","0490011","Enfield School District","Enfield High School","342","365","707"
"0490211","0490011","Enfield School District","Enfield Street School","144","144","288"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","8","7","15"
"0496211","0490011","Enfield School District","Enrico Fermi High School","442","476","918"
"0490411","0490011","Enfield School District","Hazardville Memorial School","156","198","354"
"0498011","0490011","Enfield School District","Head Start Program","59","45","104"
"0491811","0490011","Enfield School District","Henry Barnard School","165","175","340"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","532","589","1121"
"0491111","0490011","Enfield School District","Nathan Hale School","117","104","221"
"0491511","0490011","Enfield School District","Prudence Crandall School","207","211","418"
"0500111","0500011","Essex School District","Essex Elementary School","237","271","508"
"2726113","2720013","Explorations District","Explorations","41","42","83"
"0510211","0510011","Fairfield School District","Burr Elementary School","213","240","453"
"0510111","0510011","Fairfield School District","Dwight Elementary School","142","164","306"
"0518011","0510011","Fairfield School District","Early Childhood Center","35","75","110"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","799","710","1509"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","728","731","1459"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","440","486","926"
"0510411","0510011","Fairfield School District","Holland Hill School","205","193","398"
"0511711","0510011","Fairfield School District","Jennings School","133","194","327"
"0510611","0510011","Fairfield School District","McKinley School","230","228","458"
"0510711","0510011","Fairfield School District","Mill Hill School","211","218","429"
"0511611","0510011","Fairfield School District","North Stratfield School","212","232","444"
"0511811","0510011","Fairfield School District","Osborn Hill School","254","272","526"
"0511211","0510011","Fairfield School District","Riverfield School","194","205","399"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","423","437","860"
"0511311","0510011","Fairfield School District","Sherman School","234","223","457"
"0511411","0510011","Fairfield School District","Stratfield School","227","270","497"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","352","346","698"
"0520411","0520011","Farmington School District","East Farms School","212","221","433"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","38","38","76"
"0526111","0520011","Farmington School District","Farmington High School","606","708","1314"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","269","302","571"
"0520211","0520011","Farmington School District","Noah Wallace School","163","175","338"
"0520111","0520011","Farmington School District","Union School","154","162","316"
"0520311","0520011","Farmington School District","West District School","162","179","341"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","315","305","620"
"0530111","0530011","Franklin School District","Franklin Elementary School","85","96","181"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","246","233","479"
"0540311","0540011","Glastonbury School District","Eastbury School","143","151","294"
"0540811","0540011","Glastonbury School District","Gideon Welles School","261","248","509"
"0546111","0540011","Glastonbury School District","Glastonbury High School","1119","1021","2140"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","208","233","441"
"0540611","0540011","Glastonbury School District","Hopewell School","209","229","438"
"0540111","0540011","Glastonbury School District","Links Academy","22","16","38"
"0540711","0540011","Glastonbury School District","Naubuc School","220","193","413"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","319","290","609"
"0545211","0540011","Glastonbury School District","Smith Middle School","495","539","1034"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","192","198","390"
"0566111","0560011","Granby School District","Granby Memorial High School","350","374","724"
"0565111","0560011","Granby School District","Granby Memorial Middle School","165","167","332"
"0560411","0560011","Granby School District","Kelly Lane Primary School","154","162","316"
"0560311","0560011","Granby School District","Wells Road Intermediate School","142","146","288"
"0575111","0570011","Greenwich School District","Central Middle School","289","306","595"
"0570211","0570011","Greenwich School District","Cos Cob School","220","224","444"
"0575211","0570011","Greenwich School District","Eastern Middle School","386","393","779"
"0570411","0570011","Greenwich School District","Glenville School","209","196","405"
"0576111","0570011","Greenwich School District","Greenwich High School","1300","1336","2636"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","192","194","386"
"0571311","0570011","Greenwich School District","International School At Dundee","195","183","378"
"0570311","0570011","Greenwich School District","Julian Curtiss School","168","176","344"
"0570611","0570011","Greenwich School District","New Lebanon School","114","150","264"
"0570711","0570011","Greenwich School District","North Mianus School","221","226","447"
"0570811","0570011","Greenwich School District","North Street School","184","210","394"
"0570911","0570011","Greenwich School District","Old Greenwich School","208","220","428"
"0571111","0570011","Greenwich School District","Parkway School","123","142","265"
"0571011","0570011","Greenwich School District","Riverside School","228","268","496"
"0575311","0570011","Greenwich School District","Western Middle School","230","274","504"
"0580311","0580011","Griswold School District","Griswold Elementary School","363","423","786"
"0586211","0580011","Griswold School District","Griswold High School","296","306","602"
"0585111","0580011","Griswold School District","Griswold Middle School","293","284","577"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","212","237","449"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","176","235","411"
"0591811","0590011","Groton School District","Charles Barnum School","197","188","385"
"0590311","0590011","Groton School District","Claude Chester School","191","171","362"
"0591711","0590011","Groton School District","Mary Morrisson School","204","218","422"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","198","212","410"
"0591211","0590011","Groton School District","Pleasant Valley School","141","153","294"
"0596111","0590011","Groton School District","Robert E. Fitch High School","556","567","1123"
"0590111","0590011","Groton School District","S. B. Butler School","163","170","333"
"0595211","0590011","Groton School District","West Side Middle School","236","244","480"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","292","288","580"
"0600611","0600011","Guilford School District","A. W. Cox School","147","166","313"
"0600411","0600011","Guilford School District","Calvin Leete School","123","164","287"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","300","283","583"
"0606111","0600011","Guilford School District","Guilford High School","521","546","1067"
"0600211","0600011","Guilford School District","Guilford Lakes School","170","173","343"
"0600311","0600011","Guilford School District","Melissa Jones School","157","180","337"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","56","81","137"
"0621211","0620011","Hamden School District","Bear Path School","223","226","449"
"0620211","0620011","Hamden School District","Church Street School","173","179","352"
"0620311","0620011","Hamden School District","Dunbar Hill School","158","151","309"
"0626111","0620011","Hamden School District","Hamden High School","865","946","1811"
"0625211","0620011","Hamden School District","Hamden Middle School","410","455","865"
"0620411","0620011","Hamden School District","Helen Street School","146","184","330"
"0621111","0620011","Hamden School District","Ridge Hill School","127","172","299"
"0620111","0620011","Hamden School District","Shepherd Glen School","161","167","328"
"0621011","0620011","Hamden School District","Spring Glen School","219","216","435"
"0621411","0620011","Hamden School District","West Woods School","213","237","450"
"0630111","0630011","Hampton School District","Hampton Elementary School","45","66","111"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","305","330","635"
"0640411","0640011","Hartford School District","Batchelder School","232","295","527"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","136","142","278"
"0643811","0640011","Hartford School District","Betances STEM Magnet School","66","107","173"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","120","132","252"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","191","170","361"
"0647111","0640011","Hartford School District","Bulkeley High School","166","212","378"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","195","298","493"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","255","286","541"
"0642311","0640011","Hartford School District","Burr School","324","384","708"
