"school_code","district_code","district","school","2008_09","total"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","581","581"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","400","400"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","85","85"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","357","357"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","242","242"
"0236111","0230011","Canton School District","Canton High School","522","522"
"0230311","0230011","Canton School District","Canton Intermediate School","394","394"
"0235111","0230011","Canton School District","Canton Middle School","279","279"
"0230211","0230011","Canton School District","Cherry Brook Primary School","553","553"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","78","78"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","16","16"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","251","251"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","164","164"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","147","147"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","18","18"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","124","124"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","68","68"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","683","683"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","332","332"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","105","105"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","149","149"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","53","53"
"2419314","2410014","Capitol Region Education Council","River Street School","149","149"
"2419114","2410014","Capitol Region Education Council","Soundbridge","98","98"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","589","589"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","412","412"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","178","178"
"2870113","2870013","Charter School for Young Children on Asylum Hill District","Charter School for Young Children on Asylum Hill  Inc.","136","136"
"0250111","0250011","Cheshire School District","Chapman School","329","329"
"0256111","0250011","Cheshire School District","Cheshire High School","1579","1579"
"0250211","0250011","Cheshire School District","Darcey School","385","385"
"0255111","0250011","Cheshire School District","Dodd Middle School","818","818"
"0250611","0250011","Cheshire School District","Doolittle School","532","532"
"0250411","0250011","Cheshire School District","Highland School","869","869"
"0259011","0250011","Cheshire School District","Humiston School","24","24"
"0250511","0250011","Cheshire School District","Norton School","470","470"
"0260111","0260011","Chester School District","Chester Elementary School","319","319"
"0270111","0270011","Clinton School District","Abraham Pierson School","313","313"
"0275111","0270011","Clinton School District","Jared Eliot School","492","492"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","689","689"
"0276111","0270011","Clinton School District","The Morgan School","590","590"
"0286111","0280011","Colchester School District","Bacon Academy","968","968"
"0280411","0280011","Colchester School District","Colchester Elementary School","739","739"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","710","710"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","763","763"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","116","116"
"0300111","0300011","Columbia School District","Horace W. Porter School","573","573"
"2686113","2680013","Common Ground High School District","Common Ground High School","155","155"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","615","615"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","875","875"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","491","491"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","524","524"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","618","618"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","520","520"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","727","727"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","568","568"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","578","578"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","597","597"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","225","225"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","473","473"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","741","741"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","884","884"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","583","583"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","716","716"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","522","522"
"2439014","2430014","Cooperative Educational Services","C. E. S. Special Education","270","270"
"2438014","2430014","Cooperative Educational Services","School Readiness","54","54"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","430","430"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","122","122"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","514","514"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","14","14"
"0320211","0320011","Coventry School District","Coventry Grammar School","410","410"
"0326111","0320011","Coventry School District","Coventry High School","553","553"
"0320411","0320011","Coventry School District","George Hersey Robertson School","461","461"
"0336111","0330011","Cromwell School District","Cromwell High School","573","573"
"0335111","0330011","Cromwell School District","Cromwell Middle School","462","462"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","488","488"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","494","494"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","86","86"
"0345111","0340011","Danbury School District","Broadview Middle School","1105","1105"
"0346111","0340011","Danbury School District","Danbury High School","2839","2839"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","351","351"
"0341111","0340011","Danbury School District","Great Plain School","301","301"
"0340211","0340011","Danbury School District","Hayestown Avenue School","406","406"
"0341711","0340011","Danbury School District","King Street Intermediate School","317","317"
"0341311","0340011","Danbury School District","King Street Primary School","334","334"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","352","352"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","296","296"
"0340611","0340011","Danbury School District","Morris Street School","346","346"
"0340811","0340011","Danbury School District","Park Avenue School","400","400"
"0341511","0340011","Danbury School District","Pembroke School","336","336"
"0345211","0340011","Danbury School District","Rogers Park Middle School","1020","1020"
"0341211","0340011","Danbury School District","Shelter Rock School","375","375"
"0341011","0340011","Danbury School District","South Street School","335","335"
"0341611","0340011","Danbury School District","Stadley Rough School","470","470"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","371","371"
"0356111","0350011","Darien School District","Darien High School","1236","1236"
"0350211","0350011","Darien School District","Hindley Elementary School","518","518"
"0350711","0350011","Darien School District","Holmes Elementary School","475","475"
"0355111","0350011","Darien School District","Middlesex Middle School","1132","1132"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","495","495"
"0350511","0350011","Darien School District","Royle Elementary School","440","440"
"0350611","0350011","Darien School District","Tokeneke Elementary School","425","425"
"0360111","0360011","Deep River School District","Deep River Elementary School","353","353"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","*","*"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","*","*"
"0370611","0370011","Derby School District","Bradley School","383","383"
"0376111","0370011","Derby School District","Derby High School","641","641"
"0370411","0370011","Derby School District","Irving School","438","438"
"0400111","0400011","East Granby School District","Allgrove School","288","288"
"0406111","0400011","East Granby School District","East Granby High School","252","252"
"0405111","0400011","East Granby School District","East Granby Middle School","216","216"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","142","142"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","433","433"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","418","418"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","572","572"
"0420311","0420011","East Hampton School District","Center School","350","350"
"0426111","0420011","East Hampton School District","East Hampton High School","595","595"
"0425111","0420011","East Hampton School District","East Hampton Middle School","474","474"
"0420111","0420011","East Hampton School District","Memorial School","629","629"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","7","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","322","322"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","169","169"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","410","410"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","332","332"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","322","322"
"0436211","0430011","East Hartford School District","East Hartford High School","1898","1898"
"0435111","0430011","East Hartford School District","East Hartford Middle School","967","967"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","353","353"
"0430511","0430011","East Hartford School District","Hockanum School","333","333"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","331","331"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","414","414"
"0431211","0430011","East Hartford School District","Silver Lane School","297","297"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","148","148"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","492","492"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","278","278"
"0439011","0430011","East Hartford School District","Woodland School","169","169"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","228","228"
"0441411","0440011","East Haven School District","D. C. Moore School","233","233"
"0440111","0440011","East Haven School District","Deer Run School","337","337"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","189","189"
"0446111","0440011","East Haven School District","East Haven High School","1014","1014"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","212","212"
"0441911","0440011","East Haven School District","Hays School","163","163"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","499","499"
"0440711","0440011","East Haven School District","Momauguin School","204","204"
"0441811","0440011","East Haven School District","Overbrook Elementary School","159","159"
"0449011","0440011","East Haven School District","Pathways","46","46"
"0441611","0440011","East Haven School District","Robert W. Carbone School","292","292"
"0456111","0450011","East Lyme School District","East Lyme High School","1247","1247"
"0455111","0450011","East Lyme School District","East Lyme Middle School","870","870"
"0450111","0450011","East Lyme School District","Flanders School","368","368"
"0458011","0450011","East Lyme School District","Integrated Preschool","50","50"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","366","366"
"0450211","0450011","East Lyme School District","Niantic Center School","247","247"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","600","600"
"0476111","0470011","East Windsor School District","East Windsor High School","411","411"
"0475411","0470011","East Windsor School District","East Windsor Middle School","424","424"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","65","65"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","48","48"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","34","34"
"0390111","0390011","Eastford School District","Eastford Elementary School","185","185"
"0465111","0460011","Easton School District","Helen Keller Middle School","387","387"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","769","769"
"2428014","2420014","EdAdvance","EdAdvance Headstart","167","167"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","27","27"
"0480111","0480011","Ellington School District","Center School","429","429"
"0480211","0480011","Ellington School District","Crystal Lake School","221","221"
"0486111","0480011","Ellington School District","Ellington High School","778","778"
"0485111","0480011","Ellington School District","Ellington Middle School","390","390"
"0480711","0480011","Ellington School District","Windermere Intermediate School","406","406"
"0480611","0480011","Ellington School District","Windermere School","410","410"
"2810113","2810013","Elm City College Preparatory School","Elm City College Preparatory School","509","509"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","339","339"
"0491611","0490011","Enfield School District","Eli Whitney School","404","404"
"0496111","0490011","Enfield School District","Enfield High School","893","893"
"0490211","0490011","Enfield School District","Enfield Street School","348","348"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","8","8"
"0496211","0490011","Enfield School District","Enrico Fermi High School","1174","1174"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","283","283"
"0490411","0490011","Enfield School District","Hazardville Memorial School","405","405"
"0498011","0490011","Enfield School District","Head Start Program","104","104"
"0491811","0490011","Enfield School District","Henry Barnard School","418","418"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","923","923"
"0491111","0490011","Enfield School District","Nathan Hale School","263","263"
"0491511","0490011","Enfield School District","Prudence Crandall School","435","435"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","299","299"
"0500111","0500011","Essex School District","Essex Elementary School","594","594"
"2726113","2720013","Explorations District","Explorations","85","85"
"0510211","0510011","Fairfield School District","Burr Elementary School","469","469"
"0510111","0510011","Fairfield School District","Dwight Elementary School","322","322"
"0518011","0510011","Fairfield School District","Early Childhood Center","126","126"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","1392","1392"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","1273","1273"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","605","605"
"0510411","0510011","Fairfield School District","Holland Hill School","350","350"
"0511711","0510011","Fairfield School District","Jennings School","356","356"
"0510611","0510011","Fairfield School District","McKinley School","436","436"
"0510711","0510011","Fairfield School District","Mill Hill School","470","470"
"0511611","0510011","Fairfield School District","North Stratfield School","502","502"
"0511811","0510011","Fairfield School District","Osborn Hill School","527","527"
"0511211","0510011","Fairfield School District","Riverfield School","478","478"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","889","889"
"0511311","0510011","Fairfield School District","Sherman School","446","446"
"0511411","0510011","Fairfield School District","Stratfield School","542","542"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","770","770"
"0520411","0520011","Farmington School District","East Farms School","428","428"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","72","72"
"0526111","0520011","Farmington School District","Farmington High School","1360","1360"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","671","671"
"0520211","0520011","Farmington School District","Noah Wallace School","345","345"
"0520111","0520011","Farmington School District","Union School","295","295"
"0520311","0520011","Farmington School District","West District School","345","345"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","676","676"
"0530111","0530011","Franklin School District","Franklin Elementary School","225","225"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","575","575"
"0540311","0540011","Glastonbury School District","Eastbury School","342","342"
"0540811","0540011","Glastonbury School District","Gideon Welles School","530","530"
"0546111","0540011","Glastonbury School District","Glastonbury High School","2066","2066"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","525","525"
"0540611","0540011","Glastonbury School District","Hopewell School","530","530"
"0540711","0540011","Glastonbury School District","Naubuc School","488","488"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","664","664"
"0545211","0540011","Glastonbury School District","Smith Middle School","1128","1128"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","473","473"
"0566111","0560011","Granby School District","Granby Memorial High School","737","737"
"0565111","0560011","Granby School District","Granby Memorial Middle School","379","379"
"0560411","0560011","Granby School District","Kelly Lane Primary School","350","350"
"0560311","0560011","Granby School District","Wells Road Intermediate School","330","330"
"0575111","0570011","Greenwich School District","Central Middle School","690","690"
"0570211","0570011","Greenwich School District","Cos Cob School","415","415"
"0575211","0570011","Greenwich School District","Eastern Middle School","747","747"
"0570411","0570011","Greenwich School District","Glenville School","283","283"
"0576111","0570011","Greenwich School District","Greenwich High School","2677","2677"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","381","381"
"0571311","0570011","Greenwich School District","International School At Dundee","375","375"
"0570311","0570011","Greenwich School District","Julian Curtiss School","338","338"
"0570611","0570011","Greenwich School District","New Lebanon School","227","227"
"0570711","0570011","Greenwich School District","North Mianus School","457","457"
"0570811","0570011","Greenwich School District","North Street School","497","497"
"0570911","0570011","Greenwich School District","Old Greenwich School","441","441"
"0571111","0570011","Greenwich School District","Parkway School","328","328"
"0571011","0570011","Greenwich School District","Riverside School","517","517"
"0575311","0570011","Greenwich School District","Western Middle School","494","494"
"0580311","0580011","Griswold School District","Griswold Elementary School","931","931"
"0586211","0580011","Griswold School District","Griswold High School","766","766"
"0585111","0580011","Griswold School District","Griswold Middle School","418","418"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","374","374"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","468","468"
"0591811","0590011","Groton School District","Charles Barnum School","434","434"
"0590311","0590011","Groton School District","Claude Chester School","369","369"
"0595111","0590011","Groton School District","Fitch Middle School","432","432"
"0591711","0590011","Groton School District","Mary Morrisson School","326","326"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","412","412"
"0591211","0590011","Groton School District","Pleasant Valley School","322","322"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1388","1388"
"0590111","0590011","Groton School District","S. B. Butler School","344","344"
"0595211","0590011","Groton School District","West Side Middle School","265","265"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","574","574"
"0600611","0600011","Guilford School District","A. W. Cox School","319","319"
"0600411","0600011","Guilford School District","Calvin Leete School","335","335"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","604","604"
"0606111","0600011","Guilford School District","Guilford High School","1138","1138"
"0600211","0600011","Guilford School District","Guilford Lakes School","438","438"
"0600311","0600011","Guilford School District","Melissa Jones School","357","357"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","91","91"
"0621211","0620011","Hamden School District","Bear Path School","464","464"
"0620211","0620011","Hamden School District","Church Street School","408","408"
"0620311","0620011","Hamden School District","Dunbar Hill School","332","332"
"0626111","0620011","Hamden School District","Hamden High School","2113","2113"
"0625211","0620011","Hamden School District","Hamden Middle School","866","866"
"0620411","0620011","Hamden School District","Helen Street School","306","306"
"0621111","0620011","Hamden School District","Ridge Hill School","314","314"
"0620111","0620011","Hamden School District","Shepherd Glen School","323","323"
"0621011","0620011","Hamden School District","Spring Glen School","347","347"
"0621411","0620011","Hamden School District","West Woods School","501","501"
"0630111","0630011","Hampton School District","Hampton Elementary School","149","149"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","355","355"
"0640411","0640011","Hartford School District","Batchelder School","546","546"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","439","439"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","102","102"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","342","342"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","1381","1381"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","534","534"
"0642311","0640011","Hartford School District","Burr School","520","520"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","271","271"
"0642411","0640011","Hartford School District","Clark School","466","466"
"0646411","0640011","Hartford School District","Classical Magnet School","697","697"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","221","221"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","428","428"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","407","407"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","537","537"
"0645111","0640011","Hartford School District","Fox Middle School","163","163"
"0643611","0640011","Hartford School District","Global Communications Academy","208","208"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","613","613"
"0646211","0640011","Hartford School District","Hartford Public High School","1539","1539"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","59","59"
"0649111","0640011","Hartford School District","Hartford Transitional Learning Academy (Secondary)","62","62"
"0641011","0640011","Hartford School District","Kennelly School","799","799"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","569","569"
"0648011","0640011","Hartford School District","Little Owls Learning Center","17","17"
"0640811","0640011","Hartford School District","M. D. Fox School","783","783"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","522","522"
"0641211","0640011","Hartford School District","McDonough Middle School","396","396"
"0641911","0640011","Hartford School District","Milner School","417","417"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","101","101"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","608","608"
"0641511","0640011","Hartford School District","Parkville Community School","578","578"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","391","391"
"0645211","0640011","Hartford School District","Quirk Middle School","568","568"
"0641711","0640011","Hartford School District","Rawson School","755","755"
"0640111","0640011","Hartford School District","SAND School","442","442"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","376","376"
"0643011","0640011","Hartford School District","Sanchez School","528","528"
"0642611","0640011","Hartford School District","Simpson-Waverly School","347","347"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","578","578"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","346","346"
"0646311","0640011","Hartford School District","Weaver High School","871","871"
