"school_code","district_code","district","school","female","male","total"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","151","151","302"
"0110311","0110011","Bloomfield School District","J. P. Vincent School","135","181","316"
"0110611","0110011","Bloomfield School District","Laurel School","113","152","265"
"0110511","0110011","Bloomfield School District","Metacomet School","114","118","232"
"0116211","0110011","Bloomfield School District","The Big Picture High School","53","30","83"
"0120111","0120011","Bolton School District","Bolton Center School","284","299","583"
"0126111","0120011","Bolton School District","Bolton High School","153","125","278"
"0130111","0130011","Bozrah School District","Fields Memorial School","135","121","256"
"0146111","0140011","Branford School District","Branford High School","562","549","1111"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","551","532","1083"
"0148011","0140011","Branford School District","Indian Neck School","33","44","77"
"0141611","0140011","Branford School District","John B. Sliney School","174","189","363"
"0141511","0140011","Branford School District","Mary R. Tisko School","212","224","436"
"0141411","0140011","Branford School District","Mary T. Murphy School","199","210","409"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","89","71","160"
"0150111","0150011","Bridgeport School District","Barnum School","307","293","600"
"0156111","0150011","Bridgeport School District","Bassick High School","581","676","1257"
"0150211","0150011","Bridgeport School District","Beardsley School","202","190","392"
"0150311","0150011","Bridgeport School District","Black Rock School","126","108","234"
"0154011","0150011","Bridgeport School District","Blackham School","497","562","1059"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","16","41","57"
"0150411","0150011","Bridgeport School District","Bryant School","226","214","440"
"0156211","0150011","Bridgeport School District","Central High School","1164","1123","2287"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","511","582","1093"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","173","170","343"
"0150511","0150011","Bridgeport School District","Columbus School","314","315","629"
"0153911","0150011","Bridgeport School District","Cross School","165","208","373"
"0154211","0150011","Bridgeport School District","Curiale School","260","302","562"
"0154111","0150011","Bridgeport School District","Dunbar School","213","184","397"
"0150711","0150011","Bridgeport School District","Edison School","157","160","317"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","333","438","771"
"0151111","0150011","Bridgeport School District","Hall School","120","153","273"
"0151211","0150011","Bridgeport School District","Hallen School","176","178","354"
"0156311","0150011","Bridgeport School District","Harding High School","835","817","1652"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","241","200","441"
"0151311","0150011","Bridgeport School District","Hooker School","212","258","470"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","297","299","596"
"0151911","0150011","Bridgeport School District","Longfellow School","207","206","413"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","419","435","854"
"0152011","0150011","Bridgeport School District","Madison School","233","298","531"
"0159511","0150011","Bridgeport School District","Make The Grade","13","29","42"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","243","202","445"
"0159411","0150011","Bridgeport School District","New Start Program","19","19","38"
"0159211","0150011","Bridgeport School District","Park City Academy","7","27","34"
"0151711","0150011","Bridgeport School District","Park City Magnet School","255","246","501"
"0152511","0150011","Bridgeport School District","Read School","424","495","919"
"0152611","0150011","Bridgeport School District","Roosevelt School","248","302","550"
"0154411","0150011","Bridgeport School District","Skane Center","95","115","210"
"0159111","0150011","Bridgeport School District","The University School","*","*","24"
"0153011","0150011","Bridgeport School District","Waltersville School","265","296","561"
"0153611","0150011","Bridgeport School District","Winthrop School","377","352","729"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","23"
"0176111","0170011","Bristol School District","Bristol Central High School","662","755","1417"
"0176211","0170011","Bristol School District","Bristol Eastern High School","670","648","1318"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","433","448","881"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","183","189","372"
"0170111","0170011","Bristol School District","Clarence A. Bingham School","115","127","242"
"0170311","0170011","Bristol School District","Edgewood School","163","196","359"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","246","246","492"
"0170511","0170011","Bristol School District","Greene-Hills School","175","192","367"
"0171911","0170011","Bristol School District","Ivy Drive School","177","205","382"
"0170611","0170011","Bristol School District","John J. Jennings School","171","195","366"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","264","279","543"
"0171711","0170011","Bristol School District","Mountain View School","178","213","391"
"0175211","0170011","Bristol School District","Northeast Middle School","257","309","566"
"0171111","0170011","Bristol School District","South Side School","262","313","575"
"0171211","0170011","Bristol School District","Stafford School","263","254","517"
"0186111","0180011","Brookfield School District","Brookfield High School","498","518","1016"
"0180311","0180011","Brookfield School District","Center Elementary School","200","206","406"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","301","308","609"
"0185311","0180011","Brookfield School District","Whisconier Middle School","458","457","915"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","291","290","581"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","199","201","400"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","45","40","85"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","156","201","357"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","107","135","242"
"0236111","0230011","Canton School District","Canton High School","254","268","522"
"0230311","0230011","Canton School District","Canton Intermediate School","188","206","394"
"0235111","0230011","Canton School District","Canton Middle School","137","142","279"
"0230211","0230011","Canton School District","Cherry Brook Primary School","295","258","553"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","30","48","78"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","*","*","16"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","122","129","251"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","97","67","164"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","87","60","147"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","8","10","18"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","55","69","124"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","20","48","68"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","344","339","683"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","179","153","332"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","41","64","105"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","71","78","149"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","12","41","53"
"2419314","2410014","Capitol Region Education Council","River Street School","23","126","149"
"2419114","2410014","Capitol Region Education Council","Soundbridge","57","41","98"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","301","288","589"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","204","208","412"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","84","94","178"
"2870113","2870013","Charter School for Young Children on Asylum Hill District","Charter School for Young Children on Asylum Hill  Inc.","70","66","136"
"0250111","0250011","Cheshire School District","Chapman School","171","158","329"
"0256111","0250011","Cheshire School District","Cheshire High School","762","817","1579"
"0250211","0250011","Cheshire School District","Darcey School","189","196","385"
"0255111","0250011","Cheshire School District","Dodd Middle School","395","423","818"
"0250611","0250011","Cheshire School District","Doolittle School","254","278","532"
"0250411","0250011","Cheshire School District","Highland School","409","460","869"
"0259011","0250011","Cheshire School District","Humiston School","7","17","24"
"0250511","0250011","Cheshire School District","Norton School","243","227","470"
"0260111","0260011","Chester School District","Chester Elementary School","171","148","319"
"0270111","0270011","Clinton School District","Abraham Pierson School","166","147","313"
"0275111","0270011","Clinton School District","Jared Eliot School","234","258","492"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","349","340","689"
"0276111","0270011","Clinton School District","The Morgan School","303","287","590"
"0286111","0280011","Colchester School District","Bacon Academy","494","474","968"
"0280411","0280011","Colchester School District","Colchester Elementary School","347","392","739"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","356","354","710"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","391","372","763"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","60","56","116"
"0300111","0300011","Columbia School District","Horace W. Porter School","283","290","573"
"2686113","2680013","Common Ground High School District","Common Ground High School","79","76","155"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","338","277","615"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","455","420","875"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","184","307","491"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","262","262","524"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","253","365","618"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","166","354","520"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","272","455","727"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","157","411","568"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","176","402","578"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","106","491","597"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","98","127","225"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","145","328","473"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","250","491","741"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","287","597","884"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","152","431","583"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","273","443","716"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","181","341","522"
"2439014","2430014","Cooperative Educational Services","C. E. S. Special Education","72","198","270"
"2438014","2430014","Cooperative Educational Services","School Readiness","28","26","54"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","223","207","430"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","60","62","122"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","253","261","514"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","*","*","14"
"0320211","0320011","Coventry School District","Coventry Grammar School","214","196","410"
"0326111","0320011","Coventry School District","Coventry High School","269","284","553"
"0320411","0320011","Coventry School District","George Hersey Robertson School","216","245","461"
"0336111","0330011","Cromwell School District","Cromwell High School","299","274","573"
"0335111","0330011","Cromwell School District","Cromwell Middle School","226","236","462"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","225","263","488"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","230","264","494"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","53","33","86"
"0345111","0340011","Danbury School District","Broadview Middle School","531","574","1105"
"0346111","0340011","Danbury School District","Danbury High School","1437","1402","2839"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","179","172","351"
"0341111","0340011","Danbury School District","Great Plain School","148","153","301"
"0340211","0340011","Danbury School District","Hayestown Avenue School","194","212","406"
"0341711","0340011","Danbury School District","King Street Intermediate School","159","158","317"
"0341311","0340011","Danbury School District","King Street Primary School","164","170","334"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","151","201","352"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","152","144","296"
"0340611","0340011","Danbury School District","Morris Street School","158","188","346"
"0340811","0340011","Danbury School District","Park Avenue School","203","197","400"
"0341511","0340011","Danbury School District","Pembroke School","148","188","336"
"0345211","0340011","Danbury School District","Rogers Park Middle School","493","527","1020"
"0341211","0340011","Danbury School District","Shelter Rock School","193","182","375"
"0341011","0340011","Danbury School District","South Street School","163","172","335"
"0341611","0340011","Danbury School District","Stadley Rough School","240","230","470"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","169","202","371"
"0356111","0350011","Darien School District","Darien High School","626","610","1236"
"0350211","0350011","Darien School District","Hindley Elementary School","255","263","518"
"0350711","0350011","Darien School District","Holmes Elementary School","219","256","475"
"0355111","0350011","Darien School District","Middlesex Middle School","551","581","1132"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","243","252","495"
"0350511","0350011","Darien School District","Royle Elementary School","186","254","440"
"0350611","0350011","Darien School District","Tokeneke Elementary School","179","246","425"
"0360111","0360011","Deep River School District","Deep River Elementary School","177","176","353"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","*","*","*"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","0","*","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","*","0","*"
"0370611","0370011","Derby School District","Bradley School","187","196","383"
"0376111","0370011","Derby School District","Derby High School","308","333","641"
"0370411","0370011","Derby School District","Irving School","214","224","438"
"0400111","0400011","East Granby School District","Allgrove School","160","128","288"
"0406111","0400011","East Granby School District","East Granby High School","129","123","252"
"0405111","0400011","East Granby School District","East Granby Middle School","96","120","216"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","69","73","142"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","188","245","433"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","224","194","418"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","283","289","572"
"0420311","0420011","East Hampton School District","Center School","187","163","350"
"0426111","0420011","East Hampton School District","East Hampton High School","311","284","595"
"0425111","0420011","East Hampton School District","East Hampton Middle School","238","236","474"
"0420111","0420011","East Hampton School District","Memorial School","281","348","629"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","144","178","322"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","110","59","169"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","212","198","410"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","154","178","332"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","171","151","322"
"0436211","0430011","East Hartford School District","East Hartford High School","917","981","1898"
"0435111","0430011","East Hartford School District","East Hartford Middle School","437","530","967"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","183","170","353"
"0430511","0430011","East Hartford School District","Hockanum School","152","181","333"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","158","173","331"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","204","210","414"
"0431211","0430011","East Hartford School District","Silver Lane School","150","147","297"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","58","90","148"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","247","245","492"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","124","154","278"
"0439011","0430011","East Hartford School District","Woodland School","26","143","169"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","124","104","228"
"0441411","0440011","East Haven School District","D. C. Moore School","117","116","233"
"0440111","0440011","East Haven School District","Deer Run School","157","180","337"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","91","98","189"
"0446111","0440011","East Haven School District","East Haven High School","516","498","1014"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","105","107","212"
"0441911","0440011","East Haven School District","Hays School","67","96","163"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","225","274","499"
"0440711","0440011","East Haven School District","Momauguin School","85","119","204"
"0441811","0440011","East Haven School District","Overbrook Elementary School","77","82","159"
"0449011","0440011","East Haven School District","Pathways","13","33","46"
"0441611","0440011","East Haven School District","Robert W. Carbone School","150","142","292"
"0456111","0450011","East Lyme School District","East Lyme High School","639","608","1247"
"0455111","0450011","East Lyme School District","East Lyme Middle School","433","437","870"
"0450111","0450011","East Lyme School District","Flanders School","172","196","368"
"0458011","0450011","East Lyme School District","Integrated Preschool","25","25","50"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","176","190","366"
"0450211","0450011","East Lyme School District","Niantic Center School","123","124","247"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","296","304","600"
"0476111","0470011","East Windsor School District","East Windsor High School","196","215","411"
"0475411","0470011","East Windsor School District","East Windsor Middle School","208","216","424"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","46","19","65"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","8","40","48"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","19","15","34"
"0390111","0390011","Eastford School District","Eastford Elementary School","86","99","185"
"0465111","0460011","Easton School District","Helen Keller Middle School","205","182","387"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","336","433","769"
"2428014","2420014","EdAdvance","EdAdvance Headstart","74","93","167"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","11","16","27"
"0480111","0480011","Ellington School District","Center School","207","222","429"
"0480211","0480011","Ellington School District","Crystal Lake School","103","118","221"
"0486111","0480011","Ellington School District","Ellington High School","388","390","778"
"0485111","0480011","Ellington School District","Ellington Middle School","201","189","390"
"0480711","0480011","Ellington School District","Windermere Intermediate School","221","185","406"
"0480611","0480011","Ellington School District","Windermere School","190","220","410"
"2810113","2810013","Elm City College Preparatory School","Elm City College Preparatory School","258","251","509"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","172","167","339"
"0491611","0490011","Enfield School District","Eli Whitney School","191","213","404"
"0496111","0490011","Enfield School District","Enfield High School","442","451","893"
"0490211","0490011","Enfield School District","Enfield Street School","177","171","348"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","*","*","8"
"0496211","0490011","Enfield School District","Enrico Fermi High School","591","583","1174"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","142","141","283"
"0490411","0490011","Enfield School District","Hazardville Memorial School","183","222","405"
"0498011","0490011","Enfield School District","Head Start Program","48","56","104"
"0491811","0490011","Enfield School District","Henry Barnard School","190","228","418"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","438","485","923"
"0491111","0490011","Enfield School District","Nathan Hale School","123","140","263"
"0491511","0490011","Enfield School District","Prudence Crandall School","226","209","435"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","149","150","299"
"0500111","0500011","Essex School District","Essex Elementary School","288","306","594"
"2726113","2720013","Explorations District","Explorations","49","36","85"
"0510211","0510011","Fairfield School District","Burr Elementary School","231","238","469"
"0510111","0510011","Fairfield School District","Dwight Elementary School","164","158","322"
"0518011","0510011","Fairfield School District","Early Childhood Center","39","87","126"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","734","658","1392"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","660","613","1273"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","291","314","605"
"0510411","0510011","Fairfield School District","Holland Hill School","179","171","350"
"0511711","0510011","Fairfield School District","Jennings School","164","192","356"
"0510611","0510011","Fairfield School District","McKinley School","205","231","436"
"0510711","0510011","Fairfield School District","Mill Hill School","222","248","470"
"0511611","0510011","Fairfield School District","North Stratfield School","237","265","502"
"0511811","0510011","Fairfield School District","Osborn Hill School","256","271","527"
"0511211","0510011","Fairfield School District","Riverfield School","220","258","478"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","440","449","889"
"0511311","0510011","Fairfield School District","Sherman School","213","233","446"
"0511411","0510011","Fairfield School District","Stratfield School","278","264","542"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","400","370","770"
"0520411","0520011","Farmington School District","East Farms School","196","232","428"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","25","47","72"
"0526111","0520011","Farmington School District","Farmington High School","676","684","1360"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","313","358","671"
"0520211","0520011","Farmington School District","Noah Wallace School","161","184","345"
"0520111","0520011","Farmington School District","Union School","135","160","295"
"0520311","0520011","Farmington School District","West District School","172","173","345"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","332","344","676"
"0530111","0530011","Franklin School District","Franklin Elementary School","103","122","225"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","291","284","575"
"0540311","0540011","Glastonbury School District","Eastbury School","170","172","342"
"0540811","0540011","Glastonbury School District","Gideon Welles School","261","269","530"
"0546111","0540011","Glastonbury School District","Glastonbury High School","1018","1048","2066"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","283","242","525"
"0540611","0540011","Glastonbury School District","Hopewell School","261","269","530"
"0540711","0540011","Glastonbury School District","Naubuc School","246","242","488"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","336","328","664"
"0545211","0540011","Glastonbury School District","Smith Middle School","568","560","1128"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","224","249","473"
"0566111","0560011","Granby School District","Granby Memorial High School","337","400","737"
"0565111","0560011","Granby School District","Granby Memorial Middle School","195","184","379"
"0560411","0560011","Granby School District","Kelly Lane Primary School","166","184","350"
"0560311","0560011","Granby School District","Wells Road Intermediate School","160","170","330"
"0575111","0570011","Greenwich School District","Central Middle School","325","365","690"
"0570211","0570011","Greenwich School District","Cos Cob School","207","208","415"
"0575211","0570011","Greenwich School District","Eastern Middle School","383","364","747"
"0570411","0570011","Greenwich School District","Glenville School","135","148","283"
"0576111","0570011","Greenwich School District","Greenwich High School","1257","1420","2677"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","196","185","381"
"0571311","0570011","Greenwich School District","International School At Dundee","181","194","375"
"0570311","0570011","Greenwich School District","Julian Curtiss School","165","173","338"
"0570611","0570011","Greenwich School District","New Lebanon School","108","119","227"
"0570711","0570011","Greenwich School District","North Mianus School","237","220","457"
"0570811","0570011","Greenwich School District","North Street School","229","268","497"
"0570911","0570011","Greenwich School District","Old Greenwich School","217","224","441"
"0571111","0570011","Greenwich School District","Parkway School","139","189","328"
"0571011","0570011","Greenwich School District","Riverside School","228","289","517"
"0575311","0570011","Greenwich School District","Western Middle School","231","263","494"
"0580311","0580011","Griswold School District","Griswold Elementary School","457","474","931"
"0586211","0580011","Griswold School District","Griswold High School","388","378","766"
"0585111","0580011","Griswold School District","Griswold Middle School","198","220","418"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","186","188","374"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","233","235","468"
"0591811","0590011","Groton School District","Charles Barnum School","215","219","434"
"0590311","0590011","Groton School District","Claude Chester School","174","195","369"
"0595111","0590011","Groton School District","Fitch Middle School","221","211","432"
"0591711","0590011","Groton School District","Mary Morrisson School","156","170","326"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","211","201","412"
"0591211","0590011","Groton School District","Pleasant Valley School","165","157","322"
"0596111","0590011","Groton School District","Robert E. Fitch High School","712","676","1388"
"0590111","0590011","Groton School District","S. B. Butler School","172","172","344"
"0595211","0590011","Groton School District","West Side Middle School","143","122","265"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","257","317","574"
"0600611","0600011","Guilford School District","A. W. Cox School","165","154","319"
"0600411","0600011","Guilford School District","Calvin Leete School","179","156","335"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","295","309","604"
"0606111","0600011","Guilford School District","Guilford High School","597","541","1138"
"0600211","0600011","Guilford School District","Guilford Lakes School","207","231","438"
"0600311","0600011","Guilford School District","Melissa Jones School","177","180","357"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","33","58","91"
"0621211","0620011","Hamden School District","Bear Path School","227","237","464"
"0620211","0620011","Hamden School District","Church Street School","198","210","408"
"0620311","0620011","Hamden School District","Dunbar Hill School","157","175","332"
"0626111","0620011","Hamden School District","Hamden High School","1019","1094","2113"
"0625211","0620011","Hamden School District","Hamden Middle School","418","448","866"
"0620411","0620011","Hamden School District","Helen Street School","132","174","306"
"0621111","0620011","Hamden School District","Ridge Hill School","139","175","314"
"0620111","0620011","Hamden School District","Shepherd Glen School","159","164","323"
"0621011","0620011","Hamden School District","Spring Glen School","161","186","347"
"0621411","0620011","Hamden School District","West Woods School","236","265","501"
"0630111","0630011","Hampton School District","Hampton Elementary School","62","87","149"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","165","190","355"
"0640411","0640011","Hartford School District","Batchelder School","256","290","546"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","212","227","439"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","53","49","102"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","171","171","342"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","658","723","1381"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","286","248","534"
"0642311","0640011","Hartford School District","Burr School","246","274","520"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","148","123","271"
"0642411","0640011","Hartford School District","Clark School","217","249","466"
"0646411","0640011","Hartford School District","Classical Magnet School","393","304","697"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","107","114","221"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","215","213","428"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","200","207","407"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","249","288","537"
"0645111","0640011","Hartford School District","Fox Middle School","79","84","163"
"0643611","0640011","Hartford School District","Global Communications Academy","104","104","208"
