"school_code","district_code","district","school","special_education_status","2011_12","2012_13","2013_14","2014_15","2015_16"
"1406211","1400011","Thomaston School District","Thomaston High School","Special Education","9.9","10.9","*","17.0","*"
"1410211","1410011","Thompson School District","District Autism Program","Special Education","","","","*","*"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","Non-Special Education","7.1","9.5","*","*","*"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","Special Education","15.0","14.0","*","*","*"
"1415111","1410011","Thompson School District","Thompson Middle School","Non-Special Education","*","*","4.1","*","*"
"1415111","1410011","Thompson School District","Thompson Middle School","Special Education","*","*","0.0","*","*"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Non-Special Education","19.6","*","*","*","17.0"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Special Education","22.2","*","*","*","30.4"
"1420111","1420011","Tolland School District","Birch Grove Primary School","Non-Special Education","*","*","0.0","0.0","3.1"
"1420111","1420011","Tolland School District","Birch Grove Primary School","Special Education","*","*","0.0","0.0","9.1"
"1420311","1420011","Tolland School District","TALC","Non-Special Education","","","","*","*"
"1420311","1420011","Tolland School District","TALC","Special Education","","","","*","*"
"1426111","1420011","Tolland School District","Tolland High School","Non-Special Education","8.8","7.0","5.9","7.3","6.7"
"1426111","1420011","Tolland School District","Tolland High School","Special Education","17.3","11.1","14.3","13.4","19.2"
"1420211","1420011","Tolland School District","Tolland Intermediate School","Non-Special Education","*","*","*","1.4","*"
"1420211","1420011","Tolland School District","Tolland Intermediate School","Special Education","*","*","*","9.2","*"
"1425111","1420011","Tolland School District","Tolland Middle School","Non-Special Education","*","5.0","*","*","3.3"
"1425111","1420011","Tolland School District","Tolland Middle School","Special Education","*","11.1","*","*","12.3"
"1430111","1430011","Torrington School District","East School","Non-Special Education","7.9","6.0","7.2","3.4","3.2"
"1430111","1430011","Torrington School District","East School","Special Education","*","*","*","13.6","*"
"1431511","1430011","Torrington School District","ABC / Forbes School","Special Education","","","","","*"
"1431811","1430011","Torrington School District","East - The Learning Center","Special Education","","","","*",""
"1430211","1430011","Torrington School District","Forbes School","Non-Special Education","8.9","10.7","9.3","5.2","5.7"
"1430211","1430011","Torrington School District","Forbes School","Special Education","11.3","11.3","13.8","15.7","11.8"
"1431411","1430011","Torrington School District","Migeon Academy","Non-Special Education","","","","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","Special Education","","","","*","*"
"1430811","1430011","Torrington School District","Southwest School","Non-Special Education","*","*","*","*","*"
"1430811","1430011","Torrington School District","Southwest School","Special Education","*","*","*","*","*"
"1432411","1430011","Torrington School District","Torringford / ABC","Special Education","","","","","*"
"1430911","1430011","Torrington School District","Torringford School","Non-Special Education","*","5.0","3.9","4.5","3.8"
"1430911","1430011","Torrington School District","Torringford School","Special Education","*","10.7","16.9","12.9","9.9"
"1436111","1430011","Torrington School District","Torrington High School","Non-Special Education","22.2","20.2","25.7","15.4","13.7"
"1436111","1430011","Torrington School District","Torrington High School","Special Education","33.3","42.1","38.9","25.3","24.5"
"1435111","1430011","Torrington School District","Torrington Middle School","Non-Special Education","15.3","13.6","12.0","11.7","11.1"
"1435111","1430011","Torrington School District","Torrington Middle School","Special Education","24.5","21.9","17.9","19.8","16.0"
"1431711","1430011","Torrington School District","Vogel-Wetmore / Reach","Special Education","","","","*",""
"1431311","1430011","Torrington School District","Vogel-Wetmore School","Non-Special Education","8.4","7.0","7.7","5.1","*"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","Special Education","15.9","17.0","6.1","9.2","*"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","Non-Special Education","*","*","0.0","62.4","*"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","Special Education","*","*","0.0","73.8","*"
"1440111","1440011","Trumbull School District","Booth Hill School","Non-Special Education","2.6","3.3","1.3","2.9","2.6"
"1440111","1440011","Trumbull School District","Booth Hill School","Special Education","*","*","*","*","*"
"1440811","1440011","Trumbull School District","Daniels Farm School","Non-Special Education","*","*","*","*","1.9"
"1440811","1440011","Trumbull School District","Daniels Farm School","Special Education","*","*","*","*","0.0"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","Non-Special Education","*","*","*","*","*"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","Special Education","*","*","*","*","*"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","Non-Special Education","6.6","8.4","2.8","5.9","6.1"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","Special Education","13.6","9.8","8.9","9.1","14.7"
"1440411","1440011","Trumbull School District","Jane Ryan School","Non-Special Education","3.3","*","*","*","*"
"1440411","1440011","Trumbull School District","Jane Ryan School","Special Education","0.0","*","*","*","*"
"1445111","1440011","Trumbull School District","Madison Middle School","Non-Special Education","5.8","6.0","3.2","2.7","5.5"
"1445111","1440011","Trumbull School District","Madison Middle School","Special Education","12.3","16.1","8.1","7.6","16.5"
"1440311","1440011","Trumbull School District","Middlebrook School","Non-Special Education","4.5","3.6","*","3.8","6.3"
"1440311","1440011","Trumbull School District","Middlebrook School","Special Education","*","*","*","9.8","10.2"
"1440511","1440011","Trumbull School District","REACH","Non-Special Education","","","","*",""
"1440511","1440011","Trumbull School District","REACH","Special Education","","","","*","*"
"1440911","1440011","Trumbull School District","Tashua School","Non-Special Education","*","1.8","*","*","*"
"1440911","1440011","Trumbull School District","Tashua School","Special Education","*","0.0","0.0","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","Non-Special Education","","","","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","Non-Special Education","8.9","1.5","1.2","2.1","4.3"
"1446111","1440011","Trumbull School District","Trumbull High School","Special Education","13.2","7.1","5.2","5.8","14.4"
"3360115","3360015","Unified School District #1","Bridgeport Correctional Center","Non-Special Education","*","*","*","*","*"
"3360115","3360015","Unified School District #1","Bridgeport Correctional Center","Special Education","*","*","*","*","*"
"3360215","3360015","Unified School District #1","Brooklyn Correctional Institution","Non-Special Education","*","*","","*",""
"3360215","3360015","Unified School District #1","Brooklyn Correctional Institution","Special Education","*","*","*","",""
"3360315","3360015","Unified School District #1","Cheshire Correctional Institution","Non-Special Education","*","*","*","*","*"
"3360315","3360015","Unified School District #1","Cheshire Correctional Institution","Special Education","*","*","*","*","*"
"3362415","3360015","Unified School District #1","Corrigan/Radgowski Correctional Institution","Non-Special Education","*","*","*","*","*"
"3362415","3360015","Unified School District #1","Corrigan/Radgowski Correctional Institution","Special Education","*","*","*","*","*"
"3360415","3360015","Unified School District #1","Enfield Correctional Institution","Non-Special Education","*","*","*","","*"
"3360415","3360015","Unified School District #1","Enfield Correctional Institution","Special Education","*","*","*","*","*"
"3361915","3360015","Unified School District #1","Garner Correctional Institution","Non-Special Education","*","*","*","*","*"
"3361915","3360015","Unified School District #1","Garner Correctional Institution","Special Education","*","*","*","*","*"
"3360615","3360015","Unified School District #1","Hartford Correctional Center","Non-Special Education","*","*","*","*","*"
"3360615","3360015","Unified School District #1","Hartford Correctional Center","Special Education","*","*","*","*","*"
"3362215","3360015","Unified School District #1","MacDougall/Walker Correctional Institution","Non-Special Education","73.9","*","*","*","*"
"3362215","3360015","Unified School District #1","MacDougall/Walker Correctional Institution","Special Education","92.6","*","*","*","*"
"3361115","3360015","Unified School District #1","Manson Youth Institution","Non-Special Education","61.5","70.6","*","38.4","44.4"
"3361115","3360015","Unified School District #1","Manson Youth Institution","Special Education","17.0","21.6","*","20.2","34.6"
"3360915","3360015","Unified School District #1","New Haven Correctional Center","Non-Special Education","*","*","*","*","*"
"3360915","3360015","Unified School District #1","New Haven Correctional Center","Special Education","*","*","*","*",""
"3362615","3360015","Unified School District #1","Northern Correctional Institution","Non-Special Education","*","*","*","*","*"
"3362615","3360015","Unified School District #1","Northern Correctional Institution","Special Education","*","*","*","*","*"
"3361215","3360015","Unified School District #1","Osborn Correctional Institution","Non-Special Education","*","*","*","*","*"
"3361215","3360015","Unified School District #1","Osborn Correctional Institution","Special Education","*","*","*","*","*"
"3361315","3360015","Unified School District #1","Robinson Correctional Institution","Non-Special Education","*","*","*","*","*"
"3361315","3360015","Unified School District #1","Robinson Correctional Institution","Special Education","*","*","*","*","*"
"3361515","3360015","Unified School District #1","Willard/Cybulski Correctional Institution","Non-Special Education","*","*","","*","*"
"3361515","3360015","Unified School District #1","Willard/Cybulski Correctional Institution","Special Education","*","*","","*",""
"3362515","3360015","Unified School District #1","York Correctional Institution","Non-Special Education","*","*","*","*","*"
"3362515","3360015","Unified School District #1","York Correctional Institution","Special Education","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children''s Place School","Non-Special Education","*","*","","",""
"3470115","3470015","Unified School District #2","Children''s Place School","Special Education","*","*","","",""
"3470115","3470015","Unified School District #2","Children's Place School","Non-Special Education","","","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","Special Education","","","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Non-Special Education","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Special Education","69.6","*","*","0.0","*"
"3470215","3470015","Unified School District #2","Virtual Academy","Non-Special Education","","","","","*"
"3470215","3470015","Unified School District #2","Virtual Academy","Special Education","","","","","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","Non-Special Education","0.0","0.0","0.0","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","Special Education","*","*","0.0","*","*"
"1450111","1450011","Union School District","Union Elementary School","Non-Special Education","*","*","*","*","*"
"1450111","1450011","Union School District","Union Elementary School","Special Education","*","*","*","*","*"
"1460311","1460011","Vernon School District","Northeast School","Non-Special Education","6.2","6.1","*","4.8","4.8"
"1460311","1460011","Vernon School District","Northeast School","Special Education","13.6","16.7","*","13.0","*"
"1461411","1460011","Vernon School District","Center Road School","Non-Special Education","*","*","*","*","2.5"
"1461411","1460011","Vernon School District","Center Road School","Special Education","*","*","*","*","10.0"
"1460111","1460011","Vernon School District","Lake Street School","Non-Special Education","*","*","*","*","*"
"1460111","1460011","Vernon School District","Lake Street School","Special Education","*","0.0","0.0","*","*"
"1460511","1460011","Vernon School District","Loveland Hill School","Non-Special Education","","","*","",""
"1460511","1460011","Vernon School District","Loveland Hill School","Special Education","","","*","*","*"
"1460211","1460011","Vernon School District","Maple Street School","Non-Special Education","13.1","*","11.3","9.0","*"
"1460211","1460011","Vernon School District","Maple Street School","Special Education","31.6","*","17.1","17.0","*"
"1469011","1460011","Vernon School District","Next Step Program (AACBP)","Special Education","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","Non-Special Education","13.8","12.4","10.9","13.6","14.9"
"1466111","1460011","Vernon School District","Rockville High School","Special Education","34.0","29.5","29.8","34.7","40.4"
"1461011","1460011","Vernon School District","Skinner Road School","Non-Special Education","*","*","*","8.0","6.9"
"1461011","1460011","Vernon School District","Skinner Road School","Special Education","*","*","*","21.2","24.6"
"1465111","1460011","Vernon School District","Vernon Center Middle School","Non-Special Education","4.5","4.5","2.9","4.3","6.6"
"1465111","1460011","Vernon School District","Vernon Center Middle School","Special Education","15.4","10.3","9.1","16.9","16.1"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","Non-Special Education","*","*","*","*","*"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","Special Education","*","*","*","*","*"
"1480211","1480011","Wallingford School District","Highland School","Non-Special Education","9.8","10.6","4.5","*","*"
"1480211","1480011","Wallingford School District","Highland School","Special Education","*","25.0","*","*","*"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","Special Education","78.3","*","*","*","*"
"1481011","1480011","Wallingford School District","Cook Hill School","Non-Special Education","*","12.2","*","*","*"
"1481011","1480011","Wallingford School District","Cook Hill School","Special Education","*","23.1","*","*","*"
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","Non-Special Education","8.0","7.5","3.2","*",""
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","Special Education","14.7","18.0","9.3","*",""
"1485211","1480011","Wallingford School District","Dag Hammarskjold Middle School","Non-Special Education","","","","","5.0"
"1485211","1480011","Wallingford School District","Dag Hammarskjold Middle School","Special Education","","","","","9.8"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Non-Special Education","","","","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Special Education","","","","*","*"
"1480911","1480011","Wallingford School District","Evarts C. Stevens School","Non-Special Education","*","*","*","*","2.2"
"1480911","1480011","Wallingford School District","Evarts C. Stevens School","Special Education","*","*","*","*","0.0"
"1489211","1480011","Wallingford School District","Harvest Park","Special Education","*","*","*","*","*"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","Non-Special Education","8.9","9.0","4.7","3.8","*"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","Special Education","13.6","20.5","12.3","10.0","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Non-Special Education","11.3","7.1","6.5","5.6","4.8"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Special Education","17.9","17.9","12.4","18.0","22.5"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Non-Special Education","7.7","6.0","7.5","6.3","5.2"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Special Education","16.3","16.9","15.6","22.7","19.8"
"1480111","1480011","Wallingford School District","Moses Y. Beach School","Non-Special Education","*","*","*","3.8","*"
"1480111","1480011","Wallingford School District","Moses Y. Beach School","Special Education","*","*","*","0.0","*"
"1489111","1480011","Wallingford School District","Multi-Vocational Life Skills Program","Special Education","*","*","*","*","*"
"1480311","1480011","Wallingford School District","Parker Farms School","Non-Special Education","12.9","12.7","*","*","2.4"
"1480311","1480011","Wallingford School District","Parker Farms School","Special Education","15.2","15.4","*","*","0.0"
"1481211","1480011","Wallingford School District","Pond Hill School","Non-Special Education","12.3","15.9","*","*","*"
"1481211","1480011","Wallingford School District","Pond Hill School","Special Education","21.4","22.2","*","*","*"
"1480411","1480011","Wallingford School District","Rock Hill School","Non-Special Education","9.7","12.7","*","*","*"
"1480411","1480011","Wallingford School District","Rock Hill School","Special Education","15.0","15.0","*","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","Non-Special Education","*","*","2.7","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","Special Education","*","*","0.0","*","*"
"3480415","1510011","Waterbury School District","SAGE","Non-Special Education","","","","","*"
"3480115","1510011","Waterbury School District","Bridgeport Detention Center","Special Education","","","","","*"
"1515211","1510011","Waterbury School District","West Side Middle School","Non-Special Education","19.5","18.8","17.0","13.4","15.2"
"1515211","1510011","Waterbury School District","West Side Middle School","Special Education","32.3","34.3","38.8","36.8","36.1"
"1512311","1510011","Waterbury School District","Washington School","Non-Special Education","8.5","13.6","12.1","11.2","10.4"
"1512311","1510011","Waterbury School District","Washington School","Special Education","*","*","20.8","15.6","24.1"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Non-Special Education","3.6","7.6","10.0","7.6","6.7"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Special Education","14.7","15.7","14.9","19.8","12.3"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","Special Education","","","","","27.3"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Non-Special Education","","","","","9.9"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","Special Education","","","","","21.9"
"1510511","1510011","Waterbury School District","Bucks Hill School","Non-Special Education","12.9","9.8","11.4","15.5","11.6"
"1510511","1510011","Waterbury School District","Bucks Hill School","Special Education","25.5","23.3","28.6","20.7","13.6"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","Special Education","","","","","25.0"
"1510611","1510011","Waterbury School District","Bunker Hill School","Non-Special Education","12.7","16.2","17.9","18.2","9.4"
"1510611","1510011","Waterbury School District","Bunker Hill School","Special Education","28.7","31.6","31.4","31.9","16.9"
"1511911","1510011","Waterbury School District","Carrington ESC","Special Education","","","","","*"
"1512711","1510011","Waterbury School District","Carrington School","Non-Special Education","11.4","10.5","6.8","6.8","4.9"
"1512711","1510011","Waterbury School District","Carrington School","Special Education","14.8","19.5","16.3","18.7","13.8"
"1514111","1510011","Waterbury School District","Chase Bilingual","Non-Special Education","","","","","*"
"1514111","1510011","Waterbury School District","Chase Bilingual","Special Education","","","","","*"
"1514511","1510011","Waterbury School District","Crosby Autism","Special Education","","","","","*"
"1516211","1510011","Waterbury School District","Crosby High School","Non-Special Education","27.4","30.3","28.8","32.3","28.0"
"1516211","1510011","Waterbury School District","Crosby High School","Special Education","38.7","39.0","40.8","43.8","47.7"
"1514011","1510011","Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","Special Education","","","","","*"
"1510911","1510011","Waterbury School District","Driggs School","Non-Special Education","24.2","17.6","26.0","16.5","18.9"
"1510911","1510011","Waterbury School District","Driggs School","Special Education","23.7","23.6","29.6","15.9","27.2"
"1513611","1510011","Waterbury School District","Duggan CBL","Special Education","","","","","*"
"1511611","1510011","Waterbury School District","Duggan School","Non-Special Education","12.1","9.4","15.2","6.0","8.2"
"1511611","1510011","Waterbury School District","Duggan School","Special Education","20.3","19.8","26.3","20.9","14.9"
"1519111","1510011","Waterbury School District","Enlightenment School","Non-Special Education","87.3","94.1","91.0","94.6","95.3"
"1519111","1510011","Waterbury School District","Enlightenment School","Special Education","82.1","93.2","93.2","92.2","94.1"
"1513911","1510011","Waterbury School District","Excel III","Special Education","","","","","*"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Non-Special Education","11.3","14.0","13.6","13.5","6.1"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","Special Education","14.1","26.5","18.5","11.0","12.3"
"1512611","1510011","Waterbury School District","Gilmartin School","Non-Special Education","8.9","12.1","9.0","9.2","7.3"
"1512611","1510011","Waterbury School District","Gilmartin School","Special Education","16.9","6.9","20.9","23.7","17.6"
"1510711","1510011","Waterbury School District","H. S. Chase School","Non-Special Education","6.2","9.0","8.2","7.4","3.7"
"1510711","1510011","Waterbury School District","H. S. Chase School","Special Education","18.6","11.0","8.2","9.9","11.0"
"1514211","1510011","Waterbury School District","Hopeville Bilingual","Non-Special Education","","","","","*"
"1514211","1510011","Waterbury School District","Hopeville Bilingual","Special Education","","","","","*"
"1511311","1510011","Waterbury School District","Hopeville School","Non-Special Education","15.5","13.1","19.4","15.2","12.5"
"1511311","1510011","Waterbury School District","Hopeville School","Special Education","14.1","23.7","30.9","30.0","23.1"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Non-Special Education","21.6","25.2","28.4","25.4","27.6"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Special Education","39.1","40.0","37.4","34.5","45.4"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Non-Special Education","*","*","*","*","*"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Special Education","*","*","*","*","*"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","Special Education","","","","","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Non-Special Education","6.8","10.6","9.2","12.7","4.5"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Special Education","7.3","11.0","11.2","13.0","11.5"
"1512911","1510011","Waterbury School District","Michael F. Wallace Autism","Special Education","","","","","*"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","Non-Special Education","18.1","17.2","19.3","15.1","12.8"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","Special Education","35.9","33.6","37.1","35.2","25.0"
"1511811","1510011","Waterbury School District","North End ESC","Special Education","","","","","*"
"1515311","1510011","Waterbury School District","North End Middle School","Non-Special Education","19.0","20.2","17.2","14.9","16.9"
"1515311","1510011","Waterbury School District","North End Middle School","Special Education","27.2","30.9","35.1","27.0","29.0"
"1512411","1510011","Waterbury School District","Reed ESC","Special Education","","","","","50.0"
"1513411","1510011","Waterbury School District","Reed School","Non-Special Education","","13.7","8.7","11.9","7.8"
"1513411","1510011","Waterbury School District","Reed School","Special Education","","22.8","22.0","23.7","18.1"
"1512811","1510011","Waterbury School District","Regan School","Non-Special Education","*","*","*","9.5","*"
"1512811","1510011","Waterbury School District","Regan School","Special Education","*","*","*","18.8","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Non-Special Education","*","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Special Education","*","*","*","*","*"
"1512011","1510011","Waterbury School District","Sprague School","Non-Special Education","11.1","19.3","18.0","16.0","*"
"1512011","1510011","Waterbury School District","Sprague School","Special Education","25.0","28.8","25.7","11.5","*"
"1519011","1510011","Waterbury School District","State Street School","Non-Special Education","*","","","","*"
"1519011","1510011","Waterbury School District","State Street School","Special Education","*","83.3","79.7","82.1","*"
"1512211","1510011","Waterbury School District","Walsh School","Non-Special Education","18.1","15.7","22.0","20.4","11.9"
"1512211","1510011","Waterbury School District","Walsh School","Special Education","30.3","27.2","34.8","28.8","18.9"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Non-Special Education","15.5","17.2","15.6","12.2","9.4"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Special Education","17.6","25.0","21.4","23.1","21.4"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","Non-Special Education","7.7","*","*","*","*"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","Special Education","21.4","*","*","*","*"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Non-Special Education","","","*","*","5.6"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Special Education","","","*","*","0.0"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Non-Special Education","*","*","*","8.0","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Special Education","*","*","*","17.5","*"
"1511711","1510011","Waterbury School District","Wilby ESC","Special Education","","","","","*"
"1516311","1510011","Waterbury School District","Wilby High School","Non-Special Education","28.8","35.5","42.2","37.8","31.7"
"1516311","1510011","Waterbury School District","Wilby High School","Special Education","36.0","43.4","49.8","46.0","43.5"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","Non-Special Education","","","","","*"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","Special Education","","","","","*"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","Non-Special Education","9.7","16.2","18.8","16.7","9.9"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","Special Education","19.7","28.0","24.1","26.6","12.5"
"1521111","1520011","Waterford School District","Autism Class","Special Education","","","","*","*"
"1520311","1520011","Waterford School District","Avery Point Transition Program","Special Education","","","","","*"
"1525111","1520011","Waterford School District","Clark Lane Middle School","Non-Special Education","5.7","6.2","6.9","5.1","5.0"
"1525111","1520011","Waterford School District","Clark Lane Middle School","Special Education","7.0","6.7","8.8","12.7","10.1"
"1520211","1520011","Waterford School District","Great Neck Elementary School","Non-Special Education","3.7","3.3","*","*","*"
"1520211","1520011","Waterford School District","Great Neck Elementary School","Special Education","0.0","0.0","*","*","*"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","Non-Special Education","*","*","*","2.6","*"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","Special Education","*","*","*","14.9","*"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","Non-Special Education","3.8","*","3.7","5.1","4.1"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","Special Education","14.3","*","18.8","15.0","13.0"
"1526111","1520011","Waterford School District","Waterford High School","Non-Special Education","9.7","12.1","5.8","6.2","7.3"
"1526111","1520011","Waterford School District","Waterford High School","Special Education","24.3","21.4","13.8","16.4","17.2"
"1521211","1520011","Waterford School District","Waterford High School Tutor Center","Special Education","","","","*","*"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","Non-Special Education","*","*","*","*","*"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","Special Education","*","*","*","*","*"
"1530211","1530011","Watertown School District","John Trumbull Primary School","Non-Special Education","3.5","5.5","*","5.7","4.7"
"1530211","1530011","Watertown School District","John Trumbull Primary School","Special Education","10.3","11.3","*","11.8","16.0"
"1530411","1530011","Watertown School District","Polk School","Non-Special Education","*","*","*","*","4.2"
"1530411","1530011","Watertown School District","Polk School","Special Education","*","*","*","*","10.7"
"1535111","1530011","Watertown School District","Swift Middle School","Non-Special Education","4.2","4.2","4.6","4.4","4.2"
"1535111","1530011","Watertown School District","Swift Middle School","Special Education","13.4","8.8","12.0","7.1","13.1"
"1536111","1530011","Watertown School District","Watertown High School","Non-Special Education","25.1","21.0","21.8","17.0","11.7"
"1536111","1530011","Watertown School District","Watertown High School","Special Education","39.4","39.6","37.8","33.7","26.4"
"1551711","1550011","West Hartford School District","Smith School","Non-Special Education","6.7","7.6","4.4","6.4","7.8"
"1551711","1550011","West Hartford School District","Smith School","Special Education","*","*","*","*","*"
"1559111","1550011","West Hartford School District","Achieve","Special Education","*","*","*","*","*"
"1557311","1550011","West Hartford School District","REACH","Non-Special Education","","","","*","*"
"1551611","1550011","West Hartford School District","Aiken School","Non-Special Education","*","*","*","*","2.5"
"1551611","1550011","West Hartford School District","Aiken School","Special Education","*","*","*","*","0.0"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","Special Education","","","","*","*"
"1550211","1550011","West Hartford School District","Braeburn School","Non-Special Education","2.9","*","*","*","*"
"1550211","1550011","West Hartford School District","Braeburn School","Special Education","0.0","*","*","*","*"
"1555311","1550011","West Hartford School District","Bristow Middle School","Non-Special Education","4.0","*","*","*","*"
"1555311","1550011","West Hartford School District","Bristow Middle School","Special Education","14.0","*","*","*","*"
"1550411","1550011","West Hartford School District","Bugbee School","Non-Special Education","*","2.2","*","2.8","*"
"1550411","1550011","West Hartford School District","Bugbee School","Special Education","*","0.0","*","0.0","0.0"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","Non-Special Education","*","*","*","*","*"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","Special Education","*","*","*","*","*"
"1556111","1550011","West Hartford School District","Conard High School","Non-Special Education","7.0","6.5","4.7","4.6","4.6"
"1556111","1550011","West Hartford School District","Conard High School","Special Education","10.2","12.6","12.6","18.6","16.9"
"1550611","1550011","West Hartford School District","Duffy School","Non-Special Education","*","*","3.7","*","*"
"1550611","1550011","West Hartford School District","Duffy School","Special Education","*","*","0.0","*","*"
"1556211","1550011","West Hartford School District","Hall High School","Non-Special Education","5.6","6.3","4.0","5.3","5.6"
"1556211","1550011","West Hartford School District","Hall High School","Special Education","11.8","12.7","7.3","6.0","10.3"
"1555111","1550011","West Hartford School District","King Philip Middle School","Non-Special Education","4.6","5.1","3.5","3.5","3.7"
"1555111","1550011","West Hartford School District","King Philip Middle School","Special Education","16.1","14.5","11.0","8.7","6.6"
"1550911","1550011","West Hartford School District","Morley School","Non-Special Education","*","*","*","*","*"
"1550911","1550011","West Hartford School District","Morley School","Special Education","*","*","*","*","*"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","Special Education","","","","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","Non-Special Education","*","2.8","*","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","Special Education","*","12.2","*","*","*"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Special Education","*","46.7","66.7","50.0",""
"1555211","1550011","West Hartford School District","Sedgwick Middle School","Non-Special Education","5.7","7.1","3.9","5.1","4.0"
"1555211","1550011","West Hartford School District","Sedgwick Middle School","Special Education","15.5","17.0","21.1","17.1","19.3"
"1559211","1550011","West Hartford School District","Strive-West Hartford","Special Education","","","","","68.8"
"1559011","1550011","West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","Special Education","*","*","*","*","*"
"1551211","1550011","West Hartford School District","Webster Hill School","Non-Special Education","*","*","*","*","*"
"1551211","1550011","West Hartford School District","Webster Hill School","Special Education","*","*","*","*","*"
