"school_code","district_code","district","school","subject","special_education","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"9010222","9010022","Norwich Free Academy District","Night School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"9010222","9010022","Norwich Free Academy District","Night School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","ELA","N","515","89","17.3","*","*","251","48.7","*","*","*","*","523"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","ELA","Y","54","35","64.8","10","18.5","*","*","*","*","9","16.7","405"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Math","N","514","113","22.0","212","41.2","*","*","*","*","*","*","497"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Math","Y","54","40","74.1","*","*","*","*","0","0.0","*","*","372"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","ELA","N","89","*","*","*","*","*","*","*","*","*","*","559"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","ELA","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Math","N","89","*","*","*","*","*","*","*","*","*","*","541"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Math","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","ELA","N","155","*","*","*","*","*","*","*","*","*","*","560"
"1086011","1080011","Oxford School District","Oxford High School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","Math","N","155","*","*","*","*","*","*","*","*","*","*","524"
"1086011","1080011","Oxford School District","Oxford High School","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"2930113","2930013","Path Academy District","Path Academy","ELA","N","6","*","*","*","*","*","*","*","*","*","*","*"
"2930113","2930013","Path Academy District","Path Academy","Math","N","6","*","*","*","*","*","*","*","*","*","*","*"
"1096111","1090011","Plainfield School District","Plainfield High School","ELA","N","137","*","*","*","*","*","*","*","*","*","*","515"
"1096111","1090011","Plainfield School District","Plainfield High School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1096111","1090011","Plainfield School District","Plainfield High School","Math","N","137","*","*","*","*","*","*","*","*","*","*","484"
"1096111","1090011","Plainfield School District","Plainfield High School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1106111","1100011","Plainville School District","Plainville High School","ELA","N","161","*","*","36","22.4","*","*","20","12.4","*","*","521"
"1106111","1100011","Plainville School District","Plainville High School","ELA","Y","20","11","55.0","*","*","*","*","0","0.0","*","*","399"
"1106111","1100011","Plainville School District","Plainville High School","Math","N","161","27","16.8","*","*","*","*","12","7.5","*","*","507"
"1106111","1100011","Plainville School District","Plainville High School","Math","Y","20","15","75.0","*","*","*","*","0","0.0","*","*","399"
"1116111","1110011","Plymouth School District","Terryville High School","ELA","N","101","*","*","*","*","*","*","*","*","*","*","505"
"1116111","1110011","Plymouth School District","Terryville High School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1116111","1110011","Plymouth School District","Terryville High School","Math","N","101","*","*","*","*","*","*","*","*","*","*","490"
"1116111","1110011","Plymouth School District","Terryville High School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1136111","1130011","Portland School District","Portland High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1136111","1130011","Portland School District","Portland High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1136111","1130011","Portland School District","Portland High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1136111","1130011","Portland School District","Portland High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","ELA","N","45","*","*","*","*","*","*","*","*","*","*","493"
"1166111","1160011","Putnam School District","Putnam High School","ELA","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","Math","N","45","*","*","*","*","*","*","*","*","*","*","467"
"1166111","1160011","Putnam School District","Putnam High School","Math","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","ELA","N","93","*","*","*","*","*","*","*","*","*","*","554"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","ELA","Y","14","*","*","*","*","*","*","*","*","*","*","*"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Math","N","93","*","*","*","*","*","*","*","*","*","*","517"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Math","Y","14","*","*","*","*","*","*","*","*","*","*","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","ELA","N","133","*","*","*","*","*","*","*","*","*","*","580"
"2046112","2040012","Regional School District 04","Valley Regional High School","ELA","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","Math","N","133","*","*","*","*","*","*","*","*","*","*","538"
"2046112","2040012","Regional School District 04","Valley Regional High School","Math","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","ELA","N","312","*","*","25","8.0","167","53.5","*","*","*","*","589"
"2056112","2050012","Regional School District 05","Amity Regional High School","ELA","Y","31","10","32.3","*","*","12","38.7","*","*","*","*","460"
"2056112","2050012","Regional School District 05","Amity Regional High School","Math","N","312","*","*","80","25.6","*","*","82","26.3","*","*","577"
"2056112","2050012","Regional School District 05","Amity Regional High School","Math","Y","31","14","45.2","*","*","*","*","0","0.0","*","*","425"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","ELA","N","100","*","*","*","*","*","*","*","*","*","*","544"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","ELA","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Math","N","100","*","*","*","*","*","*","*","*","*","*","518"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Math","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"2079112","2070012","Regional School District 07","AIM","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2079112","2070012","Regional School District 07","AIM","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","ELA","N","172","*","*","*","*","*","*","*","*","*","*","569"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","ELA","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","Math","N","172","*","*","*","*","*","*","*","*","*","*","550"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","Math","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2086112","2080012","Regional School District 08","RHAM High School","ELA","N","217","*","*","11","5.1","135","62.2","*","*","*","*","581"
"2086112","2080012","Regional School District 08","RHAM High School","ELA","Y","24","*","*","6","25.0","6","25.0","*","*","*","*","434"
"2086112","2080012","Regional School District 08","RHAM High School","Math","N","217","*","*","62","28.6","*","*","53","24.4","*","*","578"
"2086112","2080012","Regional School District 08","RHAM High School","Math","Y","23","*","*","6","26.1","*","*","0","0.0","*","*","431"
"2096112","2090012","Regional School District 09","Joel Barlow High School","ELA","N","242","*","*","*","*","*","*","*","*","*","*","595"
"2096112","2090012","Regional School District 09","Joel Barlow High School","ELA","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"2096112","2090012","Regional School District 09","Joel Barlow High School","Math","N","242","*","*","*","*","*","*","*","*","*","*","583"
"2096112","2090012","Regional School District 09","Joel Barlow High School","Math","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","ELA","N","170","*","*","*","*","*","*","*","*","*","*","574"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","ELA","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","Math","N","170","*","*","*","*","*","*","*","*","*","*","562"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","Math","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"2116112","2110012","Regional School District 11","Parish Hill High School","ELA","N","36","*","*","*","*","*","*","*","*","*","*","531"
"2116112","2110012","Regional School District 11","Parish Hill High School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"2116112","2110012","Regional School District 11","Parish Hill High School","Math","N","36","*","*","*","*","*","*","*","*","*","*","504"
"2116112","2110012","Regional School District 11","Parish Hill High School","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"2120312","2120012","Regional School District 12","Shepaug Valley School","ELA","N","40","*","*","*","*","*","*","*","*","*","*","583"
"2120312","2120012","Regional School District 12","Shepaug Valley School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"2120312","2120012","Regional School District 12","Shepaug Valley School","Math","N","40","*","*","*","*","*","*","*","*","*","*","568"
"2120312","2120012","Regional School District 12","Shepaug Valley School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","ELA","N","127","*","*","*","*","*","*","*","*","*","*","575"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","ELA","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","Math","N","127","*","*","*","*","*","*","*","*","*","*","544"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","Math","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"2146112","2140012","Regional School District 14","Nonnewaug High School","ELA","N","160","*","*","*","*","*","*","*","*","*","*","544"
"2146112","2140012","Regional School District 14","Nonnewaug High School","ELA","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"2146112","2140012","Regional School District 14","Nonnewaug High School","Math","N","160","*","*","*","*","*","*","*","*","*","*","541"
"2146112","2140012","Regional School District 14","Nonnewaug High School","Math","Y","11","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","ELA","N","272","*","*","27","9.9","164","60.3","*","*","*","*","579"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","ELA","Y","29","*","*","8","27.6","10","34.5","*","*","*","*","452"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","Math","N","272","8","2.9","81","29.8","*","*","*","*","*","*","565"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","Math","Y","29","13","44.8","11","37.9","*","*","*","*","*","*","438"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2166012","2160012","Regional School District 16","Woodland Regional High School","ELA","N","141","*","*","*","*","*","*","*","*","*","*","551"
"2166012","2160012","Regional School District 16","Woodland Regional High School","ELA","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"2166012","2160012","Regional School District 16","Woodland Regional High School","Math","N","141","*","*","*","*","*","*","*","*","*","*","511"
"2166012","2160012","Regional School District 16","Woodland Regional High School","Math","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","ELA","N","129","*","*","*","*","*","*","*","*","*","*","581"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","ELA","Y","17","*","*","*","*","*","*","*","*","*","*","*"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","Math","N","129","*","*","*","*","*","*","*","*","*","*","550"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","Math","Y","17","*","*","*","*","*","*","*","*","*","*","*"
"2180412","2180012","Regional School District 18","Alternative Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2180412","2180012","Regional School District 18","Alternative Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","ELA","N","105","*","*","*","*","*","*","*","*","*","*","583"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","ELA","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","Math","N","105","*","*","*","*","*","*","*","*","*","*","561"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","Math","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"2196112","2190012","Regional School District 19","E. O. Smith High School","ELA","N","234","*","*","23","9.8","137","58.5","*","*","*","*","572"
"2196112","2190012","Regional School District 19","E. O. Smith High School","ELA","Y","24","*","*","8","33.3","8","33.3","*","*","*","*","463"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Math","N","234","*","*","83","35.5","*","*","46","19.7","*","*","560"
"2196112","2190012","Regional School District 19","E. O. Smith High School","Math","Y","24","10","41.7","*","*","*","*","0","0.0","*","*","439"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2190212","2190012","Regional School District 19","PM Panthers","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1188011","1180011","Ridgefield School District","Alternative High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","ELA","N","395","0","0.0","*","*","*","*","*","*","*","*","615"
"1186111","1180011","Ridgefield School District","Ridgefield High School","ELA","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"1186111","1180011","Ridgefield School District","Ridgefield High School","Math","N","395","*","*","*","*","*","*","*","*","*","*","612"
"1186111","1180011","Ridgefield School District","Ridgefield High School","Math","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","ELA","N","152","*","*","*","*","*","*","*","*","*","*","553"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","ELA","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Math","N","152","*","*","*","*","*","*","*","*","*","*","546"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Math","Y","16","*","*","*","*","*","*","*","*","*","*","*"
"1246111","1240011","Seymour School District","Seymour High School","ELA","N","138","*","*","*","*","*","*","*","*","*","*","515"
"1246111","1240011","Seymour School District","Seymour High School","ELA","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"1246111","1240011","Seymour School District","Seymour High School","Math","N","138","*","*","*","*","*","*","*","*","*","*","510"
"1246111","1240011","Seymour School District","Seymour High School","Math","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"1266111","1260011","Shelton School District","Shelton High School","ELA","N","342","*","*","50","14.6","*","*","63","18.4","*","*","551"
"1266111","1260011","Shelton School District","Shelton High School","ELA","Y","29","17","58.6","*","*","*","*","0","0.0","*","*","404"
"1266111","1260011","Shelton School District","Shelton High School","Math","N","342","*","*","112","32.7","*","*","36","10.5","*","*","535"
"1266111","1260011","Shelton School District","Shelton High School","Math","Y","29","21","72.4","*","*","*","*","0","0.0","*","*","395"
"1286111","1280011","Simsbury School District","Simsbury High School","ELA","N","317","*","*","19","6.0","160","50.5","*","*","*","*","601"
"1286111","1280011","Simsbury School District","Simsbury High School","ELA","Y","39","*","*","7","17.9","16","41.0","*","*","*","*","495"
"1286111","1280011","Simsbury School District","Simsbury High School","Math","N","317","*","*","64","20.2","131","41.3","*","*","*","*","601"
"1286111","1280011","Simsbury School District","Simsbury High School","Math","Y","39","*","*","12","30.8","14","35.9","*","*","*","*","490"
"1290511","1290011","Somers School District","Aspire","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1290511","1290011","Somers School District","Aspire","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","ELA","N","95","*","*","*","*","*","*","*","*","*","*","554"
"1296111","1290011","Somers School District","Somers High School","ELA","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","Math","N","95","*","*","*","*","*","*","*","*","*","*","543"
"1296111","1290011","Somers School District","Somers High School","Math","Y","7","*","*","*","*","*","*","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","ELA","N","292","*","*","*","*","183","62.7","72","24.7","255","87.3","570"
"1326211","1320011","South Windsor School District","South Windsor High School","ELA","Y","34","*","*","*","*","14","41.2","0","0.0","14","41.2","452"
"1326211","1320011","South Windsor School District","South Windsor High School","Math","N","292","*","*","83","28.4","*","*","57","19.5","*","*","564"
"1326211","1320011","South Windsor School District","South Windsor High School","Math","Y","34","*","*","16","47.1","*","*","0","0.0","*","*","430"
"1310111","1310011","Southington School District","Alta","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1310111","1310011","Southington School District","Alta","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1310111","1310011","Southington School District","Alta","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1310111","1310011","Southington School District","Alta","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1316211","1310011","Southington School District","Southington High School","ELA","N","410","*","*","55","13.4","246","60.0","*","*","*","*","557"
"1316211","1310011","Southington School District","Southington High School","ELA","Y","47","22","46.8","15","31.9","*","*","*","*","10","21.3","426"
"1316211","1310011","Southington School District","Southington High School","Math","N","410","*","*","158","38.5","*","*","60","14.6","*","*","551"
"1316211","1310011","Southington School District","Southington High School","Math","Y","47","*","*","24","51.1","*","*","0","0.0","*","*","425"
"1346111","1340011","Stafford School District","Stafford High School","ELA","N","87","*","*","*","*","*","*","*","*","*","*","557"
"1346111","1340011","Stafford School District","Stafford High School","ELA","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"1346111","1340011","Stafford School District","Stafford High School","Math","N","87","*","*","*","*","*","*","*","*","*","*","544"
"1346111","1340011","Stafford School District","Stafford High School","Math","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","ELA","N","*","*","*","*","*","*","*","0","0.0","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","Math","N","*","*","*","*","*","0","0.0","0","0.0","0","0.0","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1356111","1350011","Stamford School District","Stamford High School","ELA","N","386","78","20.2","88","22.8","*","*","*","*","*","*","494"
"1356111","1350011","Stamford School District","Stamford High School","ELA","Y","46","32","69.6","*","*","*","*","0","0.0","*","*","391"
"1356111","1350011","Stamford School District","Stamford High School","Math","N","386","95","24.6","172","44.6","*","*","*","*","*","*","481"
"1356111","1350011","Stamford School District","Stamford High School","Math","Y","46","39","84.8","*","*","*","*","0","0.0","*","*","373"
"1356411","1350011","Stamford School District","The Academy of Information Technology","ELA","N","147","*","*","*","*","*","*","*","*","*","*","533"
"1356411","1350011","Stamford School District","The Academy of Information Technology","ELA","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"1356411","1350011","Stamford School District","The Academy of Information Technology","Math","N","147","*","*","*","*","*","*","*","*","*","*","521"
"1356411","1350011","Stamford School District","The Academy of Information Technology","Math","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"1356311","1350011","Stamford School District","Westhill High School","ELA","N","446","87","19.5","95","21.3","*","*","*","*","*","*","510"
"1356311","1350011","Stamford School District","Westhill High School","ELA","Y","42","29","69.0","10","23.8","*","*","*","*","*","*","393"
"1356311","1350011","Stamford School District","Westhill High School","Math","N","446","121","27.1","159","35.7","*","*","*","*","*","*","498"
"1356311","1350011","Stamford School District","Westhill High School","Math","Y","42","34","81.0","*","*","0","0.0","*","*","*","*","383"
"1370711","1370011","Stonington School District","SAILS","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1370711","1370011","Stonington School District","SAILS","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1376111","1370011","Stonington School District","Stonington High School","ELA","N","146","*","*","*","*","*","*","*","*","*","*","557"
"1376111","1370011","Stonington School District","Stonington High School","ELA","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"1376111","1370011","Stonington School District","Stonington High School","Math","N","146","*","*","*","*","*","*","*","*","*","*","545"
"1376111","1370011","Stonington School District","Stonington High School","Math","Y","19","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1386211","1380011","Stratford School District","Bunnell High School","ELA","N","213","*","*","*","*","*","*","*","*","*","*","505"
"1386211","1380011","Stratford School District","Bunnell High School","ELA","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"1386211","1380011","Stratford School District","Bunnell High School","Math","N","213","*","*","*","*","*","*","*","*","*","*","481"
"1386211","1380011","Stratford School District","Bunnell High School","Math","Y","12","*","*","*","*","*","*","*","*","*","*","*"
"1382011","1380011","Stratford School District","High School STEPS 9-12","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1382011","1380011","Stratford School District","High School STEPS 9-12","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1386111","1380011","Stratford School District","Stratford High School","ELA","N","210","*","*","36","17.1","*","*","32","15.2","*","*","519"
"1386111","1380011","Stratford School District","Stratford High School","ELA","Y","22","14","63.6","*","*","*","*","0","0.0","*","*","401"
"1386111","1380011","Stratford School District","Stratford High School","Math","N","210","54","25.7","*","*","51","24.3","*","*","*","*","489"
"1386111","1380011","Stratford School District","Stratford High School","Math","Y","22","*","*","*","*","0","0.0","0","0.0","0","0.0","369"
"1396111","1390011","Suffield School District","Suffield High School","ELA","N","160","*","*","*","*","*","*","*","*","*","*","569"
"1396111","1390011","Suffield School District","Suffield High School","ELA","Y","20","*","*","*","*","*","*","*","*","*","*","454"
"1396111","1390011","Suffield School District","Suffield High School","Math","N","160","*","*","57","35.6","*","*","21","13.1","*","*","546"
"1396111","1390011","Suffield School District","Suffield High School","Math","Y","20","9","45.0","*","*","*","*","0","0.0","*","*","436"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","ELA","N","*","*","*","*","*","*","*","0","0.0","*","*","*"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Math","N","*","*","*","*","*","*","*","0","0.0","*","*","*"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","ELA","N","88","*","*","*","*","*","*","*","*","*","*","510"
"9026122","9020022","The Gilbert School District","The Gilbert School","ELA","Y","14","*","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","Math","N","88","*","*","*","*","*","*","*","*","*","*","513"
"9026122","9020022","The Gilbert School District","The Gilbert School","Math","Y","13","*","*","*","*","*","*","*","*","*","*","*"
"1406211","1400011","Thomaston School District","Thomaston High School","ELA","N","53","*","*","*","*","*","*","*","*","*","*","513"
