"school_code","district_code","district","school","american_indian","asian","black_not_of_hispanic_origin","hispanic_latino","not_reported","white_not_of_hispanic_origin","total"
"0520211","0520011","Farmington School District","Noah Wallace School","0","58","18","19","0","240","335"
"0520111","0520011","Farmington School District","Union School","*","20","17","*","0","242","294"
"0520311","0520011","Farmington School District","West District School","*","43","10","*","0","289","350"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","*","71","44","*","0","510","658"
"0530111","0530011","Franklin School District","Franklin Elementary School","*","6","*","8","0","202","224"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","*","62","19","*","0","430","535"
"0540311","0540011","Glastonbury School District","Eastbury School","*","32","*","14","0","258","318"
"0540811","0540011","Glastonbury School District","Gideon Welles School","*","54","*","21","0","446","541"
"0546111","0540011","Glastonbury School District","Glastonbury High School","*","154","*","93","0","1766","2102"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","59","18","*","0","443","532"
"0540611","0540011","Glastonbury School District","Hopewell School","*","48","*","23","0","441","526"
"0540711","0540011","Glastonbury School District","Naubuc School","0","56","43","61","0","329","489"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","0","40","19","17","0","569","645"
"0545211","0540011","Glastonbury School District","Smith Middle School","*","99","*","50","0","934","1128"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","9","35","*","0","415","469"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","25","10","0","707","751"
"0565111","0560011","Granby School District","Granby Memorial Middle School","0","*","16","*","0","326","354"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","18","7","0","315","347"
"0560311","0560011","Granby School District","Wells Road Intermediate School","*","*","9","10","0","329","354"
"0575111","0570011","Greenwich School District","Central Middle School","*","54","*","78","0","480","631"
"0570211","0570011","Greenwich School District","Cos Cob School","0","63","11","51","0","292","417"
"0575211","0570011","Greenwich School District","Eastern Middle School","0","80","9","54","0","631","774"
"0570411","0570011","Greenwich School District","Glenville School","0","*","*","36","0","223","296"
"0576111","0570011","Greenwich School District","Greenwich High School","*","192","*","363","0","2046","2688"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","*","*","41","165","0","176","410"
"0571311","0570011","Greenwich School District","International School At Dundee","0","53","7","51","0","260","371"
"0570311","0570011","Greenwich School District","Julian Curtiss School","0","40","27","70","0","206","343"
"0570611","0570011","Greenwich School District","New Lebanon School","0","12","8","111","0","88","219"
"0570711","0570011","Greenwich School District","North Mianus School","*","75","*","29","0","345","455"
"0570811","0570011","Greenwich School District","North Street School","*","41","*","29","0","405","486"
"0570911","0570011","Greenwich School District","Old Greenwich School","*","22","*","11","0","407","445"
"0571111","0570011","Greenwich School District","Parkway School","*","26","*","29","0","259","319"
"0571011","0570011","Greenwich School District","Riverside School","0","*","*","54","0","415","502"
"0575311","0570011","Greenwich School District","Western Middle School","*","39","*","143","0","278","490"
"0580311","0580011","Griswold School District","Griswold Elementary School","14","24","36","52","0","787","913"
"0586211","0580011","Griswold School District","Griswold High School","23","18","17","20","0","662","740"
"0585111","0580011","Griswold School District","Griswold Middle School","*","*","11","17","0","373","407"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","28","14","*","0","298","350"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","11","38","120","115","0","187","471"
"0591811","0590011","Groton School District","Charles Barnum School","*","*","50","31","0","279","380"
"0590311","0590011","Groton School District","Claude Chester School","11","67","60","60","0","190","388"
"0595111","0590011","Groton School District","Fitch Middle School","16","35","67","52","0","239","409"
"0591711","0590011","Groton School District","Mary Morrisson School","*","*","37","32","0","259","338"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","40","*","29","0","337","437"
"0591211","0590011","Groton School District","Pleasant Valley School","12","30","44","44","0","182","312"
"0596111","0590011","Groton School District","Robert E. Fitch High School","14","103","205","107","0","877","1306"
"0590111","0590011","Groton School District","S. B. Butler School","6","12","22","20","0","302","362"
"0595211","0590011","Groton School District","West Side Middle School","6","17","64","61","0","128","276"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","0","*","*","32","0","484","544"
"0600611","0600011","Guilford School District","A. W. Cox School","*","16","*","18","0","282","321"
"0600411","0600011","Guilford School District","Calvin Leete School","0","23","*","*","0","297","332"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","*","29","*","19","0","565","619"
"0606111","0600011","Guilford School District","Guilford High School","*","34","*","48","0","1017","1115"
"0600211","0600011","Guilford School District","Guilford Lakes School","0","17","8","15","0","393","433"
"0600311","0600011","Guilford School District","Melissa Jones School","0","*","*","25","0","308","347"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","0","9","25","10","0","52","96"
"0621211","0620011","Hamden School District","Bear Path School","*","*","80","42","0","293","457"
"0620211","0620011","Hamden School District","Church Street School","0","18","197","109","0","87","411"
"0620311","0620011","Hamden School District","Dunbar Hill School","*","*","132","40","0","132","326"
"0626111","0620011","Hamden School District","Hamden High School","*","*","676","236","0","956","1972"
"0625211","0620011","Hamden School District","Hamden Middle School","*","*","300","124","0","405","881"
"0620411","0620011","Hamden School District","Helen Street School","0","15","134","72","0","78","299"
"0621111","0620011","Hamden School District","Ridge Hill School","*","*","130","71","0","85","314"
"0620111","0620011","Hamden School District","Shepherd Glen School","*","62","102","*","0","108","313"
"0621011","0620011","Hamden School District","Spring Glen School","0","16","81","21","0","240","358"
"0621411","0620011","Hamden School District","West Woods School","*","72","61","*","0","338","512"
"0630111","0630011","Hampton School District","Hampton Elementary School","*","*","0","10","0","130","143"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","0","*","70","230","0","*","328"
"0640411","0640011","Hartford School District","Batchelder School","*","*","124","412","0","18","568"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","0","*","58","274","0","*","345"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","0","*","80","43","0","*","129"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","*","*","115","125","0","95","352"
"0647111","0640011","Hartford School District","Bulkeley High School","*","*","135","389","0","37","570"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","*","*","177","535","0","38","766"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","0","*","84","483","0","*","584"
"0642311","0640011","Hartford School District","Burr School","0","20","125","450","0","30","625"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","0","6","164","74","0","32","276"
"0642411","0640011","Hartford School District","Clark School","0","*","247","161","0","*","416"
"0646411","0640011","Hartford School District","Classical Magnet School","*","*","349","176","0","167","713"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","0","*","199","64","0","*","265"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","*","*","78","325","0","15","435"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","0","6","55","264","0","20","345"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","0","*","88","512","0","*","610"
"0643611","0640011","Hartford School District","Global Communications Academy","*","*","266","106","0","*","376"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","0","13","135","218","0","12","378"
"0647311","0640011","Hartford School District","HPHS Freshmen Academy","*","*","119","241","0","7","373"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","*","14","137","216","0","*","371"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","0","10","166","212","0","6","394"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","*","*","159","263","0","173","611"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","0","0","12","23","0","0","35"
"0649111","0640011","Hartford School District","Hartford Transitional Learning Academy (Secondary)","0","*","27","45","0","*","75"
"0647611","0640011","Hartford School District","High School, Inc.","0","*","103","89","0","*","197"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","0","*","130","32","0","*","165"
"0641011","0640011","Hartford School District","Kennelly School","6","8","204","537","0","40","795"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","*","*","195","301","*","116","618"
"0640811","0640011","Hartford School District","M. D. Fox School","*","*","128","619","0","41","801"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","*","*","437","70","0","0","512"
"0641211","0640011","Hartford School District","McDonough Middle School","0","0","36","313","0","9","358"
"0641911","0640011","Hartford School District","Milner School","*","*","218","174","0","6","400"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","0","16","74","19","0","40","149"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","*","*","115","439","0","137","702"
"0647811","0640011","Hartford School District","OPPortunity High School","0","0","33","57","0","0","90"
"0641511","0640011","Hartford School District","Parkville Community School","0","12","92","383","0","27","514"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","*","*","169","112","0","59","351"
"0645211","0640011","Hartford School District","Quirk Middle School","0","*","68","170","0","*","243"
"0641711","0640011","Hartford School District","Rawson School","0","*","665","66","0","*","734"
"0640111","0640011","Hartford School District","SAND School","0","*","128","275","0","*","413"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","*","0","219","31","0","*","253"
"0643011","0640011","Hartford School District","Sanchez School","0","*","69","422","0","*","493"
"0642611","0640011","Hartford School District","Simpson-Waverly School","*","*","339","94","0","*","437"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","*","*","217","246","0","126","602"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","*","*","163","104","0","73","362"
"0646311","0640011","Hartford School District","Weaver High School","0","*","303","30","0","*","335"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","*","*","285","189","0","126","619"
"0642111","0640011","Hartford School District","West Middle School","*","78","327","275","0","*","698"
"0642211","0640011","Hartford School District","Wish Museum School","0","*","220","198","0","*","426"
"0650111","0650011","Hartland School District","Hartland School","*","6","*","*","0","214","227"
"0670211","0670011","Hebron School District","Gilead Hill School","*","11","*","10","0","478","504"
"0670111","0670011","Hebron School District","Hebron Elementary School","*","10","*","8","0","645","668"
"2860113","2860013","Highville Charter School District","Highville Charter School","0","0","277","*","0","*","303"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","*","*","46","33","0","228","330"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","0","*","*","67","0","61","182"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","0","*","418","13","0","*","434"
"0680111","0680011","Kent School District","Kent Center School","0","16","6","21","0","239","282"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","0","*","*","*","0","90","98"
"0690111","0690011","Killingly School District","Killingly Central School","8","13","20","20","0","441","502"
"0696111","0690011","Killingly School District","Killingly High School","9","12","28","27","0","713","789"
"0695211","0690011","Killingly School District","Killingly Intermediate School","*","*","31","26","0","714","790"
"0690311","0690011","Killingly School District","Killingly Memorial School","6","10","16","32","0","438","502"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","*","*","6","40","*","17","67"
"2459014","2450014","Learn","Learn Special Education","*","*","*","*","0","28","33"
"2450114","2450014","Learn","Regional Multicultural Magnet School","7","28","88","143","0","258","524"
"2450214","2450014","Learn","The Friendship School","7","37","107","123","0","223","497"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","10","8","7","21","0","448","494"
"0715111","0710011","Lebanon School District","Lebanon Middle School","*","*","8","11","0","376","404"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","*","*","*","12","0","531","549"
"0720211","0720011","Ledyard School District","Gales Ferry School","*","13","13","*","0","181","219"
"0720411","0720011","Ledyard School District","Gallup Hill School","24","23","28","35","0","238","348"
"0720311","0720011","Ledyard School District","Juliet W. Long School","*","*","17","22","0","261","315"
"0720111","0720011","Ledyard School District","Ledyard Center School","30","15","22","20","0","318","405"
"0726111","0720011","Ledyard School District","Ledyard High School","34","43","43","67","0","739","926"
"0725111","0720011","Ledyard School District","Ledyard Middle School","22","25","29","29","0","343","448"
"0736011","0730011","Lisbon School District","Community Connection - The Big Picture High School","0","0","0","0","0","22","22"
"0730111","0730011","Lisbon School District","Lisbon Central School","*","21","*","13","0","496","545"
"0740211","0740011","Litchfield School District","Center School","0","*","*","11","0","322","344"
"0746111","0740011","Litchfield School District","Litchfield High School","*","13","*","12","0","536","568"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","*","*","*","14","0","265","289"
"0766111","0760011","Madison School District","Daniel Hand High School","*","50","16","*","0","1181","1264"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","*","21","*","11","0","548","587"
"0760211","0760011","Madison School District","Island Avenue Elementary School","*","13","*","10","0","292","317"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","0","13","*","*","0","524","548"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","*","18","*","*","0","285","311"
"0769011","0760011","Madison School District","Town Campus Learning Center","*","*","0","*","0","25","29"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","*","23","*","*","0","574","608"
"0770911","0770011","Manchester School District","Nathan Hale School","0","6","114","94","0","46","260"
"0770111","0770011","Manchester School District","Bowers School","*","*","87","93","0","225","431"
"0770311","0770011","Manchester School District","Buckley School","*","*","48","49","0","222","345"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","*","*","99","123","0","195","452"
"0770411","0770011","Manchester School District","Highland Park School","*","25","46","*","0","184","278"
"0775311","0770011","Manchester School District","Illing Middle School","*","*","232","207","0","456","949"
"0770611","0770011","Manchester School District","Keeney School","*","*","61","48","0","256","401"
"0776111","0770011","Manchester School District","Manchester High School","8","110","413","411","0","1036","1978"
"0778011","0770011","Manchester School District","Manchester Preschool Center","0","28","46","57","0","54","185"
"0779011","0770011","Manchester School District","Manchester Regional Academy","0","*","29","*","0","46","98"
"0771611","0770011","Manchester School District","Martin School","*","*","39","38","0","151","260"
"0771011","0770011","Manchester School District","Robertson School","*","72","110","73","*","76","335"
"0771211","0770011","Manchester School District","Verplanck School","*","*","100","101","0","58","291"
"0771311","0770011","Manchester School District","Waddell School","0","41","62","49","0","159","311"
"0771411","0770011","Manchester School District","Washington School","*","*","104","98","0","93","310"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","*","19","*","17","0","228","274"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","*","33","*","15","0","141","196"
"0785111","0780011","Mansfield School District","Mansfield Middle School","*","47","*","30","0","462","563"
"0780511","0780011","Mansfield School District","Southeast Elementary School","*","23","*","15","0","187","238"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","0","31","12","25","0","601","669"
"0800711","0800011","Meriden School District","Nathan Hale School","*","19","74","276","*","238","610"
"0800111","0800011","Meriden School District","Benjamin Franklin School","*","*","56","178","0","201","458"
"0801111","0800011","Meriden School District","Casimir Pulaski School","0","17","134","318","0","211","680"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","*","*","182","497","0","519","1228"
"0800311","0800011","Meriden School District","Hanover School","*","*","36","208","0","296","553"
"0800411","0800011","Meriden School District","Israel Putnam School","*","*","92","257","0","173","544"
"0800511","0800011","Meriden School District","John Barry School","*","*","68","346","0","102","522"
"0805211","0800011","Meriden School District","Lincoln Middle School","*","*","96","304","0","331","742"
"0806211","0800011","Meriden School District","Orville H. Platt High School","*","*","160","464","0","472","1114"
"0800811","0800011","Meriden School District","Roger Sherman School","*","*","66","285","0","153","526"
"0801011","0800011","Meriden School District","Thomas Hooker School","*","29","*","220","0","242","511"
"0805411","0800011","Meriden School District","Washington Middle School","*","*","147","388","0","317","873"
"0830211","0830011","Middletown School District","Bielefield School","*","*","84","40","0","181","322"
"0839011","0830011","Middletown School District","DEAL Program","0","0","7","*","0","*","16"
"0830511","0830011","Middletown School District","Farm Hill School","*","*","54","42","0","197","307"
"0831511","0830011","Middletown School District","Keigwin Middle School","0","17","95","69","0","188","369"
"0831311","0830011","Middletown School District","Lawrence School","*","58","76","*","0","174","346"
"0830911","0830011","Middletown School District","MacDonough School","0","*","82","*","0","68","211"
"0836211","0830011","Middletown School District","Middletown High School","7","62","342","140","0","773","1324"
"0831211","0830011","Middletown School District","Moody School","*","*","72","67","0","270","438"
"0831111","0830011","Middletown School District","Snow School","0","29","93","36","0","195","353"
"0830111","0830011","Middletown School District","Spencer School","0","21","83","46","0","229","379"
"0831411","0830011","Middletown School District","Wesley School","*","*","86","39","0","226","372"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","*","*","191","99","0","421","744"
"0840111","0840011","Milford School District","Calf Pen Meadow School","*","16","*","13","0","265","302"
"0845111","0840011","Milford School District","East Shore Middle School","*","25","*","23","0","495","560"
"0845211","0840011","Milford School District","Harborside Middle School","*","38","*","23","0","504","584"
"0841911","0840011","Milford School District","J. F. Kennedy School","*","23","*","16","0","307","359"
"0846211","0840011","Milford School District","Jonathan Law High School","*","*","59","86","0","805","1006"
"0846311","0840011","Milford School District","Joseph A. Foran High School","*","*","42","48","0","919","1052"
"0841611","0840011","Milford School District","Live Oaks School","*","27","14","*","0","274","328"
"0841711","0840011","Milford School District","Mathewson School","*","63","27","*","0","388","488"
"0840711","0840011","Milford School District","Meadowside School","0","71","18","23","0","246","358"
"0840811","0840011","Milford School District","Orange Avenue School","*","40","*","15","0","398","469"
"0841811","0840011","Milford School District","Orchard Hills School","0","30","13","17","0","354","414"
"0841011","0840011","Milford School District","Pumpkin Delight School","*","*","15","26","0","234","290"
"0841411","0840011","Milford School District","Simon Lake School","*","36","*","41","0","253","359"
"0845311","0840011","Milford School District","West Shore Middle School","0","40","28","50","0","442","560"
"0850611","0850011","Monroe School District","Chalk Hill School","*","20","*","27","0","514","577"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","*","20","13","*","0","487","530"
"0855211","0850011","Monroe School District","Jockey Hollow School","*","21","*","31","0","616","677"
"0856111","0850011","Monroe School District","Masuk High School","*","42","*","57","0","1164","1302"
"0850111","0850011","Monroe School District","Monroe Elementary School","*","*","*","11","0","336","358"
"0850311","0850011","Monroe School District","Stepney Elementary School","0","19","8","16","0","407","450"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","8","13","12","27","0","304","364"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","*","53","39","36","*","508","659"
"0860111","0860011","Montville School District","Mohegan School","29","80","29","29","0","245","412"
"0866111","0860011","Montville School District","Montville High School","22","64","43","46","0","617","792"
"0860511","0860011","Montville School District","Oakdale School","14","29","24","24","0","350","441"
"0869011","0860011","Montville School District","Palmer Academy","0","*","*","0","0","18","21"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","*","19","*","40","0","160","227"
"0880111","0880011","Naugatuck School District","Central Avenue School","0","14","27","57","0","186","284"
"0885111","0880011","Naugatuck School District","City Hill Middle School","*","9","51","46","*","362","471"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","*","*","38","37","0","299","388"
"0888111","0880011","Naugatuck School District","Head Start","0","6","14","26","0","58","104"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","*","*","46","52","0","255","368"
"0885211","0880011","Naugatuck School District","Hillside Middle School","*","*","27","45","0","212","306"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","*","*","32","51","0","204","320"
"0880311","0880011","Naugatuck School District","Maple Hill School","*","*","43","38","0","349","459"
"0886111","0880011","Naugatuck School District","Naugatuck High School","*","*","116","163","0","1115","1434"
"0880611","0880011","Naugatuck School District","Salem School","*","*","36","36","0","163","246"
"0880711","0880011","Naugatuck School District","Western School","*","*","21","41","0","205","274"
"2800113","2800013","New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy","0","0","298","55","0","7","360"
"0899211","0890011","New Britain School District","Academic Extension Center","0","0","*","18","0","*","21"
"0899311","0890011","New Britain School District","Behavior Support Program","0","0","*","*","0","*","12"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","*","*","101","276","0","89","475"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","0","6","84","607","0","97","794"
"0890511","0890011","New Britain School District","Gaffney School","0","19","80","262","0","161","522"
"0890611","0890011","New Britain School District","Holmes School","*","*","55","286","0","112","468"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","*","*","27","44","0","74","155"
"0890711","0890011","New Britain School District","Jefferson School","*","*","60","187","0","118","423"
"0890811","0890011","New Britain School District","Lincoln School","*","*","99","377","0","118","611"
"0896111","0890011","New Britain School District","New Britain High School","*","*","490","1470","0","741","2759"
"0899011","0890011","New Britain School District","New Britain Transition Center","0","0","8","20","0","8","36"
"0890911","0890011","New Britain School District","Northend School","*","*","53","194","0","44","296"
"0895311","0890011","New Britain School District","Pulaski Middle School","0","14","89","442","0","104","649"
"0895111","0890011","New Britain School District","Roosevelt Middle School","0","*","104","273","0","*","442"
"0895211","0890011","New Britain School District","Slade Middle School","*","*","159","406","0","135","716"
"0891211","0890011","New Britain School District","Smalley Academy","0","13","165","440","0","93","711"
"0891311","0890011","New Britain School District","Smith School","0","11","115","335","0","150","611"
"0891511","0890011","New Britain School District","Vance School","0","12","113","247","0","151","523"
"0900411","0900011","New Canaan School District","East School","*","27","*","20","0","480","539"
"0906111","0900011","New Canaan School District","New Canaan High School","*","35","*","27","0","1209","1287"
"0905111","0900011","New Canaan School District","Saxe Middle School","*","33","*","18","0","1153","1218"
"0900211","0900011","New Canaan School District","South School","*","25","*","19","0","491","541"
"0900311","0900011","New Canaan School District","West School","0","12","*","*","0","469","492"
"0910111","0910011","New Fairfield School District","Consolidated School","*","17","*","38","0","579","649"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","*","*","8","25","0","597","637"
"0916111","0910011","New Fairfield School District","New Fairfield High School","0","16","11","27","0","966","1020"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","0","7","9","24","0","683","723"
"0920311","0920011","New Hartford School District","Ann Antolini School","0","*","*","*","0","357","361"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","0","*","*","*","0","149","154"
"0929011","0920011","New Hartford School District","Bridges I","0","0","*","0","0","*","6"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","0","0","0","*","0","*","110"
"0931211","0930011","New Haven School District","Edgewood School","*","*","274","60","0","115","459"
"0931411","0930011","New Haven School District","Nathan Hale School","*","*","56","171","0","293","533"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","0","*","347","162","0","*","525"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","*","0","328","96","0","*","504"
"0930311","0930011","New Haven School District","Beecher School","0","6","358","70","0","44","478"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","0","*","185","178","0","*","496"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","0","8","232","119","0","114","473"
"0934311","0930011","New Haven School District","Bishop Woods Architecture and Design Magnet School","0","23","179","200","0","45","447"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","0","17","298","95","0","55","465"
"0930511","0930011","New Haven School District","Clarence Rogers School","*","0","101","37","0","*","150"
"0930611","0930011","New Haven School District","Clinton Avenue School","0","*","119","319","0","*","455"
"0934111","0930011","New Haven School District","Columbus Family Academy","0","0","*","392","0","*","427"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","*","*","343","253","0","34","635"
"0936411","0930011","New Haven School District","Cooperative High School","0","8","273","122","0","138","541"
"0936811","0930011","New Haven School District","Cortlandt V.R. Creed Health and Sport Sciences High School","0","*","144","38","0","*","192"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","*","*","269","50","0","81","413"
"0938211","0930011","New Haven School District","Dwight Early Childhood Program","0","0","40","7","0","0","47"
"0938111","0930011","New Haven School District","Early Learning Center","0","*","102","14","0","*","118"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","*","*","265","181","0","29","503"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","0","12","78","28","0","40","158"
"0931611","0930011","New Haven School District","Fair Haven School","*","*","108","487","0","22","619"
"0938011","0930011","New Haven School District","Headstart","0","*","129","306","0","*","441"
"0938311","0930011","New Haven School District","Helene Grant HeadStart","*","*","197","68","0","*","274"
"0936611","0930011","New Haven School District","High School In The Community","0","*","158","100","0","*","327"
"0930711","0930011","New Haven School District","Hill Central Music Academy","0","0","*","276","0","*","365"
"0936311","0930011","New Haven School District","Hill Regional Career High School","0","26","340","200","0","133","699"
"0936211","0930011","New Haven School District","James Hillhouse High School","0","*","786","148","0","*","948"
"0931311","0930011","New Haven School District","John C. Daniels","0","*","111","365","0","*","532"
"0930811","0930011","New Haven School District","John S. Martinez Sea and Sky STEM School","*","0","90","479","0","*","588"
"0930411","0930011","New Haven School District","Katherine Brennan School","*","*","134","32","0","8","176"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","*","*","355","48","0","57","475"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","*","0","292","19","0","*","317"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","*","*","238","219","0","124","596"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","0","*","104","62","0","*","184"
"0937011","0930011","New Haven School District","New Haven Academy","0","*","133","62","*","41","239"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","0","*","14","10","0","*","26"
"0939111","0930011","New Haven School District","Riverside Education Academy","0","0","137","*","0","*","190"
"0934211","0930011","New Haven School District","Roberto Clemente Leadership Academy for Global Awareness","*","0","225","145","0","*","383"
"0931011","0930011","New Haven School District","Ross/Woodward School","*","*","234","213","0","70","536"
"0936711","0930011","New Haven School District","Sound School","0","*","*","73","0","227","328"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","0","*","103","136","*","16","267"
"0932911","0930011","New Haven School District","Truman School","*","0","121","416","0","*","549"
"0939011","0930011","New Haven School District","Urban Youth Center Middle School","0","0","26","*","0","*","34"
"0934911","0930011","New Haven School District","West Rock Authors Academy","0","*","125","68","0","*","230"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","0","*","420","31","0","*","461"
"0936111","0930011","New Haven School District","Wilbur Cross High School","*","*","679","725","0","181","1620"
"0933811","0930011","New Haven School District","Worthington Hooker School","*","98","95","*","0","214","433"
"0950311","0950011","New London School District","Jennings School","*","*","92","405","0","42","544"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","10","8","211","297","0","84","610"
"0950211","0950011","New London School District","Harbor School","8","6","123","86","0","65","288"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","*","*","99","94","0","67","273"
"0959111","0950011","New London School District","New London Clinical Day Program","0","0","*","10","0","*","22"
"0956111","0950011","New London School District","New London High School","23","*","301","373","*","215","935"
"0950511","0950011","New London School District","Shoreline Academy","0","*","40","*","0","35","103"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","*","*","92","97","0","24","224"
"0960511","0960011","New Milford School District","Hill And Plain School","*","35","*","35","0","363","449"
"0960711","0960011","New Milford School District","John Pettibone School","*","17","*","40","0","375","448"
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","0","0","0","*","0","*","7"
"0966111","0960011","New Milford School District","New Milford High School","0","61","23","103","0","1379","1566"
"0960811","0960011","New Milford School District","Northville Elementary School","0","12","10","23","0","489","534"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","*","47","*","90","0","915","1086"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","0","27","14","58","0","675","774"
"0940611","0940011","Newington School District","Anna Reynolds School","*","58","*","45","0","321","445"
"0940211","0940011","Newington School District","Elizabeth Green School","*","*","21","29","0","236","308"
"0940811","0940011","Newington School District","John Paterson School","0","51","42","45","0","352","490"
"0945311","0940011","Newington School District","John Wallace Middle School","*","65","*","69","0","546","728"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","*","*","46","87","0","459","633"
"0946111","0940011","Newington School District","Newington High School","*","119","*","133","0","1142","1468"
