"school_code","district_code","district","school","american_indian","asian","black_not_of_hispanic_origin","hispanic_latino","not_reported","white_not_of_hispanic_origin","total"
"1511311","1510011","Waterbury School District","Hopeville School","*","*","70","303","0","82","465"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","*","*","303","517","0","461","1313"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","*","*","141","133","0","300","593"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","*","*","161","215","0","178","563"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","6","37","386","566","0","348","1343"
"1515311","1510011","Waterbury School District","North End Middle School","*","*","456","584","0","204","1259"
"1512811","1510011","Waterbury School District","Regan School","0","*","122","116","0","*","313"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","*","*","127","125","0","343","614"
"1518011","1510011","Waterbury School District","Special Education Preschool","0","*","51","100","0","*","199"
"1512011","1510011","Waterbury School District","Sprague School","0","6","138","286","0","58","488"
"1519011","1510011","Waterbury School District","State Street School","0","0","32","28","0","17","77"
"1512211","1510011","Waterbury School District","Walsh School","0","*","209","301","0","*","551"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","0","*","114","*","0","260","485"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","*","*","80","72","0","156","313"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","*","*","92","126","0","112","349"
"1516311","1510011","Waterbury School District","Wilby High School","10","21","442","531","0","200","1204"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","*","*","143","167","0","44","357"
"1525111","1520011","Waterford School District","Clark Lane Middle School","7","39","36","54","0","594","730"
"1520111","1520011","Waterford School District","Cohanzie Elementary School","8","18","20","21","0","320","387"
"1520211","1520011","Waterford School District","Great Neck Elementary School","*","22","*","16","0","229","280"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","*","29","15","*","0","224","286"
"1520511","1520011","Waterford School District","Southwest Elementary School","0","8","7","11","0","210","236"
"1526111","1520011","Waterford School District","Waterford High School","*","45","56","*","0","867","1013"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","*","7","*","10","0","354","380"
"1530611","1530011","Watertown School District","Heminway Park School","*","8","*","11","0","243","272"
"1530211","1530011","Watertown School District","John Trumbull Primary School","*","*","18","42","0","716","798"
"1530411","1530011","Watertown School District","Polk School","*","16","*","18","0","319","356"
"1535111","1530011","Watertown School District","Swift Middle School","*","12","*","13","0","567","602"
"1536111","1530011","Watertown School District","Watertown High School","8","19","20","27","0","916","990"
"1551711","1550011","West Hartford School District","Smith School","0","82","*","125","*","113","380"
"1551611","1550011","West Hartford School District","Aiken School","*","80","41","*","0","303","457"
"1550211","1550011","West Hartford School District","Braeburn School","0","29","25","46","0","340","440"
"1555311","1550011","West Hartford School District","Bristow Middle School","*","*","35","58","0","287","409"
"1550411","1550011","West Hartford School District","Bugbee School","*","27","*","19","0","317","384"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","*","*","73","143","0","69","341"
"1556111","1550011","West Hartford School District","Conard High School","*","*","156","279","0","890","1461"
"1550611","1550011","West Hartford School District","Duffy School","0","21","27","31","0","478","557"
"1556211","1550011","West Hartford School District","Hall High School","*","*","181","171","0","1104","1568"
"1555111","1550011","West Hartford School District","King Philip Middle School","*","106","*","104","0","593","907"
"1550911","1550011","West Hartford School District","Morley School","*","17","27","*","0","304","367"
"1551011","1550011","West Hartford School District","Norfeldt School","0","43","31","23","0","347","444"
"1555211","1550011","West Hartford School District","Sedgwick Middle School","*","92","*","153","0","524","865"
"1551211","1550011","West Hartford School District","Webster Hill School","*","60","*","84","0","250","436"
"1551311","1550011","West Hartford School District","Whiting Lane School","*","*","59","73","0","317","504"
"1551511","1550011","West Hartford School District","Wolcott School","*","69","46","72","*","281","470"
"1561211","1560011","West Haven School District","Washington School","0","9","90","115","0","186","400"
"1560811","1560011","West Haven School District","Alma E. Pagels School","*","*","73","49","0","214","358"
"1561311","1560011","West Haven School District","Anna V. Molloy School","0","23","89","73","0","81","266"
"1565311","1560011","West Haven School District","Carrigan 5/6 Intermediate School","*","*","229","220","0","279","744"
"1561011","1560011","West Haven School District","Clarence E. Thompson School","*","*","116","118","0","99","353"
"1560611","1560011","West Haven School District","Edith E. Mackrille School","*","*","68","68","0","219","384"
"1560311","1560011","West Haven School District","Forest School","*","*","163","148","0","118","444"
"1565111","1560011","West Haven School District","Harry M. Bailey Middle School","8","33","122","112","0","435","710"
"1561411","1560011","West Haven School District","Savin Rock Community School","*","*","124","143","0","173","452"
"1560411","1560011","West Haven School District","Seth G. Haley School","*","*","97","77","0","321","528"
"1566111","1560011","West Haven School District","West Haven High School","12","62","456","324","0","904","1758"
"1540211","1540011","Westbrook School District","Daisy Ingraham School","*","*","6","15","0","332","356"
"1546111","1540011","Westbrook School District","Westbrook High School","0","*","*","12","0","289","310"
"1545111","1540011","Westbrook School District","Westbrook Middle School","*","*","*","8","0","298","314"
"1570111","1570011","Weston School District","Hurlbutt Elementary School","0","32","9","14","0","540","595"
"1576111","1570011","Weston School District","Weston High School","0","20","12","20","0","752","804"
"1570211","1570011","Weston School District","Weston Intermediate School","0","15","18","7","0","539","579"
"1575111","1570011","Weston School District","Weston Middle School","*","20","*","6","0","555","587"
"1585111","1580011","Westport School District","Bedford Middle School","*","39","*","19","0","773","840"
"1580311","1580011","Westport School District","Coleytown Elementary School","0","15","6","9","0","430","460"
"1585311","1580011","Westport School District","Coleytown Middle School","0","18","10","14","0","462","504"
"1580411","1580011","Westport School District","Green's Farms School","*","30","*","23","0","431","495"
"1580511","1580011","Westport School District","King's Highway Elementary School","*","13","*","6","0","470","496"
"1580711","1580011","Westport School District","Long Lots School","0","34","15","31","0","514","594"
"1580811","1580011","Westport School District","Saugatuck Elementary School","*","16","*","16","0","472","509"
"1586111","1580011","Westport School District","Staples High School","*","48","*","32","0","1615","1724"
"1588011","1580011","Westport School District","Stepping Stones Preschool","0","*","0","0","0","*","56"
"1590811","1590011","Wethersfield School District","Alfred W. Hanmer School","*","26","*","40","0","297","377"
"1591011","1590011","Wethersfield School District","Charles Wright School","*","*","15","52","0","223","306"
"1590211","1590011","Wethersfield School District","Emerson-Williams School","*","*","19","65","0","362","461"
"1591111","1590011","Wethersfield School District","Highcrest School","*","22","*","41","0","357","442"
"1591211","1590011","Wethersfield School District","Samuel B. Webb Elementary School","*","*","32","43","0","360","449"
"1595211","1590011","Wethersfield School District","Silas Deane Middle School","*","*","39","67","0","441","564"
"1596111","1590011","Wethersfield School District","Wethersfield High School","*","*","60","151","0","969","1212"
"1600111","1600011","Willington School District","Center School","0","*","*","13","0","223","248"
"1605111","1600011","Willington School District","Hall Memorial School","0","*","*","13","0","324","351"
"1615211","1610011","Wilton School District","Middlebrook School","0","54","11","19","0","931","1015"
"1610711","1610011","Wilton School District","Cider Mill School","0","64","6","25","0","951","1046"
"1610611","1610011","Wilton School District","Ina E. Driscoll School","0","31","7","10","0","462","510"
"1610511","1610011","Wilton School District","Miller-Driscoll School","*","43","*","11","0","480","536"
"1616111","1610011","Wilton School District","Wilton High School","0","47","17","24","0","1168","1256"
"1629011","1620011","Winchester School District","ABLE","*","0","0","0","0","*","7"
"1620411","1620011","Winchester School District","Batcheller Early Education Center","11","6","10","18","0","283","328"
"1629111","1620011","Winchester School District","Bridges 2","*","0","0","0","0","*","*"
"1626111","1620011","Winchester School District","Joy D. Rice School","0","0","*","0","0","*","11"
"1620211","1620011","Winchester School District","Mary P. Hinsdale School","*","*","19","30","0","314","372"
"1625111","1620011","Winchester School District","Pearson Middle School","0","*","*","36","0","288","341"
"1638011","1630011","Windham School District","Early Headstart","*","*","*","59","0","29","97"
"1639011","1630011","Windham School District","Eastern Regional Academy/Windham","*","0","*","37","0","14","56"
"1630111","1630011","Windham School District","Natchaug School","7","7","19","201","0","76","310"
"1630311","1630011","Windham School District","North Windham School","*","*","37","234","0","163","445"
"1630611","1630011","Windham School District","W. B. Sweeney School","*","*","30","226","0","78","342"
"1630511","1630011","Windham School District","Windham Center School","*","*","*","150","0","100","259"
"1638311","1630011","Windham School District","Windham Early Childhood Prospect Street","*","*","8","119","0","45","177"
"1636111","1630011","Windham School District","Windham High School","*","*","55","510","0","406","986"
"1635111","1630011","Windham School District","Windham Middle School","*","*","50","597","0","294","960"
"1650111","1650011","Windsor Locks School District","North Street School","*","41","40","*","0","302","410"
"1650411","1650011","Windsor Locks School District","South Elementary School","*","*","43","33","0","327","429"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","0","39","38","23","0","484","584"
"1655111","1650011","Windsor Locks School District","Windsor Locks Middle School","0","24","33","23","0","325","405"
"1640111","1640011","Windsor School District","Clover Street School","0","19","155","35","0","72","281"
"1640811","1640011","Windsor School District","John F. Kennedy School","*","*","242","59","0","76","396"
"1640911","1640011","Windsor School District","Oliver Ellsworth School","*","*","208","50","0","169","450"
"1640511","1640011","Windsor School District","Poquonock Elementary School","*","*","114","25","0","149","313"
"1641011","1640011","Windsor School District","Roger Wolcott Early Child Center","0","21","99","37","0","100","257"
"1645311","1640011","Windsor School District","Sage Park Middle School","*","*","492","103","0","284","921"
"1646111","1640011","Windsor School District","Windsor High School","8","60","767","145","0","492","1472"
"1660611","1660011","Wolcott School District","Alcott School","0","7","6","20","0","361","394"
"1660211","1660011","Wolcott School District","Frisbie School","0","*","*","21","0","355","394"
"1665111","1660011","Wolcott School District","Tyrrell Middle School","0","9","13","24","0","712","758"
"1660511","1660011","Wolcott School District","Wakelee School","0","11","11","15","0","419","456"
"1666111","1660011","Wolcott School District","Wolcott High School","*","*","21","28","0","854","916"
"1670211","1670011","Woodbridge School District","Beecher Road Intermediate School","*","43","*","18","0","391","467"
"1670111","1670011","Woodbridge School District","Beecher Road Primary School","*","40","*","11","0","258","319"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","*","12","*","27","0","1102","1153"
"1690211","1690011","Woodstock School District","Woodstock Elementary School","*","12","*","19","0","459","496"
"1695111","1690011","Woodstock School District","Woodstock Middle School","10","*","*","19","0","413","448"

