"school_code","district_code","district","school","american_indian","asian","black_not_of_hispanic_origin","hispanic_latino","not_reported","white_not_of_hispanic_origin","total"
"0995111","0990011","North Branford School District","North Branford Intermediate School","*","*","17","30","0","558","622"
"0990511","0990011","North Branford School District","Stanley T. Williams School","*","7","*","6","0","232","250"
"0990611","0990011","North Branford School District","Totoket Valley Elementary School","0","*","6","*","0","470","486"
"1000111","1000011","North Canaan School District","North Canaan Elementary School","0","0","*","*","0","318","338"
"1010811","1010011","North Haven School District","Clintonville Elementary School","0","23","19","13","0","298","353"
"1010711","1010011","North Haven School District","Green Acres Elementary School","0","39","35","21","0","331","426"
"1010211","1010011","North Haven School District","Montowese Elementary School","*","23","*","16","0","431","478"
"1016111","1010011","North Haven School District","North Haven High School","*","73","80","*","0","1006","1222"
"1015211","1010011","North Haven School District","North Haven Middle School","0","54","37","53","0","765","909"
"1010311","1010011","North Haven School District","Ridge Road Elementary School","0","38","17","15","0","349","419"
"1020111","1020011","North Stonington School District","North Stonington Elementary School","8","7","8","8","0","350","381"
"1026111","1020011","North Stonington School District","Wheeler High School","6","7","*","*","0","207","227"
"1025111","1020011","North Stonington School District","Wheeler Middle School","*","*","8","*","0","165","186"
"1036211","1030011","Norwalk School District","Brien McMahon High School","7","67","524","494","0","616","1708"
"1030211","1030011","Norwalk School District","Brookside Elementary School","0","12","84","232","0","107","435"
"1030311","1030011","Norwalk School District","Columbus Magnet School","0","39","83","52","0","164","338"
"1030411","1030011","Norwalk School District","Cranbury Elementary School","0","19","64","104","0","279","466"
"1032011","1030011","Norwalk School District","Fox Run Elementary School","0","23","108","86","0","235","452"
"1030711","1030011","Norwalk School District","Jefferson Magnet School","*","*","124","261","0","85","518"
"1030811","1030011","Norwalk School District","Kendall Elementary School","*","*","136","222","0","85","472"
"1032211","1030011","Norwalk School District","Marvin Elementary School","*","*","74","157","0","199","449"
"1032111","1030011","Norwalk School District","Naramake Elementary School","0","20","49","108","0","228","405"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","*","*","77","140","0","287","533"
"1036111","1030011","Norwalk School District","Norwalk High School","*","*","335","409","0","702","1515"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","0","*","50","37","0","*","106"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","0","45","179","230","0","231","685"
"1035511","1030011","Norwalk School District","Roton Middle School","*","*","107","128","0","161","412"
"1031311","1030011","Norwalk School District","Rowayton School","*","*","66","91","0","270","444"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","*","*","59","188","0","96","356"
"1031411","1030011","Norwalk School District","Tracey School","*","*","100","188","0","120","433"
"1035411","1030011","Norwalk School District","West Rocks Middle School","0","23","176","243","0","265","707"
"1032411","1030011","Norwalk School District","Wolfpit School","0","11","58","97","0","144","310"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","36","164","335","259","0","1694","2488"
"1040111","1040011","Norwich School District","Bishop School Early Learning Center","7","15","44","38","0","69","173"
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","*","0","*","10","0","26","47"
"1040611","1040011","Norwich School District","Greeneville School","*","*","105","126","0","78","326"
"1049011","1040011","Norwich School District","Hickory Street School","0","0","*","*","0","7","14"
"1041411","1040011","Norwich School District","John B. Stanton Network School","13","42","97","74","0","163","389"
"1045111","1040011","Norwich School District","Kelly Middle School","24","19","164","137","0","334","678"
"1042011","1040011","Norwich School District","Moriarty Magnet School","12","19","78","91","0","229","429"
"1040811","1040011","Norwich School District","Samuel Huntington School","*","*","56","52","0","247","378"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","13","57","101","103","0","198","472"
"1046111","1040011","Norwich School District","Thames River Academy","*","*","25","14","0","49","91"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","9","72","50","45","0","113","289"
"1041911","1040011","Norwich School District","Uncas Network School","*","*","60","42","0","55","178"
"1041811","1040011","Norwich School District","Veterans' Memorial School","9","6","69","61","0","89","234"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","*","*","68","43","0","104","225"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","*","*","52","36","0","83","178"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","*","23","*","17","0","437","487"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","0","43","19","28","0","519","609"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","*","25","*","13","0","477","525"
"1070211","1070011","Orange School District","Mary L. Tracy School","0","20","*","*","0","156","184"
"1070511","1070011","Orange School District","Peck Place School","*","52","*","16","0","361","439"
"1070311","1070011","Orange School District","Race Brook School","0","46","9","16","0","324","395"
"1070411","1070011","Orange School District","Turkey Hill School","0","30","15","8","0","245","298"
"1085111","1080011","Oxford School District","Great Oak School","*","*","10","26","0","446","490"
"1080111","1080011","Oxford School District","Oxford Center School","*","14","*","18","0","490","533"
"1086011","1080011","Oxford School District","Oxford High School","*","*","9","12","0","388","418"
"1080311","1080011","Oxford School District","Quaker Farms School","*","10","*","12","0","544","573"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","*","*","150","67","0","*","224"
"1090511","1090011","Plainfield School District","Early Childhood Center","*","*","9","16","*","248","277"
"1090111","1090011","Plainfield School District","Moosup Elementary School","*","*","8","17","0","252","287"
"1095111","1090011","Plainfield School District","Plainfield Central School","12","11","20","24","0","493","560"
"1096111","1090011","Plainfield School District","Plainfield High School","6","11","20","38","0","798","873"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","9","8","16","16","0","349","398"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","*","*","11","19","0","267","308"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","0","13","34","28","0","239","314"
"1100211","1100011","Plainville School District","Linden Street School","*","*","14","43","0","338","408"
"1100511","1100011","Plainville School District","Louis Toffolon School","*","*","16","23","0","293","338"
"1105211","1100011","Plainville School District","Middle School of Plainville","*","*","39","41","0","488","580"
"1106111","1100011","Plainville School District","Plainville High School","*","*","54","44","0","715","841"
"1108011","1100011","Plainville School District","Prekindergarten Program","0","*","*","*","0","33","39"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","0","*","13","*","0","444","475"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","0","*","*","11","0","379","400"
"1110211","1110011","Plymouth School District","Plymouth Center School","0","*","*","17","0","393","417"
"1116111","1110011","Plymouth School District","Terryville High School","*","*","7","16","0","525","556"
"1120111","1120011","Pomfret School District","Pomfret Community School","0","13","9","9","0","509","540"
"1130511","1130011","Portland School District","Brownstone Intermediate School","*","*","10","8","0","208","229"
"1130411","1130011","Portland School District","Gildersleeve School","0","7","8","8","0","206","229"
"1136111","1130011","Portland School District","Portland High School","*","*","11","15","0","333","362"
"1135111","1130011","Portland School District","Portland Middle School","*","*","8","6","0","225","245"
"1130211","1130011","Portland School District","Valley View School","*","*","20","10","0","323","364"
"1145111","1140011","Preston School District","Preston Plains School","*","8","6","*","0","145","168"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","11","12","*","*","0","285","320"
"1169011","1160011","Putnam School District","Helping Hands","0","0","0","0","0","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","*","*","18","24","0","593","646"
"1166111","1160011","Putnam School District","Putnam High School","*","*","13","9","0","299","325"
"1165111","1160011","Putnam School District","Putnam Middle School","*","*","*","13","0","248","270"
"1175111","1170011","Redding School District","John Read Middle School","*","16","*","*","0","562","587"
"1170111","1170011","Redding School District","Redding Elementary School","*","45","*","25","0","637","714"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","0","*","*","15","0","533","555"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","*","*","*","9","0","315","332"
"2046112","2040012","Regional School District 04","Valley Regional High School","*","16","*","19","0","573","617"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","0","43","9","9","0","339","400"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","*","46","*","12","0","363","431"
"2056112","2050012","Regional School District 05","Amity Regional High School","*","146","*","50","0","1418","1657"
"2060112","2060012","Regional School District 06","Goshen Center School","0","0","*","*","0","211","215"
"2060212","2060012","Regional School District 06","James Morris School","0","*","*","*","0","201","208"
"2068012","2060012","Regional School District 06","Stepping Stones Preschool Program","0","0","*","0","0","*","10"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","*","*","7","8","0","539","559"
"2060312","2060012","Regional School District 06","Warren Elementary School","0","*","*","*","0","83","90"
"2079112","2070012","Regional School District 07","AIM","0","0","0","*","0","*","9"
"2079012","2070012","Regional School District 07","FLEX","0","0","*","*","0","10","12"
"2079412","2070012","Regional School District 07","Intensive Learning Program","0","0","0","0","0","*","*"
"2079212","2070012","Regional School District 07","Links","*","*","0","0","0","19","21"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","0","7","*","*","0","740","753"
"2075112","2070012","Regional School District 07","Northwestern Regional Middle School","0","*","*","*","0","350","358"
"2079312","2070012","Regional School District 07","STEP","0","0","0","0","0","33","33"
"2086112","2080012","Regional School District 08","RHAM High School","*","18","*","15","0","1044","1084"
"2085112","2080012","Regional School District 08","RHAM Middle School","*","9","*","9","0","634","660"
"2096112","2090012","Regional School District 09","Joel Barlow High School","*","24","*","29","0","895","957"
"2105112","2100012","Regional School District 10","Har-Bur Middle School","0","19","*","*","0","846","889"
"2100312","2100012","Regional School District 10","Harwinton Consolidated School","0","6","*","*","0","499","508"
"2100212","2100012","Regional School District 10","Lake Garda Elementary School","0","13","7","23","0","577","620"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","*","16","*","21","0","786","830"
"2116112","2110012","Regional School District 11","Parish Hill High School","*","*","*","11","0","290","309"
"2120212","2120012","Regional School District 12","Booth Free School","0","*","0","*","0","115","121"
"2128012","2120012","Regional School District 12","Early Childhood Education Center","0","0","0","0","0","21","21"
"2126112","2120012","Regional School District 12","Shepaug Valley High School","*","*","6","8","0","327","347"
"2125112","2120012","Regional School District 12","Shepaug Valley Middle School","*","8","*","9","0","224","244"
"2120112","2120012","Regional School District 12","The Burnham School","*","*","0","0","0","91","94"
"2120412","2120012","Regional School District 12","Washington Primary School","0","*","*","7","0","171","184"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","*","*","6","10","0","546","569"
"2130212","2130012","Regional School District 13","Francis E. Korn School","*","*","*","14","0","177","199"
"2135112","2130012","Regional School District 13","Frank Ward Strong School","*","6","*","*","0","338","350"
"2130112","2130012","Regional School District 13","Frederick Brewster School","*","6","*","10","0","289","309"
"2130512","2130012","Regional School District 13","John Lyman School","0","13","*","*","0","324","346"
"2130412","2130012","Regional School District 13","Middlefield Memorial School","0","*","*","8","0","335","353"
"2140112","2140012","Regional School District 14","Bethlehem Elementary School","*","7","*","11","0","360","380"
"2148012","2140012","Regional School District 14","Integrated Star Preschool Program","0","0","0","0","0","10","10"
"2140212","2140012","Regional School District 14","Mitchell Elementary School","*","8","*","12","0","381","407"
"2146112","2140012","Regional School District 14","Nonnewaug High School","*","*","10","17","0","806","843"
"2145112","2140012","Regional School District 14","Woodbury Middle School","0","*","*","14","0","467","487"
"2150412","2150012","Regional School District 15","Gainfield Elementary School","0","31","*","*","0","389","440"
"2150712","2150012","Regional School District 15","Long Meadow Elementary School","0","22","7","15","0","573","617"
"2155212","2150012","Regional School District 15","Memorial Middle School","*","9","*","11","0","490","519"
"2150612","2150012","Regional School District 15","Middlebury Elementary School","0","11","*","*","0","440","467"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","9","30","14","29","0","1322","1404"
"2150512","2150012","Regional School District 15","Pomperaug School","*","29","*","16","0","480","531"
"2155112","2150012","Regional School District 15","Rochambeau Middle School","*","32","*","11","0","510","566"
"2160312","2160012","Regional School District 16","Algonquin School","0","6","10","6","0","457","479"
"2160212","2160012","Regional School District 16","Community School","0","*","*","*","0","248","256"
"2160112","2160012","Regional School District 16","Laurel Ledge School","0","*","*","21","0","436","468"
"2165112","2160012","Regional School District 16","Long River Middle School","*","*","17","18","0","583","621"
"2166012","2160012","Regional School District 16","Woodland Regional High School","*","*","23","20","0","734","784"
"2170212","2170012","Regional School District 17","Burr District Elementary School","0","6","*","*","0","283","294"
"2170112","2170012","Regional School District 17","Haddam Elementary School","0","*","*","*","0","258","267"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","*","10","*","6","0","694","716"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","*","19","*","12","0","770","812"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","0","*","*","*","0","443","453"
"2180312","2180012","Regional School District 18","Center School","*","12","0","*","0","223","239"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","0","*","*","*","0","152","157"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","0","10","*","*","0","425","445"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","0","13","*","*","0","312","336"
"2180212","2180012","Regional School District 18","Mile Creek School","*","12","*","11","0","257","285"
"2196112","2190012","Regional School District 19","E. O. Smith High School","7","58","29","43","0","1033","1170"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","*","21","*","*","0","402","429"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","0","34","*","*","0","377","431"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","0","27","6","18","0","697","748"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","*","12","0","*","0","346","369"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","*","22","*","20","0","408","455"
"1186111","1180011","Ridgefield School District","Ridgefield High School","*","56","*","48","0","1657","1780"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","0","*","*","15","0","363","395"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","0","*","*","20","0","553","592"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","0","*","*","14","0","308","337"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","0","60","26","40","0","469","595"
"1190211","1190011","Rocky Hill School District","Dr. Oran A. Moser School","0","10","*","*","0","60","76"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","0","55","23","43","0","397","518"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","*","52","*","53","0","637","776"
"1190511","1190011","Rocky Hill School District","West Hill School","*","132","*","22","0","481","648"
"1210111","1210011","Salem School District","Salem Elementary School","*","24","14","*","0","474","520"
"1220111","1220011","Salisbury School District","Salisbury Central School","0","7","17","7","0","288","319"
"1230111","1230011","Scotland School District","Scotland Elementary School","0","0","*","*","0","182","190"
"1240311","1240011","Seymour School District","Anna L. Lopresti School","*","*","28","38","0","244","320"
"1240111","1240011","Seymour School District","Bungay School","*","24","*","34","0","508","576"
"1240411","1240011","Seymour School District","Paul E. Chatfield School","*","*","7","15","0","279","309"
"1246111","1240011","Seymour School District","Seymour High School","*","23","*","49","0","696","793"
"1245111","1240011","Seymour School District","Seymour Middle School","0","18","27","51","0","474","570"
"1250111","1250011","Sharon School District","Sharon Center School","0","*","*","*","0","190","196"
"1260911","1260011","Shelton School District","Mohegan School","*","26","*","15","0","585","639"
"1261011","1260011","Shelton School District","Booth Hill School","*","26","*","12","0","459","502"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","0","27","6","24","0","548","605"
"1265111","1260011","Shelton School District","Intermediate School","*","34","*","65","0","749","875"
"1260411","1260011","Shelton School District","Lafayette School","*","*","37","63","0","242","364"
"1260811","1260011","Shelton School District","Long Hill School","*","44","*","53","0","496","618"
"1266111","1260011","Shelton School District","Shelton High School","6","68","57","112","0","1410","1653"
"1260611","1260011","Shelton School District","Sunnyside School","*","29","*","27","0","216","291"
"1270111","1270011","Sherman School District","Sherman School","*","8","7","*","0","436","458"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","0","26","77","68","0","58","229"
"1280111","1280011","Simsbury School District","Central School","*","*","25","23","0","375","443"
"1285111","1280011","Simsbury School District","Henry James Memorial School","*","31","29","*","0","748","838"
"1280611","1280011","Simsbury School District","Latimer Lane School","*","32","17","*","0","458","523"
"1286111","1280011","Simsbury School District","Simsbury High School","*","71","52","*","0","1388","1562"
"1280711","1280011","Simsbury School District","Squadron Line School","*","45","26","*","0","686","778"
"1280311","1280011","Simsbury School District","Tariffville School","*","15","26","*","0","203","257"
"1280411","1280011","Simsbury School District","Tootin' Hills School","0","21","11","18","0","481","531"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","0","7","13","9","0","395","424"
"1290411","1290011","Somers School District","Somers Elementary School","0","11","17","11","0","676","715"
"1296111","1290011","Somers School District","Somers High School","0","7","11","12","0","547","577"
"1320211","1320011","South Windsor School District","Pleasant Valley School","*","45","34","*","0","331","445"
"1320711","1320011","South Windsor School District","Eli Terry School","*","31","25","*","0","352","433"
"1320611","1320011","South Windsor School District","Orchard Hill School","*","55","*","22","0","370","468"
"1320111","1320011","South Windsor School District","Philip R. Smith School","0","41","27","20","0","327","415"
"1326211","1320011","South Windsor School District","South Windsor High School","*","102","95","*","0","1338","1613"
"1325111","1320011","South Windsor School District","Timothy Edwards School","*","89","58","*","0","914","1114"
"1320411","1320011","South Windsor School District","Wapping Elementary School","0","25","24","26","0","232","307"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","*","21","*","30","0","740","808"
"1311511","1310011","Southington School District","Derynoski Elementary School","*","20","*","28","0","633","691"
"1311311","1310011","Southington School District","Flanders Elementary School","*","11","*","33","0","272","322"
"1310211","1310011","Southington School District","Hatton Elementary School","*","*","15","27","0","381","434"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","*","*","24","45","0","661","752"
"1310611","1310011","Southington School District","Plantsville Elementary School","*","*","*","6","0","198","213"
"1310711","1310011","Southington School District","South End Elementary School","0","6","7","8","0","191","212"
"1316211","1310011","Southington School District","Southington High School","*","64","*","76","0","1908","2098"
"1310811","1310011","Southington School District","Strong Elementary School","*","13","13","*","0","424","460"
"1310911","1310011","Southington School District","Thalberg Elementary School","*","29","*","13","0","376","423"
"1311411","1310011","Southington School District","Urbin T. Kelley School","0","23","7","12","0","371","413"
"1330111","1330011","Sprague School District","Sayles School","*","*","25","30","0","287","354"
"1340611","1340011","Stafford School District","Stafford Elementary School","*","*","7","17","0","517","549"
"1346111","1340011","Stafford School District","Stafford High School","0","13","10","12","0","512","547"
"1345211","1340011","Stafford School District","Stafford Middle School","0","*","*","11","0","402","424"
"1340311","1340011","Stafford School District","Staffordville School","*","*","*","13","0","166","189"
"1340411","1340011","Stafford School District","West Stafford School","*","7","*","6","0","178","194"
"2826013","2820013","Stamford Academy District","Stamford Academy","0","0","87","37","0","7","131"
"1355611","1350011","Stamford School District","Cloonan School","0","43","119","166","0","246","574"
"1352011","1350011","Stamford School District","Davenport Ridge School","0","25","154","117","0","215","511"
"1355311","1350011","Stamford School District","Dolan School","0","22","159","229","0","226","636"
"1352211","1350011","Stamford School District","Hart School","0","34","121","176","0","95","426"
"1351211","1350011","Stamford School District","Julia A. Stark School","0","36","173","242","0","145","596"
"1350511","1350011","Stamford School District","K. T. Murphy School","0","41","83","277","0","139","540"
"1350611","1350011","Stamford School District","Newfield School","0","65","83","142","0","339","629"
"1351811","1350011","Stamford School District","Northeast School","*","*","97","257","0","371","794"
"1358011","1350011","Stamford School District","Preschool Team","0","*","*","22","0","30","64"
"1355811","1350011","Stamford School District","Rippowam Middle School","0","48","168","219","0","311","746"
"1350811","1350011","Stamford School District","Rogers International School","0","29","96","228","0","180","533"
"1350911","1350011","Stamford School District","Roxbury School","0","54","150","178","0","280","662"
"1355711","1350011","Stamford School District","Scofield Middle School","*","*","121","167","0","268","615"
"1351111","1350011","Stamford School District","Springdale School","*","*","75","232","0","229","572"
"1356111","1350011","Stamford School District","Stamford High School","0","95","431","430","0","706","1662"
"1352111","1350011","Stamford School District","Stillmeadow School","*","*","109","219","0","234","627"
"1356411","1350011","Stamford School District","The Academy of Information Technology","0","37","126","150","0","292","605"
"1351911","1350011","Stamford School District","Toquam Magnet School","0","47","115","143","0","182","487"
"1355511","1350011","Stamford School District","Turn of River School","*","*","92","215","0","251","595"
"1356311","1350011","Stamford School District","Westhill High School","0","112","552","741","0","934","2339"
"1351411","1350011","Stamford School District","Westover School","0","88","137","147","0","276","648"
"1360311","1360011","Sterling School District","Sterling Community School","9","*","*","14","0","479","513"
"1370511","1370011","Stonington School District","Deans Mill School","*","22","*","15","0","472","519"
"1375211","1370011","Stonington School District","Mystic Middle School","*","20","*","9","0","380","419"
"1375111","1370011","Stonington School District","Pawcatuck Middle School","10","14","25","6","0","307","362"
"1378011","1370011","Stonington School District","Special Needs Preschool Program","0","0","*","*","0","13","15"
"1376111","1370011","Stonington School District","Stonington High School","17","22","20","26","0","699","784"
"1370411","1370011","Stonington School District","West Broad Street School","*","*","8","*","0","160","178"
"1370611","1370011","Stonington School District","West Vine Street School","*","7","*","7","0","209","231"
"1381311","1380011","Stratford School District","Eli Whitney School","*","*","106","91","0","307","518"
"1386211","1380011","Stratford School District","Bunnell High School","7","33","257","225","0","790","1312"
"1380311","1380011","Stratford School District","Chapel School","*","*","115","70","0","320","531"
"1385211","1380011","Stratford School District","David Wooster Middle School","*","*","150","99","0","300","571"
"1380411","1380011","Stratford School District","Franklin School","*","*","91","95","0","159","358"
"1385311","1380011","Stratford School District","Harry B. Flood Middle School","*","*","122","138","0","331","608"
"1380811","1380011","Stratford School District","Lordship School","*","*","58","42","0","109","216"
"1380911","1380011","Stratford School District","Nichols School","*","*","78","106","0","199","398"
"1381011","1380011","Stratford School District","Second Hill Lane School","7","30","115","173","0","378","703"
"1381511","1380011","Stratford School District","Stratford Academy - Johnson House","*","*","184","84","0","399","689"
"1386111","1380011","Stratford School District","Stratford High School","*","*","303","196","0","458","988"
"1389011","1380011","Stratford School District","Strive-Stratford","0","0","*","*","0","9","11"
"1381411","1380011","Stratford School District","Wilcoxson School","0","12","85","93","0","206","396"
"1390411","1390011","Suffield School District","A. Ward Spaulding School","*","8","*","15","0","513","544"
"1390311","1390011","Suffield School District","McAlister Intermediate School","0","18","10","15","0","530","573"
"1396111","1390011","Suffield School District","Suffield High School","0","14","24","14","0","785","837"
"1395111","1390011","Suffield School District","Suffield Middle School","*","*","13","13","0","579","615"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","0","*","180","77","0","*","262"
"9026122","9020022","The Gilbert School District","The Gilbert School","*","*","12","32","0","353","400"
"1400111","1400011","Thomaston School District","Black Rock School","0","*","*","*","0","374","382"
"1400211","1400011","Thomaston School District","Thomaston Center School","0","*","*","*","0","274","282"
"1406211","1400011","Thomaston School District","Thomaston High School","0","*","*","9","0","539","555"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","7","9","10","17","0","495","538"
"1415111","1410011","Thompson School District","Thompson Middle School","11","6","6","10","0","426","459"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","*","*","*","10","0","375","392"
"1420111","1420011","Tolland School District","Birch Grove Primary School","*","24","*","18","0","657","716"
"1426111","1420011","Tolland School District","Tolland High School","*","24","15","*","0","845","899"
"1420211","1420011","Tolland School District","Tolland Intermediate School","*","25","21","*","0","700","761"
"1425111","1420011","Tolland School District","Tolland Middle School","*","35","14","*","0","714","771"
"1430111","1430011","Torrington School District","East School","*","*","23","28","0","395","460"
"1430211","1430011","Torrington School District","Forbes School","0","13","26","87","0","271","397"
"1430811","1430011","Torrington School District","Southwest School","*","*","14","48","0","219","295"
"1430911","1430011","Torrington School District","Torringford School","0","27","37","50","0","555","669"
"1436111","1430011","Torrington School District","Torrington High School","*","*","86","150","0","959","1241"
"1435111","1430011","Torrington School District","Torrington Middle School","*","*","65","151","0","856","1114"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","*","*","45","119","0","284","459"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","0","0","94","50","0","6","150"
"1440111","1440011","Trumbull School District","Booth Hill School","*","30","16","*","0","447","514"
"1440811","1440011","Trumbull School District","Daniels Farm School","0","27","8","18","0","442","495"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","0","69","27","52","0","470","618"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","*","31","*","36","0","661","755"
"1440411","1440011","Trumbull School District","Jane Ryan School","0","20","9","24","0","364","417"
"1445111","1440011","Trumbull School District","Madison Middle School","0","54","45","51","0","702","852"
"1440311","1440011","Trumbull School District","Middlebrook School","*","26","*","44","0","369","466"
"1440911","1440011","Trumbull School District","Tashua School","0","27","7","16","0","412","462"
"1448011","1440011","Trumbull School District","Trumbull Early Childhood Education Center","0","18","8","33","0","173","232"
"1446111","1440011","Trumbull School District","Trumbull High School","*","*","115","128","0","1789","2123"
"3361715","3360015","Unified School District #1","Bergin Correctional Institution","0","0","18","14","0","7","39"
"3360115","3360015","Unified School District #1","Bridgeport Correctional Center","0","0","*","9","0","*","18"
"3360215","3360015","Unified School District #1","Brooklyn Correctional Institution","0","0","*","*","0","0","6"
"3360315","3360015","Unified School District #1","Cheshire Correctional Institution","0","0","16","*","0","*","30"
"3362415","3360015","Unified School District #1","Corrigan/Radgowski Correctional Institution","0","0","20","9","0","7","36"
"3360415","3360015","Unified School District #1","Enfield Correctional Institution","0","0","12","*","0","*","19"
"3361915","3360015","Unified School District #1","Garner Correctional Institution","0","0","6","*","0","*","15"
"3360515","3360015","Unified School District #1","Gates Correctional Institution","0","0","17","*","0","*","30"
"3360615","3360015","Unified School District #1","Hartford Correctional Center","0","0","34","32","0","6","72"
"3362215","3360015","Unified School District #1","MacDougall/Walker Correctional Institution","0","0","40","20","0","9","69"
"3361115","3360015","Unified School District #1","Manson Youth Institution","*","0","269","147","0","*","464"
"3360915","3360015","Unified School District #1","New Haven Correctional Center","0","0","*","10","0","*","22"
"3362615","3360015","Unified School District #1","Northern Correctional Institution","0","0","9","*","0","*","19"
"3361215","3360015","Unified School District #1","Osborn Correctional Institution","0","0","14","17","0","8","39"
"3361315","3360015","Unified School District #1","Robinson Correctional Institution","0","0","27","*","0","*","41"
"3361415","3360015","Unified School District #1","Webster Correctional Institution","0","*","11","*","0","0","17"
"3361515","3360015","Unified School District #1","Willard/Cybulski Correctional Institution","0","*","8","11","0","*","23"
"3362515","3360015","Unified School District #1","York Correctional Institution","0","*","24","18","0","*","59"
"3470115","3470015","Unified School District #2","Children's Place School","0","0","14","15","0","11","40"
"3476515","3470015","Unified School District #2","High Meadows","0","0","7","11","0","7","25"
"3470315","3470015","Unified School District #2","Riverview School","0","*","20","*","0","23","60"
"3476715","3470015","Unified School District #2","Walter G. Cady School","0","0","44","28","0","14","86"
"1450111","1450011","Union School District","Union Elementary School","0","0","*","*","0","75","78"
"1460311","1460011","Vernon School District","Northeast School","*","*","26","41","0","201","289"
"1461411","1460011","Vernon School District","Center Road School","*","*","39","34","0","373","468"
"1460111","1460011","Vernon School District","Lake Street School","*","*","31","17","0","223","286"
"1460211","1460011","Vernon School District","Maple Street School","*","*","58","65","0","129","265"
"1469011","1460011","Vernon School District","Next Step Program (AACBP)","0","*","*","*","0","6","10"
"1466111","1460011","Vernon School District","Rockville High School","*","*","133","80","0","887","1165"
"1461011","1460011","Vernon School District","Skinner Road School","*","*","47","37","0","200","313"
"1465111","1460011","Vernon School District","Vernon Center Middle School","*","*","91","73","0","572","787"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","10","7","8","11","0","270","306"
"1480211","1480011","Wallingford School District","Highland School","0","16","8","11","0","283","318"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","0","0","0","*","0","*","18"
"1481011","1480011","Wallingford School District","Cook Hill School","0","16","17","22","0","360","415"
"1485211","1480011","Wallingford School District","Dag Hammarskjold Middle School","*","28","*","82","0","587","718"
"1480911","1480011","Wallingford School District","Evarts C. Stevens School","*","16","19","69","*","316","423"
