"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"1395111","1390011","Suffield School District","Suffield Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1395111","1390011","Suffield School District","Suffield Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1395111","1390011","Suffield School District","Suffield Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1395111","1390011","Suffield School District","Suffield Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","ELA","N","276","223","80.8","223","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","ELA","Y","8","7","*","7","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","Math","N","277","229","82.7","229","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1400111","1400011","Thomaston School District","Black Rock School","ELA","N","61","60","98.4","60","15","25.0","16","26.7","19","31.7","*","*","*","*"
"1400111","1400011","Thomaston School District","Black Rock School","Math","N","61","61","100.0","61","10","16.4","27","44.3","16","26.2","*","*","*","*"
"1400211","1400011","Thomaston School District","Thomaston Center School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1400211","1400011","Thomaston School District","Thomaston Center School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1400211","1400011","Thomaston School District","Thomaston Center School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1400211","1400011","Thomaston School District","Thomaston Center School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1406211","1400011","Thomaston School District","Thomaston High School","ELA","N","203","199","98.0","199","20","10.1","56","28.1","86","43.2","37","18.6","123","61.8"
"1406211","1400011","Thomaston School District","Thomaston High School","Math","N","203","200","98.5","199","66","33.2","54","27.1","51","25.6","28","14.1","79","39.7"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1415111","1410011","Thompson School District","Thompson Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1415111","1410011","Thompson School District","Thompson Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1415111","1410011","Thompson School District","Thompson Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1415111","1410011","Thompson School District","Thompson Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1420311","1420011","Tolland School District","TALC","ELA","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1420311","1420011","Tolland School District","TALC","Math","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1426111","1420011","Tolland School District","Tolland High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1426111","1420011","Tolland School District","Tolland High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1426111","1420011","Tolland School District","Tolland High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1426111","1420011","Tolland School District","Tolland High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1420211","1420011","Tolland School District","Tolland Intermediate School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1420211","1420011","Tolland School District","Tolland Intermediate School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1420211","1420011","Tolland School District","Tolland Intermediate School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1420211","1420011","Tolland School District","Tolland Intermediate School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1425111","1420011","Tolland School District","Tolland Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1425111","1420011","Tolland School District","Tolland Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1425111","1420011","Tolland School District","Tolland Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1425111","1420011","Tolland School District","Tolland Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1430111","1430011","Torrington School District","East School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1430111","1430011","Torrington School District","East School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1430111","1430011","Torrington School District","East School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1430111","1430011","Torrington School District","East School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1430211","1430011","Torrington School District","Forbes School","ELA","N","160","159","99.4","159","42","26.4","*","*","50","31.4","*","*","*","*"
"1430211","1430011","Torrington School District","Forbes School","ELA","Y","24","22","91.7","22","11","50.0","*","*","6","27.3","*","*","*","*"
"1430211","1430011","Torrington School District","Forbes School","Math","N","160","158","98.8","158","51","32.3","*","*","*","*","*","*","*","*"
"1430211","1430011","Torrington School District","Forbes School","Math","Y","25","25","100.0","25","18","72.0","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","ELA","N","10","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","Math","N","10","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1430811","1430011","Torrington School District","Southwest School","ELA","N","141","140","99.3","140","*","*","*","*","*","*","*","*","*","*"
"1430811","1430011","Torrington School District","Southwest School","ELA","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"1430811","1430011","Torrington School District","Southwest School","Math","N","141","140","99.3","140","*","*","*","*","*","*","*","*","*","*"
"1430811","1430011","Torrington School District","Southwest School","Math","Y","15","15","*","15","*","*","*","*","*","*","*","*","*","*"
"1430911","1430011","Torrington School District","Torringford School","ELA","N","304","301","99.0","300","*","*","64","21.3","*","*","81","27.0","*","*"
"1430911","1430011","Torrington School District","Torringford School","ELA","Y","23","23","100.0","23","*","*","10","43.5","*","*","0","0.0","*","*"
"1430911","1430011","Torrington School District","Torringford School","Math","N","304","301","99.0","301","75","24.9","129","42.9","*","*","*","*","*","*"
"1430911","1430011","Torrington School District","Torringford School","Math","Y","23","23","100.0","23","13","56.5","*","*","*","*","0","0.0","*","*"
"1436111","1430011","Torrington School District","Torrington High School","ELA","N","225","182","80.9","179","*","*","*","*","*","*","*","*","*","*"
"1436111","1430011","Torrington School District","Torrington High School","ELA","Y","12","11","*","11","*","*","*","*","*","*","*","*","*","*"
"1436111","1430011","Torrington School District","Torrington High School","Math","N","225","172","76.4","172","*","*","*","*","*","*","*","*","*","*"
"1436111","1430011","Torrington School District","Torrington High School","Math","Y","12","11","*","11","*","*","*","*","*","*","*","*","*","*"
"1435111","1430011","Torrington School District","Torrington Middle School","ELA","N","951","896","94.2","893","231","25.9","269","30.1","327","36.6","66","7.4","393","44.0"
"1435111","1430011","Torrington School District","Torrington Middle School","ELA","Y","46","38","82.6","38","25","65.8","13","34.2","0","0.0","0","0.0","0","0.0"
"1435111","1430011","Torrington School District","Torrington Middle School","Math","N","951","881","92.6","881","407","46.2","288","32.7","*","*","*","*","*","*"
"1435111","1430011","Torrington School District","Torrington Middle School","Math","Y","46","43","93.5","42","34","81.0","*","*","*","*","0","0.0","*","*"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","ELA","N","169","166","98.2","166","33","19.9","44","26.5","*","*","*","*","89","53.6"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","ELA","Y","36","35","97.2","35","14","40.0","13","37.1","*","*","*","*","8","22.9"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","Math","N","170","167","98.2","167","43","25.7","69","41.3","*","*","*","*","*","*"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","Math","Y","36","36","100.0","36","20","55.6","*","*","*","*","0","0.0","*","*"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","ELA","N","133","132","99.2","131","84","64.1","29","22.1","*","*","*","*","18","13.7"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","Math","N","133","131","98.5","131","108","82.4","16","12.2","*","*","*","*","7","5.3"
"1440111","1440011","Trumbull School District","Booth Hill School","ELA","N","252","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440111","1440011","Trumbull School District","Booth Hill School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440111","1440011","Trumbull School District","Booth Hill School","Math","N","252","251","99.6","251","*","*","*","*","*","*","*","*","*","*"
"1440111","1440011","Trumbull School District","Booth Hill School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1440811","1440011","Trumbull School District","Daniels Farm School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440811","1440011","Trumbull School District","Daniels Farm School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440811","1440011","Trumbull School District","Daniels Farm School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440811","1440011","Trumbull School District","Daniels Farm School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","ELA","N","296","294","99.3","294","*","*","*","*","*","*","*","*","*","*"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","Math","N","296","294","99.3","294","*","*","*","*","*","*","*","*","*","*"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","ELA","N","737","697","94.6","693","*","*","*","*","*","*","*","*","*","*"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","Math","N","737","693","94.0","692","*","*","*","*","*","*","*","*","*","*"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1440411","1440011","Trumbull School District","Jane Ryan School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440411","1440011","Trumbull School District","Jane Ryan School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440411","1440011","Trumbull School District","Jane Ryan School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440411","1440011","Trumbull School District","Jane Ryan School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1445111","1440011","Trumbull School District","Madison Middle School","ELA","N","772","707","91.6","707","*","*","*","*","*","*","*","*","*","*"
"1445111","1440011","Trumbull School District","Madison Middle School","ELA","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1445111","1440011","Trumbull School District","Madison Middle School","Math","N","772","708","91.7","708","*","*","*","*","*","*","*","*","*","*"
"1445111","1440011","Trumbull School District","Madison Middle School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1440311","1440011","Trumbull School District","Middlebrook School","ELA","N","269","266","98.9","266","*","*","*","*","*","*","*","*","*","*"
"1440311","1440011","Trumbull School District","Middlebrook School","ELA","Y","10","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1440311","1440011","Trumbull School District","Middlebrook School","Math","N","269","266","98.9","266","*","*","*","*","*","*","*","*","*","*"
"1440311","1440011","Trumbull School District","Middlebrook School","Math","Y","10","10","*","10","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440911","1440011","Trumbull School District","Tashua School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440911","1440011","Trumbull School District","Tashua School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440911","1440011","Trumbull School District","Tashua School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440911","1440011","Trumbull School District","Tashua School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","ELA","N","8","*","*","*","*","*","*","*","*","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","Math","N","9","*","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","ELA","N","20","15","75.0","8","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Math","N","20","12","60.0","7","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","ELA","N","*","*","*","*","*","*","*","*","0","0.0","0","0.0","0","0.0"
"3476715","3470015","Unified School District #2","Walter G. Cady School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","Math","N","*","*","*","*","*","*","*","*","0","0.0","0","0.0","0","0.0"
"3476715","3470015","Unified School District #2","Walter G. Cady School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1450111","1450011","Union School District","Union Elementary School","ELA","N","54","54","100.0","54","*","*","15","27.8","24","44.4","*","*","*","*"
"1450111","1450011","Union School District","Union Elementary School","Math","N","54","54","100.0","54","9","16.7","16","29.6","18","33.3","11","20.4","29","53.7"
"1460311","1460011","Vernon School District","Northeast School","ELA","N","119","119","100.0","119","*","*","27","22.7","40","33.6","26","21.8","66","55.5"
"1460311","1460011","Vernon School District","Northeast School","Math","N","119","119","100.0","119","28","23.5","46","38.7","36","30.3","*","*","*","*"
"1461411","1460011","Vernon School District","Center Road School","ELA","N","235","226","96.2","226","*","*","*","*","*","*","*","*","*","*"
"1461411","1460011","Vernon School District","Center Road School","ELA","Y","19","17","*","17","*","*","*","*","*","*","*","*","*","*"
"1461411","1460011","Vernon School District","Center Road School","Math","N","235","223","94.9","223","*","*","*","*","*","*","*","*","*","*"
"1461411","1460011","Vernon School District","Center Road School","Math","Y","19","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1460111","1460011","Vernon School District","Lake Street School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1460111","1460011","Vernon School District","Lake Street School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1460111","1460011","Vernon School District","Lake Street School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1460111","1460011","Vernon School District","Lake Street School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1460511","1460011","Vernon School District","Loveland Hill School","ELA","N","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1460511","1460011","Vernon School District","Loveland Hill School","Math","N","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"1460211","1460011","Vernon School District","Maple Street School","ELA","N","119","115","96.6","115","43","37.4","39","33.9","21","18.3","12","10.4","33","28.7"
"1460211","1460011","Vernon School District","Maple Street School","Math","N","119","115","96.6","115","73","63.5","33","28.7","*","*","*","*","9","7.8"
"1466111","1460011","Vernon School District","Rockville High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1461011","1460011","Vernon School District","Skinner Road School","ELA","N","139","136","97.8","136","*","*","*","*","*","*","*","*","*","*"
"1461011","1460011","Vernon School District","Skinner Road School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"1461011","1460011","Vernon School District","Skinner Road School","Math","N","139","135","97.1","135","*","*","*","*","*","*","*","*","*","*"
"1461011","1460011","Vernon School District","Skinner Road School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"1465111","1460011","Vernon School District","Vernon Center Middle School","ELA","N","635","623","98.1","623","*","*","*","*","*","*","*","*","*","*"
"1465111","1460011","Vernon School District","Vernon Center Middle School","ELA","Y","22","19","86.4","19","*","*","*","*","*","*","*","*","*","*"
"1465111","1460011","Vernon School District","Vernon Center Middle School","Math","N","635","623","98.1","623","192","30.8","*","*","139","22.3","*","*","*","*"
"1465111","1460011","Vernon School District","Vernon Center Middle School","Math","Y","22","20","90.9","20","15","75.0","*","*","0","0.0","*","*","*","*"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","ELA","N","9","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","Math","N","9","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","ELA","N","664","655","98.6","655","*","*","*","*","*","*","*","*","*","*"
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","ELA","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","Math","N","665","654","98.3","654","*","*","*","*","*","*","*","*","*","*"
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","Math","Y","18","18","*","18","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","ELA","N","10","9","*","9","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Math","N","10","9","*","9","*","*","*","*","*","*","*","*","*","*"
"1489211","1480011","Wallingford School District","Harvest Park","ELA","N","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1489211","1480011","Wallingford School District","Harvest Park","Math","N","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","ELA","N","675","653","96.7","653","139","21.3","203","31.1","*","*","*","*","*","*"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","ELA","Y","28","24","85.7","24","15","62.5","*","*","*","*","0","0.0","*","*"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","Math","N","675","657","97.3","657","156","23.7","217","33.0","*","*","*","*","*","*"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","Math","Y","28","28","100.0","28","13","46.4","13","46.4","*","*","*","*","*","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","ELA","N","229","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Math","N","229","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1480311","1480011","Wallingford School District","Parker Farms School","ELA","N","247","243","98.4","243","37","15.2","46","18.9","96","39.5","64","26.3","160","65.8"
"1480311","1480011","Wallingford School District","Parker Farms School","ELA","Y","40","38","95.0","38","23","60.5","8","21.1","7","18.4","0","0.0","7","18.4"
"1480311","1480011","Wallingford School District","Parker Farms School","Math","N","247","242","98.0","242","42","17.4","82","33.9","72","29.8","46","19.0","118","48.8"
"1480311","1480011","Wallingford School District","Parker Farms School","Math","Y","40","40","100.0","40","23","57.5","10","25.0","7","17.5","0","0.0","7","17.5"
"1481211","1480011","Wallingford School District","Pond Hill School","ELA","N","329","327","99.4","327","*","*","77","23.5","*","*","82","25.1","*","*"
"1481211","1480011","Wallingford School District","Pond Hill School","ELA","Y","32","31","96.9","31","*","*","18","58.1","*","*","0","0.0","*","*"
"1481211","1480011","Wallingford School District","Pond Hill School","Math","N","329","328","99.7","328","*","*","115","35.1","93","28.4","*","*","*","*"
"1481211","1480011","Wallingford School District","Pond Hill School","Math","Y","32","32","100.0","32","13","40.6","12","37.5","*","*","*","*","7","21.9"
"1480411","1480011","Wallingford School District","Rock Hill School","ELA","N","308","306","99.4","306","*","*","64","20.9","*","*","89","29.1","*","*"
"1480411","1480011","Wallingford School District","Rock Hill School","ELA","Y","24","24","100.0","24","13","54.2","*","*","*","*","0","0.0","*","*"
"1480411","1480011","Wallingford School District","Rock Hill School","Math","N","309","307","99.4","307","59","19.2","104","33.9","*","*","*","*","*","*"
"1480411","1480011","Wallingford School District","Rock Hill School","Math","Y","24","24","100.0","24","10","41.7","*","*","*","*","0","0.0","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","ELA","N","332","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","Math","N","332","331","99.7","331","*","*","*","*","*","*","*","*","*","*"
"1480811","1480011","Wallingford School District","Yalesville School","Math","Y","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"1515211","1510011","Waterbury School District","West Side Middle School","ELA","N","795","793","99.7","792","427","53.9","213","26.9","*","*","26","3.3","*","*"
"1515211","1510011","Waterbury School District","West Side Middle School","ELA","Y","195","194","99.5","194","184","94.8","7","3.6","*","*","0","0.0","*","*"
"1515211","1510011","Waterbury School District","West Side Middle School","Math","N","799","798","99.9","798","535","67.0","184","23.1","*","*","*","*","*","*"
"1515211","1510011","Waterbury School District","West Side Middle School","Math","Y","195","193","99.0","193","184","95.3","7","3.6","*","*","*","*","*","*"
"1512311","1510011","Waterbury School District","Washington School","ELA","N","126","126","100.0","126","45","35.7","39","31.0","*","*","*","*","*","*"
"1512311","1510011","Waterbury School District","Washington School","ELA","Y","34","34","100.0","34","22","64.7","8","23.5","*","*","0","0.0","*","*"
"1512311","1510011","Waterbury School District","Washington School","Math","N","126","126","100.0","126","59","46.8","40","31.7","*","*","*","*","*","*"
"1512311","1510011","Waterbury School District","Washington School","Math","Y","34","34","100.0","34","22","64.7","11","32.4","*","*","0","0.0","*","*"
"1512111","1510011","Waterbury School District","B. W. Tinker School","ELA","N","260","258","99.2","258","85","32.9","71","27.5","*","*","*","*","*","*"
"1512111","1510011","Waterbury School District","B. W. Tinker School","ELA","Y","29","28","96.6","28","17","60.7","*","*","*","*","0","0.0","*","*"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Math","N","260","258","99.2","258","89","34.5","*","*","*","*","*","*","*","*"
"1512111","1510011","Waterbury School District","B. W. Tinker School","Math","Y","29","29","100.0","29","19","65.5","*","*","*","*","*","*","*","*"
"1510511","1510011","Waterbury School District","Bucks Hill School","ELA","N","150","150","100.0","150","80","53.3","37","24.7","*","*","*","*","*","*"
"1510511","1510011","Waterbury School District","Bucks Hill School","ELA","Y","89","57","64.0","57","49","86.0","*","*","*","*","0","0.0","*","*"
"1510511","1510011","Waterbury School District","Bucks Hill School","Math","N","150","150","100.0","150","98","65.3","*","*","11","7.3","*","*","*","*"
"1510511","1510011","Waterbury School District","Bucks Hill School","Math","Y","89","89","100.0","89","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1510611","1510011","Waterbury School District","Bunker Hill School","ELA","N","202","201","99.5","201","87","43.3","*","*","*","*","15","7.5","*","*"
"1510611","1510011","Waterbury School District","Bunker Hill School","ELA","Y","23","22","95.7","22","18","81.8","*","*","*","*","0","0.0","*","*"
"1510611","1510011","Waterbury School District","Bunker Hill School","Math","N","202","201","99.5","201","115","57.2","*","*","24","11.9","*","*","*","*"
"1510611","1510011","Waterbury School District","Bunker Hill School","Math","Y","22","22","100.0","22","*","*","*","*","0","0.0","0","0.0","0","0.0"
"1512711","1510011","Waterbury School District","Carrington School","ELA","N","250","249","99.6","249","103","41.4","*","*","*","*","21","8.4","*","*"
"1512711","1510011","Waterbury School District","Carrington School","ELA","Y","24","24","100.0","24","15","62.5","*","*","*","*","0","0.0","*","*"
"1512711","1510011","Waterbury School District","Carrington School","Math","N","250","249","99.6","249","120","48.2","75","30.1","*","*","*","*","*","*"
"1512711","1510011","Waterbury School District","Carrington School","Math","Y","24","24","100.0","24","*","*","0","0.0","*","*","0","0.0","*","*"
