"school_code","district_code","district","school","2012_13","total"
"1311311","1310011","Southington School District","Flanders Elementary School","280","280"
"1310211","1310011","Southington School District","Hatton Elementary School","458","458"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","735","735"
"1310611","1310011","Southington School District","Plantsville Elementary School","283","283"
"1310711","1310011","Southington School District","South End Elementary School","235","235"
"1316211","1310011","Southington School District","Southington High School","2037","2037"
"1310811","1310011","Southington School District","Strong Elementary School","356","356"
"1310911","1310011","Southington School District","Thalberg Elementary School","428","428"
"1311411","1310011","Southington School District","Urbin T. Kelley School","374","374"
"1330111","1330011","Sprague School District","Sayles School","370","370"
"1340611","1340011","Stafford School District","Stafford Elementary School","477","477"
"1346111","1340011","Stafford School District","Stafford High School","480","480"
"1345211","1340011","Stafford School District","Stafford Middle School","383","383"
"1340311","1340011","Stafford School District","Staffordville School","178","178"
"1340411","1340011","Stafford School District","West Stafford School","198","198"
"2826013","2820013","Stamford Academy District","Stamford Academy","138","138"
"1355611","1350011","Stamford School District","Cloonan School","597","597"
"1352011","1350011","Stamford School District","Davenport Ridge School","542","542"
"1355311","1350011","Stamford School District","Dolan School","531","531"
"1352211","1350011","Stamford School District","Hart School","587","587"
"1351211","1350011","Stamford School District","Julia A. Stark School","612","612"
"1350511","1350011","Stamford School District","K. T. Murphy School","556","556"
"1350611","1350011","Stamford School District","Newfield School","690","690"
"1351811","1350011","Stamford School District","Northeast School","686","686"
"1358011","1350011","Stamford School District","Preschool Team","48","48"
"1355811","1350011","Stamford School District","Rippowam Middle School","654","654"
"1350811","1350011","Stamford School District","Rogers International School","823","823"
"1350911","1350011","Stamford School District","Roxbury School","647","647"
"1355711","1350011","Stamford School District","Scofield Middle School","624","624"
"1351111","1350011","Stamford School District","Springdale School","654","654"
"1356111","1350011","Stamford School District","Stamford High School","1952","1952"
"1352111","1350011","Stamford School District","Stillmeadow School","767","767"
"1356411","1350011","Stamford School District","The Academy of Information Technology","684","684"
"1351911","1350011","Stamford School District","Toquam Magnet School","680","680"
"1355511","1350011","Stamford School District","Turn of River School","578","578"
"1356311","1350011","Stamford School District","Westhill High School","2130","2130"
"1351411","1350011","Stamford School District","Westover School","716","716"
"1360311","1360011","Sterling School District","Sterling Community School","498","498"
"1370511","1370011","Stonington School District","Deans Mill School","485","485"
"1375211","1370011","Stonington School District","Mystic Middle School","416","416"
"1375111","1370011","Stonington School District","Pawcatuck Middle School","332","332"
"1376111","1370011","Stonington School District","Stonington High School","771","771"
"1370411","1370011","Stonington School District","West Broad Street School","131","131"
"1370611","1370011","Stonington School District","West Vine Street School","210","210"
"1381311","1380011","Stratford School District","Eli Whitney School","520","520"
"1386211","1380011","Stratford School District","Bunnell High School","1210","1210"
"1380311","1380011","Stratford School District","Chapel School","555","555"
"1385211","1380011","Stratford School District","David Wooster Middle School","529","529"
"1380411","1380011","Stratford School District","Franklin School","293","293"
"1385311","1380011","Stratford School District","Harry B. Flood Middle School","556","556"
"1381611","1380011","Stratford School District","Honeyspot School","218","218"
"1380811","1380011","Stratford School District","Lordship School","232","232"
"1380911","1380011","Stratford School District","Nichols School","437","437"
"1381011","1380011","Stratford School District","Second Hill Lane School","678","678"
"1389111","1380011","Stratford School District","Secondary STEPS Program","13","13"
"1381511","1380011","Stratford School District","Stratford Academy - Johnson House","470","470"
"1386111","1380011","Stratford School District","Stratford High School","1075","1075"
"1389011","1380011","Stratford School District","Strive-Stratford","17","17"
"1381411","1380011","Stratford School District","Wilcoxson School","376","376"
"1390411","1390011","Suffield School District","A. Ward Spaulding School","444","444"
"1390311","1390011","Suffield School District","McAlister Intermediate School","541","541"
"1396111","1390011","Suffield School District","Suffield High School","860","860"
"1395111","1390011","Suffield School District","Suffield Middle School","599","599"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","276","276"
"9026122","9020022","The Gilbert School District","The Gilbert School","505","505"
"1400111","1400011","Thomaston School District","Black Rock School","310","310"
"1400211","1400011","Thomaston School District","Thomaston Center School","256","256"
"1406211","1400011","Thomaston School District","Thomaston High School","438","438"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","471","471"
"1415111","1410011","Thompson School District","Thompson Middle School","380","380"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","302","302"
"1420111","1420011","Tolland School District","Birch Grove Primary School","582","582"
"1426111","1420011","Tolland School District","Tolland High School","900","900"
"1420211","1420011","Tolland School District","Tolland Intermediate School","666","666"
"1425111","1420011","Tolland School District","Tolland Middle School","688","688"
"1430111","1430011","Torrington School District","East School","392","392"
"1430211","1430011","Torrington School District","Forbes School","395","395"
"1430811","1430011","Torrington School District","Southwest School","328","328"
"1430911","1430011","Torrington School District","Torringford School","610","610"
"1436111","1430011","Torrington School District","Torrington High School","1101","1101"
"1435111","1430011","Torrington School District","Torrington Middle School","1056","1056"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","473","473"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","168","168"
"1440111","1440011","Trumbull School District","Booth Hill School","526","526"
"1440811","1440011","Trumbull School District","Daniels Farm School","468","468"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","637","637"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","777","777"
"1440411","1440011","Trumbull School District","Jane Ryan School","392","392"
"1445111","1440011","Trumbull School District","Madison Middle School","848","848"
"1440311","1440011","Trumbull School District","Middlebrook School","464","464"
"1440911","1440011","Trumbull School District","Tashua School","386","386"
"1448011","1440011","Trumbull School District","Trumbull Early Childhood Education Center","225","225"
"1446111","1440011","Trumbull School District","Trumbull High School","2195","2195"
"3360115","3360015","Unified School District #1","Bridgeport Correctional Center","17","17"
"3360215","3360015","Unified School District #1","Brooklyn Correctional Institution","*","*"
"3360315","3360015","Unified School District #1","Cheshire Correctional Institution","29","29"
"3362415","3360015","Unified School District #1","Corrigan/Radgowski Correctional Institution","21","21"
"3360415","3360015","Unified School District #1","Enfield Correctional Institution","12","12"
"3361915","3360015","Unified School District #1","Garner Correctional Institution","23","23"
"3360615","3360015","Unified School District #1","Hartford Correctional Center","38","38"
"3362215","3360015","Unified School District #1","MacDougall/Walker Correctional Institution","60","60"
"3361115","3360015","Unified School District #1","Manson Youth Institution","315","315"
"3360915","3360015","Unified School District #1","New Haven Correctional Center","17","17"
"3362615","3360015","Unified School District #1","Northern Correctional Institution","19","19"
"3361215","3360015","Unified School District #1","Osborn Correctional Institution","24","24"
"3361315","3360015","Unified School District #1","Robinson Correctional Institution","15","15"
"3361515","3360015","Unified School District #1","Willard/Cybulski Correctional Institution","12","12"
"3362515","3360015","Unified School District #1","York Correctional Institution","36","36"
"3470115","3470015","Unified School District #2","Children's Place School","23","23"
"3470315","3470015","Unified School District #2","Riverview School","56","56"
"3476715","3470015","Unified School District #2","Walter G. Cady School","88","88"
"1450111","1450011","Union School District","Union Elementary School","71","71"
"1460311","1460011","Vernon School District","Northeast School","322","322"
"1461411","1460011","Vernon School District","Center Road School","496","496"
"1460111","1460011","Vernon School District","Lake Street School","278","278"
"1460211","1460011","Vernon School District","Maple Street School","334","334"
"1469011","1460011","Vernon School District","Next Step Program (AACBP)","11","11"
"1466111","1460011","Vernon School District","Rockville High School","973","973"
"1461011","1460011","Vernon School District","Skinner Road School","332","332"
"1465111","1460011","Vernon School District","Vernon Center Middle School","699","699"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","315","315"
"1480211","1480011","Wallingford School District","Highland School","285","285"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","17","17"
"1481011","1480011","Wallingford School District","Cook Hill School","365","365"
"1485211","1480011","Wallingford School District","Dag Hammarskjold Middle School","681","681"
"1480911","1480011","Wallingford School District","Evarts C. Stevens School","360","360"
"1489211","1480011","Wallingford School District","Harvest Park","7","7"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","705","705"
"1486111","1480011","Wallingford School District","Lyman Hall High School","1135","1135"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","914","914"
"1480111","1480011","Wallingford School District","Moses Y. Beach School","350","350"
"1489111","1480011","Wallingford School District","Multi-Vocational Life Skills Program","13","13"
"1480311","1480011","Wallingford School District","Parker Farms School","327","327"
"1481211","1480011","Wallingford School District","Pond Hill School","355","355"
"1480411","1480011","Wallingford School District","Rock Hill School","364","364"
"1480811","1480011","Wallingford School District","Yalesville School","384","384"
"1515211","1510011","Waterbury School District","West Side Middle School","1057","1057"
"1512311","1510011","Waterbury School District","Washington School","350","350"
"1512111","1510011","Waterbury School District","B. W. Tinker School","563","563"
"1510511","1510011","Waterbury School District","Bucks Hill School","424","424"
"1510611","1510011","Waterbury School District","Bunker Hill School","505","505"
"1512711","1510011","Waterbury School District","Carrington School","457","457"
"1516211","1510011","Waterbury School District","Crosby High School","1463","1463"
"1510911","1510011","Waterbury School District","Driggs School","554","554"
"1511611","1510011","Waterbury School District","Duggan School","437","437"
"1519111","1510011","Waterbury School District","Enlightenment School","198","198"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","510","510"
"1512611","1510011","Waterbury School District","Gilmartin School","487","487"
"1510711","1510011","Waterbury School District","H. S. Chase School","756","756"
"1511311","1510011","Waterbury School District","Hopeville School","460","460"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","1358","1358"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","601","601"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","585","585"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","1220","1220"
"1515311","1510011","Waterbury School District","North End Middle School","1105","1105"
"1513411","1510011","Waterbury School District","Reed School","329","329"
"1512811","1510011","Waterbury School District","Regan School","254","254"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","615","615"
"1518011","1510011","Waterbury School District","Special Education Preschool","200","200"
"1512011","1510011","Waterbury School District","Sprague School","400","400"
"1519011","1510011","Waterbury School District","State Street School","84","84"
"1512211","1510011","Waterbury School District","Walsh School","511","511"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","469","469"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","333","333"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","352","352"
"1516311","1510011","Waterbury School District","Wilby High School","1329","1329"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","425","425"
"1525111","1520011","Waterford School District","Clark Lane Middle School","675","675"
"1520211","1520011","Waterford School District","Great Neck Elementary School","353","353"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","394","394"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","361","361"
"1526111","1520011","Waterford School District","Waterford High School","844","844"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","307","307"
"1530211","1530011","Watertown School District","John Trumbull Primary School","682","682"
"1530411","1530011","Watertown School District","Polk School","337","337"
"1535111","1530011","Watertown School District","Swift Middle School","770","770"
"1536111","1530011","Watertown School District","Watertown High School","928","928"
"1551711","1550011","West Hartford School District","Smith School","364","364"
"1559111","1550011","West Hartford School District","Achieve","9","9"
"1551611","1550011","West Hartford School District","Aiken School","460","460"
"1550211","1550011","West Hartford School District","Braeburn School","384","384"
"1555311","1550011","West Hartford School District","Bristow Middle School","420","420"
"1550411","1550011","West Hartford School District","Bugbee School","459","459"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","308","308"
"1556111","1550011","West Hartford School District","Conard High School","1542","1542"
"1550611","1550011","West Hartford School District","Duffy School","503","503"
"1556211","1550011","West Hartford School District","Hall High School","1475","1475"
"1555111","1550011","West Hartford School District","King Philip Middle School","912","912"
"1550911","1550011","West Hartford School District","Morley School","334","334"
"1551011","1550011","West Hartford School District","Norfeldt School","406","406"
"1555211","1550011","West Hartford School District","Sedgwick Middle School","893","893"
"1559211","1550011","West Hartford School District","Strive-West Hartford","25","25"
"1559011","1550011","West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","9","9"
"1551211","1550011","West Hartford School District","Webster Hill School","489","489"
"1551311","1550011","West Hartford School District","Whiting Lane School","538","538"
"1551511","1550011","West Hartford School District","Wolcott School","500","500"
"1561211","1560011","West Haven School District","Washington School","440","440"
"1560811","1560011","West Haven School District","Alma E. Pagels School","370","370"
"1565311","1560011","West Haven School District","Carrigan 5/6 Intermediate School","889","889"
"1560611","1560011","West Haven School District","Edith E. Mackrille School","357","357"
"1560311","1560011","West Haven School District","Forest School","453","453"
"1565111","1560011","West Haven School District","Harry M. Bailey Middle School","907","907"
"1561411","1560011","West Haven School District","Savin Rock Community School","533","533"
"1560411","1560011","West Haven School District","Seth G. Haley School","480","480"
"1566111","1560011","West Haven School District","West Haven High School","1590","1590"
"1540211","1540011","Westbrook School District","Daisy Ingraham School","310","310"
"1546111","1540011","Westbrook School District","Westbrook High School","286","286"
"1545111","1540011","Westbrook School District","Westbrook Middle School","276","276"
"1570111","1570011","Weston School District","Hurlbutt Elementary School","461","461"
"1576111","1570011","Weston School District","Weston High School","777","777"
"1570211","1570011","Weston School District","Weston Intermediate School","545","545"
"1575111","1570011","Weston School District","Weston Middle School","636","636"
"1585111","1580011","Westport School District","Bedford Middle School","868","868"
"1580311","1580011","Westport School District","Coleytown Elementary School","447","447"
"1585311","1580011","Westport School District","Coleytown Middle School","512","512"
"1580411","1580011","Westport School District","Green's Farms School","452","452"
"1580511","1580011","Westport School District","King's Highway Elementary School","486","486"
"1580711","1580011","Westport School District","Long Lots School","583","583"
"1580811","1580011","Westport School District","Saugatuck Elementary School","524","524"
"1586111","1580011","Westport School District","Staples High School","1879","1879"
"1588011","1580011","Westport School District","Stepping Stones Preschool","46","46"
"1590811","1590011","Wethersfield School District","Alfred W. Hanmer School","366","366"
"1591011","1590011","Wethersfield School District","Charles Wright School","316","316"
"1590211","1590011","Wethersfield School District","Emerson-Williams School","441","441"
"1591111","1590011","Wethersfield School District","Highcrest School","422","422"
"1591211","1590011","Wethersfield School District","Samuel B. Webb Elementary School","391","391"
"1595211","1590011","Wethersfield School District","Silas Deane Middle School","582","582"
"1596111","1590011","Wethersfield School District","Wethersfield High School","1157","1157"
"1600111","1600011","Willington School District","Center School","193","193"
"1605111","1600011","Willington School District","Hall Memorial School","286","286"
"1615211","1610011","Wilton School District","Middlebrook School","1053","1053"
"1610711","1610011","Wilton School District","Cider Mill School","996","996"
"1610511","1610011","Wilton School District","Miller-Driscoll School","937","937"
"1616111","1610011","Wilton School District","Wilton High School","1309","1309"
"1620411","1620011","Winchester School District","Batcheller Early Education Center","208","208"
"1620211","1620011","Winchester School District","Mary P. Hinsdale School","255","255"
"1625111","1620011","Winchester School District","Pearson Middle School","205","205"
"1620111","1620011","Winchester School District","WISE Academy","6","6"
"1638011","1630011","Windham School District","Early Headstart","22","22"
"1630111","1630011","Windham School District","Natchaug School","366","366"
"1630311","1630011","Windham School District","North Windham School","511","511"
"1630611","1630011","Windham School District","W. B. Sweeney School","350","350"
"1630511","1630011","Windham School District","Windham Center School","332","332"
"1638311","1630011","Windham School District","Windham Early Childhood Prospect Street","217","217"
"1636111","1630011","Windham School District","Windham High School","673","673"
"1635111","1630011","Windham School District","Windham Middle School","718","718"
"1650111","1650011","Windsor Locks School District","North Street School","460","460"
"1650411","1650011","Windsor Locks School District","South Elementary School","362","362"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","552","552"
"1655111","1650011","Windsor Locks School District","Windsor Locks Middle School","372","372"
"1640111","1640011","Windsor School District","Clover Street School","299","299"
"1640811","1640011","Windsor School District","John F. Kennedy School","441","441"
"1640911","1640011","Windsor School District","Oliver Ellsworth School","444","444"
"1640511","1640011","Windsor School District","Poquonock Elementary School","254","254"
"1645311","1640011","Windsor School District","Sage Park Middle School","751","751"
"1646111","1640011","Windsor School District","Windsor High School","1199","1199"
"1660611","1660011","Wolcott School District","Alcott School","323","323"
"1660211","1660011","Wolcott School District","Frisbie School","352","352"
"1665111","1660011","Wolcott School District","Tyrrell Middle School","640","640"
"1660511","1660011","Wolcott School District","Wakelee School","392","392"
"1666111","1660011","Wolcott School District","Wolcott High School","865","865"
"1670311","1670011","Woodbridge School District","Beecher Road School","744","744"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","1055","1055"
"1690211","1690011","Woodstock School District","Woodstock Elementary School","499","499"
"1695111","1690011","Woodstock School District","Woodstock Middle School","394","394"

