"school_code","district_code","district","school","2009_10","total"
"2880113","2880013","Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","440","440"
"2795113","2790013","Amistad Academy District","Amistad Academy","744","744"
"0010111","0010011","Andover School District","Andover Elementary School","336","336"
"0026111","0020011","Ansonia School District","Ansonia High School","777","777"
"0025111","0020011","Ansonia School District","Ansonia Middle School","477","477"
"0020311","0020011","Ansonia School District","Mead School","660","660"
"0020811","0020011","Ansonia School District","Prendergast School","811","811"
"2446114","2440014","Area Cooperative Educational Services","Collaborative Alternative Magnet School","110","110"
"2449414","2440014","Area Cooperative Educational Services","Mill Road School","148","148"
"2445114","2440014","Area Cooperative Educational Services","Thomas Edison Magnet Middle School","733","733"
"2449514","2440014","Area Cooperative Educational Services","Village School","176","176"
"2449214","2440014","Area Cooperative Educational Services","Whitney High School East","123","123"
"2449114","2440014","Area Cooperative Educational Services","Whitney High School North","100","100"
"2449314","2440014","Area Cooperative Educational Services","Whitney High School West","56","56"
"2440314","2440014","Area Cooperative Educational Services","Wintergreen Interdistrict  Magnet School","630","630"
"0030111","0030011","Ashford School District","Ashford School","475","475"
"0046111","0040011","Avon School District","Avon High School","1079","1079"
"0045111","0040011","Avon School District","Avon Middle School","601","601"
"0040411","0040011","Avon School District","Pine Grove School","655","655"
"0040311","0040011","Avon School District","Roaring Brook School","682","682"
"0040511","0040011","Avon School District","Thompson Brook School","568","568"
"0050111","0050011","Barkhamsted School District","Barkhamsted Elementary School","345","345"
"0058011","0050011","Barkhamsted School District","Shared Services Integrated Preschool","22","22"
"0076111","0070011","Berlin School District","Berlin High School","1022","1022"
"0075111","0070011","Berlin School District","Catherine M. McGee Middle School","733","733"
"0070411","0070011","Berlin School District","Emma Hart Willard School","588","588"
"0070511","0070011","Berlin School District","Mary E. Griswold School","564","564"
"0070111","0070011","Berlin School District","Richard D. Hubbard School","252","252"
"0080111","0080011","Bethany School District","Bethany Community School","515","515"
"0090411","0090011","Bethel School District","Anna H. Rockwell School","420","420"
"0096111","0090011","Bethel School District","Bethel High School","987","987"
"0095111","0090011","Bethel School District","Bethel Middle School","703","703"
"0090111","0090011","Bethel School District","Frank A. Berry School","497","497"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","435","435"
"0116111","0110011","Bloomfield School District","Bloomfield High School","629","629"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","294","294"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","314","314"
"0110311","0110011","Bloomfield School District","J. P. Vincent School","254","254"
"0110611","0110011","Bloomfield School District","Laurel School","264","264"
"0110511","0110011","Bloomfield School District","Metacomet School","182","182"
"0116211","0110011","Bloomfield School District","The Big Picture High School","88","88"
"0110811","0110011","Bloomfield School District","Wintonbury Early Childhood Magnet School","254","254"
"0120111","0120011","Bolton School District","Bolton Center School","583","583"
"0126111","0120011","Bolton School District","Bolton High School","297","297"
"0130111","0130011","Bozrah School District","Fields Memorial School","256","256"
"0146111","0140011","Branford School District","Branford High School","1109","1109"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","1113","1113"
"0148011","0140011","Branford School District","Indian Neck School","58","58"
"0141611","0140011","Branford School District","John B. Sliney School","361","361"
"0141511","0140011","Branford School District","Mary R. Tisko School","428","428"
"0141411","0140011","Branford School District","Mary T. Murphy School","433","433"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","238","238"
"0150111","0150011","Bridgeport School District","Barnum School","631","631"
"0156111","0150011","Bridgeport School District","Bassick High School","1153","1153"
"0150211","0150011","Bridgeport School District","Beardsley School","375","375"
"0150311","0150011","Bridgeport School District","Black Rock School","257","257"
"0154011","0150011","Bridgeport School District","Blackham School","1069","1069"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","53","53"
"0150411","0150011","Bridgeport School District","Bryant School","401","401"
"0156211","0150011","Bridgeport School District","Central High School","2217","2217"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","1061","1061"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","328","328"
"0150511","0150011","Bridgeport School District","Columbus School","682","682"
"0153911","0150011","Bridgeport School District","Cross School","380","380"
"0154211","0150011","Bridgeport School District","Curiale School","579","579"
"0154111","0150011","Bridgeport School District","Dunbar School","324","324"
"0150711","0150011","Bridgeport School District","Edison School","266","266"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","839","839"
"0151111","0150011","Bridgeport School District","Hall School","277","277"
"0151211","0150011","Bridgeport School District","Hallen School","340","340"
"0156311","0150011","Bridgeport School District","Harding High School","1545","1545"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","432","432"
"0151311","0150011","Bridgeport School District","Hooker School","461","461"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","620","620"
"0151911","0150011","Bridgeport School District","Longfellow School","422","422"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","867","867"
"0152011","0150011","Bridgeport School District","Madison School","562","562"
"0159511","0150011","Bridgeport School District","Make The Grade","54","54"
