"school_code","district_code","district","school","free","non_subsidized","reduced","total"
"0150111","0150011","Bridgeport School District","Barnum School","*","0","*","279"
"0156111","0150011","Bridgeport School District","Bassick High School","1223","16","46","1285"
"0150211","0150011","Bridgeport School District","Beardsley School","590","*","*","607"
"0150311","0150011","Bridgeport School District","Black Rock School","261","*","*","272"
"0154011","0150011","Bridgeport School District","Blackham School","1080","46","51","1177"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","54","0","0","54"
"0150411","0150011","Bridgeport School District","Bryant School","*","0","*","413"
"0156211","0150011","Bridgeport School District","Central High School","2054","86","199","2339"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","1127","9","26","1162"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","348","9","18","375"
"0150511","0150011","Bridgeport School District","Columbus School","754","0","9","763"
"0153911","0150011","Bridgeport School District","Cross School","378","8","20","406"
"0154211","0150011","Bridgeport School District","Curiale School","560","10","22","592"
"0154111","0150011","Bridgeport School District","Dunbar School","343","0","20","363"
"0150711","0150011","Bridgeport School District","Edison School","389","*","*","408"
"0150911","0150011","Bridgeport School District","Garfield School","*","0","*","278"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","*","0","*","196"
"0151111","0150011","Bridgeport School District","Hall School","328","*","*","344"
"0151211","0150011","Bridgeport School District","Hallen School","296","8","18","322"
"0156311","0150011","Bridgeport School District","Harding High School","1649","14","59","1722"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","361","73","10","444"
"0151311","0150011","Bridgeport School District","Hooker School","402","20","28","450"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","322","*","*","329"
"0151911","0150011","Bridgeport School District","Longfellow School","462","*","*","475"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","830","0","16","846"
"0152011","0150011","Bridgeport School District","Madison School","547","*","*","562"
"0159511","0150011","Bridgeport School District","Make The Grade","*","0","*","37"
"0154311","0150011","Bridgeport School District","Maplewood Annex","*","0","*","187"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","435","15","25","475"
"0159411","0150011","Bridgeport School District","New Start Program","14","0","0","14"
"0159211","0150011","Bridgeport School District","Park City Academy","*","0","*","30"
"0151711","0150011","Bridgeport School District","Park City Magnet School","424","42","35","501"
"0152511","0150011","Bridgeport School District","Read School","847","14","43","904"
"0152611","0150011","Bridgeport School District","Roosevelt School","708","*","*","727"
"0154411","0150011","Bridgeport School District","Skane Center","219","0","0","219"
"0159111","0150011","Bridgeport School District","The University School","*","0","*","46"
"0153011","0150011","Bridgeport School District","Waltersville School","432","9","15","456"
"0153611","0150011","Bridgeport School District","Winthrop School","642","36","80","758"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","13","*","23"
"0176111","0170011","Bristol School District","Bristol Central High School","278","1060","127","1465"
"0176211","0170011","Bristol School District","Bristol Eastern High School","209","1042","82","1333"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","278","567","84","929"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","210","106","39","355"
"0170111","0170011","Bristol School District","Clarence A. Bingham School","85","151","17","253"
"0170311","0170011","Bristol School District","Edgewood School","99","237","20","356"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","121","310","59","490"
"0170511","0170011","Bristol School District","Greene-Hills School","100","268","28","396"
"0171911","0170011","Bristol School District","Ivy Drive School","94","275","33","402"
"0170611","0170011","Bristol School District","John J. Jennings School","55","303","16","374"
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","142","337","63","542"
"0171711","0170011","Bristol School District","Mountain View School","62","269","38","369"
"0175211","0170011","Bristol School District","Northeast Middle School","89","427","42","558"
"0171111","0170011","Bristol School District","South Side School","146","388","46","580"
"0171211","0170011","Bristol School District","Stafford School","121","324","52","497"
"0186111","0180011","Brookfield School District","Brookfield High School","10","1001","9","1020"
"0180311","0180011","Brookfield School District","Center Elementary School","*","359","*","374"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","*","590","*","604"
"0185311","0180011","Brookfield School District","Whisconier Middle School","14","925","12","951"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","67","478","35","580"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","39","342","25","406"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","12","89","0","101"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","37","267","12","316"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","27","221","14","262"
"0236111","0230011","Canton School District","Canton High School","*","497","*","514"
"0230311","0230011","Canton School District","Canton Intermediate School","*","395","*","405"
"0235111","0230011","Canton School District","Canton Middle School","*","259","*","270"
"0230211","0230011","Canton School District","Cherry Brook Primary School","*","529","*","538"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","19","220","18","257"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","25","80","6","111"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","18","25","0","43"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","*","284","*","389"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","133","479","64","676"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","26","234","69","329"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","126","406","50","582"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","78","284","44","406"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","28","169","13","210"
"0250111","0250011","Cheshire School District","Chapman School","*","323","*","332"
"0256111","0250011","Cheshire School District","Cheshire High School","24","1571","17","1612"
"0250211","0250011","Cheshire School District","Darcey School","0","393","0","393"
"0255111","0250011","Cheshire School District","Dodd Middle School","20","791","13","824"
"0250611","0250011","Cheshire School District","Doolittle School","21","505","11","537"
"0250411","0250011","Cheshire School District","Highland School","21","867","20","908"
"0259011","0250011","Cheshire School District","Humiston School","*","*","0","23"
"0250511","0250011","Cheshire School District","Norton School","*","477","*","493"
"0260111","0260011","Chester School District","Chester Elementary School","*","323","*","341"
"0270111","0270011","Clinton School District","Abraham Pierson School","18","309","11","338"
"0275111","0270011","Clinton School District","Jared Eliot School","25","418","19","462"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","40","609","18","667"
"0276111","0270011","Clinton School District","The Morgan School","19","599","20","638"
"0286111","0280011","Colchester School District","Bacon Academy","43","924","15","982"
"0280411","0280011","Colchester School District","Colchester Elementary School","27","739","8","774"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","57","594","30","681"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","53","718","30","801"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","*","109","*","122"
"0300111","0300011","Columbia School District","Horace W. Porter School","22","553","11","586"
"2686113","2680013","Common Ground High School District","Common Ground High School","78","53","21","152"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","256","281","44","581"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","285","487","106","878"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","147","276","38","461"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","203","286","40","529"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","115","433","41","589"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","56","450","24","530"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","122","515","59","696"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","65","461","37","563"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","60","471","39","570"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","51","485","28","564"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","68","162","25","255"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","49","326","35","410"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","56","623","41","720"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","117","677","59","853"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","56","507","24","587"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","171","476","57","704"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","80","374","29","483"
"2439014","2430014","Cooperative Educational Services","C. E. S. Special Education","107","122","11","240"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","79","298","58","435"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","7","122","0","129"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","29","496","14","539"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","0","11","0","11"
"0320211","0320011","Coventry School District","Coventry Grammar School","22","390","13","425"
"0326111","0320011","Coventry School District","Coventry High School","31","501","27","559"
"0320411","0320011","Coventry School District","George Hersey Robertson School","28","421","25","474"
"0336111","0330011","Cromwell School District","Cromwell High School","29","505","25","559"
"0335111","0330011","Cromwell School District","Cromwell Middle School","31","419","23","473"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","41","430","14","485"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","34","411","27","472"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","38","53","6","97"
"0345111","0340011","Danbury School District","Broadview Middle School","234","824","86","1144"
"0346111","0340011","Danbury School District","Danbury High School","548","2112","175","2835"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","139","147","47","333"
"0341111","0340011","Danbury School District","Great Plain School","71","212","32","315"
"0340211","0340011","Danbury School District","Hayestown Avenue School","94","260","46","400"
"0341711","0340011","Danbury School District","King Street Intermediate School","59","237","21","317"
"0341311","0340011","Danbury School District","King Street Primary School","52","221","21","294"
"0341811","0340011","Danbury School District","Mill Ridge Educational Center","76","237","34","347"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","77","192","29","298"
"0340611","0340011","Danbury School District","Morris Street School","151","122","70","343"
"0340811","0340011","Danbury School District","Park Avenue School","182","162","32","376"
"0341511","0340011","Danbury School District","Pembroke School","80","229","27","336"
"0345211","0340011","Danbury School District","Rogers Park Middle School","285","636","110","1031"
"0341211","0340011","Danbury School District","Shelter Rock School","100","199","39","338"
"0341011","0340011","Danbury School District","South Street School","134","137","35","306"
"0341611","0340011","Danbury School District","Stadley Rough School","100","322","33","455"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","19","288","10","317"
"0356111","0350011","Darien School District","Darien High School","*","1140","*","1180"
"0350211","0350011","Darien School District","Hindley Elementary School","0","519","0","519"
"0350711","0350011","Darien School District","Holmes Elementary School","*","476","*","484"
"0355111","0350011","Darien School District","Middlesex Middle School","10","1096","11","1117"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","*","*","0","512"
"0350511","0350011","Darien School District","Royle Elementary School","*","441","*","451"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","*","*","390"
"0360111","0360011","Deep River School District","Deep River Elementary School","24","351","14","389"
"3370315","3370015","Department of Mental Health and Addiction Services","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","0","7","0","7"
"3370415","3370015","Department of Mental Health and Addiction Services","Connecticut Mental Health Center","0","*","0","*"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","0","*","0","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","0","*","0","*"
"0370611","0370011","Derby School District","Bradley School","85","255","24","364"
"0376111","0370011","Derby School District","Derby High School","170","448","51","669"
"0370411","0370011","Derby School District","Irving School","203","156","58","417"
"0400111","0400011","East Granby School District","Allgrove School","*","*","0","294"
"0406111","0400011","East Granby School District","East Granby High School","*","*","0","258"
"0405111","0400011","East Granby School District","East Granby Middle School","*","*","0","218"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","*","*","0","141"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","17","504","15","536"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","15","379","12","406"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","18","453","6","477"
"0420311","0420011","East Hampton School District","Center School","22","316","11","349"
"0426111","0420011","East Hampton School District","East Hampton High School","34","540","6","580"
"0425111","0420011","East Hampton School District","East Hampton Middle School","32","466","10","508"
"0420111","0420011","East Hampton School District","Memorial School","25","594","14","633"
"0430911","0430011","East Hartford School District","Anna E. Norris School","138","121","39","298"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","20","131","15","166"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","197","164","47","408"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","130","191","26","347"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","55","212","47","314"
"0436211","0430011","East Hartford School District","East Hartford High School","633","1176","213","2022"
"0435111","0430011","East Hartford School District","East Hartford Middle School","349","524","129","1002"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","68","251","33","352"
"0430511","0430011","East Hartford School District","Hockanum School","170","156","28","354"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","82","194","44","320"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","223","208","33","464"
"0431211","0430011","East Hartford School District","Silver Lane School","151","134","38","323"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","40","101","10","151"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","169","227","56","452"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","*","193","*","288"
"0439011","0430011","East Hartford School District","Woodland School","67","95","18","180"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","16","188","17","221"
"0441411","0440011","East Haven School District","D. C. Moore School","87","128","24","239"
"0440111","0440011","East Haven School District","Deer Run School","78","227","30","335"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","29","131","26","186"
"0446111","0440011","East Haven School District","East Haven High School","126","891","80","1097"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","44","138","30","212"
"0441911","0440011","East Haven School District","Hays School","22","147","9","178"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","98","331","53","482"
"0440711","0440011","East Haven School District","Momauguin School","89","96","24","209"
"0441811","0440011","East Haven School District","Overbrook Elementary School","40","113","12","165"
"0449011","0440011","East Haven School District","Pathways","*","19","*","35"
"0441611","0440011","East Haven School District","Robert W. Carbone School","65","206","48","319"
"0456111","0450011","East Lyme School District","East Lyme High School","21","1272","11","1304"
"0455111","0450011","East Lyme School District","East Lyme Middle School","39","848","26","913"
"0450111","0450011","East Lyme School District","Flanders School","*","387","*","399"
"0458011","0450011","East Lyme School District","Integrated Preschool","0","53","0","53"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","22","302","16","340"
"0450211","0450011","East Lyme School District","Niantic Center School","15","217","9","241"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","128","460","32","620"
"0476111","0470011","East Windsor School District","East Windsor High School","69","354","33","456"
"0475411","0470011","East Windsor School District","East Windsor Middle School","79","281","40","400"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","*","*","0","20"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","9","28","7","44"
"0390111","0390011","Eastford School District","Eastford Elementary School","7","173","7","187"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","375","*","377"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","797","*","801"
"2428014","2420014","EdAdvance","EdAdvance Headstart","156","0","0","156"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","*","*","0","23"
"0480111","0480011","Ellington School District","Center School","13","386","9","408"
"0480211","0480011","Ellington School District","Crystal Lake School","*","195","*","207"
"0486111","0480011","Ellington School District","Ellington High School","16","741","13","770"
"0485111","0480011","Ellington School District","Ellington Middle School","13","388","7","408"
"0480711","0480011","Ellington School District","Windermere Intermediate School","12","379","10","401"
"0480611","0480011","Ellington School District","Windermere School","*","387","*","404"
"2810113","2810013","Elm City College Preparatory School","Elm City College Preparatory School","261","131","84","476"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","22","332","9","363"
"0491611","0490011","Enfield School District","Eli Whitney School","66","288","33","387"
"0496111","0490011","Enfield School District","Enfield High School","135","727","64","926"
"0490211","0490011","Enfield School District","Enfield Street School","89","209","35","333"
"0496211","0490011","Enfield School District","Enrico Fermi High School","82","1016","58","1156"
"0491211","0490011","Enfield School District","Harriet Beecher Stowe School","42","224","16","282"
"0490411","0490011","Enfield School District","Hazardville Memorial School","45","350","18","413"
"0498011","0490011","Enfield School District","Head Start Program","85","8","11","104"
"0491811","0490011","Enfield School District","Henry Barnard School","106","286","37","429"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","158","769","65","992"
"0491111","0490011","Enfield School District","Nathan Hale School","27","228","17","272"
"0491511","0490011","Enfield School District","Prudence Crandall School","56","334","26","416"
"0491711","0490011","Enfield School District","Thomas G. Alcorn School","178","73","32","283"
"0500111","0500011","Essex School District","Essex Elementary School","10","533","8","551"
"2726113","2720013","Explorations District","Explorations","18","60","8","86"
"0510211","0510011","Fairfield School District","Burr Elementary School","*","439","*","445"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","*","0","340"
"0518011","0510011","Fairfield School District","Early Childhood Center","*","*","0","121"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","31","1332","17","1380"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","47","1162","22","1231"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","*","580","*","597"
"0510411","0510011","Fairfield School District","Holland Hill School","22","316","20","358"
"0511711","0510011","Fairfield School District","Jennings School","7","339","7","353"
"0510611","0510011","Fairfield School District","McKinley School","63","360","39","462"
"0510711","0510011","Fairfield School District","Mill Hill School","*","459","*","465"
"0511611","0510011","Fairfield School District","North Stratfield School","7","478","10","495"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","510","*","519"
"0511211","0510011","Fairfield School District","Riverfield School","*","463","*","473"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","56","797","34","887"
"0511311","0510011","Fairfield School District","Sherman School","10","433","10","453"
"0511411","0510011","Fairfield School District","Stratfield School","*","450","*","460"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","20","707","10","737"
"0520411","0520011","Farmington School District","East Farms School","*","417","*","430"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","*","55","*","57"
"0526111","0520011","Farmington School District","Farmington High School","52","1320","17","1389"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","25","617","10","652"
"0520211","0520011","Farmington School District","Noah Wallace School","*","312","*","330"
"0520111","0520011","Farmington School District","Union School","*","272","*","298"
"0520311","0520011","Farmington School District","West District School","*","334","*","350"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","35","640","12","687"
"0530111","0530011","Franklin School District","Franklin Elementary School","12","211","10","233"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","*","548","*","575"
"0540311","0540011","Glastonbury School District","Eastbury School","*","*","0","357"
"0540811","0540011","Glastonbury School District","Gideon Welles School","15","526","10","551"
"0546111","0540011","Glastonbury School District","Glastonbury High School","65","1962","38","2065"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","514","*","525"
"0540611","0540011","Glastonbury School District","Hopewell School","6","529","7","542"
"0540711","0540011","Glastonbury School District","Naubuc School","61","407","13","481"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","*","664","*","675"
"0545211","0540011","Glastonbury School District","Smith Middle School","29","1024","17","1070"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","11","479","7","497"
"0566111","0560011","Granby School District","Granby Memorial High School","16","726","7","749"
"0565111","0560011","Granby School District","Granby Memorial Middle School","11","357","6","374"
"0560411","0560011","Granby School District","Kelly Lane Primary School","16","340","7","363"
"0560311","0560011","Granby School District","Wells Road Intermediate School","14","321","9","344"
"0575111","0570011","Greenwich School District","Central Middle School","44","655","14","713"
"0570211","0570011","Greenwich School District","Cos Cob School","14","387","6","407"
"0575211","0570011","Greenwich School District","Eastern Middle School","*","708","*","725"
"0570411","0570011","Greenwich School District","Glenville School","*","331","*","344"
"0576111","0570011","Greenwich School District","Greenwich High School","161","2459","73","2693"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","106","225","46","377"
"0571311","0570011","Greenwich School District","International School At Dundee","11","350","11","372"
"0570311","0570011","Greenwich School District","Julian Curtiss School","56","255","16","327"
"0570611","0570011","Greenwich School District","New Lebanon School","51","149","29","229"
"0570711","0570011","Greenwich School District","North Mianus School","*","*","0","454"
"0570811","0570011","Greenwich School District","North Street School","*","511","*","515"
"0570911","0570011","Greenwich School District","Old Greenwich School","0","*","*","454"
"0571111","0570011","Greenwich School District","Parkway School","*","327","*","332"
"0571011","0570011","Greenwich School District","Riverside School","*","*","0","499"
"0575311","0570011","Greenwich School District","Western Middle School","76","419","32","527"
"0580311","0580011","Griswold School District","Griswold Elementary School","206","631","69","906"
"0586211","0580011","Griswold School District","Griswold High School","107","639","46","792"
"0585111","0580011","Griswold School District","Griswold Middle School","68","321","50","439"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","364","*","376"
"0591811","0590011","Groton School District","Charles Barnum School","43","263","61","367"
"0590311","0590011","Groton School District","Claude Chester School","101","203","49","353"
"0590411","0590011","Groton School District","Colonel Ledyard School","17","116","6","139"
"0590511","0590011","Groton School District","Eastern Point School","211","229","58","498"
"0595111","0590011","Groton School District","Fitch Middle School","100","257","98","455"
"0591711","0590011","Groton School District","Mary Morrisson School","32","200","50","282"
"0590911","0590011","Groton School District","Noank School","*","220","*","240"
"0591211","0590011","Groton School District","Pleasant Valley School","86","277","66","429"
"0596111","0590011","Groton School District","Robert E. Fitch High School","215","1068","131","1414"
"0590111","0590011","Groton School District","S. B. Butler School","21","286","10","317"
"0595211","0590011","Groton School District","West Side Middle School","81","180","32","293"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","26","576","6","608"
"0600611","0600011","Guilford School District","A. W. Cox School","*","333","*","347"
"0600411","0600011","Guilford School District","Calvin Leete School","8","292","7","307"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","17","576","7","600"
"0606111","0600011","Guilford School District","Guilford High School","27","1116","11","1154"
"0600211","0600011","Guilford School District","Guilford Lakes School","*","429","*","449"
"0600311","0600011","Guilford School District","Melissa Jones School","11","330","9","350"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","0","96","0","96"
"0621211","0620011","Hamden School District","Bear Path School","38","409","17","464"
"0620211","0620011","Hamden School District","Church Street School","170","146","66","382"
"0620311","0620011","Hamden School District","Dunbar Hill School","76","253","48","377"
"0626111","0620011","Hamden School District","Hamden High School","174","1942","76","2192"
"0625211","0620011","Hamden School District","Hamden Middle School","149","719","45","913"
"0629011","0620011","Hamden School District","Hamden Transition Academy","0","*","0","*"
"0620411","0620011","Hamden School District","Helen Street School","110","184","49","343"
"0621111","0620011","Hamden School District","Ridge Hill School","117","192","39","348"
"0620111","0620011","Hamden School District","Shepherd Glen School","192","138","0","330"
"0621011","0620011","Hamden School District","Spring Glen School","52","239","28","319"
"0621411","0620011","Hamden School District","West Woods School","37","444","14","495"
"0630111","0630011","Hampton School District","Hampton Elementary School","*","155","*","166"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","434","0","0","434"
"0640311","0640011","Hartford School District","Barnard-Brown School","333","0","0","333"
"0640411","0640011","Hartford School District","Batchelder School","578","0","0","578"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","403","0","0","403"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","320","0","0","320"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","1484","0","0","1484"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","533","0","0","533"
"0642311","0640011","Hartford School District","Burr School","537","0","0","537"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","107","102","57","266"
