"school_code","district_code","district","school","no","yes","total"
"0152511","0150011","Bridgeport School District","Read School","782","102","884"
"0152611","0150011","Bridgeport School District","Roosevelt School","472","90","562"
"0154411","0150011","Bridgeport School District","Skane Center","387","0","387"
"0153011","0150011","Bridgeport School District","Waltersville School","448","43","491"
"0153611","0150011","Bridgeport School District","Winthrop School","595","57","652"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","17"
"0176111","0170011","Bristol School District","Bristol Central High School","1146","34","1180"
"0170411","0170011","Bristol School District","Bristol Early Childhood Center-BECC","74","0","74"
"0176211","0170011","Bristol School District","Bristol Eastern High School","1210","37","1247"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","44","0","44"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","736","24","760"
"0171011","0170011","Bristol School District","Chippens Hill Middle School Functional Program","*","*","8"
"0173411","0170011","Bristol School District","Chms Goal","7","0","7"
"0179211","0170011","Bristol School District","Community/Vocational Program","11","0","11"
"0170311","0170011","Bristol School District","Edgewood School","321","19","340"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","384","38","422"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","*","0","*"
"0170511","0170011","Bristol School District","Greene-Hills School","838","54","892"
"0172111","0170011","Bristol School District","Hubbell/Extended Resource","*","0","*"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","*","0","*"
"0172311","0170011","Bristol School District","Ivy Drive Medically Fragile","6","0","6"
"0171911","0170011","Bristol School District","Ivy Drive School","381","15","396"
"0171711","0170011","Bristol School District","Mountain View School","371","11","382"
"0172511","0170011","Bristol School District","Mt. View GOAL","*","0","*"
"0172711","0170011","Bristol School District","Northeast MS/Extended Resource","*","0","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","*","0","*"
"0175211","0170011","Bristol School District","Northeast Middle School","409","21","430"
"0172911","0170011","Bristol School District","PreK Autism","*","0","*"
"0173011","0170011","Bristol School District","South Side Extended Resource","*","0","*"
"0173111","0170011","Bristol School District","South Side GOAL","6","0","6"
"0171111","0170011","Bristol School District","South Side School","504","25","529"
"0173211","0170011","Bristol School District","Stafford Autism","11","0","11"
"0171211","0170011","Bristol School District","Stafford School","420","23","443"
"0172011","0170011","Bristol School District","West Bristol School","868","51","919"
"0186111","0180011","Brookfield School District","Brookfield High School","*","*","895"
"0180311","0180011","Brookfield School District","Center Elementary School","315","19","334"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","577","22","599"
"0185311","0180011","Brookfield School District","Whisconier Middle School","873","9","882"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","529","7","536"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","*","*","373"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","71","7","78"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","243","0","243"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","228","0","228"
"0230411","0230011","Canton School District","Canton Academy","*","0","*"
"0236111","0230011","Canton School District","Canton High School","*","*","485"
"0230311","0230011","Canton School District","Canton Intermediate School","*","*","410"
"0235111","0230011","Canton School District","Canton Middle School","272","0","272"
"0230211","0230011","Canton School District","Cherry Brook Primary School","436","13","449"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","613","23","636"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","265","32","297"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","502","27","529"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","297","16","313"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","343","13","356"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","20","0","20"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","408","27","435"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","441","16","457"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","319","9","328"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","0","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","441","24","465"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","*","*","57"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","15","0","15"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","727","9","736"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","329","28","357"
"2410514","2410014","Capitol Region Education Council","Museum Academy","433","26","459"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","500","19","519"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","450","18","468"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","64","0","64"
"2419314","2410014","Capitol Region Education Council","River Street School","151","0","151"
"2419114","2410014","Capitol Region Education Council","Soundbridge","46","0","46"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","8","0","8"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","9","0","9"
"2410814","2410014","Capitol Region Education Council","Soundbridge @ Samuel B Webb Elementary School","*","0","*"
"2410914","2410014","Capitol Region Education Council","Soundbridge @ Silas Deane Middle School","*","0","*"
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","9","0","9"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","12","0","12"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","289","14","303"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","644","20","664"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","434","12","446"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","*","*","178"
"0250111","0250011","Cheshire School District","Chapman School","*","*","350"
"0256111","0250011","Cheshire School District","Cheshire High School","1498","14","1512"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","8","0","8"
"0250211","0250011","Cheshire School District","Darcey School","*","*","170"
"0255111","0250011","Cheshire School District","Dodd Middle School","*","*","755"
"0250611","0250011","Cheshire School District","Doolittle School","492","10","502"
"0250411","0250011","Cheshire School District","Highland School","759","9","768"
"0250911","0250011","Cheshire School District","Humiston Alternative School","19","0","19"
"0250511","0250011","Cheshire School District","Norton School","440","7","447"
"0260111","0260011","Chester School District","Chester Elementary School","*","*","219"
"0270111","0270011","Clinton School District","Abraham Pierson School","304","11","315"
"0275111","0270011","Clinton School District","Jared Eliot School","*","*","461"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","520","36","556"
"0276111","0270011","Clinton School District","The Morgan School","531","19","550"
"0286111","0280011","Colchester School District","Bacon Academy","*","*","886"
"0280411","0280011","Colchester School District","Colchester Elementary School","535","7","542"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","579","6","585"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","*","*","626"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","91","0","91"
"0300111","0300011","Columbia School District","Horace W. Porter School","453","0","453"
"2686113","2680013","Common Ground High School District","Common Ground High School","*","*","180"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","741","66","807"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","775","26","801"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","581","47","628"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","505","61","566"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","484","29","513"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","*","*","568"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","772","13","785"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","*","*","619"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","618","31","649"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","640","14","654"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","138","7","145"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","667","6","673"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","*","*","660"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","818","8","826"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","621","9","630"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","735","6","741"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","499","26","525"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","90","0","90"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","50","0","50"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","11","0","11"
"2438014","2430014","Cooperative Educational Services","School Readiness","85","0","85"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","459","0","459"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","154","0","154"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","*","*","91"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","385","0","385"
"0320111","0320011","Coventry School District","Coventry Academy","10","0","10"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","27","0","27"
"0320211","0320011","Coventry School District","Coventry Grammar School","357","6","363"
"0326111","0320011","Coventry School District","Coventry High School","*","*","490"
"0320411","0320011","Coventry School District","George Hersey Robertson School","*","*","368"
"0336111","0330011","Cromwell School District","Cromwell High School","560","6","566"
"0335111","0330011","Cromwell School District","Cromwell Middle School","*","*","455"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","442","24","466"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","464","17","481"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","86","12","98"
"0345111","0340011","Danbury School District","Broadview Middle School","920","163","1083"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","130","0","130"
"0346111","0340011","Danbury School District","Danbury High School","2467","418","2885"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","235","194","429"
"0341111","0340011","Danbury School District","Great Plain School","231","124","355"
"0340211","0340011","Danbury School District","Hayestown Avenue School","343","115","458"
"0341711","0340011","Danbury School District","King Street Intermediate School","314","52","366"
"0341311","0340011","Danbury School District","King Street Primary School","264","126","390"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","276","58","334"
"0340611","0340011","Danbury School District","Morris Street School","199","172","371"
"0340811","0340011","Danbury School District","Park Avenue School","309","254","563"
"0341511","0340011","Danbury School District","Pembroke School","312","63","375"
"0345211","0340011","Danbury School District","Rogers Park Middle School","759","173","932"
"0341211","0340011","Danbury School District","Shelter Rock School","351","146","497"
"0341011","0340011","Danbury School District","South Street School","209","160","369"
"0341611","0340011","Danbury School District","Stadley Rough School","328","144","472"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","378","35","413"
"0340311","0340011","Danbury School District","Westside Middle School Academy","386","14","400"
"0356111","0350011","Darien School District","Darien High School","*","*","1365"
"0350211","0350011","Darien School District","Hindley Elementary School","*","*","556"
"0350711","0350011","Darien School District","Holmes Elementary School","466","7","473"
"0355111","0350011","Darien School District","Middlesex Middle School","1119","6","1125"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","*","*","449"
"0350511","0350011","Darien School District","Royle Elementary School","*","*","442"
"0350611","0350011","Darien School District","Tokeneke Elementary School","*","*","493"
"0360111","0360011","Deep River School District","Deep River Elementary School","303","9","312"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","6","0","6"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","*","0","*"
"0370611","0370011","Derby School District","Bradley School","352","13","365"
"0376111","0370011","Derby School District","Derby High School","347","25","372"
"0375011","0370011","Derby School District","Derby Middle School","326","13","339"
"0370411","0370011","Derby School District","Irving School","345","25","370"
"0400111","0400011","East Granby School District","Allgrove School","213","9","222"
"0406111","0400011","East Granby School District","East Granby High School","257","0","257"
"0405111","0400011","East Granby School District","East Granby Middle School","211","0","211"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","*","*","185"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","319","0","319"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","351","0","351"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","455","0","455"
"0420311","0420011","East Hampton School District","Center School","283","0","283"
"0426111","0420011","East Hampton School District","East Hampton High School","*","*","502"
"0425111","0420011","East Hampton School District","East Hampton Middle School","*","*","432"
"0420111","0420011","East Hampton School District","Memorial School","597","8","605"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","8","0","8"
"0430911","0430011","East Hartford School District","Anna E. Norris School","233","51","284"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","203","0","203"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","304","60","364"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","305","70","375"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","523","34","557"
"0436211","0430011","East Hartford School District","East Hartford High School","1525","149","1674"
"0435111","0430011","East Hartford School District","East Hartford Middle School","1033","125","1158"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","317","25","342"
"0430511","0430011","East Hartford School District","Hockanum School","316","21","337"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","277","21","298"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","411","83","494"
"0431211","0430011","East Hartford School District","Silver Lane School","263","21","284"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","110","9","119"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","136","10","146"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","229","0","229"
"0439011","0430011","East Hartford School District","Woodland School","160","10","170"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","253","12","265"
"0441411","0440011","East Haven School District","D. C. Moore School","187","21","208"
"0440111","0440011","East Haven School District","Deer Run School","285","27","312"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","162","16","178"
"0446111","0440011","East Haven School District","East Haven High School","849","31","880"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","160","18","178"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","528","54","582"
"0440711","0440011","East Haven School District","Momauguin School","132","15","147"
"0441811","0440011","East Haven School District","Overbrook Elementary School","152","31","183"
"0450511","0450011","East Lyme School District","Abilities in Motion (AIM) Program","16","0","16"
"0450611","0450011","East Lyme School District","Coastal Connections","16","0","16"
"0456111","0450011","East Lyme School District","East Lyme High School","*","*","1053"
"0455111","0450011","East Lyme School District","East Lyme Middle School","851","10","861"
"0450111","0450011","East Lyme School District","Flanders School","331","17","348"
"0458011","0450011","East Lyme School District","Integrated Preschool","46","0","46"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","303","11","314"
"0450211","0450011","East Lyme School District","Niantic Center School","*","*","179"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","457","23","480"
"0476111","0470011","East Windsor School District","East Windsor High School","*","*","332"
"0475411","0470011","East Windsor School District","East Windsor Middle School","307","6","313"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","134","7","141"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","*","*","110"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","*","*","160"
"0390111","0390011","Eastford School District","Eastford Elementary School","139","0","139"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","*","323"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","*","*","612"
"2428014","2420014","EdAdvance","EdAdvance Headstart","220","0","220"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","30","0","30"
"0480111","0480011","Ellington School District","Center School","*","*","376"
"0480211","0480011","Ellington School District","Crystal Lake School","*","*","198"
"0486111","0480011","Ellington School District","Ellington High School","*","*","773"
"0485111","0480011","Ellington School District","Ellington Middle School","*","*","434"
"0480711","0480011","Ellington School District","Windermere Intermediate School","428","7","435"
"0480611","0480011","Ellington School District","Windermere School","415","24","439"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","602","33","635"
"2910113","2910013","Elm City Montessori School District","Elm City Montessori School","*","*","70"
"0490511","0490011","Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","6","0","6"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","318","8","326"
"0491611","0490011","Enfield School District","Eli Whitney School","367","10","377"
"0496111","0490011","Enfield School District","Enfield High School","*","*","709"
"0490311","0490011","Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","6","0","6"
"0490211","0490011","Enfield School District","Enfield Street School","271","15","286"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","10","0","10"
"0496211","0490011","Enfield School District","Enrico Fermi High School","*","*","887"
"0490411","0490011","Enfield School District","Hazardville Memorial School","341","19","360"
"0498011","0490011","Enfield School District","Head Start Program","104","0","104"
"0490611","0490011","Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","*","0","*"
"0491811","0490011","Enfield School District","Henry Barnard School","342","14","356"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","1085","14","1099"
"0490811","0490011","Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","6","0","6"
"0491111","0490011","Enfield School District","Nathan Hale School","*","*","223"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","6","0","6"
"0491511","0490011","Enfield School District","Prudence Crandall School","*","*","389"
"0500111","0500011","Essex School District","Essex Elementary School","*","*","451"
"2726113","2720013","Explorations District","Explorations","88","0","88"
"0510211","0510011","Fairfield School District","Burr Elementary School","417","11","428"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","*","319"
"0518011","0510011","Fairfield School District","Early Childhood Center","111","0","111"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","1522","19","1541"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","1412","30","1442"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","904","11","915"
"0510411","0510011","Fairfield School District","Holland Hill School","386","21","407"
"0511711","0510011","Fairfield School District","Jennings School","*","*","324"
"0510611","0510011","Fairfield School District","McKinley School","409","33","442"
"0510711","0510011","Fairfield School District","Mill Hill School","*","*","413"
"0511611","0510011","Fairfield School District","North Stratfield School","430","11","441"
"0511811","0510011","Fairfield School District","Osborn Hill School","496","7","503"
"0511211","0510011","Fairfield School District","Riverfield School","*","*","398"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","*","*","805"
"0511311","0510011","Fairfield School District","Sherman School","469","6","475"
"0511411","0510011","Fairfield School District","Stratfield School","451","9","460"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","682","38","720"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","*","*","33"
"0520411","0520011","Farmington School District","East Farms School","407","38","445"
"0520611","0520011","Farmington School District","Farmington Alternative High School","13","0","13"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","78","0","78"
"0526111","0520011","Farmington School District","Farmington High School","1251","13","1264"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","564","6","570"
"0520211","0520011","Farmington School District","Noah Wallace School","306","28","334"
"0520111","0520011","Farmington School District","Union School","*","*","305"
"0520311","0520011","Farmington School District","West District School","301","14","315"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","665","8","673"
"0530111","0530011","Franklin School District","Franklin Elementary School","167","0","167"
"0541311","0540011","Glastonbury School District","Alternate Program","*","0","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","439","11","450"
"0540311","0540011","Glastonbury School District","Eastbury School","260","0","260"
"0540811","0540011","Glastonbury School District","Gideon Welles School","*","*","519"
"0546111","0540011","Glastonbury School District","Glastonbury High School","2016","22","2038"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","387","10","397"
"0540611","0540011","Glastonbury School District","Hopewell School","404","7","411"
"0540111","0540011","Glastonbury School District","Links Academy","16","0","16"
"0541411","0540011","Glastonbury School District","Links Transition","17","0","17"
"0540711","0540011","Glastonbury School District","Naubuc School","373","14","387"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","544","6","550"
"0540511","0540011","Glastonbury School District","PreK-Eastbury","18","0","18"
"0541011","0540011","Glastonbury School District","PreK-Nayaug","20","0","20"
"0541111","0540011","Glastonbury School District","Pride-Hebron Avenue","*","0","*"
"0541211","0540011","Glastonbury School District","Pride-Nayaug","*","*","8"
"0545211","0540011","Glastonbury School District","Smith Middle School","1021","10","1031"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","*","378"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","683"
"0565111","0560011","Granby School District","Granby Memorial Middle School","*","*","330"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","280"
"0560311","0560011","Granby School District","Wells Road Intermediate School","*","*","283"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","112","15","127"
"0575111","0570011","Greenwich School District","Central Middle School","559","19","578"
"0571211","0570011","Greenwich School District","Community Connections","10","0","10"
"0570211","0570011","Greenwich School District","Cos Cob School","386","52","438"
"0575211","0570011","Greenwich School District","Eastern Middle School","786","25","811"
