"school_code","district_code","district","school","subject","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0430511","0430011","East Hartford School District","Hockanum School","ELA","108","108","100.0","108","35","32.4","20","18.5","41","38.0","12","11.1","53","49.1"
"0430511","0430011","East Hartford School District","Hockanum School","Math","108","108","100.0","108","39","36.1","31","28.7","25","23.1","13","12.0","38","35.2"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","ELA","128","128","100.0","128","29","22.7","33","25.8","39","30.5","27","21.1","66","51.6"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","Math","128","123","96.1","123","36","29.3","32","26.0","37","30.1","18","14.6","55","44.7"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","ELA","264","264","100.0","263","130","49.4","65","24.7","48","18.3","20","7.6","68","25.9"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","Math","264","264","100.0","263","171","65.0","70","26.6","*","*","*","*","22","8.4"
"0431211","0430011","East Hartford School District","Silver Lane School","ELA","125","125","100.0","124","57","46.0","36","29.0","24","19.4","7","5.6","31","25.0"
"0431211","0430011","East Hartford School District","Silver Lane School","Math","123","123","100.0","121","59","48.8","44","36.4","*","*","*","*","18","14.9"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","ELA","199","199","100.0","199","71","35.7","54","27.1","62","31.2","12","6.0","74","37.2"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","Math","198","198","100.0","198","127","64.1","50","25.3","15","7.6","6","3.0","21","10.6"
"0439011","0430011","East Hartford School District","Woodland School","ELA","75","73","97.3","68","63","92.6","*","*","*","*","0","0.0","*","*"
"0439011","0430011","East Hartford School District","Woodland School","Math","74","72","97.3","66","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","ELA","255","255","100.0","255","33","12.9","60","23.5","105","41.2","57","22.4","162","63.5"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","Math","255","254","99.6","254","48","18.9","89","35.0","73","28.7","44","17.3","117","46.1"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","ELA","189","189","100.0","189","57","30.2","46","24.3","45","23.8","41","21.7","86","45.5"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","Math","189","189","100.0","188","39","20.7","54","28.7","70","37.2","25","13.3","95","50.5"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","ELA","148","148","100.0","148","47","31.8","54","36.5","28","18.9","19","12.8","47","31.8"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","Math","148","148","100.0","148","66","44.6","42","28.4","*","*","*","*","40","27.0"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","ELA","575","570","99.1","570","146","25.6","169","29.6","188","33.0","67","11.8","255","44.7"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","Math","575","567","98.6","567","265","46.7","201","35.4","74","13.1","27","4.8","101","17.8"
"0440711","0440011","East Haven School District","Momauguin School","ELA","147","147","100.0","147","44","29.9","35","23.8","41","27.9","27","18.4","68","46.3"
"0440711","0440011","East Haven School District","Momauguin School","Math","147","147","100.0","147","49","33.3","49","33.3","36","24.5","13","8.8","49","33.3"
"0455111","0450011","East Lyme School District","East Lyme Middle School","ELA","842","816","96.9","816","82","10.0","148","18.1","307","37.6","279","34.2","586","71.8"
"0455111","0450011","East Lyme School District","East Lyme Middle School","Math","842","814","96.7","813","104","12.8","200","24.6","221","27.2","288","35.4","509","62.6"
"0450111","0450011","East Lyme School District","Flanders School","ELA","157","156","99.4","156","15","9.6","22","14.1","47","30.1","72","46.2","119","76.3"
"0450111","0450011","East Lyme School District","Flanders School","Math","157","156","99.4","156","13","8.3","39","25.0","53","34.0","51","32.7","104","66.7"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","ELA","123","121","98.4","121","12","9.9","20","16.5","24","19.8","65","53.7","89","73.6"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","Math","122","120","98.4","120","10","8.3","26","21.7","31","25.8","53","44.2","84","70.0"
"0450211","0450011","East Lyme School District","Niantic Center School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0450211","0450011","East Lyme School District","Niantic Center School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","ELA","86","85","98.8","85","22","25.9","27","31.8","27","31.8","9","10.6","36","42.4"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","Math","86","85","98.8","85","22","25.9","25","29.4","31","36.5","7","8.2","38","44.7"
"0475411","0470011","East Windsor School District","East Windsor Middle School","ELA","374","369","98.7","369","79","21.4","102","27.6","136","36.9","52","14.1","188","50.9"
"0475411","0470011","East Windsor School District","East Windsor Middle School","Math","374","369","98.7","369","133","36.0","130","35.2","62","16.8","44","11.9","106","28.7"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","ELA","45","43","95.6","43","41","95.3","*","*","*","*","0","0.0","*","*"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","Math","45","41","91.1","39","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0390111","0390011","Eastford School District","Eastford Elementary School","ELA","86","86","100.0","86","7","8.1","22","25.6","31","36.0","26","30.2","57","66.3"
"0390111","0390011","Eastford School District","Eastford Elementary School","Math","86","86","100.0","86","14","16.3","29","33.7","23","26.7","20","23.3","43","50.0"
"0465111","0460011","Easton School District","Helen Keller Middle School","ELA","302","295","97.7","295","21","7.1","50","16.9","121","41.0","103","34.9","224","75.9"
"0465111","0460011","Easton School District","Helen Keller Middle School","Math","302","289","95.7","289","24","8.3","59","20.4","88","30.4","118","40.8","206","71.3"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","ELA","328","321","97.9","321","9","2.8","24","7.5","89","27.7","199","62.0","288","89.7"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","Math","328","319","97.3","319","15","4.7","45","14.1","92","28.8","167","52.4","259","81.2"
"2429014","2420014","Education Connection","GFLC/ACCESS School","ELA","7","7","*","*","*","*","*","*","*","*","*","*","*","*"
"2429014","2420014","Education Connection","GFLC/ACCESS School","Math","7","6","*","*","*","*","*","*","*","*","*","*","*","*"
"0480111","0480011","Ellington School District","Center School","ELA","126","126","100.0","126","*","*","22","17.5","32","25.4","63","50.0","95","75.4"
"0480111","0480011","Ellington School District","Center School","Math","126","126","100.0","126","*","*","28","22.2","48","38.1","42","33.3","90","71.4"
"0480211","0480011","Ellington School District","Crystal Lake School","ELA","*","*","*","*","11","13.6","*","*","*","*","*","*","*","*"
"0480211","0480011","Ellington School District","Crystal Lake School","Math","*","*","*","*","10","12.3","*","*","*","*","*","*","*","*"
"0485111","0480011","Ellington School District","Ellington Middle School","ELA","419","416","99.3","416","25","6.0","86","20.7","179","43.0","126","30.3","305","73.3"
"0485111","0480011","Ellington School District","Ellington Middle School","Math","420","417","99.3","417","57","13.7","128","30.7","133","31.9","99","23.7","232","55.6"
"0480711","0480011","Ellington School District","Windermere Intermediate School","ELA","437","434","99.3","434","28","6.5","92","21.2","122","28.1","192","44.2","314","72.4"
"0480711","0480011","Ellington School District","Windermere Intermediate School","Math","437","434","99.3","434","39","9.0","110","25.3","136","31.3","149","34.3","285","65.7"
"0480611","0480011","Ellington School District","Windermere School","ELA","195","195","100.0","195","21","10.8","20","10.3","43","22.1","111","56.9","154","79.0"
"0480611","0480011","Ellington School District","Windermere School","Math","195","195","100.0","195","19","9.7","26","13.3","74","37.9","76","39.0","150","76.9"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","ELA","376","376","100.0","376","81","21.5","78","20.7","131","34.8","86","22.9","217","57.7"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","Math","376","376","100.0","376","95","25.3","112","29.8","78","20.7","91","24.2","169","44.9"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","ELA","327","326","99.7","326","68","20.9","81","24.8","91","27.9","86","26.4","177","54.3"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","Math","327","326","99.7","326","74","22.7","104","31.9","107","32.8","41","12.6","148","45.4"
"0491611","0490011","Enfield School District","Eli Whitney School","ELA","413","409","99.0","409","56","13.7","87","21.3","137","33.5","129","31.5","266","65.0"
"0491611","0490011","Enfield School District","Eli Whitney School","Math","413","410","99.3","410","60","14.6","133","32.4","152","37.1","65","15.9","217","52.9"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","ELA","1071","1064","99.3","1064","197","18.5","304","28.6","420","39.5","143","13.4","563","52.9"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","Math","1068","1058","99.1","1058","286","27.0","421","39.8","240","22.7","111","10.5","351","33.2"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","ELA","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0490711","0490011","Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","Math","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0491511","0490011","Enfield School District","Prudence Crandall School","ELA","411","410","99.8","410","59","14.4","106","25.9","133","32.4","112","27.3","245","59.8"
"0491511","0490011","Enfield School District","Prudence Crandall School","Math","411","410","99.8","410","87","21.2","156","38.0","118","28.8","49","12.0","167","40.7"
"0500111","0500011","Essex School District","Essex Elementary School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0500111","0500011","Essex School District","Essex Elementary School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0510211","0510011","Fairfield School District","Burr Elementary School","ELA","203","197","97.0","197","15","7.6","26","13.2","49","24.9","107","54.3","156","79.2"
"0510211","0510011","Fairfield School District","Burr Elementary School","Math","203","197","97.0","197","14","7.1","44","22.3","64","32.5","75","38.1","139","70.6"
"0510111","0510011","Fairfield School District","Dwight Elementary School","ELA","157","156","99.4","156","10","6.4","12","7.7","51","32.7","83","53.2","134","85.9"
"0510111","0510011","Fairfield School District","Dwight Elementary School","Math","157","156","99.4","156","7","4.5","27","17.3","62","39.7","60","38.5","122","78.2"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","ELA","879","868","98.7","866","64","7.4","159","18.4","363","41.9","280","32.3","643","74.2"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","Math","877","861","98.2","861","91","10.6","233","27.1","247","28.7","290","33.7","537","62.4"
"0510411","0510011","Fairfield School District","Holland Hill School","ELA","210","208","99.0","208","21","10.1","50","24.0","62","29.8","75","36.1","137","65.9"
"0510411","0510011","Fairfield School District","Holland Hill School","Math","210","208","99.0","208","27","13.0","58","27.9","69","33.2","54","26.0","123","59.1"
"0511711","0510011","Fairfield School District","Jennings School","ELA","169","167","98.8","167","21","12.6","27","16.2","45","26.9","74","44.3","119","71.3"
"0511711","0510011","Fairfield School District","Jennings School","Math","169","167","98.8","167","15","9.0","46","27.5","57","34.1","49","29.3","106","63.5"
"0510611","0510011","Fairfield School District","McKinley School","ELA","218","216","99.1","216","55","25.5","54","25.0","57","26.4","50","23.1","107","49.5"
"0510611","0510011","Fairfield School District","McKinley School","Math","218","216","99.1","216","36","16.7","65","30.1","80","37.0","35","16.2","115","53.2"
"0510711","0510011","Fairfield School District","Mill Hill School","ELA","215","215","100.0","215","30","14.0","35","16.3","61","28.4","89","41.4","150","69.8"
"0510711","0510011","Fairfield School District","Mill Hill School","Math","215","215","100.0","215","25","11.6","47","21.9","69","32.1","74","34.4","143","66.5"
"0511611","0510011","Fairfield School District","North Stratfield School","ELA","230","226","98.3","226","22","9.7","30","13.3","64","28.3","110","48.7","174","77.0"
"0511611","0510011","Fairfield School District","North Stratfield School","Math","230","226","98.3","226","16","7.1","63","27.9","79","35.0","68","30.1","147","65.0"
"0511811","0510011","Fairfield School District","Osborn Hill School","ELA","264","264","100.0","264","28","10.6","35","13.3","84","31.8","117","44.3","201","76.1"
"0511811","0510011","Fairfield School District","Osborn Hill School","Math","264","264","100.0","264","20","7.6","56","21.2","113","42.8","75","28.4","188","71.2"
"0511211","0510011","Fairfield School District","Riverfield School","ELA","210","208","99.0","208","8","3.8","28","13.5","51","24.5","121","58.2","172","82.7"
"0511211","0510011","Fairfield School District","Riverfield School","Math","210","208","99.0","208","11","5.3","34","16.3","83","39.9","80","38.5","163","78.4"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","ELA","798","789","98.9","789","39","4.9","124","15.7","371","47.0","255","32.3","626","79.3"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","Math","798","789","98.9","789","57","7.2","172","21.8","245","31.1","315","39.9","560","71.0"
"0511311","0510011","Fairfield School District","Sherman School","ELA","241","240","99.6","240","15","6.3","29","12.1","61","25.4","135","56.3","196","81.7"
"0511311","0510011","Fairfield School District","Sherman School","Math","241","240","99.6","240","10","4.2","44","18.3","81","33.8","105","43.8","186","77.5"
"0511411","0510011","Fairfield School District","Stratfield School","ELA","243","243","100.0","243","26","10.7","47","19.3","73","30.0","97","39.9","170","70.0"
"0511411","0510011","Fairfield School District","Stratfield School","Math","243","243","100.0","243","20","8.2","66","27.2","97","39.9","60","24.7","157","64.6"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","ELA","688","679","98.7","679","62","9.1","136","20.0","270","39.8","211","31.1","481","70.8"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","Math","687","672","97.8","672","132","19.6","188","28.0","166","24.7","186","27.7","352","52.4"
"0520411","0520011","Farmington School District","East Farms School","ELA","212","212","100.0","212","*","*","*","*","58","27.4","135","63.7","193","91.0"
"0520411","0520011","Farmington School District","East Farms School","Math","212","212","100.0","212","*","*","*","*","61","28.8","127","59.9","188","88.7"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","ELA","618","614","99.4","614","43","7.0","105","17.1","254","41.4","212","34.5","466","75.9"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","Math","618","614","99.4","614","53","8.6","113","18.4","159","25.9","289","47.1","448","73.0"
"0520211","0520011","Farmington School District","Noah Wallace School","ELA","147","147","100.0","147","11","7.5","18","12.2","42","28.6","76","51.7","118","80.3"
"0520211","0520011","Farmington School District","Noah Wallace School","Math","147","147","100.0","147","11","7.5","30","20.4","50","34.0","56","38.1","106","72.1"
"0520111","0520011","Farmington School District","Union School","ELA","138","138","100.0","138","14","10.1","25","18.1","38","27.5","61","44.2","99","71.7"
"0520111","0520011","Farmington School District","Union School","Math","138","138","100.0","138","14","10.1","34","24.6","43","31.2","47","34.1","90","65.2"
"0520311","0520011","Farmington School District","West District School","ELA","133","133","100.0","133","9","6.8","14","10.5","34","25.6","76","57.1","110","82.7"
"0520311","0520011","Farmington School District","West District School","Math","133","133","100.0","133","*","*","*","*","47","35.3","64","48.1","111","83.5"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","ELA","651","647","99.4","647","45","7.0","100","15.5","210","32.5","292","45.1","502","77.6"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Math","651","646","99.2","646","66","10.2","149","23.1","175","27.1","256","39.6","431","66.7"
"0530111","0530011","Franklin School District","Franklin Elementary School","ELA","110","108","98.2","108","21","19.4","22","20.4","40","37.0","25","23.1","65","60.2"
"0530111","0530011","Franklin School District","Franklin Elementary School","Math","110","108","98.2","108","26","24.1","33","30.6","29","26.9","20","18.5","49","45.4"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","ELA","253","253","100.0","253","22","8.7","39","15.4","60","23.7","132","52.2","192","75.9"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Math","253","253","100.0","253","22","8.7","43","17.0","73","28.9","115","45.5","188","74.3"
"0540311","0540011","Glastonbury School District","Eastbury School","ELA","131","131","100.0","131","*","*","*","*","33","25.2","83","63.4","116","88.5"
"0540311","0540011","Glastonbury School District","Eastbury School","Math","131","131","100.0","131","7","5.3","21","16.0","30","22.9","73","55.7","103","78.6"
"0540811","0540011","Glastonbury School District","Gideon Welles School","ELA","481","480","99.8","480","22","4.6","58","12.1","183","38.1","217","45.2","400","83.3"
"0540811","0540011","Glastonbury School District","Gideon Welles School","Math","481","480","99.8","480","27","5.6","77","16.0","137","28.5","239","49.8","376","78.3"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","ELA","223","222","99.6","222","12","5.4","26","11.7","51","23.0","133","59.9","184","82.9"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Math","224","223","99.6","223","*","*","*","*","78","35.0","110","49.3","188","84.3"
"0540611","0540011","Glastonbury School District","Hopewell School","ELA","224","224","100.0","224","11","4.9","30","13.4","56","25.0","127","56.7","183","81.7"
"0540611","0540011","Glastonbury School District","Hopewell School","Math","224","224","100.0","224","18","8.0","32","14.3","62","27.7","112","50.0","174","77.7"
"0540111","0540011","Glastonbury School District","LINKS Academy","ELA","13","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Math","13","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0540711","0540011","Glastonbury School District","Naubuc School","ELA","192","192","100.0","192","27","14.1","37","19.3","57","29.7","71","37.0","128","66.7"
"0540711","0540011","Glastonbury School District","Naubuc School","Math","192","192","100.0","192","21","10.9","55","28.6","64","33.3","52","27.1","116","60.4"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","ELA","276","273","98.9","273","17","6.2","25","9.2","72","26.4","159","58.2","231","84.6"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Math","276","272","98.6","272","17","6.3","23","8.5","90","33.1","142","52.2","232","85.3"
"0545211","0540011","Glastonbury School District","Smith Middle School","ELA","1030","1027","99.7","1027","73","7.1","160","15.6","469","45.7","325","31.6","794","77.3"
"0545211","0540011","Glastonbury School District","Smith Middle School","Math","1030","1027","99.7","1027","100","9.7","204","19.9","285","27.8","438","42.6","723","70.4"
"0565111","0560011","Granby School District","Granby Memorial Middle School","ELA","308","303","98.4","303","*","*","53","17.5","130","42.9","*","*","*","*"
"0565111","0560011","Granby School District","Granby Memorial Middle School","Math","308","303","98.4","303","39","12.9","85","28.1","92","30.4","87","28.7","179","59.1"
"0560411","0560011","Granby School District","Kelly Lane Primary School","ELA","271","268","98.9","268","*","*","*","*","92","34.3","124","46.3","216","80.6"
"0560411","0560011","Granby School District","Kelly Lane Primary School","Math","271","268","98.9","268","*","*","*","*","*","*","115","42.9","*","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","ELA","*","*","*","*","21","8.1","*","*","*","*","129","49.8","*","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","Math","*","*","*","*","*","*","70","27.0","81","31.3","*","*","*","*"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","ELA","210","210","100.0","210","107","51.0","63","30.0","*","*","*","*","40","19.0"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","Math","210","207","98.6","207","133","64.3","55","26.6","*","*","*","*","19","9.2"
"0575111","0570011","Greenwich School District","Central Middle School","ELA","552","546","98.9","546","59","10.8","92","16.8","226","41.4","169","31.0","395","72.3"
"0575111","0570011","Greenwich School District","Central Middle School","Math","552","546","98.9","546","100","18.3","147","26.9","149","27.3","150","27.5","299","54.8"
"0570211","0570011","Greenwich School District","Cos Cob School","ELA","236","235","99.6","235","35","14.9","35","14.9","57","24.3","108","46.0","165","70.2"
"0570211","0570011","Greenwich School District","Cos Cob School","Math","236","235","99.6","235","32","13.6","50","21.3","84","35.7","69","29.4","153","65.1"
"0575211","0570011","Greenwich School District","Eastern Middle School","ELA","819","818","99.9","818","29","3.5","91","11.1","332","40.6","366","44.7","698","85.3"
"0575211","0570011","Greenwich School District","Eastern Middle School","Math","819","817","99.8","817","54","6.6","120","14.7","162","19.8","481","58.9","643","78.7"
"0570411","0570011","Greenwich School District","Glenville School","ELA","235","234","99.6","234","26","11.1","37","15.8","56","23.9","115","49.1","171","73.1"
"0570411","0570011","Greenwich School District","Glenville School","Math","235","234","99.6","234","35","15.0","43","18.4","68","29.1","88","37.6","156","66.7"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","ELA","163","163","100.0","163","37","22.7","41","25.2","48","29.4","37","22.7","85","52.1"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","Math","163","163","100.0","163","48","29.4","54","33.1","40","24.5","21","12.9","61","37.4"
"0571311","0570011","Greenwich School District","International School At Dundee","ELA","189","189","100.0","189","10","5.3","12","6.3","43","22.8","124","65.6","167","88.4"
"0571311","0570011","Greenwich School District","International School At Dundee","Math","189","189","100.0","189","11","5.8","25","13.2","49","25.9","104","55.0","153","81.0"
"0570311","0570011","Greenwich School District","Julian Curtiss School","ELA","167","167","100.0","167","28","16.8","40","24.0","41","24.6","58","34.7","99","59.3"
"0570311","0570011","Greenwich School District","Julian Curtiss School","Math","167","167","100.0","167","29","17.4","53","31.7","41","24.6","44","26.3","85","50.9"
"0570611","0570011","Greenwich School District","New Lebanon School","ELA","127","127","100.0","127","22","17.3","29","22.8","39","30.7","37","29.1","76","59.8"
"0570611","0570011","Greenwich School District","New Lebanon School","Math","127","127","100.0","127","23","18.1","49","38.6","29","22.8","26","20.5","55","43.3"
"0570711","0570011","Greenwich School District","North Mianus School","ELA","234","234","100.0","234","14","6.0","22","9.4","48","20.5","150","64.1","198","84.6"
"0570711","0570011","Greenwich School District","North Mianus School","Math","234","234","100.0","234","13","5.6","41","17.5","66","28.2","114","48.7","180","76.9"
"0570811","0570011","Greenwich School District","North Street School","ELA","171","170","99.4","170","*","*","*","*","38","22.4","107","62.9","145","85.3"
"0570811","0570011","Greenwich School District","North Street School","Math","171","170","99.4","170","*","*","*","*","45","26.5","83","48.8","128","75.3"
"0570911","0570011","Greenwich School District","Old Greenwich School","ELA","207","207","100.0","207","*","*","*","*","49","23.7","134","64.7","183","88.4"
"0570911","0570011","Greenwich School District","Old Greenwich School","Math","207","207","100.0","207","*","*","*","*","54","26.1","119","57.5","173","83.6"
"0571111","0570011","Greenwich School District","Parkway School","ELA","101","99","98.0","99","7","7.1","11","11.1","34","34.3","47","47.5","81","81.8"
"0571111","0570011","Greenwich School District","Parkway School","Math","101","99","98.0","99","6","6.1","15","15.2","31","31.3","47","47.5","78","78.8"
"0571011","0570011","Greenwich School District","Riverside School","ELA","229","229","100.0","229","7","3.1","16","7.0","51","22.3","155","67.7","206","90.0"
"0571011","0570011","Greenwich School District","Riverside School","Math","229","229","100.0","229","9","3.9","24","10.5","64","27.9","132","57.6","196","85.6"
"0575311","0570011","Greenwich School District","Western Middle School","ELA","535","534","99.8","534","76","14.2","123","23.0","190","35.6","145","27.2","335","62.7"
"0575311","0570011","Greenwich School District","Western Middle School","Math","535","534","99.8","534","134","25.1","140","26.2","111","20.8","149","27.9","260","48.7"
"0580111","0580011","Griswold School District","Griswold Alternative School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0585111","0580011","Griswold School District","Griswold Middle School","ELA","539","534","99.1","534","83","15.5","126","23.6","221","41.4","104","19.5","325","60.9"
"0585111","0580011","Griswold School District","Griswold Middle School","Math","539","535","99.3","535","118","22.1","155","29.0","129","24.1","133","24.9","262","49.0"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","ELA","489","487","99.6","487","85","17.5","128","26.3","173","35.5","101","20.7","274","56.3"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","Math","490","488","99.6","488","101","20.7","147","30.1","126","25.8","114","23.4","240","49.2"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","ELA","165","165","100.0","165","58","35.2","34","20.6","42","25.5","31","18.8","73","44.2"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","Math","165","165","100.0","165","55","33.3","56","33.9","34","20.6","20","12.1","54","32.7"
"0591811","0590011","Groton School District","Charles Barnum School","ELA","121","121","100.0","121","14","11.6","20","16.5","41","33.9","46","38.0","87","71.9"
"0591811","0590011","Groton School District","Charles Barnum School","Math","121","121","100.0","121","12","9.9","34","28.1","40","33.1","35","28.9","75","62.0"
"0590311","0590011","Groton School District","Claude Chester School","ELA","169","169","100.0","169","60","35.5","35","20.7","51","30.2","23","13.6","74","43.8"
"0590311","0590011","Groton School District","Claude Chester School","Math","169","169","100.0","169","59","34.9","53","31.4","42","24.9","15","8.9","57","33.7"
"0591711","0590011","Groton School District","Mary Morrisson School","ELA","125","125","100.0","125","32","25.6","30","24.0","35","28.0","28","22.4","63","50.4"
"0591711","0590011","Groton School District","Mary Morrisson School","Math","124","124","100.0","124","20","16.1","42","33.9","33","26.6","29","23.4","62","50.0"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","ELA","186","186","100.0","186","19","10.2","29","15.6","61","32.8","77","41.4","138","74.2"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","Math","186","186","100.0","186","23","12.4","51","27.4","60","32.3","52","28.0","112","60.2"
"0591211","0590011","Groton School District","Pleasant Valley School","ELA","141","141","100.0","141","19","13.5","31","22.0","48","34.0","43","30.5","91","64.5"
"0591211","0590011","Groton School District","Pleasant Valley School","Math","139","139","100.0","139","22","15.8","40","28.8","45","32.4","32","23.0","77","55.4"
"0590111","0590011","Groton School District","S. B. Butler School","ELA","114","112","98.2","112","7","6.3","20","17.9","37","33.0","48","42.9","85","75.9"
"0590111","0590011","Groton School District","S. B. Butler School","Math","114","112","98.2","112","14","12.5","21","18.8","49","43.8","28","25.0","77","68.8"
"0595211","0590011","Groton School District","West Side Middle School","ELA","432","428","99.1","428","134","31.3","128","29.9","127","29.7","39","9.1","166","38.8"
"0595211","0590011","Groton School District","West Side Middle School","Math","435","431","99.1","431","171","39.7","144","33.4","88","20.4","28","6.5","116","26.9"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","ELA","557","555","99.6","555","46","8.3","67","12.1","203","36.6","239","43.1","442","79.6"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","Math","557","555","99.6","555","50","9.0","132","23.8","171","30.8","202","36.4","373","67.2"
"0600611","0600011","Guilford School District","A. W. Cox School","ELA","141","141","100.0","139","17","12.2","21","15.1","36","25.9","65","46.8","101","72.7"
"0600611","0600011","Guilford School District","A. W. Cox School","Math","141","141","100.0","138","23","16.7","28","20.3","39","28.3","48","34.8","87","63.0"
"0600411","0600011","Guilford School District","Calvin Leete School","ELA","111","111","100.0","111","6","5.4","10","9.0","28","25.2","67","60.4","95","85.6"
"0600411","0600011","Guilford School District","Calvin Leete School","Math","111","111","100.0","111","9","8.1","18","16.2","38","34.2","46","41.4","84","75.7"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","ELA","548","546","99.6","546","15","2.7","70","12.8","228","41.8","233","42.7","461","84.4"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","Math","548","546","99.6","546","40","7.3","125","22.9","144","26.4","237","43.4","381","69.8"
"0600211","0600011","Guilford School District","Guilford Lakes School","ELA","119","119","100.0","119","8","6.7","10","8.4","18","15.1","83","69.7","101","84.9"
"0600211","0600011","Guilford School District","Guilford Lakes School","Math","119","119","100.0","119","8","6.7","6","5.0","31","26.1","74","62.2","105","88.2"
"0600311","0600011","Guilford School District","Melissa Jones School","ELA","150","150","100.0","150","10","6.7","14","9.3","44","29.3","82","54.7","126","84.0"
