"school_code","district_code","district","school","free","non_subsidized","reduced","total"
"0110611","0110011","Bloomfield School District","Laurel School","163","128","27","318"
"0116411","0110011","Bloomfield School District","Learning Academy at Bloomfield","*","6","*","13"
"0110511","0110011","Bloomfield School District","Metacomet School","101","101","29","231"
"0110811","0110011","Bloomfield School District","Wintonbury Early Childhood Magnet School","78","231","12","321"
"0120111","0120011","Bolton School District","Bolton Center School","64","455","9","528"
"0126111","0120011","Bolton School District","Bolton High School","*","290","*","334"
"0130111","0130011","Bozrah School District","Fields Memorial School","51","177","15","243"
"0146111","0140011","Branford School District","Branford High School","171","826","53","1050"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","180","705","57","942"
"0148011","0140011","Branford School District","Indian Neck School","0","36","0","36"
"0141611","0140011","Branford School District","John B. Sliney School","89","261","24","374"
"0141511","0140011","Branford School District","Mary R. Tisko School","41","346","13","400"
"0141411","0140011","Branford School District","Mary T. Murphy School","94","291","35","420"
"2900113","2900013","Brass City Charter School District","Brass City Charter School","60","42","13","115"
"2850113","2850013","Bridgeport Achievement First District","Achievement First Bridgeport Academy","552","176","107","835"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","*","0","*","235"
"0150111","0150011","Bridgeport School District","Barnum School","626","0","0","626"
"0156111","0150011","Bridgeport School District","Bassick High School","1092","*","*","1120"
"0150211","0150011","Bridgeport School District","Beardsley School","376","0","0","376"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","224","*","*","229"
"0150311","0150011","Bridgeport School District","Black Rock School","406","0","0","406"
"0154011","0150011","Bridgeport School District","Blackham School","1124","*","*","1127"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","53","*","*","57"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","*","0","*","116"
"0150411","0150011","Bridgeport School District","Bryant School","413","0","0","413"
"0156211","0150011","Bridgeport School District","Central High School","1790","*","*","1838"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","*","0","*","1173"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","*","0","*","340"
"0150511","0150011","Bridgeport School District","Columbus School","886","0","0","886"
"0153911","0150011","Bridgeport School District","Cross School","413","0","0","413"
"0154211","0150011","Bridgeport School District","Curiale School","*","0","*","737"
"0154111","0150011","Bridgeport School District","Dunbar School","*","*","0","303"
"0150711","0150011","Bridgeport School District","Edison School","251","0","0","251"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","838","*","*","843"
"0151111","0150011","Bridgeport School District","Hall School","*","*","0","275"
"0151211","0150011","Bridgeport School District","Hallen School","332","0","0","332"
"0156311","0150011","Bridgeport School District","Harding High School","1077","*","*","1105"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","*","0","*","422"
"0151311","0150011","Bridgeport School District","Hooker School","387","0","0","387"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","228","*","*","236"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","511","0","0","511"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","652","*","*","655"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","900","*","*","904"
"0152011","0150011","Bridgeport School District","Madison School","539","0","0","539"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","*","0","*","449"
"0151711","0150011","Bridgeport School District","Park City Magnet School","*","0","*","491"
"0151811","0150011","Bridgeport School District","Pride Academy","*","0","*","57"
"0152511","0150011","Bridgeport School District","Read School","*","*","0","839"
"0152611","0150011","Bridgeport School District","Roosevelt School","*","*","0","564"
"0154411","0150011","Bridgeport School District","Skane Center","304","0","0","304"
"0153011","0150011","Bridgeport School District","Waltersville School","*","0","*","514"
"0153611","0150011","Bridgeport School District","Winthrop School","*","0","*","685"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","*","*","0","14"
"0176111","0170011","Bristol School District","Bristol Central High School","443","704","95","1242"
"0176211","0170011","Bristol School District","Bristol Eastern High School","359","838","102","1299"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","275","388","55","718"
"0179211","0170011","Bristol School District","Community/Vocational Program","9","*","*","13"
"0170311","0170011","Bristol School District","Edgewood School","133","210","12","355"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","186","212","26","424"
"0170511","0170011","Bristol School District","Greene-Hills School","384","427","79","890"
"0171911","0170011","Bristol School District","Ivy Drive School","126","250","21","397"
"0171711","0170011","Bristol School District","Mountain View School","112","281","44","437"
"0175211","0170011","Bristol School District","Northeast Middle School","143","274","36","453"
"0171111","0170011","Bristol School District","South Side School","194","281","28","503"
"0171211","0170011","Bristol School District","Stafford School","227","245","32","504"
"0172011","0170011","Bristol School District","West Bristol School","478","391","76","945"
"0186111","0180011","Brookfield School District","Brookfield High School","51","836","14","901"
"0180311","0180011","Brookfield School District","Center Elementary School","31","342","7","380"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","44","569","11","624"
"0185311","0180011","Brookfield School District","Whisconier Middle School","61","779","19","859"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","136","398","11","545"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","82","279","13","374"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","7","70","0","77"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","41","175","9","225"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","40","173","20","233"
"0236111","0230011","Canton School District","Canton High School","35","456","8","499"
"0230311","0230011","Canton School District","Canton Intermediate School","*","394","*","434"
"0235111","0230011","Canton School District","Canton Middle School","*","243","*","265"
"0230211","0230011","Canton School District","Cherry Brook Primary School","49","431","10","490"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","207","312","43","562"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","73","139","10","222"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","160","151","50","361"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","64","121","32","217"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","79","188","15","282"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","*","16","*","22"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","131","267","12","410"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","177","218","43","438"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","161","129","37","327"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","*","*","0","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","164","227","24","415"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","45","*","*","53"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","*","*","0","8"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","174","473","75","722"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","107","204","31","342"
"2410514","2410014","Capitol Region Education Council","Museum Academy","139","225","41","405"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","229","130","45","404"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","152","209","31","392"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","6","58","0","64"
"2419314","2410014","Capitol Region Education Council","River Street School","10","135","0","145"
"2419114","2410014","Capitol Region Education Council","Soundbridge","*","67","*","83"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","0","8","0","8"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","98","70","21","189"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","215","399","46","660"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","174","201","66","441"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","53","115","15","183"
"0250111","0250011","Cheshire School District","Chapman School","10","280","8","298"
"0256111","0250011","Cheshire School District","Cheshire High School","91","1427","20","1538"
"0250211","0250011","Cheshire School District","Darcey School","0","293","0","293"
"0255111","0250011","Cheshire School District","Dodd Middle School","55","674","18","747"
"0250611","0250011","Cheshire School District","Doolittle School","40","478","11","529"
"0250411","0250011","Cheshire School District","Highland School","40","692","8","740"
"0259011","0250011","Cheshire School District","Humiston School","*","15","*","20"
"0250511","0250011","Cheshire School District","Norton School","15","405","9","429"
"0260111","0260011","Chester School District","Chester Elementary School","*","199","*","228"
"0270111","0270011","Clinton School District","Abraham Pierson School","56","223","17","296"
"0275111","0270011","Clinton School District","Jared Eliot School","86","362","14","462"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","117","503","18","638"
"0276111","0270011","Clinton School District","The Morgan School","80","454","24","558"
"0286111","0280011","Colchester School District","Bacon Academy","94","781","25","900"
"0280411","0280011","Colchester School District","Colchester Elementary School","83","455","13","551"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","81","512","21","614"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","82","564","22","668"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","*","79","*","99"
"0300111","0300011","Columbia School District","Horace W. Porter School","*","435","*","467"
"2686113","2680013","Common Ground High School District","Common Ground High School","90","77","13","180"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","521","216","64","801"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","396","342","67","805"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","323","260","63","646"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","390","106","46","542"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","259","222","54","535"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","157","361","49","567"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","257","491","53","801"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","184","353","48","585"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","164","421","52","637"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","226","388","53","667"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","170","470","40","680"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","125","509","13","647"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","234","526","76","836"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","170","440","46","656"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","291","388","64","743"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","175","328","47","550"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","28","58","8","94"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","*","29","*","51"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","12","0","12"
"2438014","2430014","Cooperative Educational Services","School Readiness","16","27","11","54"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","55","378","38","471"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","45","80","15","140"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","22","83","0","105"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","63","320","10","393"
"0328011","0320011","Coventry School District","Coventry Early Intervention Services","*","*","0","20"
"0320211","0320011","Coventry School District","Coventry Grammar School","57","311","9","377"
"0326111","0320011","Coventry School District","Coventry High School","71","430","17","518"
"0320411","0320011","Coventry School District","George Hersey Robertson School","58","306","13","377"
"0336111","0330011","Cromwell School District","Cromwell High School","58","470","21","549"
"0335111","0330011","Cromwell School District","Cromwell Middle School","65","373","16","454"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","56","386","26","468"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","53","403","21","477"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","55","10","18","83"
"0345111","0340011","Danbury School District","Broadview Middle School","394","546","152","1092"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","39","91","9","139"
"0346111","0340011","Danbury School District","Danbury High School","971","1596","311","2878"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","229","102","104","435"
"0341111","0340011","Danbury School District","Great Plain School","139","181","36","356"
"0340211","0340011","Danbury School District","Hayestown Avenue School","215","184","70","469"
"0341711","0340011","Danbury School District","King Street Intermediate School","123","205","42","370"
"0341311","0340011","Danbury School District","King Street Primary School","157","224","36","417"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","127","250","35","412"
"0340611","0340011","Danbury School District","Morris Street School","283","94","91","468"
"0340811","0340011","Danbury School District","Park Avenue School","281","84","68","433"
"0341511","0340011","Danbury School District","Pembroke School","156","182","38","376"
"0345211","0340011","Danbury School District","Rogers Park Middle School","572","467","161","1200"
"0341211","0340011","Danbury School District","Shelter Rock School","170","192","54","416"
"0341011","0340011","Danbury School District","South Street School","254","66","55","375"
"0341611","0340011","Danbury School District","Stadley Rough School","180","199","53","432"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","53","331","39","423"
"0356111","0350011","Darien School District","Darien High School","*","1344","*","1354"
"0350211","0350011","Darien School District","Hindley Elementary School","0","565","0","565"
"0350711","0350011","Darien School District","Holmes Elementary School","*","448","*","454"
"0355111","0350011","Darien School District","Middlesex Middle School","11","1106","11","1128"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","0","458","0","458"
"0350511","0350011","Darien School District","Royle Elementary School","0","452","0","452"
"0350611","0350011","Darien School District","Tokeneke Elementary School","0","492","0","492"
"0360111","0360011","Deep River School District","Deep River Elementary School","38","281","11","330"
"3370215","3370015","Department of Mental Health and Addiction Services","Connecticut Valley Hospital","*","0","0","*"
"3370515","3370015","Department of Mental Health and Addiction Services","Greater Bridgeport Community Mental Health Center","*","0","0","*"
"0370611","0370011","Derby School District","Bradley School","141","223","12","376"
"0376111","0370011","Derby School District","Derby High School","151","189","41","381"
"0375011","0370011","Derby School District","Derby Middle School","170","154","40","364"
"0370411","0370011","Derby School District","Irving School","243","110","25","378"
"0400111","0400011","East Granby School District","Allgrove School","13","181","0","194"
"0406111","0400011","East Granby School District","East Granby High School","21","238","0","259"
"0405111","0400011","East Granby School District","East Granby Middle School","8","200","0","208"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","19","188","0","207"
"0410111","0410011","East Haddam School District","East Haddam Elementary School","30","286","10","326"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","32","324","16","372"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","48","419","21","488"
"0420311","0420011","East Hampton School District","Center School","*","268","*","295"
"0426111","0420011","East Hampton School District","East Hampton High School","45","466","9","520"
"0425111","0420011","East Hampton School District","East Hampton Middle School","41","371","11","423"
"0420111","0420011","East Hampton School District","Memorial School","56","560","10","626"
"0429011","0420011","East Hampton School District","The Learning Center at East Hampton","*","*","0","7"
"0430911","0430011","East Hartford School District","Anna E. Norris School","221","53","22","296"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","42","135","20","197"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","247","97","20","364"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","270","110","22","402"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","216","266","51","533"
"0436211","0430011","East Hartford School District","East Hartford High School","846","710","126","1682"
"0435111","0430011","East Hartford School District","East Hartford Middle School","641","366","94","1101"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","142","175","26","343"
"0430511","0430011","East Hartford School District","Hockanum School","191","120","11","322"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","149","123","29","301"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","315","149","34","498"
"0431211","0430011","East Hartford School District","Silver Lane School","252","33","19","304"
"0436411","0430011","East Hartford School District","Stevens Alternate High School","68","*","*","105"
"0432411","0430011","East Hartford School District","Sunset Ridge Middle School","160","76","17","253"
"0438011","0430011","East Hartford School District","Willowbrook Early Childhood","166","*","*","231"
"0439011","0430011","East Hartford School District","Woodland School","112","77","10","199"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","61","178","30","269"
"0441411","0440011","East Haven School District","D. C. Moore School","82","117","16","215"
"0440111","0440011","East Haven School District","Deer Run School","104","199","26","329"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","73","107","22","202"
"0446111","0440011","East Haven School District","East Haven High School","304","484","119","907"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","80","68","25","173"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","278","220","73","571"
"0440711","0440011","East Haven School District","Momauguin School","69","67","16","152"
"0441811","0440011","East Haven School District","Overbrook Elementary School","99","76","18","193"
"0449011","0440011","East Haven School District","Pathways","26","*","*","40"
"0456111","0450011","East Lyme School District","East Lyme High School","69","975","19","1063"
"0455111","0450011","East Lyme School District","East Lyme Middle School","86","766","23","875"
"0450111","0450011","East Lyme School District","Flanders School","38","307","9","354"
"0458011","0450011","East Lyme School District","Integrated Preschool","0","41","0","41"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","50","278","11","339"
"0450211","0450011","East Lyme School District","Niantic Center School","27","156","7","190"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","163","298","45","506"
"0476111","0470011","East Windsor School District","East Windsor High School","112","204","32","348"
"0475411","0470011","East Windsor School District","East Windsor Middle School","115","211","19","345"
"2536014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","38","98","8","144"
"2539014","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","37","48","10","95"
"2536114","2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","*","65","*","127"
"0390111","0390011","Eastford School District","Eastford Elementary School","24","128","0","152"
"0465111","0460011","Easton School District","Helen Keller Middle School","*","344","*","351"
"0460111","0460011","Easton School District","Samuel Staples Elementary School","15","589","6","610"
"2428014","2420014","EdAdvance","EdAdvance Headstart","189","0","0","189"
"2429014","2420014","EdAdvance","The ACCESS School at The Danuta M. Thibodeau Education Center","30","10","0","40"
"0480111","0480011","Ellington School District","Center School","33","354","6","393"
"0480211","0480011","Ellington School District","Crystal Lake School","*","181","*","203"
"0486111","0480011","Ellington School District","Ellington High School","58","719","20","797"
"0485111","0480011","Ellington School District","Ellington Middle School","36","362","11","409"
"0480711","0480011","Ellington School District","Windermere Intermediate School","36","368","12","416"
"0480611","0480011","Ellington School District","Windermere School","31","398","10","439"
"2890113","2890013","Elm City College Preparatory School District","Elm City College Preparatory School","411","139","74","624"
"0491311","0490011","Enfield School District","Edgar H. Parkman School","101","207","28","336"
"0491611","0490011","Enfield School District","Eli Whitney School","125","233","26","384"
"0496111","0490011","Enfield School District","Enfield High School","204","440","63","707"
"0490211","0490011","Enfield School District","Enfield Street School","109","165","14","288"
"0499011","0490011","Enfield School District","Enfield Transitional Learning Academy","*","*","0","15"
"0496211","0490011","Enfield School District","Enrico Fermi High School","150","691","77","918"
"0490411","0490011","Enfield School District","Hazardville Memorial School","146","198","10","354"
"0498011","0490011","Enfield School District","Head Start Program","*","*","0","104"
"0491811","0490011","Enfield School District","Henry Barnard School","121","198","21","340"
"0495211","0490011","Enfield School District","John F. Kennedy Middle School","288","746","87","1121"
"0491111","0490011","Enfield School District","Nathan Hale School","40","174","7","221"
"0491511","0490011","Enfield School District","Prudence Crandall School","118","257","43","418"
"0500111","0500011","Essex School District","Essex Elementary School","36","449","23","508"
"2726113","2720013","Explorations District","Explorations","27","56","0","83"
"0510211","0510011","Fairfield School District","Burr Elementary School","27","418","8","453"
"0510111","0510011","Fairfield School District","Dwight Elementary School","*","297","*","306"
"0518011","0510011","Fairfield School District","Early Childhood Center","*","*","0","110"
"0516011","0510011","Fairfield School District","Fairfield Ludlowe High School","82","1409","18","1509"
"0516211","0510011","Fairfield School District","Fairfield Warde High School","159","1259","41","1459"
"0515211","0510011","Fairfield School District","Fairfield Woods Middle School","67","842","17","926"
"0510411","0510011","Fairfield School District","Holland Hill School","43","338","17","398"
"0511711","0510011","Fairfield School District","Jennings School","21","300","6","327"
"0510611","0510011","Fairfield School District","McKinley School","105","321","32","458"
"0510711","0510011","Fairfield School District","Mill Hill School","*","408","*","429"
"0511611","0510011","Fairfield School District","North Stratfield School","*","426","*","444"
"0511811","0510011","Fairfield School District","Osborn Hill School","*","508","*","526"
"0511211","0510011","Fairfield School District","Riverfield School","*","380","*","399"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","32","815","13","860"
"0511311","0510011","Fairfield School District","Sherman School","*","434","*","457"
"0511411","0510011","Fairfield School District","Stratfield School","*","482","*","497"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","94","577","27","698"
"0520411","0520011","Farmington School District","East Farms School","*","415","*","433"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","*","*","0","76"
"0526111","0520011","Farmington School District","Farmington High School","116","1179","19","1314"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","40","521","10","571"
"0520211","0520011","Farmington School District","Noah Wallace School","*","314","*","338"
"0520111","0520011","Farmington School District","Union School","36","274","6","316"
"0520311","0520011","Farmington School District","West District School","*","317","*","341"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","47","567","6","620"
"0530111","0530011","Franklin School District","Franklin Elementary School","*","147","*","181"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","22","451","6","479"
"0540311","0540011","Glastonbury School District","Eastbury School","*","291","*","294"
"0540811","0540011","Glastonbury School District","Gideon Welles School","35","463","11","509"
"0546111","0540011","Glastonbury School District","Glastonbury High School","150","1938","52","2140"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","425","*","441"
"0540611","0540011","Glastonbury School District","Hopewell School","9","421","8","438"
"0540111","0540011","Glastonbury School District","Links Academy","*","32","*","38"
"0540711","0540011","Glastonbury School District","Naubuc School","88","301","24","413"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","22","572","15","609"
"0545211","0540011","Glastonbury School District","Smith Middle School","73","934","27","1034"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","366","*","390"
"0566111","0560011","Granby School District","Granby Memorial High School","33","671","20","724"
"0565111","0560011","Granby School District","Granby Memorial Middle School","28","294","10","332"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","290","*","316"
"0560311","0560011","Granby School District","Wells Road Intermediate School","*","252","*","288"
"0575111","0570011","Greenwich School District","Central Middle School","56","519","20","595"
"0570211","0570011","Greenwich School District","Cos Cob School","32","403","9","444"
"0575211","0570011","Greenwich School District","Eastern Middle School","19","746","14","779"
"0570411","0570011","Greenwich School District","Glenville School","14","381","10","405"
"0576111","0570011","Greenwich School District","Greenwich High School","276","2252","108","2636"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","148","177","61","386"
"0571311","0570011","Greenwich School District","International School At Dundee","11","356","11","378"
"0570311","0570011","Greenwich School District","Julian Curtiss School","86","245","13","344"
"0570611","0570011","Greenwich School District","New Lebanon School","110","105","49","264"
"0570711","0570011","Greenwich School District","North Mianus School","*","424","*","447"
"0570811","0570011","Greenwich School District","North Street School","*","382","*","394"
"0570911","0570011","Greenwich School District","Old Greenwich School","*","417","*","428"
"0571111","0570011","Greenwich School District","Parkway School","*","254","*","265"
"0571011","0570011","Greenwich School District","Riverside School","*","*","0","496"
"0575311","0570011","Greenwich School District","Western Middle School","148","313","43","504"
"0580311","0580011","Griswold School District","Griswold Elementary School","261","476","49","786"
"0586211","0580011","Griswold School District","Griswold High School","160","397","45","602"
"0585111","0580011","Griswold School District","Griswold Middle School","176","344","57","577"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","123","296","30","449"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","254","133","24","411"
"0591811","0590011","Groton School District","Charles Barnum School","90","213","82","385"
"0590311","0590011","Groton School District","Claude Chester School","223","116","23","362"
"0591711","0590011","Groton School District","Mary Morrisson School","120","196","106","422"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","75","319","16","410"
"0591211","0590011","Groton School District","Pleasant Valley School","89","170","35","294"
"0596111","0590011","Groton School District","Robert E. Fitch High School","344","663","116","1123"
"0590111","0590011","Groton School District","S. B. Butler School","77","238","18","333"
"0595211","0590011","Groton School District","West Side Middle School","223","179","78","480"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","40","521","19","580"
"0600611","0600011","Guilford School District","A. W. Cox School","19","288","6","313"
"0600411","0600011","Guilford School District","Calvin Leete School","*","268","*","287"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","28","541","14","583"
"0606111","0600011","Guilford School District","Guilford High School","69","961","37","1067"
