"school_code","district_code","district","school","american_indian_or_alaska_native","asian","black_or_african_american","hispanic_latino_of_any_race","native_hawaiian_or_other_pacific_islander","two_or_more_races","white","total"
"0510711","0510011","Fairfield School District","Mill Hill School","0","20","*","29","0","*","382","445"
"0511611","0510011","Fairfield School District","North Stratfield School","0","25","8","45","0","12","364","454"
"0511811","0510011","Fairfield School District","Osborn Hill School","0","25","6","9","0","6","472","518"
"0511211","0510011","Fairfield School District","Riverfield School","*","14","*","13","0","15","356","409"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","*","37","21","59","0","*","807","940"
"0511311","0510011","Fairfield School District","Sherman School","*","15","*","20","0","16","389","449"
"0511411","0510011","Fairfield School District","Stratfield School","0","21","*","43","*","14","418","505"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","*","43","*","89","0","23","572","744"
"0520411","0520011","Farmington School District","East Farms School","0","97","*","23","0","*","299","435"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","0","*","*","0","0","0","42","61"
"0526111","0520011","Farmington School District","Farmington High School","*","164","71","77","0","*","1005","1322"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","*","79","38","31","0","*","459","610"
"0520211","0520011","Farmington School District","Noah Wallace School","0","76","14","25","0","9","234","358"
"0520111","0520011","Farmington School District","Union School","*","34","20","31","0","*","231","320"
"0520311","0520011","Farmington School District","West District School","*","67","13","17","0","*","263","365"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","0","99","35","30","0","0","414","578"
"0530111","0530011","Franklin School District","Franklin Elementary School","*","*","0","13","*","6","176","200"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","0","42","6","37","0","23","378","486"
"0540311","0540011","Glastonbury School District","Eastbury School","0","33","6","10","0","16","254","319"
"0540811","0540011","Glastonbury School District","Gideon Welles School","*","41","13","37","*","16","414","525"
"0546111","0540011","Glastonbury School District","Glastonbury High School","*","185","73","153","0","*","1778","2239"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","40","10","13","0","*","400","471"
"0540611","0540011","Glastonbury School District","Hopewell School","*","51","*","27","0","23","352","456"
"0540711","0540011","Glastonbury School District","Naubuc School","0","51","*","81","*","26","263","442"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","0","27","22","47","0","27","500","623"
"0545211","0540011","Glastonbury School District","Smith Middle School","*","115","26","76","*","28","778","1025"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","*","*","23","9","0","17","333","386"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","20","24","0","10","696","759"
"0565111","0560011","Granby School District","Granby Memorial Middle School","0","6","13","14","0","10","286","329"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","18","10","0","8","285","327"
"0560311","0560011","Granby School District","Wells Road Intermediate School","0","*","*","10","0","14","265","303"
"0575111","0570011","Greenwich School District","Central Middle School","0","55","20","74","0","19","431","599"
"0570211","0570011","Greenwich School District","Cos Cob School","0","44","11","54","0","21","304","434"
"0575211","0570011","Greenwich School District","Eastern Middle School","*","67","*","87","*","23","600","782"
"0570411","0570011","Greenwich School District","Glenville School","0","43","*","46","0","*","309","407"
"0576111","0570011","Greenwich School District","Greenwich High School","*","184","93","441","*","37","1918","2677"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","*","23","41","187","0","*","135","409"
"0571311","0570011","Greenwich School District","International School At Dundee","0","58","*","61","*","20","215","369"
"0570311","0570011","Greenwich School District","Julian Curtiss School","0","42","17","90","0","18","177","344"
"0570611","0570011","Greenwich School District","New Lebanon School","0","*","16","160","0","*","76","261"
"0570711","0570011","Greenwich School District","North Mianus School","*","60","*","55","*","9","335","465"
"0570811","0570011","Greenwich School District","North Street School","*","35","*","42","0","35","292","414"
"0570911","0570011","Greenwich School District","Old Greenwich School","0","*","*","35","0","18","353","425"
"0571111","0570011","Greenwich School District","Parkway School","0","12","*","29","0","*","225","272"
"0571011","0570011","Greenwich School District","Riverside School","0","33","0","72","0","13","364","482"
"0575311","0570011","Greenwich School District","Western Middle School","*","33","34","169","0","*","260","504"
"0580311","0580011","Griswold School District","Griswold Elementary School","17","13","16","46","0","61","596","749"
"0586211","0580011","Griswold School District","Griswold High School","7","12","19","32","0","11","543","624"
"0585111","0580011","Griswold School District","Griswold Middle School","*","16","24","35","*","8","498","585"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","*","34","34","50","*","13","324","462"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","*","*","67","169","0","37","117","418"
"0591811","0590011","Groton School District","Charles Barnum School","*","11","33","59","*","27","266","401"
"0590311","0590011","Groton School District","Claude Chester School","*","52","42","92","*","25","132","350"
"0591711","0590011","Groton School District","Mary Morrisson School","*","*","30","56","0","25","240","363"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","26","9","41","*","17","308","403"
"0591211","0590011","Groton School District","Pleasant Valley School","*","24","21","59","*","29","200","340"
"0596111","0590011","Groton School District","Robert E. Fitch High School","*","77","164","174","*","33","704","1183"
"0590111","0590011","Groton School District","S. B. Butler School","*","19","27","31","0","*","254","352"
"0595211","0590011","Groton School District","West Side Middle School","*","18","81","114","*","17","259","506"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","0","20","*","45","0","*","476","566"
"0600611","0600011","Guilford School District","A. W. Cox School","0","*","*","25","0","25","268","332"
"0600411","0600011","Guilford School District","Calvin Leete School","0","10","*","14","0","*","259","292"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","0","23","*","29","0","*","524","592"
"0606111","0600011","Guilford School District","Guilford High School","*","37","12","50","0","*","960","1070"
"0600211","0600011","Guilford School District","Guilford Lakes School","*","18","*","11","0","*","324","362"
"0600311","0600011","Guilford School District","Melissa Jones School","0","12","*","31","*","14","287","348"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","*","12","24","28","0","*","29","100"
"0621211","0620011","Hamden School District","Bear Path School","0","46","41","55","0","22","299","463"
"0620211","0620011","Hamden School District","Church Street School","0","16","165","111","0","13","65","370"
"0620311","0620011","Hamden School District","Dunbar Hill School","0","26","112","45","0","20","105","308"
"0626111","0620011","Hamden School District","Hamden High School","*","90","640","285","0","*","750","1802"
"0625211","0620011","Hamden School District","Hamden Middle School","0","61","283","137","0","28","390","899"
"0620411","0620011","Hamden School District","Helen Street School","*","*","116","94","0","12","57","288"
"0621111","0620011","Hamden School District","Ridge Hill School","0","28","121","100","0","8","77","334"
"0620111","0620011","Hamden School District","Shepherd Glen School","*","58","110","56","0","*","100","336"
"0621011","0620011","Hamden School District","Spring Glen School","0","8","75","30","0","30","286","429"
"0621411","0620011","Hamden School District","West Woods School","*","76","49","34","0","*","294","461"
"0630111","0630011","Hampton School District","Hampton Elementary School","0","*","0","10","0","*","102","116"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","*","*","109","389","*","12","37","556"
"0640411","0640011","Hartford School District","Batchelder School","*","*","88","398","0","9","16","520"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","*","29","57","210","0","*","22","323"
"0643811","0640011","Hartford School District","Betances STEM Magnet School","*","12","16","43","0","*","11","87"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","0","14","104","70","0","7","27","222"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","*","8","100","146","*","7","90","355"
"0647111","0640011","Hartford School District","Bulkeley High School","*","10","84","248","*","41","20","407"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","*","*","119","388","0","31","32","586"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","*","6","92","474","*","7","16","598"
"0642311","0640011","Hartford School District","Burr School","*","15","104","551","*","15","41","729"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","0","17","318","134","0","33","172","674"
"0642411","0640011","Hartford School District","Clark School","0","*","168","197","0","8","*","379"
"0646411","0640011","Hartford School District","Classical Magnet School","0","*","275","194","*","42","167","701"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","*","*","141","89","0","7","*","244"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","0","*","8","42","0","*","*","57"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","*","28","67","301","0","*","160","570"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","7","*","116","537","*","15","19","702"
"0643611","0640011","Hartford School District","Global Communications Academy","*","0","288","120","0","9","*","420"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","*","*","118","77","0","10","59","274"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","*","17","145","231","0","33","*","438"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","0","20","179","305","*","18","*","533"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","*","12","164","271","*","30","10","489"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","*","23","178","346","*","23","237","820"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","0","0","*","23","0","*","0","40"
"0647611","0640011","Hartford School District","High School, Inc.","*","*","178","145","*","34","10","373"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","0","10","120","54","0","*","*","195"
"0641011","0640011","Hartford School District","Kennelly School","8","*","119","507","*","15","46","703"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","*","13","204","312","*","25","201","760"
"0640811","0640011","Hartford School District","M. D. Fox School","*","36","86","362","0","*","31","533"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","0","*","281","73","0","21","*","382"
"0641211","0640011","Hartford School District","McDonough Middle School","*","*","40","324","0","*","10","385"
"0641911","0640011","Hartford School District","Milner School","*","0","192","163","*","14","0","373"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","0","40","106","42","0","15","76","279"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","*","*","75","440","0","49","151","723"
"0647811","0640011","Hartford School District","OPPortunity High School","0","0","*","67","0","*","0","110"
"0641511","0640011","Hartford School District","Parkville Community School","*","15","81","423","0","*","33","564"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","*","6","113","122","*","9","77","329"
"0641711","0640011","Hartford School District","Rawson School","*","*","492","48","*","18","7","572"
"0644011","0640011","Hartford School District","Renzulli Gifted and Talented Academy","0","6","70","38","0","*","*","121"
"0640111","0640011","Hartford School District","SAND School","*","0","148","320","0","12","*","484"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","*","48","157","48","*","9","92","356"
"0643011","0640011","Hartford School District","Sanchez School","0","*","53","429","0","*","6","494"
"0642611","0640011","Hartford School District","Simpson-Waverly School","0","*","212","100","0","10","*","326"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","*","16","128","313","*","55","177","692"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","0","32","135","92","0","22","122","403"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","*","*","258","171","0","22","153","626"
"0642111","0640011","Hartford School District","West Middle School","*","79","287","240","0","15","*","635"
"0642211","0640011","Hartford School District","Wish Museum School","*","*","193","176","0","10","9","392"
"0650111","0650011","Hartland School District","Hartland School","*","*","*","*","0","*","201","214"
"0670211","0670011","Hebron School District","Gilead Hill School","*","*","*","14","0","*","328","352"
"0670111","0670011","Hebron School District","Hebron Elementary School","0","*","*","19","0","13","544","584"
"2860113","2860013","Highville Charter School District","Highville Charter School","0","*","312","14","0","9","*","341"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","*","*","30","41","0","30","202","330"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","*","*","34","86","0","16","53","191"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","*","0","572","*","8","*","*","589"
"0680111","0680011","Kent School District","Kent Center School","0","7","0","19","0","19","226","271"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","*","*","0","*","0","*","77","87"
"0690111","0690011","Killingly School District","Killingly Central School","6","7","12","20","0","24","396","465"
"0696111","0690011","Killingly School District","Killingly High School","*","*","22","21","0","41","786","893"
"0695211","0690011","Killingly School District","Killingly Intermediate School","13","14","20","16","0","59","669","791"
"0690311","0690011","Killingly School District","Killingly Memorial School","*","16","*","29","0","22","364","436"
"2456014","2450014","Learn","Connecticut River Academy","0","*","100","116","0","*","95","321"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","0","0","15","51","0","9","31","106"
"2459014","2450014","Learn","Learn Special Education","*","*","*","*","0","0","17","28"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","*","*","9","30","0","23","108","178"
"2450114","2450014","Learn","Regional Multicultural Magnet School","*","29","47","164","*","74","231","549"
"2450214","2450014","Learn","The Friendship School","*","20","60","153","*","39","237","513"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","0","*","*","6","0","*","18","33"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","*","10","8","22","*","0","390","438"
"0715111","0710011","Lebanon School District","Lebanon Middle School","7","*","*","14","*","*","337","368"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","8","*","*","12","0","0","396","423"
"0720211","0720011","Ledyard School District","Gales Ferry School","*","*","10","19","0","30","158","225"
"0720411","0720011","Ledyard School District","Gallup Hill School","36","*","23","35","*","17","229","355"
"0720311","0720011","Ledyard School District","Juliet W. Long School","*","12","15","14","*","11","227","284"
"0720111","0720011","Ledyard School District","Ledyard Center School","31","25","29","35","*","*","291","418"
"0726111","0720011","Ledyard School District","Ledyard High School","44","42","52","70","*","*","746","961"
"0725111","0720011","Ledyard School District","Ledyard Middle School","13","13","27","32","0","0","263","348"
"0736011","0730011","Lisbon School District","Community Connection - The Big Picture High School","0","0","0","*","0","0","*","21"
"0730111","0730011","Lisbon School District","Lisbon Central School","0","7","*","19","*","33","359","422"
"0740211","0740011","Litchfield School District","Center School","0","6","0","9","*","*","258","280"
"0746111","0740011","Litchfield School District","Litchfield High School","0","11","*","17","0","*","466","498"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","0","*","*","11","6","*","226","251"
"0766111","0760011","Madison School District","Daniel Hand High School","0","39","*","26","*","25","1152","1255"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","*","21","*","9","0","12","489","533"
"0760211","0760011","Madison School District","Island Avenue Elementary School","0","*","0","12","0","*","243","266"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","*","17","*","15","0","11","414","462"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","0","10","0","*","0","*","203","224"
"0769011","0760011","Madison School District","Town Campus Learning Center","0","*","0","*","0","*","42","48"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","*","21","*","13","0","7","543","591"
"0770111","0770011","Manchester School District","Bowers School","*","*","57","107","0","25","200","407"
"0770311","0770011","Manchester School District","Buckley School","*","34","31","51","0","*","195","332"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","*","27","92","109","0","*","153","406"
"0770411","0770011","Manchester School District","Highland Park School","*","12","53","46","*","11","140","264"
"0775311","0770011","Manchester School District","Illing Middle School","*","52","181","190","0","*","337","796"
"0770611","0770011","Manchester School District","Keeney School","0","28","47","64","0","24","183","346"
"0776111","0770011","Manchester School District","Manchester High School","*","104","376","370","0","*","802","1693"
"0778011","0770011","Manchester School District","Manchester Preschool Center","0","19","56","58","0","12","47","192"
"0779011","0770011","Manchester School District","Manchester Regional Academy","0","0","*","24","0","*","35","80"
"0779111","0770011","Manchester School District","Manchester Transition Center","0","0","*","*","0","0","7","14"
"0771611","0770011","Manchester School District","Martin School","0","*","55","63","0","*","145","290"
"0771011","0770011","Manchester School District","Robertson School","*","87","115","85","0","*","50","355"
"0771211","0770011","Manchester School District","Verplanck School","0","32","107","129","0","12","50","330"
"0771311","0770011","Manchester School District","Waddell School","0","54","64","89","0","22","123","352"
"0771411","0770011","Manchester School District","Washington School","0","13","107","141","0","29","89","379"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","0","30","*","28","0","*","201","274"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","0","38","*","19","0","*","156","221"
"0785111","0780011","Mansfield School District","Mansfield Middle School","0","46","*","48","*","19","445","570"
"0780511","0780011","Mansfield School District","Southeast Elementary School","0","17","11","36","0","12","176","252"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","0","*","*","34","0","25","564","639"
"0800711","0800011","Meriden School District","Nathan Hale School","*","22","68","290","*","13","208","610"
"0800111","0800011","Meriden School District","Benjamin Franklin School","*","15","54","225","*","11","190","500"
"0801111","0800011","Meriden School District","Casimir Pulaski School","*","22","88","322","*","10","147","594"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","0","*","164","573","*","23","432","1217"
"0800311","0800011","Meriden School District","Hanover School","*","18","47","217","*","11","269","569"
"0800411","0800011","Meriden School District","Israel Putnam School","6","25","52","278","*","*","197","564"
"0800511","0800011","Meriden School District","John Barry School","*","24","63","281","*","10","98","479"
"0805211","0800011","Meriden School District","Lincoln Middle School","*","11","69","385","*","18","265","755"
"0806211","0800011","Meriden School District","Orville H. Platt High School","0","22","190","523","7","20","412","1174"
"0800811","0800011","Meriden School District","Roger Sherman School","*","23","42","295","*","9","125","500"
"0801011","0800011","Meriden School District","Thomas Hooker School","*","26","17","179","*","*","196","428"
"0805411","0800011","Meriden School District","Washington Middle School","*","21","100","365","*","12","278","783"
"0830211","0830011","Middletown School District","Bielefield School","0","*","60","81","*","18","135","305"
"0830511","0830011","Middletown School District","Farm Hill School","0","11","70","68","0","21","157","327"
"0831511","0830011","Middletown School District","Keigwin Middle School","0","9","72","55","0","12","185","333"
"0831311","0830011","Middletown School District","Lawrence School","0","45","54","33","0","24","171","327"
"0830911","0830011","Middletown School District","MacDonough School","*","*","75","99","0","13","70","262"
"0836211","0830011","Middletown School District","Middletown High School","*","70","302","176","*","26","727","1307"
"0831211","0830011","Middletown School District","Moody School","*","15","32","23","0","*","202","290"
"0831111","0830011","Middletown School District","Snow School","0","21","81","58","0","30","172","362"
"0830111","0830011","Middletown School District","Spencer School","0","15","53","41","0","16","221","346"
"0839111","0830011","Middletown School District","Transition to Life Center","0","*","*","*","0","0","10","14"
"0831411","0830011","Middletown School District","Wesley School","0","*","67","42","*","17","188","329"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","*","24","153","100","0","*","379","678"
"0840111","0840011","Milford School District","Calf Pen Meadow School","*","13","*","16","0","0","231","269"
"0845111","0840011","Milford School District","East Shore Middle School","*","17","26","11","0","*","435","492"
"0845211","0840011","Milford School District","Harborside Middle School","0","61","31","*","*","0","492","614"
"0841911","0840011","Milford School District","J. F. Kennedy School","*","31","30","35","*","0","302","400"
"0846211","0840011","Milford School District","Jonathan Law High School","*","62","*","88","0","0","789","1001"
"0846311","0840011","Milford School District","Joseph A. Foran High School","*","45","26","56","0","*","865","1000"
"0841611","0840011","Milford School District","Live Oaks School","*","28","10","9","0","*","257","307"
"0841711","0840011","Milford School District","Mathewson School","*","88","*","30","0","0","273","406"
"0840711","0840011","Milford School District","Meadowside School","0","67","22","*","*","0","344","447"
"0840811","0840011","Milford School District","Orange Avenue School","0","33","*","14","0","*","333","395"
"0841811","0840011","Milford School District","Orchard Hills School","0","28","15","22","0","0","291","356"
"0841011","0840011","Milford School District","Pumpkin Delight School","*","27","31","26","*","0","305","392"
"0845311","0840011","Milford School District","West Shore Middle School","0","43","*","46","0","*","448","564"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","*","18","*","30","0","12","454","523"
"0855211","0850011","Monroe School District","Jockey Hollow School","*","31","*","55","0","29","723","853"
"0856111","0850011","Monroe School District","Masuk High School","*","45","22","90","0","*","1054","1227"
"0850111","0850011","Monroe School District","Monroe Elementary School","*","11","*","29","0","6","320","370"
"0850311","0850011","Monroe School District","Stepney Elementary School","*","22","*","27","0","13","434","503"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","6","9","*","37","*","49","260","364"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","*","53","19","63","*","52","400","597"
"0860111","0860011","Montville School District","Mohegan School","9","67","12","29","0","48","203","368"
"0866111","0860011","Montville School District","Montville High School","*","72","30","51","*","43","512","721"
"0860511","0860011","Montville School District","Oakdale School","6","20","10","28","0","37","272","373"
"0869011","0860011","Montville School District","Palmer Academy","0","0","0","*","0","*","18","23"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","0","13","21","61","0","16","136","247"
"0888211","0880011","Naugatuck School District","Central Avenue Preschool","0","0","*","*","0","*","12","20"
"0885111","0880011","Naugatuck School District","City Hill Middle School","*","23","54","128","*","28","467","703"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","0","13","14","54","0","12","159","252"
"0888111","0880011","Naugatuck School District","Head Start","0","6","11","25","0","10","67","119"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","0","7","21","79","0","17","290","414"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","*","13","21","68","0","*","237","353"
"0880311","0880011","Naugatuck School District","Maple Hill School","*","27","32","85","0","*","359","521"
"0886111","0880011","Naugatuck School District","Naugatuck High School","0","*","113","221","*","53","873","1299"
"0880611","0880011","Naugatuck School District","Salem School","0","*","21","79","*","11","153","271"
"0880711","0880011","Naugatuck School District","Western School","0","8","13","61","0","14","184","280"
"2800113","2800013","New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy","0","0","289","100","0","*","*","399"
"0899111","0890011","New Britain School District","Brook Side School","0","0","7","35","0","*","*","48"
"0899411","0890011","New Britain School District","CLIMB","0","0","*","8","0","0","*","13"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","0","12","83","347","0","12","110","564"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","*","*","44","722","0","8","123","901"
"0890511","0890011","New Britain School District","Gaffney School","0","17","65","292","0","10","195","579"
"0890611","0890011","New Britain School District","Holmes School","0","25","57","193","0","6","127","408"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","0","7","27","51","0","7","77","169"
"0890711","0890011","New Britain School District","Jefferson School","*","41","48","215","*","13","162","482"
"0890811","0890011","New Britain School District","Lincoln School","*","23","96","447","0","*","168","754"
"0896111","0890011","New Britain School District","New Britain High School","*","52","426","1434","*","29","582","2530"
"0899011","0890011","New Britain School District","New Britain Transition Center","0","0","8","29","0","0","10","47"
"0890911","0890011","New Britain School District","Northend School","0","*","22","90","0","*","30","155"
"0895311","0890011","New Britain School District","Pulaski Middle School","*","17","73","336","0","*","83","517"
"0895111","0890011","New Britain School District","Roosevelt Middle School","0","*","79","302","0","*","36","427"
"0895211","0890011","New Britain School District","Slade Middle School","0","14","137","425","0","16","134","726"
"0891211","0890011","New Britain School District","Smalley Academy","*","*","78","399","0","11","65","556"
"0891311","0890011","New Britain School District","Smith School","*","19","113","430","*","19","149","732"
"0891511","0890011","New Britain School District","Vance School","0","9","103","347","0","17","147","623"
"0900411","0900011","New Canaan School District","East School","*","39","*","20","0","9","488","565"
"0906111","0900011","New Canaan School District","New Canaan High School","*","41","21","33","*","14","1158","1275"
"0905111","0900011","New Canaan School District","Saxe Middle School","*","52","*","46","0","21","1155","1288"
"0900211","0900011","New Canaan School District","South School","0","39","*","24","0","*","472","554"
"0900311","0900011","New Canaan School District","West School","*","19","*","12","0","8","489","531"
"0910111","0910011","New Fairfield School District","Consolidated School","*","10","*","52","0","9","454","535"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","*","17","*","39","0","8","526","599"
"0916111","0910011","New Fairfield School District","New Fairfield High School","0","13","15","51","0","10","921","1010"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","*","10","*","46","0","15","579","654"
"0920311","0920011","New Hartford School District","Ann Antolini School","0","*","*","11","0","7","323","343"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","0","*","0","*","0","*","101","110"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","0","*","0","7","0","*","100","112"
"0931211","0930011","New Haven School District","Edgewood School","*","*","243","71","0","*","126","449"
"0931411","0930011","New Haven School District","Nathan Hale School","*","16","61","176","0","*","300","557"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","0","0","346","157","0","*","*","513"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","0","*","321","131","0","*","98","554"
"0930311","0930011","New Haven School District","Beecher School","0","6","305","81","*","*","86","486"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","*","*","160","224","0","*","170","561"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","0","*","192","143","0","*","140","488"
"0934311","0930011","New Haven School District","Bishop Woods Architecture and Design Magnet School","0","*","209","225","0","*","61","516"
"0932111","0930011","New Haven School District","Brennan Rogers School","0","*","276","95","0","*","31","405"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","*","13","295","107","0","*","36","453"
"0930611","0930011","New Haven School District","Clinton Avenue School","0","*","119","414","0","0","*","567"
"0934111","0930011","New Haven School District","Columbus Family Academy","0","*","19","433","0","*","11","467"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","*","6","297","263","0","*","56","625"
"0936411","0930011","New Haven School District","Cooperative High School","0","13","325","152","0","0","148","638"
"0936811","0930011","New Haven School District","Cortlandt V.R. Creed Health and Sport Sciences High School","0","0","146","34","0","0","17","197"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","*","11","304","74","0","*","114","511"
"0935611","0930011","New Haven School District","Domus Academy","0","0","30","*","0","0","*","41"
"0938211","0930011","New Haven School District","Dwight Early Childhood Program","0","*","27","14","0","0","*","46"
"0938111","0930011","New Haven School District","Early Learning Center","0","*","94","19","0","0","*","117"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","*","15","200","176","0","*","37","434"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","0","*","174","64","0","*","118","387"
"0931611","0930011","New Haven School District","Fair Haven School","0","6","107","540","0","0","52","705"
"0938011","0930011","New Haven School District","Headstart","0","0","110","213","0","0","11","334"
"0938311","0930011","New Haven School District","Helene Grant HeadStart","*","*","166","101","0","*","11","281"
"0936611","0930011","New Haven School District","High School In The Community","0","*","111","88","0","*","37","241"
"0930711","0930011","New Haven School District","Hill Central Music Academy","0","*","119","322","*","*","16","463"
"0936311","0930011","New Haven School District","Hill Regional Career High School","*","51","315","218","0","*","112","698"
"0936211","0930011","New Haven School District","James Hillhouse High School","*","*","735","202","0","8","24","976"
"0931311","0930011","New Haven School District","John C. Daniels","0","*","93","313","0","*","91","508"
"0930811","0930011","New Haven School District","John S. Martinez Sea and Sky STEM School","*","*","63","454","0","0","16","537"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","*","15","417","69","0","*","76","580"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","0","7","303","66","0","0","8","384"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","0","*","229","181","0","*","120","546"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","0","12","165","137","0","0","70","384"
"0937011","0930011","New Haven School District","New Haven Academy","0","*","167","68","0","*","45","287"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","0","0","17","*","0","0","*","25"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","0","*","90","143","0","*","29","265"
"0939111","0930011","New Haven School District","Riverside Education Academy","0","0","83","*","0","0","*","113"
"0934211","0930011","New Haven School District","Roberto Clemente Leadership Academy for Global Awareness","0","*","236","261","0","*","25","525"
"0931011","0930011","New Haven School District","Ross/Woodward School","*","17","195","240","0","*","139","596"
"0936711","0930011","New Haven School District","Sound School","0","*","34","74","0","*","219","334"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","0","*","237","186","0","*","37","477"
