"school_code","district_code","district","school","no","yes","total"
"0540511","0540011","Glastonbury School District","PreK-Eastbury","30","0","30"
"0541011","0540011","Glastonbury School District","PreK-Nayaug","20","0","20"
"0545211","0540011","Glastonbury School District","Smith Middle School","1000","10","1010"
"0566111","0560011","Granby School District","Granby Memorial High School","*","*","658"
"0565111","0560011","Granby School District","Granby Memorial Middle School","*","*","435"
"0560411","0560011","Granby School District","Kelly Lane Primary School","*","*","392"
"0560311","0560011","Granby School District","Wells Road Intermediate School","*","*","389"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","273","51","324"
"0575111","0570011","Greenwich School District","Central Middle School","541","17","558"
"0571211","0570011","Greenwich School District","Community Connections","7","0","7"
"0570211","0570011","Greenwich School District","Cos Cob School","397","49","446"
"0575211","0570011","Greenwich School District","Eastern Middle School","829","17","846"
"0570411","0570011","Greenwich School District","Glenville School","425","19","444"
"0571411","0570011","Greenwich School District","Greenwich Alternative High School","*","*","22"
"0576111","0570011","Greenwich School District","Greenwich High School","2559","66","2625"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","369","28","397"
"0571311","0570011","Greenwich School District","International School At Dundee","370","13","383"
"0570311","0570011","Greenwich School District","Julian Curtiss School","284","46","330"
"0570611","0570011","Greenwich School District","New Lebanon School","201","56","257"
"0570711","0570011","Greenwich School District","North Mianus School","461","35","496"
"0570811","0570011","Greenwich School District","North Street School","409","14","423"
"0570911","0570011","Greenwich School District","Old Greenwich School","423","12","435"
"0571111","0570011","Greenwich School District","Parkway School","*","*","260"
"0571011","0570011","Greenwich School District","Riverside School","431","37","468"
"0575311","0570011","Greenwich School District","Western Middle School","519","39","558"
"0580111","0580011","Griswold School District","Griswold Alternative School","13","0","13"
"0580311","0580011","Griswold School District","Griswold Elementary School","706","13","719"
"0586211","0580011","Griswold School District","Griswold High School","*","*","568"
"0585111","0580011","Griswold School District","Griswold Middle School","532","6","538"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","490","7","497"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","358","19","377"
"0591811","0590011","Groton School District","Charles Barnum School","*","*","375"
"0590311","0590011","Groton School District","Claude Chester School","288","10","298"
"0591711","0590011","Groton School District","Mary Morrisson School","357","6","363"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","*","*","24"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","*","*","390"
"0591211","0590011","Groton School District","Pleasant Valley School","*","*","301"
"0596111","0590011","Groton School District","Robert E. Fitch High School","1021","32","1053"
"0590111","0590011","Groton School District","S. B. Butler School","*","*","286"
"0591011","0590011","Groton School District","Transition Academy","9","0","9"
"0590611","0590011","Groton School District","Virtual Learning Academy","*","0","*"
"0595211","0590011","Groton School District","West Side Middle School","437","19","456"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","571","6","577"
"0600611","0600011","Guilford School District","A. W. Cox School","279","10","289"
"0600411","0600011","Guilford School District","Calvin Leete School","234","6","240"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","*","*","535"
"0606111","0600011","Guilford School District","Guilford High School","*","*","1123"
"0600211","0600011","Guilford School District","Guilford Lakes School","298","9","307"
"0600311","0600011","Guilford School District","Melissa Jones School","*","*","316"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","137","0","137"
"0621211","0620011","Hamden School District","Bear Path School","420","25","445"
"0620211","0620011","Hamden School District","Church Street School","279","40","319"
"0620311","0620011","Hamden School District","Dunbar Hill School","279","20","299"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","41","0","41"
"0626111","0620011","Hamden School District","Hamden High School","1520","37","1557"
"0625211","0620011","Hamden School District","Hamden Middle School","768","44","812"
"0620611","0620011","Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","11","0","11"
"0620411","0620011","Hamden School District","Helen Street School","307","40","347"
"0621111","0620011","Hamden School District","Ridge Hill School","308","28","336"
"0620111","0620011","Hamden School District","Shepherd Glen School","275","46","321"
"0621011","0620011","Hamden School District","Spring Glen School","421","11","432"
"0621411","0620011","Hamden School District","West Woods School","351","21","372"
"0630111","0630011","Hampton School District","Hampton Elementary School","105","0","105"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","436","198","634"
"0648611","0640011","Hartford School District","Autism Program - Burr School","*","*","9"
"0644311","0640011","Hartford School District","Autism Program - Hooker School","*","*","6"
"0645711","0640011","Hartford School District","Autism Program - Naylor School","26","0","26"
"0644411","0640011","Hartford School District","Autism Program - Rawson School","34","11","45"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly School","*","*","11"
"0640411","0640011","Hartford School District","Batchelder School","335","98","433"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","248","51","299"
"0643811","0640011","Hartford School District","Betances STEM Magnet School","322","53","375"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","260","6","266"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","319","41","360"
"0647111","0640011","Hartford School District","Bulkeley High School","434","254","688"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","290","206","496"
"0642311","0640011","Hartford School District","Burr School","388","228","616"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","*","*","57"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","529","27","556"
"0646411","0640011","Hartford School District","Classical Magnet School","538","22","560"
"0646011","0640011","Hartford School District","Culinary Arts Academy at Weaver High School","130","38","168"
"0649411","0640011","Hartford School District","DDP - Simpson-Waverly School","10","0","10"
"0648311","0640011","Hartford School District","EDP - Bulkeley High School","*","*","13"
"0648211","0640011","Hartford School District","EDP - HPHS Engineering and Green Technology Academy","23","8","31"
"0645911","0640011","Hartford School District","EDP - M.D. Fox School","27","8","35"
"0644611","0640011","Hartford School District","EDP - West Middle School","*","*","15"
"0644111","0640011","Hartford School District","Early Childhood Development Center (ECDC)","16","0","16"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet at Hooker School","567","43","610"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","390","111","501"
"0643611","0640011","Hartford School District","Global Communications Academy","554","63","617"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","258","14","272"
"0647211","0640011","Hartford School District","HPHS Engineering and Green Technology Academy","229","117","346"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","223","91","314"
"0647511","0640011","Hartford School District","HPHS Nursing and Health Sciences Academy","277","106","383"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","952","72","1024"
"0641311","0640011","Hartford School District","Hartford PreKindergarten Magnet School","157","0","157"
"0647611","0640011","Hartford School District","High School, Inc.","188","48","236"
"0648411","0640011","Hartford School District","High Step Transition","10","7","17"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","177","13","190"
"0641011","0640011","Hartford School District","Kennelly School","381","176","557"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","850","63","913"
"0649511","0640011","Hartford School District","LC - Breakthrough II School","8","0","8"
"0649611","0640011","Hartford School District","LC - Burns School","*","*","*"
"0649811","0640011","Hartford School District","LC - Moylan School","6","0","6"
"0640811","0640011","Hartford School District","M. D. Fox School","419","228","647"
"0641611","0640011","Hartford School District","M. L. King, Jr. School","259","35","294"
"0644811","0640011","Hartford School District","MDP - Batchelder School","*","*","19"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","*","*","24"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","29","19","48"
"0648511","0640011","Hartford School District","MDP - Moylan School","9","0","9"
"0641211","0640011","Hartford School District","McDonough Middle School","177","84","261"
"0641911","0640011","Hartford School District","Milner School","232","60","292"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","318","18","336"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","277","27","304"
"0641411","0640011","Hartford School District","Naylor/CCSU Leadership Academy","453","183","636"
"0641511","0640011","Hartford School District","Parkville Community School","342","192","534"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","390","31","421"
"0641711","0640011","Hartford School District","Rawson School","339","44","383"
"0644011","0640011","Hartford School District","Renzulli Gifted and Talented Academy","*","*","131"
"0640111","0640011","Hartford School District","SAND School","272","90","362"
"0642511","0640011","Hartford School District","STEM Magnet at Fisher School","337","29","366"
"0643011","0640011","Hartford School District","Sanchez School","239","157","396"
"0642611","0640011","Hartford School District","Simpson-Waverly School","273","41","314"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","659","50","709"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","417","14","431"
"0642011","0640011","Hartford School District","Webster Micro Society Magnet School","604","29","633"
"0642111","0640011","Hartford School District","West Middle School","293","156","449"
"0642211","0640011","Hartford School District","Wish Museum School","324","105","429"
"0650111","0650011","Hartland School District","Hartland School","189","0","189"
"0670211","0670011","Hebron School District","Gilead Hill School","*","*","306"
"0670111","0670011","Hebron School District","Hebron Elementary School","*","*","399"
"2860113","2860013","Highville Charter School District","Highville Charter School","*","*","502"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","294","36","330"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","248","22","270"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","753","0","753"
"0680111","0680011","Kent School District","Kent Center School","*","*","235"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","133","0","133"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","17","0","17"
"0690111","0690011","Killingly School District","Killingly Central School","353","16","369"
"0696111","0690011","Killingly School District","Killingly High School","816","7","823"
"0695211","0690011","Killingly School District","Killingly Intermediate School","674","9","683"
"0690311","0690011","Killingly School District","Killingly Memorial School","466","27","493"
"2456014","2450014","Learn","Connecticut River Academy","412","42","454"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","139","8","147"
"2451214","2450014","Learn","Learn ABA Program at Center School","8","0","8"
"2451114","2450014","Learn","Learn Haynes Elementary Intensive Program","16","0","16"
"2450614","2450014","Learn","Learn High School ABA","*","0","*"
"2450714","2450014","Learn","Learn Ledyard RICHES Program","*","0","*"
"2450514","2450014","Learn","Learn Pathways Program","*","0","*"
"2450814","2450014","Learn","Learn SAILS Middle School Program","*","0","*"
"2451014","2450014","Learn","Learn SAILS Program at Salem","6","0","6"
"2450414","2450014","Learn","Learn STS 18-21 Year Old Program","*","0","*"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","*","*","271"
"2450114","2450014","Learn","Regional Multicultural Magnet School","439","96","535"
"2450314","2450014","Learn","Riverside Magnet School at Goodwin College","366","28","394"
"2450214","2450014","Learn","The Friendship School","480","25","505"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","67","0","67"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","*","*","352"
"0715111","0710011","Lebanon School District","Lebanon Middle School","295","0","295"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","*","*","364"
"0720211","0720011","Ledyard School District","Gales Ferry School","*","*","215"
"0720411","0720011","Ledyard School District","Gallup Hill School","*","*","335"
"0720311","0720011","Ledyard School District","Juliet W. Long School","277","7","284"
"0720111","0720011","Ledyard School District","Ledyard Center School","402","0","402"
"0726111","0720011","Ledyard School District","Ledyard High School","*","*","797"
"0725111","0720011","Ledyard School District","Ledyard Middle School","*","*","332"
"0730111","0730011","Lisbon School District","Lisbon Central School","*","*","393"
"0740211","0740011","Litchfield School District","Center School","*","*","296"
"0746111","0740011","Litchfield School District","Litchfield High School","*","*","292"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","188","0","188"
"0746011","0740011","Litchfield School District","Litchfield Middle School","160","0","160"
"0766111","0760011","Madison School District","Daniel Hand High School","*","*","1153"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","*","*","414"
"0760211","0760011","Madison School District","Island Avenue Elementary School","*","*","269"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","*","*","327"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","*","*","235"
"0769011","0760011","Madison School District","Town Campus Learning Center","46","0","46"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","*","*","487"
"3480315","3480015","Manchester School District","Hartford Detention Center","9","0","9"
"3481115","3480015","Manchester School District","BRAVE","*","0","*"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","*","*","43"
"0770111","0770011","Manchester School District","Bowers School","384","30","414"
"0770311","0770011","Manchester School District","Buckley School","352","23","375"
"0771111","0770011","Manchester School District","Elementary Site 2","*","0","*"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","396","11","407"
"0770411","0770011","Manchester School District","Highland Park School","260","12","272"
"0775311","0770011","Manchester School District","Illing Middle School","780","31","811"
"0770611","0770011","Manchester School District","Keeney School","349","12","361"
"0776111","0770011","Manchester School District","Manchester High School","1496","59","1555"
"0770811","0770011","Manchester School District","Manchester Preschool - Site 2","12","0","12"
"0778011","0770011","Manchester School District","Manchester Preschool Center","179","0","179"
"0779011","0770011","Manchester School District","Manchester Regional Academy","*","*","70"
"0779111","0770011","Manchester School District","Manchester Transition Center","*","*","18"
"0771611","0770011","Manchester School District","Martin School","256","10","266"
"0770711","0770011","Manchester School District","New Horizons","*","*","18"
"0771011","0770011","Manchester School District","Robertson School","287","76","363"
"0771211","0770011","Manchester School District","Verplanck School","343","47","390"
"0771311","0770011","Manchester School District","Waddell School","312","35","347"
"0771411","0770011","Manchester School District","Washington School","323","21","344"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","245","9","254"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","179","21","200"
"0785111","0780011","Mansfield School District","Mansfield Middle School","519","14","533"
"0780511","0780011","Mansfield School District","Southeast Elementary School","215","12","227"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","*","*","535"
"0800711","0800011","Meriden School District","Nathan Hale School","529","84","613"
"0800111","0800011","Meriden School District","Benjamin Franklin School","318","27","345"
"0801111","0800011","Meriden School District","Casimir Pulaski School","449","83","532"
"0800211","0800011","Meriden School District","Community Classroom Collaborative-Meriden School District","*","*","10"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","1016","175","1191"
"0800311","0800011","Meriden School District","Hanover School","430","156","586"
"0800411","0800011","Meriden School District","Israel Putnam School","498","69","567"
"0800511","0800011","Meriden School District","John Barry School","401","75","476"
"0805211","0800011","Meriden School District","Lincoln Middle School","609","116","725"
"0806211","0800011","Meriden School District","Orville H. Platt High School","880","91","971"
"0800811","0800011","Meriden School District","Roger Sherman School","489","95","584"
"0801511","0800011","Meriden School District","STARS-MS","*","*","6"
"0800611","0800011","Meriden School District","STARS-Meriden School District","*","*","42"
"0800911","0800011","Meriden School District","STEP-Meriden School District","*","*","19"
"0801211","0800011","Meriden School District","Steps-Meriden School District","*","*","20"
"0801411","0800011","Meriden School District","Success Academy","*","*","35"
"0801011","0800011","Meriden School District","Thomas Hooker School","299","118","417"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","33","7","40"
"0805411","0800011","Meriden School District","Washington Middle School","649","60","709"
"3480315","3480015","Middletown School District","Hartford Detention Center","9","0","9"
"3480415","3480015","Middletown School District","SAGE","*","0","*"
"0830211","0830011","Middletown School District","Bielefield School","273","15","288"
"0831611","0830011","Middletown School District","Evening Program - MHS","10","0","10"
"0830511","0830011","Middletown School District","Farm Hill School","312","21","333"
"0830611","0830011","Middletown School District","ICM - Farm Hill","*","0","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","6","0","6"
"0832011","0830011","Middletown School District","ICM - Spencer","*","*","7"
"0830811","0830011","Middletown School District","ICM - Wesley","6","0","6"
"0830411","0830011","Middletown School District","ICM- Woodrow Wilson Middle School","*","0","*"
"0831511","0830011","Middletown School District","Keigwin Middle School","290","6","296"
"0831311","0830011","Middletown School District","Lawrence School","264","14","278"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","7","0","7"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","7","0","7"
"0830911","0830011","Middletown School District","MacDonough School","195","24","219"
"0836211","0830011","Middletown School District","Middletown High School","1212","26","1238"
"0831211","0830011","Middletown School District","Moody School","243","7","250"
"0832111","0830011","Middletown School District","STEM - Macdonough","24","0","24"
"0831111","0830011","Middletown School District","Snow School","384","20","404"
"0830111","0830011","Middletown School District","Spencer School","242","20","262"
"0839111","0830011","Middletown School District","Transition to Life Center","*","*","26"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","8","0","8"
"0831411","0830011","Middletown School District","Wesley School","*","*","251"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","675","20","695"
"0840111","0840011","Milford School District","Calf Pen Meadow School","265","7","272"
"0845111","0840011","Milford School District","East Shore Middle School","*","*","435"
"0840411","0840011","Milford School District","Fifth Year Vocational Experience","8","0","8"
"0845211","0840011","Milford School District","Harborside Middle School","*","*","530"
"0841911","0840011","Milford School District","J. F. Kennedy School","347","7","354"
"0846211","0840011","Milford School District","Jonathan Law High School","854","11","865"
"0846311","0840011","Milford School District","Joseph A. Foran High School","*","*","903"
"0841611","0840011","Milford School District","Live Oaks School","287","15","302"
"0841711","0840011","Milford School District","Mathewson School","391","19","410"
"0840711","0840011","Milford School District","Meadowside School","260","37","297"
"0840811","0840011","Milford School District","Orange Avenue School","388","21","409"
"0841811","0840011","Milford School District","Orchard Hills School","*","*","349"
"0840611","0840011","Milford School District","Post Grad Transitional Academy","*","0","*"
"0841011","0840011","Milford School District","Pumpkin Delight School","245","15","260"
"0840311","0840011","Milford School District","The Academy","35","0","35"
"0845311","0840011","Milford School District","West Shore Middle School","443","7","450"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","509","6","515"
"0855211","0850011","Monroe School District","Jockey Hollow School","*","*","782"
"0850211","0850011","Monroe School District","Masuk Alternative Program","9","0","9"
"0856111","0850011","Monroe School District","Masuk High School","*","*","1051"
"0850111","0850011","Monroe School District","Monroe Elementary School","375","0","375"
"0850311","0850011","Monroe School District","Stepney Elementary School","*","*","447"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","320","9","329"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","*","*","559"
"0860111","0860011","Montville School District","Mohegan School","274","55","329"
"0866111","0860011","Montville School District","Montville High School","625","11","636"
"0860511","0860011","Montville School District","Oakdale School","*","*","281"
"0869011","0860011","Montville School District","Palmer Academy","23","0","23"
"0860311","0860011","Montville School District","Pre School Program","43","0","43"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","259","20","279"
"0888211","0880011","Naugatuck School District","Central Avenue Preschool","31","0","31"
"0885111","0880011","Naugatuck School District","City Hill Middle School","644","21","665"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","302","13","315"
"0880911","0880011","Naugatuck School District","Genesis Academy","*","*","20"
"0888111","0880011","Naugatuck School District","Head Start","119","0","119"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","311","21","332"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","288","35","323"
"0880311","0880011","Naugatuck School District","Maple Hill School","425","22","447"
"0886111","0880011","Naugatuck School District","Naugatuck High School","1181","37","1218"
"0880611","0880011","Naugatuck School District","Salem School","246","22","268"
"0880711","0880011","Naugatuck School District","Western School","239","17","256"
"2800113","2800013","New Beginnings Inc Family Academy District","New Beginnings Inc Family Academy","499","0","499"
"0891011","0890011","New Britain School District","Behavior Support (Holmes)","10","0","10"
"0899111","0890011","New Britain School District","Brook Side School","47","7","54"
"0899411","0890011","New Britain School District","CLIMB","*","*","22"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","449","44","493"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","722","128","850"
"0890511","0890011","New Britain School District","Gaffney School","533","60","593"
"0890611","0890011","New Britain School District","Holmes School","394","100","494"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","147","0","147"
"0890711","0890011","New Britain School District","Jefferson School","373","82","455"
"0891611","0890011","New Britain School District","KEY Elementary (Gaffney)","43","0","43"
"0891711","0890011","New Britain School District","KEY Middle (Slade)","*","*","14"
"0890811","0890011","New Britain School District","Lincoln School","560","109","669"
"0896111","0890011","New Britain School District","New Britain High School","1810","388","2198"
"0899011","0890011","New Britain School District","New Britain Transition Center","44","7","51"
"0890911","0890011","New Britain School District","Northend School","236","18","254"
"0895311","0890011","New Britain School District","Pulaski Middle School","627","164","791"
"0890111","0890011","New Britain School District","Roosevelt Early Learning Center","165","0","165"
"0899511","0890011","New Britain School District","Satellite Careers Academy","124","33","157"
"0895211","0890011","New Britain School District","Slade Middle School","704","103","807"
"0891211","0890011","New Britain School District","Smalley Academy","487","198","685"
"0891311","0890011","New Britain School District","Smith School","499","67","566"
"0890411","0890011","New Britain School District","Sunrise Intermediate (Holmes)","*","*","7"
"0890211","0890011","New Britain School District","Sunrise Primary (Chamberlain)","24","0","24"
"0891511","0890011","New Britain School District","Vance School","463","52","515"
"0900411","0900011","New Canaan School District","East School","534","13","547"
"0906111","0900011","New Canaan School District","New Canaan High School","1257","9","1266"
"0905111","0900011","New Canaan School District","Saxe Middle School","1352","7","1359"
"0900211","0900011","New Canaan School District","South School","533","12","545"
"0900311","0900011","New Canaan School District","West School","518","6","524"
"0910311","0910011","New Fairfield School District","Alternative Learning Center","13","0","13"
"0910111","0910011","New Fairfield School District","Consolidated School","483","19","502"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","*","*","488"
"0916111","0910011","New Fairfield School District","New Fairfield High School","*","*","844"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","*","*","540"
"0920311","0920011","New Hartford School District","Ann Antolini School","278","0","278"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","99","0","99"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","*","*","66"
"0931211","0930011","New Haven School District","Edgewood School","414","13","427"
"0931411","0930011","New Haven School District","Nathan Hale School","505","45","550"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","431","40","471"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","514","48","562"
"0930311","0930011","New Haven School District","Beecher School","486","17","503"
"0933411","0930011","New Haven School District","Benjamin Jepson Head Start","12","0","12"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","480","35","515"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","428","20","448"
"0934311","0930011","New Haven School District","Bishop Woods Architecture and Design Magnet School","450","43","493"
"0937911","0930011","New Haven School District","Bishop Woods Self Contained Autism","11","0","11"
"0932111","0930011","New Haven School District","Brennan Rogers School","508","34","542"
"0937211","0930011","New Haven School District","Brennan Rogers Self Contained Autism","*","*","21"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","361","28","389"
"0937411","0930011","New Haven School District","Celentano Self Contained ID","*","*","11"
"0930611","0930011","New Haven School District","Clinton Avenue School","332","186","518"
"0937811","0930011","New Haven School District","Clinton Self Contained ID","*","*","10"
"0934111","0930011","New Haven School District","Columbus Family Academy","273","214","487"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","577","68","645"
"0936411","0930011","New Haven School District","Cooperative High School","624","20","644"
"0936811","0930011","New Haven School District","Cortlandt V.R. Creed Health and Sport Sciences High School","198","24","222"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","505","6","511"
"0935611","0930011","New Haven School District","Domus Academy","*","*","29"
"0932711","0930011","New Haven School District","Dr. Reginald Mayo Early Learning Center","458","0","458"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","417","73","490"
"0937511","0930011","New Haven School District","East Rock Self Contained MD","*","*","29"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","594","7","601"
"0931611","0930011","New Haven School District","Fair Haven School","381","493","874"
"0938711","0930011","New Haven School District","Fair Haven Self Contained ID","*","*","*"
"0938011","0930011","New Haven School District","Headstart","220","0","220"
"0938311","0930011","New Haven School District","Helene Grant HeadStart","36","0","36"
"0936611","0930011","New Haven School District","High School In The Community","226","25","251"
"0930711","0930011","New Haven School District","Hill Central Music Academy","302","185","487"
"0936311","0930011","New Haven School District","Hill Regional Career High School","614","34","648"
"0936211","0930011","New Haven School District","James Hillhouse High School","791","122","913"
"0931311","0930011","New Haven School District","John C. Daniels","413","112","525"
"0930811","0930011","New Haven School District","John S. Martinez Sea and Sky STEM School","310","227","537"
"0933011","0930011","New Haven School District","King/Robinson Magnet School","512","24","536"
"0932011","0930011","New Haven School District","Lincoln-Bassett School","373","9","382"
"0931911","0930011","New Haven School District","Mauro-Sheridan Magnet School","481","56","537"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","387","20","407"
"0937711","0930011","New Haven School District","Nathan Hale Self Contained ID","*","*","10"
"0937011","0930011","New Haven School District","New Haven Academy","*","*","288"
"0932211","0930011","New Haven School District","New Horizons High School","86","7","93"
"0932611","0930011","New Haven School District","New Light High School","*","*","64"
"0937311","0930011","New Haven School District","Off-Campus Classroom Program (OCC)","37","8","45"
"0933511","0930011","New Haven School District","Quinnipiac Real World Math STEM School","263","67","330"
"0939111","0930011","New Haven School District","Riverside Education Academy","78","8","86"
"0934211","0930011","New Haven School District","Roberto Clemente Leadership Academy for Global Awareness","381","99","480"
"0931011","0930011","New Haven School District","Ross/Woodward School","634","55","689"
"0936711","0930011","New Haven School District","Sound School","321","12","333"
"0932811","0930011","New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","233","111","344"
"0937611","0930011","New Haven School District","Strong Self Contained Autism","21","0","21"
"0932911","0930011","New Haven School District","Truman School","263","270","533"
"0934911","0930011","New Haven School District","West Rock Authors Academy","195","14","209"
"0938411","0930011","New Haven School District","West Rock Self Contained Autism","11","0","11"
"0938611","0930011","New Haven School District","Wexler Grant Self Contained","*","0","*"
"0933211","0930011","New Haven School District","Wexler/Grant Community School","410","25","435"
"0936111","0930011","New Haven School District","Wilbur Cross High School","1152","336","1488"
"0938511","0930011","New Haven School District","Wilbur Cross Self Contained MD","*","*","21"
"0933811","0930011","New Haven School District","Worthington Hooker School","374","70","444"
"0950311","0950011","New London School District","Jennings School","276","258","534"
"0955111","0950011","New London School District","Bennie Dover Jackson Middle School","307","109","416"
"0950611","0950011","New London School District","Harbor","169","55","224"
"0950911","0950011","New London School District","Nathan Hale Arts Magnet School","433","90","523"
"0956111","0950011","New London School District","New London High School","419","166","585"
"0951411","0950011","New London School District","New London Visual and Performing Arts Magnet School","93","12","105"
"0950711","0950011","New London School District","Pre-Kindergarten at Winthrop","*","0","*"
"0951311","0950011","New London School District","Science and Technology Magnet School of Southeastern Connecticut","533","26","559"
"0950811","0950011","New London School District","Winthrop STEM Elementary Magnet School","482","78","560"
"0960511","0960011","New Milford School District","Hill And Plain School","408","37","445"
"0969011","0960011","New Milford School District","Litchfield Hills Transition Center","19","0","19"
"0966111","0960011","New Milford School District","New Milford High School","1346","20","1366"
"0960811","0960011","New Milford School District","Northville Elementary School","434","13","447"
"0960911","0960011","New Milford School District","Sarah Noble Intermediate School","867","36","903"
"0965211","0960011","New Milford School District","Schaghticoke Middle School","1000","25","1025"
"3480415","3480015","Newington School District","SAGE","*","0","*"
"0940611","0940011","Newington School District","Anna Reynolds School","433","47","480"
"0940211","0940011","Newington School District","Elizabeth Green School","262","34","296"
"0940811","0940011","Newington School District","John Paterson School","327","44","371"
"0945311","0940011","Newington School District","John Wallace Middle School","675","13","688"
"0945111","0940011","Newington School District","Martin Kellogg Middle School","588","11","599"
"0946111","0940011","Newington School District","Newington High School","1251","18","1269"
"0940711","0940011","Newington School District","Ruth Chaffee School","314","33","347"
"0970111","0970011","Newtown School District","Hawley Elementary School","*","*","300"
"0970411","0970011","Newtown School District","Head O'Meadow Elementary School","*","*","273"
"0970311","0970011","Newtown School District","Middle Gate Elementary School","*","*","365"
