district,district_code,school,school_code,subject,special_education,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year
Regional School District 06,2060012,Goshen Center School,2060112,Math,N,78,76,97.4,76,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Goshen Center School,2060112,Math,Y,14,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,James Morris School,2060212,ELA,N,50,45,90.0,45,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,James Morris School,2060212,ELA,Y,11,9,*,9,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,James Morris School,2060212,Math,N,50,45,90.0,45,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,James Morris School,2060212,Math,Y,11,9,*,9,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Wamogo Regional High School,2066112,ELA,N,117,115,98.3,115,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Wamogo Regional High School,2066112,ELA,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Wamogo Regional High School,2066112,Math,N,117,115,98.3,115,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Wamogo Regional High School,2066112,Math,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Warren Elementary School,2060312,ELA,N,38,*,*,*,0,0.0,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Warren Elementary School,2060312,ELA,Y,6,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Warren Elementary School,2060312,Math,N,38,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 06,2060012,Warren Elementary School,2060312,Math,Y,6,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 07,2070012,FLEX,2079012,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 07,2070012,FLEX,2079012,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 07,2070012,Links,2079212,ELA,Y,8,7,*,7,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 07,2070012,Links,2079212,Math,Y,8,7,*,7,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 07,2070012,Northwestern Regional Middle School,2075112,ELA,N,278,267,96.0,267,*,*,45,16.9,133,49.8,*,*,*,*,2015-16
Regional School District 07,2070012,Northwestern Regional Middle School,2075112,ELA,Y,32,31,96.9,31,13,41.9,11,35.5,*,*,*,*,7,22.6,2015-16
Regional School District 07,2070012,Northwestern Regional Middle School,2075112,Math,N,278,267,96.0,267,10,3.7,58,21.7,*,*,*,*,199,74.5,2015-16
Regional School District 07,2070012,Northwestern Regional Middle School,2075112,Math,Y,32,31,96.9,31,18,58.1,6,19.4,*,*,*,*,7,22.6,2015-16
Regional School District 07,2070012,STEP,2079312,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 07,2070012,STEP,2079312,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 08,2080012,RHAM Middle School,2085112,ELA,N,503,497,98.8,494,*,*,89,18.0,256,51.8,*,*,*,*,2015-16
Regional School District 08,2080012,RHAM Middle School,2085112,ELA,Y,64,64,100.0,64,29,45.3,24,37.5,*,*,*,*,11,17.2,2015-16
Regional School District 08,2080012,RHAM Middle School,2085112,Math,N,503,497,98.8,494,34,6.9,140,28.3,*,*,*,*,320,64.8,2015-16
Regional School District 08,2080012,RHAM Middle School,2085112,Math,Y,64,64,100.0,64,41,64.1,15,23.4,*,*,*,*,8,12.5,2015-16
Regional School District 10,2100012,Har-Bur Middle School,2105112,ELA,N,706,702,99.4,702,*,*,142,20.2,303,43.2,*,*,*,*,2015-16
Regional School District 10,2100012,Har-Bur Middle School,2105112,ELA,Y,80,74,92.5,74,33,44.6,24,32.4,*,*,*,*,17,23.0,2015-16
Regional School District 10,2100012,Har-Bur Middle School,2105112,Math,N,705,701,99.4,701,*,*,233,33.2,187,26.7,*,*,*,*,2015-16
Regional School District 10,2100012,Har-Bur Middle School,2105112,Math,Y,80,74,92.5,74,47,63.5,16,21.6,*,*,*,*,11,14.9,2015-16
Regional School District 10,2100012,Harwinton Consolidated School,2100312,ELA,N,169,167,98.8,167,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 10,2100012,Harwinton Consolidated School,2100312,ELA,Y,11,10,*,10,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 10,2100012,Harwinton Consolidated School,2100312,Math,N,169,167,98.8,167,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 10,2100012,Harwinton Consolidated School,2100312,Math,Y,11,10,*,10,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 10,2100012,Lake Garda Elementary School,2100212,ELA,N,160,158,98.8,158,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 10,2100012,Lake Garda Elementary School,2100212,ELA,Y,7,6,*,6,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 10,2100012,Lake Garda Elementary School,2100212,Math,N,160,158,98.8,158,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 10,2100012,Lake Garda Elementary School,2100212,Math,Y,7,6,*,6,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 11,2110012,Parish Hill High School,2116112,ELA,N,75,75,100.0,75,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 11,2110012,Parish Hill High School,2116112,ELA,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 11,2110012,Parish Hill High School,2116112,Math,N,75,75,100.0,75,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 11,2110012,Parish Hill High School,2116112,Math,Y,15,14,*,14,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,Booth Free School,2120212,ELA,N,33,33,100.0,33,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,Booth Free School,2120212,ELA,Y,9,9,*,9,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,Booth Free School,2120212,Math,N,33,33,100.0,33,0,0.0,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,Booth Free School,2120212,Math,Y,9,9,*,9,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,Shepaug Valley School,2120312,ELA,N,152,152,100.0,152,*,*,*,*,77,50.7,49,32.2,126,82.9,2015-16
Regional School District 12,2120012,Shepaug Valley School,2120312,ELA,Y,24,24,100.0,24,*,*,11,45.8,*,*,0,0.0,*,*,2015-16
Regional School District 12,2120012,Shepaug Valley School,2120312,Math,N,152,151,99.3,151,7,4.6,42,27.8,*,*,*,*,102,67.5,2015-16
Regional School District 12,2120012,Shepaug Valley School,2120312,Math,Y,24,24,100.0,24,8,33.3,10,41.7,*,*,*,*,6,25.0,2015-16
Regional School District 12,2120012,The Burnham School,2120112,ELA,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,The Burnham School,2120112,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,The Burnham School,2120112,Math,N,*,*,*,*,0,0.0,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,The Burnham School,2120112,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,Washington Primary School,2120412,ELA,N,49,49,100.0,49,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,Washington Primary School,2120412,ELA,Y,10,10,*,10,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,Washington Primary School,2120412,Math,N,49,49,100.0,49,0,0.0,*,*,*,*,*,*,*,*,2015-16
Regional School District 12,2120012,Washington Primary School,2120412,Math,Y,10,10,*,10,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,Francis E. Korn School,2130212,ELA,N,125,125,100.0,125,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,Francis E. Korn School,2130212,ELA,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,Francis E. Korn School,2130212,Math,N,125,125,100.0,125,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,Francis E. Korn School,2130212,Math,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,Frank Ward Strong School,2135112,ELA,N,272,271,99.6,271,15,5.5,67,24.7,128,47.2,61,22.5,189,69.7,2015-16
Regional School District 13,2130012,Frank Ward Strong School,2135112,ELA,Y,45,45,100.0,45,20,44.4,17,37.8,8,17.8,0,0.0,8,17.8,2015-16
Regional School District 13,2130012,Frank Ward Strong School,2135112,Math,N,272,270,99.3,270,*,*,89,33.0,*,*,68,25.2,*,*,2015-16
Regional School District 13,2130012,Frank Ward Strong School,2135112,Math,Y,45,45,100.0,45,31,68.9,*,*,*,*,0,0.0,*,*,2015-16
Regional School District 13,2130012,John Lyman School,2130512,ELA,N,99,97,98.0,97,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,John Lyman School,2130512,ELA,Y,12,10,*,10,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,John Lyman School,2130512,Math,N,99,97,98.0,97,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,John Lyman School,2130512,Math,Y,12,10,*,10,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,Middlefield Memorial School,2130412,ELA,N,217,214,98.6,214,*,*,31,14.5,96,44.9,*,*,*,*,2015-16
Regional School District 13,2130012,Middlefield Memorial School,2130412,ELA,Y,42,41,97.6,41,*,*,15,36.6,9,22.0,*,*,*,*,2015-16
Regional School District 13,2130012,Middlefield Memorial School,2130412,Math,N,217,214,98.6,214,20,9.3,65,30.4,*,*,*,*,*,*,2015-16
Regional School District 13,2130012,Middlefield Memorial School,2130412,Math,Y,42,41,97.6,41,20,48.8,17,41.5,*,*,*,*,*,*,2015-16
Regional School District 14,2140012,Bethlehem Elementary School,2140112,ELA,N,120,117,97.5,117,6,5.1,25,21.4,*,*,*,*,86,73.5,2015-16
Regional School District 14,2140012,Bethlehem Elementary School,2140112,ELA,Y,20,20,100.0,20,6,30.0,8,40.0,*,*,*,*,6,30.0,2015-16
Regional School District 14,2140012,Bethlehem Elementary School,2140112,Math,N,120,116,96.7,116,*,*,36,31.0,*,*,22,19.0,*,*,2015-16
Regional School District 14,2140012,Bethlehem Elementary School,2140112,Math,Y,20,20,100.0,20,*,*,12,60.0,*,*,0,0.0,*,*,2015-16
Regional School District 14,2140012,Mitchell Elementary School,2140212,ELA,N,169,169,100.0,169,11,6.5,*,*,*,*,77,45.6,*,*,2015-16
Regional School District 14,2140012,Mitchell Elementary School,2140212,ELA,Y,20,20,100.0,20,10,50.0,*,*,*,*,0,0.0,*,*,2015-16
Regional School District 14,2140012,Mitchell Elementary School,2140212,Math,N,169,169,100.0,169,*,*,48,28.4,*,*,41,24.3,*,*,2015-16
Regional School District 14,2140012,Mitchell Elementary School,2140212,Math,Y,20,20,100.0,20,11,55.0,*,*,*,*,0,0.0,*,*,2015-16
Regional School District 14,2140012,Woodbury Middle School,2145112,ELA,N,288,287,99.7,287,28,9.8,76,26.5,127,44.3,56,19.5,183,63.8,2015-16
Regional School District 14,2140012,Woodbury Middle School,2145112,ELA,Y,44,44,100.0,44,26,59.1,11,25.0,7,15.9,0,0.0,7,15.9,2015-16
Regional School District 14,2140012,Woodbury Middle School,2145112,Math,N,288,287,99.7,287,45,15.7,114,39.7,84,29.3,44,15.3,128,44.6,2015-16
Regional School District 14,2140012,Woodbury Middle School,2145112,Math,Y,44,44,100.0,44,29,65.9,15,34.1,0,0.0,0,0.0,0,0.0,2015-16
Regional School District 15,2150012,Gainfield Elementary School,2150412,ELA,N,193,189,97.9,189,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Gainfield Elementary School,2150412,ELA,Y,13,13,*,13,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Gainfield Elementary School,2150412,Math,N,193,189,97.9,189,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Gainfield Elementary School,2150412,Math,Y,13,13,*,13,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Long Meadow Elementary School,2150712,ELA,N,207,206,99.5,206,*,*,14,6.8,54,26.2,*,*,*,*,2015-16
Regional School District 15,2150012,Long Meadow Elementary School,2150712,ELA,Y,35,34,97.1,34,*,*,11,32.4,11,32.4,*,*,*,*,2015-16
Regional School District 15,2150012,Long Meadow Elementary School,2150712,Math,N,207,206,99.5,206,*,*,40,19.4,69,33.5,*,*,*,*,2015-16
Regional School District 15,2150012,Long Meadow Elementary School,2150712,Math,Y,35,34,97.1,34,12,35.3,*,*,10,29.4,*,*,*,*,2015-16
Regional School District 15,2150012,Memorial Middle School,2155212,ELA,N,400,398,99.5,398,*,*,58,14.6,178,44.7,*,*,*,*,2015-16
Regional School District 15,2150012,Memorial Middle School,2155212,ELA,Y,44,43,97.7,43,15,34.9,17,39.5,*,*,*,*,11,25.6,2015-16
Regional School District 15,2150012,Memorial Middle School,2155212,Math,N,400,399,99.8,399,26,6.5,112,28.1,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Memorial Middle School,2155212,Math,Y,44,43,97.7,43,24,55.8,14,32.6,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Middlebury Elementary School,2150612,ELA,N,168,168,100.0,168,12,7.1,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Middlebury Elementary School,2150612,ELA,Y,20,20,100.0,20,11,55.0,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Middlebury Elementary School,2150612,Math,N,168,168,100.0,168,12,7.1,40,23.8,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Middlebury Elementary School,2150612,Math,Y,20,20,100.0,20,9,45.0,8,40.0,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Pomperaug School,2150512,ELA,N,170,169,99.4,169,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Pomperaug School,2150512,ELA,Y,17,17,*,17,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Pomperaug School,2150512,Math,N,170,169,99.4,169,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Pomperaug School,2150512,Math,Y,17,17,*,17,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 15,2150012,Rochambeau Middle School,2155112,ELA,N,464,456,98.3,456,*,*,62,13.6,190,41.7,*,*,*,*,2015-16
Regional School District 15,2150012,Rochambeau Middle School,2155112,ELA,Y,79,77,97.5,77,28,36.4,32,41.6,*,*,*,*,17,22.1,2015-16
Regional School District 15,2150012,Rochambeau Middle School,2155112,Math,N,464,455,98.1,455,*,*,115,25.3,141,31.0,*,*,*,*,2015-16
Regional School District 15,2150012,Rochambeau Middle School,2155112,Math,Y,79,76,96.2,76,43,56.6,22,28.9,*,*,*,*,11,14.5,2015-16
Regional School District 16,2160012,Laurel Ledge School,2160112,ELA,N,168,164,97.6,164,10,6.1,26,15.9,*,*,*,*,128,78.0,2015-16
Regional School District 16,2160012,Laurel Ledge School,2160112,ELA,Y,27,26,96.3,26,11,42.3,8,30.8,*,*,*,*,7,26.9,2015-16
Regional School District 16,2160012,Laurel Ledge School,2160112,Math,N,168,164,97.6,164,8,4.9,32,19.5,*,*,*,*,124,75.6,2015-16
Regional School District 16,2160012,Laurel Ledge School,2160112,Math,Y,27,26,96.3,26,9,34.6,9,34.6,*,*,*,*,8,30.8,2015-16
Regional School District 16,2160012,Long River Middle School,2165112,ELA,N,485,435,89.7,435,*,*,112,25.7,200,46.0,*,*,*,*,2015-16
Regional School District 16,2160012,Long River Middle School,2165112,ELA,Y,80,74,92.5,74,37,50.0,25,33.8,*,*,*,*,12,16.2,2015-16
Regional School District 16,2160012,Long River Middle School,2165112,Math,N,485,432,89.1,431,*,*,156,36.2,*,*,78,18.1,*,*,2015-16
Regional School District 16,2160012,Long River Middle School,2165112,Math,Y,80,73,91.3,73,44,60.3,*,*,*,*,0,0.0,*,*,2015-16
Regional School District 16,2160012,Prospect Elementary School,2160512,ELA,N,267,263,98.5,263,*,*,43,16.3,86,32.7,*,*,*,*,2015-16
Regional School District 16,2160012,Prospect Elementary School,2160512,ELA,Y,41,37,90.2,37,15,40.5,14,37.8,*,*,*,*,8,21.6,2015-16
Regional School District 16,2160012,Prospect Elementary School,2160512,Math,N,267,263,98.5,263,23,8.7,64,24.3,*,*,*,*,176,66.9,2015-16
Regional School District 16,2160012,Prospect Elementary School,2160512,Math,Y,41,37,90.2,37,15,40.5,16,43.2,*,*,*,*,6,16.2,2015-16
Regional School District 17,2170012,Burr District Elementary School,2170212,ELA,N,82,82,100.0,82,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 17,2170012,Burr District Elementary School,2170212,ELA,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 17,2170012,Burr District Elementary School,2170212,Math,N,82,82,100.0,82,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 17,2170012,Burr District Elementary School,2170212,Math,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 17,2170012,Haddam Elementary School,2170112,ELA,N,87,87,100.0,87,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 17,2170012,Haddam Elementary School,2170112,ELA,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 17,2170012,Haddam Elementary School,2170112,Math,N,87,87,100.0,87,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 17,2170012,Haddam Elementary School,2170112,Math,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,ELA,N,620,617,99.5,617,34,5.5,77,12.5,240,38.9,266,43.1,506,82.0,2015-16
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,ELA,Y,129,127,98.4,127,48,37.8,35,27.6,34,26.8,10,7.9,44,34.6,2015-16
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,Math,N,619,615,99.4,615,51,8.3,176,28.6,189,30.7,199,32.4,388,63.1,2015-16
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,Math,Y,129,125,96.9,125,57,45.6,47,37.6,12,9.6,9,7.2,21,16.8,2015-16
Regional School District 17,2170012,Killingworth Elementary School,2170312,ELA,N,85,84,98.8,84,*,*,11,13.1,30,35.7,*,*,*,*,2015-16
Regional School District 17,2170012,Killingworth Elementary School,2170312,ELA,Y,21,21,100.0,21,*,*,9,42.9,6,28.6,*,*,*,*,2015-16
Regional School District 17,2170012,Killingworth Elementary School,2170312,Math,N,85,83,97.6,83,*,*,11,13.3,*,*,*,*,*,*,2015-16
Regional School District 17,2170012,Killingworth Elementary School,2170312,Math,Y,21,21,100.0,21,*,*,12,57.1,*,*,*,*,*,*,2015-16
Regional School District 18,2180012,Lyme Consolidated School,2180112,ELA,N,92,92,100.0,92,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 18,2180012,Lyme Consolidated School,2180112,ELA,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 18,2180012,Lyme Consolidated School,2180112,Math,N,92,92,100.0,92,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 18,2180012,Lyme Consolidated School,2180112,Math,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,ELA,N,308,304,98.7,304,*,*,46,15.1,147,48.4,*,*,*,*,2015-16
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,ELA,Y,40,40,100.0,40,12,30.0,17,42.5,*,*,*,*,11,27.5,2015-16
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,Math,N,308,304,98.7,304,*,*,*,*,98,32.2,142,46.7,240,78.9,2015-16
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,Math,Y,40,40,100.0,40,*,*,12,30.0,8,20.0,*,*,*,*,2015-16
Regional School District 18,2180012,Mile Creek School,2180212,ELA,N,131,129,98.5,129,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 18,2180012,Mile Creek School,2180212,ELA,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 18,2180012,Mile Creek School,2180212,Math,N,131,129,98.5,129,*,*,*,*,*,*,*,*,*,*,2015-16
Regional School District 18,2180012,Mile Creek School,2180212,Math,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,ELA,N,137,130,94.9,130,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,Math,N,137,130,94.9,130,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Branchville Elementary School,1180611,ELA,N,188,188,100.0,188,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Branchville Elementary School,1180611,ELA,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Branchville Elementary School,1180611,Math,N,188,188,100.0,188,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Branchville Elementary School,1180611,Math,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,East Ridge Middle School,1185111,ELA,N,698,688,98.6,688,*,*,82,11.9,306,44.5,*,*,*,*,2015-16
Ridgefield School District,1180011,East Ridge Middle School,1185111,ELA,Y,66,63,95.5,63,27,42.9,*,*,16,25.4,*,*,*,*,2015-16
Ridgefield School District,1180011,East Ridge Middle School,1185111,Math,N,698,683,97.9,683,44,6.4,134,19.6,*,*,*,*,505,73.9,2015-16
Ridgefield School District,1180011,East Ridge Middle School,1185111,Math,Y,66,63,95.5,63,35,55.6,20,31.7,*,*,*,*,8,12.7,2015-16
Ridgefield School District,1180011,Farmingville Elementary School,1180411,ELA,N,182,180,98.9,180,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Farmingville Elementary School,1180411,ELA,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Farmingville Elementary School,1180411,Math,N,182,181,99.5,181,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Farmingville Elementary School,1180411,Math,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Ridgebury Elementary School,1180311,ELA,N,169,163,96.4,163,*,*,7,4.3,41,25.2,*,*,*,*,2015-16
Ridgefield School District,1180011,Ridgebury Elementary School,1180311,ELA,Y,22,22,100.0,22,*,*,6,27.3,6,27.3,*,*,*,*,2015-16
Ridgefield School District,1180011,Ridgebury Elementary School,1180311,Math,N,169,163,96.4,163,*,*,21,12.9,*,*,*,*,*,*,2015-16
Ridgefield School District,1180011,Ridgebury Elementary School,1180311,Math,Y,22,22,100.0,22,*,*,11,50.0,*,*,*,*,*,*,2015-16
