,district,school,category,type,2010-11,2011-12,2012-13,2013-14,2014-15,school_code,check_sch_col,check_dist_col
3863,Groton School District,S. B. Butler School,General Education - Teachers and Instructors,Certified,21.2,20.2,21.6,20.7,19.7,0590111,S. B. Butler School,Groton School District
3864,Groton School District,S. B. Butler School,Library/Media - Support Staff,Non-Certified,0.6,0.4,0.4,0.0,0.0,0590111,S. B. Butler School,Groton School District
3865,Groton School District,S. B. Butler School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7.8,8.1,6.9,8.2,9.3,0590111,S. B. Butler School,Groton School District
3866,Groton School District,S. B. Butler School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0590111,S. B. Butler School,Groton School District
3867,Groton School District,S. B. Butler School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,21.1,19.0,26.0,25.0,25.0,0590111,S. B. Butler School,Groton School District
3868,Groton School District,S. B. Butler School,Special Education - Teachers and Instructors,Certified,4.1,4.5,5.0,7.5,6.0,0590111,S. B. Butler School,Groton School District
3869,Groton School District,S. B. Butler School,Instructional Specialists Who Support Teachers,Certified,1.5,1.5,1.7,2.0,2.0,0590111,S. B. Butler School,Groton School District
3870,Groton School District,S. B. Butler School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0590111,S. B. Butler School,Groton School District
3871,Groton School District,West Side Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,2.0,2.8,2.0,0595211,West Side Middle School,Groton School District
3872,Groton School District,West Side Middle School,Counselors  Social Workers  and School Psychologists,Certified,2.5,2.5,5.0,5.0,6.0,0595211,West Side Middle School,Groton School District
3873,Groton School District,West Side Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1,1.0,1.0,1.0,1.0,0595211,West Side Middle School,Groton School District
3874,Groton School District,West Side Middle School,General Education - Teachers and Instructors,Certified,25.2,25.4,43.9,41.0,40.5,0595211,West Side Middle School,Groton School District
3875,Groton School District,West Side Middle School,Library/Media - Support Staff,Non-Certified,0.6,0.6,0.6,0.5,0.5,0595211,West Side Middle School,Groton School District
3876,Groton School District,West Side Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,11.8,12.1,13.8,13.3,12.3,0595211,West Side Middle School,Groton School District
3877,Groton School District,West Side Middle School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0595211,West Side Middle School,Groton School District
3878,Groton School District,West Side Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,10.3,7.0,14.0,12.0,12.0,0595211,West Side Middle School,Groton School District
3879,Groton School District,West Side Middle School,Special Education - Teachers and Instructors,Certified,4.2,4.4,6.4,7.0,7.5,0595211,West Side Middle School,Groton School District
3880,Groton School District,West Side Middle School,Instructional Specialists Who Support Teachers,Certified,0.4,0.4,0.5,0.8,0.8,0595211,West Side Middle School,Groton School District
3881,Groton School District,West Side Middle School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0595211,West Side Middle School,Groton School District
3882,Guilford School District,A. Baldwin Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,2.5,2.5,2.5,2.5,2.5,0600711,A. Baldwin Middle School,Guilford School District
3883,Guilford School District,A. Baldwin Middle School,Counselors  Social Workers  and School Psychologists,Certified,3.5,3.5,3.5,3.5,3.5,0600711,A. Baldwin Middle School,Guilford School District
3884,Guilford School District,A. Baldwin Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,0.0,0600711,A. Baldwin Middle School,Guilford School District
3885,Guilford School District,A. Baldwin Middle School,General Education - Teachers and Instructors,Certified,39.6,39.1,39.1,37.1,36.6,0600711,A. Baldwin Middle School,Guilford School District
3886,Guilford School District,A. Baldwin Middle School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,0600711,A. Baldwin Middle School,Guilford School District
3887,Guilford School District,A. Baldwin Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,14.3,14.3,14.3,14.4,14.9,0600711,A. Baldwin Middle School,Guilford School District
3888,Guilford School District,A. Baldwin Middle School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0600711,A. Baldwin Middle School,Guilford School District
3889,Guilford School District,A. Baldwin Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,15,16.0,16.0,16.0,19.0,0600711,A. Baldwin Middle School,Guilford School District
3890,Guilford School District,A. Baldwin Middle School,Special Education - Teachers and Instructors,Certified,5.6,5.4,5.4,6.4,6.4,0600711,A. Baldwin Middle School,Guilford School District
3891,Guilford School District,A. Baldwin Middle School,Instructional Specialists Who Support Teachers,Certified,1,1.0,1.0,3.0,3.0,0600711,A. Baldwin Middle School,Guilford School District
3892,Guilford School District,A. Baldwin Middle School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0600711,A. Baldwin Middle School,Guilford School District
3893,Guilford School District,A. W. Cox School,Administrators  Coordinators and Department Chairs - School Level,Certified,1.3,1.3,1.3,1.3,1.3,0600611,A. W. Cox School,Guilford School District
3894,Guilford School District,A. W. Cox School,Counselors  Social Workers  and School Psychologists,Certified,1.5,1.5,1.5,1.5,1.5,0600611,A. W. Cox School,Guilford School District
3895,Guilford School District,A. W. Cox School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,0.0,0600611,A. W. Cox School,Guilford School District
3896,Guilford School District,A. W. Cox School,General Education - Teachers and Instructors,Certified,21.6,20.0,19.0,19.5,21.0,0600611,A. W. Cox School,Guilford School District
3897,Guilford School District,A. W. Cox School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0600611,A. W. Cox School,Guilford School District
3898,Guilford School District,A. W. Cox School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7.1,7.1,7.0,7.1,8.2,0600611,A. W. Cox School,Guilford School District
3899,Guilford School District,A. W. Cox School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0600611,A. W. Cox School,Guilford School District
3900,Guilford School District,A. W. Cox School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,10,8.0,11.0,7.0,8.5,0600611,A. W. Cox School,Guilford School District
3901,Guilford School District,A. W. Cox School,Special Education - Teachers and Instructors,Certified,3,3.0,3.0,4.0,5.0,0600611,A. W. Cox School,Guilford School District
3902,Guilford School District,A. W. Cox School,Instructional Specialists Who Support Teachers,Certified,1.5,2.0,2.0,2.0,2.0,0600611,A. W. Cox School,Guilford School District
3903,Guilford School District,A. W. Cox School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0600611,A. W. Cox School,Guilford School District
3904,Guilford School District,Calvin Leete School,Administrators  Coordinators and Department Chairs - School Level,Certified,1.3,1.3,1.3,1.3,1.3,0600411,Calvin Leete School,Guilford School District
3905,Guilford School District,Calvin Leete School,Counselors  Social Workers  and School Psychologists,Certified,1.5,1.5,1.5,1.5,1.5,0600411,Calvin Leete School,Guilford School District
3906,Guilford School District,Calvin Leete School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,0.0,0600411,Calvin Leete School,Guilford School District
3907,Guilford School District,Calvin Leete School,General Education - Teachers and Instructors,Certified,19.9,20.9,18.3,18.3,19.8,0600411,Calvin Leete School,Guilford School District
3908,Guilford School District,Calvin Leete School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,0600411,Calvin Leete School,Guilford School District
3909,Guilford School District,Calvin Leete School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,7,7.0,6.8,7.3,7.4,0600411,Calvin Leete School,Guilford School District
3910,Guilford School District,Calvin Leete School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0600411,Calvin Leete School,Guilford School District
3911,Guilford School District,Calvin Leete School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,7,8.0,8.0,8.0,9.5,0600411,Calvin Leete School,Guilford School District
3912,Guilford School District,Calvin Leete School,Special Education - Teachers and Instructors,Certified,3,3.0,3.0,4.5,4.5,0600411,Calvin Leete School,Guilford School District
3913,Guilford School District,Calvin Leete School,Instructional Specialists Who Support Teachers,Certified,1.5,2.0,2.0,2.0,2.0,0600411,Calvin Leete School,Guilford School District
3914,Guilford School District,Calvin Leete School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0600411,Calvin Leete School,Guilford School District
3915,Guilford School District,E. C. Adams Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,2.5,2.5,2.5,2.5,2.5,0605111,E. C. Adams Middle School,Guilford School District
3916,Guilford School District,E. C. Adams Middle School,Counselors  Social Workers  and School Psychologists,Certified,3.5,3.5,3.5,3.5,3.5,0605111,E. C. Adams Middle School,Guilford School District
3917,Guilford School District,E. C. Adams Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,0.0,0.0,0.0,0.0,0605111,E. C. Adams Middle School,Guilford School District
3918,Guilford School District,E. C. Adams Middle School,General Education - Teachers and Instructors,Certified,46.6,46.6,46.6,45.6,45.6,0605111,E. C. Adams Middle School,Guilford School District
3919,Guilford School District,E. C. Adams Middle School,Library/Media - Support Staff,Non-Certified,1,1.0,1.0,1.0,1.0,0605111,E. C. Adams Middle School,Guilford School District
3920,Guilford School District,E. C. Adams Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,11.9,11.9,11.4,11.9,11.9,0605111,E. C. Adams Middle School,Guilford School District
3921,Guilford School District,E. C. Adams Middle School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,0605111,E. C. Adams Middle School,Guilford School District
3922,Guilford School District,E. C. Adams Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,14,14.0,13.0,14.0,14.0,0605111,E. C. Adams Middle School,Guilford School District
3923,Guilford School District,E. C. Adams Middle School,Special Education - Teachers and Instructors,Certified,5.2,5.6,5.6,5.6,5.6,0605111,E. C. Adams Middle School,Guilford School District
3924,Guilford School District,E. C. Adams Middle School,Instructional Specialists Who Support Teachers,Certified,1,1.0,1.0,1.0,1.0,0605111,E. C. Adams Middle School,Guilford School District
3925,Guilford School District,E. C. Adams Middle School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,0605111,E. C. Adams Middle School,Guilford School District
3926,Guilford School District,Guilford High School,Administrators  Coordinators and Department Chairs - School Level,Certified,6.6,7.0,7.4,7.6,7.9,0606111,Guilford High School,Guilford School District
3927,Guilford School District,Guilford High School,Counselors  Social Workers  and School Psychologists,Certified,9.2,9.2,8.2,9.2,8.4,0606111,Guilford High School,Guilford School District
3928,Guilford School District,Guilford High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1,0.6,0.6,0.6,0.6,0606111,Guilford High School,Guilford School District
3929,Guilford School District,Guilford High School,General Education - Teachers and Instructors,Certified,74.6,73.6,73.4,71.0,71.7,0606111,Guilford High School,Guilford School District
3930,Guilford School District,Guilford High School,Library/Media - Support Staff,Non-Certified,2,2.0,2.0,2.0,2.0,0606111,Guilford High School,Guilford School District
