"District","District Code","School","School Code","Gender","Count","%"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","Female","N/A","N/A"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","Male","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Female","N/A","N/A"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Male",8,2.4
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Female",9,2.7
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Male",25,7.4
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Female","N/A","N/A"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Male","N/A","N/A"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Female","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Male","*","*"
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""","Female","N/A","*"
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""","Male","N/A","N/A"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Female","N/A","N/A"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Male","N/A","N/A"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Female",10,3.7
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Male",15,6.0
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Female","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Male","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Female",21,7.7
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Male",45,16.0
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Female",20,8.7
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Male",44,18.6
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Female","N/A","N/A"
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Male","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Female","N/A","N/A"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Male","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Female",13,31.7
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Male",25,47.2
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Female",14,2.5
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Male",39,7.1
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""","Female","N/A","N/A"
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""","Male","N/A","N/A"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Female",215,15.5
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Male",385,25.6
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Female","*","*"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Male","*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Female","N/A","N/A"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Male","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Female","N/A","N/A"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Male","*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Female","*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Male","*","*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Female","N/A","N/A"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Male","*","*"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Female","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Male","*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Female","N/A","N/A"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Male","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Female","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Male","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Female","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Male","N/A","N/A"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Female",46,7.4
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Male",152,24.8
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Female","N/A","N/A"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Male","N/A","N/A"
"Danbury School District","=""0340011""","South Street School","=""0341011""","Female","N/A","N/A"
"Danbury School District","=""0340011""","South Street School","=""0341011""","Male","N/A","N/A"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Female","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Male","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Female","N/A","N/A"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Male","N/A","N/A"
"Farmington School District","=""0520011""","East Farms School","=""0520411""","Female","*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""","Male","*","*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","Female","N/A","N/A"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","Male","N/A","N/A"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Female",8,1.3
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Male",32,4.5
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Female","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Male","*","*"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","Female","N/A","N/A"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","Male","N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""","Female","*","*"
"Farmington School District","=""0520011""","Union School","=""0520111""","Male","*","*"
"Farmington School District","=""0520011""","West District School","=""0520311""","Female","N/A","N/A"
"Farmington School District","=""0520011""","West District School","=""0520311""","Male","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Female","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Male","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Female","N/A","N/A"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Male",8,8.4
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Female","N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Male","N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Female","N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Male","*","*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","Female","N/A","N/A"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","Male","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Female",22,2.0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Male",67,6.5
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Female","N/A","N/A"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Male","N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","Female","*","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","Male","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Female","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Male","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","Female","N/A","N/A"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","Male","*","*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","Female","N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","Male","N/A","N/A"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Female","*","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Male","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","Female","N/A","N/A"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","Male","*","*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","Female","N/A","N/A"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","Male","*","*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","Female","N/A","N/A"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","Male","*","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","Female","N/A","N/A"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","Male","N/A","N/A"
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","Female","N/A","N/A"
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","Male","N/A","N/A"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","Female","*","*"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","Male","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Female",44,10.0
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Male",99,23.7
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","Female",30,7.8
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","Male",56,15.1
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","Female","*","*"
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","Male","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Female",11,55.0
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Male",24,54.5
"New Britain School District","=""0890011""","CLIMB","=""0899411""","Female","N/A","*"
"New Britain School District","=""0890011""","CLIMB","=""0899411""","Male","N/A","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Female",6,2.4
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Male",27,9.7
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Female",60,14.5
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Male",119,33.0
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Female",14,5.6
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Male",42,11.7
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Female","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Male","*","*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Female","*","*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Male","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Female","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Male","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Female",6,1.9
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Male",30,8.1
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Female",388,33.9
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Male",574,43.6
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Female",6,28.6
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Male",8,20.5
"New Britain School District","=""0890011""","Northend School","=""0890911""","Female","*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","Male","*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Female",37,12.4
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Male",109,30.0
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","Female",73,39.5
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","Male",131,55.3
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Female",40,13.0
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Male",80,25.0
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Female",23,8.0
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Male",60,16.2
"New Britain School District","=""0890011""","Smith School","=""0891311""","Female",10,3.0
"New Britain School District","=""0890011""","Smith School","=""0891311""","Male",34,8.9
"New Britain School District","=""0890011""","Vance School","=""0891511""","Female",10,3.8
"New Britain School District","=""0890011""","Vance School","=""0891511""","Male",43,16.1
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",64,7.5
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",117,14.4
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Female","N/A","N/A"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Male","N/A","N/A"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Female","N/A","N/A"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Male",6,4.0
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Female","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Male","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Female","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Male","*","*"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Female","N/A","N/A"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Male","N/A","N/A"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Female","*","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Male","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Female","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Male","*","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Female","*","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Male","*","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Female",8,2.7
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Male",30,10.1
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",60,8.0
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",125,15.5
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",14,31.1
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",14,38.9
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Female",18,5.7
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Male",38,12.1
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Female",15,7.1
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Male",31,14.1
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Female","*","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Male","*","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Female","*","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Male","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Female","N/A","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Male","*","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Female",31,10.0
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Male",94,26.2
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Female","*","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Male","*","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Female","N/A","N/A"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Male","*","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Female","N/A","N/A"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Male",6,3.6
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Female","*","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Male","*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Female","*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Male","*","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Female",13,3.4
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Male",29,7.4
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Female","*","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Male","*","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Female","*","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Male","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Female",25,2.5
"Southington School District","=""1310011""","Southington High School","=""1316211""","Male",73,7.2
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Female","N/A","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Male","*","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Female","N/A","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Male","*","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Female","N/A","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Male","*","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Female","*","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Male","*","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Female","N/A","N/A"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Male","*","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Female","N/A","N/A"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Male","N/A","N/A"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Female","*","*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Male","*","*"
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","Female","N/A","*"
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","Male","N/A","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Female",28,4.0
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Male",65,9.7
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Female",8,1.7
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Male",35,6.1
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Female","*","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Male","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Female","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Male","*","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Female","*","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Male","N/A","N/A"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Female",10,2.9
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Male",38,10.8
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Female","*","*"
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Male","N/A","N/A"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Male","N/A","*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Female","N/A","N/A"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Male","*","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Female",6,1.8
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Male",27,7.9
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Female",42,6.9
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Male",98,20.3
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Female",18,3.9
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Male",59,13.4
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Female","N/A","N/A"
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Male","*","*"
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Female","N/A","*"
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Male","N/A","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Female","N/A","N/A"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Male",10,6.3
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Female","N/A","N/A"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Male",7,3.8
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Female","N/A","N/A"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Male","N/A","N/A"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Female","*","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Male","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Female",10,3.8
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Male",51,15.5
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Female",38,16.2
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Male",73,26.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Female","N/A","N/A"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Male",10,3.5
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Female","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Male","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Female","N/A","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Male","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Female",13,2.4
"Avon School District","=""0040011""","Avon High School","=""0046111""","Male",23,4.6
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Female","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Male","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Female","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Male","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Female","N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Male","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Female","N/A","N/A"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Male","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Female","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Male","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Female","N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Male","N/A","N/A"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",26,3.5
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",60,7.4
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","Female","N/A","N/A"
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","Male","*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Female",6,1.7
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Male",20,5.2
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Female","N/A","N/A"
