"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Math","Y",19,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","ELA","Y",232,229,98.7,229,89,38.9,74,32.3,49,21.4,17,7.4,66,28.8
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","ELA","N",194,194,100.0,194,34,17.5,54,27.8,67,34.5,39,20.1,106,54.6
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Math","Y",232,229,98.7,229,142,62.0,71,31.0,"*","*","*","*",16,7.0
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Math","N",194,194,100.0,194,76,39.2,65,33.5,"*","*","*","*",53,27.3
"Ashford School District","=""0030011""","Ashford School","=""0030111""","ELA","Y",99,99,100.0,99,"*","*",35,35.4,20,20.2,"*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","ELA","N",151,150,99.3,150,"*","*","*","*",64,42.7,52,34.7,116,77.3
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Math","Y",99,99,100.0,98,47,48.0,23,23.5,16,16.3,12,12.2,28,28.6
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Math","N",151,150,99.3,150,22,14.7,50,33.3,52,34.7,26,17.3,78,52.0
"Avon School District","=""0040011""","Avon High School","=""0046111""","ELA","Y",35,32,91.4,31,15,48.4,"*","*",6,19.4,"*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","ELA","N",211,200,94.8,199,14,7.0,"*","*",63,31.7,"*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Math","Y",35,33,94.3,33,17,51.5,11,33.3,"*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Math","N",211,198,93.8,198,21,10.6,42,21.2,"*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","ELA","Y",77,74,96.1,74,"*","*",32,43.2,27,36.5,"*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","ELA","N",470,470,100.0,470,"*","*",42,8.9,208,44.3,"*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Math","Y",77,77,100.0,77,23,29.9,29,37.7,14,18.2,11,14.3,25,32.5
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Math","N",470,470,100.0,470,14,3.0,71,15.1,133,28.3,252,53.6,385,81.9
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","ELA","Y",38,34,89.5,34,"*","*",9,26.5,12,35.3,"*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","ELA","N",218,215,98.6,215,"*","*",14,6.5,58,27.0,"*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Math","Y",38,38,100.0,38,"*","*",12,31.6,8,21.1,"*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Math","N",218,218,100.0,218,"*","*","*","*",87,39.9,96,44.0,183,83.9
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","ELA","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","ELA","N",216,216,100.0,216,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Math","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Math","N",216,216,100.0,216,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","ELA","Y",80,77,96.3,76,"*","*",22,28.9,22,28.9,"*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","ELA","N",477,475,99.6,475,"*","*","*","*",183,38.5,248,52.2,431,90.7
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Math","Y",80,79,98.8,79,37,46.8,27,34.2,"*","*","*","*",15,19.0
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Math","N",477,475,99.6,475,"*","*",88,18.5,161,33.9,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","ELA","Y",41,39,95.1,39,19,48.7,11,28.2,"*","*","*","*",9,23.1
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","ELA","N",163,158,96.9,157,"*","*",23,14.6,"*","*",60,38.2,"*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Math","Y",41,39,95.1,39,26,66.7,"*","*","*","*",0,0.0,"*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Math","N",163,157,96.3,157,"*","*",61,38.9,"*","*",25,15.9,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","ELA","Y",54,47,87.0,32,16,50.0,"*","*","*","*",0,0.0,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","ELA","N",194,191,98.5,172,48,27.9,55,32.0,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Math","Y",54,46,85.2,39,24,61.5,13,33.3,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Math","N",194,192,99.0,182,43,23.6,58,31.9,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","ELA","Y",146,146,100.0,146,50,34.2,54,37.0,35,24.0,7,4.8,42,28.8
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","ELA","N",555,555,100.0,555,25,4.5,120,21.6,277,49.9,133,24.0,410,73.9
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Math","Y",146,145,99.3,145,76,52.4,49,33.8,"*","*","*","*",20,13.8
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Math","N",554,554,100.0,554,"*","*",192,34.7,164,29.6,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","ELA","Y",60,60,100.0,60,19,31.7,13,21.7,22,36.7,6,10.0,28,46.7
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","ELA","N",168,168,100.0,168,9,5.4,31,18.5,61,36.3,67,39.9,128,76.2
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Math","Y",60,60,100.0,60,20,33.3,"*","*",19,31.7,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Math","N",168,168,100.0,168,"*","*",36,21.4,63,37.5,"*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","ELA","Y",49,49,100.0,49,23,46.9,13,26.5,7,14.3,6,12.2,13,26.5
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","ELA","N",249,249,100.0,247,15,6.1,46,18.6,109,44.1,77,31.2,186,75.3
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Math","Y",49,49,100.0,49,24,49.0,16,32.7,"*","*","*","*",9,18.4
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Math","N",249,249,100.0,247,"*","*",79,32.0,99,40.1,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","ELA","Y",36,36,100.0,36,"*","*",10,27.8,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","ELA","N",94,94,100.0,94,"*","*",17,18.1,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Math","Y",36,36,100.0,36,17,47.2,16,44.4,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Math","N",94,94,100.0,94,8,8.5,38,40.4,"*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","ELA","Y",46,44,95.7,43,21,48.8,12,27.9,10,23.3,0,0.0,10,23.3
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","ELA","N",194,190,97.9,190,8,4.2,34,17.9,63,33.2,85,44.7,148,77.9
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Math","Y",46,44,95.7,44,18,40.9,16,36.4,10,22.7,0,0.0,10,22.7
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Math","N",194,190,97.9,190,13,6.8,48,25.3,66,34.7,63,33.2,129,67.9
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","ELA","Y",34,34,100.0,34,"*","*",15,44.1,9,26.5,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","ELA","N",67,67,100.0,67,"*","*",13,19.4,23,34.3,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Math","Y",34,34,100.0,34,15,44.1,11,32.4,"*","*","*","*",8,23.5
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Math","N",67,67,100.0,67,"*","*",33,49.3,19,28.4,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","ELA","Y",62,58,93.5,57,20,35.1,23,40.4,"*","*","*","*",14,24.6
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","ELA","N",184,182,98.9,182,"*","*",40,22.0,75,41.2,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Math","Y",62,57,91.9,57,43,75.4,6,10.5,8,14.0,0,0.0,8,14.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Math","N",184,182,98.9,182,49,26.9,55,30.2,54,29.7,24,13.2,78,42.9
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","ELA","Y",187,180,96.3,180,39,21.7,68,37.8,52,28.9,21,11.7,73,40.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","ELA","N",506,505,99.8,505,25,5.0,81,16.0,234,46.3,165,32.7,399,79.0
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Math","Y",187,182,97.3,182,95,52.2,54,29.7,27,14.8,6,3.3,33,18.1
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Math","N",506,505,99.8,505,82,16.2,189,37.4,123,24.4,111,22.0,234,46.3
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","ELA","Y",24,23,95.8,23,"*","*","*","*",7,30.4,8,34.8,15,65.2
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","ELA","N",72,72,100.0,72,"*","*","*","*",19,26.4,37,51.4,56,77.8
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Math","Y",24,24,100.0,24,"*","*",7,29.2,7,29.2,"*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Math","N",72,72,100.0,72,"*","*",31,43.1,29,40.3,"*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","ELA","Y",105,103,98.1,103,26,25.2,32,31.1,30,29.1,15,14.6,45,43.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","ELA","N",282,282,100.0,282,14,5.0,31,11.0,104,36.9,133,47.2,237,84.0
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Math","Y",105,105,100.0,105,32,30.5,46,43.8,19,18.1,8,7.6,27,25.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Math","N",282,281,99.6,280,25,8.9,92,32.9,103,36.8,60,21.4,163,58.2
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","ELA","Y",54,52,96.3,52,"*","*",16,30.8,19,36.5,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","ELA","N",57,57,100.0,57,"*","*","*","*",29,50.9,14,24.6,43,75.4
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Math","Y",53,50,94.3,50,21,42.0,16,32.0,"*","*","*","*",13,26.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Math","N",57,57,100.0,57,24,42.1,15,26.3,"*","*","*","*",18,31.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","ELA","Y",122,120,98.4,120,30,25.0,36,30.0,43,35.8,11,9.2,54,45.0
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","ELA","N",83,83,100.0,83,13,15.7,21,25.3,34,41.0,15,18.1,49,59.0
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Math","Y",121,121,100.0,121,59,48.8,38,31.4,"*","*","*","*",24,19.8
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Math","N",83,83,100.0,83,31,37.3,30,36.1,"*","*","*","*",22,26.5
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","ELA","Y",125,122,97.6,122,37,30.3,54,44.3,31,25.4,0,0.0,31,25.4
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","ELA","N",84,82,97.6,82,8,9.8,32,39.0,34,41.5,8,9.8,42,51.2
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Math","Y",124,124,100.0,124,69,55.6,44,35.5,"*","*","*","*",11,8.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Math","N",84,82,97.6,82,25,30.5,37,45.1,"*","*","*","*",20,24.4
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","ELA","Y",63,58,92.1,58,23,39.7,"*","*",18,31.0,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","ELA","N",65,60,92.3,60,"*","*",21,35.0,23,38.3,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Math","Y",63,58,92.1,58,37,63.8,17,29.3,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Math","N",65,60,92.3,60,21,35.0,22,36.7,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","ELA","Y",140,138,98.6,138,42,30.4,43,31.2,36,26.1,17,12.3,53,38.4
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","ELA","N",104,104,100.0,104,21,20.2,19,18.3,36,34.6,28,26.9,64,61.5
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Math","Y",140,139,99.3,139,66,47.5,52,37.4,"*","*","*","*",21,15.1
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Math","N",105,105,100.0,105,32,30.5,40,38.1,"*","*","*","*",33,31.4
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","ELA","Y",88,88,100.0,88,29,33.0,17,19.3,30,34.1,12,13.6,42,47.7
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","ELA","N",271,268,98.9,268,11,4.1,42,15.7,102,38.1,113,42.2,215,80.2
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Math","Y",88,88,100.0,88,38,43.2,26,29.5,18,20.5,6,6.8,24,27.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Math","N",271,269,99.3,269,18,6.7,71,26.4,82,30.5,98,36.4,180,66.9
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","ELA","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","ELA","N",70,69,98.6,69,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Math","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Math","N",70,69,98.6,69,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","ELA","Y",38,38,100.0,38,19,50.0,10,26.3,"*","*","*","*",9,23.7
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","ELA","N",91,91,100.0,91,"*","*",23,25.3,34,37.4,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Math","Y",38,38,100.0,38,25,65.8,"*","*",6,15.8,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Math","N",91,91,100.0,91,"*","*",27,29.7,31,34.1,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","ELA","Y",64,58,90.6,58,30,51.7,15,25.9,"*","*","*","*",13,22.4
"Branford School District","=""0140011""","Branford High School","=""0146111""","ELA","N",177,168,94.9,168,"*","*",55,32.7,49,29.2,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Math","Y",64,56,87.5,56,46,82.1,"*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Math","N",177,168,94.9,168,99,58.9,"*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","ELA","Y",313,303,96.8,303,99,32.7,94,31.0,94,31.0,16,5.3,110,36.3
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","ELA","N",591,580,98.1,580,39,6.7,93,16.0,279,48.1,169,29.1,448,77.2
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Math","Y",313,305,97.4,304,143,47.0,99,32.6,41,13.5,21,6.9,62,20.4
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Math","N",591,578,97.8,578,98,17.0,165,28.5,157,27.2,158,27.3,315,54.5
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","ELA","Y",48,47,97.9,47,10,21.3,16,34.0,10,21.3,11,23.4,21,44.7
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","ELA","N",85,85,100.0,85,6,7.1,16,18.8,32,37.6,31,36.5,63,74.1
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Math","Y",48,48,100.0,48,"*","*",13,27.1,18,37.5,"*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Math","N",85,85,100.0,85,"*","*","*","*",38,44.7,28,32.9,66,77.6
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","ELA","Y",38,38,100.0,38,"*","*",13,34.2,"*","*",6,15.8,"*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","ELA","N",123,123,100.0,123,"*","*","*","*",36,29.3,66,53.7,102,82.9
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Math","Y",38,38,100.0,38,"*","*",13,34.2,10,26.3,"*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Math","N",123,123,100.0,123,"*","*",30,24.4,48,39.0,"*","*","*","*"
