"District","reportingsdistrictcode","School","School Code","Count","%"
"Norfolk School District",".","IEP Program","=""0989011""","N/A","*"
"North Branford School District",".","Jerome Harrison School","=""0990411""","*","*"
"North Branford School District",".","North Branford High School","=""0996111""",120,17.7
"North Branford School District",".","North Branford Intermediate School","=""0995111""",93,15.4
"North Branford School District",".","Totoket Valley Elementary School","=""0990611""",9,1.8
"Rocky Hill School District",".","Albert D. Griswold Middle School","=""1195111""",24,3.7
"Rocky Hill School District",".","Dr. Oran A. Moser School","=""1190211""","N/A","N/A"
"Rocky Hill School District",".","Myrtle H. Stevens School","=""1190411""","*","*"
"Rocky Hill School District",".","Rocky Hill High School","=""1196111""",64,8.6
"Rocky Hill School District",".","West Hill School","=""1190511""",7,1.1
"Salem School District",".","Salem Elementary School","=""1210111""",12,2.6
"Seymour School District",".","Anna L. Lopresti School","=""1240311""",9,3.0
"Seymour School District",".","Bungay School","=""1240111""","N/A","N/A"
"Seymour School District",".","Paul Chatfield School","=""1240411""","*","*"
"Seymour School District",".","Seymour High School","=""1246111""",136,21.2
"Seymour School District",".","Seymour Middle School","=""1245111""",78,13.4
"Salisbury School District",".","Salisbury Central School","=""1220111""",9,2.9
"Scotland School District",".","Scotland Elementary School","=""1230111""","*","*"
"Sharon School District",".","Sharon Center School","=""1250111""","*","*"
"Shelton School District",".","Booth Hill School","=""1261011""","*","*"
"Shelton School District",".","Elizabeth Shelton School","=""1260511""","N/A","N/A"
"Shelton School District",".","Intermediate School","=""1265111""",52,5.6
"Shelton School District",".","Long Hill School","=""1260811""","*","*"
"Shelton School District",".","Mohegan School","=""1260911""","N/A","N/A"
"Shelton School District",".","Perry Hill Elementary School","=""1261111""",9,1.0
"Shelton School District",".","Shelton High School","=""1266111""",268,17.2
"Shelton School District",".","Sunnyside School","=""1260611""","N/A","N/A"
"Tolland School District",".","Birch Grove Primary School","=""1420111""","N/A","N/A"
"Tolland School District",".","Tolland High School","=""1426111""",99,10.5
"Tolland School District",".","Tolland Intermediate School","=""1420211""","*","*"
"Tolland School District",".","Tolland Middle School","=""1425111""",35,4.7
"Torrington School District",".","East School","=""1430111""","*","*"
"Torrington School District",".","Forbes School","=""1430211""",28,7.0
"Torrington School District",".","Southwest School","=""1430811""",10,3.2
"Torrington School District",".","Torringford School","=""1430911""",6,0.9
"Torrington School District",".","Torrington High School","=""1436111""",216,19.9
"Torrington School District",".","Torrington Middle School","=""1435111""",176,15.5
"Torrington School District",".","Vogel-Wetmore School","=""1431311""",9,2.0
"West Haven School District",".","Alma E. Pagels School","=""1560811""","*","*"
"West Haven School District",".","Carrigan 5/6 Intermediate School","=""1565311""",68,7.1
"West Haven School District",".","Edith E. Mackrille School","=""1560611""","*","*"
"West Haven School District",".","Forest School","=""1560311""",7,1.5
"West Haven School District",".","Harry M. Bailey Middle School","=""1565111""",213,21.4
"West Haven School District",".","Savin Rock Community School","=""1561411""",13,2.4
"West Haven School District",".","Seth G. Haley School","=""1560411""","*","*"
"West Haven School District",".","Washington School","=""1561211""",6,1.3
"West Haven School District",".","West Haven High School","=""1566111""",404,26.3
"Weston School District",".","Hurlbutt Elementary School","=""1570111""","N/A","N/A"
"Weston School District",".","Weston High School","=""1576111""",10,1.3
"Weston School District",".","Weston Intermediate School","=""1570211""","N/A","N/A"
"Weston School District",".","Weston Middle School","=""1575111""",14,2.3
"Westport School District",".","Bedford Middle School","=""1585111""",24,2.9
"Westport School District",".","Coleytown Elementary School","=""1580311""",9,1.9
"Westport School District",".","Coleytown Middle School","=""1585311""",13,2.7
"Westport School District",".","Green's Farms School","=""1580411""","*","*"
"Westport School District",".","King's Highway Elementary School","=""1580511""",7,1.5
"Westport School District",".","Long Lots School","=""1580711""","N/A","N/A"
"Westport School District",".","Saugatuck Elementary School","=""1580811""","*","*"
"Westport School District",".","Staples High School","=""1586111""",55,3.0
"Westport School District",".","Stepping Stones Preschool","=""1588011""","N/A","N/A"
"Regional School District 15",".","Gainfield Elementary School","=""2150412""","*","*"
"Regional School District 15",".","Long Meadow Elementary School","=""2150712""","*","*"
"Regional School District 15",".","Memorial Middle School","=""2155212""",16,3.2
"Regional School District 15",".","Middlebury Elementary School","=""2150612""","*","*"
"Regional School District 15",".","Pomperaug Regional High School","=""2156212""",109,7.9
"Regional School District 15",".","Pomperaug School","=""2150512""","*","*"
"Regional School District 15",".","Rochambeau Middle School","=""2155112""",7,1.3
"Regional School District 16",".","Algonquin School","=""2160312""","*","*"
"Regional School District 16",".","Community School","=""2160212""","N/A","N/A"
"Regional School District 16",".","Laurel Ledge School","=""2160112""","*","*"
"Regional School District 16",".","Long River Middle School","=""2165112""",47,7.9
"Regional School District 16",".","Woodland Regional High School","=""2166012""",91,11.8
"Regional School District 17",".","Burr District Elementary School","=""2170212""","*","*"
"Regional School District 17",".","Haddam Elementary School","=""2170112""","N/A","N/A"
"Regional School District 17",".","Haddam-Killingworth High School","=""2176112""",57,8.5
"Regional School District 17",".","Haddam-Killingworth Middle School","=""2175112""",68,8.6
"Regional School District 17",".","Killingworth Elementary School","=""2170312""","*","*"
"Middletown School District",".","Bielefield School","=""0830211""","N/A","N/A"
"Middletown School District",".","Farm Hill School","=""0830511""",13,3.5
"Middletown School District",".","Keigwin Middle School","=""0831511""",55,14.9
"Middletown School District",".","Lawrence School","=""0831311""","*","*"
"Middletown School District",".","MacDonough School","=""0830911""",13,5.5
"Middletown School District",".","Middletown High School","=""0836211""",271,20.2
"Middletown School District",".","Moody School","=""0831211""",10,2.8
"Middletown School District",".","Snow School","=""0831111""",8,2.1
"Middletown School District",".","Spencer School","=""0830111""","*","*"
"Middletown School District",".","Wesley School","=""0831411""","N/A","N/A"
"Middletown School District",".","Woodrow Wilson Middle School","=""0835411""",92,12.6
"New London School District",".","Bennie Dover Jackson Middle School","=""0955111""",225,38.0
"New London School District",".","Harbor School","=""0950211""",10,3.3
"New London School District",".","Jennings School","=""0950311""","N/A","N/A"
"New London School District",".","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""",26,9.3
"New London School District",".","New London Clinical Day Program","=""0959111""","*","*"
"New London School District",".","New London High School","=""0956111""",337,33.9
"New London School District",".","Shoreline Academy","=""0950511""",13,11.3
"New London School District",".","Winthrop STEM Elementary Magnet School","=""0950811""",57,23.5
"Putnam School District",".","Helping Hands","=""1169011""","N/A","*"
"Putnam School District",".","Putnam Elementary School","=""1160311""",20,2.9
"Putnam School District",".","Putnam High School","=""1166111""",62,20.9
"Putnam School District",".","Putnam Middle School","=""1165111""",59,22.4
"Redding School District",".","John Read Middle School","=""1175111""",10,1.7
"Redding School District",".","Redding Elementary School","=""1170111""",6,0.9
"Ridgefield School District",".","Barlow Mountain Elementary School","=""1180811""","*","*"
"Ridgefield School District",".","Branchville Elementary School","=""1180611""","*","*"
"Ridgefield School District",".","East Ridge Middle School","=""1185111""","*","*"
"Ridgefield School District",".","Farmingville Elementary School","=""1180411""","*","*"
"Ridgefield School District",".","Ridgebury Elementary School","=""1180311""","*","*"
"Ridgefield School District",".","Ridgefield High School","=""1186111""",60,3.4
"Ridgefield School District",".","Ridgefield Transition Program","=""1189011""","N/A","*"
"Ridgefield School District",".","Scotland Elementary School","=""1180511""","*","*"
"Ridgefield School District",".","Scotts Ridge Middle School","=""1185211""",7,1.2
"Ridgefield School District",".","Veterans Park Elementary School","=""1180211""","N/A","N/A"
"Suffield School District",".","A. Ward Spaulding School","=""1390411""","N/A","N/A"
"Suffield School District",".","McAlister Intermediate School","=""1390311""","*","*"
"Suffield School District",".","Suffield High School","=""1396111""",114,13.4
"Suffield School District",".","Suffield Middle School","=""1395111""",33,5.5
"Thomaston School District",".","Black Rock School","=""1400111""","N/A","N/A"
"Thomaston School District",".","Thomaston Center School","=""1400211""","*","*"
"Thomaston School District",".","Thomaston High School","=""1406211""",84,15.9
"Thompson School District",".","Mary R. Fisher Elementary School","=""1410111""",14,2.9
"Thompson School District",".","Thompson Middle School","=""1415111""",41,9.7
"Thompson School District",".","Tourtellotte Memorial High School","=""1416111""",31,8.8
"West Hartford School District",".","Achieve","=""1559111""","N/A","*"
"West Hartford School District",".","Aiken School","=""1551611""","N/A","N/A"
"West Hartford School District",".","Braeburn School","=""1550211""","*","*"
"West Hartford School District",".","Bristow Middle School","=""1555311""",13,3.1
"West Hartford School District",".","Bugbee School","=""1550411""","*","*"
"West Hartford School District",".","Charter Oak International Academy","=""1550511""",18,5.7
"West Hartford School District",".","Conard High School","=""1556111""",150,9.8
"West Hartford School District",".","Duffy School","=""1550611""","*","*"
"West Hartford School District",".","Hall High School","=""1556211""",155,9.8
"West Hartford School District",".","King Philip Middle School","=""1555111""",74,8.4
"West Hartford School District",".","Morley School","=""1550911""","*","*"
"West Hartford School District",".","Norfeldt School","=""1551011""","*","*"
"West Hartford School District",".","Sedgwick Middle School","=""1555211""",68,7.4
"West Hartford School District",".","Smith School","=""1551711""","N/A","N/A"
"West Hartford School District",".","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","N/A","*"
"West Hartford School District",".","Webster Hill School","=""1551211""","*","*"
"West Hartford School District",".","Whiting Lane School","=""1551311""","*","*"
"West Hartford School District",".","Wolcott School","=""1551511""","*","*"
"Regional School District 12",".","Booth Free School","=""2120212""","*","*"
"Regional School District 12",".","Early Childhood Education Center","=""2128012""","N/A","N/A"
"Regional School District 12",".","Shepaug Valley High School","=""2126112""",47,14.5
"Regional School District 12",".","Shepaug Valley Middle School","=""2125112""",14,6.1
"Regional School District 12",".","The Burnham School","=""2120112""","N/A","N/A"
"Regional School District 12",".","Washington Primary School","=""2120412""","*","*"
"Regional School District 13",".","Coginchaug Regional High School","=""2136112""",15,2.6
"Regional School District 13",".","Francis E. Korn School","=""2130212""","*","*"
"Regional School District 13",".","Frank Ward Strong School","=""2135112""",7,2.0
"Regional School District 13",".","Frederick Brewster School","=""2130112""","N/A","N/A"
"Regional School District 13",".","John Lyman School","=""2130512""","*","*"
"Regional School District 13",".","Middlefield Memorial School","=""2130412""","*","*"
"Regional School District 14",".","Bethlehem Elementary School","=""2140112""","N/A","N/A"
"Regional School District 14",".","Integrated Star Preschool Program","=""2148012""","N/A","N/A"
"Regional School District 14",".","Mitchell Elementary School","=""2140212""","N/A","N/A"
"Regional School District 14",".","Nonnewaug High School","=""2146112""",79,9.2
"Regional School District 14",".","Woodbury Middle School","=""2145112""",11,2.5
"Meriden School District",".","Benjamin Franklin School","=""0800111""",8,1.6
"Meriden School District",".","Casimir Pulaski School","=""0801111""",36,5.2
"Meriden School District",".","Francis T. Maloney High School","=""0806111""",395,31.5
"Meriden School District",".","Hanover School","=""0800311""",11,2.0
"Meriden School District",".","Israel Putnam School","=""0800411""",115,20.8
"Meriden School District",".","John Barry School","=""0800511""",43,8.3
"Meriden School District",".","Lincoln Middle School","=""0805211""",249,33.5
"Meriden School District",".","Nathan Hale School","=""0800711""","*","*"
"Meriden School District",".","Orville H. Platt High School","=""0806211""",364,33.6
"Meriden School District",".","Roger Sherman School","=""0800811""",27,5.1
"Meriden School District",".","Thomas Hooker School","=""0801011""",9,2.0
"Meriden School District",".","Washington Middle School","=""0805411""",294,32.1
"New Haven School District",".","Augusta Lewis Troup School","=""0931511""",53,9.9
"New Haven School District",".","Barnard Environmental Magnet School","=""0930211""",31,5.9
"New Haven School District",".","Beecher School","=""0930311""",67,14.9
"New Haven School District",".","Benjamin Jepson Magnet School","=""0931811""",49,9.5
"New Haven School District",".","Betsy Ross Arts Magnet School","=""0935511""",49,11.1
"New Haven School District",".","Bishop Woods School","=""0934311""",41,8.3
"New Haven School District",".","Celentano BioTech, Health and Medical Magnet School","=""0934811""",47,10.0
"New Haven School District",".","Christopher Columbus Academy","=""0934111""","N/A","N/A"
"New Haven School District",".","Clemente Leadership Academy","=""0934211""",48,8.4
"New Haven School District",".","Clinton Avenue School","=""0930611""","*","*"
"New Haven School District",".","Conte/West Hills Magnet School","=""0933111""",34,5.7
"New Haven School District",".","Cooperative High School","=""0936411""",53,8.9
"New Haven School District",".","Davis 21st Century Magnet Elementary School","=""0930911""",8,1.7
"New Haven School District",".","Domus Academy","=""0935611""","N/A","N/A"
"New Haven School District",".","Dwight Early Childhood Program","=""0938211""","N/A","N/A"
"New Haven School District",".","Early Learning Center","=""0938111""","N/A","N/A"
"New Haven School District",".","East Rock Community Magnet School","=""0934611""",45,10.5
"New Haven School District",".","Edgewood School","=""0931211""",25,5.5
"New Haven School District",".","Engineering - Science University Magnet School","=""0931711""",39,17.8
"New Haven School District",".","Fair Haven School","=""0931611""",42,6.4
"New Haven School District",".","Headstart","=""0938011""","N/A","N/A"
"New Haven School District",".","Helene Grant HeadStart","=""0938311""","N/A","N/A"
"New Haven School District",".","High School In The Community","=""0936611""",48,17.7
"New Haven School District",".","Hill Central Music Academy","=""0930711""",54,13.2
"New Haven School District",".","Hill Regional Career High School","=""0936311""",45,6.8
"New Haven School District",".","Hyde School of Health, Science and Sports Medicine","=""0936811""",73,36.3
"New Haven School District",".","James Hillhouse High School","=""0936211""",237,23.4
"New Haven School District",".","John C. Daniels","=""0931311""",11,2.1
"New Haven School District",".","John S. Martinez School","=""0930811""",30,5.6
"New Haven School District",".","Katherine Brennan/Clarence Rogers School","=""0932111""",67,20.4
"New Haven School District",".","King/Robinson Magnet School","=""0933011""",78,14.3
"New Haven School District",".","Lincoln-Bassett School","=""0932011""",30,8.5
"New Haven School District",".","Mauro-Sheridan Magnet School","=""0931911""",56,10.0
"New Haven School District",".","Metropolitan Business Academy","=""0936011""",32,11.5
"New Haven School District",".","Nathan Hale School","=""0931411""",23,4.1
"New Haven School District",".","New Haven Academy","=""0937011""",41,16.4
"New Haven School District",".","Polly T. McCabe Center","=""0939211""","N/A","N/A"
"New Haven School District",".","Riverside Education Academy","=""0939111""",46,30.5
"New Haven School District",".","Ross/Woodward School","=""0931011""",69,13.3
"New Haven School District",".","Sound School","=""0936711""",10,3.2
"New Haven School District",".","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","N/A","N/A"
"New Haven School District",".","Truman School","=""0932911""",34,6.2
"New Haven School District",".","West Rock Authors Academy","=""0934911""",22,9.7
"New Haven School District",".","Wexler/Grant Community School","=""0933211""",57,14.3
"New Haven School District",".","Wilbur Cross High School","=""0936111""",284,22.8
"New Haven School District",".","Worthington Hooker School","=""0933811""",9,2.1
"Newington School District",".","Anna Reynolds School","=""0940611""","*","*"
"Newington School District",".","Elizabeth Green School","=""0940211""","*","*"
"Newington School District",".","John Paterson School","=""0940811""","*","*"
"Newington School District",".","John Wallace Middle School","=""0945311""",41,5.8
"Newington School District",".","Martin Kellogg Middle School","=""0945111""",53,8.5
"Newington School District",".","Newington High School","=""0946111""",165,11.1
"Newington School District",".","Ruth Chaffee School","=""0940711""","N/A","N/A"
"Plymouth School District",".","Eli Terry Jr. Middle School","=""1115111""",51,11.4
"Plymouth School District",".","Harry S. Fisher Elementary School","=""1110411""","N/A","N/A"
"Plymouth School District",".","Plymouth Center School","=""1110211""","*","*"
"Plymouth School District",".","Terryville High School","=""1116111""",68,12.8
"Pomfret School District",".","Pomfret Community School","=""1120111""",6,1.2
"Portland School District",".","Brownstone Intermediate School","=""1130511""",6,2.5
"Portland School District",".","Gildersleeve School","=""1130411""","*","*"
"Portland School District",".","Portland High School","=""1136111""",43,11.7
"Portland School District",".","Portland Middle School","=""1135111""",8,3.6
"Portland School District",".","Valley View School","=""1130211""","N/A","N/A"
"Preston School District",".","Preston Plains School","=""1145111""",10,7.4
"Preston School District",".","Preston Veterans' Memorial School","=""1140411""","*","*"
"Stratford School District",".","Bunnell High School","=""1386211""",165,13.4
"Stratford School District",".","Chapel School","=""1380311""",19,3.4
"Stratford School District",".","David Wooster Middle School","=""1385211""",107,18.8
"Stratford School District",".","Eli Whitney School","=""1381311""",12,2.2
"Stratford School District",".","Franklin School","=""1380411""",16,5.2
"Stratford School District",".","Harry B. Flood Middle School","=""1385311""",61,10.3
"Stratford School District",".","Honeyspot School","=""1381611""","*","*"
"Stratford School District",".","Lordship School","=""1380811""",11,5.2
"Stratford School District",".","Nichols School","=""1380911""",18,4.1
"Stratford School District",".","Second Hill Lane School","=""1381011""",24,3.3
"Stratford School District",".","Secondary STEPS Program","=""1389111""",6,"*"
"Stratford School District",".","Stratford Academy - Johnson House","=""1381511""",6,1.3
"Stratford School District",".","Stratford High School","=""1386111""",168,16.0
"Stratford School District",".","Strive-Stratford","=""1389011""","N/A","*"
"Stratford School District",".","Wilcoxson School","=""1381411""",10,2.5
"Watertown School District",".","Fletcher W. Judson School","=""1530311""",12,3.4
"Watertown School District",".","John Trumbull Primary School","=""1530211""","*","*"
"Watertown School District",".","Polk School","=""1530411""",10,2.7
"Watertown School District",".","Swift Middle School","=""1535111""",85,11.2
"Watertown School District",".","Watertown High School","=""1536111""",170,17.2
"Westbrook School District",".","Daisy Ingraham School","=""1540211""","N/A","N/A"
"Westbrook School District",".","Westbrook High School","=""1546111""",42,14.0
"Westbrook School District",".","Westbrook Middle School","=""1545111""",29,9.3
"Regional School District 07",".","AIM","=""2079112""","*","*"
"Regional School District 07",".","FLEX","=""2079012""","N/A","*"
"Regional School District 07",".","Intensive Learning Program","=""2079412""","*","*"
"Regional School District 07",".","LINKS","=""2079212""","*","*"
"Regional School District 07",".","Northwestern Regional High School","=""2076112""",54,7.2
"Regional School District 07",".","Northwestern Regional Middle School","=""2075112""",11,3.4
"Regional School District 07",".","STEP","=""2079312""","*","*"
"Regional School District 08",".","RHAM High School","=""2086112""",121,10.5
"Regional School District 08",".","RHAM Middle School","=""2085112""",58,9.6
"Regional School District 09",".","Joel Barlow High School","=""2096112""",10,1.0
"Regional School District 10",".","Har-Bur Middle School","=""2105112""",36,4.1
"Regional School District 10",".","Harwinton Consolidated School","=""2100312""","N/A","N/A"
"Regional School District 10",".","Lake Garda Elementary School","=""2100212""","N/A","N/A"
"Regional School District 10",".","Lewis S. Mills High School","=""2106112""",93,11.3
"Regional School District 11",".","Parish Hill High School","=""2116112""",38,13.7
"Connecticut Technical High School System",".","A. I. Prince Technical High School","=""9001516""",216,30.0
"Connecticut Technical High School System",".","Bullard-Havens Technical High School","=""9001116""",168,19.5
"Connecticut Technical High School System",".","E. C. Goodwin Technical High School","=""9001916""",149,26.1
"Connecticut Technical High School System",".","Eli Whitney Technical High School","=""9001416""",283,53.8
"Connecticut Technical High School System",".","Ella T. Grasso Southeastern Technical High School","=""9002716""",136,23.6
"Connecticut Technical High School System",".","Emmett O'Brien Technical High School","=""9002516""",134,25.4
"Connecticut Technical High School System",".","H. C. Wilcox Technical High School","=""9001716""",164,20.8
"Connecticut Technical High School System",".","H. H. Ellis Technical High School","=""9001316""",94,18.0
"Connecticut Technical High School System",".","Henry Abbott Technical High School","=""9001216""",159,24.8
"Connecticut Technical High School System",".","Howell Cheney Technical High School","=""9001616""",150,23.0
"Connecticut Technical High School System",".","Norwich Technical High School","=""9002016""",108,17.1
"Connecticut Technical High School System",".","Oliver Wolcott Technical High School","=""9002216""",140,19.8
"Connecticut Technical High School System",".","Platt Technical High School","=""9002616""",267,30.9
"Connecticut Technical High School System",".","Vinal Technical High School","=""9001816""",194,32.5
"Connecticut Technical High School System",".","W. F. Kaynor Technical High School","=""9002316""",83,11.3
"Connecticut Technical High School System",".","Windham Technical High School","=""9002416""",107,18.9
"Norwich Free Academy District",".","LEAD (Life Skills, Education and Adult Development)","=""9010122""","*","*"
"Norwich Free Academy District",".","Norwich Free Academy","=""9016122""",325,13.9
"The Gilbert School District",".","The Gilbert School","=""9026122""",50,15.2
"Woodstock Academy District",".","Woodstock Academy","=""9036122""",69,6.2
"Marlborough School District",".","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*","*"
"Mansfield School District",".","Annie E. Vinton School","=""0780411""","N/A","N/A"
"Mansfield School District",".","Dorothy C. Goodwin School","=""0780211""","*","*"
"Mansfield School District",".","Mansfield Middle School School","=""0785111""",21,3.6
"Mansfield School District",".","Southeast Elementary School","=""0780511""","*","*"
"Oxford School District",".","Great Oak School","=""1085111""",20,4.0
"Oxford School District",".","Oxford Center School","=""1080111""","N/A","N/A"
"Oxford School District",".","Oxford High School","=""1086011""",26,4.2
"Oxford School District",".","Quaker Farms School","=""1080311""","N/A","N/A"
"Plainfield School District",".","Early Childhood Center","=""1098011""","N/A","*"
"Plainfield School District",".","Moosup Elementary School","=""1090111""","N/A","N/A"
"Plainfield School District",".","Plainfield Central School","=""1095111""",70,11.8
"Plainfield School District",".","Plainfield High School","=""1096111""",100,12.6
"Plainfield School District",".","Plainfield Memorial School","=""1090311""",44,10.9
"Plainfield School District",".","Shepard Hill Elementary School","=""1090411""","*","*"
"Plainville School District",".","Frank T. Wheeler School","=""1100411""",7,2.6
"Plainville School District",".","Linden Street School","=""1100211""","*","*"
"Plainville School District",".","Louis Toffolon School","=""1100511""","*","*"
"Plainville School District",".","Middle School of Plainville","=""1105211""",55,9.4
"Plainville School District",".","Plainville High School","=""1106111""",78,9.8
"Plainville School District",".","Prekindergarten Program","=""1108011""","N/A","N/A"
"Sterling School District",".","Sterling Community School","=""1360311""",31,6.3
"Stonington School District",".","Deans Mill School","=""1370511""",6,1.2
"Stonington School District",".","Mystic Middle School","=""1375211""",22,4.9
"Stonington School District",".","Pawcatuck Middle School","=""1375111""",26,7.5
"Stonington School District",".","Special Needs Preschool Program","=""1378011""","N/A","N/A"
"Stonington School District",".","Stonington High School","=""1376111""",98,12.8
"Stonington School District",".","West Broad Street School","=""1370411""","N/A","N/A"
"Stonington School District",".","West Vine Street School","=""1370611""","N/A","N/A"
"Waterbury School District",".","B. W. Tinker School","=""1512111""",23,4.5
"Waterbury School District",".","Barnard School","=""1510311""","*","*"
"Waterbury School District",".","Brooklyn Elementary School","=""1511011""",8,4.1
"Waterbury School District",".","Bucks Hill School","=""1510511""",33,5.9
"Waterbury School District",".","Bunker Hill School","=""1510611""",27,5.5
"Waterbury School District",".","Carrington School","=""1512711""",14,2.9
"Waterbury School District",".","Crosby High School","=""1516211""",830,57.3
"Waterbury School District",".","Driggs School","=""1510911""",76,14.0
"Waterbury School District",".","Enlightenment School","=""1519111""",180,79.6
"Waterbury School District",".","F. J. Kingsbury School","=""1511411""",30,6.1
"Waterbury School District",".","Gilmartin School","=""1512611""",21,6.1
"Waterbury School District",".","H. S. Chase School","=""1510711""",51,6.9
"Waterbury School District",".","Hopeville School","=""1511311""",10,2.6
"Waterbury School District",".","John F. Kennedy High School","=""1516411""",630,44.9
"Waterbury School District",".","Maloney Interdistrict Magnet School","=""1513111""",8,1.3
"Waterbury School District",".","Margaret M. Generali Elementary School","=""1511111""",57,10.0
"Waterbury School District",".","Michael F. Wallace Middle School","=""1515111""",531,38.6
"Waterbury School District",".","North End Middle School","=""1515311""",354,29.1
"Waterbury School District",".","Regan School","=""1512811""",11,3.8
"Waterbury School District",".","Rotella Interdistrict Magnet School","=""1513311""",31,5.0
"Waterbury School District",".","Special Education Preschool","=""1518011""","N/A","N/A"
"Waterbury School District",".","Sprague School","=""1512011""",67,18.9
"Waterbury School District",".","State Street School","=""1519011""",68,70.1
"Waterbury School District",".","Walsh School","=""1512211""",68,12.0
"Waterbury School District",".","Washington School","=""1512311""",14,4.4
"Waterbury School District",".","Waterbury Arts Magnet School (High)","=""1516011""",92,19.7
"Waterbury School District",".","Waterbury Arts Magnet School (Middle)","=""1515011""",63,20.1
"Waterbury School District",".","Wendell L. Cross School","=""1510811""",15,4.0
"Waterbury School District",".","West Side Middle School","=""1515211""",384,32.3
"Waterbury School District",".","Wilby High School","=""1516311""",434,33.6
"Waterbury School District",".","Woodrow Wilson School","=""1513211""",41,9.7
"Waterford School District",".","Clark Lane Middle School","=""1525111""",77,11.1
"Waterford School District",".","Great Neck Elementary School","=""1520211""","*","*"
"Waterford School District",".","Oswegatchie Elementary School","=""1520611""","*","*"
"Waterford School District",".","Quaker Hill Elementary School","=""1520711""","*","*"
"Waterford School District",".","Waterford High School","=""1526111""",135,14.1
"Regional School District 04",".","John Winthrop Middle School","=""2045112""",13,3.6
"Regional School District 04",".","Valley Regional High School","=""2046112""",46,7.6
"Regional School District 05",".","Amity Middle School: Bethany","=""2055112""",10,2.4
"Regional School District 05",".","Amity Middle School: Orange","=""2055212""","*","*"
"Regional School District 05",".","Amity Regional High School","=""2056112""",110,6.7
"Regional School District 06",".","Goshen Center School","=""2060112""","N/A","N/A"
"Regional School District 06",".","James Morris School","=""2060212""","N/A","N/A"
"Regional School District 06",".","Wamogo Regional High School","=""2066112""",70,12.7
"Regional School District 06",".","Warren Elementary School","=""2060312""","*","*"
"Manchester School District",".","Bowers School","=""0770111""",21,5.1
"Manchester School District",".","Buckley School","=""0770311""","*","*"
"Manchester School District",".","Elisabeth M. Bennet Academy","=""0771711""",78,17.1
"Manchester School District",".","Highland Park School","=""0770411""","*","*"
"Manchester School District",".","Illing Middle School","=""0775311""",136,15.2
"Manchester School District",".","Keeney School","=""0770611""","N/A","N/A"
"Manchester School District",".","Manchester High School","=""0776111""",238,13.0
"Manchester School District",".","Manchester Preschool Center","=""0778011""","N/A","N/A"
"Manchester School District",".","Manchester Regional Academy","=""0779011""",72,60.5
"Manchester School District",".","Manchester Transition Center","=""0779111""","N/A","*"
"Manchester School District",".","Martin School","=""0771611""","*","*"
"Manchester School District",".","Nathan Hale School","=""0770911""",16,6.5
"Manchester School District",".","Robertson School","=""0771011""",16,4.3
"Manchester School District",".","Verplanck School","=""0771211""",39,11.6
"Manchester School District",".","Waddell School","=""0771311""",30,8.7
"Manchester School District",".","Washington School","=""0771411""",9,2.9
"Norwich School District",".","Bishop School Early Learning Center","=""1040111""","N/A","*"
"Norwich School District",".","Deborah-Tennant Zinewicz  School","=""1049111""",26,54.2
"Norwich School District",".","Hickory Street School","=""1049011""","*","*"
"Norwich School District",".","John B. Stanton Network School","=""1041411""",18,4.4
"Norwich School District",".","Kelly Middle School","=""1045111""",138,22.1
"Norwich School District",".","Moriarty Magnet School","=""1042011""",26,5.1
"Norwich School District",".","Samuel Huntington School","=""1040811""","*","*"
"Norwich School District",".","Teachers' Memorial Middle School","=""1045211""",131,24.4
"Norwich School District",".","Thames River Academy","=""1046111""",22,28.9
"Norwich School District",".","Thomas W. Mahan School","=""1041711""","*","*"
"Norwich School District",".","Uncas Network School","=""1041911""",21,6.5
"Norwich School District",".","Veterans' Memorial School","=""1041811""","*","*"
"Norwich School District",".","Wequonnoc Magnet School","=""1041511""",26,9.9
"Old Saybrook School District",".","Kathleen E. Goodwin School","=""1060211""","N/A","N/A"
"Old Saybrook School District",".","Old Saybrook Middle School","=""1065211""",32,5.5
"Old Saybrook School District",".","Old Saybrook Senior High School","=""1066111""",34,6.4
"Orange School District",".","Mary L. Tracy School","=""1070211""","N/A","N/A"
"Orange School District",".","Peck Place School","=""1070511""","*","*"
"Orange School District",".","Race Brook School","=""1070311""","*","*"
"Orange School District",".","Turkey Hill School","=""1070411""",7,2.3
"Stamford School District",".","Cloonan School","=""1355611""",29,4.9
"Stamford School District",".","Davenport Ridge School","=""1352011""","*","*"
"Stamford School District",".","Dolan School","=""1355311""",12,2.2
"Stamford School District",".","Hart School","=""1352211""","N/A","N/A"
"Stamford School District",".","Julia A. Stark School","=""1351211""","N/A","N/A"
"Stamford School District",".","K. T. Murphy School","=""1350511""","N/A","N/A"
"Stamford School District",".","Newfield School","=""1350611""",12,1.8
"Stamford School District",".","Northeast School","=""1351811""","N/A","N/A"
"Stamford School District",".","Preschool Team","=""1358011""","N/A","N/A"
"Stamford School District",".","Rippowam Middle School","=""1355811""",57,8.8
"Stamford School District",".","Rogers International School","=""1350811""","*","*"
"Stamford School District",".","Roxbury School","=""1350911""",6,0.9
"Stamford School District",".","Scofield Middle School","=""1355711""","*","*"
