"District","reportingsdistrictcode","School","School Code","Count","%"
"Colchester School District",".","Bacon Academy","=""0286111""",86,8.8
"Colchester School District",".","Colchester Elementary School","=""0280411""","*","*"
"Colchester School District",".","Jack Jackter Intermediate School","=""0280211""",13,2.0
"Colchester School District",".","William J. Johnston Middle School","=""0285111""",26,3.7
"Colebrook School District",".","Colebrook Consolidated School","=""0290111""","N/A","N/A"
"Brookfield School District",".","Brookfield High School","=""0186111""",55,5.7
"Brookfield School District",".","Center Elementary School","=""0180311""","N/A","N/A"
"Brookfield School District",".","Huckleberry Hill Elementary School","=""0180411""","N/A","N/A"
"Brookfield School District",".","Whisconier Middle School","=""0185311""",35,4.0
"Brooklyn School District",".","Brooklyn Elementary School","=""0190111""","*","*"
"Brooklyn School District",".","Brooklyn Middle School","=""0195111""",66,17.1
"Canterbury School District",".","Canterbury Elementary School","=""0220211""","*","*"
"Canterbury School District",".","Dr. Helen Baldwin Middle School","=""0225111""",21,9.7
"Canaan School District",".","Lee H. Kellogg School","=""0210111""","N/A","N/A"
"Canton School District",".","Canton High School","=""0236111""",22,4.2
"Canton School District",".","Canton Intermediate School","=""0230311""",11,2.7
"Canton School District",".","Canton Middle School","=""0235111""",10,3.9
"Canton School District",".","Cherry Brook Primary School","=""0230211""",6,1.1
"Chaplin School District",".","Chaplin Elementary School","=""0240211""","*","*"
"Bristol School District",".","Alternative Special Education Program (ASEP)","=""0179011""","*","*"
"Bristol School District",".","Bristol Central High School","=""0176111""",144,11.1
"Bristol School District",".","Bristol Eastern High School","=""0176211""",238,18.5
"Bristol School District",".","Chippens Hill Middle School","=""0175111""",136,16.5
"Bristol School District",".","Clara T. O'Connell School","=""0170711""",19,5.4
"Bristol School District",".","Community/Vocational Program","=""0179211""","N/A","*"
"Bristol School District",".","Edgewood School","=""0170311""",20,5.2
"Bristol School District",".","Ellen P. Hubbell School","=""0171411""",13,2.3
"Bristol School District",".","Greene-Hills School","=""0170511""","*","*"
"Bristol School District",".","Ivy Drive School","=""0171911""",14,3.2
"Bristol School District",".","John J. Jennings School","=""0170611""",17,4.4
"Bristol School District",".","Memorial Boulevard Middle School","=""0175311""",58,11.2
"Bristol School District",".","Mountain View School","=""0171711""",19,5.0
"Bristol School District",".","Northeast Middle School","=""0175211""",33,5.9
"Bristol School District",".","South Side School","=""0171111""","*","*"
"Bristol School District",".","Stafford School","=""0171211""",8,1.6
"Bridgeport School District",".","Barnum School","=""0150111""",146,21.6
"Bridgeport School District",".","Bassick High School","=""0156111""",225,20.8
"Bridgeport School District",".","Beardsley School","=""0150211""",44,11.2
"Bridgeport School District",".","Black Rock School","=""0150311""","*","*"
"Bridgeport School District",".","Blackham School","=""0154011""",126,11.4
"Bridgeport School District",".","Bridgeport Learning Center","=""0159011""",10,14.7
"Bridgeport School District",".","Bryant School","=""0150411""",15,3.4
"Bridgeport School District",".","Central High School","=""0156211""",836,37.9
"Bridgeport School District",".","Cesar Batalla School","=""0151411""",106,9.0
"Bridgeport School District",".","Classical Studies Academy","=""0152111""",36,11.3
"Bridgeport School District",".","Columbus School","=""0150511""",66,12.0
"Bridgeport School District",".","Cross School","=""0153911""",157,36.5
"Bridgeport School District",".","Curiale School","=""0154211""",125,19.1
"Bridgeport School District",".","Dunbar School","=""0154111""",154,44.0
"Bridgeport School District",".","Edison School","=""0150711""",18,7.3
"Bridgeport School District",".","Geraldine Johnson School","=""0153211""",123,14.7
"Bridgeport School District",".","Hall School","=""0151111""",9,2.9
"Bridgeport School District",".","Hallen School","=""0151211""",19,5.1
"Bridgeport School District",".","Harding High School","=""0156311""",513,39.8
"Bridgeport School District",".","High Horizons Magnet School","=""0154511""",20,4.6
"Bridgeport School District",".","Hooker School","=""0151311""",62,14.8
"Bridgeport School District",".","Interdistrict Discovery Magnet School","=""0153711""","*","*"
"Bridgeport School District",".","Jettie S. Tisdale School","=""0152211""",295,42.3
"Bridgeport School District",".","Longfellow School","=""0151911""",94,20.1
"Bridgeport School District",".","Luis Munoz Marin School","=""0151011""",135,14.5
"Bridgeport School District",".","Madison School","=""0152011""",40,7.9
"Bridgeport School District",".","Make The Grade","=""0159511""",35,68.6
"Bridgeport School District",".","Multicultural Magnet School","=""0154611""",12,2.5
"Bridgeport School District",".","Park City Academy","=""0159211""",25,53.2
"Bridgeport School District",".","Park City Magnet School","=""0151711""","N/A","N/A"
"Bridgeport School District",".","Read School","=""0152511""",175,19.8
"Bridgeport School District",".","Roosevelt School","=""0152611""",157,28.8
"Bridgeport School District",".","Skane Center","=""0154411""","N/A","N/A"
"Bridgeport School District",".","Waltersville School","=""0153011""",36,7.1
"Bridgeport School District",".","Winthrop School","=""0153611""",67,9.0
"Greenwich School District",".","Central Middle School","=""0575111""",11,1.8
"Greenwich School District",".","Cos Cob School","=""0570211""","*","*"
"Greenwich School District",".","Eastern Middle School","=""0575211""",10,1.3
"Greenwich School District",".","Glenville School","=""0570411""","*","*"
"Greenwich School District",".","Greenwich High School","=""0576111""",152,5.8
"Greenwich School District",".","Hamilton Avenue School","=""0570511""","*","*"
"Greenwich School District",".","International School At Dundee","=""0571311""","N/A","N/A"
"Greenwich School District",".","Julian Curtiss School","=""0570311""","*","*"
"Greenwich School District",".","New Lebanon School","=""0570611""","*","*"
"Greenwich School District",".","North Mianus School","=""0570711""","N/A","N/A"
"Greenwich School District",".","North Street School","=""0570811""","N/A","N/A"
"Greenwich School District",".","Old Greenwich School","=""0570911""","N/A","N/A"
"Greenwich School District",".","Parkway School","=""0571111""","N/A","N/A"
"Greenwich School District",".","Riverside School","=""0571011""","N/A","N/A"
"Greenwich School District",".","Western Middle School","=""0575311""",21,4.4
"Killingly School District",".","Goodyear Early Childhood Center","=""0698011""","N/A","N/A"
"Killingly School District",".","Killingly Central School","=""0690111""",9,1.8
"Killingly School District",".","Killingly High School","=""0696111""",94,11.6
"Killingly School District",".","Killingly Intermediate School","=""0695211""",91,11.1
"Killingly School District",".","Killingly Memorial School","=""0690311""","*","*"
"Lebanon School District",".","Lebanon Elementary School","=""0710111""",11,2.4
"Lebanon School District",".","Lebanon Middle School","=""0715111""",27,7.0
"Lebanon School District",".","Lyman Memorial High School","=""0716211""",30,6.7
"Ledyard School District",".","Gales Ferry School","=""0720211""","N/A","N/A"
"Ledyard School District",".","Gallup Hill School","=""0720411""",8,2.2
"Ledyard School District",".","Juliet W. Long School","=""0720311""",15,5.4
"Ledyard School District",".","Ledyard Center School","=""0720111""","*","*"
"Ledyard School District",".","Ledyard High School","=""0726111""",63,6.8
"Ledyard School District",".","Ledyard Middle School","=""0725111""",42,10.8
"New Britain School District",".","Alternative Center School","=""0899111""",20,29.0
"New Britain School District",".","CLIMB","=""0899411""","N/A","N/A"
"New Britain School District",".","Chamberlain  Elementary School","=""0890311""",14,2.7
"New Britain School District",".","Frank J. DiLoreto School","=""0891111""",82,9.1
"New Britain School District",".","Gaffney School","=""0890511""",34,5.7
"New Britain School District",".","Holmes School","=""0890611""",18,4.3
"New Britain School District",".","House of Arts Letters and Science (HALS)  Academy","=""0895411""",13,7.7
"New Britain School District",".","Jefferson School","=""0890711""","*","*"
"New Britain School District",".","Lincoln School","=""0890811""",21,3.2
"New Britain School District",".","New Britain High School","=""0896111""",882,35.8
"New Britain School District",".","New Britain Transition Center","=""0899011""","*","*"
"New Britain School District",".","Northend School","=""0890911""",26,7.2
"New Britain School District",".","Pulaski Middle School","=""0895311""",189,34.2
"New Britain School District",".","Roosevelt Middle School","=""0895111""",163,34.3
"New Britain School District",".","Slade Middle School","=""0895211""",119,16.7
"New Britain School District",".","Smalley Academy","=""0891211""",198,32.5
"New Britain School District",".","Smith School","=""0891311""",44,6.5
"New Britain School District",".","Vance School","=""0891511""",45,7.7
"Norwalk School District",".","Brien McMahon High School","=""1036211""",248,14.5
"Norwalk School District",".","Brookside Elementary School","=""1030211""","*","*"
"Norwalk School District",".","Columbus Magnet School","=""1030311""","*","*"
"Norwalk School District",".","Cranbury Elementary School","=""1030411""",7,1.4
"Norwalk School District",".","Fox Run Elementary School","=""1032011""","*","*"
"Norwalk School District",".","Jefferson Magnet School","=""1030711""",8,1.4
"Norwalk School District",".","Kendall Elementary School","=""1030811""","*","*"
"Norwalk School District",".","Marvin Elementary School","=""1032211""",15,3.0
"Norwalk School District",".","Naramake Elementary School","=""1032111""","N/A","N/A"
"Norwalk School District",".","Nathan Hale Middle School","=""1035211""",69,11.3
"Norwalk School District",".","Norwalk High School","=""1036111""",292,19.1
"Norwalk School District",".","Norwalk Pathways Academy at Briggs","=""1036311""",35,46.7
"Norwalk School District",".","Ponus Ridge Middle School","=""1035311""",114,18.4
"Norwalk School District",".","Roton Middle School","=""1035511""",39,8.9
"Norwalk School District",".","Rowayton School","=""1031311""","*","*"
"Norwalk School District",".","Silvermine Elementary School","=""1032311""",11,2.5
"Norwalk School District",".","Tracey School","=""1031411""",16,4.1
"Norwalk School District",".","West Rocks Middle School","=""1035411""",135,20.2
"Norwalk School District",".","Wolfpit School","=""1032411""",6,1.9
"Norwich School District",".","Bishop School Early Learning Center","=""1040111""","N/A","*"
"Norwich School District",".","Deborah-Tennant Zinewicz  School","=""1049111""",25,55.6
"Norwich School District",".","Hickory Street School","=""1049011""","*","*"
"Norwich School District",".","John B. Stanton Network School","=""1041411""",23,5.6
"Norwich School District",".","Kelly Middle School","=""1045111""",128,20.2
"Norwich School District",".","Moriarty Magnet School","=""1042011""",10,2.2
"Norwich School District",".","Samuel Huntington School","=""1040811""",10,2.1
"Norwich School District",".","Teachers' Memorial Middle School","=""1045211""",107,21.6
"Norwich School District",".","Thames River Academy","=""1046111""",44,54.3
"Norwich School District",".","Thomas W. Mahan School","=""1041711""","*","*"
"Norwich School District",".","Uncas Network School","=""1041911""",42,12.5
"Norwich School District",".","Veterans' Memorial School","=""1041811""",9,2.7
"Norwich School District",".","Wequonnoc Magnet School","=""1041511""",15,5.6
"Southington School District",".","Derynoski Elementary School","=""1311511""","*","*"
"Southington School District",".","Flanders Elementary School","=""1311311""","*","*"
"Southington School District",".","Hatton Elementary School","=""1310211""","*","*"
"Southington School District",".","John F. Kennedy Middle School","=""1315311""",28,3.3
"Southington School District",".","Joseph A. Depaolo Middle School","=""1315111""",65,8.4
"Southington School District",".","Plantsville Elementary School","=""1310611""",6,2.2
"Southington School District",".","South End Elementary School","=""1310711""","*","*"
"Southington School District",".","Southington High School","=""1316211""",132,6.5
"Southington School District",".","Strong Elementary School","=""1310811""","*","*"
"Southington School District",".","Thalberg Elementary School","=""1310911""","*","*"
"Southington School District",".","Urbin T. Kelley School","=""1311411""","*","*"
"South Windsor School District",".","Eli Terry School","=""1320711""","N/A","N/A"
"South Windsor School District",".","Orchard Hill School","=""1320611""","*","*"
"South Windsor School District",".","Philip R. Smith School","=""1320111""","*","*"
"South Windsor School District",".","Pleasant Valley School","=""1320211""",7,1.8
"South Windsor School District",".","Project Worth Young Adult Academy","=""1329011""","N/A","*"
"South Windsor School District",".","South Windsor High School","=""1326211""",95,6.5
"South Windsor School District",".","Timothy Edwards School","=""1325111""",56,5.1
"South Windsor School District",".","Wapping Elementary School","=""1320411""","*","*"
"Wallingford School District",".","A.R.T.S. Academy","=""1489011""",12,52.2
"Wallingford School District",".","Cook Hill School","=""1481011""","*","*"
"Wallingford School District",".","Dag  Hammarskjold Middle School","=""1485211""",60,8.6
"Wallingford School District",".","Evarts C. Stevens School","=""1480911""","N/A","N/A"
"Wallingford School District",".","Harvest Park","=""1489211""","*","*"
"Wallingford School District",".","Highland School","=""1480211""","*","*"
"Wallingford School District",".","James H. Moran Middle School","=""1485311""",27,3.6
"Wallingford School District",".","Lyman Hall High School","=""1486111""",169,15.1
"Wallingford School District",".","Mark T. Sheehan High School","=""1486211""",114,12.4
"Wallingford School District",".","Moses Y. Beach School","=""1480111""","*","*"
"Wallingford School District",".","Multi-Vocational Life Skills Program","=""1489111""","N/A","*"
"Wallingford School District",".","Parker Farms School","=""1480311""","*","*"
"Wallingford School District",".","Pond Hill School","=""1481211""",12,3.6
"Wallingford School District",".","Rock Hill School","=""1480411""",6,1.7
"Wallingford School District",".","Yalesville School","=""1480811""","*","*"
"Windham School District",".","Early Headstart","=""1638011""","N/A","N/A"
"Windham School District",".","Natchaug School","=""1630111""",11,4.7
"Windham School District",".","North Windham School","=""1630311""",15,3.6
"Windham School District",".","Partial Day Program","=""1638411""",6,"*"
"Windham School District",".","W. B. Sweeney School","=""1630611""","*","*"
"Windham School District",".","Windham Center School","=""1630511""",15,5.2
"Windham School District",".","Windham Early Childhood Prospect Street","=""1638311""","N/A","N/A"
"Windham School District",".","Windham High School","=""1636111""",274,38.1
"Windham School District",".","Windham Middle School","=""1635111""",275,28.0
"Windsor School District",".","Clover Street School","=""1640111""",17,7.5
"Windsor School District",".","John F. Kennedy School","=""1640811""",25,8.9
"Windsor School District",".","Oliver Ellsworth School","=""1640911""",24,5.9
"Windsor School District",".","Poquonock Elementary School","=""1640511""",13,4.0
"Windsor School District",".","Roger Wolcott Early Child Center","=""1641011""","*","*"
"Windsor School District",".","Sage Park Middle School","=""1645311""",109,13.7
"Windsor School District",".","Windsor High School","=""1646111""",293,23.4
"Learn",".","Connecticut River Academy","=""2456014""",43,17.8
"Learn",".","Dual Language & Arts Magnet Middle School","=""2455014""",6,7.4
"Learn",".","Learn Special Education","=""2459014""","*","*"
"Learn",".","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",16,15.5
"Learn",".","Regional Multicultural Magnet School","=""2450114""",18,3.4
"Learn",".","The Friendship School","=""2450214""","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)",".","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)",".","EASTCONN Special Education","=""2539014""",14,16.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)",".","Quinebaug Middle College","=""2536114""",11,10.4
"Jumoke Academy District",".","Jumoke Academy","=""2610113""",19,3.9
"Odyssey Community School District",".","Odyssey Community School","=""2635113""",14,4.6
"Explorations District",".","Explorations","=""2726113""",12,17.9
"Explorations District",".","Lyman Hall High School","=""1486111""","*","*"
"Integrated Day Charter School District",".","Integrated Day Charter School","=""2640113""",16,4.9
"Interdistrict School for Arts and Comm District",".","Interdistrict School For Arts And Communication","=""2655113""",55,29.9
"Common Ground High School District",".","Common Ground High School","=""2686113""",19,11.9
"The Bridge Academy District",".","The Bridge Academy","=""2696113""",67,25.1
"Side By Side Charter School District",".","Side By Side Charter School","=""2700113""",8,3.6
"Trailblazers Academy District",".","Trailblazers Academy","=""2785113""","*","*"
"New Beginnings Inc., Family Academy District",".","New Beginnings Inc., Family Academy","=""2800113""",51,14.7
"Park City Prep Charter School District",".","Park City Prep Charter School","=""2835113""",58,23.3
"Achievement First Hartford Academy Inc. District",".","Achievement First Hartford Academy Inc.","=""2880113""",288,38.2
"Amistad Academy District",".","Amistad Academy","=""2795113""",200,23.7
"Stamford Academy District",".","Stamford Academy","=""2826013""","*","*"
"Bridgeport Achievement First District",".","Achievement First Bridgeport Academy","=""2850113""",169,31.9
"Fairfield School District",".","Burr Elementary School","=""0510211""","N/A","N/A"
"Fairfield School District",".","Dwight Elementary School","=""0510111""","N/A","N/A"
"Fairfield School District",".","Early Childhood Center","=""0518011""","N/A","N/A"
"Fairfield School District",".","Fairfield Ludlowe High School","=""0516011""",67,4.4
"Fairfield School District",".","Fairfield Warde High School","=""0516211""",58,4.3
"Fairfield School District",".","Fairfield Woods Middle School","=""0515211""",30,3.9
"Fairfield School District",".","Holland Hill School","=""0510411""","*","*"
"Fairfield School District",".","Jennings School","=""0511711""","N/A","N/A"
"Fairfield School District",".","McKinley School","=""0510611""","N/A","N/A"
"Fairfield School District",".","Mill Hill School","=""0510711""","N/A","N/A"
"Fairfield School District",".","North Stratfield School","=""0511611""","*","*"
"Fairfield School District",".","Osborn Hill School","=""0511811""","N/A","N/A"
"Fairfield School District",".","Riverfield School","=""0511211""","N/A","N/A"
"Fairfield School District",".","Roger Ludlowe Middle School","=""0515311""",69,6.9
"Fairfield School District",".","Sherman School","=""0511311""","N/A","N/A"
"Fairfield School District",".","Stratfield School","=""0511411""","N/A","N/A"
"Fairfield School District",".","Tomlinson Middle School","=""0515111""",24,3.2
"Farmington School District",".","East Farms School","=""0520411""","*","*"
"Farmington School District",".","Farmington Collaborative PK","=""0528011""","N/A","N/A"
"Farmington School District",".","Farmington High School","=""0526111""",42,3.2
"Farmington School District",".","Irving A. Robbins Middle School","=""0525111""",18,2.8
"Farmington School District",".","Noah Wallace School","=""0520211""","*","*"
"Farmington School District",".","Union School","=""0520111""",10,3.1
"Farmington School District",".","West District School","=""0520311""","*","*"
"Farmington School District",".","West Woods Upper Elementary School","=""0520511""","*","*"
"Franklin School District",".","Franklin Elementary School","=""0530111""","*","*"
"Hartland School District",".","Hartland School","=""0650111""","*","*"
"Hebron School District",".","Gilead Hill School","=""0670211""","N/A","N/A"
"Hebron School District",".","Hebron Elementary School","=""0670111""","*","*"
"Kent School District",".","Kent Center School","=""0680111""","N/A","N/A"
"Montville School District",".","Dr. Charles E. Murphy School","=""0860711""",11,3.0
"Montville School District",".","Leonard J. Tyl Middle School","=""0865111""",82,13.1
"Montville School District",".","Mohegan School","=""0860111""","*","*"
"Montville School District",".","Montville High School","=""0866111""",154,20.1
"Montville School District",".","Oakdale School","=""0860511""","*","*"
"Montville School District",".","Palmer Academy","=""0869011""",22,73.3
"Naugatuck School District",".","Andrew Avenue School","=""0880811""","N/A","N/A"
"Naugatuck School District",".","Central Avenue Preschool","=""0888211""","N/A","N/A"
"Naugatuck School District",".","Central Avenue School","=""0880111""",7,3.0
"Naugatuck School District",".","City Hill Middle School","=""0885111""",140,19.4
"Naugatuck School District",".","Cross Street Intermediate School","=""0880211""",20,7.1
"Naugatuck School District",".","Head Start","=""0888111""","N/A","N/A"
"Naugatuck School District",".","Hillside Intermediate School","=""0880411""",50,12.1
"Naugatuck School District",".","Hop Brook Elementary School","=""0880511""","*","*"
"Naugatuck School District",".","Maple Hill School","=""0880311""",17,4.7
"Naugatuck School District",".","Naugatuck High School","=""0886111""",238,17.8
"Naugatuck School District",".","Salem School","=""0880611""","*","*"
"Naugatuck School District",".","Western School","=""0880711""",6,2.1
"North Haven School District",".","Clintonville Elementary School","=""1010811""","N/A","N/A"
"North Haven School District",".","Green Acres Elementary School","=""1010711""","N/A","N/A"
"North Haven School District",".","Montowese Elementary School","=""1010211""","N/A","N/A"
"North Haven School District",".","North Haven High School","=""1016111""",57,4.8
"North Haven School District",".","North Haven Middle School","=""1015211""",42,5.2
"North Haven School District",".","Ridge Road Elementary School","=""1010311""","N/A","N/A"
"North Stonington School District",".","North Stonington Elementary School","=""1020111""","*","*"
"North Stonington School District",".","Wheeler High School","=""1026111""",36,16.9
"North Stonington School District",".","Wheeler Middle School","=""1025111""",16,8.7
"Simsbury School District",".","Central School","=""1280111""","*","*"
"Simsbury School District",".","Henry James Memorial School","=""1285111""",14,1.8
"Simsbury School District",".","Latimer Lane School","=""1280611""","*","*"
"Simsbury School District",".","Simsbury High School","=""1286111""",94,5.8
"Simsbury School District",".","Squadron Line School","=""1280711""","*","*"
"Simsbury School District",".","Tariffville School","=""1280311""",6,2.2
"Simsbury School District",".","Tootin' Hills School","=""1280411""","N/A","N/A"
"Somers School District",".","Mabelle B. Avery Middle School","=""1295111""",11,2.9
"Somers School District",".","Somers Elementary School","=""1290411""","*","*"
"Somers School District",".","Somers High School","=""1296111""",69,12.5
"Union School District",".","Union Elementary School","=""1450111""","N/A","N/A"
"Vernon School District",".","Center Road School","=""1461411""","*","*"
"Vernon School District",".","Lake Street School","=""1460111""","*","*"
"Vernon School District",".","Maple Street School","=""1460211""","*","*"
"Vernon School District",".","Next Step Program (AACBP)","=""1469011""","N/A","*"
"Vernon School District",".","Northeast School","=""1460311""",11,3.7
"Vernon School District",".","Rockville High School","=""1466111""",185,18.2
"Vernon School District",".","Skinner Road School","=""1461011""",12,3.2
"Vernon School District",".","Vernon Center Middle School","=""1465111""",107,14.5
"Voluntown School District",".","Voluntown Elementary School","=""1470111""",11,3.4
"Willington School District",".","Center School","=""1600111""","*","*"
"Willington School District",".","Hall Memorial School","=""1605111""",15,5.3
"Wilton School District",".","Cider Mill School","=""1610711""","*","*"
"Wilton School District",".","Middlebrook School","=""1615211""",28,2.6
"Wilton School District",".","Miller-Driscoll School","=""1610511""","N/A","N/A"
"Wilton School District",".","Wilton High School","=""1616111""",23,1.8
"Winchester School District",".","Batcheller Early Education Center","=""1620411""","N/A","N/A"
"Winchester School District",".","Mary P. Hinsdale School","=""1620211""","*","*"
"Winchester School District",".","Pearson Middle School","=""1625111""",25,12.0
"Capitol Region Education Council",".","Academy of Aerospace and Engineering","=""2415114""",12,3.2
"Capitol Region Education Council",".","CREC Discovery Academy","=""2418114""","N/A","N/A"
"Capitol Region Education Council",".","Farmington Valley Regional Diagnostic Center","=""2419214""","*","*"
"Capitol Region Education Council",".","Glastonbury/East Hartford Magnet School","=""2410114""","N/A","N/A"
"Capitol Region Education Council",".","Great Path Academy at MCC","=""2416314""",47,21.1
"Capitol Region Education Council",".","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",21,5.5
"Capitol Region Education Council",".","Integrated Program Models","=""2419414""","N/A","*"
